"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Austin Convention Center","7734","ACC Exhibit Hall and Ballroom Occupancy","Annual","2011","54","47",,"2011-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Convention Center","7734","ACC Exhibit Hall and Ballroom Occupancy","Annual","2012","56","47",,"2012-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Convention Center","7734","ACC Exhibit Hall and Ballroom Occupancy","Annual","2013","56","47",,"2013-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Convention Center","7734","ACC Exhibit Hall and Ballroom Occupancy","Annual","2014","59","47",,"2014-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Convention Center","7734","ACC Exhibit Hall and Ballroom Occupancy","Annual","2015","61","49",,"2015-09-30T00:00:00.000","Annual","0","No","0","No",
