"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Police","7002","Percent of Part I crimes cleared","Annual","2011","14.8","13.5",,"2011-09-30T00:00:00.000","Annual","0","No","0","No",
"Police","7002","Percent of Part I crimes cleared","Annual","2012","14.9","12.4",,"2012-09-30T00:00:00.000","Annual","0","No","0","No",
"Police","7002","Percent of Part I crimes cleared","Annual","2013","16.1","13.9",,"2013-09-30T00:00:00.000","Annual","0","No","0","No",
"Police","7002","Percent of Part I crimes cleared","Annual","2014","17.8","13.9",,"2014-09-30T00:00:00.000","Annual","0","No","0","No",
"Police","7002","Percent of Part I crimes cleared","Annual","2015","16.3","14.3",,"2015-09-30T00:00:00.000","Annual","0","No","0","No",
