"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Austin Water","3862","Wastewater Quality: Carbonaceous Biochemical Oxygen Demand (CBOD)","Annual","2011","2.24","3",,"2011-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Water","3862","Wastewater Quality: Carbonaceous Biochemical Oxygen Demand (CBOD)","Annual","2012","2.17","3",,"2012-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Water","3862","Wastewater Quality: Carbonaceous Biochemical Oxygen Demand (CBOD)","Annual","2013","2.1","3",,"2013-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Water","3862","Wastewater Quality: Carbonaceous Biochemical Oxygen Demand (CBOD)","Annual","2014","2.15","3",,"2014-09-30T00:00:00.000","Annual","0","No","0","No",
"Austin Water","3862","Wastewater Quality: Carbonaceous Biochemical Oxygen Demand (CBOD)","Annual","2015","2.19","3",,"2015-09-30T00:00:00.000","Annual","1","Yes","0","No",
