"naics_code","industry","jobs_2018","earnings_per_job_2018","change_of_earnings_per_job","total_earnings","national_lq_2018","white","black_or_african_american","amer_indian_or_ak_native","asian","hawaiian_or_other_pac_island","hispanic_or_latino","two_or_more_races","male","female","_0_24_age","_25_34_age","_35_44_age","_45_54_age","_55_64_age","_65_99_age","date_reported"
"712120","Historical sites","15","44756","-0.009","680937","0.14","13","0","0","0","0","2","0","5","10","2","4","4","1","4","0","2017-12-31T00:00:00.000"
"722330","Mobile food services *","1614","31125","0.069","50238370","1.97","522","131","3","179","4","764","12","783","831","288","289","260","454","229","94","2017-12-31T00:00:00.000"
"722511","Full-service restaurants *","44767","24333","0.017","1089317731","1.17","21619","3904","165","2693","99","15477","811","23197","21570","15878","12048","7228","4706","2827","2081","2017-12-31T00:00:00.000"
"812921","Photofinishing laboratories (except one-hour)","85","22125","-0.059","1892852","0.58","61","3","0","1","0","20","1","17","68","13","14","21","20","15","3","2017-12-31T00:00:00.000"
"813410","Civic and social organizations","3468","31528","-0.03","109355403","1.18","2138","311","8","105","5","846","56","1325","2143","999","738","677","477","365","213","2017-12-31T00:00:00.000"
"323111","Commercial printing (except screen and books)","1939","59317","0.087","115055800","0.75","1240","92","4","52","2","524","25","1255","685","118","367","452","501","344","156","2016-12-31T00:00:00.000"
"323113","Commercial screen printing","481","38195","0.135","18381512","0.82","322","19","1","11","0","123","6","312","169","28","89","115","122","83","43","2016-12-31T00:00:00.000"
"323117","Books printing","55","49101","0.091","2714007","0.39","40","2","0","1","0","12","0","36","19","1","10","12","18","9","4","2016-12-31T00:00:00.000"
"323120","Support activities for printing","56","47398","0.091","2681277","0.27","45","1","0","1","0","9","0","39","17","0","8","17","17","9","6","2016-12-31T00:00:00.000"
"327110","Pottery, ceramics, and plumbing fixture manufacturing","192","42997","-0.195","8259871","1.30","118","5","1","13","0","56","0","113","80","9","34","30","48","49","23","2016-12-31T00:00:00.000"
"327212","Other pressed and blown glass and glassware manufacturing","37","22847","-0.149","845473","0.30","32","1","0","0","0","4","0","25","12","1","7","3","4","11","10","2016-12-31T00:00:00.000"
"332323","Ornamental and architectural metal work manufacturing","245","52496","0.007","12902723","0.84","144","10","0","7","0","82","1","201","45","18","52","56","64","44","11","2016-12-31T00:00:00.000"
"339910","Jewelry and silverware manufacturing","460","81224","0.101","37438809","1.54","304","16","2","20","1","112","5","296","165","35","104","90","99","90","43","2016-12-31T00:00:00.000"
"339992","Musical instrument manufacturing","144","55150","0.025","7952609","1.31","96","6","0","6","0","34","2","93","51","12","32","28","30","29","13","2016-12-31T00:00:00.000"
"423940","Jewelry, watch, precious stone, and precious metal merchant wholesalers","639","50916","-0.185","32553053","0.94","425","15","10","62","0","121","7","446","194","47","132","89","185","100","86","2016-12-31T00:00:00.000"
"424920","Book, periodical, and newspaper merchant wholesalers","287","30724","0.061","8828879","0.65","209","9","1","10","0","52","6","181","106","23","53","51","58","74","29","2016-12-31T00:00:00.000"
"443142","Electronic stores","1309","65612","0.024","85913165","1.36","680","106","4","92","4","401","22","879","431","278","445","289","176","93","29","2016-12-31T00:00:00.000"
"448310","Jewelry stores","1380","41537","0.043","57331540","1.12","622","56","1","220","1","467","13","413","967","195","289","277","294","188","139","2016-12-31T00:00:00.000"
"451130","Sewing, needlework, and piece goods stores","526","19798","0.07","10414797","0.93","372","20","0","6","0","123","5","259","267","126","124","77","47","73","79","2016-12-31T00:00:00.000"
"451140","Musical instrument and supplies stores","328","40196","0.048","13203479","1.04","225","14","0","14","0","71","5","205","124","86","65","46","50","46","36","2016-12-31T00:00:00.000"
"451211","Book stores","847","24249","0.006","20547785","1.21","546","40","0","41","1","205","14","374","473","249","219","120","109","100","49","2016-12-31T00:00:00.000"
"453920","Art dealers","479","33765","0.055","16196594","1.00","298","13","0","31","0","135","3","205","275","42","112","87","73","97","68","2016-12-31T00:00:00.000"
"511110","Newspaper publishers","1059","56072","0.074","59390868","0.69","760","65","2","24","1","194","14","582","477","244","228","210","173","149","54","2016-12-31T00:00:00.000"
"511120","Periodical publishers","929","46147","0.04","42898277","0.97","727","70","12","25","1","91","5","399","530","22","160","204","185","220","138","2016-12-31T00:00:00.000"
"511130","Book publishers","1033","85502","0.178","88341968","1.83","759","62","8","33","1","161","9","474","560","42","224","268","216","196","88","2016-12-31T00:00:00.000"
"511191","Greeting card publishers","7","34827","1.21","258438","0.19","6","0","0","0","0","1","0","2","5","0","2","2","1","1","1","2016-12-31T00:00:00.000"
"511199","All other publishers","362","53377","0.676","19349411","3.15","265","20","2","11","0","61","4","168","195","15","82","96","77","66","26","2016-12-31T00:00:00.000"
"512110","Motion picture and video production","2666","71248","0.098","189964825","1.34","1880","133","8","76","1","497","71","1863","803","378","813","618","436","302","120","2016-12-31T00:00:00.000"
"512120","Motion picture and video distribution","17","30012","0.075","514297","0.29","14","1","0","0","0","3","0","15","3","1","7","4","3","2","0","2016-12-31T00:00:00.000"
"512131","Motion picture theaters (except drive-Ins)","1984","28555","0.032","56654680","2.10","1321","130","8","62","1","425","36","1277","707","524","604","421","242","132","61","2016-12-31T00:00:00.000"
"512132","Drive-in motion picture theaters *","15","50718","0.308","771683","0.81","13","0","0","0","0","2","0","13","2","0","6","4","2","3","1","2016-12-31T00:00:00.000"
"512191","Teleproduction and other postproduction services","315","79427","0.24","25063618","1.87","228","14","1","8","0","57","9","226","90","36","96","73","55","41","15","2016-12-31T00:00:00.000"
"512199","Other motion picture and video industries","30","77338","0.559","2353116","1.13","25","0","0","0","0","5","0","24","6","0","12","8","6","4","1","2016-12-31T00:00:00.000"
"512230","Music publishers","113","61256","-0.431","6957919","2.06","85","8","1","3","0","14","3","94","20","9","34","27","24","16","3","2016-12-31T00:00:00.000"
"512240","Sound recording studios","387","32117","0.08","12429950","3.25","281","30","3","9","0","54","9","322","65","34","110","87","80","60","16","2016-12-31T00:00:00.000"
"512250","Record Production and Distribution","63","67211","0.811","4253541","0.93","49","5","0","1","0","8","1","54","9","3","20","16","14","9","2","2016-12-31T00:00:00.000"
"512290","Other sound recording industries","68","37978","-0.239","2600356","2.01","53","6","0","1","0","8","1","61","7","2","22","17","15","11","2","2016-12-31T00:00:00.000"
"515111","Radio networks","136","38626","-0.023","5284947","0.74","105","8","0","5","0","16","4","100","37","5","27","34","34","30","8","2016-12-31T00:00:00.000"
"515112","Radio stations","592","70116","0.103","41536650","0.92","425","36","1","16","1","96","16","396","197","38","146","141","133","108","27","2016-12-31T00:00:00.000"
"515120","Television broadcasting","760","75448","-0.021","57384888","0.77","530","48","2","15","2","149","16","486","275","52","219","187","162","117","23","2016-12-31T00:00:00.000"
"515210","Cable and other subscription programming","14","78023","-0.215","1136945","0.03","14","1","0","0","0","1","0","14","1","0","2","4","4","4","1","2016-12-31T00:00:00.000"
"519110","News syndicates","78","80380","-0.143","6281958","0.78","59","3","0","5","0","10","1","44","34","7","33","22","13","3","1","2016-12-31T00:00:00.000"
"519120","Libraries and archives","86","26814","-0.227","2323949","0.35","76","1","0","2","1","6","0","35","51","5","24","26","12","12","8","2016-12-31T00:00:00.000"
"541420","Industrial design services","337","71020","0.131","24004191","1.58","271","10","1","6","0","46","5","120","218","30","72","94","52","60","30","2016-12-31T00:00:00.000"
"541430","Graphic design services","2106","38411","0.011","80928764","1.41","1747","47","2","22","0","244","45","546","1561","224","376","569","277","428","232","2016-12-31T00:00:00.000"
"541490","Other specialized design services","336","42301","-0.02","14237665","1.35","277","10","1","4","0","39","5","94","242","30","71","93","47","63","32","2016-12-31T00:00:00.000"
"541810","Advertising agencies","3288","80332","0.049","264213083","1.73","2519","129","9","103","2","480","47","1573","1716","283","906","783","687","422","208","2016-12-31T00:00:00.000"
"541921","Photography studios, portrait","2262","21010","-0.199","47534317","1.54","1710","72","1","60","0","393","28","963","1299","232","331","579","410","483","229","2016-12-31T00:00:00.000"
"541922","Commercial photography","631","33697","0.086","21271766","1.30","481","19","0","16","0","109","6","274","358","57","82","165","117","144","66","2016-12-31T00:00:00.000"
"611610","Fine arts schools (private)","2273","11447","0.027","26025852","1.28","1811","74","8","84","2","271","24","711","1563","299","501","375","430","370","298","2016-12-31T00:00:00.000"
"711110","Theater companies and dinner theaters","847","22996","0.028","19487655","1.14","633","41","1","26","0","136","11","507","340","79","279","163","149","106","72","2016-12-31T00:00:00.000"
"711120","Dance companies","221","22240","0.126","4928314","1.49","166","11","0","7","0","36","2","134","88","19","75","40","39","28","20","2016-12-31T00:00:00.000"
"711130","Musical groups and artists","1337","21540","0.048","28804767","1.69","943","71","2","55","0","253","14","802","536","133","407","217","256","173","151","2016-12-31T00:00:00.000"
"711190","Other performing arts companies","148","26012","-0.067","3870481","1.58","114","7","0","4","0","22","2","91","58","11","52","28","27","18","12","2016-12-31T00:00:00.000"
"711310","Promoters of performing arts, sports, and similar events with facilities","625","24393","0.309","15256205","0.74","443","37","2","19","0","113","11","383","243","95","175","118","111","70","57","2016-12-31T00:00:00.000"
"711320","Promoters of performing arts, sports, and similar events without facilities","813","28497","-0.017","23189999","1.38","570","41","1","35","0","154","12","488","326","89","282","145","138","83","77","2016-12-31T00:00:00.000"
"711410","Agents and managers for artists, athletes, entertainers, and other public figures","750","50778","0.143","38114765","1.35","540","33","1","34","1","136","7","416","334","70","252","141","131","81","76","2016-12-31T00:00:00.000"
"711510","Independent artists, writers, and performers","13804","22119","0.067","305328830","1.56","9460","758","22","636","0","2812","116","8264","5540","1447","4057","2098","2719","1762","1722","2016-12-31T00:00:00.000"
"712110","Museums","256","35085","-0.006","8984298","0.39","191","6","1","7","0","48","2","103","153","62","78","37","32","23","24","2016-12-31T00:00:00.000"
"712120","Historical sites","18","45153","0.036","833004","0.15","16","0","0","0","0","2","0","9","9","3","4","2","5","1","4","2016-12-31T00:00:00.000"
"722330","Mobile food services *","1309","29107","-0.092","38109682","1.79","411","61","1","197","1","628","10","612","698","198","304","264","227","265","52","2016-12-31T00:00:00.000"
"722511","Full-service restaurants *","42558","23930","0.057","1018405442","1.17","21181","3510","148","2441","100","14483","695","22335","20223","15503","11831","6647","4225","2529","1823","2016-12-31T00:00:00.000"
"812921","Photofinishing laboratories (except one-hour)","103","23520","-0.209","2443085","0.68","73","5","1","0","0","21","4","41","63","8","30","20","18","13","16","2016-12-31T00:00:00.000"
"813410","Civic and social organizations","3393","32512","-0.252","110345088","1.18","2193","260","14","114","6","747","60","1349","2045","983","788","637","467","340","178","2016-12-31T00:00:00.000"
"323111","Commercial printing (except screen and books)","1989","57901","-0.043","115190212","0.75","1192","181","5","60","1","530","20","1273","717","109","334","501","420","423","203","2020-12-31T00:00:00.000"
"323113","Commercial screen printing","587","33146","-0.058","19466187","0.86","357","55","1","17","0","152","5","378","209","30","96","153","125","122","63","2020-12-31T00:00:00.000"
"323117","Books printing","23","25882","-0.182","603823","0.17","19","2","0","0","0","3","0","17","6","0","1","13","4","3","3","2020-12-31T00:00:00.000"
"323120","Support activities for printing","111","38470","-0.093","4306919","0.59","70","12","0","2","0","27","1","77","35","3","16","32","23","23","14","2020-12-31T00:00:00.000"
"327110","Pottery, ceramics, and plumbing fixture manufacturing","153","8652","-0.66","1331523","0.88","127","1","4","5","0","14","3","42","111","1","17","43","18","35","40","2020-12-31T00:00:00.000"
"327212","Other pressed and blown glass and glassware manufacturing","29","45840","-0.033","1364510","0.22","15","3","0","1","0","12","0","28","2","0","10","5","5","4","6","2020-12-31T00:00:00.000"
"332323","Ornamental and architectural metal work manufacturing","251","74324","0.038","18706379","0.72","140","13","0","7","0","89","2","207","45","16","51","56","58","54","17","2020-12-31T00:00:00.000"
"339910","Jewelry and silverware manufacturing","429","79300","0.015","34049822","1.44","281","14","3","17","0","110","4","260","169","16","87","102","84","89","51","2020-12-31T00:00:00.000"
"339992","Musical instrument manufacturing","118","55273","-0.078","6549644","0.98","80","4","1","4","0","30","1","73","45","4","24","29","23","25","14","2020-12-31T00:00:00.000"
"423940","Jewelry, watch, precious stone, and precious metal merchant wholesalers","489","63199","-0.01","30948976","0.91","314","16","15","28","0","111","6","355","134","18","109","125","110","79","49","2020-12-31T00:00:00.000"
"424920","Book, periodical, and newspaper merchant wholesalers","182","28727","-0.036","5236137","0.51","108","9","1","10","0","53","2","116","66","12","31","32","40","44","24","2020-12-31T00:00:00.000"
"451130","Sewing, needlework, and piece goods stores","703","19399","0.047","13645296","1.1","241","54","15","8","0","379","7","292","412","142","163","161","99","92","46","2020-12-31T00:00:00.000"
"453920","Art dealers","467","32851","-0.004","15360124","1.02","262","24","0","40","0","132","10","186","281","60","106","147","65","69","21","2020-12-31T00:00:00.000"
"511110","Newspaper publishers","913","44753","-0.067","40864775","0.72","688","32","4","26","0","128","35","494","419","121","136","178","218","141","119","2020-12-31T00:00:00.000"
"511120","Periodical publishers","970","40404","0.026","39206896","1.04","748","25","9","49","1","126","13","485","486","35","134","155","218","229","201","2020-12-31T00:00:00.000"
"511140","Directory and Mailing List Publishers *","187","77241","0.1","14462992","1.19","147","5","1","8","0","24","2","94","93","5","30","35","43","41","33","2020-12-31T00:00:00.000"
"511191","Greeting card publishers","0","103178","0.031","45135","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2020-12-31T00:00:00.000"
"511199","All other publishers","156","60186","0.136","9405811","1.34","125","3","1","7","0","18","2","80","76","3","20","23","36","39","35","2020-12-31T00:00:00.000"
"512110","Motion picture and video production","3156","77747","0.034","245424708","1.3","2096","173","8","235","4","580","61","2223","934","700","793","675","614","254","121","2020-12-31T00:00:00.000"
"512120","Motion picture and video distribution","19","173105","2.702","3360360","0.27","16","1","0","1","0","2","0","17","3","2","5","5","6","1","0","2020-12-31T00:00:00.000"
"512131","Motion picture theaters (except drive-Ins)","3474","31270","-0.01","108658244","2.97","2112","254","14","170","6","855","64","2185","1290","1153","942","682","405","190","103","2020-12-31T00:00:00.000"
"512132","Drive-in motion picture theaters *","21","46497","0.58","978715","0.92","16","1","0","1","0","3","0","17","4","2","6","5","6","1","0","2020-12-31T00:00:00.000"
"512191","Teleproduction and other postproduction services","281","53559","0.073","15071636","1.25","201","10","0","28","0","38","5","222","59","48","61","64","74","24","11","2020-12-31T00:00:00.000"
"512199","Other motion picture and video industries","29","64093","0.009","1917050","0.81","22","1","0","3","0","4","0","25","5","5","7","7","8","2","1","2020-12-31T00:00:00.000"
"512230","Music publishers","89","63531","0.083","5672246","1.16","67","11","0","1","0","8","2","71","18","7","22","23","15","19","3","2020-12-31T00:00:00.000"
"512240","Sound recording studios","387","31338","0.663","12134768","2.44","273","56","0","3","0","43","13","323","64","49","87","86","61","80","24","2020-12-31T00:00:00.000"
"512250","Record Production and Distribution","72","51767","0.101","3733972","0.78","57","7","0","1","0","6","1","56","16","5","19","20","13","13","2","2020-12-31T00:00:00.000"
"512290","Other sound recording industries","109","42201","0.341","4630782","2.18","81","15","0","1","0","10","3","92","18","10","27","26","18","23","6","2020-12-31T00:00:00.000"
"515111","Radio networks","153","31863","-0.066","4882255","0.74","109","13","0","7","0","23","2","116","37","10","28","53","23","25","14","2020-12-31T00:00:00.000"
"515112","Radio stations","561","65248","0.033","36662064","0.83","374","43","1","20","0","114","9","371","191","43","129","164","94","91","40","2020-12-31T00:00:00.000"
"515120","Television broadcasting","725","69228","0.013","50235927","0.66","468","49","2","19","1","173","14","436","290","54","191","195","131","115","38","2020-12-31T00:00:00.000"
"515210","Cable and other subscription programming","29","76623","-0.048","2269942","0.07","23","2","0","1","0","4","0","24","6","0","3","11","7","7","1","2020-12-31T00:00:00.000"
"519110","News syndicates","109","104609","0.065","11472479","1.08","77","6","0","12","0","12","2","60","50","5","51","30","13","8","3","2020-12-31T00:00:00.000"
"519120","Libraries and archives","121","31369","0.143","3814144","0.45","90","3","0","7","0","21","0","54","68","20","22","22","18","19","20","2020-12-31T00:00:00.000"
"541420","Industrial design services","374","65952","0.068","24730287","1.46","246","29","0","14","0","71","14","163","212","13","99","90","79","69","26","2020-12-31T00:00:00.000"
"541430","Graphic design services","2506","50295","0.107","126054616","1.45","1584","213","2","92","0","511","105","1073","1433","100","671","578","517","464","176","2020-12-31T00:00:00.000"
"541490","Other specialized design services","481","44749","0.03","21551622","1.55","311","39","1","17","0","95","18","205","277","19","132","113","99","87","32","2020-12-31T00:00:00.000"
"541810","Advertising agencies","3530","86006","0.038","303665146","1.64","2542","152","8","195","4","576","53","1607","1923","249","935","921","660","578","188","2020-12-31T00:00:00.000"
"541921","Photography studios, portrait","2480","20660","0.007","51246578","1.36","1434","192","13","164","0","608","70","1045","1435","332","484","551","398","516","200","2020-12-31T00:00:00.000"
"541922","Commercial photography","803","42409","0.048","34077478","1.21","466","63","4","53","0","196","22","337","466","105","154","180","130","170","64","2020-12-31T00:00:00.000"
"611610","Fine arts schools (private)","2821","17110","0.214","48267140","1.35","2056","128","8","192","2","368","66","862","1959","496","498","437","415","559","416","2020-12-31T00:00:00.000"
"711110","Theater companies and dinner theaters","846","27993","0.051","23683870","0.96","638","29","1","17","0","148","14","523","323","79","188","255","113","126","86","2020-12-31T00:00:00.000"
"711120","Dance companies","272","28352","0.034","7728860","1.53","206","10","0","6","0","45","5","168","105","24","65","83","36","40","24","2020-12-31T00:00:00.000"
"711130","Musical groups and artists","1266","23323","-0.031","29535961","1.43","947","35","1","25","0","237","21","818","448","135","201","415","149","203","164","2020-12-31T00:00:00.000"
"711190","Other performing arts companies","57","16914","0.408","968707","0.52","47","1","0","0","0","9","0","38","19","4","8","23","6","9","7","2020-12-31T00:00:00.000"
"711310","Promoters of performing arts, sports, and similar events with facilities","524","20801","-0.043","10913888","0.46","356","53","1","12","0","73","30","249","275","62","134","103","136","45","46","2020-12-31T00:00:00.000"
"711320","Promoters of performing arts, sports, and similar events without facilities","1130","30444","0.03","34421439","1.34","756","116","1","30","0","146","82","512","619","118","262","213","328","100","110","2020-12-31T00:00:00.000"
"711410","Agents and managers for artists, athletes, entertainers, and other public figures","755","65092","-0.127","49207306","1.16","536","59","0","21","1","94","45","320","436","72","215","179","182","55","54","2020-12-31T00:00:00.000"
"711510","Independent artists, writers, and performers","17981","16807","-0.151","302207848","1.55","12829","815","53","653","62","3306","265","9661","8320","1857","4152","3349","2980","3248","2396","2020-12-31T00:00:00.000"
"712110","Museums","261","38714","0.044","10118181","0.31","183","10","1","8","0","58","2","98","164","54","84","43","26","30","24","2020-12-31T00:00:00.000"
"712120","Historical sites","16","46096","-0.001","749494","0.12","14","0","0","0","0","2","0","9","8","1","3","2","1","3","6","2020-12-31T00:00:00.000"
"722330","Mobile food services *","2253","26669","-0.009","60103000","2.01","634","164","8","363","2","1065","18","1020","1234","285","498","504","611","225","131","2020-12-31T00:00:00.000"
"722511","Full-service restaurants *","47001","27764","0.048","1304929652","1.11","22399","4127","187","2945","106","16352","885","24028","22973","16543","12152","7715","5125","3110","2358","2020-12-31T00:00:00.000"
"812921","Photofinishing laboratories (except one-hour)","36","24947","-0.023","908215","0.38","28","2","0","1","0","5","0","14","22","6","10","6","5","5","5","2020-12-31T00:00:00.000"
"813410","Civic and social organizations","3356","37150","0.065","124707823","1.07","1990","346","8","123","4","821","65","1352","2005","878","682","705","480","378","234","2020-12-31T00:00:00.000"
