"department_name","measure_id","measure_name","frequency","fiscal_year","actual_value","amended_value","long_term_goal","data_as_of_date","frequency_of_goal","supports_goal_value","supports_goal","dashboard_indicator_value","dashboard_indicator","legend"
"Austin Energy","7433","Renewable Power Generated as a Percent of Consumption","Annual","2011","10.3","12.5",,"2011-09-30T00:00:00.000","Annual","0","No","1","Yes",
"Austin Energy","7433","Renewable Power Generated as a Percent of Consumption","Annual","2012","15.06","17.6",,"2012-09-30T00:00:00.000","Annual","0","No","1","Yes",
"Austin Energy","7433","Renewable Power Generated as a Percent of Consumption","Annual","2013","20.3","21.3",,"2013-09-30T00:00:00.000","Annual","0","No","1","Yes",
"Austin Energy","7433","Renewable Power Generated as a Percent of Consumption","Annual","2014","20.8","23.8","35","2014-09-30T00:00:00.000","Annual","0","No","1","Yes",
"Austin Energy","7433","Renewable Power Generated as a Percent of Consumption","Annual","2015","23.1","31.8","35","2015-09-30T00:00:00.000","Annual","0","No","1","Yes",
