"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","curb_op","height","depressed","depression_a","width","inlet_loc","manhole","inlet_type","marked","edit_status","outfall","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","maximo_asset_number","maximo_site_id","globalid"
"POINT (-97.793575282022 30.221525974861)","118019","0","1","106667","150935","286",,"1968-03-15T00:00:00.000Z","1968","APPLANEL",,"SBURZYNSKI","2010-12-15T00:00:00.000Z","SBURZYNSKI","2010-12-15T00:00:00.000Z","EDUBIN","WMS","F18","643D","3221389","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3098677.465","10053460.0288","DIG08","SUB-M",,"628.42999268","N","CONCRETE","121","5","F","1","8","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","CARRIE STEFANELLI",,,,,,,"0",,,,"40301","WPD","5fd3ca76-84d4-4e54-9c75-1e528b4e28b7"
"POINT (-97.696470847168 30.2795187112)","118549","0","1","76277","1742322","243","BRIDGE INLET - diverts to creek","1958-11-12T00:00:00.000Z","1958","APPLANEL",,"LPUGH","2010-02-08T00:00:00.000Z","MMCDONALD","2017-08-22T08:39:58.000Z","LPUGH","TAN","L23","586K","296828","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3128834.0589","10075261.46","DIG07","SUB-M","502.38000488","497.98001099","N","CONCRETE","116","6","T","4","14","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RMOELLMER","2008-10-31T00:00:00.000Z",,,,,,"0",,,,"40101","WPD","d696742e-7aba-44b6-a463-44c583d3e272"
"POINT (-97.694252110365 30.314992256184)","118189","0","1","79274","1729539","203","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"CGORE","2017-08-23T15:06:43.000Z","CGORE","2017-08-23T15:07:23.000Z",,"FOR","L26","556K","774452","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3129235.3058","10088171.798","DIG07","SUB-M",,"616.61999512","N","CONCRETE","295","4","T","2","18","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3",,"LPUGH","2008-10-09T00:00:00.000Z",,,,,"2011-11-15T00:00:00.000Z","0",,,,"40221","WPD","204e420e-bdfc-43bd-9cf7-6757b45a8b71"
"POINT (-97.687743353667 30.307686051949)","118199","0","1","79658","1808546","204","Dimension discrepancy btw plans: PPC-1-A-4235 (1961)-10' & ppc-6-B-114 (1959)-3 sections, 5' each=15' (180""),  BRIDGE INLET - diverts to creek","1959-06-11T00:00:00.000Z","1959","PLANNOEL",,"MBRANNAN","2009-09-21T00:00:00.000Z","GDELANO","2017-12-19T16:18:35.000Z","DDAVIS","FOR","M25","556U","141722","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3131354.4716","10085558.015","DIG07","SUB-M",,"580.65002441","N","CONCRETE","180","5","T","6","14","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-10T00:00:00.000Z",,,,,,"0",,,,"40116","WPD","0664a3cc-b9b1-431d-bfb1-ff06ba7800fa"
"POINT (-97.840230112448 30.172162253067)","118243","0","1","106641","1859459","34",,"2003-04-12T00:00:00.000Z","2003","ASBLTEL",,"GDELANO","2018-03-07T17:36:30.000Z","GDELANO","2018-03-08T10:16:19.000Z",,"SLA","D14","672R","3088094","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3084348.0275","10035178.0463","DIG08","SUB-M",,"709.69000244","N","CONCRETE","120","5","T","4","19","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40398","WPD","125dd3dd-8ade-4440-bef8-93fd3f944b54"
"POINT (-97.852978058858 30.205283752554)","118551","0","1","211171","1869027","334","PPC-1-A-11192: connection to pond is a concrete gutter channel,","1993-04-13T00:00:00.000Z","1993","APPLANEL",,"RSTRICKER","2015-03-05T15:45:44.000Z","MMCDONALD","2018-01-15T11:46:18.000Z","CGORE","WMS","D17","642Q","384052","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3080048.3328","10047130.1703","DIG09","SUB-M",,"765.98999023","N","CONCRETE","174","6","T","5","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"GEETHA GANESAN","2009-04-20T00:00:00.000Z","MICHAEL CHISUM",,"3.2728","2",,"0","2009-04-20T00:00:00.000Z","14:02","5","40307","WPD","9675795a-e5c7-414a-8cb6-a5c4b480b99b"
"POINT (-97.687418530799 30.309737598836)","118482","0","1","79778","1723731","225","BRIDGE INLET - diverts to creek","1961-10-02T00:00:00.000Z","1961","APPLANEL",,"RMOELLMER","2010-12-09T00:00:00.000Z","CGORE","2017-09-13T16:53:20.000Z","EDUBIN","FOR","M26","556Q","728438","CITY","CITY","PHYS_INSP","DTM","GPS_AERIAL","3131423.5387","10086293.687","DIG07","SUB-M",,"588.52001953","N","CONCRETE","270","5","T","4","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,,,,,"0",,,,"40080","WPD","264accd7-18ba-4dba-b086-a53fd3a264c0"
"POINT (-97.72805238599 30.361331597883)","118318","0","1","82153","1713490","87","BRIDGE INLET - diverts to creek; curb raised","1963-02-26T00:00:00.000Z","1963","ASBLTEL",,"JHOLDER","2011-04-19T14:16:41.000Z","GDELANO","2018-02-15T17:09:13.000Z",,"SHL","K30","525G","603316","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3118174.6389","10104775.429","DIG07","SUB-M",,"732.0300293","N","CONCRETE","100","5","F","0","18","NODATA","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,,,,,"0",,,,"40104","WPD","2f380991-d8af-4361-92e2-6b22653ef2bf"
"POINT (-97.703181479115 30.363506943452)","118437","0","1","1768391","1821651","127",,,,"NO_SOURCE",,"SSTONE","2017-11-02T13:15:56.000Z","ACOLEMAN","2017-12-27T15:20:15.000Z",,"LWA","L30","526A","284744","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3125997.1296","10105748.102","DIG07","SUB-M",,"664.09002686","N","CONCRETE","152","6","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2018-06-12T12:06:44.000Z",,"06182007_1_018.jpg",,,,"0",,,,"5000075285","WPD","691fe037-abc2-46fe-9052-d8c93e70fd7c"
"POINT (-97.697699351522 30.335301650003)","118197","0","1","393721","1848258","322",,,,"NO_SOURCE",,"VVINCENT","2017-12-07T15:05:36.000Z","GDELANO","2018-01-05T10:39:28.000Z",,"BMK","L28","526X","3081383","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3127980.0466","10095537.5778","DIG11","SUB-M",,"647.59002686","N","CONCRETE","438","5","T","2","17","GRADE","NOTPRESENT","G1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2",,"VANESSA BENAVIDES","2011-10-10T00:00:00.000Z","RICHARD PLOWES","10102011_1_016.jpg","3.2196","2",,"0","2011-10-10T00:00:00.000Z","14:27","1","401310991","WPD","d28846e2-b2a9-4306-a025-516eabdbed71"
"POINT (-97.785459972222 30.203517928655)","118196","0","1","106479","161187","7",,"1969-10-03T00:00:00.000Z","1969","SUPP_INFO",,"JHOLDER","2011-01-19T00:00:00.000Z","JHOLDER","2011-01-24T00:00:00.000Z","DDAVIS","WMS","G17","644N","898448","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3101389.9413","10046970.985","DIG08","SUB-M",,"657.4699707","N","CONCRETE","124","5","T","5","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,,,,,"0",,,,"40259","WPD","551b9b83-c96f-4af7-80d1-c61528eebe73"
"POINT (-97.764464390394 30.272207061869)","118359","0","1","272004","1883731","58","no field evidence","1958-04-02T00:00:00.000Z","1958","APPLANEL","1972","RODAVILA","2010-10-08T00:00:00.000Z","ACORTEZ","2018-02-05T10:01:56.000Z","SJOHNSON","TWN","H22","584U","3035711","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","444.38000488","445.11999512","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"4c1bb11e-c505-42a9-96bd-d828c7300005"
"POINT (-97.805373051551 30.145786085028)","118407","0","1","106646","1817171","17","drains to pond,",,,"NO_SOURCE",,"CWEYENBERG","2017-11-01T15:08:14.000Z","PCAMPMAN","2018-03-26T09:06:31.000Z",,"ONI","F12","703G","3303925","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3095608.1713","10025832.8738","DIG08","SUB-M",,"641.63000488","N","CONCRETE","36","5","F","1","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"ALBERT GENE ALLEN JR",,,,,,,"0",,,,"40280","WPD","ef03ee80-c1aa-4681-8ead-8d1eb2fb6531"
"POINT (-97.692173890194 30.307257382972)","118279","0","1","79721","138787","340","BRIDGE INLET - diverts to creek; slot width is 6in.","1958-07-15T00:00:00.000Z","1958","APPLANEL",,"RMOELLMER","2010-09-30T00:00:00.000Z","PCAMPMAN","2013-11-08T13:26:42.000Z","DDAVIS","FOR","L25","556T","688460","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3129951.6296","10085376.15","DIG07","SUB-M",,"592.08001709","N","CONCRETE","60","3","T","1","16","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-08-03T00:00:00.000Z",,,,,,"0",,,,"40040","WPD","6db394ee-6bf0-4b03-8d60-aea0772153a0"
"POINT (-97.730250556151 30.32898702233)","118195","0","1","77975","1407571","299","No date, constructed with DRG-5-A-353,  BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"GDELANO","2014-01-27T10:39:37.000Z","GDELANO","2016-10-04T13:08:59.000Z","DDAVIS","SHL","J27","555B","622672","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3117756.1123","10092995.552","DIG07","SUB-M",,"665.86999512","N","CONCRETE","144","5","T","3","20","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"RODAVILA","2008-10-10T00:00:00.000Z",,,,,,"0",,,,"40223","WPD","5c317bda-d31a-44a5-babc-3d4d641365ea"
"POINT (-97.700543024473 30.26973679406)","118016","0","1","75705","1841491","107","BRIDGE INLET - diverts to creek","1982-06-04T00:00:00.000Z","1982","ASBLTEL",,"TBARRINGTON","2012-09-06T12:41:42.000Z","MMCDONALD","2017-12-01T09:52:00.000Z","RODAVILA","BOG","L22","586S","859748","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3127640.5792","10071675.199","DIG07","SUB-M","457.98001099","458.23999023","N","CONCRETE","98","6","T","4","36","GRADE","PRESENT","G1R","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-08T00:00:00.000Z",,,,,"2012-05-15T00:00:00.000Z","0",,,,"40134","WPD","20b2fd5d-2676-4439-b619-e6ceb9a0da10"
"POINT (-97.747498275516 30.229801272872)","118464","0","1","77938","1705811","30","BRIDGE INLET - diverts to creek; 106.5  in",,,"NO_SOURCE",,"VVINCENT","2017-06-08T10:21:35.000Z","ACOLEMAN","2017-07-13T07:58:37.000Z",,"BLU","J19","615W","460112","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3113154.0903","10056802.458","DIG07","SUB-M",,"580.03997803","N","CONCRETE","131","7","T","7","17","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-23T00:00:00.000Z",,,,,,"0",,,,"40070","WPD","c4e6de83-5131-4018-968c-030daada6735"
"POINT (-97.704171299771 30.356746843243)","118331","0","1","1745586",,"51",,"1963-11-16T00:00:00.000Z","1963","PLANNOEL",,"GDELANO","2018-04-24T10:21:01.000Z","GDELANO","2018-04-24T10:21:55.000Z",,"LWA","L30","526E","244706","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3125743.5985","10103280.212","DIG07","SUB-M",,"671.57000732","N","CONCRETE","145","6","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2018-04-17T13:49:44.000Z",,"07192007_4_007.jpg",,,,"0",,,,"5000073586","WPD","2d721ad8-60c6-4780-951b-3775cec01389"
"POINT (-97.766536210395 30.431652621539)","118342","0","1","106526","1868402","216",,,,"NO_SOURCE",,"GDELANO","2018-07-27T16:23:20.000Z","GDELANO","2018-07-27T16:23:43.000Z",,"WLN","H36","464G","735309","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3105452.0906","10130056.3656","DIG08","SUB-M",,"952.90997314","N","CONCRETE","123","6","T","5","36","GRADE","NOTPRESENT","G1R","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,,,,,"0",,,,"40173","WPD","6284f028-cba2-491c-bfb3-ff7933c1b083"
"POINT (-97.76385025575 30.441085911391)","118304","0","1","106492","1939731","7","Located above culvert",,,"NO_SOURCE",,"SJOHNSON","2018-05-12T13:00:26.000Z","SJOHNSON","2018-05-12T13:01:28.000Z","SJOHNSON","RAT","H37","434Y","53216","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3106219.1181","10133505.7569","DIG08","SUB-M",,"900.98999023","N","CONCRETE","62","6","T","5","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40329","WPD","f38e8dd8-b3c0-4990-a4ad-cc6d4b880068"
"POINT (-97.724839905949 30.355515466374)","118440","0","1","1714473",,"298",,,,"NO_SOURCE",,"DWARDEN","2018-06-08T13:16:36.000Z","DWARDEN","2018-06-08T13:16:36.000Z",,"SHL","K29","525L","5399104","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3119248.0309","10102696.126","DIG07","SUB-M",,"740.15997314","N","CONCRETE","128","6","T","6","16","SAG","PRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2017-12-04T15:15:27.000Z",,"07102007_4_062.jpg",,,,"0",,,,"5000064418","WPD","e560530b-f4bd-461a-b964-63c02698b988"
"POINT (-97.710472269588 30.290214015915)","118538","0","1","78546","1861973","23","I think these should be bridge inlets., slot width 6""; diverts to creek","1960-10-14T00:00:00.000Z","1960","APPLANEL",,"MMCDONALD","2017-12-26T14:18:28.000Z","MMCDONALD","2017-12-26T14:18:46.000Z",,"BOG","K24","585H","809282","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124328.8025","10079043.209","DIG07","SUB-M",,"549.34002686","N","CONCRETE","72","5","T","2","17","SAG","NOTPRESENT","S1","MARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"401192860","WPD","09f0b880-09ff-4b03-a6e4-b3f77098a3cc"
"POINT (-97.67899123066 30.280660602499)","118248","0","1","75427","96542","313","BRIDGE INLET - diverts to creek","1966-05-26T00:00:00.000Z","1966","APPLANEL",,"SJOHNSON","2010-07-16T00:00:00.000Z","PCAMPMAN","2014-02-26T11:56:09.000Z","DDAVIS","FOR","M23","586L","325202","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3134337.2902","10075799.329","DIG07","SUB-M",,"484.95001221","N","CONCRETE","108","4","T","5","16","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-14T00:00:00.000Z",,,,,"2012-09-15T00:00:00.000Z","0",,,,"40215","WPD","6d2da1bf-c071-49bb-a22f-82150fbe484c"
"POINT (-97.848557975917 30.197087773143)","118517","0","1","106592","2112850","207",,"1986-02-20T00:00:00.000Z","1986","APPLANEL","2015","ARESOVSKY","2013-07-05T16:10:43.000Z","DWARDEN","2019-07-11T12:08:28.000Z","DDAVIS","WMS","D16","642Y","1159256","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3081514.585","10044182.1263","DIG08","SUB-M","799.79998779","799.63000488","N","CONCRETE","60","9","T","9",,"SAG","NOTPRESENT","S1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","REMOVED","2","N","JENNIFER WOERTZ",,,,,,,"0",,,,"40401","WPD","8d1d0aba-e587-4ca5-a7fc-d8d85db4aea7"
"POINT (-97.780404742329 30.214062416202)","118528","0","1","106474","1716724","110",,,,"NO_SOURCE",,"JHOLDER","2011-05-10T16:33:24.000Z","JAMARTINEZ","2017-06-22T10:51:03.000Z","SJOHNSON","WMS","G17","644K","332432","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3102896.565","10050841.6913","DIG08","SUB-M",,"613.08001709","N","CONCRETE","132","5","T","6","17","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,,,,,"0",,,,"40254","WPD","3a59507e-9f09-4ff8-b5bb-fa9c2dee3dc6"
"POINT (-97.880631220313 30.196169409609)","118511","0","1","106602","1876690","126",,"1986-12-23T00:00:00.000Z","1986","ASBLTEL",,"NPULLIAS","2013-05-20T15:38:44.000Z","MMARKOWSKI","2018-01-24T12:33:08.000Z","DWARDEN","SLA","B16","641Z","135444","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3071391.8169","10043623.3544","DIG08","SUB-M",,"847.45001221","N","CONCRETE","57","3","T","2","19","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","JENNIFER WOERTZ","2017-02-06T14:32:16.000Z",,,,,,"0",,,,"40411","WPD","7c9ff13e-feb3-4dc5-a8f0-d43d9a1ca5d5"
"POINT (-97.707596168951 30.311105145767)","118504","0","1","79096","1861011","137","BRIDGE INLET - diverts to creek","1956-08-23T00:00:00.000Z","1956","PLANNOEL",,"JHOLDER","2010-04-09T00:00:00.000Z","MMCDONALD","2017-12-22T08:46:58.000Z","GDELANO","TAN","L26","556N","1114068","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3125057.0064","10086660.377","DIG07","SUB-M","627.82000732","624.76000977","N","CONCRETE","60","5","T","6","3","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40032","WPD","5e0316ab-c0e5-426c-9b3f-a1f88d5f0f5e"
"POINT (-97.691663624091 30.271763717294)","118308","0","1","76883","1746786","116","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-07-28T10:52:23.000Z","MMCDONALD","2017-07-28T11:14:53.000Z",,"TAN","L22","586T","258746","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3130422.8307","10072475.381","DIG07","SUB-M",,"465.42999268","N","CONCRETE","120","4","T","3","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"RODAVILA","2008-10-08T00:00:00.000Z",,,,,,"0",,,,"40012","WPD","a87cd486-5e87-4623-a441-98ad0b1ac77d"
"POINT (-97.701736706358 30.287134425185)","118293","0","1","76210","1813330","325","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"VVINCENT","2017-10-25T15:45:03.000Z","VVINCENT","2017-10-26T13:23:19.000Z",,"TAN","L24","586E","177764","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3127110.9103","10077995.395","DIG07","SUB-M",,"553.10998535","N","CONCRETE","200","6","T","5","15","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-07T00:00:00.000Z",,,,,,"0",,,,"40048","WPD","8390c025-b096-4a14-83c2-f4dbfcff4d7f"
"POINT (-97.705531703539 30.375755431035)","118390","0","1","76086","1931445","335","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMARKOWSKI","2018-04-26T07:58:11.000Z","ACOLEMAN","2018-05-03T09:48:14.000Z","ACOLEMAN","LWA","L31","496S","398126","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3125151.4497","10110180.509","DIG07","SUB-M",,"698.7199707","N","CONCRETE","129","4","T","4","17","GRADE","PRESENT","G1","GOOD","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RMOELLMER","2008-10-27T00:00:00.000Z",,,,,"2017-07-15T00:00:00.000Z","0",,,,"40097","WPD","99e3a642-873a-4334-a538-c6e256fcac33"
"POINT (-97.633366735397 30.399266679984)","118641","0","1","1198241","1517010","266",,,,"NO_SOURCE",,"MMARKOWSKI","2016-09-20T08:50:44.000Z","DWARDEN","2019-03-27T14:46:24.000Z","CGORE","HRS","P33","497D","5055385","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"661.16998291","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","ACTIVE","0",,,,,,,,,"0",,,,,,"bc1d4194-429f-4d3c-816e-62d46d62a102"
"POINT (-97.84015507485 30.20150060699)","118573","0","1","106596","1876691","30",,,,"NO_SOURCE",,"MMARKOWSKI","2018-01-25T09:52:45.000Z","MMARKOWSKI","2018-01-25T09:57:01.000Z",,"WMS","D16","642V","535185","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3084132.6106","10045846.0263","DIG08","SUB-M",,"767.83001709","N","CONCRETE","58","7","T","7","36","GRADE","NOTPRESENT","G1R","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,"2019-09-15T00:00:00.000Z","0",,,,"40405","WPD","36564644-34b1-429f-b526-4e9ea099f9fe"
"POINT (-97.76383489282 30.441210533365)","118645","0","1","1520168","1939731","181",,,,"NO_SOURCE",,"SJOHNSON","2018-05-12T13:31:46.000Z","GDELANO","2018-05-16T11:55:13.000Z","SJOHNSON","RAT","H37","434Y","136555","CITY","CITY","SUPP_INFO","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"902.45001221","N","NODATA",,,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","ACTIVE","0",,,,,,,,,"0",,,,,,"e296d0fe-6a2e-43e3-8231-7acd2d761f85"
"POINT (-97.686063125922 30.353818563832)","118188","0","1","74143","610145","284","Two 10-ft inlets (plan shows one 20-ft inlet).,  BRIDGE INLET - diverts to creek","1970-09-04T00:00:00.000Z","1970","ASBLTEL",,"ARESOVSKY","2013-05-14T16:44:09.000Z","ARESOVSKY","2013-05-14T17:15:25.000Z","SBURZYNSKI","LWA","M29","526L","654292","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3131480.1945","10102351.397","DIG07","SUB-M",,"637.27001953","N","CONCRETE","115","6","T","4","21","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2008-10-14T00:00:00.000Z",,,,,,"0",,,,"40120","WPD","3d63ea4c-33d5-4444-b74a-ee8a4d2a5512"
"POINT (-97.741219460102 30.351080596742)","118392","0","1","276028","1834450","207","No field evidence. Removed with culverts.","1959-03-27T00:00:00.000Z","1959","PLANNOEL",,"RODAVILA","2010-11-01T00:00:00.000Z","GDELANO","2018-02-07T15:50:05.000Z","ACOLEMAN","SHL","J29","525J","3360176","CITY","CITY","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"669.15002441","N","NODATA","96",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"0494a1fd-f1c3-4b3f-b910-90cb55f58b89"
"POINT (-97.727246133632 30.235732540545)","118410","0","1","78749","1865509","117","Also called out as one 10ft inlet. Unsure of classification,  BRIDGE INLET - diverts to creek","1970-01-26T00:00:00.000Z","1970","APPLANEL",,"JLOEFFLER","2010-04-19T00:00:00.000Z","CWEYENBERG","2018-02-09T17:21:22.000Z","RODAVILA","TWN","K19","615U","757731","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3119499.448","10059108.986","DIG07","SUB-M",,"498.95999146","N","CONCRETE","144","5","T","6","15","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-30T00:00:00.000Z",,,,,,"0",,,,"40090","WPD","1719c59a-32b9-416e-8736-a4533c0c85d8"
"POINT (-97.847779663192 30.169721200469)","118232","0","1","106635","740764","349",,"2003-08-28T00:00:00.000Z","2003","APPLANEL",,"CARMIJO","2013-11-05T10:53:43.000Z","PCAMPMAN","2017-03-27T15:36:59.000Z","DDAVIS","SLA","D14","672Q","3069879","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3081988.9531","10034241.4438","DIG08","SUB-M",,"741.80999756","N","CONCRETE","120","7","T","7","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","JENNIFER WOERTZ",,,,,,,"0",,,,"40324","WPD","c1577dcc-64c4-471f-966c-074568e479fc"
"POINT (-97.694297654721 30.314888373432)","118253","0","1","79273","1729539","24","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"CGORE","2017-08-23T15:06:55.000Z","CGORE","2017-08-23T15:07:23.000Z",,"FOR","L26","556K","773876","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3129099.5226","10088189.829","DIG07","SUB-M",,"619.05999756","N","CONCRETE","282","4","T","3","17","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","3",,"LPUGH","2008-10-09T00:00:00.000Z",,,,,"2011-11-15T00:00:00.000Z","0",,,,"40222","WPD","fb04f3cc-6816-4cd0-9529-6b1f9db2bee8"
