"citation_number","citation_dates","citation_time","day_of_the_week","age","race","sex","tract"
"E202005","2018-12-17T00:00:00.000","1531","Mon","71","Black","Female",
"E202010","2018-12-17T00:00:00.000","1559","Mon","61","White","Male",
"E202002","2018-12-17T00:00:00.000","1516","Mon","56","White","Female",
"E202003","2018-12-17T00:00:00.000","1526","Mon","28","White","Male",
"SE586980","2018-12-17T00:00:00.000","1458","Mon","42","White","Male",
"E202023","2018-12-17T00:00:00.000","1655","Mon","63","Black","Female",
"E202004","2018-12-17T00:00:00.000","1526","Mon","29","Black","Female",
"E202024","2018-12-17T00:00:00.000","1654","Mon","17","White","Male",
"SE586984","2018-12-17T00:00:00.000","1539","Mon","29","White","Female",
"SE586981","2018-12-17T00:00:00.000","1520","Mon","75","White","Female",
"SE586990","2018-12-17T00:00:00.000","1628","Mon","42","White","Male",
"SE586979","2018-12-17T00:00:00.000","1457","Mon","38","White","Male",
"E202026","2018-12-17T00:00:00.000","1717","Mon","61","White","Female",
"E201999","2018-12-17T00:00:00.000","1508","Mon","47",,"Female",
"E201998","2018-12-17T00:00:00.000","1504","Mon","52","Black","Male",
"E202016","2018-12-17T00:00:00.000","1624","Mon","36","White","Male",
"SE586974","2018-12-17T00:00:00.000","958","Mon","55","White","Male",
"SE586978","2018-12-17T00:00:00.000","1457","Mon","38","White","Male",
"E201988","2018-12-17T00:00:00.000","1428","Mon","39","White","Male",
"E201989","2018-12-17T00:00:00.000","1431","Mon","23","White","Female",
"E201990","2018-12-17T00:00:00.000","1435","Mon","41","White","Female",
"E201991","2018-12-17T00:00:00.000","1439","Mon","46","Black","Male",
"EV82731","2018-12-17T00:00:00.000","1430","Mon","39","White","Female","71"
"EV82721","2018-12-17T00:00:00.000","419","Mon","41","Black","Male","71"
"E201986","2018-12-17T00:00:00.000","1420","Mon","65","Black","Male",
"E201993","2018-12-17T00:00:00.000","1449","Mon","52","White","Female",
"E202013","2018-12-17T00:00:00.000","1608","Mon","31","White","Female",
"EV84941","2018-12-17T00:00:00.000","940","Mon","36","White","Male",
"YE739420","2018-12-17T00:00:00.000","1607","Mon","46","White","Female","71"
"YE739604","2018-12-17T00:00:00.000","1620","Mon","40",,"Male",
"YE739237","2018-12-17T00:00:00.000","1757","Mon","53","White","Female",
"YE721632","2018-12-17T00:00:00.000","309","Mon","33",,"Female",
"E202007","2018-12-17T00:00:00.000","1539","Mon","47","White","Female",
"YE721631","2018-12-17T00:00:00.000","1433","Mon","42",,"Male",
"SE586975","2018-12-17T00:00:00.000","1041","Mon","32","Black","Female",
"SE586996","2018-12-17T00:00:00.000","1700","Mon","24","White","Male",
"E201984","2018-12-17T00:00:00.000","1301","Mon","32","White","Male",
"YE738997","2018-12-17T00:00:00.000","1026","Mon","38","White","Female","75"
"E201995","2018-12-17T00:00:00.000","1451","Mon","52","Black","Male",
"YE739421","2018-12-17T00:00:00.000","1643","Mon","52","Unknown","Male","71"
"YE738998","2018-12-17T00:00:00.000","1525","Mon","28",,"Female","71"
"E201997","2018-12-17T00:00:00.000","1505","Mon","46","White","Male",
"YE738992","2018-12-17T00:00:00.000","813","Mon","69","White","Male",
"YE738999","2018-12-17T00:00:00.000","1525","Mon","28",,"Female","71"
"E202014","2018-12-17T00:00:00.000","1605","Mon","50","White","Female",
"SE586987","2018-12-17T00:00:00.000","1544","Mon","26","White","Male",
"SE586988","2018-12-17T00:00:00.000","1616","Mon","36","Black","Male",
"EV82732","2018-12-17T00:00:00.000","1437","Mon","24","White",,"71"
"SE586976","2018-12-17T00:00:00.000","1220","Mon","52","White","Male",
"SE586989","2018-12-17T00:00:00.000","1616","Mon","36","Black","Male",
"EV82737","2018-12-17T00:00:00.000","1600","Mon","22","Black","Male",
"SE586992","2018-12-17T00:00:00.000","1630","Mon","42","White","Female",
"E202006","2018-12-17T00:00:00.000","1532","Mon","65","White","Male",
"EV86160","2018-12-17T00:00:00.000","2342","Mon",,"White","Male","77"
"SE586995","2018-12-17T00:00:00.000","1700","Mon","24","White","Male",
"E202017","2018-12-17T00:00:00.000","1626","Mon","58","White","Male",
"SE586985","2018-12-17T00:00:00.000","1544","Mon","26","White","Male",
"E201985","2018-12-17T00:00:00.000","1400","Mon","54","White","Female",
"SE586997","2018-12-17T00:00:00.000","1710","Mon","36","White","Female",
"SE586972","2018-12-16T00:00:00.000","2014","Sun","43","Asian","Female",
"SE586973","2018-12-16T00:00:00.000","2048","Sun","26","Asian","Male",
"SE586971","2018-12-16T00:00:00.000","1856","Sun","39","White","Male",
"SE586968","2018-12-16T00:00:00.000","1659","Sun","56","Black","Male",
"SE586969","2018-12-16T00:00:00.000","1659","Sun","56","Black","Male",
"SE586966","2018-12-16T00:00:00.000","1539","Sun","24","Black","Male",
"SE586967","2018-12-16T00:00:00.000","1636","Sun","56","White","Female",
"SE586964","2018-12-16T00:00:00.000","1520","Sun","63","White","Male",
"SE586965","2018-12-16T00:00:00.000","1531","Sun","60","White","Female",
"SE586970","2018-12-16T00:00:00.000","1839","Sun","26","White","Female",
"SE586960","2018-12-16T00:00:00.000","1434","Sun","27","White","Male",
"SE586961","2018-12-16T00:00:00.000","1445","Sun","28","White","Female",
"SE586959","2018-12-16T00:00:00.000","1421","Sun","27","White","Male",
"SE586962","2018-12-16T00:00:00.000","1457","Sun","54","Asian","Female",
"SE586954","2018-12-16T00:00:00.000","654","Sun","27","Black","Male",
"SE586958","2018-12-16T00:00:00.000","1405","Sun","38","Asian","Female",
"E201976","2018-12-16T00:00:00.000","1541","Sun","58","Black","Male",
"E201978","2018-12-16T00:00:00.000","1626","Sun","41","White","Female",
"E201977","2018-12-16T00:00:00.000","1551","Sun","50","White","Female",
"SE586951","2018-12-16T00:00:00.000","641","Sun","18","White","Male",
"SE586952","2018-12-16T00:00:00.000","641","Sun","18","White","Male",
"E201975","2018-12-16T00:00:00.000","1531","Sun","24","White","Male",
"EV86819","2018-12-16T00:00:00.000","2018","Sun","25","Black","Male",
"SE586963","2018-12-16T00:00:00.000","1503","Sun","39","White","Female",
"SE586953","2018-12-16T00:00:00.000","654","Sun","27","Black","Male",
"SE586955","2018-12-16T00:00:00.000","828","Sun","28","White","Male",
"EV86453","2018-12-15T00:00:00.000","825","Sat","61","Black","Male","74"
"SE586924","2018-12-15T00:00:00.000","735","Sat","35","White","Female",
"SE586933","2018-12-15T00:00:00.000","1001","Sat","42","White","Male",
"SE586934","2018-12-15T00:00:00.000","1015","Sat","59","Black","Female",
"SE586939","2018-12-15T00:00:00.000","1046","Sat","29","White","Female",
"SE586946","2018-12-15T00:00:00.000","1902","Sat","30","Asian","Female",
"SE586931","2018-12-15T00:00:00.000","841","Sat","34","Black","Male",
"SE586932","2018-12-15T00:00:00.000","946","Sat","72","White","Male",
"SE586925","2018-12-15T00:00:00.000","750","Sat","61","White","Male",
"SE586923","2018-12-15T00:00:00.000","722","Sat","37","White","Male",
"SE586927","2018-12-15T00:00:00.000","808","Sat","68","White","Male",
"SE586930","2018-12-15T00:00:00.000","841","Sat","34","Black","Male",
"SE586928","2018-12-15T00:00:00.000","827","Sat","36","White","Female",
"SE586926","2018-12-15T00:00:00.000","802","Sat","39","Black","Male",
"SE586938","2018-12-15T00:00:00.000","1029","Sat","25","Black","Female",
"SE586942","2018-12-15T00:00:00.000","1322","Sat","30","White","Male",
"SE586941","2018-12-15T00:00:00.000","1114","Sat","58","Asian","Male",
"SE586944","2018-12-15T00:00:00.000","1710","Sat","39","Black","Female",
"SE586940","2018-12-15T00:00:00.000","1105","Sat","51","Black","Male",
"SE586935","2018-12-15T00:00:00.000","1029","Sat","25","Black","Female",
"SE586937","2018-12-15T00:00:00.000","1029","Sat","25","Black","Female",
"YE720834","2018-12-15T00:00:00.000","1115","Sat","49","White","Male",
"SE586950","2018-12-15T00:00:00.000","2139","Sat","16","White","Male",
"YE720835","2018-12-15T00:00:00.000","1115","Sat","49","White","Male",
"SE586947","2018-12-15T00:00:00.000","2044","Sat","17","White","Male",
"SE586945","2018-12-15T00:00:00.000","1726","Sat","30","White","Male",
"SE586948","2018-12-15T00:00:00.000","2101","Sat","18","Black","Female",
"SE586949","2018-12-15T00:00:00.000","2139","Sat","16","White","Male",
"YE721203","2018-12-15T00:00:00.000","1614","Sat","16","White","Female","75"
"SE586943","2018-12-15T00:00:00.000","1322","Sat","30","White","Male",
"YE739566","2018-12-15T00:00:00.000","755","Sat","23","White","Female",
"YE739567","2018-12-15T00:00:00.000","755","Sat","23","White","Female",
"SE586896","2018-12-14T00:00:00.000","817","Fri","26","White","Male",
"SE586897","2018-12-14T00:00:00.000","842","Fri","43","White","Male",
"SE586894","2018-12-14T00:00:00.000","752","Fri","39","Black","Male",
"SE586891","2018-12-14T00:00:00.000","715","Fri","71","White","Male",
"SE586892","2018-12-14T00:00:00.000","752","Fri","39","Black","Male",
"E201973","2018-12-14T00:00:00.000","1348","Fri","64","White","Male",
"SE586903","2018-12-14T00:00:00.000","958","Fri","22","Black","Male",
"E201964","2018-12-14T00:00:00.000","1040","Fri","68","White","Female",
"E201967","2018-12-14T00:00:00.000","1101","Fri","25","White","Male",
"YE721391","2018-12-14T00:00:00.000","1615","Fri","34","White","Male",
"YE738871","2018-12-14T00:00:00.000","2144","Fri","18","White","Female",
"SE586906","2018-12-14T00:00:00.000","1013","Fri","44","White","Female",
"YE720833","2018-12-14T00:00:00.000","1110","Fri","59","Black","Male",
"SE586905","2018-12-14T00:00:00.000","1013","Fri","44","White","Female",
"SE586922","2018-12-14T00:00:00.000","2135","Fri","25","White","Male",
"SE586902","2018-12-14T00:00:00.000","958","Fri","22","Black","Male",
"SE586895","2018-12-14T00:00:00.000","817","Fri","26","White","Male",
"SE586920","2018-12-14T00:00:00.000","2051","Fri","35","Black","Male",
"E201966","2018-12-14T00:00:00.000","1052","Fri","64","White","Male",
"SE586901","2018-12-14T00:00:00.000","950","Fri","67","Black","Female",
"SE586912","2018-12-14T00:00:00.000","1628","Fri","25","Black","Male",
"SE586921","2018-12-14T00:00:00.000","2107","Fri","23","Black","Male",
"SE586907","2018-12-14T00:00:00.000","1233","Fri","29","White","Female",
"E201969","2018-12-14T00:00:00.000","1213","Fri","53","White","Male",
"E201970","2018-12-14T00:00:00.000","1221","Fri","33","White","Male",
"E201972","2018-12-14T00:00:00.000","1318","Fri","39","White","Female",
"SE586904","2018-12-14T00:00:00.000","1013","Fri","44","White","Female",
"E201971","2018-12-14T00:00:00.000","1310","Fri","65","White","Male",
"E201974","2018-12-14T00:00:00.000","1408","Fri","30","White","Female",
"E201962","2018-12-14T00:00:00.000","1018","Fri","56","Black","Male",
"E201968","2018-12-14T00:00:00.000","1118","Fri","75","White","Female",
"SE586890","2018-12-14T00:00:00.000","651","Fri","30","White","Female",
"SE586889","2018-12-14T00:00:00.000","630","Fri","41","Black","Male",
"SE586893","2018-12-14T00:00:00.000","752","Fri","39","Black","Male",
"SE586900","2018-12-14T00:00:00.000","938","Fri","21","White","Female",
"E201963","2018-12-14T00:00:00.000","1018","Fri","42","Black","Female",
"E201965","2018-12-14T00:00:00.000","1044","Fri","44","White","Male",
"SE586898","2018-12-14T00:00:00.000","858","Fri","53","White","Male",
"SE586910","2018-12-14T00:00:00.000","1428","Fri","57","White","Male",
"SE586911","2018-12-14T00:00:00.000","1428","Fri","57","White","Male",
"SE586913","2018-12-14T00:00:00.000","1701","Fri","27","White","Female",
"SE586909","2018-12-14T00:00:00.000","1233","Fri","29","White","Female",
"SE586919","2018-12-14T00:00:00.000","2032","Fri","44","Black","Male",
"SE586908","2018-12-14T00:00:00.000","1233","Fri","29","White","Female",
"SE586899","2018-12-14T00:00:00.000","930","Fri","54","White","Female",
"E201961","2018-12-14T00:00:00.000","912","Fri","44","White","Male",
"YE738987","2018-12-13T00:00:00.000","818","Thu","64","White","Male",
"YE739236","2018-12-13T00:00:00.000","1527","Thu","72","White","Female",
"YE597287","2018-12-13T00:00:00.000","2140","Thu","21","Black","Male",
"YE739062","2018-12-13T00:00:00.000","1530","Thu","34","White","Male",
"YE739063","2018-12-13T00:00:00.000","1530","Thu","34","White","Male",
"SE586887","2018-12-13T00:00:00.000","1733","Thu","33","Black","Male",
"SE586886","2018-12-13T00:00:00.000","1722","Thu","52","White","Male",
"SE586883","2018-12-13T00:00:00.000","1557","Thu","45","White","Male",
"SE586888","2018-12-13T00:00:00.000","1803","Thu","34","White","Male",
"SE586876","2018-12-13T00:00:00.000","717","Thu","25","White","Female",
"SE586877","2018-12-13T00:00:00.000","808","Thu","41","White","Female",
"SE586871","2018-12-13T00:00:00.000","657","Thu","45","Black","Female",
"SE586880","2018-12-13T00:00:00.000","1316","Thu","27","Black","Male",
"SE586879","2018-12-13T00:00:00.000","1022","Thu","49","Black","Male",
"SE586881","2018-12-13T00:00:00.000","1316","Thu","27","Black","Male",
"SE586875","2018-12-13T00:00:00.000","717","Thu","25","White","Female",
"SE586873","2018-12-13T00:00:00.000","714","Thu","29","Black","Male",
"SE586884","2018-12-13T00:00:00.000","1557","Thu","45","White","Male",
"SE586874","2018-12-13T00:00:00.000","714","Thu","29","Black","Male",
"SE586872","2018-12-13T00:00:00.000","658","Thu","63","White","Male",
"SE586885","2018-12-13T00:00:00.000","1702","Thu","72","Black","Male",
"SE586882","2018-12-13T00:00:00.000","1331","Thu","48","White","Male",
"YE738988","2018-12-13T00:00:00.000","818","Thu","64","White","Male",
"SE586863","2018-12-12T00:00:00.000","837","Wed","48","White","Male",
"EV87367","2018-12-12T00:00:00.000","1540","Wed","55","Black","Female","71"
"SE586862","2018-12-12T00:00:00.000","802","Wed","61","Asian","Male",
"SE586860","2018-12-12T00:00:00.000","725","Wed","49","White","Male",
"EV81091","2018-12-12T00:00:00.000","2330","Wed","48","White","Female",
"SE586870","2018-12-12T00:00:00.000","1123","Wed","59","White","Female",
"YB584959","2018-12-12T00:00:00.000","842","Wed","27","White","Male",
"YE739254","2018-12-12T00:00:00.000","324","Wed","24","Black","Male",
"SE586869","2018-12-12T00:00:00.000","1123","Wed","59","White","Female",
"SE586868","2018-12-12T00:00:00.000","1101","Wed","68","White","Male",
"YE739462","2018-12-12T00:00:00.000","1742","Wed","25","Black","Female",
"SE586866","2018-12-12T00:00:00.000","1033","Wed","44","Asian","Male",
"SE586867","2018-12-12T00:00:00.000","1049","Wed","24","Black","Male",
"YE739461","2018-12-12T00:00:00.000","1742","Wed","25","Black","Female",
"SE586864","2018-12-12T00:00:00.000","918","Wed","55","White","Male",
"YE739463","2018-12-12T00:00:00.000","1742","Wed","25","Black","Female",
"SE586861","2018-12-12T00:00:00.000","740","Wed","32","White","Male",
"SE586865","2018-12-12T00:00:00.000","923","Wed","61","White","Female",
"E201960","2018-12-12T00:00:00.000","1618","Wed","39","White","Female",
"SE586846","2018-12-11T00:00:00.000","1212","Tue","55","White","Male",
"SE586856","2018-12-11T00:00:00.000","2026","Tue","37","White","Male",
"SE586858","2018-12-11T00:00:00.000","2037","Tue","67","White","Male",
"SE586850","2018-12-11T00:00:00.000","1613","Tue","50","White","Female",
"SE586851","2018-12-11T00:00:00.000","1626","Tue","28","Black","Male",
"E201952","2018-12-11T00:00:00.000","1516","Tue","20","White","Male",
"SE586847","2018-12-11T00:00:00.000","1221","Tue","24","White","Female",
"SE586848","2018-12-11T00:00:00.000","1234","Tue","32","White","Male",
"E201957","2018-12-11T00:00:00.000","1800","Tue","26","White","Male",
"SE586842","2018-12-11T00:00:00.000","1022","Tue","70","White","Female",
"SE586843","2018-12-11T00:00:00.000","1022","Tue","70","White","Female",
"SE586849","2018-12-11T00:00:00.000","1234","Tue","32","White","Male",
"E201953","2018-12-11T00:00:00.000","1527","Tue","37","Black","Male",
"E201959","2018-12-11T00:00:00.000","2022","Tue","39","Black","Male",
"E201956","2018-12-11T00:00:00.000","1742","Tue","56","White","Female",
"E201958","2018-12-11T00:00:00.000","1843","Tue","76","Black","Male",
"SE586841","2018-12-11T00:00:00.000","1022","Tue","70","White","Female",
"SE586844","2018-12-11T00:00:00.000","938","Tue","46","White","Male",
"SE586839","2018-12-11T00:00:00.000","647","Tue","31","White","Male",
"E201951","2018-12-11T00:00:00.000","1503","Tue","62","White","Female",
"SE586840","2018-12-11T00:00:00.000","647","Tue","31","White","Male",
"E201950","2018-12-11T00:00:00.000","956","Tue","64","White","Female",
"E201955","2018-12-11T00:00:00.000","1553","Tue","31","Black","Male",
"YE739251","2018-12-11T00:00:00.000","132","Tue","24","White","Male",
"YE739249","2018-12-11T00:00:00.000","132","Tue","24","White","Male",
"YE739250","2018-12-11T00:00:00.000","132","Tue","24","White","Male",
"YE739252","2018-12-11T00:00:00.000","132","Tue","24","White","Male",
"YE721312","2018-12-11T00:00:00.000","1106","Tue","39","Black","Female",
"YE721332","2018-12-11T00:00:00.000","1601","Tue","56","Asian","Female",
"SE586854","2018-12-11T00:00:00.000","1909","Tue","49","White","Male",
"YE739253","2018-12-11T00:00:00.000","132","Tue","24","White","Male",
"SE586853","2018-12-11T00:00:00.000","1854","Tue","49","White","Female",
"E201954","2018-12-11T00:00:00.000","1553","Tue","21","White","Male",
"SE586845","2018-12-11T00:00:00.000","938","Tue","26","White","Male",
"SE586855","2018-12-11T00:00:00.000","1922","Tue","31","White","Female",
"SE586852","2018-12-11T00:00:00.000","1738","Tue","39","White","Female",
"SE586821","2018-12-10T00:00:00.000","1225","Mon","45","White","Female",
"SE586822","2018-12-10T00:00:00.000","1225","Mon","45","White","Female",
"SE586825","2018-12-10T00:00:00.000","1237","Mon","56","White","Female",
"SE586826","2018-12-10T00:00:00.000","1242","Mon","66","White","Male",
"SE586819","2018-12-10T00:00:00.000","1153","Mon","39","White","Female",
"SE586818","2018-12-10T00:00:00.000","1058","Mon","65","White","Female",
"SE586827","2018-12-10T00:00:00.000","1242","Mon","66","White","Male",
"EV-81090","2018-12-10T00:00:00.000","1332","Mon",,"White","Male","77"
"SE586831","2018-12-10T00:00:00.000","1306","Mon","64","Asian","Female",
"SE586832","2018-12-10T00:00:00.000","1330","Mon","31","Black","Male",
"YE739265","2018-12-10T00:00:00.000","1036","Mon","30","White","Female",
"SE586813","2018-12-10T00:00:00.000","926","Mon","50","White","Female",
"SE586811","2018-12-10T00:00:00.000","900","Mon","48","Black","Female",
"SE586814","2018-12-10T00:00:00.000","936","Mon","27","White","Female",
"SE586815","2018-12-10T00:00:00.000","943","Mon","33","White","Female",
"SE586808","2018-12-10T00:00:00.000","824","Mon","28","White","Female",
"SE586809","2018-12-10T00:00:00.000","837","Mon","50","Black","Male",
"E201948","2018-12-10T00:00:00.000","1556","Mon","47","White","Male",
"SE586807","2018-12-10T00:00:00.000","814","Mon","53","White","Female",
"E201946","2018-12-10T00:00:00.000","1520","Mon","30","White","Male",
"SE586817","2018-12-10T00:00:00.000","1052","Mon","80","White","Male",
"SE586838","2018-12-10T00:00:00.000","1850","Mon","67","White","Male",
"YE738870","2018-12-10T00:00:00.000","1607","Mon","29","Asian","Female",
"E201943","2018-12-10T00:00:00.000","1305","Mon","48","White","Female",
"YE738869","2018-12-10T00:00:00.000","1607","Mon","25","White","Female",
"E201947","2018-12-10T00:00:00.000","1544","Mon","22","Unknown","Male",
"YE720832","2018-12-10T00:00:00.000","1036","Mon","30","White","Female",
"SE586833","2018-12-10T00:00:00.000","1602","Mon","27","Black","Male",
"SE586834","2018-12-10T00:00:00.000","1722","Mon","23","White","Male",
"SE586835","2018-12-10T00:00:00.000","1758","Mon","30","White","Male",
"SE586836","2018-12-10T00:00:00.000","1825","Mon","30","White","Female",
"SE586816","2018-12-10T00:00:00.000","1038","Mon","46","White","Female",
"E201940","2018-12-10T00:00:00.000","953","Mon","55","White","Male",
"E201941","2018-12-10T00:00:00.000","1002","Mon","60","Black","Female",
"SE586820","2018-12-10T00:00:00.000","1204","Mon","44","Black","Female",
"SE586810","2018-12-10T00:00:00.000","847","Mon","30","White","Female",
"E201949","2018-12-10T00:00:00.000","1645","Mon","34","White","Female",
"SE586824","2018-12-10T00:00:00.000","1227","Mon","62","Asian","Female",
"SE586812","2018-12-10T00:00:00.000","926","Mon","50","White","Female",
"SE586828","2018-12-10T00:00:00.000","1256","Mon","36","White","Male",
"SE586830","2018-12-10T00:00:00.000","1255","Mon","52","Asian","Male",
"SE586829","2018-12-10T00:00:00.000","1255","Mon","52","Asian","Male",
"E201942","2018-12-10T00:00:00.000","1014","Mon","29","White","Male",
"SE586837","2018-12-10T00:00:00.000","1839","Mon","40","White","Male",
"E201945","2018-12-10T00:00:00.000","1321","Mon","57","White","Female",
"EV83162","2018-12-09T00:00:00.000","39","Sun","18","White","Male",
"EV83163","2018-12-09T00:00:00.000","39","Sun","18","White","Male",
"EV83161","2018-12-09T00:00:00.000","39","Sun","18","White","Male",
"SE586802","2018-12-09T00:00:00.000","1745","Sun","27","Black","Female",
"SE586803","2018-12-09T00:00:00.000","2027","Sun","63","Black","Male",
"SE586801","2018-12-09T00:00:00.000","1659","Sun","48","White","Female",
"SE586804","2018-12-09T00:00:00.000","2109","Sun","29","Black","Female",
"EV83160","2018-12-09T00:00:00.000","39","Sun","18","White","Male",
"YE739664","2018-12-08T00:00:00.000","2136","Sat","38","White","Male",
"EV76425","2018-12-08T00:00:00.000","930","Sat","47","White","Male",
"SE586797","2018-12-08T00:00:00.000","1548","Sat","52","White","Male",
"EV86452","2018-12-08T00:00:00.000","1400","Sat","41","Asian","Male",
"YE739551","2018-12-08T00:00:00.000","2326","Sat","25",,"Female",
"SE586796","2018-12-08T00:00:00.000","1548","Sat","52","White","Male",
"SE586800","2018-12-08T00:00:00.000","1855","Sat","28","Black","Male",
"YE739552","2018-12-08T00:00:00.000","2326","Sat","25",,"Female",
"SE586798","2018-12-08T00:00:00.000","1855","Sat","28","Black","Male",
"YE739662","2018-12-08T00:00:00.000","2136","Sat","38","White","Male",
"SE586799","2018-12-08T00:00:00.000","1855","Sat","28","Black","Male",
"SE586781","2018-12-07T00:00:00.000","1206","Fri","45","Black","Male",
"SE586782","2018-12-07T00:00:00.000","1207","Fri","28","Black","Male",
"SE586787","2018-12-07T00:00:00.000","1301","Fri","43","White","Female",
"SE586784","2018-12-07T00:00:00.000","1231","Fri","44","Asian","Male",
"SE586786","2018-12-07T00:00:00.000","1249","Fri","49","Asian","Male",
"SE586769","2018-12-07T00:00:00.000","855","Fri","45","White","Male",
"SE586775","2018-12-07T00:00:00.000","1121","Fri","52","White","Male",
"SE586779","2018-12-07T00:00:00.000","1141","Fri","34","White","Female",
"SE586788","2018-12-07T00:00:00.000","1300","Fri","52","White","Male",
"SE586789","2018-12-07T00:00:00.000","1305","Fri","33","Black","Male",
"SE586792","2018-12-07T00:00:00.000","1456","Fri","35","White","Female",
"SE586793","2018-12-07T00:00:00.000","1456","Fri","35","White","Female",
"SE586780","2018-12-07T00:00:00.000","1154","Fri","55","Black","Male",
"SE586761","2018-12-07T00:00:00.000","810","Fri","37","White","Female",
"E201937","2018-12-07T00:00:00.000","1313","Fri","29","White","Female",
"SE586762","2018-12-07T00:00:00.000","820","Fri","42","White","Female",
"E201935","2018-12-07T00:00:00.000","1243","Fri","21","Black","Male",
"E201936","2018-12-07T00:00:00.000","1251","Fri","53","Asian","Female",
"SE586763","2018-12-07T00:00:00.000","820","Fri","56","White","Male",
"SE586785","2018-12-07T00:00:00.000","1251","Fri","20","Black","Female",
"SE586790","2018-12-07T00:00:00.000","1310","Fri","49","White","Female",
"SE586764","2018-12-07T00:00:00.000","820","Fri","56","White","Male",
"E201929","2018-12-07T00:00:00.000","1140","Fri","28","White","Male",
"E201930","2018-12-07T00:00:00.000","1147","Fri","38","Asian","Female",
"SE586791","2018-12-07T00:00:00.000","1323","Fri","41","White","Female",
"E201933","2018-12-07T00:00:00.000","1219","Fri","69","White","Female",
"SE586774","2018-12-07T00:00:00.000","1108","Fri","47","Black","Female",
"SE586771","2018-12-07T00:00:00.000","1048","Fri","48","White","Female",
"SE586776","2018-12-07T00:00:00.000","1125","Fri","17","White","Male",
"SE586760","2018-12-07T00:00:00.000","759","Fri","50","White","Female",
"SE586777","2018-12-07T00:00:00.000","1135","Fri","21","Black","Female",
"SE586765","2018-12-07T00:00:00.000","840","Fri","49","White","Female",
"SE586755","2018-12-07T00:00:00.000","701","Fri","26","White","Male",
"SE586756","2018-12-07T00:00:00.000","726","Fri","39","White","Female",
"E201925","2018-12-07T00:00:00.000","1046","Fri","49","Black","Female",
"SE586757","2018-12-07T00:00:00.000","733","Fri","27","White","Male",
"SE586778","2018-12-07T00:00:00.000","1135","Fri","21","Black","Female",
"SE586767","2018-12-07T00:00:00.000","852","Fri","28","Black","Male",
"E201927","2018-12-07T00:00:00.000","1110","Fri","29","White","Male",
"SE586768","2018-12-07T00:00:00.000","855","Fri","45","White","Male",
"SE586753","2018-12-07T00:00:00.000","642","Fri","51","White","Male",
"E201938","2018-12-07T00:00:00.000","1336","Fri","72","Black","Female",
"E201923","2018-12-07T00:00:00.000","1016","Fri","17","White","Male",
"E201924","2018-12-07T00:00:00.000","1027","Fri","26","White","Female",
"SE586766","2018-12-07T00:00:00.000","848","Fri","51","Black","Male",
"E201926","2018-12-07T00:00:00.000","1055","Fri","61","White","Male",
"SE586758","2018-12-07T00:00:00.000","743","Fri","28","Black","Female",
"SE586759","2018-12-07T00:00:00.000","748","Fri","61","White","Female",
"SE586773","2018-12-07T00:00:00.000","1108","Fri","47","Black","Female",
"SE586772","2018-12-07T00:00:00.000","1100","Fri","25","Black","Female",
"E201919","2018-12-07T00:00:00.000","714","Fri","43","White","Male",
"E201932","2018-12-07T00:00:00.000","1216","Fri","35","White","Female",
"E201921","2018-12-07T00:00:00.000","926","Fri","35","White","Male",
"E201928","2018-12-07T00:00:00.000","1123","Fri","68","White","Male",
"SE586770","2018-12-07T00:00:00.000","950","Fri","35","White","Female",
"SE586795","2018-12-07T00:00:00.000","1539","Fri","54","White","Male",
"E201939","2018-12-07T00:00:00.000","1522","Fri","40","White","Male",
"SE586794","2018-12-07T00:00:00.000","1539","Fri","54","White","Male",
"SE586754","2018-12-07T00:00:00.000","642","Fri","51","White","Male",
"E201931","2018-12-07T00:00:00.000","1206","Fri","44","White","Female",
"E201920","2018-12-07T00:00:00.000","757","Fri","30","White","Female",
"SE586783","2018-12-07T00:00:00.000","1219","Fri","44","White","Female",
"EV81089","2018-12-07T00:00:00.000","154","Fri",,"White","Male",
"YE739186","2018-12-07T00:00:00.000","2310","Fri","17","White","Male",
"EV83362","2018-12-07T00:00:00.000","154","Fri",,"Black","Male",
"E201934","2018-12-07T00:00:00.000","1236","Fri","59","White","Female",
"E201922","2018-12-07T00:00:00.000","1002","Fri","58","White","Female",
"EV84939","2018-12-07T00:00:00.000","30","Fri",,"White","Female",
"SE586742","2018-12-06T00:00:00.000","1253","Thu","55","White","Female",
"SE586740","2018-12-06T00:00:00.000","1228","Thu","22","White","Male",
"SE586743","2018-12-06T00:00:00.000","1313","Thu","73","White","Male",
"SE586745","2018-12-06T00:00:00.000","1345","Thu","37","White","Male",
"SE586736","2018-12-06T00:00:00.000","1100","Thu","27","Black","Female",
"SE586728","2018-12-06T00:00:00.000","832","Thu","48","White","Male",
"SE586746","2018-12-06T00:00:00.000","1405","Thu","93","White","Male",
"SE586730","2018-12-06T00:00:00.000","908","Thu","36","White","Female",
"SE586726","2018-12-06T00:00:00.000","803","Thu","36","White","Female",
"SE586749","2018-12-06T00:00:00.000","1726","Thu","47","White","Female",
"E201911","2018-12-06T00:00:00.000","924","Thu","24","White","Male",
"E201912","2018-12-06T00:00:00.000","1022","Thu","42","White","Male",
"E201910","2018-12-06T00:00:00.000","818","Thu","50","White","Female",
"E201913","2018-12-06T00:00:00.000","1233","Thu","54","White","Female",
"YE738840","2018-12-06T00:00:00.000","47","Thu","20","White","Male",
