"month","of_potholes_repaired_within_3_business_days"
"1/31/11 12:00 AM","26"
"2/28/11 12:00 AM","38"
"3/30/11 12:00 AM","71"
"4/30/11 12:00 AM","75"
"5/31/11 12:00 AM","71"
"6/30/11 12:00 AM","69"
"7/31/11 12:00 AM","82"
"8/31/11 12:00 AM","88"
"9/30/11 12:00 AM","93"
"10/31/11 12:00 AM","97"
"11/30/11 12:00 AM","97"
"12/31/11 12:00 AM","93"
"1/31/12 12:00 AM","85"
"2/28/12 12:00 AM","81"
"3/30/12 12:00 AM","88"
"4/30/12 12:00 AM","82"
"5/31/12 12:00 AM","89"
"6/30/12 12:00 AM","89"
"7/31/12 12:00 AM","90"
"8/31/12 12:00 AM","88"
"9/30/12 12:00 AM","72"
"10/31/12 12:00 AM","86"
"11/30/12 12:00 AM","87"
"12/31/12 12:00 AM","88"
"1/31/13 12:00 AM","91"
"2/28/13 12:00 AM","95"
"3/30/13 12:00 AM","94"
"4/30/13 12:00 AM","96"
"5/31/13 12:00 AM","88"
"6/30/13 12:00 AM","90"
"7/31/13 12:00 AM","92"
"8/31/13 12:00 AM","93"
"9/30/13 12:00 AM","93"
"10/31/13 12:00 AM","94"
"11/30/13 12:00 AM","84"
"12/31/13 12:00 AM","72"
"1/31/14 12:00 AM","89"
"2/28/14 12:00 AM","84"
"3/30/14 12:00 AM","83"
"4/30/14 12:00 AM","80"
"5/31/14 12:00 AM","88"
"6/30/14 12:00 AM","91"
"7/31/14 12:00 AM","90"
"8/31/14 12:00 AM","89"
"9/30/14 12:00 AM","84"
"10/31/14 12:00 AM","86"
"11/30/14 12:00 AM","78"
"12/31/14 12:00 AM","88"
"1/31/15 12:00 AM","77"
"2/28/15 12:00 AM","97"
"3/30/15 12:00 AM","98"
"4/30/15 12:00 AM","94"
"5/31/15 12:00 AM","97"
"6/30/15 12:00 AM","96"
"7/31/15 12:00 AM","95"
"8/31/15 12:00 AM","96"
"9/30/15 12:00 AM","97"
"10/31/15 12:00 AM","98"
"11/30/15 12:00 AM","96"
"12/31/15 12:00 AM","97"
"1/31/16 12:00 AM","98"
"2/28/16 12:00 AM","95"
"3/30/16 12:00 AM","95"
"4/30/16 12:00 AM","98"
"5/31/16 12:00 AM","98"
"6/30/16 12:00 AM","96"
"7/31/16 12:00 AM","96"
"8/31/16 12:00 AM","99"
