"licnum","tradename","add1","citycounty","st","postalcode","ctycnty","estabdesc","privdesc","statusdesc","wine_beereffectdate","wine_beerexpirdate","mixbevstatusdesc","mixbeveffdate","mixbevexpirdate","origdate"
"93577","7 ELEVEN STORE 24395 B","4601 W BROAD ST","RICHMOND","VA","23230-3205","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2017-12-01T00:00:00.000"
"93618","THE BROKEN TULIP","3129 W CARY ST","RICHMOND","VA","23221-3503","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2018-01-24T00:00:00.000"
"93621","MCCORMACKS WHISKY GRILL","204 N ROBINSON ST","RICHMOND","VA","23220-4019","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","2018-02-02T00:00:00.000"
"93683","CARYTOWN CUPCAKES THE JASPER","3111 W CARY ST","RICHMOND","VA","23221-3503","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2019-01-01T00:00:00.000","2020-01-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2020-01-31T00:00:00.000","2018-01-23T00:00:00.000"
"93752","STOP & GO","1600 MECHANICSVILLE TPKE","RICHMOND","VA","23223-3902","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-06-12T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-12T00:00:00.000"
"93753","CHEZ FOUSHEE","2 E GRACE ST","RICHMOND","VA","23219-1740","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-15T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-15T00:00:00.000","2019-02-28T00:00:00.000","2018-03-15T00:00:00.000"
"93832","THE POT","321 N 2ND ST UNIT A","RICHMOND","VA","23219-1725","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-14T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-14T00:00:00.000"
"93913","SALT & FORGE","312 N 2ND ST","RICHMOND","VA","23219-1726","Richmond City","Restaurant","Wine and Beer On & Off Premises & Keg Permit & Delivery Permit","Active","2018-03-29T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-29T00:00:00.000"
"93953","HOT DIGGITY DONUTS","1213 HULL ST","RICHMOND","VA","23224-3918","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-11T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-11T00:00:00.000","2019-04-30T00:00:00.000","2018-05-11T00:00:00.000"
"93977","THE BUTTERBEAN","1204 HULL ST","RICHMOND","VA","23224-3919","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-28T00:00:00.000","2019-11-30T00:00:00.000",,,,"2018-12-28T00:00:00.000"
"93993","ALOI","3103B W LEIGH ST","RICHMOND","VA","23230-4407","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-27T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-27T00:00:00.000","2019-06-30T00:00:00.000","2018-07-27T00:00:00.000"
"93994","TEMPLE","2713 W BROAD ST","RICHMOND","VA","23220-1905","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-08T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-08T00:00:00.000","2019-05-31T00:00:00.000","2018-06-08T00:00:00.000"
"93996","CORNERSTONE CIGAR BAR & RESTAURANT","2053 W BROAD ST","RICHMOND","VA","23220-2005","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-02T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-02T00:00:00.000","2019-04-30T00:00:00.000","2018-05-02T00:00:00.000"
"94066","CHECK IN EXPRESS","3200 N BOULEVARD","RICHMOND","VA","23230-4205","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-05-25T00:00:00.000","2019-04-30T00:00:00.000",,,,"2018-05-25T00:00:00.000"
"94074","CINEBISTRO","9200 STONY POINT PKWY STE 100","RICHMOND","VA","23235-1971","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-06T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-06T00:00:00.000","2019-02-28T00:00:00.000","2018-03-06T00:00:00.000"
"94094","GROWLERS TO GO","1017 N BOULEVARD","RICHMOND","VA","23230-4803","Richmond City","Gourmet Shop","Wine and Beer Off Premises & Keg Permit & Delivery Permit","Active","2018-04-13T00:00:00.000","2019-03-31T00:00:00.000",,,,"2018-04-13T00:00:00.000"
"94137","CELLAR STOCK WHOLESALE","2624 PARK AVE","RICHMOND","VA","23220-2627","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-05-02T00:00:00.000","2019-04-30T00:00:00.000",,,,"2018-05-02T00:00:00.000"
"94138","CELLAR STOCK IMPORTS","2624 PARK AVE","RICHMOND","VA","23220-2627","Richmond City","Wine Importer","Wine Importer - In-State","Active","2018-05-02T00:00:00.000","2019-04-30T00:00:00.000",,,,"2018-05-02T00:00:00.000"
"94165","ALEWIFE","3120 E MARSHALL ST","RICHMOND","VA","23223-7437","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-09-07T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-07T00:00:00.000","2019-08-31T00:00:00.000","2018-09-07T00:00:00.000"
"94191","LITTLE NICKEL","4702 FOREST HILL AVE","RICHMOND","VA","23225-3138","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000","2018-02-05T00:00:00.000"
"94200","LICKINGHOLE CREEK CRAFT BREWERY SHOCKOE BOTTOM","1717 E FRANKLIN ST","RICHMOND","VA","23223-6947","Richmond City","Brewery",,"Active","2018-04-20T00:00:00.000","2019-03-31T00:00:00.000",,,,"2018-04-20T00:00:00.000"
"94250","SAVE A LOT LTD STORE 521","441 E BELT BLVD","RICHMOND","VA","23224-1703","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-05-22T00:00:00.000","2019-04-30T00:00:00.000",,,,"2018-05-22T00:00:00.000"
"94270","THE BIG KITCHEN","1600 ALTAMONT AVE","RICHMOND","VA","23230-4502","Richmond City","Gourmet Shop","Wine and Beer Off Premises & Delivery Permit","Active","2018-10-09T00:00:00.000","2019-09-30T00:00:00.000",,,,"2018-10-09T00:00:00.000"
"94275","PIES & PINTS","2035 W BROAD ST","RICHMOND","VA","23220-2005","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-05-03T00:00:00.000","2019-04-30T00:00:00.000",,,,"2018-05-03T00:00:00.000"
"94305","CAPITOL WAFFLE SHOP","1110 E MAIN ST STE B","RICHMOND","VA","23219-3545","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-22T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-22T00:00:00.000","2019-04-30T00:00:00.000","2018-05-22T00:00:00.000"
"94309","SABOR CATRACHO","6832 MIDLOTHIAN TPKE STE A","RICHMOND","VA","23225-5615","Richmond City","Restaurant","Beer On Premises","Active","2018-03-22T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-22T00:00:00.000"
"94353","KREGGERS AT HAND","2614 W CARY ST","RICHMOND","VA","23220-5119","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-10-16T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-16T00:00:00.000","2019-09-30T00:00:00.000","2018-10-16T00:00:00.000"
"94366","REVERIE DISTRIBUTION","1805 ROSENEATH RD","RICHMOND","VA","23230-4309","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-03-16T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-16T00:00:00.000"
"94367","REVERIE DISTRIBUTION","1805 ROSENEATH RD","RICHMOND","VA","23230-4309","Richmond City","Beer Wholesaler","Wholesale Beer (300,000 cases or less annually)","Active","2018-03-16T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-16T00:00:00.000"
"94368","REVERIE DISTRIBUTION","1805 ROSENEATH RD","RICHMOND","VA","23230-4309","Richmond City","Wine Importer","Wine Importer - In-State","Active","2018-03-16T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-16T00:00:00.000"
"94369","REVERIE DISTRIBUTION","1805 ROSENEATH RD","RICHMOND","VA","23230-4309","Richmond City","Beer Imported","Beer Imported - In-State","Active","2018-03-16T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-16T00:00:00.000"
"94376","STELLAS GROCERY SCOTTS ADDITION","3351 W MOORE ST","RICHMOND","VA","23230","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-03-29T00:00:00.000","2019-02-28T00:00:00.000",,,,"2018-03-29T00:00:00.000"
"94397","JALAPENOS MEXICAN GRILL","3125 W CARY ST","RICHMOND","VA","23221-3551","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-14T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-14T00:00:00.000","2019-11-30T00:00:00.000","2018-03-27T00:00:00.000"
"94460","MARKET PLACE","101 E BROOKLAND PARK BLVD","RICHMOND","VA","23222-2711","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-06-13T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-13T00:00:00.000"
"94476","TABOL","704 DAWN ST","RICHMOND","VA","23222-4816","Richmond City","Brewery","Brewery-Limited (10,000 barrels or less annually)","Active","2018-04-26T00:00:00.000","2019-03-31T00:00:00.000",,,,"2018-04-26T00:00:00.000"
"94484","RIVER CITY ROLL LLC","939 MYERS ST","RICHMOND","VA","23230-4812","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-04-05T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-05T00:00:00.000","2019-03-31T00:00:00.000","2018-04-05T00:00:00.000"
"94592","PLANT WINES","3413 CARLTON ST","RICHMOND","VA","23230","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-04-30T00:00:00.000","2019-03-31T00:00:00.000",,,,"2018-04-30T00:00:00.000"
"94593","PLANT WINES","3413 CARLTON ST","RICHMOND","VA","23230","Richmond City","Wine Importer","Wine Importer - In-State","Active","2018-04-30T00:00:00.000","2019-03-31T00:00:00.000",,,,"2018-04-30T00:00:00.000"
"94602","OCEAN WORLD SEAFOOD MARKET","4814 GOVERNMENT RD","RICHMOND","VA","23231-1515","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-18T00:00:00.000","2019-03-31T00:00:00.000",,,,"2018-04-18T00:00:00.000"
"94633","BLACK DOG DISTRIBUTION","1715 RHOADMILLER ST UNIT D","RICHMOND","VA","23220-1108","Richmond City","Beer Wholesaler","Wholesale Beer (300,000 cases or less annually)","Active","2018-04-04T00:00:00.000","2019-03-31T00:00:00.000",,,,"2018-04-04T00:00:00.000"
"94661","SHIPLOCK BREWING","115 S 15TH ST","RICHMOND","VA","23219-4254","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-06-18T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-18T00:00:00.000","2019-05-31T00:00:00.000","2018-06-18T00:00:00.000"
"94662","SHIPLOCK BREWING","115 S 15TH ST","RICHMOND","VA","23219-4252","Richmond City","Brewery",,"Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-01T00:00:00.000"
"94670","ELLWOOD THOMPSONS AT ICA","601 W BROAD ST","RICHMOND","VA","23220-5610","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-04-10T00:00:00.000","2019-03-31T00:00:00.000","Withdrawn","2018-04-09T00:00:00.000",,"2018-04-10T00:00:00.000"
"94704","HOP HOUSE DISTRIBUTION LLC","3903 CASTLEWOOD RD","RICHMOND","VA","23234-2613","Richmond City","Wine Wholesaler","Wholesale Wine (30,000 gallons or less annually)","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-01T00:00:00.000"
"94705","HOP HOUSE DISTRIBUTION LLC","3903 CASTLEWOOD RD","RICHMOND","VA","23234-2613","Richmond City","Beer Wholesaler","Wholesale Beer (300,000 cases or less annually)","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-01T00:00:00.000"
"94742","DONT LOOK BACK","3306 W BROAD ST","RICHMOND","VA","23230-5008","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-10T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-10T00:00:00.000","2019-04-30T00:00:00.000","2018-05-10T00:00:00.000"
"94764","PIZZA & BEER OF RICHMOND","2553 W CARY ST","RICHMOND","VA","23220-5117","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-05-08T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-08T00:00:00.000","2019-04-30T00:00:00.000","2018-05-08T00:00:00.000"
"94781","PUBLIX 1636","7045 FOREST HILL AVE","RICHMOND","VA","23225-1607","Richmond City","Gourmet Shop","Wine and Beer Off Premises & Delivery Permit","Active","2018-11-29T00:00:00.000","2019-06-30T00:00:00.000",,,,"2018-07-10T00:00:00.000"
"94795","SHAWARMA SHACK & CLOUD","933 W GRACE ST","RICHMOND","VA","23220-4124","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-02T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-02T00:00:00.000","2019-06-30T00:00:00.000","2018-07-02T00:00:00.000"
"94823","BILLY PIE","6919 PATTERSON AVE","RICHMOND","VA","23226-3627","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-07-09T00:00:00.000","2019-06-30T00:00:00.000",,,,"2018-07-09T00:00:00.000"
"94829","TINY VICTORY","506 W BROAD ST","RICHMOND","VA","23220-4223","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-25T00:00:00.000","2019-06-30T00:00:00.000","Temporary","2018-07-25T00:00:00.000","2018-12-31T00:00:00.000","2018-07-25T00:00:00.000"
"94849","BLUSHED","2010 E MAIN ST STE C","RICHMOND","VA","23223-7463","Richmond City","Day Spa","Day Spa","Active","2018-06-11T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-11T00:00:00.000"
"94887","GOPUFF","3317 ROSEDALE AVE","RICHMOND","VA","23230-4224","Richmond City","Internet Wine Retail - In State",,"Active","2018-10-17T00:00:00.000","2019-09-30T00:00:00.000",,,,"2018-10-17T00:00:00.000"
"94888","GOPUFF","3317 ROSEDALE AVE","RICHMOND","VA","23230-4224","Richmond City",,,"Active","2018-10-17T00:00:00.000","2019-09-30T00:00:00.000",,,,"2018-10-17T00:00:00.000"
"94903","LONGOVEN","2939 W CLAY ST","RICHMOND","VA","23230","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-20T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-20T00:00:00.000","2019-05-31T00:00:00.000","2018-06-20T00:00:00.000"
"94927","COUTURE IMAGING SALON LOFTS & SKIN SPA","2304 E MAIN ST","RICHMOND","VA","23223-7844","Richmond City","Day Spa","Day Spa","Active","2018-05-22T00:00:00.000","2019-04-30T00:00:00.000",,,,"2018-05-22T00:00:00.000"
"94959","ATHINIA IMPORTS","808 N MULBERRY ST","RICHMOND","VA","23220-1914","Richmond City","Out of Bond Permit","Out of Bond Certificate of Approval","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2018-05-01T00:00:00.000"
"95015","CHAMPION BREWING COMPANY LLC","401 E GRACE ST","RICHMOND","VA","23219-1837","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-09-07T00:00:00.000","2019-08-31T00:00:00.000",,,,"2018-09-07T00:00:00.000"
"95017","PERCH RVA","2918 W BROAD ST","RICHMOND","VA","23230-5103","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-14T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-14T00:00:00.000","2019-08-31T00:00:00.000","2018-09-14T00:00:00.000"
"95046","IMPERIAL PLAZA","1717 BELLEVUE AVE","RICHMOND","VA","23227-3961","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-04T00:00:00.000","2019-09-30T00:00:00.000",,,,"2018-10-04T00:00:00.000"
"95078","EAT 66","2845 HATHAWAY RD","RICHMOND","VA","23225-1725","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-03T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-03T00:00:00.000","2019-06-30T00:00:00.000","2018-07-03T00:00:00.000"
"95099","JOHNS MART","4419 W BROAD ST","RICHMOND","VA","23230-3201","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-13T00:00:00.000","2019-09-30T00:00:00.000",,,,"2018-10-13T00:00:00.000"
"95140","TASTE","5706 GROVE AVE STE 100","RICHMOND","VA","23226-2346","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-11-20T00:00:00.000","2019-10-31T00:00:00.000",,,,"2018-11-02T00:00:00.000"
"95191","LATITUDE SEAFOOD CO","9216 STONY POINT PKWY STE 148","RICHMOND","VA","23235-1955","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-10-03T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-03T00:00:00.000","2019-09-30T00:00:00.000","2018-10-03T00:00:00.000"
"95251","THE MELT RVA LLC","3027 W CARY ST","RICHMOND","VA","23221-3558","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-17T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-17T00:00:00.000","2019-07-31T00:00:00.000","2018-08-17T00:00:00.000"
"95252","HOP HOUSE DISTRIBUTION","3903 CASTLEWOOD RD","RICHMOND","VA","23234-2613","Richmond City","Beer Imported","Beer Imported - In-State","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-01T00:00:00.000"
"95253","HOP HOUSE DISTRIBUTION","3903 CASTLEWOOD RD","RICHMOND","VA","23234-2613","Richmond City","Wine Importer","Wine Importer - In-State","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2018-06-01T00:00:00.000"
"95277","MARKET AT 8TH & MAIN","7 N 8TH ST APT 2","RICHMOND","VA","23219-3321","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-07-20T00:00:00.000","2019-06-30T00:00:00.000",,,,"2018-07-20T00:00:00.000"
"95278","PIE 314","423 N 18TH ST","RICHMOND","VA","23223-6380","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-25T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-25T00:00:00.000","2019-06-30T00:00:00.000","2018-07-25T00:00:00.000"
"95295","COBRA CABANA","901 W MARSHALL ST","RICHMOND","VA","23220-3824","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-10-13T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-13T00:00:00.000","2019-09-30T00:00:00.000","2018-10-13T00:00:00.000"
"95315","TIPSY CRAB SEAFOOD & BAR","1700 E MAIN ST","RICHMOND","VA","23223-6960","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-15T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-15T00:00:00.000","2019-07-31T00:00:00.000","2018-08-15T00:00:00.000"
"95376","THE PATIO THAI","103 E CARY ST","RICHMOND","VA","23219-3734","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-22T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-22T00:00:00.000","2019-07-31T00:00:00.000","2018-08-22T00:00:00.000"
"95390","BILLY JACKS SHACK","1409 E CARY ST","RICHMOND","VA","23219-4220","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-27T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-27T00:00:00.000","2019-10-31T00:00:00.000","2018-11-27T00:00:00.000"
"95393","7/24 MARKET","1538 MECHANICSVILLE TPKE","RICHMOND","VA","23223-4310","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-08T00:00:00.000","2019-07-31T00:00:00.000",,,,"2018-08-08T00:00:00.000"
"95405","SOUL N VINEGAR","2832 R ST","RICHMOND","VA","23223","Richmond City","Delicatessen","Wine & Beer Off Premises","Active","2018-10-11T00:00:00.000","2019-09-30T00:00:00.000",,,,"2018-10-11T00:00:00.000"
"95436","TANG & BISCUIT","3406 MOORE ST","RICHMOND","VA","23230-4444","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-21T00:00:00.000","2019-07-31T00:00:00.000","Temporary","2018-08-21T00:00:00.000","2019-01-31T00:00:00.000","2018-08-21T00:00:00.000"
"95441","FARM FRESH RICHMOND","2320 E MAIN ST","RICHMOND","VA","23223-7844","Richmond City","Gourmet Shop","Wine & Beer On & Off Premises & Keg Permit","Active","2018-11-02T00:00:00.000","2019-10-31T00:00:00.000",,,,"2018-11-02T00:00:00.000"
"95520","8.5","2709 E MARSHALL ST","RICHMOND","VA","23223-7345","Richmond City","Gourmet Shop","Wine & Beer Off Premises","Active","2018-08-06T00:00:00.000","2019-07-31T00:00:00.000",,,,"2018-08-06T00:00:00.000"
"95536","BASIC CITY BEER CO","212 W SIXTH ST","RICHMOND","VA","23224","Richmond City","Brewery",,"Active","2018-08-23T00:00:00.000","2019-07-31T00:00:00.000",,,,"2018-08-23T00:00:00.000"
