Incident ID,Offence Code,CR Number,Dispatch Date / Time,NIBRS Code,Victims,Crime Name1,Crime Name2,Crime Name3,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Start_Date_Time,End_Date_Time,Latitude,Longitude,Police District Number,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Council Districts_from_i23j_3mj8,Service Regions,Montgomery County Boundary
201389933,9031,220037193,08/28/2022 11:46:37 AM,90E,1,Crime Against Society,Drunkenness,DRUNKENNESS,MONTGOMERY VILLAGE,100 BLK E DIAMOND AVE,GAITHERSBURG,MD,20877,GPD,Street - Bus Stop,P,6P3,427,100,E,DIAMOND,,AVE,08/28/2022 01:51:00 PM,,39.14076,-77.2023,6D,"(39.1408, -77.2023)",3,3,36,35,21,3,5,1
201389928,2902,220037192,08/28/2022 11:27:18 AM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,WHEATON,11400 BLK  NAIRN RD,SILVER SPRING,MD,20902,MCPD,Residence - Yard,L,4L1,359,11400,,NAIRN,,RD,08/14/2022 07:30:00 AM,08/28/2022 11:15:00 AM,39.04324,-77.044,4D,"(39.0432, -77.044)",4,4,16,17,1,4,4,1
201389937,1399,220037188,08/28/2022 10:56:09 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,BETHESDA,8800 BLK  LANIER DR,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,D,2D1,085,8800,,LANIER,,DR,08/27/2022 08:00:00 AM,,39.00014,-77.0479,2D,"(39.0001, -77.0479)",5,5,6,3065,1,5,1,1
201389931,1399,220037185,08/28/2022 10:40:19 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,BETHESDA,8500 BLK  16TH ST,SILVER SPRING,MD,20910,MCPD,Residence - Apartment/Condo,D,2D1,517,8500,,16TH,,ST,08/28/2022 01:00:00 AM,,38.99559,-77.0384,2D,"(38.9956, -77.0384)",5,5,6,3065,1,5,1,1
201389929,2303,220037184,08/28/2022 10:35:41 AM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,ROCKVILLE,1600 BLK  ROCKVILLE PIK,ROCKVILLE,MD,20852,RCPD,Retail - Clothing,A,1A1,266,1600,,ROCKVILLE,,PIK,08/27/2022 11:12:00 AM,08/27/2022 05:00:00 PM,0.0,0.0,1D,"(0.0, 0.0)",,,,,,,,
201389918,2411,220037183,08/28/2022 10:14:44 AM,90Z,1,Crime Against Society,All Other Offenses,UNAUTHORIZED USE OF VEHICLE (INCLUDES JOY RIDING),GERMANTOWN,23000 BLK  STRINGTOWN RD,CLARKSBURG,MD,20871,GPD,Street - Residential,M,5M3,598,23000,,STRINGTOWN,,RD,08/26/2022 09:30:00 PM,,39.23464,-77.2812,5D,"(39.2346, -77.2812)",2,2,50,44,1,2,5,1
201389927,2404,220037181,08/28/2022 09:55:46 AM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,WHEATON,1900 BLK  WALLACE AVE,SILVER SPRING,MD,20902,MCPD,Street - Residential,L,4L1,366,1900,,WALLACE,,AVE,08/27/2022 11:30:00 PM,08/28/2022 09:00:00 AM,39.06045,-77.0401,4D,"(39.0605, -77.0401)",4,4,23,17,1,4,4,1
201389917,2404,220037179,08/28/2022 09:34:20 AM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,ROCKVILLE,19700 BLK  WOOTTON AVE,POOLESVILLE,MD,20837,MCPD,Parking Lot - Residential,B,1B3,499,19700,,WOOTTON,,AVE,08/27/2022 09:00:00 PM,08/28/2022 07:00:00 AM,39.14267,-77.4118,1D,"(39.1427, -77.4118)",1,1,34,97,16,1,5,1
201389935,1399,220037178,08/28/2022 09:30:33 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,BETHESDA,7200 BLK  SWANSONG WAY,BETHESDA,MD,20817,MCPD,Residence -Townhouse/Duplex,E,2E2,205,7200,,SWANSONG,,WAY,08/28/2022 09:30:00 AM,,39.02105,-77.1477,2D,"(39.0211, -77.1477)",1,1,12,103,1,1,3,1
201389915,9021,220037177,08/28/2022 09:28:28 AM,90I,1,Not a Crime,Runaway,JUVENILE - RUNAWAY,SILVER SPRING,3000 BLK  FAIRLAND RD,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,I,3I2,378,3000,,FAIRLAND,,RD,08/28/2022 09:28:00 AM,,39.06758,-76.9498,3D,"(39.0676, -76.9498)",5,5,53,12,1,5,2,1
201389916,9107,220037175,08/28/2022 09:26:18 AM,90Z,1,Other,All Other Offenses,MISSING PERSON,BETHESDA,10300 BLK  STRATHMORE HALL ST,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,D,2D4,185,10300,,STRATHMORE HALL,,ST,08/26/2022 04:00:00 PM,,39.02533,-77.102,2D,"(39.0253, -77.102)",1,1,19,60,1,1,3,1
201389907,1103,220037165,08/28/2022 06:21:37 AM,11A,1,Crime Against Person,Forcible Rape,RAPE - STRONG-ARM,WHEATON,10900 BLK  GEORGIA AVE,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,L,4L2,323,10900,,GEORGIA,,AVE,08/28/2022 06:21:00 AM,,39.0343,-77.0492,4D,"(39.0343, -77.0492)",4,4,16,17,1,4,4,1
