"publication_year","department","dataset_name","status","url"
"FY19","Housing & Community Affairs","Landlord-Tenant Cases","Published","https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Landlord-Tenant-Disputes/a7k3-gmfn"
"FY19","Housing & Community Affairs","Residential Rental Licensing","Published","https://data.montgomerycountymd.gov/Consumer-Housing/Housing-Licensing-and-Registration/et5s-xste"
"FY19","Housing & Community Affairs","Troubled Properties Analysis","Published","https://data.montgomerycountymd.gov/Consumer-Housing/Troubled-Properties-Analysis/bw2r-araf/data"
"FY19","Human Resources","Recruitment Year End Report","Published","https://data.montgomerycountymd.gov/Human-Resources/Recruitment-and-Selection-Activity-Year-End-Report/y28m-77hn/data"
"FY19","Human Resources","Group Health Plan Rates","Published","https://data.montgomerycountymd.gov/Human-Resources/MCG-Group-Health-Plan-Rates/s4r5-7vv4/data"
"FY19","Human Resources","Live Well Report","Published","https://data.montgomerycountymd.gov/Human-Resources/Live-Well-Report/b4ic-mjws/data"
"FY19","Human Resources","Personnel Management Review","Published","https://data.montgomerycountymd.gov/Human-Resources/MCG-Personnel-Management-Review-PMR-/bedm-7sqa/data"
"FY19","Human Resources","Position Dashboard/PMR Dashboard,  Demographic Information","Published","https://data.montgomerycountymd.gov/Human-Resources/Montgomery-County-Employees-by-Race-Ethnicity/yacp-i22k"
"FY19","Human Resources","Position/PMR Dashboard,  MLS Demographic Report","Published","https://data.montgomerycountymd.gov/Human-Resources/PMR-MLS-Report/yp9w-cbt4/data"
"FY19","Human Resources","Turnover Percentage Rate","Published","https://data.montgomerycountymd.gov/Human-Resources/MCG-Turnover-Percentage-Rate/j3re-7wbz/data"
"FY19","Human Resources","Workforce by generation -PMR","Published","https://data.montgomerycountymd.gov/Human-Resources/Montgomery-County-Employees-Total-by-Generation/974b-ydh6"
"FY19","Permitting Services","Benefit Performance Licenses","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Benefit-Performance-Licenses/xdfu-7wss/data"
"FY19","Permitting Services","Construction Activity - Commercial","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-Commercial-Permits/7ate-xrxm"
"FY19","Permitting Services","Construction Activity - Demolition","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-open-Issued-not-final-C/ha72-8evs"
"FY19","Permitting Services","Construction Activity - Public Right-of-Way","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-open-Issued-not-final-P/ktqv-9vft"
"FY19","Permitting Services","County Well Permits","Published","https://data.montgomerycountymd.gov/Licenses-Permits/County-Well-Permits/vddw-tec2"
"FY19","Permitting Services","Fire Alarm Permits","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Fire-Alarm-Permits/6m7h-b5eg/data"
"FY19","Permitting Services","Fire Protection Systems","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Fire-Protection-Systems-Permits/87fk-79fk/data"
"FY19","Permitting Services","Sign Permits","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Sign-Permits/piic-h4rw/data"
"FY19","Permitting Services","USE & OCCUPANCY CERTIFICATES","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Use-and-Occupancy-Certificates/2fhm-xt6p/data"
"FY19","Police Department","Police 911 CAD calls for service","Published","https://data.montgomerycountymd.gov/Public-Safety/Police-Dispatched-Incidents/98cc-bc7d"
"FY19","Procurement","Bid Tabulations","Published","https://data.montgomerycountymd.gov/Government/Bid-Tabulation-View/j9m9-iahn"
"FY19","Public Libraries","Branch Facility Services available","Published","https://data.montgomerycountymd.gov/Education/Library-Services-By-Branch/hm6s-ccep"
"FY19","Public Libraries","branch phone number","Published","https://data.montgomerycountymd.gov/Education/Library-Branch-TTY-Phone-Number/3irm-z326"
"FY19","Public Libraries","Branch TTY phone number","Published","https://data.montgomerycountymd.gov/Education/Library-Branch-TTY-Phone-Number/3irm-z326"
"FY19","Public Libraries","Building GSF","Published","https://data.montgomerycountymd.gov/Education/Library-Services-Square-Footage-by-Branch/thtr-4wj6"
"FY19","Public Libraries","Bus Stops","Published","https://data.montgomerycountymd.gov/Education/Library-Branches-near-Ride-On-Bus-Stops/4v9t-f2yh"
"FY19","Public Libraries","World Language Collection","Published","https://data.montgomerycountymd.gov/Education/Library-World-Language-Collections/655z-8enm"
"FY19","Public Libraries","closest bike share","Published","https://data.montgomerycountymd.gov/Education/Libraries-Bike-Share/7q62-2z2v"
"FY19","Public Libraries","Closest Metro Stop","Published","https://data.montgomerycountymd.gov/Education/Library-Branches-near-Metro-Stations/nd6q-hnm4"
"FY19","Technology  Enterprise Business Solutions","Golf Courses","Published","https://data.montgomerycountymd.gov/Community-Recreation/Golf-Courses/7rdp-ijaa"
"FY19","Technology  Enterprise Business Solutions","Cable Office Speed Test","Published","https://data.montgomerycountymd.gov/Consumer-Housing/Cable-Office-Speed-Test/tqbg-9hqn"
"FY19","Transportation","Pavement Condition Index (PCI)","Published","https://data.montgomerycountymd.gov/Transportation/Pavement-Condition-Index-2019/g3x8-hk6f"
