"publication_year","department","dataset_name","status","url"
"FY19","Agriculture","Farmers Markets","Published","https://data.montgomerycountymd.gov/Community-Recreation/Farmers-Markets/mkfx-p53h"
"FY19","Board of Elections","Election calendar - dates and deadlines","Published","https://data.montgomerycountymd.gov/Elections/Election-Event-Calendar/63cm-3xge/data"
"FY19","Consumer Protection","Registration database - MVR & Towing","Published","https://data.montgomerycountymd.gov/Consumer-Housing/Motor-Vehicle-Repair-and-Towing/dngn-wp3e"
"FY19","Correction and Rehabilitation","CPU Processing/Booking of Arrestees","Published","https://data.montgomerycountymd.gov/Public-Safety/Central-Processing-Unit-CPU-Processing-Booking-of-/sari-cs3z/data"
"FY19","Correction and Rehabilitation","DOCR (Department of Correction and Rehabilitation) security incidents","Published","https://data.montgomerycountymd.gov/Public-Safety/DOCR-Department-of-Correction-and-Rehabilitation-S/ynuh-wkei/data"
"FY19","County Executives Office","National Association of Counties (NACo) Achievement Awards","Published","https://data.montgomerycountymd.gov/Government/MCG-National-Association-of-Counties-NACo-Awards/ndm2-52bn/data"
"FY19","County Executives Office","Public Hearings","Published","https://data.montgomerycountymd.gov/Government/MCG-Public-Hearings/h8kg-hzqn/data"
"FY19","Emergency Management & Homeland Security","Departmental Emergency Support Function Responsibilities","Published","https://data.montgomerycountymd.gov/Public-Safety/DOCR-Department-of-Correction-and-Rehabilitation-S/ynuh-wkei/data"
"FY19","Environmental Protection","Refuse & Recycling map of service areas","Published","https://data.montgomerycountymd.gov/Environment/Solid-Waste-Refuse-and-Recycling-Areas/qz3u-2r46"
"FY19","Environmental Protection","Building Energy Benchmarking results","Published","https://data.montgomerycountymd.gov/Environment/Building-Energy-Benchmarking-Results/izzs-2bn4/data"
"FY19","Environmental Protection","Illegal Dumping","Published","https://data.montgomerycountymd.gov/Environment/Illegal-Dumping-Activity/d985-d2ak"
"FY19","Finance","Business Personal Property","Published","https://data.montgomerycountymd.gov/Finance-Tax-Property/Business-Personal-Property-Tax/enmh-wizu/data"
"FY19","General Services","Fleet - County Managed Fuel Sites","Published","https://data.montgomerycountymd.gov/Government/County-Managed-Fuel-Sites/876y-72gi/data"
"FY19","General Services","Fleet - Equipment Inventory","Published","https://data.montgomerycountymd.gov/Government/Fleet-Equipment-Inventory/93vc-wpdr/data"
"FY19","General Services","Fleet - Fuel Consumption","Published","https://data.montgomerycountymd.gov/Government/Fleet-Fuel-Consumption/xscd-kanq/data"
"FY19","General Services","Utility Usage","Published","https://data.montgomerycountymd.gov/Government/Building-Utility-Cost/rjgs-33a9/data"
"FY19","Health & Human Services","Child Welfare Services (CWS) Investigations","Published","https://data.montgomerycountymd.gov/Health-and-Human-Services/Child-Welfare-Investigations/v25e-ftht/data"
