"date_effective","department","correct_desc","order_id","contact_name","contact_phone","signed"
"2020-12-04T00:00:00.000","Finance","Executive Order to authorize the issuance of Montgomery County Maryland Economic Development Revenue Bonds (Georgetown Preparatory School), Series 2020","138-20","Lydia Lan","7-2020","Marc Elrich"
"2020-12-03T00:00:00.000","DOT","Traffic Order - Silver Spring","107-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-12-03T00:00:00.000","DGS","Public Hearing Notice for Disposition – Halpine View Real Property","142-20","Amy Donin","7-6174","Jerome Fletcher"
"2020-12-03T00:00:00.000","DOT","Traffic Order - Montgomery Village","108-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-11-30T00:00:00.000","DOT","Acceptance of  Grant of Temporary Construction Easement Neil H. Greenberger, Oak Drive Sidewalk, CIP 501908","140-20","Tara McCray","7-7862","Adriana Hochberg"
"2020-11-19T00:00:00.000","DOT","Traffic Order - Bethesda - Grubb Road","106-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-11-19T00:00:00.000","DOT","Traffic Order - Silver Spring - Grandview Avenue","105-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-11-19T00:00:00.000","DOT","Traffic Order - Germantown - Lasalle Court","104-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-11-06T00:00:00.000","DGS","Public Hearing Notice for Disposition though Long Term Lease - Portion of Former Oaks Landfill","137-20","Jerome Fletcher","7-2524","Jerome Flecher"
"2020-11-06T00:00:00.000","Other","COVID-19-Local Order Amending and Restating Order dated September 29, 2020","122-20","Lisa Austin","7-2590","Marc Elrich"
"2020-11-05T00:00:00.000","DOT","Acceptance of Grant of Temporary Easement, Tyler Scott Swaim and Devon Ann Donohue, Oak Drive Sidewalk Project, CIP 501908","136-20","Demetris Obrec","7-7258","Adriana Hochberg"
"2020-11-05T00:00:00.000","DOT","Acceptance of Grant of Temporary Easement Maria A. Malja, Oak Drive Sidewalk Project, CIP 501908","135-20","Demetris Obrec","7-7258","Adriana Hochberg"
"2020-11-04T00:00:00.000","DOT","Traffic Order - Silver Spring - Barron Street","103-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-11-02T00:00:00.000","DOT","Acceptance of Temporary Easement Agreement John H. Powers & Rosemary Johann-Liang Emory Lane Shared Use Path Project, CIP 0507596","132-20","Joshua Tracy","7-7256","Adriana Hochberg"
"2020-11-02T00:00:00.000","DOT","Acceptance of Grant of Temporary Construction Easement, Lyn M. Williams Oak Drive Sidewalk, CIP 501908","133-20","Tiara McCray","7-7257","Adriana Hochberg"
"2020-11-02T00:00:00.000","DOT","Acceptance of an Option Contract Paul B. Phillips and Barbara Vandenberg, Oak Drive Sidewalk, CIP 501908","134-20","Tiara McCray","7-7257","Adriana Hochberg"
"2020-11-02T00:00:00.000","DOT","Acceptance of Temporary easement Agreement Arturo Alfaro, Evelin Alfaro, and Giselle B. Alfaro Emory Lane Shared Use Path Project, CIP 0507596","131-20","Joshua Tracy","7-7256","Adriana Hochberg"
"2020-10-28T00:00:00.000","DOT","Acceptance of Grant of Temporary Easement Herold C. Fletcher, Jr. and Vangie Fletcher, Oak Drive Sidewalk Project, CIP 501908","130-20","Demetries Oberc","7-7258","Adriana Hochberg"
"2020-10-28T00:00:00.000","DOT","Traffic Order - Rockville","102-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-10-22T00:00:00.000","DOT","MCDOT (PA 20-20): Acceptance of a Temporary Construction Easement between Kimberly J. Goode and Barbara J. Johnson and Montgomery County, Maryland","129-20","Demetries Oberc","7-7258","Adriana Hochberg"
"2020-10-22T00:00:00.000","DOT","MCDOT (PA 15-20): Acceptance of a Temporary Construction Easement Between Brent N. Blake and Montgomery County, Maryland","128-20","Demetries Oberc","7-7258","Adriana Hochberg"
"2020-10-19T00:00:00.000","Liquor Control","Employee Solicitation","126-20","Lisa Austin","7-2590","Marc Elrich"
"2020-10-16T00:00:00.000","DOT","MCDOT-AB-773 Westbard Ave and Ridgefield Rd","127-20","Eric Willis","7-7258","Adriana Hochberg"
"2020-10-14T00:00:00.000","DOT","Traffic Order - Bethesda","101-20","Boris Calderon","7-2183","Michael L . Paylor"
"2020-10-09T00:00:00.000","DOT","MCDOT #PA 22-20: Acceptance of a Temporary Construction Easement between David Martin Speck and Marcella R. Speck and Montgomery County, Maryland","124-20","NA","NA","Adriana Hochberg"
"2020-10-09T00:00:00.000","DOT","MCDOT #PA 19-20: Acceptance of Temporary Easement Agreement from Dennis McLaughlin & Timothy P. McLaughlin","123-20","NA","NA","Adriana Hochberg"
"2020-10-09T00:00:00.000","DOT","MCDOT #PA 24-20: Acceptance of a Temporary Construction Easement between Steven C. Derrick and Montgomery County, Maryland","125-20","NA","NA","Adriana Hochberg"
"2020-10-06T00:00:00.000","DOT","Traffic Order - Silver Spring - Grandview Avenue","100-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-10-05T00:00:00.000","DOT","PA 17-20: Acceptance of Option Contract between Anthony J. Kress and Kathy M. Kress and Montgomery County, Maryland","121-20","NA","NA","Adriana Hochberg"
"2020-10-05T00:00:00.000","DOT","PA 14-20: Acceptance of Option Contract between Sean Phillip Eagan & Anna Jane Egan and Montgomery County, Maryland Clarksburg Road Culvert Replacement Project, CIP509753","120-20","NA","NA","Adriana Hochberg"
"2020-10-05T00:00:00.000","Other","Extension of MPIA Response Deadlines","119-20","Lisa Austin","7-2590","Marc Elrich"
"2020-10-01T00:00:00.000","Finance","Order to provide for the Award of Certificates of Participation, Series 2020","115-20","Lydia Lan","7-2020","Richard Madaleno"
"2020-09-29T00:00:00.000","Other","COVID-19-Local Order Amending and Restating Order dated September 22, 2020","117-20","Lisa Austin","7-2590","Marc Elrich"
"2020-09-29T00:00:00.000","DOT","Acceptance of Option Contract Clara Leticia Diaz Zimmerman, Trustee of the Clara Leticia Diaz Zimmerman Revocable Trust. White Flint West Phase 2 CIP 501506","116-20","Joshua Tracey","7-7256","Adriana Hochberg"
"2020-09-29T00:00:00.000","DOT","Acceptance of Temporary Easement Agreement Keith R Hayden & Karen D Hayden Emory Lane Shared Use Project CIP 0507596","118-20","Joshua Tracey","7-7256","Adriana Hochberg"
"2020-09-28T00:00:00.000","DOT","Traffic Order - Silver Spring - Reading Road","097-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-09-23T00:00:00.000","DGS","Disposition of County Property: Portion of Oaks Landfill","112-20","Amy Donin","7-6174","Jerome Fletcher"
"2020-09-23T00:00:00.000","Finance","Bond Order - Authorizing the issuance of Certificates of Participation, Series 2020","110-20","Lydia Lan","7-2120","Marc Elrich"
"2020-09-22T00:00:00.000","Other","COVID-19-Local Order Amending and Restating Order dated August 24, 2020","114-20","Lisa Austin","7-2190","Marc Elrich"
"2020-09-17T00:00:00.000","DOT","Acceptance of a Deed and a Temporary Construction Easement Agreement with the Board of Education of Montgomery County Oak Drive Sidewalk, CIP 501908","113-20","Demetries Oberc","7-7258","Richard Madaleno"
"2020-09-15T00:00:00.000","DOT","Acceptance of Option Contract James O. Mulvehill Oak Drive Sidewalk Project, CIP 501908","111-20","Demetries Oberc","7-7258","Adriana Hochberg"
"2020-09-15T00:00:00.000","DOT","Traffic Order - Bethesda – T.O. 60-20","096-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-24T00:00:00.000","Other","COVID-19-Local Order Amending and Restating Order dated August 5, 2020","098-20","Lisa Austin","7-2590","Marc Elrich"
"2020-08-20T00:00:00.000","DOT","Traffic Order - Bethesda","095-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-18T00:00:00.000","DOT","Public Hearing -","099-20","Joshua Tracey","7-2756","Adriana Hochberg"
"2020-08-14T00:00:00.000","DOT","Traffic Order - Germantown - Lasalle Court","092-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-14T00:00:00.000","DOT","Traffic Order - Silver Spring - Old Columbia Pike","093-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-14T00:00:00.000","DOT","Traffic Order - Silver Spring - Old Columbia Pike","094-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-05T00:00:00.000","Other","COVID-19 Local Order-Amending and Restating Order Dated June 29, 2020","087-20","Lisa Austin","7-2590","Marc Elrich"
"2020-08-03T00:00:00.000","DOT","Traffic Order - Bethesda","090-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-03T00:00:00.000","DOT","Traffic Order - Bethesda - Snug Hill Court","089-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-03T00:00:00.000","DOT","Traffic Order- Bethesda","091-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-08-03T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont","088-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-07-24T00:00:00.000","DOT","Traffic Order - Wheaton","081-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-07-24T00:00:00.000","DOT","Traffic Order - Silver Spring - Woodmoor Drive","079-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-07-24T00:00:00.000","DOT","Traffic Order - Silver Spring - Hartwell Road","080-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-07-16T00:00:00.000","Finance","Award of Consolidated Public Improvement Bonds of 2020, Series A, Consolidated Public Improvement Refunding Bonds of 2020, Series B and Consolidated Public Improvement Refunding Bonds of 2020, Series","086-20","Lydia Lan","7-2020","Marc Elrich"
"2020-07-08T00:00:00.000","Finance","Authorizing the issuance of Consolidated Public Improvement Bonds of 2020, Series A, Series B and Series C","083-20","Lydia Lan","7-2020","Marc Elrich"
"2020-07-01T00:00:00.000","DED","Montgomery County Local Workforce Development Board","132-15","Bahara Kaufmann","7-2022","Trevor Ashbarry"
"2020-06-30T00:00:00.000","DOT","Public Hearing Abandonment - Portions of Executive Boulevard and Old Georgetown Road","085-20","Heather Jeffrey","7-7168","Adriana Hochberg"
"2020-06-30T00:00:00.000","DOT","Public Hearing - Abandonment - Portions of  Executive Blvd ad Old Georgetown Road","084-20","Heather Jeffrey","7-7168","Adriana Hochberg"
"2020-06-29T00:00:00.000","DOT","Traffic Order-Rockville - Deep Spring Drive","076-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-06-29T00:00:00.000","DOT","Traffic Order-Wheaton/Glenmont - T.O. 44-20","078-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-06-29T00:00:00.000","DOT","Traffic Order-Wheaton/Glenmont - T.O. 43-20","077-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-06-22T00:00:00.000","DOT","Traffic Order-Bethesda - Holmhurst Road","075-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-06-19T00:00:00.000","Other","CEX Order -  COVID19 Local Order - Phase 2","082-20","Lisa Austin","7-2590","Marc Elrich"
"2020-06-15T00:00:00.000","DOT","Traffic Order-Rockville - T.O. 40-20","072-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-06-15T00:00:00.000","DOT","Traffic Order-Bethesda - Stardust Lane","074-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-06-15T00:00:00.000","DOT","Traffic Order - Bethesda - Winnebago Road","073-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-06-09T00:00:00.000","Other","CEX Order - Establishment of the Montgomery County Commerce Cabinet","071-20","Lisa Austin","7-2590","Marc Elrich"
"2020-06-01T00:00:00.000","Other","CEX Order COVID-19 Local Order-Phase 1","070-20","Lisa Austin","7-2590","Marc Elrich"
"2020-05-26T00:00:00.000","DGS","Public Hearing - For the Disposition of 4010 Randolph Road","069-20","Amy Donin","7-6174","Jerome Fletcher"
"2020-05-21T00:00:00.000","Other","Suspension of Legal Time Requirements – FY 2020 Business Personal Property Tax Bills","064-20","Lisa Austin","7-2590","Marc Elrich"
"2020-05-20T00:00:00.000","DOT","Traffic Order-Bethesda - Haviland Drive, Stardust Lane","061-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-05-18T00:00:00.000","Finance","Ninth Supplemental Commercial Paper Order/ 2010 Note Program","065-20","Lydia Lan","2-2020","Marc Elrich"
"2020-05-18T00:00:00.000","Finance","Tenth Supplemental Commercial Paper Order/ 2009 Note Program","066-20","Lydia Lan","7-2020","Marc Elrich"
"2020-05-15T00:00:00.000","Other","CEX Order-COVID-19 Local Order","067-20","Lisa Austin","7-2590","Marc Elrich"
"2020-05-12T00:00:00.000","DOT","Acceptance of Amended and Restated Option Contract Between 7200 Wisconsin Avenue Condominium Unit Owners' Association and JBG/ 7200 Wisconsin, L.L.C. Bethesda Bikeway & Pedestrian Facilities, CIP 5001","212-19AM","Eric Willis","7-7255","Fariba Kassiri"
"2020-05-06T00:00:00.000","DOT","Traffic Order-Bethesda - Accord Court","062-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-05-06T00:00:00.000","DOT","Traffic Order - Rockville - Tribunal Lane","059-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-05-06T00:00:00.000","DOT","Traffic Order-Bethesda - Pinkney Court","060-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-05-06T00:00:00.000","DOT","Traffic Order - Rockville - Palatine Court","058-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-29T00:00:00.000","DOT","Traffic Order - Montgomery Village - Oakmont Street","057-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-29T00:00:00.000","DOT","Traffic Order - WheatonGlenmont - Hayes Avenue, Gridley Lane","056-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-28T00:00:00.000","DOT","Traffic Order-Rockville - Overlea Drive","055-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-27T00:00:00.000","Other","Suspension of Legal Time Requirements – 2020 Annual Tax Sale","050-20","Lisa Austin","7-2590","Marc Elrich"
"2020-04-27T00:00:00.000","DOT","Option Contract from the Fairfax Community Church of God","052-20","Eric Williis","7-7255","Fariba Kassiri"
"2020-04-22T00:00:00.000","DOT","Traffic Order - Silver Spring - Locust Grove, Riley Place, Monroe Street, Warren Street, Hale Street","047-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-22T00:00:00.000","DOT","Traffic Order - Silver Spring - Hanover Street, Grace Church Road, Michigan Avenue, Lanier Drive","048-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-15T00:00:00.000","DOT","Traffic Order - Bethesda - Hampden Lane, Fairfax Road","046-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-15T00:00:00.000","DOT","Traffic Order Bethesda - Hampden Lane, Exeter Road","053-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-04T00:00:00.000","DOT","Traffic Order - Silver Spring - Osage Street","029-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-04-02T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Rosa Parks Middle School","054-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-23T00:00:00.000","Other","Suspension of Legal Time Requirements","049-20","Lisa Austin","7-2591","Marc Elrich"
"2020-03-23T00:00:00.000","DOT","Traffic Order - Bethesda - Ridge Road","041-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-23T00:00:00.000","DOT","Traffic Order - Bethesda - Wetherill Road","042-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-23T00:00:00.000","DOT","Traffic Order  - Bethesda - T.O. 29-20","044-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-23T00:00:00.000","DOT","Traffic Order - Rockville - Noble Court","043-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-21T00:00:00.000","DOT","Traffic Order - Rockville - Pier Drive","040-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-20T00:00:00.000","DOT","Acceptance of an Option Contract with the Council of Unit Owners of Esprit, a Condominium Father Hurley Blvd Culvert Repairs, CIP 509753","038-20","Demetries Oberc","7-7258","Adriana Hochberg"
"2020-03-16T00:00:00.000","DOT","Traffic Order - Silver Spring - Tahona Drive - T.O. 23-20","036-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-11T00:00:00.000","DOT","Traffic Order - Silver Spring - Tahona Drive - T.O. 17-20","035-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-10T00:00:00.000","Permitting","Street Acceptance 02-20","037-20","NA","7-6307","Adriana Hochberg"
"2020-03-05T00:00:00.000","Permitting","Fire Lane Establishment Order Mar Thoma Church of Greater Washington","026-20","Mary Lee","7-2488","Rick Merck"
"2020-03-03T00:00:00.000","Permitting","Street Acceptance","025-20","Christina Contreras","7-6307","Adriana Hochberg"
"2020-03-02T00:00:00.000","DOT","Traffic Order - Bethesda - Blaine Drive","039-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-03-02T00:00:00.000","DOT","Traffic Order - Bethesda - Kingsley Avenue","034-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-02-28T00:00:00.000","DOT","Traffic Order - Bethesda - Kenhill Road","028-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-02-26T00:00:00.000","DOT","Abandonment Portion of Kensington Boulevard in Wheaton,MD","016-20","Tiara McCray","7-7257","Adriana Hochberg"
"2020-02-26T00:00:00.000","DOT","Abandonment - Public Alley in Block 5 of the West Chevy Chase Heights Subdivision near Wisconsin Ave in Bethesda , MD","024-20","Joshua Tracy","7-7256","Adriana Hochberg"
"2020-02-26T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Nimitz Road","027-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-02-26T00:00:00.000","DOT","Traffic Order - Montgomery Village - Centerway Road","032-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-02-26T00:00:00.000","DOT","Traffic Order - Montgomery Village - Alden Avenue, S Westland Drive","033-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-02-25T00:00:00.000","Permitting","Fire Lane Establishment Order Longview School","022-20","Mary Lee","7-2488","Rick Merck"
"2020-02-25T00:00:00.000","Permitting","Fire Lane Establishment Order Gaithersburg Middle School","023-20","Mary Lee","7-2488","Rick Merck"
"2020-02-20T00:00:00.000","DOT","Acceptance of Option Contract Michael Rogewitz & Louis Brutto Snouffer School Road CIP # 501109","021-20","Joshua Tracy","7-7256","Adriana Hochberg"
"2020-02-20T00:00:00.000","DOT","Traffic Order - Silver Spring - Bradford Road","009-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-02-19T00:00:00.000","Co Attorney","11507 Georgia Ave., Wheaton, MD 20902 WMATA","020-20","Donna Sudano","7-6769","Neal Anker"
"2020-02-13T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Clavel Street, T.O. 12-20","030-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-02-13T00:00:00.000","DOT","Traffic Order - Germantown - Snowden Farm Parkway","008-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-02-13T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Clavel Street, T,O, 13-20","031-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-02-13T00:00:00.000","DOT","Traffic Order - Rockville - Seven Locks Road","007-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-02-06T00:00:00.000","DOT","Traffic Order - Germantown - Skylark Road, Newcut Road","010-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-02-05T00:00:00.000","DOT","Acceptance of Temporary Construction Easement Agreement Churchill East village Community Association, Inc. Father Hurley Blvd Culvert Repairs, CIP 509573","018-20","Demetries Oberc","7-7256","Adriana Hochberg"
"2020-02-05T00:00:00.000","DOT","Acceptance of Grant of Perpetual & Temporary Easement & Agreement Leisner Family Limited Partnership & Columbia II Burnt Mills Shopping Center, LLC US 29 BRT Improvements Project, CIP 501912","017-20","Joshua Tracy","7-7256","Adriana Hochberg"
"2020-02-03T00:00:00.000","DOT","Traffic Order - Silver Spring - Dale Drive","006-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-02-03T00:00:00.000","Permitting","Fire Lane Establishment Order Sport Honda Silver Spring","015-20","Mary Lee","7-2488","Rick Merck"
"2020-01-27T00:00:00.000","Permitting","Fire Lane Establishment Order Montgomery County Tennis plex","014-20","Mary Lee","7-2488","Rick Merck"
"2020-01-23T00:00:00.000","DOT","Traffic Order - Germantown - Poplat Creek Court","005-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-01-22T00:00:00.000","DOT","Traffic Order - Germantown - Bertie Farm Court","045-20","Joe Pospisil","7-2160","Michael L. Paylor"
"2020-01-22T00:00:00.000","DOT","Traffic Order - Bethesda - Montrose Road","004-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-01-17T00:00:00.000","Permitting","Public Hearing - Adoption of the 2018 International Building, Energy Conservation, Mechanical, Fuel-Gas, Residential, the Swimming and Spa Codes, And the International Existing Building Code","011-20","Mary Lee","7-2488","Adriana Hochberg"
"2020-01-15T00:00:00.000","Permitting","Fire Lane Establishment Order John F. Kennedy High School","012-20","Mary Lee","7-2488","Rick Merck"
"2020-01-15T00:00:00.000","Permitting","Fire Lane Establishment Order Montgomery County Airpark- 'D' Hanger","013-20","Mary Lee","7-2488","Rick Merck"
"2020-01-09T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont","002-20","Boris Calderon","7-2183","Michael L. Paylor"
"2020-01-03T00:00:00.000","DOT","Traffic Order - Bethesda - Kirby Road","001-20","Boris Calderon","7-2183","Michael L. Paylor"
"2019-12-24T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Franwall Avenue","214-19","Boris Calderon","7-2183","Dan Sanayi"
"2019-12-24T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Olney Mill Road","207-19","Joe Pospisil","7-2160","Dan Sanayi"
"2019-12-18T00:00:00.000","Permitting","Street Acceptance 03-19 Acceptance of Roads for Maintenance MCDPS Permits No..., 273256.","213-19","Christina Contreras","7-6307","Adriana Hochberg"
"2019-12-17T00:00:00.000","DOT","Traffic Order - Bethesda - Westbard Ave","218-19","Boris Calderon","7-2183","Michael L. Paylor"
"2019-12-17T00:00:00.000","DOT","Traffic Order - Bethesda - Overbrook Road","221-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-16T00:00:00.000","DOT","Administration and enforcement of town of Garrett Park's Motor Vehicles and Traffic Ordinance","192-19","Scott Reinmann","7-8746","Marc Elrich"
"2019-12-16T00:00:00.000","DOT","Traffic Order - Bethesda - Grosvenor Lane","220-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-16T00:00:00.000","DOT","Traffic Order - Silver Spring - East Schuyler Road","003-20","Boris Calderon","7-2183","Michael L. Paylor"
"2019-12-16T00:00:00.000","DOT","Traffic Order - Silver Spring - East Schuyler Road","003-20","Michael Paylor","NA","Michael L. Paylor"
"2019-12-16T00:00:00.000","DOT","Acceptance of Option Contract with JBG/ 7200 Wisconsin, L.L.C. Bethesda Bikeway & Pedestrian Facilities, CIP 500119","212-19","Eric Willis","7-7255","Adriana Hochberg"
"2019-12-16T00:00:00.000","DOT","Acceptance of Grant of Perpetual and Temporary Easements PS Atlantic Coast, LLC US 29 BRT Improvements Project, CIP 501912","211-19","Josh Tracy","7-7256","Adriana Hochberg"
"2019-12-12T00:00:00.000","Permitting","Fire Lane Establishment Order Our Lady of Perpetual Help Church","210-19","Mary Lee","7-2488","Rick Merck"
"2019-12-12T00:00:00.000","Permitting","Fire Lane Establishment Order Guru Nanak Foundation of America (GNFA)","209-19","Mary Lee","7-2488","Rick Merck"
"2019-12-11T00:00:00.000","DOT","Traffic Order - Bethesda - Westbard Ave","219-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-11T00:00:00.000","DOT","Traffic Order - Silver Spring - Gracefield Road","223-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-11T00:00:00.000","Permitting","Fire Lane Establishment Order Darcars Toyota","208-19","Mary Lee","7-2488","Rick Merck"
"2019-12-11T00:00:00.000","DOT","Traffic Order - Bethesda - Chevy Chase Drive","216-19","Boris Calderon","7-2183","Michael L. Paylor"
"2019-12-11T00:00:00.000","DOT","Traffic Order- Bethesda - Chevy Chase Lake Drive","215-19","Boris Calderon","7-2183","Michael L. Paylor"
"2019-12-11T00:00:00.000","DOT","Traffic Order - Bethesda - Chevy Chase Drive","216-19","Michael Paylor","NA","Michael L. Paylor"
"2019-12-06T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Lindell Street","206-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-06T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Bel Pre Road","203-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-05T00:00:00.000","DOT","Traffic Order - Wheaton/Glenmont - Birthday Court","204-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-04T00:00:00.000","DOT","Traffic Order - Bethesda - Rockledge Drive","217-19","Boris Calderon","7-2183","Michael L. Paylor"
"2019-12-03T00:00:00.000","DOT","Traffic Order - Bethesda - Kenhowe Avenue, Pyle Road","205-19","Joe Pospisil","7-2160","Michael L. Paylor"
"2019-12-03T00:00:00.000","DOT","Traffic Order - Rockville - Lloydminster Court","202-19","Joe Pospisil","7-2160","Michael L. Paylor"
