"publication_year","department","dataset_name","status","url"
"FY18","Agriculture","Agricultural Development Rights Transfers","Published","https://data.montgomerycountymd.gov/Finance-Tax-Property/Agriculture-Transfer-Development-Rights/ue5w-cbi4/data"
"FY18","Agriculture","Agriculture Transfer Tax collected","Published","https://data.montgomerycountymd.gov/Finance-Tax-Property/Agricultural-Transfer-Tax/wxa7-rrb8/data"
"FY18","Agriculture","Cumulative Agriculture Easement Acres","Published","https://data.montgomerycountymd.gov/Environment/Agriculture-Preservation-Programs/kfkh-qtet/data"
"FY18","Agriculture","Total Assessed Agricultural Acres","Published","https://data.montgomerycountymd.gov/Finance-Tax-Property/Agriculture-Assessed-Acreage/iw2t-fcum/data"
"FY18","Board of Elections","FY18 Early Voting Centers","Published","https://data.montgomerycountymd.gov/Elections/2018-Early-Voting-Centers/ucwu-v65d/data"
"FY18","Community Use of Public Facilities","Community Use MCPS Center Information","Published","https://data.montgomerycountymd.gov/Community-Recreation/Community-Use-MCPS-Center-Information/y636-7qmd/data"
"FY18","Consumer Protection","Registration Database - Radio,  Television & Appliance Repair and Installation","Published","https://data.montgomerycountymd.gov/Consumer-Housing/Radio-Television-Appliance-License/3a79-jpyx/data"
"FY18","County Attorney","Appeals statistics","Published","https://data.montgomerycountymd.gov/Law-Judicial/OCA-Appeals-Statistics/kv4r-zq75/data"
"FY18","Emergency Management & Homeland Security","Alert Montgomery Statistic Data","Published","https://data.montgomerycountymd.gov/Public-Safety/Alert-Montgomery-Statistics/encb-ivkj/data"
"FY18","Environmental Protection","Solid Waste Customer information","Published","https://data.montgomerycountymd.gov/Government/Solid-Waste-Bin-Service-Request/mdnv-ccfm"
"FY18","Finance","eCigarette Excise Tax","Published","https://data.montgomerycountymd.gov/Finance-Tax-Property/eCigarette-Excise-Tax/ugp2-qvgy/data"
"FY18","Health & Human Services","Food and Pool Plan Review","Published","https://data.montgomerycountymd.gov/Health-and-Human-Services/Food-and-Pool-Plan-Review/2zj7-irhh/data"
"FY18","Health & Human Services","Medical Facilities","Published","https://data.montgomerycountymd.gov/Health-and-Human-Services/Health-and-Human-Services-Facilities-List/pvb3-mgwj"
"FY18","Human Resources","MCG Open Positions (Position Dashboard,  Position Inventory)","Published","https://data.montgomerycountymd.gov/Human-Resources/MCG-Open-Positions/vds6-zrjk/data"
"FY18","Management & Budget","Grant data","Published","https://data.montgomerycountymd.gov/Finance-Tax-Property/Grants/47ut-fa4t"
"FY18","Permitting Services","Limited Master Electricians Licenses","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Limited-Master-Electrician-License/f637-ajic/data"
"FY18","Permitting Services","Bed & Breakfast Lodging Certificates","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Bed-Breakfast-Lodging-Certificates/65hb-vjny/data"
"FY18","Permitting Services","Electrical Apprentice Licenses","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Electrical-Apprentice-License/8r6t-7kf7/data"
"FY18","Permitting Services","Journeyman Electrician Licenses","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Journeyman-Electrician-License/vajy-hwge/data"
"FY18","Permitting Services","Limited Electrical Business Licenses","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Limited-Electrical-Business-License/rmjr-4zb9/data"
"FY18","Permitting Services","Master Electrician Licenses","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Master-Electrician-License/v8mn-6i2r/data"
"FY18","Police Department","Animal Services shelter information (Adoptable Pets)","Published","https://data.montgomerycountymd.gov/Public-Safety/Adoptable-Pets/e54u-qx42/data"
"FY18","Police Department","Crash - Drivers","Published","https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Drivers-Data/mmzv-x632/data"
"FY18","Police Department","Crash - Incidents","Published","https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Incidents-Data/bhju-22kf/data"
"FY18","Police Department","Crash - Non-Motorists","Published","https://data.montgomerycountymd.gov/Public-Safety/Crash-Reporting-Non-Motorists-Data/n7fk-dce5/data"
"FY18","Police Department","MCPD Bias Incidents","Published","https://data.montgomerycountymd.gov/Public-Safety/MCPD-Bias-Incidents/7bhj-887p"
"FY18","Public Libraries","Sessions on AWE Early Literacy Digital Learning stations","Published","https://data.montgomerycountymd.gov/Education/AWE-Learning-for-Chldren-Program-Attendance/49bj-pywx"
"FY18","Public Libraries","ACE GO! Kits circulation","Published","https://data.montgomerycountymd.gov/Education/ACE-Go-Kits-circulation/u66e-gxus"
"FY18","Public Libraries","All Children Excel Early Literacy Program attendance","Published","https://data.montgomerycountymd.gov/Education/All-Children-Excel-Program-Attendance/g3ks-vs5y"
"FY18","Public Libraries","All Children Excel Early Literacy Programs","Published","https://data.montgomerycountymd.gov/Education/All-Children-Excel-Program-Attendance/g3ks-vs5y"
"FY18","Public Libraries","Branch Special Lending Collections available","Published","https://data.montgomerycountymd.gov/Education/Library-Specialty-Options-Adult/vgvr-8fye"
"FY18","Public Libraries","Branch Technology  Enterprise Business Solutions available","Published","https://data.montgomerycountymd.gov/Education/Library-Technologies/9b79-c4nn"
"FY18","Public Libraries","Hours of All Children Excel Discovery Room use","Published","https://data.montgomerycountymd.gov/Education/ACE-All-Children-Excel-Early-Learning-Attendance-F/qkbe-wpfh"
"FY18","Public Libraries","Librarian visits to schools and day care centers","Published","https://data.montgomerycountymd.gov/Education/Librarian-Visits-to-Schools-and-Day-Cares/578b-zgzd"
"FY18","Recreation Department","Fall Programs","Published","https://data.montgomerycountymd.gov/Community-Recreation/Recreation-Winter-Programs/33n4-enx8/data"
"FY18","Recreation Department","Open Gym Activities Summer","Published","https://data.montgomerycountymd.gov/Community-Recreation/Recreation-Summer-Programs/bjnn-2jr5/data"
"FY18","Technology  Enterprise Business Solutions","Neighborhoods","Published","https://data.montgomerycountymd.gov/dataset/Communities-arcgis_rest_services_general_communiti/e2m9-uugw"
"FY18","Technology  Enterprise Business Solutions","2018 Polling Places","Published","https://data.montgomerycountymd.gov/Elections/Polling-Place-2018-arcgis_rest_services_elections_/df7j-dwa7"
"FY18","Technology  Enterprise Business Solutions","Geographic data: Zip Codes (Shape File)","Published","https://data.montgomerycountymd.gov/Technology/Geographic-data-Zip-Codes-Shape-File-/vz4m-d8ee"
"FY18","Technology  Enterprise Business Solutions","METRO Rail Lines","Published","https://data.montgomerycountymd.gov/Technology/Metro-Rail-Lines/6usi-66dk"
"FY18","Technology  Enterprise Business Solutions","Municipalities","Published","This dataset contains all incorporated places in Montgomery County. City/Town offices contact information is in the Address field. (https://data.montgomerycountymd.gov/Technology/Municipalities/8vf8-e8ta)"
"FY18","Technology  Enterprise Business Solutions","Fibernet building connections","Published","https://data.montgomerycountymd.gov/Technology/FiberNet-Wan-Sites/edde-26di/data"
"FY18","Technology  Enterprise Business Solutions","Zip Codes (Map Service)","Published","https://data.montgomerycountymd.gov/Technology/Zip-Codes-Map-Service-/mmib-2cgz"
"FY18","Transportation","Emergency Routes","Published","https://data.montgomerycountymd.gov/Transportation/Emergency-Routes/5pm4-k6tm"
"FY18","Transportation","Road closures during storms with the reasons for the closures and current status","Published","https://data.montgomerycountymd.gov/Transportation/Road-Closures/ui42-qq57"
