"idhighwayl","route","direction","poletype","lightprese","sideofroad","image","date","elevation","latitude","longitude","geolocation"
"5491-14748","Monitor Ave","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B419T6600/000000000070/000000552168.jpg","20131104","45.6","30.40896427","-90.99301025","(30.40896427, -90.99301025)"
"5491-23939","Sholar Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139A0WFAK00/000000000101/000000416162.jpg","20130910","45.70500000000001","30.41654037","-91.10464165000001","(30.41654037, -91.10464165)"
"5491-11438","Gabriel Oaks Dr","6","Metal","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137E0TEBX00/000000004028/000000128101.jpg","20130714","27.903","30.37773807","-91.19366614000001","(30.37773807, -91.19366614)"
"5491-9678","Honey Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137T13ELC00/000000000047/000000068004.jpg","20130729","35.534","30.36646913","-91.07223310000001","(30.36646913, -91.0722331)"
"5491-3240","Cedarcrest Ave","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ForwardRight/139F0RF3120/000000000132/000001368086.jpg","20130915","2.715","30.41712223","-91.06788946","(30.41712223, -91.06788946)"
"5491-6760","Darius Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BT12T2C00/000000000245/000000072134.jpg","20131129","54.304","30.43535234","-91.06229077","(30.43535234, -91.06229077)"
"5491-18436","Ponderosa Dr","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B80YTAR00/000000000295/000000548214.jpg","20131108","47.765","30.4572558","-91.02720742","(30.4572558, -91.02720742)"
"5491-5800","College Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CD0ST8200/000000000074/000000180084.jpg","20131213","35.87900000000001","30.42460773","-91.13876338","(30.42460773, -91.13876338)"
"5491-2213","Banyanwood Ave","6","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AQ0PTS800/000000000034/000000308079.jpg","20131026","35.718","30.43735891","-91.01568858","(30.43735891, -91.01568858)"
"5491-26911","White Chapel Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13960RF6000/000000000055/000000160174.jpg","20130906","55.77","30.36342492","-91.08224104","(30.36342492, -91.08224104)"
"5491-20471","Redwood Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141G18TOV00/000000000013/000000124159.jpg","20140116","62.07","30.48181494","-91.08240956","(30.48181494, -91.08240956)"
"5491-27783","Woodchase Blvd","5","Metal","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13830QEVH00/000000000043/000000192150.jpg","20130803","33.81200000000001","30.4086145","-91.13402736000001","(30.4086145, -91.13402736)"
"5491-21350","Richland Ave","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ForwardRight/13BE0UTWZ20/000000000024/000000628057.jpg","20131114","63.81800000000001","30.43630327","-91.14821684","(30.43630327, -91.14821684)"
"5491-23729","S Choctaw Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CG19TO000/000002000169/000003792128.jpg","20131216","58.32","30.47230458","-91.05927683","(30.47230458, -91.05927683)"
"5491-2596","Bea Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139E1DFE000/000000000079/000000148152.jpg","20130914","51.246","30.41102518","-91.07050765","(30.41102518, -91.07050765)"
"5491-6361","Dahlia St","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13830VE3W00/000000000046/000000264136.jpg","20130803","32.686","30.40113879","-91.13062669999999","(30.40113879, -91.1306267)"
"5491-11220","Hennessy Blvd","6","Metal","Unknown","Median","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138414E3500/000000000048/000000372122.jpg","20130804","30.918","30.4027422","-91.10789412","(30.4027422, -91.10789412)"
"5491-1110","Boone Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137N11EWV00/000000000069/000001840058.jpg","20130723","35.377","30.37532342","-91.11486738000001","(30.37532342, -91.11486738)"
"5491-26017","Valcour Aime Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137E0SEBQ00/000000000071/000000120204.jpg","20130714","25.911","30.38600123","-91.19310819","(30.38600123, -91.19310819)"
"5491-5012","Carriagewood Estates Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AH13TR000/000000000204/000000240013.jpg","20131017","34.698","30.37329765","-90.98312670999999","(30.37329765, -90.98312671)"
"5491-4656","Commerce Cir","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CD0MTXK00/000000000114/000000124156.jpg","20131213","56.239","30.42987456","-91.11801852000001","(30.42987456, -91.11801852)"
"5491-22955","Sharlane Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139C0QFGM00/000000000064/000000120194.jpg","20130912","33.421","30.40436554","-91.08853173","(30.40436554, -91.08853173)"
"5491-20201","Richards Dr","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC0UTSG00/000000000016/000000392011.jpg","20131212","40.429","30.42054196","-91.11125646000001","(30.42054196, -91.11125646)"
"5491-5646","Chevalier Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AM0WT6Q00/000000004058/000000064064.jpg","20131022","34.192","30.35914293","-90.96104359","(30.35914293, -90.96104359)"
"5491-22981","Sheringham Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137N0UEE300/000000000171/000000140131.jpg","20130723","39.363","30.39116819","-91.12982513999999","(30.39116819, -91.12982514)"
"5491-27017","Woodstock Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC0UTJ800/000000000068/000000464054.jpg","20131212","55.928","30.42668535","-91.11906098","(30.42668535, -91.11906098)"
"5491-23054","Sheraton Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BS0TT0800/000000000140/000000548207.jpg","20131128","49.396","30.44710996","-91.05319480999999","(30.44710996, -91.05319481)"
"5491-9804","Greenchase Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137D17E6200/000000000147/000000168062.jpg","20130713","23.375","30.34813774","-91.12098541","(30.34813774, -91.12098541)"
"5491-8350","Elmcrest Dr","5","Metal","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13830XEPJ00/000000000044/000000144100.jpg","20130803","44.50400000000001","30.39909423","-91.13641735","(30.39909423, -91.13641735)"
"5491-6278","Double Tree Ct","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B50TTSQ00/000000000032/000000252020.jpg","20131105","44.862","30.39287326","-90.97375905","(30.39287326, -90.97375905)"
"5491-23725","Stanford Ave","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ForwardRight/137K0QEXX20/000000000075/000000596071.jpg","20130720","41.463","30.4040369","-91.16750842","(30.4040369, -91.16750842)"
"5491-9719","George O'neal Rd","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B516TC300/000000000124/000001456148.jpg","20131105","45.045","30.41481658","-90.99800224000001","(30.41481658, -90.99800224)"
"5491-27492","W Tams Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141E1AT0X00/000000004029/000000416038.jpg","20140114","54.20200000000001","30.46851817","-91.08032898","(30.46851817, -91.08032898)"
"5491-10739","Green Willow Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AL13T9D00/000000000278/000000168159.jpg","20131021","31.338","30.36487192","-90.98285911000001","(30.36487192, -90.98285911)"
"5491-3486","Castle Kirk Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138A1EE3E00/000000000110/000000136004.jpg","20130810","46.538","30.38621452","-91.11602628","(30.38621452, -91.11602628)"
"5491-26872","Woodland Trail","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AS18TZN00/000000000220/000000244212.jpg","20131028","43.411","30.39838603","-91.01026604000001","(30.39838603, -91.01026604)"
"5491-16733","Newcastle Ave","6","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AI11T4E00/000000000105/000000944072.jpg","20131018","45.62300000000001","30.42038283","-91.05121099","(30.42038283, -91.05121099)"
"5491-9829","Green Trails Blvd","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AV0VT7A00/000000000125/000000500274.jpg","20131031","36.69900000000001","30.39321467","-91.01256059000001","(30.39321467, -91.01256059)"
"5491-5218","Carnforth Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ForwardRight/13960UFXR20/000000000001/000000116194.jpg","20130906","37.683","30.36654612","-91.08037947","(30.36654612, -91.08037947)"
"5491-12542","Jim Taylor Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137H0UEEG00/000000004023/000000016053.jpg","20130717","30.629","30.3919807","-91.18345149","(30.3919807, -91.18345149)"
"5491-24738","S Woodhaven Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BT0WT4000/000000000222/000000200184.jpg","20131129","53.533","30.44187161","-91.07387076000001","(30.44187161, -91.07387076)"
"5491-6129","Dvwy","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AF0TTNJ00/000000000058/000000088046.jpg","20131015","32.805","30.38069803","-91.04250106000001","(30.38069803, -91.04250106)"
"5491-27253","Ymca Plaza Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13960VFCS00/000000000119/000000316165.jpg","20130906","33.99500000000001","30.37284819","-91.07635293","(30.37284819, -91.07635293)"
"5491-23787","S Choctaw Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CG19TO000/000002000169/000002404051.jpg","20131216","56.69900000000001","30.47168685","-91.08253522","(30.47168685, -91.08253522)"
"5491-391","Avondale Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC18T1J00/000000000051/000000408145.jpg","20131212","56.18","30.43496336","-91.13943799000001","(30.43496336, -91.13943799)"
"5491-22306","Staring Ln","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138919EOO00/000000000222/000001360146.jpg","20130809","30.557","30.38537975","-91.11246351","(30.38537975, -91.11246351)"
"5491-15488","Masterson Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13990SFXV00/000000000003/000000244173.jpg","20130909","44.839","30.35964694","-91.08378943","(30.35964694, -91.08378943)"
"5491-4413","Chanadia Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138V1AFC300/000000004048/000000048111.jpg","20130831","42.076","30.37790549","-91.10366089999999","(30.37790549, -91.1036609)"
"5491-27760","Wimbledon Ave","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138R10FP100/000000000056/000000356218.jpg","20130827","35.761","30.37834186","-91.08825176000001","(30.37834186, -91.08825176)"
"5491-6784","Dove Hollow Dr","5","Metal","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC0XTN400/000000000008/000000088136.jpg","20131212","49.753","30.43059009","-91.1063858","(30.43059009, -91.1063858)"
"5491-19145","President Dr","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AQ12TNO00/000000000110/000000184153.jpg","20131026","31.4","30.38383908","-91.01520229000001","(30.38383908, -91.01520229)"
"5491-10794","General Mouton Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137D11EZA00/000000000052/000000196009.jpg","20130713","24.622","30.34825631","-91.12738888","(30.34825631, -91.12738888)"
"5491-21997","S Laurel Creek Ct","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AP1AT4000/000000000139/000000080122.jpg","20131025","47.749","30.40474016","-91.03262529","(30.40474016, -91.03262529)"
"5491-20756","Rodney Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13831HE4A00/000000000054/000000136021.jpg","20130803","39.589","30.38972961","-91.12277397","(30.38972961, -91.12277397)"
"5491-21126","Rosemont Dr","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC18THU00/000000004085/000000180035.jpg","20131212","54.71700000000001","30.43556692","-91.13819157","(30.43556692, -91.13819157)"
"5491-3120","Corporate Blvd","5","Concrete","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B811TMK00/000000000106/000000244114.jpg","20131108","40.675","30.42490933","-91.13482045000001","(30.42490933, -91.13482045)"
"5491-10060","Highland Rd","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137A0MEJ100/000004000262/000005380017.jpg","20130710","49.33","30.39195502","-91.15719239000001","(30.39195502, -91.15719239)"
"5491-22144","S Tinley Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BS13TDE00/000000000134/000000232145.jpg","20131128","51.535","30.44897216","-91.06041331","(30.44897216, -91.06041331)"
"5491-2474","Boone Ave","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137L0QE4C00/000000000167/000000136107.jpg","20130721","43.369","30.39433623","-91.1512742","(30.39433623, -91.1512742)"
"5491-14992","Morning Glory Ave","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13820SEOQ00/000000000081/000000060025.jpg","20130802","25.252","30.42088957","-91.16549491000001","(30.42088957, -91.16549491)"
"5491-2831","Basin Cir","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138C14E4G00/000000000117/000000120104.jpg","20130812","22.923","30.36885523","-91.06416329","(30.36885523, -91.06416329)"
"5491-261","Alvin Dark Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137H0TEFP00/000000000036/000000104161.jpg","20130717","28.953","30.389072","-91.18189328","(30.389072, -91.18189328)"
"5491-1130","Broussard St","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BE0WTYR00/000000000044/000000288039.jpg","20131114","63.12300000000001","30.43632581","-91.14587429","(30.43632581, -91.14587429)"
"5491-11918","Kenilworth Pkwy","5","Metal","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137N1EEAR00/000000000056/000001968266.jpg","20130723","28.828","30.39867471","-91.11785704","(30.39867471, -91.11785704)"
"5491-15318","Michel Delving Rd","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137T18EY300/000000000024/000000120107.jpg","20130729","35.741","30.36083143","-91.0679533","(30.36083143, -91.0679533)"
"5491-26069","Tallwood Dr","6","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BA16TC200/000000000003/000000312131.jpg","20131110","46.663","30.44713226","-91.02704326999999","(30.44713226, -91.02704327)"
"5491-25232","Twelve Oaks Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137E0YE4W00/000000000006/000000084032.jpg","20130714","29.189","30.37836181","-91.20899313","(30.37836181, -91.20899313)"
"5491-7322","E Airport Ave","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13C50WTQ100/000000000115/000000376004.jpg","20131205","60.22900000000001","30.44723276","-91.1021253","(30.44723276, -91.1021253)"
"5491-10201","Glenmore Ave","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BE0STUZ00/000000000173/000000244028.jpg","20131114","64.173","30.44171716","-91.14656872000001","(30.44171716, -91.14656872)"
"5491-5445","College Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC0YTPN00/000000000092/000000208099.jpg","20131212","38.444","30.41838586","-91.14183934","(30.41838586, -91.14183934)"
"5491-21608","W Fairview Dr","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BA1AT5F00/000000000188/000000284035.jpg","20131110","49.117","30.44134248","-91.03247311","(30.44134248, -91.03247311)"
"5491-13682","Lake Forest Park Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B40PTXU00/000000000084/000000272085.jpg","20131104","43.93","30.43278126","-91.02984026999999","(30.43278126, -91.02984027)"
"5491-24906","Sandy Ridge Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AT17T9Q00/000000000053/000000152149.jpg","20131029","46.817","30.40702218","-91.02822981","(30.40702218, -91.02822981)"
"5491-10577","Ginger Place Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AM0RTWK00/000000000122/000000456228.jpg","20131022","35.052","30.35548751","-90.97577649","(30.35548751, -90.97577649)"
"5491-26972","Woodstock Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC0STU200/000000004089/000000496002.jpg","20131212","56.492","30.42913725","-91.11308622","(30.42913725, -91.11308622)"
"5491-1205","Bawell St","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CD0RTPF00/000000000100/000000272241.jpg","20131213","42.713","30.42764059","-91.14057056999999","(30.42764059, -91.14057057)"
"5491-20043","Primrose St","5","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13820TE0B00/000000000035/000000084127.jpg","20130802","37.716","30.4149412","-91.15651086","(30.4149412, -91.15651086)"
"5491-12551","Jim Taylor Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137H0UEEG00/000000004023/000000208130.jpg","20130717","30.541","30.3915981","-91.18023565999999","(30.3915981, -91.18023566)"
"5491-8266","Forsythia Ave","5","Metal","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13830VEGK00/000000000027/000000280078.jpg","20130803","27.873","30.40523433","-91.13075986","(30.40523433, -91.13075986)"
"5491-25094","Sugar Ln","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138R0TFSH00/000000000011/000000072092.jpg","20130827","41.19","30.37522242","-91.08688012","(30.37522242, -91.08688012)"
"5491-23928","Santa Maria Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AK0RT9A00/000000004058/000000552130.jpg","20131020","24.251","30.3388863","-91.00298938","(30.3388863, -91.00298938)"
"5491-11973","Keed Ave","5","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CB0PTLR00/000000000157/000000400027.jpg","20131211","56.722","30.44004739","-91.11746631","(30.44004739, -91.11746631)"
"5491-7875","Forest Creek Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AR0VTTL00/000000000232/000000104073.jpg","20131027","31.676","30.39051838","-91.01620017000001","(30.39051838, -91.01620017)"
"5491-15149","Medical Center Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139D0YFNF00/000000000027/000000020099.jpg","20130913","47.64","30.43966675","-91.00712366000001","(30.43966675, -91.00712366)"
"5491-18620","Profit Ave","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AQ0ZTJ700/000000000108/000000232210.jpg","20131026","31.581","30.38585818","-91.01574594","(30.38585818, -91.01574594)"
"5491-27476","Waterleaf Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AM15TSH00/000000000036/000000172051.jpg","20131022","33.72","30.36707515","-91.00021864999999","(30.36707515, -91.00021865)"
"5491-11541","Hidden Ridge Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ForwardRight/13AQ0TTLC20/000000000039/000000064115.jpg","20131026","48.329","30.39764356","-91.03867245000001","(30.39764356, -91.03867245)"
"5491-19063","Patton Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AQ0QTPV00/000000000160/000000272079.jpg","20131026","38.936","30.43410616","-91.00327901999999","(30.43410616, -91.00327902)"
"5491-12851","Industriplex Blvd","5","Metal","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139H0SFDU00/000000000101/000001428210.jpg","20130917","26.919","30.39001141","-91.06344189000001","(30.39001141, -91.06344189000001)"
"5491-25349","Tara Blvd","5","Metal","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13C50STUW00/000000000124/000000148074.jpg","20131205","43.31","30.43237682","-91.0913061","(30.43237682, -91.0913061)"
"5491-26541","W Chanadia Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13950UFOE00/000000000098/000000100058.jpg","20130905","54.304","30.38234734","-91.11053243000001","(30.38234734, -91.11053243)"
"5491-16508","North Blvd","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BD0VTQO00/000002000149/000002364146.jpg","20131113","59.999","30.44755365","-91.17762738","(30.44755365, -91.17762738)"
"5491-27158","Wildlife Way Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B50STEO00/000000000083/000000384167.jpg","20131105","43.139","30.39590257","-90.97814811000001","(30.39590257, -90.97814811)"
"5491-26300","Timber Grove Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AI1ATP600/000000000067/000000100078.jpg","20131018","43.241","30.42015841","-90.99865841","(30.42015841, -90.99865841)"
"5491-23892","S Columbine St","6","Metal","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13830XEUB00/000000000161/000000552047.jpg","20130803","38.267","30.40431305","-91.13392238","(30.40431305, -91.13392238)"
"5491-17928","N Holly St","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B80ZT5H00/000000000001/000000016145.jpg","20131108","29.826","30.46291211","-91.02494345","(30.46291211, -91.02494345)"
"5491-27843","Westdale Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC19T6200/000000000150/000000340141.jpg","20131212","58.244","30.43599233","-91.13708649","(30.43599233, -91.13708649)"
"5491-7975","Fulwar Skipwith Rd","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13970SFWG00/000000000036/000000100112.jpg","20130907","40.137","30.34892974","-91.05342254","(30.34892974, -91.05342254)"
"5491-14979","Mc Connell Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC0UT4Q00/000000004016/000000064088.jpg","20131212","54.615","30.42864491","-91.11296831","(30.42864491, -91.11296831)"
"5491-28360","White Tail Ct","6","Metal","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B31CTF500/000000000176/000000088101.jpg","20131103","43.81800000000001","30.4120108","-91.01249344999999","(30.4120108, -91.01249345)"
"5491-12463","Knollwood Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137M0PELT00/000000004038/000000112107.jpg","20130722","28.969","30.40534561","-91.14438738","(30.40534561, -91.14438738)"
"5491-25721","Vignes Lake Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AM0QTVV00/000000000086/000000032156.jpg","20131022","32.762","30.35843412","-90.98110011999999","(30.35843412, -90.98110012)"
"5491-12395","Joyce Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141G13TQC00/000000000070/000000268082.jpg","20140116","60.012","30.47876942","-91.09588132","(30.47876942, -91.09588132)"
"5491-21418","Stanford Ave","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137K1GET600/000000000015/000000356018.jpg","20130720","45.124","30.40538476","-91.16614309000001","(30.40538476, -91.16614309)"
"5491-1618","Browning Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BU0OT2J00/000000000182/000000468144.jpg","20131130","52.572","30.44102329","-91.07290544","(30.44102329, -91.07290544)"
"5491-14212","Lake Sherwood Ave N","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139H1BFUX00/000000000022/000000528215.jpg","20130917","50.908","30.41668577","-91.04764061","(30.41668577, -91.04764061)"
"5491-13370","Lost Oak Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B50YTK200/000000000196/000000524023.jpg","20131105","45.236","30.40540871","-90.9770771","(30.40540871, -90.9770771)"
"5491-27363","Wooddale Blvd","6","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CG0ST9500/000000000084/000001284334.jpg","20131216","56.846","30.45889273","-91.10900226","(30.45889273, -91.10900226)"
"5491-27921","W St Jean Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ForwardRight/13AI17TK220/000000000131/000000388049.jpg","20131018","41.476","30.42648474","-91.00448023","(30.42648474, -91.00448023)"
"5491-28041","Willow Bay Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ForwardRight/139C10FBU20/000000000021/000000244034.jpg","20130912","51.003","30.41431635","-91.07855634000001","(30.41431635, -91.07855634)"
"5491-14360","Lake Ridge Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AH0QTGI00/000000004016/000000024079.jpg","20131017","24.845","30.36734012","-91.0340875","(30.36734012, -91.0340875)"
"5491-11808","Jones Creek Rd","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B30TTY900/000000000033/000000484308.jpg","20131103","45.83600000000001","30.4207743","-91.0140067","(30.4207743, -91.0140067)"
"5491-22739","Springtree Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ForwardRight/13790TE6F20/000000000005/000000076067.jpg","20130709","21.735","30.34006135","-91.11473327","(30.34006135, -91.11473327)"
"5491-8050","Ferrell Ave","5","Concrete","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AO19TU700/000000000011/000000352005.jpg","20131024","41.256","30.40248948","-91.01526153","(30.40248948, -91.01526153)"
