"objectid","type","subtype","start_date","end_date","description","severity","street","direction","from_cross_street","end_cross_street","recurring","major_event","full_closure","route","alt_route","sidewalk","agency","city","contact"
"14722","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-09T09:00:00.000","2022-06-06T14:00:00.000","Installation of new turning lane into new apartment complex The Bend at Bluebonnet","MINOR","Springcrest Dr","WEST","Bluebonnet Blvd","Springlake Dr","Daily","Springcrest Dr","Partial","Springcrest Dr",,,"DPW","Baton Rouge","Patriot Industries"
"16006","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-09T09:00:00.000","2022-06-15T21:00:00.000",,"MINOR","Springcrest Dr","WEST","Springlake Dr","Bluebonnet Blvd","Daily","Springcrest Dr","Partial","Springcrest Dr",,,"DPW","Baton Rouge","Patriot Industries"
"16656","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-09T07:00:00.000","2022-05-13T19:00:00.000","Pavement Restoration","MINOR","N Acadian Thruway","BOTH","Erie St","Ontario St","Daily","N Acadian Thruway","Full","N Acadian Thruway","Plank Rd via Huron or via Ella St back to Acadian",,"DPW","Baton Rouge","Allen & Leblanc"
"16652","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-09T07:00:00.000","2022-05-13T19:00:00.000","Pavement Restoration","MINOR","Millerville Rd","NORTH","Weldwood Dr","Sweet Gum Ave","Daily","Millerville Rd","Partial","Millerville Rd","Westside NB Lane",,"DPW","Baton Rouge","Allen & Leblanc"
"16653","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-09T07:00:00.000","2022-05-13T19:00:00.000","Pavement restoration","MINOR","Myrtle Walk","BOTH","S 16th St","S 17th St","Daily","Myrtle Walk","Full","Myrtle Walk","North on S 16th or West on Lehmann St",,"DPW","Baton Rouge","Allen & Leblanc"
"16654","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-09T07:00:00.000","2022-05-13T19:00:00.000","Pavement Restoration","MINOR","Bedford Dr","BOTH","North Blvd","Wilshire Dr","Daily","Bedford Dr","Full","Bedford Dr","Beverly Dr or Hearthstone Dr",,"DPW","Baton Rouge","Allen & Leblanc"
"16655","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-09T07:00:00.000","2022-05-13T19:00:00.000","Perform annual sewer repair and pavement restoration","MINOR","Huron St","BOTH","N Acadian Thruway","Plank Rd","Daily","Huron St","Full","Huron St","Erie St or Midway Ave",,"DPW","Baton Rouge","Allen & Leblanc"
"16645","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-05T10:30:00.000","2022-05-06T18:00:00.000","Emergency Point Repair/Asphalt Restoration","MINOR","Prescott Rd","BOTH","Plank Rd","Accardo St","Daily","Prescott Rd","Full","Prescott Rd","Linden St",,"DPW","Baton Rouge","WWC DPW"
"16324","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-05T08:00:00.000","2022-07-05T17:00:00.000","Waiting period for camera view for completion of new public sewer extension, Cypress at Gardere Assisted Living Project","MINOR","Governor Dr","EAST","Gardere Ln","Bayou Fountain Ave","Daily","Governor Dr","Partial","Governor Dr",,,"DPW","Baton Rouge","Milton  Womack Inc."
"16651","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-05T08:00:00.000","2022-05-06T18:00:00.000","Emergency Point Repair/Concrete Restoration","MINOR","Silo Dr","BOTH","Settler's Circle","Dead End","Daily","Silo Dr","Full","Silo Dr",,,"DPW","Baton Rouge","WWC DPW"
"16650","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-05T08:00:00.000","2022-05-06T18:00:00.000","Emergency Point Repair/Concrete Restoration","MINOR","Jim Taylor Dr","EAST","Alvin Dark Ave","Earl Gros Ave","Daily","Jim Taylor Dr","Partial","Jim Taylor Dr","Alvin Dark Ave",,"DPW","Baton Rouge","WWC DPW"
"16646","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-05T07:00:00.000","2022-05-06T18:00:00.000","Emergency Point Repair/Concrete Restoration","MINOR","Boreas Dr","BOTH","Old Hammond Hwy","Lily Ave","Daily","Boreas Dr","Full","Boreas Dr","Shady Glen Dr-Shadybrook Dr-Lily Ave",,"DPW","Baton Rouge","WWC DPW"
"12802","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-05T07:00:00.000","2022-05-05T14:30:00.000","North Maintenance Drainage","MINOR","Peairs Rd.","WEST","Reames Rd.","Chaney Rd.",,,"Partial","Peairs Rd.",,"false","DPW","Zachary","DPW North Maintenance"
"16647","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-05T07:00:00.000","2022-05-06T18:00:00.000","Emergency Point Repair/Restoration","MINOR","S Bolivar Dr","BOTH","Fountainbleau Dr","E Bolivar Dr","Daily","S Bolivar Dr","Full","S Bolivar Dr","S Chalfont Dr",,"DPW","Baton Rouge","WWC DPW"
"16648","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-05T07:00:00.000","2022-05-05T18:00:00.000","Emergency Point Repair/Asphalt Restoration","MINOR","Lee Dr","BOTH","Sweetbriar St","Palm St","Daily","Lee Dr","Full","Lee Dr","Palm St",,"DPW","Baton Rouge","WWC DPW"
"16649","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-05T07:00:00.000","2022-05-06T18:00:00.000","Emergency Point Repair/Asphalt Restoration","MINOR","North St","BOTH","N 17th St","N 18th St","Daily","North St","Full","North St","N 17th St",,"DPW","Baton Rouge","WWC DPW"
"13773","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-04T07:30:00.000","2022-05-04T14:00:00.000",,"MINOR","Peairs Rd","EAST","Carson Ln","Private Drive","Daily","Peairs Rd","Partial","Peairs Rd",,,"DPW","Baton Rouge","C/P North Maintenance"
"13774","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-04T07:00:00.000","2022-05-04T18:00:00.000","Emergency Manhole Repair","MINOR","Fuqua St","EAST","18th St","19th St","Daily","Fuqua St","Partial","Fuqua St",,,"DPW","Baton Rouge","WWC DPW"
"14723","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-03T09:00:00.000","2022-05-03T17:00:00.000","Storm Drain Repair","MINOR","Breckinridge Ave","BOTH","Greenwell St","Greenwell St","Daily","Breckinridge Ave","Full","Breckinridge Ave",,,"DPW","Baton Rouge","WWC DPW"
"14725","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-03T07:30:00.000","2022-05-04T17:00:00.000","Sewer repair 12-042 supplemental","MINOR","Highland Park Dr","BOTH","Highland park Dr","Highland Park Dr","Daily","Highland Park Dr","Full","Highland Park Dr",,,"DPW","Baton Rouge","Grady Crawford"
"14726","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-05-03T07:30:00.000","2022-05-03T17:00:00.000","Restoration-Sewer Repair 8-007 Supplemental","MINOR","Vienna Ave","SOUTH","Macedonia Ave","Madeira Ave","Daily","Vienna Ave","Partial","Vienna Ave",,,"DPW","Baton Rouge","Grady Crawford"
"14727","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-03T07:00:00.000","2022-05-06T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Huron St","BOTH","Plank Rd","Acadian Thwy","Daily","Huron St","Full","Huron St","Erie St or Midway Ave",,"DPW","Baton Rouge","Allen & Leblanc"
"14729","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-02T07:00:00.000","2022-05-06T19:00:00.000","Perform Sewer repair and pavement restoration","MINOR","Myrtle Walk","BOTH","16th St","17th St","Daily","Myrtle Walk","Full","Myrtle Walk","North on S 16th or West on Lehmann St",,"DPW","Baton Rouge","Allen & Leblanc"
"14728","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-02T07:00:00.000","2022-05-06T19:00:00.000","Pavement restoration","MINOR","Progress St","BOTH","Slate St","Bond St","Daily","Progress St","Full","Progress St","N 30th St or N 31st St",,"DPW","Baton Rouge","Allen & Leblanc"
"13453","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-05-01T00:00:00.000","2022-09-01T00:00:00.000","Regular dumpster storage and parking lot under renovation","MINOR","Convention St","BOTH","3rd St","4th St","Daily","Convention St","Full","Convention St",,,"DPW","Baton Rouge","Boudreaux and Thibodeauxs"
"12801","OTHER","ROAD_CLOSED_HAZARD","2022-04-29T12:00:00.000","2022-04-29T21:00:00.000","Live After Five","HEAVY","North Blvd","BOTH","Lafayette St","3rd St","Yes","www.downtownbr.org","Full","NA","Florida Street","false","DPW","Baton Rouge","NA"
"14731","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-29T07:30:00.000","2022-04-29T17:00:00.000","Restoration of sewer repair 19-043 supplemental","MINOR","Beechwood Dr","BOTH","Denham St","Greenwell St","Daily","Beechwood Dr","Full","Beechwood Dr","Denham St or Greenwell St to Dutton Ave",,"DPW","Baton Rouge","Grady Crawford"
"14730","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-28T14:30:00.000","2022-04-28T18:00:00.000","Emergency Point Repair/Restoration","MINOR","Geronimo St","BOTH","Mohican St","Winnebago St","Daily","Geronimo St","Full","Geronimo St","Alliquippa St",,"DPW","Baton Rouge","WWC DPW"
"15041","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-28T08:30:00.000","2022-04-28T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","Kingcrest Pkwy","BOTH","Glouster Rd","Devon Rd","Daily","Kingcrest Pkwy","Full","Kingcrest Pkwy","Devon Rd- Rainford Rd-Emerald Rd",,"DPW","Baton Rouge","WWC DPW"
"15042","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-28T08:00:00.000","2022-04-30T18:00:00.000","Emergency Point Repair/ Concrete Restoration","MINOR","Scotland Ave","BOTH","Heron St","Kildeer St","Daily","Scotland Ave","Partial","Scotland Ave",,,"DPW","Baton Rouge","WWC DPW"
"15043","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-28T08:00:00.000","2022-04-29T17:00:00.000","Sewer Point Repair 12-028 Supplemental","MINOR","Convention St","BOTH","15th St","St Vincent De Paul","Daily","Convention St","Full","Convention St","17th St to Florida St",,"DPW","Baton Rouge","Grady Crawford"
"15044","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-27T09:30:00.000","2022-04-28T17:00:00.000","Sewer Point Repair 12-041 Supplemental","MINOR","Lula Ave","BOTH","25th St","26th St","Daily","Lula Ave","Full","Lula Ave","25th st or 26th st to Jefferson Ave",,"DPW","Baton Rouge","Grady Crawford"
"15049","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-27T07:00:00.000","2022-05-03T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Huron St","BOTH","N Acadian Thwy","Plank Rd","Daily","Huron St","Full","Huron St","Erie St or Midway Ave",,"DPW","Baton Rouge","Allen & Leblanc"
"15048","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-27T07:00:00.000","2022-05-03T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Shada Ave","BOTH","Scenic Hwy","Barksdale St","Daily","Shada Ave","Full","Shada Ave","E Mason Ave or barksdale /Casper St",,"DPW","Baton Rouge","Allen & Leblanc"
"15047","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-27T07:00:00.000","2022-04-27T18:00:00.000","Emergency Manhole Repair","MINOR","Coursey Blvd","WEST","Lake Sherwood Ave E","Lake Lawrence Dr","Daily","Coursey Blvd","Partial","Coursey Blvd",,,"DPW","Baton Rouge","WWC DPW"
"15051","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-27T07:00:00.000","2022-05-03T19:00:00.000","Perform annual sewer repair/ Digging sewer repair and pavement restoration","MINOR","Bedford Dr","BOTH","North Blvd","Wilshire Dr","Daily","Bedford Dr","Full","Bedford Dr","Beverly Dr or Hearthstone Dr",,"DPW","Baton Rouge","Allen & Leblanc"
"15053","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-27T07:00:00.000","2022-04-29T19:00:00.000","Pavement Restoration","MINOR","Progress St","BOTH","Bond St","Slate St","Daily","Progress St","Full","Progress St","30th St or 31st St",,"DPW","Baton Rouge","Allen & Leblanc"
"15052","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-27T07:00:00.000","2022-05-03T19:00:00.000","Pavement restoration","MINOR","Millerville Rd","NORTH","Weldwood Dr","Sweet Gum Ave","Daily","Millerville Rd","Partial","Millerville Rd","Westside NB Lane",,"DPW","Baton Rouge","Allen & Leblanc"
"12491","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T12:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","6th St.","BOTH","Florida St.","North Blvd.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"12490","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T12:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","Convention St.","BOTH","5th St.","7th St.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"15046","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-26T10:00:00.000","2022-04-29T18:00:00.000","Emergency Point Repair/ Concrete Restoration","MINOR","Evangeline St","EAST","Wildwood Pkwy","Lemonwood Dr","Daily","Evangeline St","Partial","Evangeline St",,,"DPW","Baton Rouge","WWC DPW"
"12484","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T07:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","America St.","BOTH","Saint Charles St.","Napoleon St.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"15045","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-26T07:00:00.000","2022-05-04T18:00:00.000","Roadway concrete panel replacement","MINOR","Florline Blvd","BOTH","Cortana Pl","Airline Hwy","Daily","Florline Blvd","Full","Florline Blvd","Centerway Blvd",,"DPW","Baton Rouge","RJ Daigle and Sons"
"12481","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T07:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","North Blvd.","BOTH","4TH St.","Saint Ferdinand St.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"15054","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-26T07:00:00.000","2022-04-26T15:00:00.000",,"MINOR","North Blvd","BOTH","River Rd","Lafayette St","Daily","North Blvd","Partial","North Blvd",,,"DPW","Baton Rouge","DPW Street Maint"
"12483","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T07:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","North Blvd.","BOTH","Saint Joseph St.","8TH St.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"12487","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T07:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","5th St.","BOTH","Convention St.","America St.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"12489","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T07:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","7th St./Napoleon St.","BOTH","Convention St.","America St.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"12488","OTHER","ROAD_CLOSED_HAZARD","2022-04-26T07:00:00.000","2022-04-26T19:00:00.000","National Treasure Filming","MINOR","6th St./Royal St.","BOTH","Convention St.","Louisiana Ave.",,,"Full",,,"true","All","Baton Rouge","BR Film Commission"
"15055","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-25T12:00:00.000","2022-04-25T18:00:00.000","Emergency Point repair","MINOR","Winnebago St","BOTH","Plank Rd","N Acadian Thwy","Daily","Winnebago St","Full","Winnebago St","Wyandotte St",,"DPW","Baton Rouge","WWC DPW"
"15366","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-25T07:00:00.000","2022-04-29T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","North Blvd","EAST","East Dr","Steele Blvd","Daily","North Blvd","Partial","North Blvd","inside lane of North Blvd,EB",,"DPW","Baton Rouge","Allen & Leblanc"
"15367","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-25T07:00:00.000","2022-04-29T19:00:00.000","Perform annual sewer repairs (2x)-Digging sewer repair and pavement restoration","MINOR","N Acadian Thwy","BOTH","Erie St","Ontario St","Daily","N Acadian Thwy","Full","N Acadian Thwy","Plank Rd via Huron or via Ella St back to Acadian",,"DPW","Baton Rouge","Allen & Leblanc"
"12493","OTHER","ROAD_CLOSED_HAZARD","2022-04-25T06:00:00.000","2022-04-29T20:00:00.000","National Treasure Filming","MINOR","St. Charles St.","NORTH","America St.","North Blvd.","Daily",,"Partial",,,"true","All","Baton Rouge","BR Film Commission"
"12492","OTHER","ROAD_CLOSED_HAZARD","2022-04-22T06:00:00.000","2022-04-22T20:00:00.000","National Treasure Filming","MINOR","St. Charles St.","NORTH","America St.","North Blvd.",,,"Partial",,,"true","All","Baton Rouge","BR Film Commission"
"15691","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-21T07:30:00.000","2022-04-22T17:00:00.000","Sewer Point Repair 12-005 Supplemental","MINOR","Sherwood Common Blvd","NORTH","Sherwood Common Blvd","Airline Hwy","Daily","Sherwood Common Blvd","Partial","Sherwood Common Blvd",,,"DPW","Baton Rouge","Grady Crawford"
"15365","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-21T07:30:00.000","2022-04-22T17:00:00.000","Sewer Repair 12-035 Supplemental","MINOR","Shelley St","BOTH","Plank Rd","Maple Dr","Daily","Shelley St","Full","Shelley St","Plank Rd to Clayton Dr to Maple Dr",,"DPW","Baton Rouge","Grady Crawford"
"15056","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-21T07:00:00.000","2022-04-21T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Julia Aubin Dr","BOTH","Siegen Ln","Airline Hwy Service Rd","Daily","Julia Aubin Dr","Full","Julia Aubin Dr","Siegen Ln or Airline Hwy",,,,
"15692","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-20T07:30:00.000","2022-04-21T17:00:00.000","Sewer Point Repair Supplemental 12-032 & 12-036","MINOR","Hearthstone Dr","BOTH","North Blvd","Wilshire Dr","Daily","Hearthstone Dr","Full","Hearthstone Dr","North Blvd to Beverly Dr to Wilshire Dr",,"DPW","Baton Rouge","Grady Crawford"
"16012","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-19T07:00:00.000","2022-04-26T18:00:00.000","Roadway concrete panel replacement","MINOR","Florline Blvd","BOTH","Cortana Pl","Airline Hwy","Daily","Florline Blvd","Full","Florline Blvd","Centerway Blvd",,"DPW","Baton Rouge","RJ Daigle and Sons"
"16011","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-19T07:00:00.000","2022-04-19T15:00:00.000",,"MINOR","Mohican St","BOTH","Pawtucket St","Plank Rd","Daily","Mohican St","Partial","Mohican St",,,"DPW","Baton Rouge","DPW Street Maint"
"15363","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:30:00.000","2022-04-19T17:00:00.000","Supplemental Sewer Repair 12-015","MINOR","Marquette Ave","BOTH","Sheffield Ave","Sevenoaks Ave","Daily","Marquette Ave","Full","Marquette Ave","Sevenoaks Ave to Carrolton Ave to Sheffield Ave or Sevenoaks Ave to Goodwood Ave to Auburn to Sheffield",,"DPW","Baton Rouge","Grady Crawford"
"15370","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-22T19:00:00.000","Perform annual sewer repair-Digging ewer repair and pavement restoration","MINOR","Myrtle Walk","BOTH","S 16th St","S 17th St","Daily","Myrtle Walk","Full","Myrtle Walk","North on S 16th or West on Lehmann St",,"DPW","Baton Rouge","Allen & Leblanc"
"15361","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-22T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Edison St","BOTH","Hatcher Ave","North Blvd","Daily","Edison St","Full","Edison St","S Leo St","false","DPW","Baton Rouge","Allen & Leblanc"
"15689","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-18T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Julia Aubin Dr","BOTH","Siegen Ln","Airline Hwy Service Rd","Daily","Julia Aubin Dr","Full","Julia Aubin Dr","Siegen,Airline Hwy",,"DPW","Baton Rouge","Allen & Leblanc"
"15690","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-22T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Edison St","BOTH","North Blvd","Hatcher Ave","Daily","Edison St","Full","Edison St","S Leo St",,"DPW","Baton Rouge","Allen & Leblanc"
"15369","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-22T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Progress St","BOTH","Slate St","Bond St","Daily","Progress St","Full","Progress St","N 30th St or N 31st St",,"DPW","Baton Rouge","Allen & Leblanc"
"15687","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-22T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Myrtle Walk","BOTH","S 16th St","S 17th St","Daily","Myrtle Walk","Full","Myrtle Walk","North on S 16th or West on Lehmann St",,"DPW","Baton Rouge","Allen & Leblanc"
"15688","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-22T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Progress St","BOTH","Slate St","Bond St","Daily","Progress St","Full","Progress St","N 30th St or N 31st St",,"DPW","Baton Rouge","Allen & Leblanc"
"15362","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T07:00:00.000","2022-04-22T19:00:00.000","Reapir Restoration","MINOR","S 19th St","BOTH","Government St","Spain St","Daily","S 19th St","Full","S 19th St","S 18th St",,"DPW","Baton Rouge","Allen & Leblanc"
"3715","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T06:00:00.000","2022-04-18T18:00:00.000","Intermittent Closure for Transmission Line New Pole & Line","MINOR","Pecue Lane","BOTH","Jamestown Blvd","I-10","Daily","Entergy","Full","Pecue Lane","LA 427 or US-61 to Highland or Siegen","false","DPW","Baton Rouge","Entergy"
"3773","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-18T06:00:00.000","2022-04-18T18:00:00.000","Intermittent Closure for Transmission Line New Pole & Line","MINOR","Pecue Lane","BOTH","Jamestown Blvd","I-10","Daily","Entergy","Full","Pecue Lane","LA 427 or US-61 to Highland Rd or Siegen Ln","false","DPW","Baton Rouge","Entergy"
"16323","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-14T07:30:00.000","2022-04-15T17:00:00.000","Supplemental Sewer Repair 12-015","MINOR","Marquette Ave","BOTH","Sheffield Ave","Sevenoaks Ave","Daily","Marquette Ave","Full","Marquette Ave","Sevenoaks Ave to Carrolton Ave to Sheffield Ave or Sevenoaks Ave to Goodwood Ave to Audubon Ave to Sheffield Ave",,"DPW","Baton Rouge","Grady Crawford"
"15364","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-14T07:30:00.000","2022-04-15T17:00:00.000","Supplemental Sewer Repair 12-015","MINOR","Marquette Ave","BOTH","Sheffield Ave","Sevenoaks Ave","Daily","Marquette Ave","Full","Marquette Ave","Sevenoaks Ave to Carrolton Ave to Sheffield Ave OR Sevenoaks Ave to Goodwood AVe to Auburn to Sheffield",,"DPW","Baton Rouge","Grady Crawford"
"15686","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-13T07:30:00.000","2022-04-13T17:30:00.000","Restoration-Sewer Repair 19-043 Supplemental","MINOR","Beechwood Dr","BOTH","Greenwell St","Denham St","Daily","Beechwood Dr","Full","Beechwood Dr","Denham St to Dutton Ave to Greenwell St",,"DPW","Baton Rouge","Grady Crawford"
"15371","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-13T07:00:00.000","2022-04-14T18:00:00.000","Emergency Point Repair/Restoration","MINOR","North St","BOTH","N 18th St","N 17th St","Daily","North St","Full","North St","N 17th St",,"DPW","Baton Rouge","WWC DPW"
"15372","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-13T07:00:00.000","2022-04-14T18:00:00.000","Emergency Point Repair/Restoration","MINOR","Landmark Dr","BOTH","Grand Field Ave","Grand Way Ave","Daily","Landmark Dr","Full","Landmark Dr","Grandway Ave or GrandField Ave",,"DPW","Baton Rouge","WWC DPW"
"15374","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-12T15:00:00.000","2022-04-12T18:00:00.000","Emergency Point Repair/Restoration","MINOR","Harvard Ave","WEST","Stanford Ave","Lsu Ave","Daily","Harvard Ave","Partial","Harvard Ave",,,"DPW","Baton Rouge","WWC DPW"
"15684","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-04-12T15:00:00.000","2022-04-12T18:00:00.000","Emergency Point Repair/Restoration","MINOR","Stanford Ave","WEST","LSU Ave","W Lakeshore Dr","Daily","Stanford Ave","Full","Stanford Ave",,,"DPW","Baton Rouge","WWC DPW"
"15685","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-12T08:00:00.000","2022-04-12T14:00:00.000","Tree Removal","MINOR","Hyacinth Ave","BOTH","Cedardale Ave","Glendale Ave","Daily","Hyacinth Ave","Full","Hyacinth Ave","Glendale,Morning Glory and Cedardale",,"DPW","Baton Rouge","Bofingers Tree Service"
"16322","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-12T07:30:00.000","2022-04-13T17:30:00.000","Sewer repair 12-021","MINOR","Charlotte Dr","BOTH","Syble Dr","Graham Dr","Daily","Charlotte Dr","Full","Charlotte Dr","Syble Dr to Marydon Dr to Graham Dr or Graham Dr to Joyce Dr to Syble Dr",,"DPW","Baton Rouge","Grady Crawford"
"16016","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-11T07:30:00.000","2022-04-14T17:00:00.000","Sewer Repair 12-022","MINOR","Cole Dr","BOTH","Steele Blvd","Terry Dr","Daily","Cole Dr","Full","Cole Dr","Terry Dr to Jefferson Hwy-Jefferson Hwy to Steele Blvd",,"DPW","Baton Rouge","Grady Crawford"
"16321","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-04-11T07:30:00.000","2022-04-12T17:30:00.000","Sewer Repair 12-014","MINOR","N 30th St","BOTH","Slate St","Pen St","Daily","N 30th St","Full","N 30th St","Slate St to Progress St or Pen St to Progress St",,"DPW","Baton Rouge","Grady Crawford"
