"the_geom","id","facility_name","classification","full_address","city","state","zip","parkid"
"MULTIPOLYGON (((-91.14716407168 30.451890695082, -91.147165794151 30.451954939919, -91.147167634209 30.452023665543, -91.147169474271 30.452092390263, -91.147171316417 30.452161115887, -91.147173159606 30.452229841512, -91.147174998633 30.452298567129, -91.147176838705 30.452367291844, -91.147178680861 30.452436017462, -91.14718052406 30.452504743081, -91.147182363099 30.45257346779, -91.14718420318 30.452642193402, -91.147186045346 30.452710919015, -91.147187885432 30.452779644624, -91.147189728646 30.452848369333, -91.147191570819 30.452917094942, -91.147193410913 30.452985820547, -91.147195253091 30.453054546153, -91.14719709215 30.453123270851, -91.147198932252 30.453191996451, -91.147200775479 30.453260722054, -91.147202614544 30.45332944765, -91.147210833165 30.45361257638, -91.14508508596 30.453668015366, -91.145067006095 30.4531458281, -91.145062249035 30.453008410481, -91.145056725949 30.452848872809, -91.145052734958 30.452733572519, -91.144654322704 30.452746248174, -91.144650327476 30.452609320537, -91.144646285292 30.452470808777, -91.145043220928 30.452458738143, -91.145038463939 30.452321317789, -91.14502562043 30.451950290925, -91.145343930008 30.451937020418, -91.146305551159 30.451908805471, -91.14716407168 30.451890695082)))","102","North Street Park","Neighborhood","4100 NORTH ST","BATON ROUGE","LOUISIANA","70806","NSTRE"
"MULTIPOLYGON (((-91.135229689596 30.452763805897, -91.134758019393 30.453202938406, -91.134726329501 30.453171785363, -91.134697750442 30.453135613312, -91.134674612238 30.453096625922, -91.134657287449 30.453055439874, -91.134646046536 30.453012700563, -91.134641062038 30.452969077592, -91.134632188527 30.452783458951, -91.135229689596 30.452763805897)))","35","Fairfax Park","Neighborhood","5300 S AFTON PKWY","BATON ROUGE","LOUISIANA","70806","FRFAX"
"MULTIPOLYGON (((-91.075165879201 30.459424765951, -91.075163385226 30.459837190883, -91.075020571124 30.459839241225, -91.074694805624 30.459843916073, -91.074536105913 30.459846192823, -91.074005880127 30.459853798957, -91.074005851642 30.459848758995, -91.074004432221 30.459601282096, -91.074003452962 30.459430853385, -91.075165879201 30.459424765951)))","79","Fiesta Park","Neighborhood","1000 FIESTA CT","BATON ROUGE","LOUISIANA","70815","FESTA"
"MULTIPOLYGON (((-91.025287344625 30.429869343733, -91.025271104953 30.429868773669, -91.025238636691 30.429867417061, -91.025222408102 30.429866630517, -91.025189968248 30.429864841863, -91.025073886175 30.429856062826, -91.024958253834 30.429843594301, -91.024843229417 30.429827452896, -91.024728965892 30.42980766062, -91.024503341647 30.429757234062, -91.024678618356 30.429394172924, -91.02470656054 30.429336497406, -91.024910942218 30.428912854776, -91.024993969863 30.42874136603, -91.025079394959 30.428564053531, -91.025168010775 30.428380892058, -91.02524944147 30.428212506192, -91.025336459578 30.428032777818, -91.025377175485 30.42794832368, -91.025470432749 30.427802814155, -91.025711949705 30.427424101111, -91.025693405223 30.42726510667, -91.025688003998 30.427216289403, -91.025671011413 30.427068460982, -91.025987074963 30.426260135883, -91.025853711415 30.42595910788, -91.024211100277 30.425925720149, -91.023735211344 30.425916000833, -91.023620998004 30.42591367119, -91.023576581349 30.425912879755, -91.02338543149 30.425909352098, -91.023257728052 30.425908859643, -91.023003114711 30.425907767975, -91.022792920258 30.42590675218, -91.022692978485 30.425906352341, -91.022669972712 30.425907315846, -91.022602545906 30.425908889418, -91.022584300925 30.425909340885, -91.022563680578 30.425908440852, -91.022553370105 30.425908086455, -91.022502611706 30.425906070055, -91.022343181597 30.42590517287, -91.022124263071 30.425903805329, -91.021900584877 30.425902591297, -91.021676907207 30.425901211806, -91.021613452396 30.425900869182, -91.021457987661 30.425900173324, -91.021234308449 30.425899287424, -91.021011422342 30.425898431887, -91.020787743654 30.425897381053, -91.020568823521 30.425896533242, -91.020340385166 30.425895635475, -91.020112739923 30.425894766255, -91.019897786371 30.425893734584, -91.019862885896 30.425893651849, -91.019823228436 30.425892870436, -91.019793080085 30.425895026204, -91.01971534608 30.425895199081, -91.019674101192 30.425894744022, -91.019590024947 30.425893857164, -91.019451218935 30.425892675263, -91.01914453154 30.425890236526, -91.019163818293 30.424029244226, -91.020964158142 30.424029139952, -91.021378191054 30.424031986555, -91.021878855312 30.424035346269, -91.022843670231 30.424041785737, -91.023993310101 30.424049052125, -91.024742022952 30.424051236443, -91.025059298929 30.424050436677, -91.025535213224 30.424049125997, -91.025693851463 30.424048642717, -91.026057132344 30.42404775454, -91.026410101816 30.424046870296, -91.02672579141 30.424046062849, -91.02728419719 30.424044606971, -91.027949683587 30.424042873782, -91.028558060643 30.4240411698, -91.028878509266 30.424040369084, -91.02917436937 30.424039510131, -91.029639971657 30.4240383531, -91.030064328175 30.424037264917, -91.030351462798 30.424036548399, -91.030614008899 30.424035774965, -91.030890039022 30.424035031853, -91.031044354111 30.424034248107, -91.031056919019 30.43099224952, -91.029210182676 30.430529244019, -91.028192458296 30.43024747289, -91.028056069767 30.430281433746, -91.027801157578 30.430216158216, -91.028780449076 30.428456771069, -91.02806785257 30.428211854109, -91.027225878784 30.427922473997, -91.026591190618 30.42770743778, -91.025738461569 30.429881758365, -91.025287344625 30.429869343733)))","76","Forest Community Park","Community","13900 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","FREST"
"MULTIPOLYGON (((-91.057936295075 30.475625902038, -91.048452505198 30.475874804509, -91.048396918143 30.474283628655, -91.048387129987 30.474003428781, -91.048619800594 30.473997283248, -91.048936972223 30.47398890504, -91.049254153713 30.473980701095, -91.049569185759 30.473972442165, -91.049890636892 30.473963935539, -91.050706152959 30.47394235358, -91.055593831223 30.473812893734, -91.057872697988 30.473754567413, -91.057936295075 30.475625902038)), ((-91.053337411895 30.480120268256, -91.051217909539 30.480173566827, -91.051211333276 30.478989451785, -91.051038575408 30.478311033036, -91.053306771109 30.478251560889, -91.056618761989 30.478164651, -91.056590449092 30.477399693471, -91.058062359538 30.477356818994, -91.058150336909 30.479857277761, -91.057363549682 30.479876287346, -91.057331365596 30.480013891781, -91.056941461584 30.480024083981, -91.056727404259 30.480029679598, -91.056519394355 30.480035117931, -91.056305332816 30.480040712856, -91.056074760024 30.480046741009, -91.055871338245 30.480052055335, -91.055655978818 30.48005768257, -91.055371892361 30.480065106338, -91.055161377291 30.480070608537, -91.054940486956 30.480076379939, -91.054719746587 30.480082145876, -91.054511837499 30.480087577658, -91.054292112626 30.480093317057, -91.054045951202 30.4800997463, -91.053337411895 30.480120268256)), ((-91.059813723548 30.478628165076, -91.063976202428 30.478519930195, -91.063994774126 30.479040032659, -91.068118489664 30.478931678724, -91.068082992847 30.477903064446, -91.070086272982 30.477850411095, -91.070017604672 30.477954425042, -91.069870872049 30.478176686855, -91.069752690536 30.478355700484, -91.069618747773 30.478558584797, -91.069026689861 30.479462272996, -91.05868139392 30.479737458491, -91.058597516794 30.479741371627, -91.058513640706 30.47974528381, -91.05845954709 30.478250796217, -91.058376880055 30.475908222083, -91.059711749811 30.475873039468, -91.059798466464 30.478215965692, -91.059813723548 30.478628165076)), ((-91.059829346403 30.474601494242, -91.058619418676 30.474630483192, -91.05861571574 30.473242646499, -91.05826624473 30.473241753436, -91.058266208283 30.473241752458, -91.058263040769 30.473145731808, -91.058263004282 30.47314461767, -91.058615451635 30.473143913035, -91.059792706497 30.473141549867, -91.059829346403 30.474601494242)))","139","North Sherwood Forest Community Park","Community","3140 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70814","NSFCP"
"MULTIPOLYGON (((-91.045174916766 30.439191197426, -91.045144295031 30.439355251225, -91.04513337843 30.439416514071, -91.043912622737 30.439714445646, -91.043107362484 30.438910244357, -91.045174916766 30.439191197426)))","48","Boulevard de Province Park","Neighborhood","1717 BOULEVARD DE PROVINCE","BATON ROUGE","LOUISIANA","70816","BDPRV"
"MULTIPOLYGON (((-91.105450484437 30.368054147793, -91.106061007976 30.36831079659, -91.10616152916 30.368136705383, -91.10623949678 30.368001675053, -91.106443236437 30.367648816793, -91.106579354513 30.367413073687, -91.106527791958 30.367182332634, -91.106420265203 30.366701140996, -91.106139652229 30.366294342941, -91.105944189525 30.366010986274, -91.105751958288 30.366045494467, -91.105326448489 30.366121877015, -91.104892875265 30.366163103834, -91.104940795116 30.366067239264, -91.105843681487 30.365864759614, -91.105816375075 30.365534584412, -91.105787884161 30.365197043289, -91.105703434179 30.364852406346, -91.105618979648 30.364507740442, -91.105514937147 30.36408313439, -91.105492399952 30.36399115431, -91.10539784557 30.363605266404, -91.105142218456 30.363541895549, -91.10525022596 30.363277844894, -91.105522283003 30.362685881821, -91.105703368604 30.362372964489, -91.105846995721 30.362164215703, -91.106267841676 30.362366718865, -91.10755130888 30.362984285547, -91.108780304858 30.36354659353, -91.108903330375 30.363605077356, -91.108444473599 30.364349272879, -91.107924333223 30.365192844002, -91.106995187317 30.366699703933, -91.10693323302 30.366800178371, -91.108455795476 30.367489598397, -91.108998991983 30.367731950679, -91.109431864082 30.367927958788, -91.109864734775 30.368123961855, -91.110172490329 30.368266966795, -91.110037549737 30.368313952047, -91.109920437292 30.368286909418, -91.109759429811 30.368300619662, -91.109248399418 30.368517370326, -91.109136816797 30.36868746683, -91.109135366095 30.368973532815, -91.109270553893 30.369326371195, -91.109256837527 30.369373608032, -91.109197730744 30.3695771703, -91.10916535772 30.369716616057, -91.109138975983 30.369830251173, -91.109141176503 30.370074545238, -91.109142434796 30.370214029078, -91.109067678408 30.370410578836, -91.109026145205 30.370519779636, -91.109015785158 30.370539653341, -91.108902685324 30.370756629985, -91.108887589982 30.370976168081, -91.108870488383 30.371224878446, -91.108875462977 30.371270208356, -91.109220228751 30.371433008949, -91.109310303516 30.371459538149, -91.109714239556 30.371578515434, -91.109849056217 30.371585892629, -91.109874183311 30.371587268422, -91.109978265555 30.371647300451, -91.109986914268 30.371663920005, -91.110041941255 30.371769655101, -91.109988277785 30.371919582574, -91.109884079709 30.372210695977, -91.10965021723 30.37258821932, -91.1095457043 30.372756929705, -91.109441456231 30.372925214658, -91.109344412703 30.373081870149, -91.109243926175 30.373244081164, -91.109230960451 30.37326501132, -91.109195310679 30.373322561587, -91.109007727142 30.373625363769, -91.108820143507 30.373928163858, -91.108629493949 30.374235918183, -91.108556967437 30.374203831694, -91.108373356456 30.374122601944, -91.108189746813 30.374041372841, -91.108020077457 30.373966695735, -91.107850774918 30.373891409216, -91.107681215037 30.373816395375, -91.10751162128 30.373741751117, -91.107464188326 30.373720381433, -91.107328194769 30.373660215308, -91.107144586837 30.373578983841, -91.106975096625 30.37350399717, -91.106805501125 30.373429213974, -91.106636133586 30.37335403583, -91.106452527828 30.373272802494, -91.106268919244 30.373191571602, -91.10605311129 30.373096091458, -91.105888559564 30.373023287737, -91.105553322693 30.372874969121, -91.105137713785 30.372666508687, -91.104890708568 30.372542284206, -91.104643703963 30.372418061965, -91.104396699982 30.372293836553, -91.104295140385 30.372242759642, -91.104443187793 30.37196889803, -91.104310661929 30.371910058149, -91.104056580584 30.371797249411, -91.103935130052 30.371743324959, -91.103701200871 30.371789724995, -91.103364538824 30.371855813713, -91.102972290386 30.371686193547, -91.103249397504 30.371245660762, -91.103597158123 30.370692798101, -91.103910648725 30.370194412284, -91.104025998396 30.370010481357, -91.104261042716 30.369637348522, -91.104555768165 30.369168783507, -91.10464688328 30.369023924176, -91.104916660184 30.368595018328, -91.104882916088 30.368579007263, -91.105113836614 30.368171247568, -91.105120557185 30.368174872085, -91.105127422844 30.368178287564, -91.105134424239 30.368181488578, -91.105141553059 30.368184470601, -91.105148799947 30.368187230911, -91.105156155547 30.368189765884, -91.105163610503 30.368192072796, -91.105171155463 30.368194147122, -91.105178780027 30.368195987038, -91.105186476917 30.368197590729, -91.105194233655 30.368198955466, -91.10520204192 30.368200080333, -91.105209891316 30.368200962606, -91.105217771439 30.368201602266, -91.105225673967 30.368201998398, -91.105233587463 30.368202149177, -91.105241501518 30.368202056389, -91.10524940677 30.368201719117, -91.105257293856 30.368201138246, -91.105265151331 30.368200313756, -91.105272970871 30.368199246536, -91.105280741026 30.368197939271, -91.105288452429 30.368196392848, -91.105296095716 30.368194609055, -91.105303660474 30.36819259058, -91.105311137339 30.36819033921, -91.105325790939 30.368185152161, -91.10533284274 30.368182257762, -91.105339773308 30.36817915116, -91.105346573274 30.368175835046, -91.105353235345 30.368172313916, -91.105359751188 30.368168592268, -91.105366111428 30.368164675497, -91.105372309817 30.368160566299, -91.105378338015 30.368156271877, -91.105384188729 30.368151796729, -91.105389854665 30.368147146254, -91.105395328529 30.368142325853, -91.105400605101 30.368137342733, -91.105405676049 30.368132201391, -91.105410535115 30.368126909033, -91.105415178122 30.368121471965, -91.105419597771 30.368115897394, -91.105423789888 30.368110191625, -91.105427747172 30.368104361863, -91.105431467528 30.368098415322, -91.105434943655 30.368092359205, -91.105438173458 30.368086200726, -91.105441151715 30.368079947995, -91.105443875289 30.368073608223, -91.105446341038 30.368067190426, -91.105450484437 30.368054147793)))","104","Bluebonnet Swamp Nature Center","Conservation","10503 N OAK HILLS PKWY","BATON ROUGE","LOUISIANA","70810","BBSWP"
"MULTIPOLYGON (((-91.091799813967 30.369938089378, -91.091772039312 30.369927512009, -91.09174380248 30.369917899036, -91.091715147132 30.369909264971, -91.091686120044 30.369901625237, -91.091627131568 30.369889370586, -91.091597054969 30.369883361713, -91.091567280525 30.369876313265, -91.091537855024 30.369868237055, -91.091508826293 30.3698591458, -91.091452144177 30.369837978936, -91.090723786404 30.36950590241, -91.090855331606 30.369286296697, -91.090972262273 30.369091089296, -91.091089195617 30.368895875473, -91.091206125365 30.368700667845, -91.091323051534 30.368505459196, -91.091439983491 30.36831024864, -91.091556910829 30.368115037062, -91.091673838739 30.36791982898, -91.09173096756 30.367824452447, -91.092319809991 30.368095776176, -91.092749358788 30.368293702058, -91.092629535577 30.368501211342, -91.092521326098 30.368688606799, -91.092410375884 30.368880746719, -91.092305256949 30.369062788241, -91.092176880689 30.369285106585, -91.092056999717 30.369492709915, -91.09193443115 30.369704967562, -91.091799813967 30.369938089378)))","131","Rue Lebouef Park","Neighborhood","11550 RUE LEBOUEF","BATON ROUGE","LOUISIANA","70810","RULBF"
"MULTIPOLYGON (((-91.200534698114 30.387553016072, -91.198123061087 30.387251573726, -91.198805344404 30.38672953159, -91.199445775496 30.386167623225, -91.199670650045 30.385996143469, -91.200300090157 30.385464350608, -91.200916194807 30.384959713315, -91.201130121461 30.384777756659, -91.202283322727 30.385796856636, -91.202438372112 30.385933874247, -91.20072607367 30.387390247625, -91.200534698114 30.387553016072)))","145","Riverbend Park","Neighborhood","5800 RIVERBEND LAKES DR","BATON ROUGE","LOUISIANA","70820","RVRBN"
"MULTIPOLYGON (((-91.070769204256 30.40100956866, -91.070618538535 30.400960417399, -91.070492767544 30.400924851364, -91.070365063479 30.400894629871, -91.070235816343 30.400869841192, -91.070105327769 30.40085054005, -91.069973907718 30.400836778478, -91.069874983497 30.400830641982, -91.06972044029 30.400435090121, -91.069625564566 30.400192250579, -91.06956781471 30.400044436616, -91.069531175423 30.399964254055, -91.069430930869 30.399744876984, -91.069337657186 30.399540751898, -91.069225313354 30.399294888485, -91.069268566209 30.399225294527, -91.06931761738 30.399146375472, -91.069553988576 30.398766053132, -91.069991318304 30.398062388517, -91.070255368226 30.398147837346, -91.070502606696 30.398227845073, -91.070517966078 30.398192688563, -91.070778590779 30.398277028076, -91.070973994612 30.398340260368, -91.071036181639 30.398549643227, -91.071236982806 30.399204148274, -91.071239182134 30.399230812187, -91.071241380425 30.399257475196, -91.071255121421 30.399290968284, -91.071275565962 30.399320280829, -91.071286412649 30.399331776051, -91.071337788953 30.399382357202, -91.071459977689 30.399479772766, -91.07115287325 30.400159895881, -91.070769204256 30.40100956866)))","7","Jefferson Terrace Park","Neighborhood","10282 CAL RD","BATON ROUGE","LOUISIANA","70809","JFRTR"
"MULTIPOLYGON (((-91.185874140629 30.425806883094, -91.185969278966 30.425804325303, -91.185968875926 30.425763072522, -91.185956534255 30.425416793549, -91.185947495697 30.425141948908, -91.185939378439 30.424895137561, -91.185931262262 30.424648327099, -91.186058110508 30.424644915135, -91.186184959786 30.424641503952, -91.186311809055 30.424638092648, -91.186438658317 30.42463468032, -91.186565506527 30.424631268771, -91.18669235577 30.424627857102, -91.186827786745 30.424624213963, -91.186820315574 30.424871443707, -91.186815805739 30.425020662491, -91.187757478275 30.424995294069, -91.187785501878 30.425101337027, -91.187816065769 30.425224187709, -91.18785053273 30.425385753838, -91.18787874245 30.425548225074, -91.187900658726 30.425711424573, -91.187916264099 30.425875169197, -91.187925539032 30.426039273097, -91.187928471266 30.426203556744, -91.18792844308 30.426222806295, -91.187928298732 30.426321385933, -91.187928227454 30.426370064139, -91.187921750228 30.426462084066, -91.18788479134 30.426976688886, -91.18785194251 30.427367155116, -91.187069571966 30.427386901929, -91.18694002647 30.427390171153, -91.18697090927 30.42708031413, -91.186016129918 30.42710636959, -91.18601404657 30.427063839405, -91.185823982466 30.427068585367, -91.185395482472 30.427079283473, -91.185370387693 30.426974156253, -91.185336523594 30.426832286332, -91.185332178836 30.42670017301, -91.18532314189 30.426425327525, -91.185313704688 30.426138304329, -91.185155140922 30.426142567693, -91.184845376231 30.426150896444, -91.184830202598 30.425793689974, -91.185143393084 30.425785269477, -91.185460519463 30.425776742587, -91.185777646828 30.425768214936, -91.185779002286 30.425809441718, -91.185874140629 30.425806883094)))","100","Magnolia Mound Plantation","Special Facility","2161 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802","MMPLT"
"MULTIPOLYGON (((-90.996055714899 30.368746272881, -90.997401832392 30.367882321612, -90.997421878707 30.367850908152, -90.997464374169 30.368759488791, -90.998790554781 30.368761397685, -90.998790319616 30.368863995837, -90.9987895728 30.369193949398, -90.998788928777 30.369479467467, -90.998788327287 30.369744626993, -90.998787706316 30.370019588687, -90.99878708117 30.370294553056, -90.998786116244 30.370720794438, -90.998785734186 30.370889572123, -90.998852145882 30.370877254247, -90.99888894703 30.371150099519, -90.998937359514 30.371509020163, -90.998935251737 30.371509013928, -90.994945488526 30.371517088523, -90.994952950359 30.37046125568, -90.996156659682 30.37035667559, -90.996004779582 30.368867937452, -90.995998733454 30.368776513837, -90.996055714899 30.368746272881)))","130","Erich and Lea Sternberg Park","Neighborhood","8715 ROUND OAK DR","BATON ROUGE","LOUISIANA","70817","ESTRN"
"MULTIPOLYGON (((-91.127247805553 30.452250118164, -91.127300687661 30.453348976238, -91.127338852671 30.454144410613, -91.124251051139 30.454247568598, -91.124193697954 30.452955956287, -91.124133218741 30.451582189815, -91.126349826923 30.451503356296, -91.126396084177 30.452280358345, -91.127247805553 30.452250118164)))","82","Milton J. Womack Park","Special Facility","6201 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","FLADM"
"MULTIPOLYGON (((-91.172299466361 30.447581139938, -91.172126634746 30.447586203843, -91.172115472475 30.447257233513, -91.172288438362 30.447251840527, -91.172299466361 30.447581139938)))","101","North Boulevard Park","Neighborhood","1640 NORTH BLVD","BATON ROUGE","LOUISIANA","70802","NBLVD"
"MULTIPOLYGON (((-91.184200045216 30.453185799965, -91.184204405267 30.453295717622, -91.184208874695 30.453408382225, -91.183664833298 30.4534225699, -91.183660364487 30.453309904377, -91.183656005038 30.453199986702, -91.184200045216 30.453185799965)))","27","Seventh Street Park","Neighborhood","639 N 7TH ST","BATON ROUGE","LOUISIANA","70802","SVNTH"
"MULTIPOLYGON (((-91.045521886751 30.42266865775, -91.045520969241 30.422437885511, -91.045520631334 30.422280802451, -91.04551977814 30.422027840773, -91.045518932919 30.421772129531, -91.045518063796 30.421524666909, -91.045517987834 30.421277205997, -91.045517158562 30.421015995607, -91.045680551258 30.421015333625, -91.045824897906 30.4210182041, -91.045897868562 30.421018198573, -91.045974015816 30.421016824226, -91.04611442048 30.42101146509, -91.046196130774 30.421006308517, -91.04662771478 30.420969767828, -91.046831319991 30.421876548558, -91.046861169653 30.421977301559, -91.046876866333 30.422035076396, -91.046899706887 30.422090997581, -91.046928899833 30.422144484256, -91.046965240081 30.422194935542, -91.047007143536 30.422241575818, -91.047055404627 30.422283969285, -91.047103687079 30.422318965662, -91.047165453449 30.42235396324, -91.047226450378 30.422380739301, -91.047290637349 30.422401499899, -91.047356428019 30.422416241597, -91.047406382075 30.422421684578, -91.047415500747 30.422422652391, -91.047424619417 30.422423621105, -91.047424202586 30.4236703817, -91.047170384019 30.423670685091, -91.046916565926 30.423670822913, -91.046283606047 30.423671512474, -91.045523737153 30.423672252086, -91.045522783497 30.423180271407, -91.045521975154 30.422911830069, -91.045521859336 30.422678116981, -91.045521886751 30.42266865775)))","90","Longridge Park","Neighborhood","12127 LONGRIDGE AVE","BATON ROUGE","LOUISIANA","70816","LNGRG"
"MULTIPOLYGON (((-91.000623552536 30.358673425102, -91.000469834652 30.358771761531, -90.998659830064 30.359954378309, -90.998377998135 30.359622126538, -90.997998562392 30.359181506582, -90.998121159417 30.359101630519, -90.998273253694 30.359002532232, -90.998425348705 30.358903434673, -90.998577442376 30.358804336031, -90.998729533653 30.358705239912, -90.998881626714 30.358606141817, -90.999033720514 30.358507042644, -90.999185812962 30.358407945998, -90.999337905113 30.35830884737, -90.999489998004 30.358209747665, -90.999642089551 30.358110647779, -90.99979924948 30.358008247983, -90.999951344571 30.357909147747, -90.999955844049 30.357906214631, -91.000070779648 30.358035736433, -91.000220336878 30.358204279336, -91.000336413103 30.358335091073, -91.000571335709 30.358611898203, -91.000623552536 30.358673425102)))","1","Brookfield Avenue Park","Neighborhood","17650 BROOKFIELD AVE","BATON ROUGE","LOUISIANA","70817","BRKFD"
"MULTIPOLYGON (((-91.127066126786 30.47260701053, -91.127056437846 30.472618280358, -91.127049757582 30.472626050322, -91.127024080103 30.472672125161, -91.127004106383 30.472720271029, -91.126990052055 30.47276996326, -91.126985292247 30.472795231924, -91.126983349358 30.472809054065, -91.126907005177 30.472811494141, -91.126748391695 30.472816564265, -91.126589781322 30.472821634205, -91.126431169892 30.472826703952, -91.126272559486 30.472831773511, -91.126113945942 30.472836841973, -91.125955335504 30.472841911151, -91.125796724009 30.472846980138, -91.125653497574 30.472851558906, -91.12551027321 30.472856137523, -91.125367014465 30.472860715931, -91.125208403953 30.472865783312, -91.125051240065 30.472870807676, -91.125040230928 30.472659967732, -91.127066126786 30.47260701053)), ((-91.127904305569 30.472779610333, -91.127600775583 30.472789314028, -91.127176707327 30.472802868722, -91.127183740536 30.472776094425, -91.12719599319 30.472743904998, -91.127212065214 30.472713004268, -91.127251186269 30.472665011782, -91.127295173161 30.472598808592, -91.127330927716 30.472528985177, -91.127358059902 30.472456307698, -91.127376273363 30.472381571326, -91.127385366467 30.472305593933, -91.12738216267 30.472246546448, -91.12787253666 30.472232247048, -91.127891233126 30.472554387478, -91.127904305569 30.472779610333)))","110","Bird Station Park","Neighborhood","2623 MICHELLI DR","BATON ROUGE","LOUISIANA","70805","BRDSN"
"MULTIPOLYGON (((-91.170154482476 30.553542384378, -91.168815195358 30.55344631843, -91.168919819072 30.55297432798, -91.169088730813 30.552229339434, -91.16924833865 30.55223728234, -91.169407947553 30.552245225957, -91.169567555441 30.552253168478, -91.169727164395 30.552261111711, -91.169886506578 30.55226904089, -91.170046112456 30.552276983734, -91.170205989328 30.552284939348, -91.170365598387 30.552292880909, -91.170253481456 30.552854623678, -91.170251703479 30.552996513083, -91.170154482476 30.553542384378)))","8","Cunard-Gore Road Park","Neighborhood","2290 CUNARD AVE","BATON ROUGE","LOUISIANA","70807","CUNRD"
"MULTIPOLYGON (((-91.200236911479 30.649916002774, -91.200030745471 30.6513370827, -91.196665903839 30.652083331656, -91.196532915212 30.649552385534, -91.194399449398 30.649789666206, -91.193325879133 30.649915642866, -91.193321156289 30.649696287223, -91.195111398989 30.649564804452, -91.195013658797 30.648988372583, -91.195119730416 30.6489772152, -91.197291733617 30.648763426717, -91.197297999541 30.648461041466, -91.197771974642 30.648414340603, -91.19778845202 30.647635119484, -91.202684303808 30.647160421639, -91.20266244455 30.648234396971, -91.202612665433 30.650305423359, -91.202000922748 30.650205434878, -91.201144909384 30.65006551487, -91.200236911479 30.649916002774)))","178","Zachary Community Park","Community","20055 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791","ZCHCP"
"MULTIPOLYGON (((-91.160134768447 30.497009414038, -91.159887376785 30.497434640554, -91.159765081805 30.497438491685, -91.159587899634 30.497444408541, -91.158968449951 30.497465089967, -91.158978394454 30.497602334367, -91.159584460545 30.497582100788, -91.159531444444 30.497730310958, -91.159508555579 30.497777132391, -91.159480247113 30.497821964861, -91.159455192576 30.497854485694, -91.159016209627 30.498379922549, -91.158992184274 30.498404578633, -91.158965550915 30.498424842725, -91.158935736357 30.498441454666, -91.158903400647 30.498454046378, -91.158869264087 30.498462342776, -91.158832558995 30.498466316689, -91.158829323274 30.498466427886, -91.158769890451 30.498467965997, -91.15734244225 30.498511602467, -91.157642951877 30.497647076719, -91.157690836505 30.497509319942, -91.157838758287 30.497083759974, -91.15844098821 30.497064023583, -91.158619315426 30.497057629875, -91.158813778259 30.497050693417, -91.159007485555 30.497044513414, -91.159201574724 30.497037968293, -91.159211986998 30.497037616658, -91.159265799544 30.497035802139, -91.159391600142 30.497031483396, -91.159563917661 30.497023949324, -91.159736902577 30.497020157673, -91.15990937572 30.497017129176, -91.160093210508 30.497010529616, -91.160134768447 30.497009414038)), ((-91.157499938684 30.497104594429, -91.157362662709 30.497499519581, -91.156921599578 30.497513890358, -91.156383983591 30.497531405085, -91.156373385702 30.49714163884, -91.156908327521 30.49712243914, -91.157499938684 30.497104594429)))","89","Longfellow Park","Neighborhood","5201 LONGFELLOW DR","BATON ROUGE","LOUISIANA","70805","LNGFL"
"MULTIPOLYGON (((-91.128573438049 30.466270154497, -91.128191413316 30.466485955012, -91.128085063469 30.466546030594, -91.127858049967 30.466247545152, -91.127631038872 30.465949058393, -91.127513247961 30.466015596239, -91.127444993835 30.465927818264, -91.127173491994 30.465563996306, -91.127307805972 30.465487338851, -91.12739482162 30.465437675296, -91.127404973496 30.465437316739, -91.127931833958 30.465418592429, -91.128209174097 30.465786376593, -91.128336545349 30.465955538991, -91.128726611517 30.465739573659, -91.128960668783 30.466051410223, -91.128573438049 30.466270154497)))","47","Blueberry Street Park","Neighborhood","6050 BLUEBERRY ST","BATON ROUGE","LOUISIANA","70806","BLBRY"
"MULTIPOLYGON (((-91.170079696908 30.651695167337, -91.16902526509 30.651579821013, -91.169067339658 30.649941372755, -91.169284119854 30.648363483328, -91.170262715728 30.648745352092, -91.170079696908 30.651695167337)))","23","Church Street Park","Neighborhood","3210 CHURCH ST","ZACHARY","LOUISIANA","70791","CHRCH"
