"id","year","month","count_type","american","casino","continental","continental_express","delta","emerald","frontier","l_express","northwest","royale","united","us_airways","via","vision_airlines","total_passengers"
"202011E","2020","November","Enplanement","8790","0","0","0","4877","0","0","0","0","0","3395","0","0","0","17062"
"202011D","2020","November","Deplanement","8239","0","0","0","4799","0","0","0","0","0","3234","0","0","0","16272"
"202010E","2020","October","Enplanement","9457","0","0","0","4940","0","0","0","0","0","3380","0","0","0","17777"
"202010D","2020","October","Deplanement","9716","0","0","0","4382","0","0","0","0","0","3337","0","0","0","17435"
"202009E","2020","September","Enplanement","8757","0","0","0","3635","0","0","0","0","0","3237","0","0","0","15629"
"202009D","2020","September","Deplanement","8677","0","0","0","3686","0","0","0","0","0","3329","0","0","0","15692"
"202008E","2020","August","Enplanement","6806","0","0","0","3066","0","0","0","0","0","2209","0","0","0","12081"
"202008D","2020","August","Deplanement","7358","0","0","0","3349","0","0","0","0","0","2387","0","0","0","13094"
"202007E","2020","July","Enplanement","7491","0","0","0","2143","0","0","0","0","0","1846","0","0","0","11480"
"202007D","2020","July","Deplanement","7235","0","0","0","2088","0","0","0","0","0","1777","0","0","0","11100"
"202006E","2020","June","Enplanement","5509","0","0","0","1019","0","0","0","0","0","1240","0","0","0","7768"
"202006D","2020","June","Deplanement","5378","0","0","0","810","0","0","0","0","0","1265","0","0","0","7453"
"202005E","2020","May","Enplanement","3835","0","0","0","511","0","0","0","0","0","862","0","0","0","5208"
"202005D","2020","May","Deplanement","3935","0","0","0","569","0","0","0","0","0","816","0","0","0","5320"
"202004E","2020","April","Enplanement","968","0","0","0","491","0","0","0","0","0","290","0","0","0","1749"
"202004D","2020","April","Deplanement","969","0","0","0","372","0","0","0","0","0","287","0","0","0","1628"
"202003E","2020","March","Enplanement","6688","0","0","0","5559","0","0","0","0","0","3963","0","0","0","16210"
"202003D","2020","March","Deplanement","6949","0","0","0","5544","0","0","0","0","0","4264","0","0","0","16757"
"202002E","2020","February","Enplanement","12184","0","0","0","10313","0","0","0","0","0","8409","0","0","0","30906"
"202002D","2020","Febraury","Deplanement","12125","0","0","0","10353","0","0","0","0","0","8377","0","0","0","30855"
"202001E","2020","January","Enplanement","11264","0","0","0","10661","0","0","0","0","0","8527","0","0","0","30452"
"202001D","2020","January","Deplanement","11645","0","0","0","10961","0","0","0","0","0","8742","0","0","0","31348"
"201912E","2019","December","Enplanement","12971","0","0","0","12781","0","0","0","0","0","9999","0","0","0","35751"
"201912D","2019","December","Deplanement","12382","0","0","0","12858","0","0","0","0","0","9227","0","0","0","34467"
"201911E","2019","November","Enplanement","13819","0","0","0","12859","0","0","0","0","0","10114","0","0","0","36792"
"201911D","2019","November","Deplanement","13736","0","0","0","12739","0","0","0","0","0","10226","0","0","0","36701"
"201910E","2019","October","Enplanement","14425","0","0","0","14154","0","0","0","0","0","10911","0","0","0","39490"
"201910D","2019","October","Deplanement","14815","0","0","0","14298","0","0","0","0","0","10772","0","0","0","39885"
"201909E","2019","September","Enplanement","13081","0","0","0","10608","0","0","0","0","0","9338","0","0","0","33027"
"201909D","2019","September","Deplanement","13066","0","0","0","10209","0","0","0","0","0","9216","0","0","0","32491"
"201908E","2019","August","Enplanement","12757","0","0","0","11697","0","0","0","0","0","8748","0","0","0","33202"
"201908D","2019","August","Deplanement","13457","0","0","0","12246","0","0","0","0","0","8409","0","0","0","34112"
"201907E","2019","July","Enplanement","13705","0","0","0","12860","0","0","0","0","0","8723","0","0","0","35288"
"201907D","2019","July","Deplanement","13800","0","0","0","12953","0","0","0","0","0","8554","0","0","0","35307"
"201906E","2019","June","Enplanement","13755","0","0","0","12501","0","0","0","0","0","9687","0","0","0","35943"
"201906D","2019","June","Deplanement","13749","0","0","0","12531","0","0","0","0","0","9528","0","0","0","35808"
"201905E","2019","May","Enplanement","13348","0","0","0","13916","0","0","0","0","0","8571","0","0","0","35835"
"201905D","2019","May","Deplanement","12547","0","0","0","13518","0","0","0","0","0","7770","0","0","0","33835"
"201904E","2019","April","Enplanement","13409","0","0","0","13365","0","0","0","0","0","8696","0","147","0","35617"
"201904D","2019","April","Deplanement","13208","0","0","0","13113","0","0","0","0","0","8807","0","0","0","35128"
"201903E","2019","March","Enplanement","12641","0","0","0","12967","0","0","0","0","0","9425","0","0","0","35033"
"201903D","2019","March","Deplanement","12405","0","0","0","13055","0","0","0","0","0","9315","0","0","0","34775"
"201902E","2019","February","Enplanement","10856","0","0","0","9688","0","0","0","0","0","6851","0","53","0","27448"
"201902D","2019","February","Deplanement","11266","0","0","0","9984","0","0","0","0","0","7018","0","50","0","28318"
"201901E","2019","January","Enplanement","11828","0","0","0","10315","0","0","0","0","0","6914","0","69","0","29126"
"201901D","2019","January","Deplanement","11959","0","0","0","10283","0","0","0","0","0","7123","0","76","0","29441"
"201812E","2018","December","Enplanement","10992","0","0","0","12447","0","0","0","0","0","7751","0","206","0","31396"
"201812D","2018","December","Deplanement","11101","0","0","0","12569","0","0","0","0","0","8049","0","184","0","31903"
"201811E","2018","November","Enplanement","13311","0","0","0","14859","0","0","0","0","0","9080","0","236","0","37486"
"201811D","2018","November","Deplanement","12981","0","0","0","14634","0","0","0","0","0","9311","0","202","0","37128"
"201810E","2018","October","Enplanement","12983","0","0","0","14753","0","0","0","0","0","9994","0","360","0","38090"
"201810D","2018","October","Deplanement","13597","0","0","0","14793","0","0","0","0","0","9981","0","337","0","38708"
"201809E","2018","September","Enplanement","11130","0","0","0","10382","0","0","0","0","0","7945","0","102","0","29559"
"201809D","2018","September","Deplanement","11192","0","0","0","10372","0","0","0","0","0","8063","0","111","0","29738"
"201808E","2018","August","Enplanement","11703","0","0","0","11432","0","0","0","0","0","9070","0","0","0","32205"
"201808D","2018","August","Deplanement","12150","0","0","0","11975","0","0","0","0","0","9374","0","0","0","33499"
"201807E","2018","July","Enplanement","13212","0","0","0","11878","0","0","0","0","0","10246","0","0","0","35336"
"201807D","2018","July","Deplanement","13330","0","0","0","12174","0","0","0","0","0","10107","0","0","0","35611"
"201806E","2018","June","Enplanement","12349","0","0","0","12099","0","0","0","0","0","9639","0","0","0","34087"
"201806D","2018","June","Deplanement","12624","0","0","0","11922","0","0","0","0","0","9840","0","0","0","34386"
"201805E","2018","May","Enplanement","14108","0","0","0","13069","0","0","0","0","0","9855","0","0","0","37032"
"201805D","2018","May","Deplanement","13121","0","0","0","12640","0","0","0","0","0","9785","0","0","0","35546"
"201804E","2018","April","Enplanement","13546","0","0","0","13120","0","0","0","0","0","8535","0","0","0","35201"
"201804D","2018","April","Deplanement","13471","0","0","0","13201","0","0","0","0","0","8708","0","0","0","35380"
"201803E","2018","March","Enplanement","12685","0","0","0","12496","0","0","0","0","0","7396","0","0","0","32577"
"201803D","2018","March","Deplanement","12774","0","0","0","12585","0","0","0","0","0","7113","0","0","0","32472"
"201802E","2018","February","Enplanement","11827","0","0","0","10943","0","0","0","0","0","8067","0","0","0","30837"
"201802D","2018","February","Deplanement","11663","0","0","0","11234","0","0","0","0","0","7907","0","0","0","30804"
"201801E","2018","January","Enplanement","11172","0","0","0","10412","0","0","0","0","0","6168","0","0","0","27752"
"201801D","2018","January","Deplanement","11409","0","0","0","10993","0","0","0","0","0","6321","0","0","0","28723"
"201712E","2017","December","Enplanement","12194","0","0","0","11476","0","0","0","0","0","8331","0","0","0","32001"
"201712D","2017","December","Deplanement","12149","0","0","0","11547","0","0","0","0","0","7791","0","0","0","31487"
"201711E","2017","November","Enplanement","12678","0","0","0","13297","0","0","0","0","0","9328","0","0","0","35303"
"201711D","2017","November","Deplanement","12537","0","0","0","13707","0","0","0","0","0","9204","0","0","0","35448"
"201710E","2017","October","Enplanement","13811","0","0","0","13297","0","0","0","0","0","9268","0","0","0","36376"
"201710D","2017","October","Deplanement","14047","0","0","0","13888","0","0","0","0","0","9165","0","0","0","37100"
"201709E","2017","September","Enplanement","12316","0","0","0","10863","0","0","0","0","0","6549","0","0","0","29728"
"201709D","2017","September","Deplanement","12316","0","0","0","11061","0","0","0","0","0","6614","0","0","0","29991"
"201708E","2017","August","Enplanement","12559","0","0","0","12200","0","0","0","0","0","5694","0","0","0","30453"
"201708D","2017","August","Deplanement","12242","0","0","0","12826","0","0","0","0","0","6190","0","0","0","31258"
"201707E","2017","July","Enplanement","12997","0","0","0","12807","0","0","0","0","0","8043","0","0","0","33847"
"201707D","2017","July","Deplanement","12673","0","0","0","12643","0","0","0","0","0","8275","0","0","0","33591"
"201706E","2017","June","Enplanement","12797","0","0","0","12622","0","0","0","0","0","8048","0","0","0","33467"
"201706D","2017","June","Deplanement","12902","0","0","0","12712","0","0","0","0","0","8074","0","0","0","33688"
"201705E","2017","May","Enplanement","13611","0","0","0","13788","0","0","0","0","0","8489","0","0","0","35888"
"201705D","2017","May","Deplanement","12530","0","0","0","13182","0","0","0","0","0","8061","0","0","0","33773"
"201704E","2017","April","Enplanement","12188","0","0","0","11145","0","0","0","0","0","7419","0","0","0","30752"
"201704D","2017","April","Deplanement","12418","0","0","0","11328","0","0","0","0","0","7735","0","0","0","31481"
"201703E","2017","March","Enplanement","12277","0","0","0","12544","0","0","0","0","0","7933","0","0","0","32754"
"201703D","2017","March","Deplanement","12469","0","0","0","13009","0","0","0","0","0","8171","0","0","0","33649"
"201702E","2017","February","Enplanement","10835","0","0","0","10888","0","0","0","0","0","7304","0","0","0","29027"
"201702D","2017","February","Deplanement","10448","0","0","0","10913","0","0","0","0","0","6965","0","0","0","28326"
"201701E","2017","January","Enplanement","10051","0","0","0","10219","0","0","0","0","0","7121","0","0","0","27391"
"201701D","2017","January","Deplanement","10308","0","0","0","10897","0","0","0","0","0","7424","0","0","0","28629"
"201612E","2016","December","Enplanement","10750","0","0","0","11772","0","0","0","0","0","7711","0","0","0","30233"
"201612D","2016","December","Deplanement","10106","0","0","0","11623","0","0","0","0","0","7758","0","0","0","29487"
"201611E","2016","November","Enplanement","11752","0","0","0","13949","0","0","0","0","0","8541","0","0","0","34242"
"201611D","2016","November","Deplanement","11758","0","0","0","13949","0","0","0","0","0","8243","0","0","0","33950"
"201610E","2016","October","Enplanement","11242","0","0","0","14108","0","0","0","0","0","9002","0","0","0","34352"
"201610D","2016","October","Deplanement","11155","0","0","0","14379","0","0","0","0","0","9087","0","0","0","34621"
"201609E","2016","September","Enplanement","10466","0","0","0","11866","0","0","0","0","0","8555","0","0","0","30887"
"201609D","2016","September","Deplanement","9986","0","0","0","11985","0","0","0","0","0","8387","0","0","0","30358"
"201608E","2016","August","Enplanement","9813","0","0","0","11052","0","0","0","0","0","6325","0","0","0","27190"
"201608D","2016","August","Deplanement","10289","0","0","0","12471","0","0","0","0","0","6325","0","0","0","29085"
"201607E","2016","July","Enplanement","12114","0","0","0","13538","0","0","0","0","0","7024","0","0","0","32676"
"201607D","2016","July","Deplanement","12189","0","0","0","13540","0","0","0","0","0","7024","0","0","0","32753"
"201606E","2016","June","Enplanement","11500","0","0","0","13220","0","0","0","0","0","7481","0","0","0","32201"
"201606D","2016","June","Deplanement","11757","0","0","0","16278","0","0","0","0","0","7459","0","0","0","35494"
"201605E","2016","May","Enplanement","12643","0","0","0","14004","0","0","0","0","0","8346","0","0","0","34993"
"201605D","2016","May","Deplanement","11473","0","0","0","13668","0","0","0","0","0","7917","0","0","0","33058"
"201604E","2016","April","Enplanement","11640","0","0","0","11955","0","0","0","0","0","6712","0","0","0","30307"
"201604D","2016","April","Deplanement","11366","0","0","0","12200","0","0","0","0","0","6664","0","0","0","30230"
"201603E","2016","March","Enplanement","11059","0","0","0","13286","0","0","0","0","0","7089","0","0","0","31434"
"201603D","2016","March","Deplanement","11265","0","0","0","13760","0","0","0","0","0","6756","0","0","0","31781"
"201602E","2016","February","Enplanement","10066","0","0","0","11138","0","0","0","0","0","7089","0","0","0","28293"
"201602D","2016","February","Deplanement","10077","0","0","0","11733","0","0","0","0","0","7220","0","0","0","29030"
"201601E","2016","January","Enplanement","9155","0","0","0","10245","0","0","0","0","0","6861","0","0","0","26261"
"201601D","2016","January","Deplanement","9188","0","0","0","10873","0","0","0","0","0","7020","0","0","0","27081"
"201512E","2015","December","Enplanement","10347","0","0","0","12179","0","0","0","0","0","7245","0","0","0","29771"
"201512D","2015","December","Deplanement","9883","0","0","0","12095","0","0","0","0","0","6752","0","0","0","28730"
"201511E","2015","November","Enplanement","10956","0","0","0","13188","0","0","0","0","0","8511","0","0","0","32655"
"201511D","2015","November","Deplanement","10685","0","0","0","13069","0","0","0","0","0","8601","0","0","0","32355"
"201510E","2015","October","Enplanement","11029","0","0","0","13643","0","0","0","0","0","8223","0","0","0","32895"
"201510D","2015","October","Deplanement","10807","0","0","0","11439","0","0","0","0","0","8587","0","0","0","30833"
"201509E","2015","September","Enplanement","9893","0","0","0","11365","0","0","0","0","0","7615","0","0","0","28873"
"201509D","2015","September","Deplanement","9942","0","0","0","11473","0","0","0","0","0","7768","0","0","0","29183"
"201508E","2015","August","Enplanement","10353","0","0","0","12119","0","0","0","0","0","7150","0","0","0","29622"
"201508D","2015","August","Deplanement","10302","0","0","0","13034","0","0","0","0","0","7710","0","0","0","31046"
"201507E","2015","July","Enplanement","11612","0","0","0","14164","0","0","0","0","0","8798","0","0","0","34574"
"201507D","2015","July","Deplanement","11917","0","0","0","14433","0","0","0","0","0","9005","0","0","0","35355"
"201506E","2015","June","Enplanement","11363","0","0","0","14290","0","0","0","0","0","9010","0","0","0","34663"
"201506D","2015","June","Deplanement","11501","0","0","0","14166","0","0","0","0","0","9183","0","0","0","34850"
"201505E","2015","May","Enplanement","12060","0","0","0","14622","0","0","0","0","0","8490","0","0","0","35172"
"201505D","2015","May","Deplanement","12023","0","0","0","14141","0","0","0","0","0","8056","0","0","0","34220"
"201504E","2015","April","Enplanement","12620","0","0","0","12088","0","0","0","0","0","8739","0","0","0","33447"
"201504D","2015","April","Deplanement","12951","0","0","0","11851","0","0","0","0","0","8529","0","0","0","33331"
"201503E","2015","March","Enplanement","10813","0","0","0","12199","0","0","0","0","0","8071","0","0","0","31083"
"201503D","2015","March","Deplanement","10539","0","0","0","11989","0","0","0","0","0","8023","0","0","0","30551"
"201502E","2015","February","Enplanement","9682","0","0","0","11241","0","0","0","0","0","7269","0","0","0","28192"
"201502D","2015","February","Deplanement","9532","0","0","0","10567","0","0","0","0","0","7376","0","0","0","27475"
"201501E","2015","January","Enplanement","10019","0","0","0","10835","0","0","0","0","0","6971","0","0","0","27825"
"201501D","2015","January","Deplanement","9356","0","0","0","10088","0","0","0","0","0","7298","0","0","0","26742"
"201412E","2014","December","Enplanement","8039","0","0","0","14386","0","0","0","0","0","8502","2872","0","0","33799"
"201412D","2014","December","Deplanement","7568","0","0","0","11294","0","0","0","0","0","8103","2906","0","0","29871"
"201411E","2014","November","Enplanement","8291","0","0","0","12300","0","0","0","0","0","9091","2686","0","0","32368"
"201411D","2014","November","Deplanement","7505","0","0","0","12912","0","0","0","0","0","9269","2737","0","0","32423"
"201410E","2014","October","Enplanement","8831","0","0","0","13260","0","0","0","0","0","9755","3398","0","0","35244"
"201410D","2014","October","Deplanement","8366","0","0","0","13939","0","0","0","0","0","9781","3331","0","0","35417"
"201409E","2014","September","Enplanement","8400","0","0","0","11079","0","0","0","0","0","8783","2990","0","0","31252"
"201409D","2014","September","Deplanement","7914","0","0","0","11473","0","0","0","0","0","8772","2981","0","0","31140"
"201408E","2014","August","Enplanement","8017","0","0","0","11447","0","0","0","0","0","8359","2688","0","0","30511"
"201408D","2014","August","Deplanement","7489","0","0","0","12264","0","0","0","0","0","8689","2884","0","0","31326"
"201407E","2014","July","Enplanement","8769","0","0","0","12861","0","0","0","0","0","8801","3166","0","0","33597"
"201407D","2014","July","Deplanement","8176","0","0","0","13980","0","0","0","0","0","8670","3301","0","0","34127"
"201406E","2014","June","Enplanement","8389","0","0","0","13439","0","0","0","0","0","8689","3167","0","0","33684"
"201406D","2014","June","Deplanement","8837","0","0","0","14341","0","0","0","0","0","8626","3258","0","0","35062"
"201405E","2014","May","Enplanement","9893","0","0","0","14609","0","0","0","0","0","9693","3425","0","0","37620"
"201405D","2014","May","Deplanement","8437","0","0","0","14412","0","0","0","0","0","9004","3339","0","0","35192"
"201404E","2014","April","Enplanement","9093","0","0","0","13401","0","0","0","0","0","9339","3276","0","0","35109"
"201404D","2014","April","Deplanement","8796","0","0","0","13734","0","0","0","0","0","9349","3318","0","0","35197"
"201403E","2014","March","Enplanement","8873","0","0","0","13159","0","0","0","0","0","10006","2934","0","0","34972"
"201403D","2014","March","Deplanement","8490","0","0","0","13492","0","0","0","0","0","9757","2965","0","0","34704"
"201402E","2014","February","Enplanement","8145","0","0","0","10284","0","0","0","0","0","8120","2343","0","0","28892"
"201402D","2014","February","Deplanement","7697","0","0","0","10847","0","0","0","0","0","8017","2417","0","0","28978"
"201401E","2014","January","Enplanement","8328","0","0","0","9963","0","0","0","0","0","6790","2643","0","0","27724"
"201401D","2014","January","Deplanement","7594","0","0","0","10614","0","0","0","0","0","6880","2764","0","0","27852"
"201312E","2013","December","Enplanement","8586","0","0","0","12204","0","0","0","0","0","8827","3295","0","0","32912"
"201312D","2013","December","Deplanement","7663","0","0","0","12604","0","0","0","0","0","8363","3194","0","0","31824"
"201311E","2013","November","Enplanement","8899","0","0","0","13067","0","0","0","0","0","9408","2936","0","0","34310"
"201311D","2013","November","Deplanement","8446","0","0","0","13158","0","0","0","0","0","9369","2896","0","0","33869"
"201310E","2013","October","Enplanement","9927","0","0","0","13030","0","0","0","0","0","9758","3089","0","0","35804"
"201310D","2013","October","Deplanement","9425","0","0","0","13323","0","0","0","0","0","9758","3097","0","0","35603"
"201309E","2013","September","Enplanement","8663","0","0","0","11296","0","0","0","0","0","8491","2568","0","0","31018"
"201309D","2013","September","Deplanement","8399","0","0","0","11890","0","0","0","0","0","8994","2488","0","0","31771"
"201308E","2013","August","Enplanement","8363","0","0","0","13684","0","0","0","0","0","8523","2895","0","0","33465"
"201308D","2013","August","Deplanement","7785","0","0","0","14268","0","0","0","0","0","8523","2819","0","0","33395"
"201307E","2013","July","Enplanement","8635","0","0","0","14482","0","0","0","0","0","8311","2955","0","0","34383"
"201307D","2013","July","Deplanement","8635","0","0","0","15323","0","0","0","0","0","8264","2955","0","0","35177"
"201306E","2013","June","Enplanement","9327","0","0","0","14505","0","0","0","0","0","8405","2816","0","0","35053"
"201306D","2013","June","Deplanement","8749","0","0","0","15053","0","0","0","0","0","8421","2860","0","0","35083"
"201305E","2013","May","Enplanement","10117","0","0","0","16522","0","0","0","0","0","10169","3326","0","0","40134"
"201305D","2013","May","Deplanement","8934","0","0","0","15979","0","0","0","0","0","9088","3003","0","0","37004"
"201304E","2013","April","Enplanement","9551","0","0","0","14202","0","0","0","0","0","9495","2861","0","0","36109"
"201304D","2013","April","Deplanement","9417","0","0","0","14771","0","0","0","0","0","9792","2915","0","0","36895"
"201303E","2013","March","Enplanement","7942","0","0","0","14300","0","0","0","0","0","9967","2885","0","0","35094"
"201303D","2013","March","Deplanement","7618","0","0","0","14343","0","0","0","0","0","10032","2842","0","0","34835"
"201302E","2013","February","Enplanement","7790","0","0","0","11441","0","0","0","0","0","7897","2683","0","0","29811"
"201302D","2013","February","Deplanement","7580","0","0","0","11441","0","0","0","0","0","7612","2762","0","0","29395"
"201301E","2013","January","Enplanement","7982","0","0","0","11082","0","0","0","0","0","7370","2708","0","0","29142"
"201301D","2013","January","Deplanement","7781","0","0","0","11937","0","0","0","0","0","7701","2827","0","0","30246"
"201212E","2012","December","Enplanement","8092","0","0","0","11341","0","0","0","0","0","8095","2939","0","0","30467"
"201212D","2012","December","Deplanement","7794","0","0","0","11581","0","0","0","0","0","8499","2957","0","0","30831"
"201211E","2012","November","Enplanement","9000","0","0","0","13180","0","0","0","0","0","9276","3132","0","0","34588"
"201211D","2012","November","Deplanement","8572","0","0","0","12782","0","0","0","0","0","9461","3099","0","0","33914"
"201210E","2012","October","Enplanement","9249","0","0","0","13520","0","0","0","0","0","9933","3191","0","0","35893"
"201210D","2012","October","Deplanement","8843","0","0","0","13975","0","0","0","0","0","9479","3288","0","0","35585"
"201209E","2012","September","Enplanement","8080","0","0","0","12681","0","0","0","0","0","8455","2742","0","0","31958"
"201209D","2012","September","Deplanement","7775","0","0","0","12698","0","0","0","0","0","8069","2681","0","0","31223"
"201208E","2012","August","Enplanement","7543","0","0","0","12106","0","0","0","0","0","7590","2909","0","0","30148"
"201208D","2012","August","Deplanement","7360","0","0","0","12953","0","0","0","0","0","7953","2921","0","0","31187"
"201207E","2012","July","Enplanement","8675","0","0","0","14416","0","0","0","0","0","8640","3455","0","0","35186"
"201207D","2012","July","Deplanement","8303","0","0","0","14662","0","0","0","0","0","8606","3508","0","0","35079"
"201206E","2012","June","Enplanement","8509","0","0","0","14741","0","0","0","0","0","10271","3295","0","0","36816"
"201206D","2012","June","Deplanement","8154","0","0","0","14982","0","0","0","0","0","10774","3121","0","0","37031"
"201205E","2012","May","Enplanement","9176","0","0","0","16347","0","0","0","0","0","12207","3748","0","0","41478"
"201205D","2012","May","Deplanement","8729","0","0","0","15985","0","0","0","0","0","10756","3371","0","0","38841"
"201204E","2012","April","Enplanement","8135","0","0","0","15049","0","0","0","0","0","10552","3381","0","0","37117"
"201204D","2012","April","Deplanement","7984","0","0","0","14949","0","0","0","0","0","10598","3365","0","0","36896"
"201203E","2012","March","Enplanement","8663","0","0","0","14216","0","0","0","0","0","11580","3325","0","0","37784"
"201203D","2012","March","Deplanement","8502","0","0","0","14694","0","0","0","0","0","11756","3532","0","0","38484"
"201202E","2012","February","Enplanement","7663","0","0","0","10762","0","0","0","0","0","9998","3307","0","0","31730"
"201202D","2012","February","Deplanement","7495","0","0","0","11348","0","0","0","0","0","10185","3137","0","0","32165"
"201201E","2012","January","Enplanement","8047","0","0","0","11539","0","0","0","0","0","8321","2801","0","0","30708"
"201201D","2012","January","Deplanement","7566","0","0","0","11971","0","0","0","0","0","8876","2966","0","0","31379"
"201112E","2011","December","Enplanement","8047","0","0","10352","12272","0","0","0","0","0","0","3096","0","0","33767"
"201112D","2011","December","Deplanement","7825","0","0","9624","12559","0","0","0","0","0","0","3098","0","0","33106"
"201111E","2011","November","Enplanement","8014","0","0","10671","12845","0","0","0","0","0","0","2913","0","0","34443"
"201111D","2011","November","Deplanement","7757","0","0","10651","12939","0","0","0","0","0","0","2980","0","0","34327"
"201110E","2011","October","Enplanement","8419","0","0","11038","13419","0","0","0","0","0","0","3029","0","0","35905"
"201110D","2011","October","Deplanement","8256","0","0","10876","13863","0","0","0","0","0","0","3106","0","0","36101"
"201109E","2011","September","Enplanement","7703","0","0","10298","11862","0","0","0","0","0","0","2517","0","0","32380"
"201109D","2011","September","Deplanement","7346","0","0","9851","12057","0","0","0","0","0","0","2481","0","0","31735"
"201108E","2011","August","Enplanement","7482","0","0","8645","12965","0","0","0","0","0","0","2616","0","0","31708"
"201108D","2011","August","Deplanement","7436","0","0","8905","13753","0","0","0","0","0","0","2776","0","0","32870"
"201107E","2011","July","Enplanement","8592","0","0","9723","13437","0","0","0","0","0","0","3192","0","548","35492"
"201107D","2011","July","Deplanement","7804","0","0","9424","14005","0","0","0","0","0","0","3091","0","722","35046"
"201106E","2011","June","Enplanement","8409","0","0","9952","13451","0","0","0","0","0","0","3250","0","876","35938"
"201106D","2011","June","Deplanement","8166","0","0","10015","13628","0","0","0","0","0","0","3136","0","976","35921"
"201105E","2011","May","Enplanement","8413","0","0","11076","15137","0","0","0","0","0","0","3674","0","730","39030"
"201105D","2011","May","Deplanement","7746","0","0","10087","14970","0","0","0","0","0","0","3424","0","669","36896"
"201104E","2011","April","Enplanement","8029","0","0","10330","13906","0","0","0","0","0","0","3103","0","629","35997"
"201104D","2011","April","Deplanement","8001","0","0","10447","14117","0","0","0","0","0","0","3141","0","574","36280"
