"the_geom","id","address_id","full_address","city","state","zip_code","address_authority","latitude","longitude"
"POINT (-91.175085936997 30.551265506564)","163","0","BILLBD 11686 SCOTLAND-ZACHARY HWY","BATON ROUGE","LOUISIANA","70807","BATON ROUGE","31","-91"
"POINT (-91.05701589977 30.414245481479)","25","0","BILLBD 11111 COURSEY BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.053765898623 30.426905484479)","90","0","BILLBD 11586 AUBURN DR","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.019825888866 30.409405481599)","92","0","BILLBD 14241 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.154965927406 30.454035486324)","208","0","BILLBD 3365 NORTH ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.044465897106 30.433815485821)","76","0","BILLBD 12187 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.0503759011 30.497495499021)","242","0","BILLBD 12116 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","PARISH","30","-91"
"POINT (-91.063465900057 30.384725474581)","30","0","BILLBD 10715 RIEGER RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.007815886876 30.432635487433)","351","0","BILLBD 2520 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.155055929681 30.495105495072)","303","0","BILLBD 5115 PLANK RD","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.106445915747 30.479295493458)","390","0","BILLBD 8015 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","BATON ROUGE","30","-91"
"POINT (-91.051885898321 30.430725485143)","350","0","BILLBD 11770 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.131065919804 30.422590480972)","264","0","BILLBD 2552 CITIPLACE CT","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.091435908499 30.418065480691)","182","0","BILLBD 8775 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.093105911104 30.471575492453)","130","0","BILLBD 8794 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.170735928797 30.388005471509)","379","0","BILLBD 1015 W LEE DR","BATON ROUGE","LOUISIANA","70820","BATON ROUGE","30","-91"
"POINT (-91.179363841333 30.423942456521)","371","0","BILLBD 2507 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.18136502575 30.428183505948)","114","0","BILLBD 2066 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.136515927118 30.549545507198)","319","0","BILLBD 11419 PLANK RD","BATON ROUGE","LOUISIANA","70811","PARISH","31","-91"
"POINT (-91.139395921539 30.42338548045)","44","0","BILLBD 4765 ALDRICH DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.174845935606 30.512965498422)","125","0","BILLBD 7067 SCENIC HWY","BATON ROUGE","LOUISIANA","70807","BATON ROUGE","31","-91"
"POINT (-91.171225928305 30.38729547203)","352","0","BILLBD 900 DEAN LEE DR","BATON ROUGE","LOUISIANA","70820","BATON ROUGE","30","-91"
"POINT (-91.16775593735 30.589555514755)","29","0","BILLBD 1348 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.070350902647 30.417805481386)","332","0","BILLBD 10313 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.065105903018 30.458085490228)","153","0","BILLBD 10785 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.025655892167 30.451085490131)","342","0","BILLBD 14423 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.183729831178 30.433663598757)","122","0","BILLBD 1460 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.033345895823 30.479115496364)","370","0","BILLBD 2850 N FLANNERY RD","BATON ROUGE","LOUISIANA","70814","PARISH","30","-91"
"POINT (-91.143780924677 30.450955485948)","73","0","BILLBD 4547 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.109035913943 30.431215483229)","170","0","BILLBD 7587 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.051435897955 30.407195479992)","11","0","BILLBD 5235 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.051195897525 30.410225480355)","7","0","BILLBD 4875 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.073075902889 30.409635479926)","139","0","BILLBD 4425 FLOYNELL DR","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.06632590162 30.408215479793)","336","0","BILLBD 10448 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.07206590325 30.415835481628)","89","0","BILLBD 3373 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.04293089395 30.386055475941)","41","0","BILLBD 12636 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.186040935289 30.43936548268)","70","0","BILLBD 440 SOUTH BLVD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.047155897655 30.433315486155)","32","0","BILLBD 11969 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.10812591263 30.397225476174)","247","0","BILLBD 5615 ESSEN LN","BATON ROUGE","LOUISIANA","70810","BATON ROUGE","30","-91"
"POINT (-91.141365921987 30.415955479004)","293","0","BILLBD 4665 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.091700108046 30.416863266654)","34","0","BILLBD 8890 QUARTERS LAKE RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.057815900248 30.435175486215)","152","0","BILLBD 11124 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.102200856231 30.350910692488)","195","0","11152 BURBANK DR","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.050115897439 30.410885480568)","295","0","BILLBD 11740 COURSEY BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.157185925137 30.396615474538)","10","0","BILLBD 320 LEE DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.052065898103 30.410145480264)","330","0","BILLBD 4888 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.144169875708 30.524182376586)","101","0","8206 PLANK RD","BATON ROUGE","LOUISIANA","70811","BATON ROUGE","31","-91"
"POINT (-91.140865926566 30.522465501872)","290","0","BILLBD 4949 HOOPER RD","BATON ROUGE","LOUISIANA","70811","BATON ROUGE","31","-91"
"POINT (-91.158945930304 30.499815496124)","268","0","BILLBD 3145 HOLLYWOOD ST","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.08856591094 30.489945496062)","388","0","BILLBD 4206 JOOR RD","BATON ROUGE","LOUISIANA","70814","PARISH","30","-91"
"POINT (-91.178255930454 30.388025471678)","337","0","BILLBD 1855 BRIGHTSIDE DR","BATON ROUGE","LOUISIANA","70820","BATON ROUGE","30","-91"
"POINT (-91.129325925395 30.568405511906)","217","0","BILLBD 13434 PLANK RD","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.100795913232 30.459165489263)","186","0","BILLBD 8366 AIRLINE HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.179145932981 30.443255483574)","308","0","BILLBD 551 S 10TH ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.047915895889 30.392385477403)","84","0","BILLBD 11997 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.16717093169 30.469120488965)","262","0","BILLBD 2170 MONROE AVE","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.139485923515 30.453265486842)","113","0","BILLBD 585 N FOSTER DR","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.114105917264 30.47909549323)","179","0","BILLBD 7375 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.125021586755 30.421657781278)","321","0","BILLBD 2612 CITIPLACE CT","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.163018390741 30.610860799683)","42","0","BILLBD 3204 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.168455932528 30.484245492791)","301","0","BILLBD 3884 SCENIC HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.015475887411 30.405795481326)","140","0","BILLBD 5233 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.087305909538 30.455685488869)","108","0","BILLBD 640 OAK VILLA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.169545936655 30.580245513212)","215","0","BILLBD 430 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.116075917326 30.451155487649)","286","0","BILLBD 7122 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.113335916896 30.458275489121)","360","0","BILLBD 851 LOBDELL BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.100400792356 30.380750311917)","165","0","BILLBD 9460 PERKINS RD","BATON ROUGE","LOUISIANA","70810","BATON ROUGE","30","-91"
"POINT (-91.107605911872 30.397415475669)","91","0","BILLBD 5901 MANCUSO LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.126135918001 30.408645478161)","129","0","BILLBD 6202 WINDRUSH HOLLOW","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.167765932221 30.47405549078)","234","0","BILLBD 2183 OSAGE ST","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.057095898373 30.40126547895)","327","0","BILLBD 11112 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.16625593026 30.446545484739)","307","0","BILLBD 223 S 22ND ST","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.031335894776 30.463435492765)","60","0","BILLBD 13875 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819","BATON ROUGE","30","-91"
"POINT (-91.098805909007 30.378515472712)","224","0","BILLBD 9690 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.172615929525 30.389675472106)","271","0","BILLBD 5201 NICHOLSON DR","BATON ROUGE","LOUISIANA","70820","BATON ROUGE","30","-91"
"POINT (-91.187143731273 30.438213272721)","100","0","BILLBD 1010 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.054985898308 30.398685477994)","145","0","BILLBD 11310 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.178315933814 30.449465484512)","126","0","1124 FLORIDA ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.089505909767 30.442505486653)","199","0","BILLBD 9110 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.140145919647 30.379005471481)","174","0","BILLBD 7280 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.165625932024 30.485315493092)","24","0","BILLBD 3931 TUSCARORA ST","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.187605934896 30.422675478334)","105","0","BILLBD 2750 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.12179591863 30.451845487519)","136","0","BILLBD 6615 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.159315926855 30.424435480526)","278","0","BILLBD 2210 CHRISTIAN ST","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.168425937308 30.586285514258)","8","0","BILLBD 1082 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.072015903409 30.420265482165)","279","0","BILLBD 10120 DARADELE AVE","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.048342183787 30.370209924932)","266","0","BILLBD 11900 RIEGER RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.149855935177 30.650855528417)","395","0","BILLBD 5005 CHURCH ST","ZACHARY","LOUISIANA","70791","ZACHARY","31","-91"
"POINT (-91.130575917238 30.364125468116)","87","0","BILLBD 828 MEADOW BEND DR","BATON ROUGE","LOUISIANA","70820","PARISH","30","-91"
"POINT (-91.107555915209 30.471095491737)","399","0","BILLBD 7878 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.039945897482 30.473195494872)","132","0","BILLBD 13113 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.034265891836 30.391305477229)","334","0","BILLBD 13455 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.062045899577 30.389225475994)","39","0","BILLBD 6678 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.038775898723 30.506445501922)","368","0","BILLBD 13333 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739","CENTRAL","31","-91"
"POINT (-91.096105908171 30.381375472899)","123","0","BILLBD 7505 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.025805893448 30.463685492698)","392","0","BILLBD 14322 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819","PARISH","30","-91"
"POINT (-91.16600593083 30.465775488518)","291","0","BILLBD 2319 SHAWNEE ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.032863438366 30.462583704672)","2","0","13602 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819","BATON ROUGE","30","-91"
"POINT (-91.048041357028 30.365341553127)","83","0","BILLBD 9160 PECUE LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.086755908431 30.440885486234)","197","0","BILLBD 9245 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.04985589638 30.395255478021)","382","0","BILLBD 11866 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.0828359099 30.485135495436)","160","0","BILLBD 9470 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","BATON ROUGE","30","-91"
"POINT (-91.116505918142 30.474765492424)","341","0","BILLBD 2751 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.115315916642 30.461155489364)","48","0","BILLBD 7137 RENOIR AVE","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.170715931198 30.4485654851)","93","0","BILLBD 155 N 18TH ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.014875887845 30.408365481587)","143","0","BILLBD 15222 GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.165975937146 30.599145517183)","398","0","BILLBD 2250 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.168755937164 30.585115513565)","393","0","BILLBD 918 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.044495894641 30.395095478133)","361","0","BILLBD 6155 PARKFOREST DR","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.140355922107 30.421805480463)","383","0","BILLBD 2929 COLLEGE DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.179775934473 30.451965485406)","304","0","BILLBD 510 N 10TH ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.054705898205 30.400475478993)","331","0","BILLBD 11377 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.174765932356 30.44381548389)","346","0","BILLBD 1385 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.131815919709 30.425205481097)","95","0","BILLBD 5757 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.062345898733 30.364245470236)","348","0","BILLBD 13943 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.128545925849 30.57371551261)","397","0","BILLBD 13920 PLANK RD","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.110275912633 30.394305475646)","209","0","BILLBD 2159 STARING LN","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.050085895323 30.359215469875)","138","0","BILLBD 9901 PERFORMANCE WAY","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.069515903377 30.426765484096)","297","0","BILLBD 10525 PLAZA AMERICANA DR","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.144825922875 30.423665480045)","189","0","BILLBD 4510 BAWELL ST","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.025115887953 30.350855468575)","187","0","BILLBD 18313 HIGHLAND RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.14838160506 30.424333401774)","205","0","2355 S ACADIAN THWY","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.059572091763 30.392295751626)","325","0","BILLBD 6363 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.031755891177 30.392075477231)","363","0","BILLBD 13659 TIGER BEND RD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.166005930647 30.463015487715)","109","0","BILLBD 1600 PLANK RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.177295930411 30.395695473007)","355","0","BILLBD 4450 NICHOLSON DR","BATON ROUGE","LOUISIANA","70820","PARISH","30","-91"
"POINT (-91.106155914595 30.467860490942)","50","0","BILLBD 7919 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-90.997285885721 30.466755494493)","400","0","BILLBD 17360 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.055795901403 30.45895549118)","287","0","BILLBD 11522 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.169375936717 30.581335513556)","216","0","BILLBD 580 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.044925896495 30.432645485384)","190","0","BILLBD 12451 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.127585920148 30.453705487654)","102","0","BILLBD 6201 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.01724588783 30.399785479345)","154","0","BILLBD 5917 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.151185925526 30.426815481229)","338","0","BILLBD 2246 S ACADIAN THWY","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.136824921437 30.425719481563)","150","0","BILLBD 5151 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.057505898682 30.397595478092)","16","0","BILLBD 5760 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.001124782633 30.361881133015)","62","0","BILLBD 17232 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.044105892663 30.353445468627)","86","0","BILLBD 16200 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.078425905701 30.42299548276)","326","0","BILLBD 9502 INTERLINE AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.150815924839 30.420365479202)","156","0","BILLBD 3753 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.167092931027 30.46566848833)","312","0","BILLBD 2015 POCAHONTAS ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.107564364727 30.352847197342)","343","0","10706 BURBANK DR","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.053265898599 30.411415481097)","31","0","BILLBD 11575 COURSEY BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.136035921351 30.423225480602)","296","0","BILLBD 5210 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.04424589308 30.363535471213)","322","0","BILLBD 9201 PECUE LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.166865931782 30.485245492492)","193","0","BILLBD 2360 WELLER AVE","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.154155936008 30.640605526389)","394","0","BILLBD 3755 HIGHWAY 19","ZACHARY","LOUISIANA","70791","ZACHARY","31","-91"
"POINT (-91.180124827818 30.443150480662)","26","0","BILLBD 929 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.167475933389 30.50843549748)","56","0","BILLBD 2360 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","31","-91"
"POINT (-91.092255908089 30.388565474888)","20","0","BILLBD 6851 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.116695912269 30.356815466778)","375","0","BILLBD 10040 BURBANK DR","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.061035900676 30.42927548486)","171","0","BILLBD 11110 BOARDWALK DR","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.184165934913 30.434575481655)","257","0","BILLBD 1420 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.116305914978 30.399725476675)","94","0","BILLBD 7049 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.086325910274 30.471745492642)","221","0","BILLBD 9150 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.07224590679 30.48998549682)","128","0","BILLBD 10061 ALPHA DR","BATON ROUGE","LOUISIANA","70814","BATON ROUGE","30","-91"
"POINT (-91.000735881363 30.362425472587)","151","0","BILLBD 17155 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.04017589405 30.391161477311)","81","0","BILLBD 6629 PECUE LN","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.169245936703 30.581445513512)","106","0","BILLBD 590 MAIN ST","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.156435928159 30.45040548549)","119","0","BILLBD 3135 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.08920590704 30.393385476077)","157","0","BILLBD 6230 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.034815892715 30.410135481065)","201","0","BILLBD 12944 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.126545921699 30.495285496298)","235","0","BILLBD 6454 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.130875920411 30.444465485672)","115","0","BILLBD 534 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.055255900802 30.459650491428)","277","0","BILLBD 11599 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.131885919511 30.421885480516)","185","0","BILLBD 4964 CONSTITUTION AVE","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.15796092653 30.425420480382)","69","0","BILLBD 2361 HOLLYDALE AVE","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.167435932107 30.476775490709)","77","0","BILLBD 3120 SCENIC HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.055985898571 30.412265481313)","254","0","BILLBD 11330 COURSEY BLVD","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.096605909747 30.403475477594)","33","0","BILLBD 8411 ONE CALAIS AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.151865925429 30.422255479801)","155","0","BILLBD 2505 S ACADIAN THWY","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.14248592218 30.41727547878)","46","0","BILLBD 4615 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.051075899621 30.460300491879)","237","0","BILLBD 11917 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.089505908121 30.41839548162)","274","0","BILLBD 3550 DRUSILLA LN","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.165618931693 30.490285494055)","184","0","BILLBD 4504 BATON ROUGE AVE","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.171485930598 30.42907548095)","206","0","BILLBD 1420 E HARRISON ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.127905926231 30.575955513364)","27","0","BILLBD 6655 LAVEY LN","BAKER","LOUISIANA","70714","BAKER","31","-91"
"POINT (-91.160485930988 30.496075494973)","181","0","BILLBD 3004 LORRAINE ST","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.142925922981 30.417415479352)","135","0","BILLBD 4485 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.156055928096 30.468665489494)","104","0","BILLBD 2305 N ACADIAN THWY E","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
