"year","first_name","county","sex","name_count"
"2007","ZOEY","KINGS","F","11"
"2007","ZOEY","SUFFOLK","F","6"
"2007","ZOEY","MONROE","F","6"
"2007","ZOEY","ERIE","F","9"
"2007","ZOE","ULSTER","F","5"
"2007","ZOE","WESTCHESTER","F","24"
"2007","ZOE","BRONX","F","13"
"2007","ZOE","NEW YORK","F","55"
"2007","ZOE","NASSAU","F","15"
"2007","ZOE","ERIE","F","6"
"2007","ZOE","SUFFOLK","F","14"
"2007","ZOE","KINGS","F","34"
"2007","ZOE","MONROE","F","9"
"2007","ZOE","QUEENS","F","26"
"2007","ZOE","ALBANY","F","5"
"2007","ZISSY","ROCKLAND","F","5"
"2007","ZISSY","KINGS","F","27"
"2007","ZION","KINGS","M","15"
"2007","ZION","BRONX","M","14"
"2007","ZEV","ROCKLAND","M","6"
"2007","ZEV","KINGS","M","30"
"2007","ZARA","QUEENS","F","10"
"2007","ZAIRE","KINGS","M","14"
"2007","ZACKARY","SUFFOLK","M","6"
"2007","ZACKARY","ERIE","M","5"
"2007","ZACHARY","NASSAU","M","41"
"2007","ZACHARY","NEW YORK","M","53"
"2007","ZACHARY","QUEENS","M","23"
"2007","ZACHARY","RENSSELAER","M","5"
"2007","ZACHARY","TOMPKINS","M","8"
"2007","ZACHARY","WAYNE","M","5"
"2007","ZACHARY","ULSTER","M","5"
"2007","ZACHARY","SUFFOLK","M","38"
"2007","ZACHARY","DUTCHESS","M","6"
"2007","ZACHARY","CHAUTAUQUA","M","5"
"2007","ZACHARY","ONEIDA","M","8"
"2007","ZACHARY","MONROE","M","25"
"2007","ZACHARY","NIAGARA","M","15"
"2007","ZACHARY","STEUBEN","M","8"
"2007","ZACHARY","WESTCHESTER","M","35"
"2007","ZACHARY","ERIE","M","28"
"2007","ZACHARY","WASHINGTON","M","5"
"2007","ZACHARY","CHEMUNG","M","7"
"2007","ZACHARY","ALBANY","M","12"
"2007","ZACHARY","ST LAWRENCE","M","5"
"2007","ZACHARY","KINGS","M","35"
"2007","ZACHARY","SARATOGA","M","6"
"2007","ZACHARY","ROCKLAND","M","8"
"2007","ZACHARY","ONONDAGA","M","18"
"2007","ZACHARY","OSWEGO","M","5"
"2007","ZACHARY","ORANGE","M","12"
"2007","ZACHARY","CHENANGO","M","5"
"2007","YUSUF","NASSAU","M","5"
"2007","YOSEF","ROCKLAND","M","18"
"2007","YOSEF","KINGS","M","56"
"2007","YOEL","NASSAU","M","5"
"2007","YOEL","ORANGE","M","7"
"2007","YOEL","KINGS","M","13"
"2007","YOCHEVED","KINGS","F","15"
"2007","YITZCHOK","ROCKLAND","M","11"
"2007","YITZCHOK","KINGS","M","39"
"2007","YITTY","KINGS","F","18"
"2007","YITTY","ROCKLAND","F","9"
"2007","YISROEL","KINGS","M","55"
"2007","YISROEL","ROCKLAND","M","20"
"2007","YIDES","KINGS","F","21"
"2007","YEHUDIS","KINGS","F","24"
"2007","YEHUDIS","ROCKLAND","F","7"
"2007","YEHUDA","KINGS","M","40"
"2007","YEHUDA","ROCKLAND","M","11"
"2007","YEHOSHUA","KINGS","M","12"
"2007","YEHOSHUA","ROCKLAND","M","6"
"2007","YECHIEL","KINGS","M","19"
"2007","YECHIEL","ROCKLAND","M","5"
"2007","YASMIN","KINGS","F","10"
"2007","YASMIN","QUEENS","F","11"
"2007","YANDEL","BRONX","M","13"
"2007","YAKOV","ROCKLAND","M","16"
"2007","YAKOV","KINGS","M","24"
"2007","YAHIR","QUEENS","M","10"
"2007","YAEL","NASSAU","F","5"
"2007","YAAKOV","ROCKLAND","M","8"
"2007","YAAKOV","KINGS","M","33"
"2007","XAVIER","NIAGARA","M","5"
"2007","XAVIER","OSWEGO","M","5"
