"cy","month","county_name","county","service_area","cases","recipients","grants","primary_county_lat","primary_county_long","primary_county_coordinates"
"2019","2019-06-30T00:00:00.000","Van Buren","89","Cedar Rapids","9","16","2364","40.7532294","-91.9499871","POINT (-91.9499871 40.7532294)"
"2019","2019-06-30T00:00:00.000","Benton","6","Cedar Rapids","28","56","8474","42.0801864","-92.0656912","POINT (-92.0656912 42.0801864)"
"2019","2019-06-30T00:00:00.000","Buena Vista","11","Western","30","80","9205","42.7354936","-95.151149","POINT (-95.15114900000002 42.7354936)"
"2019","2019-06-30T00:00:00.000","Linn","57","Cedar Rapids","507","1333","180440","42.0789478","-91.5989646","POINT (-91.5989646 42.0789478)"
"2019","2019-06-30T00:00:00.000","Harrison","43","Western","25","44","6961","41.6828528","-95.8169209","POINT (-95.8169209 41.6828528)"
"2019","2019-06-30T00:00:00.000","Dallas","25","Des Moines","54","134","17741","41.6848862","-94.0397374","POINT (-94.0397374 41.6848862)"
"2019","2019-06-30T00:00:00.000","Grundy","38","Northern","21","57","7234","42.4018651","-92.7914177","POINT (-92.7914177 42.4018651)"
"2019","2019-06-30T00:00:00.000","Davis","26","Cedar Rapids","10","21","2908","40.7476891","-92.4097173","POINT (-92.4097173 40.7476891)"
"2019","2019-06-30T00:00:00.000","Jones","53","Cedar Rapids","25","58","7391","42.1212397","-91.1314352","POINT (-91.1314352 42.1212397)"
"2019","2019-06-30T00:00:00.000","Cass","15","Western","29","60","8392","41.3314876","-94.9278266","POINT (-94.9278266 41.3314876)"
"2019","2019-06-30T00:00:00.000","Clay","21","Western","34","76","10483","43.0825804","-95.1509194","POINT (-95.1509194 43.0825804)"
"2019","2019-06-30T00:00:00.000","Ida","47","Western","11","26","3696","42.3868747","-95.5134962","POINT (-95.5134962 42.3868747)"
"2019","2019-06-30T00:00:00.000","Webster","94","Northern","123","264","36856","42.4279662","-94.1817881","POINT (-94.18178810000002 42.4279662)"
"2019","2019-06-30T00:00:00.000","Louisa","58","Eastern","26","72","9534","41.2185073","-91.2596184","POINT (-91.2596184 41.2185073)"
"2019","2019-06-30T00:00:00.000","Poweshiek","79","Cedar Rapids","33","81","11305","41.6864422","-92.5314684","POINT (-92.53146840000001 41.6864422)"
"2019","2019-06-30T00:00:00.000","Dickinson","30","Western","23","44","7269","43.3779848","-95.1508301","POINT (-95.1508301 43.3779848)"
"2019","2019-06-30T00:00:00.000","Story","85","Des Moines","99","215","31138","42.0362415","-93.4650448","POINT (-93.4650448 42.0362415)"
"2019","2019-06-30T00:00:00.000","Mahaska","62","Cedar Rapids","55","126","17166","41.3352035","-92.6409094","POINT (-92.6409094 41.3352035)"
"2019","2019-06-30T00:00:00.000","Wapello","90","Cedar Rapids","169","405","56052","41.0305845","-92.4094499","POINT (-92.4094499 41.03058450000001)"
"2019","2019-06-30T00:00:00.000","Adams","2","Des Moines","10","19","3206","41.0289839","-94.6991849","POINT (-94.6991849 41.02898390000001)"
"2019","2019-06-30T00:00:00.000","Plymouth","75","Western","29","62","9786","42.7378346","-96.2140431","POINT (-96.2140431 42.7378346)"
"2019","2019-06-30T00:00:00.000","Black Hawk","7","Northern","564","1374","181953","42.4700957","-92.3088197","POINT (-92.3088197 42.4700957)"
"2019","2019-06-30T00:00:00.000","Madison","61","Des Moines","19","58","6936","41.3307142","-94.0155619","POINT (-94.01556190000001 41.33071420000001)"
"2019","2019-06-30T00:00:00.000","Tama","86","Cedar Rapids","24","63","8804","42.0798117","-92.5325425","POINT (-92.5325425 42.07981170000001)"
"2019","2019-06-30T00:00:00.000","Des Moines","29","Eastern","172","412","55835","40.9231829","-91.1814707","POINT (-91.1814707 40.9231829)"
"2019","2019-06-30T00:00:00.000","Guthrie","39","Western","25","45","6688","41.6837548","-94.501055","POINT (-94.501055 41.6837548)"
"2019","2019-06-30T00:00:00.000","O'Brien","71","Western","17","37","5102","43.0837527","-95.6248784","POINT (-95.6248784 43.0837527)"
"2019","2019-06-30T00:00:00.000","Clayton","22","Northern","16","33","5031","42.8447493","-91.3414328","POINT (-91.34143280000002 42.8447493)"
"2019","2019-06-30T00:00:00.000","Floyd","34","Northern","49","112","16238","43.0599208","-92.7890033","POINT (-92.78900330000002 43.0599208)"
"2019","2019-06-30T00:00:00.000","Wayne","93","Des Moines","10","25","3710","40.7394702","-93.3273639","POINT (-93.3273639 40.73947020000001)"
"2019","2019-06-30T00:00:00.000","Mitchell","66","Northern","14","23","3952","43.3564124","-92.7890315","POINT (-92.7890315 43.3564124)"
"2019","2019-06-30T00:00:00.000","Buchanan","10","Northern","25","45","6440","42.4707777","-91.8378392","POINT (-91.8378392 42.4707777)"
"2019","2019-06-30T00:00:00.000","Keokuk","54","Cedar Rapids","21","48","6748","41.336465","-92.1786426","POINT (-92.1786426 41.336465)"
"2019","2019-06-30T00:00:00.000","Pottawattamie","78","Western","335","798","108624","41.3366123","-95.5423935","POINT (-95.5423935 41.3366123)"
"2019","2019-06-30T00:00:00.000","Carroll","14","Western","40","126","15674","42.0362382","-94.8605593","POINT (-94.8605593 42.0362382)"
"2019","2019-06-30T00:00:00.000","Hardin","42","Northern","27","52","7488","42.3838803","-93.2404025","POINT (-93.2404025 42.3838803)"
"2019","2019-06-30T00:00:00.000","Palo Alto","74","Western","12","26","3744","43.0820643","-94.6781371","POINT (-94.6781371 43.0820643)"
"2019","2019-06-30T00:00:00.000","Allamakee","3","Northern","25","53","6843","43.2842838","-91.3780923","POINT (-91.3780923 43.2842838)"
"2019","2019-06-30T00:00:00.000","Fayette","33","Northern","47","123","14626","42.8625919","-91.8443207","POINT (-91.8443207 42.8625919)"
"2019","2019-06-30T00:00:00.000","Franklin","35","Northern","24","55","7110","42.7325458","-93.262473","POINT (-93.262473 42.7325458)"
"2019","2019-06-30T00:00:00.000","Humboldt","46","Northern","14","39","5184","42.7764686","-94.2071868","POINT (-94.2071868 42.7764686)"
"2019","2019-06-30T00:00:00.000","Mills","65","Western","25","52","7800","41.0334523","-95.6213267","POINT (-95.62132670000001 41.0334523)"
"2019","2019-06-30T00:00:00.000","Cherokee","18","Western","14","28","4202","42.7356226","-95.6238055","POINT (-95.6238055 42.7356226)"
"2019","2019-06-30T00:00:00.000","Clinton","23","Eastern","167","389","55565","41.8980358","-90.5319724","POINT (-90.5319724 41.8980358)"
"2019","2019-06-30T00:00:00.000","Howard","45","Northern","13","31","3995","43.3567673","-92.3171989","POINT (-92.3171989 43.3567673)"
"2019","2019-06-30T00:00:00.000","Lyon","60","Western","5","8","1340","43.380497","-96.2102924","POINT (-96.2102924 43.380497)"
"2019","2019-06-30T00:00:00.000","Delaware","28","Northern","23","71","8529","42.471211","-91.3673502","POINT (-91.3673502 42.471211)"
"2019","2019-06-30T00:00:00.000","Osceola","72","Western","7","14","1903","43.3785704","-95.6236852","POINT (-95.6236852 43.3785704)"
"2019","2019-06-30T00:00:00.000","Calhoun","13","Northern","14","22","3252","42.3851848","-94.6404136","POINT (-94.6404136 42.385184800000005)"
"2019","2019-06-30T00:00:00.000","Kossuth","55","Western","18","41","5802","43.20413","-94.2067199","POINT (-94.2067199 43.20413)"
"2019","2019-06-30T00:00:00.000","Jasper","50","Cedar Rapids","66","131","19792","41.6860394","-93.053765","POINT (-93.053765 41.6860394)"
"2019","2019-06-30T00:00:00.000","Taylor","87","Western","10","27","3724","40.7374324","-94.6964148","POINT (-94.6964148 40.73743240000001)"
"2019","2019-06-30T00:00:00.000","Scott","82","Eastern","596","1388","187481","41.6370978","-90.6232428","POINT (-90.6232428 41.6370978)"
"2019","2019-06-30T00:00:00.000","Polk","77","Des Moines","1215","2974","407647","41.6855048","-93.5735335","POINT (-93.5735335 41.6855048)"
"2019","2019-06-30T00:00:00.000","Boone","8","Des Moines","33","67","10130","42.0365493","-93.931671","POINT (-93.931671 42.0365493)"
"2019","2019-06-30T00:00:00.000","Hamilton","40","Northern","14","38","5192","42.3837722","-93.7068085","POINT (-93.7068085 42.3837722)"
"2019","2019-06-30T00:00:00.000","Washington","92","Cedar Rapids","29","64","9226","41.335591","-91.7178676","POINT (-91.7178676 41.335591)"
"2019","2019-06-30T00:00:00.000","Monona","67","Western","16","41","5011","42.0516663","-95.9599235","POINT (-95.9599235 42.0516663)"
"2019","2019-06-30T00:00:00.000","Appanoose","4","Cedar Rapids","37","84","11295","40.7431635","-92.8686104","POINT (-92.8686104 40.7431635)"
"2019","2019-06-30T00:00:00.000","Sac","81","Western","11","27","3372","42.3862604","-95.1053946","POINT (-95.1053946 42.3862604)"
"2019","2019-06-30T00:00:00.000","Fremont","36","Western","20","44","5973","40.7455892","-95.6046765","POINT (-95.6046765 40.7455892)"
"2019","2019-06-30T00:00:00.000","Jackson","49","Eastern","42","83","13722","42.1717426","-90.5742294","POINT (-90.5742294 42.1717426)"
"2019","2019-06-30T00:00:00.000","Marshall","64","Northern","93","229","28324","42.0358499","-92.9987706","POINT (-92.9987706 42.0358499)"
"2019","2019-06-30T00:00:00.000","Chickasaw","19","Northern","9","18","2423","43.0600414","-92.3176637","POINT (-92.3176637 43.06004140000001)"
"2019","2019-06-30T00:00:00.000","Jefferson","51","Cedar Rapids","31","66","10513","41.0317596","-91.9488774","POINT (-91.9488774 41.0317596)"
"2019","2019-06-30T00:00:00.000","Monroe","68","Cedar Rapids","24","54","7399","41.0297826","-92.8689877","POINT (-92.8689877 41.0297826)"
"2019","2019-06-30T00:00:00.000","Cerro Gordo","17","Northern","100","227","30622","43.0815577","-93.2608184","POINT (-93.2608184 43.081557700000005)"
"2019","2019-06-30T00:00:00.000","Emmet","32","Western","25","66","8346","43.3780225","-94.6784803","POINT (-94.6784803 43.37802250000001)"
"2019","2019-06-30T00:00:00.000","Butler","12","Northern","24","54","8036","42.7315661","-92.7901934","POINT (-92.7901934 42.7315661)"
"2019","2019-06-30T00:00:00.000","Page","73","Western","31","65","9939","40.7391444","-95.1501747","POINT (-95.1501747 40.7391444)"
"2019","2019-06-30T00:00:00.000","Henry","44","Eastern","41","81","13050","40.9879383","-91.5445241","POINT (-91.5445241 40.9879383)"
"2019","2019-06-30T00:00:00.000","Union","88","Des Moines","35","99","12765","41.0277304","-94.2423792","POINT (-94.2423792 41.0277304)"
"2019","2019-06-30T00:00:00.000","Hancock","41","Northern","10","34","3775","43.0818861","-93.7342723","POINT (-93.7342723 43.0818861)"
"2019","2019-06-30T00:00:00.000","Decatur","27","Des Moines","11","25","3406","40.7376827","-93.7862815","POINT (-93.7862815 40.7376827)"
"2019","2019-06-30T00:00:00.000","Lee","56","Eastern","116","252","36559","40.6419764","-91.479264","POINT (-91.479264 40.6419764)"
"2019","2019-06-30T00:00:00.000","Crawford","24","Western","59","147","19995","42.0372125","-95.3819678","POINT (-95.3819678 42.0372125)"
"2019","2019-06-30T00:00:00.000","Bremer","9","Northern","19","53","6374","42.7745873","-92.3180548","POINT (-92.31805480000001 42.7745873)"
"2019","2019-06-30T00:00:00.000","Pocahontas","76","Northern","9","23","3212","42.7341351","-94.6787466","POINT (-94.67874660000001 42.73413510000001)"
"2019","2019-06-30T00:00:00.000","Lucas","59","Des Moines","16","31","4589","41.0293738","-93.3277207","POINT (-93.3277207 41.0293738)"
"2019","2019-06-30T00:00:00.000","Shelby","83","Western","15","38","4281","41.6850926","-95.3102113","POINT (-95.31021130000002 41.6850926)"
"2019","2019-06-30T00:00:00.000","Greene","37","Western","32","73","10971","42.0362394","-94.3968356","POINT (-94.3968356 42.0362394)"
"2019","2019-06-30T00:00:00.000","Dubuque","31","Eastern","220","551","72748","42.468832","-90.8824564","POINT (-90.8824564 42.468832)"
"2019","2019-06-30T00:00:00.000","Johnson","52","Cedar Rapids","188","511","63661","41.6715511","-91.5880849","POINT (-91.5880849 41.6715511)"
"2019","2019-06-30T00:00:00.000","Clarke","20","Des Moines","19","45","7117","41.0290323","-93.7851579","POINT (-93.78515790000002 41.0290323)"
"2019","2019-06-30T00:00:00.000","Audubon","5","Western","11","18","2542","41.6845893","-94.9058222","POINT (-94.9058222 41.6845893)"
"2019","2019-06-30T00:00:00.000","Ringgold","80","Des Moines","9","16","2544","40.7352023","-94.2439719","POINT (-94.2439719 40.7352023)"
"2019","2019-06-30T00:00:00.000","Iowa","48","Cedar Rapids","12","26","3760","41.6863229","-92.065524","POINT (-92.065524 41.6863229)"
"2019","2019-06-30T00:00:00.000","Cedar","16","Eastern","14","33","4896","41.7723207","-91.1324125","POINT (-91.1324125 41.7723207)"
"2019","2019-06-30T00:00:00.000","Montgomery","69","Western","42","101","14581","41.03014","-95.1563758","POINT (-95.1563758 41.03014)"
"2019","2019-06-30T00:00:00.000","Marion","63","Des Moines","41","91","13352","41.3344515","-93.0994367","POINT (-93.0994367 41.3344515)"
"2019","2019-06-30T00:00:00.000","Warren","91","Des Moines","54","93","14598","41.3343735","-93.5613594","POINT (-93.5613594 41.3343735)"
"2019","2019-06-30T00:00:00.000","Sioux","84","Western","14","25","3964","43.0826174","-96.1778827","POINT (-96.1778827 43.0826174)"
"2019","2019-12-31T00:00:00.000","Muscatine","70","Eastern","99","234","33983","41.4839221","-91.1127562","POINT (-91.1127562 41.4839221)"
"2019","2019-12-31T00:00:00.000","Adair","1","Des Moines","16","31","4946","41.3307464","-94.4709413","POINT (-94.4709413 41.3307464)"
"2019","2019-12-31T00:00:00.000","Van Buren","89","Cedar Rapids","14","24","4219","40.7532294","-91.9499871","POINT (-91.9499871 40.7532294)"
"2019","2019-12-31T00:00:00.000","Benton","6","Cedar Rapids","26","51","7912","42.0801864","-92.0656912","POINT (-92.0656912 42.0801864)"
"2019","2019-12-31T00:00:00.000","Buena Vista","11","Western","23","59","8575","42.7354936","-95.151149","POINT (-95.15114900000002 42.7354936)"
"2019","2019-12-31T00:00:00.000","Linn","57","Cedar Rapids","502","1238","167977","42.0789478","-91.5989646","POINT (-91.5989646 42.0789478)"
"2019","2019-12-31T00:00:00.000","Harrison","43","Western","27","52","7568","41.6828528","-95.8169209","POINT (-95.8169209 41.6828528)"
"2019","2019-12-31T00:00:00.000","Dallas","25","Des Moines","49","121","16947","41.6848862","-94.0397374","POINT (-94.0397374 41.6848862)"
"2019","2019-12-31T00:00:00.000","Grundy","38","Northern","18","39","5425","42.4018651","-92.7914177","POINT (-92.7914177 42.4018651)"
"2019","2019-12-31T00:00:00.000","Davis","26","Cedar Rapids","13","27","3552","40.7476891","-92.4097173","POINT (-92.4097173 40.7476891)"
"2019","2019-12-31T00:00:00.000","Jones","53","Cedar Rapids","26","48","7041","42.1212397","-91.1314352","POINT (-91.1314352 42.1212397)"
"2019","2019-12-31T00:00:00.000","Cass","15","Western","21","46","6327","41.3314876","-94.9278266","POINT (-94.9278266 41.3314876)"
"2019","2019-12-31T00:00:00.000","Clay","21","Western","32","73","10874","43.0825804","-95.1509194","POINT (-95.1509194 43.0825804)"
"2019","2019-12-31T00:00:00.000","Ida","47","Western","8","20","2957","42.3868747","-95.5134962","POINT (-95.5134962 42.3868747)"
"2019","2019-12-31T00:00:00.000","Webster","94","Northern","121","283","40022","42.4279662","-94.1817881","POINT (-94.18178810000002 42.4279662)"
"2019","2019-12-31T00:00:00.000","Louisa","58","Eastern","25","60","8458","41.2185073","-91.2596184","POINT (-91.2596184 41.2185073)"
"2019","2019-12-31T00:00:00.000","Poweshiek","79","Cedar Rapids","29","74","9600","41.6864422","-92.5314684","POINT (-92.53146840000001 41.6864422)"
"2019","2019-12-31T00:00:00.000","Dickinson","30","Western","19","39","6030","43.3779848","-95.1508301","POINT (-95.1508301 43.3779848)"
"2019","2019-12-31T00:00:00.000","Story","85","Des Moines","88","187","27184","42.0362415","-93.4650448","POINT (-93.4650448 42.0362415)"
"2019","2019-12-31T00:00:00.000","Mahaska","62","Cedar Rapids","42","84","13038","41.3352035","-92.6409094","POINT (-92.6409094 41.3352035)"
"2019","2019-12-31T00:00:00.000","Wapello","90","Cedar Rapids","158","351","52981","41.0305845","-92.4094499","POINT (-92.4094499 41.03058450000001)"
"2019","2019-12-31T00:00:00.000","Adams","2","Des Moines","11","22","3213","41.0289839","-94.6991849","POINT (-94.6991849 41.02898390000001)"
"2019","2019-12-31T00:00:00.000","Plymouth","75","Western","29","64","9330","42.7378346","-96.2140431","POINT (-96.2140431 42.7378346)"
"2019","2019-12-31T00:00:00.000","Black Hawk","7","Northern","530","1302","178122","42.4700957","-92.3088197","POINT (-92.3088197 42.4700957)"
"2019","2019-12-31T00:00:00.000","Madison","61","Des Moines","20","55","7832","41.3307142","-94.0155619","POINT (-94.01556190000001 41.33071420000001)"
"2019","2019-12-31T00:00:00.000","Tama","86","Cedar Rapids","27","67","9006","42.0798117","-92.5325425","POINT (-92.5325425 42.07981170000001)"
"2019","2019-12-31T00:00:00.000","Des Moines","29","Eastern","183","426","60259","40.9231829","-91.1814707","POINT (-91.1814707 40.9231829)"
"2019","2019-12-31T00:00:00.000","Guthrie","39","Western","17","37","5334","41.6837548","-94.501055","POINT (-94.501055 41.6837548)"
"2019","2019-12-31T00:00:00.000","O'Brien","71","Western","14","34","4689","43.0837527","-95.6248784","POINT (-95.6248784 43.0837527)"
"2019","2019-12-31T00:00:00.000","Clayton","22","Northern","18","33","5374","42.8447493","-91.3414328","POINT (-91.34143280000002 42.8447493)"
"2019","2019-12-31T00:00:00.000","Floyd","34","Northern","44","119","16013","43.0599208","-92.7890033","POINT (-92.78900330000002 43.0599208)"
"2019","2019-12-31T00:00:00.000","Wayne","93","Des Moines","9","24","3073","40.7394702","-93.3273639","POINT (-93.3273639 40.73947020000001)"
"2019","2019-12-31T00:00:00.000","Mitchell","66","Northern","15","34","4788","43.3564124","-92.7890315","POINT (-92.7890315 43.3564124)"
"2019","2019-12-31T00:00:00.000","Buchanan","10","Northern","32","69","9605","42.4707777","-91.8378392","POINT (-91.8378392 42.4707777)"
"2019","2019-12-31T00:00:00.000","Keokuk","54","Cedar Rapids","22","52","7010","41.336465","-92.1786426","POINT (-92.1786426 41.336465)"
"2019","2019-12-31T00:00:00.000","Pottawattamie","78","Western","326","757","108645","41.3366123","-95.5423935","POINT (-95.5423935 41.3366123)"
"2019","2019-12-31T00:00:00.000","Carroll","14","Western","52","135","20872","42.0362382","-94.8605593","POINT (-94.8605593 42.0362382)"
"2019","2019-12-31T00:00:00.000","Hardin","42","Northern","21","40","6375","42.3838803","-93.2404025","POINT (-93.2404025 42.3838803)"
"2019","2019-12-31T00:00:00.000","Palo Alto","74","Western","12","23","3533","43.0820643","-94.6781371","POINT (-94.6781371 43.0820643)"
"2019","2019-12-31T00:00:00.000","Allamakee","3","Northern","21","42","6201","43.2842838","-91.3780923","POINT (-91.3780923 43.2842838)"
"2019","2019-12-31T00:00:00.000","Fayette","33","Northern","46","115","15489","42.8625919","-91.8443207","POINT (-91.8443207 42.8625919)"
"2019","2019-12-31T00:00:00.000","Franklin","35","Northern","20","44","5941","42.7325458","-93.262473","POINT (-93.262473 42.7325458)"
"2019","2019-12-31T00:00:00.000","Humboldt","46","Northern","7","20","2883","42.7764686","-94.2071868","POINT (-94.2071868 42.7764686)"
"2019","2019-12-31T00:00:00.000","Mills","65","Western","25","50","7948","41.0334523","-95.6213267","POINT (-95.62132670000001 41.0334523)"
"2019","2019-12-31T00:00:00.000","Cherokee","18","Western","10","19","2981","42.7356226","-95.6238055","POINT (-95.6238055 42.7356226)"
"2019","2019-12-31T00:00:00.000","Clinton","23","Eastern","180","430","59342","41.8980358","-90.5319724","POINT (-90.5319724 41.8980358)"
"2019","2019-12-31T00:00:00.000","Howard","45","Northern","9","21","3075","43.3567673","-92.3171989","POINT (-92.3171989 43.3567673)"
"2019","2019-12-31T00:00:00.000","Lyon","60","Western","5","9","1514","43.380497","-96.2102924","POINT (-96.2102924 43.380497)"
"2019","2019-12-31T00:00:00.000","Delaware","28","Northern","18","44","5418","42.471211","-91.3673502","POINT (-91.3673502 42.471211)"
"2019","2019-12-31T00:00:00.000","Osceola","72","Western","7","16","2154","43.3785704","-95.6236852","POINT (-95.6236852 43.3785704)"
"2019","2019-12-31T00:00:00.000","Calhoun","13","Northern","14","24","3577","42.3851848","-94.6404136","POINT (-94.6404136 42.385184800000005)"
"2019","2019-12-31T00:00:00.000","Kossuth","55","Western","14","33","4920","43.20413","-94.2067199","POINT (-94.2067199 43.20413)"
"2019","2019-12-31T00:00:00.000","Jasper","50","Cedar Rapids","69","149","21633","41.6860394","-93.053765","POINT (-93.053765 41.6860394)"
"2019","2019-12-31T00:00:00.000","Taylor","87","Western","13","31","4175","40.7374324","-94.6964148","POINT (-94.6964148 40.73743240000001)"
"2019","2019-12-31T00:00:00.000","Scott","82","Eastern","590","1337","189265","41.6370978","-90.6232428","POINT (-90.6232428 41.6370978)"
"2019","2019-12-31T00:00:00.000","Polk","77","Des Moines","1197","2997","407062","41.6855048","-93.5735335","POINT (-93.5735335 41.6855048)"
"2019","2019-12-31T00:00:00.000","Boone","8","Des Moines","34","67","10184","42.0365493","-93.931671","POINT (-93.931671 42.0365493)"
"2019","2019-12-31T00:00:00.000","Hamilton","40","Northern","14","30","4755","42.3837722","-93.7068085","POINT (-93.7068085 42.3837722)"
"2019","2019-12-31T00:00:00.000","Washington","92","Cedar Rapids","39","84","12037","41.335591","-91.7178676","POINT (-91.7178676 41.335591)"
"2019","2019-12-31T00:00:00.000","Monona","67","Western","21","50","6485","42.0516663","-95.9599235","POINT (-95.9599235 42.0516663)"
"2019","2019-12-31T00:00:00.000","Appanoose","4","Cedar Rapids","31","84","11723","40.7431635","-92.8686104","POINT (-92.8686104 40.7431635)"
"2019","2019-12-31T00:00:00.000","Sac","81","Western","9","23","3824","42.3862604","-95.1053946","POINT (-95.1053946 42.3862604)"
"2019","2019-12-31T00:00:00.000","Fremont","36","Western","11","24","3631","40.7455892","-95.6046765","POINT (-95.6046765 40.7455892)"
"2019","2019-12-31T00:00:00.000","Jackson","49","Eastern","47","108","15755","42.1717426","-90.5742294","POINT (-90.5742294 42.1717426)"
"2019","2019-12-31T00:00:00.000","Marshall","64","Northern","106","249","35044","42.0358499","-92.9987706","POINT (-92.9987706 42.0358499)"
"2019","2019-12-31T00:00:00.000","Chickasaw","19","Northern","6","9","1374","43.0600414","-92.3176637","POINT (-92.3176637 43.06004140000001)"
"2019","2019-12-31T00:00:00.000","Jefferson","51","Cedar Rapids","33","70","10291","41.0317596","-91.9488774","POINT (-91.9488774 41.0317596)"
"2019","2019-12-31T00:00:00.000","Monroe","68","Cedar Rapids","22","46","7090","41.0297826","-92.8689877","POINT (-92.8689877 41.0297826)"
"2019","2019-12-31T00:00:00.000","Cerro Gordo","17","Northern","92","208","30839","43.0815577","-93.2608184","POINT (-93.2608184 43.081557700000005)"
"2019","2019-12-31T00:00:00.000","Emmet","32","Western","21","50","6756","43.3780225","-94.6784803","POINT (-94.6784803 43.37802250000001)"
"2019","2019-12-31T00:00:00.000","Butler","12","Northern","25","45","7105","42.7315661","-92.7901934","POINT (-92.7901934 42.7315661)"
"2019","2019-12-31T00:00:00.000","Page","73","Western","25","56","8722","40.7391444","-95.1501747","POINT (-95.1501747 40.7391444)"
"2019","2019-12-31T00:00:00.000","Henry","44","Eastern","47","95","13650","40.9879383","-91.5445241","POINT (-91.5445241 40.9879383)"
"2019","2019-12-31T00:00:00.000","Union","88","Des Moines","24","61","8480","41.0277304","-94.2423792","POINT (-94.2423792 41.0277304)"
"2019","2019-12-31T00:00:00.000","Hancock","41","Northern","6","19","2371","43.0818861","-93.7342723","POINT (-93.7342723 43.0818861)"
"2019","2019-12-31T00:00:00.000","Decatur","27","Des Moines","11","30","4185","40.7376827","-93.7862815","POINT (-93.7862815 40.7376827)"
"2019","2019-12-31T00:00:00.000","Lee","56","Eastern","121","270","38721","40.6419764","-91.479264","POINT (-91.479264 40.6419764)"
"2019","2019-12-31T00:00:00.000","Crawford","24","Western","59","151","21554","42.0372125","-95.3819678","POINT (-95.3819678 42.0372125)"
"2019","2019-12-31T00:00:00.000","Bremer","9","Northern","22","56","7346","42.7745873","-92.3180548","POINT (-92.31805480000001 42.7745873)"
"2019","2019-12-31T00:00:00.000","Pocahontas","76","Northern","13","28","4308","42.7341351","-94.6787466","POINT (-94.67874660000001 42.73413510000001)"
"2019","2019-12-31T00:00:00.000","Lucas","59","Des Moines","19","32","5753","41.0293738","-93.3277207","POINT (-93.3277207 41.0293738)"
"2019","2019-12-31T00:00:00.000","Shelby","83","Western","10","26","3756","41.6850926","-95.3102113","POINT (-95.31021130000002 41.6850926)"
"2019","2019-12-31T00:00:00.000","Greene","37","Western","24","55","7099","42.0362394","-94.3968356","POINT (-94.3968356 42.0362394)"
