"payment_issue_date","vendor_legal","vendor_dba","vendor_city","vendor_state","amount"
"2020-03-09T00:00:00.000","AUREON CONTACT CENTER INC",,"WEST DES MOINES","IA","2654.51"
"2020-04-10T00:00:00.000","3B GOLF",,"GRAETTINGER","IA","25000.00"
"2020-04-10T00:00:00.000","ADITYA INC","PEACHWAVE","SIOUX CITY","IA","25000.00"
"2020-04-10T00:00:00.000","ALMOSTA INC","FIRESIDE PUB & STEAKHOUSE","MANCHESTER","IA","17000.00"
"2020-04-10T00:00:00.000","AMERICANA LLC",,"DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","APOSTO LLC","APOSTO","DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","APPANOOSE RAPIDS FINE DINING LLC",,"OTTUMWA","IA","16000.00"
"2020-04-10T00:00:00.000","APRILS DOWNTOWN DINER",,"MANCHESTER","IA","15000.00"
"2020-04-10T00:00:00.000","BENCHWOOD INC","BENCHWARMERS","ANKENY","IA","25000.00"
"2020-04-10T00:00:00.000","BENJAMIN NORRIS","WHITE TREE LLC DBA THE WALNUT","DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","BLAZING SADDLE INC","BLAZING SADDLE","DES MOINES","IA","15000.00"
"2020-04-10T00:00:00.000","BMAT INC","PALMS SUPPER CLUB","FORT  MADISON","IA","15500.00"
"2020-04-10T00:00:00.000","BOGGS PROPERTIES LLC","D/B/A SULLYS IRISH PUB","WEST DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","BRADLEYS INC",,"WEST DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","BRAJA INC",,"DYESRVILLE","IA","15000.00"
"2020-04-10T00:00:00.000","BRITTON LLC","COZY CAFE JOHNSTON","JOHNSTON","IA","25000.00"
"2020-04-10T00:00:00.000","BUBBA STUBBS FROYO LLC","ORANGE LEAF FROZEN YOGURT","OMAHA","NE","25000.00"
"2020-04-10T00:00:00.000","BULLYS ANGLE INN INC",,"WALFORD","IA","25000.00"
"2020-04-10T00:00:00.000","CARPE DIEM I LLC","DBA THE 11TH STREET PRECINCT","DAVENPORT","IA","25000.00"
"2020-04-10T00:00:00.000","CHAD ALAN STREFF","WHISKEY RIVER","DUBUQUE","IA","14500.00"
"2020-04-10T00:00:00.000","CITY HALL 1876 LLC","BLUE IGUANA","LE CLAIRE","IA","25000.00"
"2020-04-10T00:00:00.000","CORDES INC",,"WELLSBURG","IA","7500.00"
"2020-04-10T00:00:00.000","CORRIDOR ENTERTAINMENT LC","STUDIO 13","IOWA CITY","IA","24300.00"
"2020-04-10T00:00:00.000","CORY BARTROM","JOHNNYS BAR & GRILL","WESLEY","IA","15000.00"
"2020-04-10T00:00:00.000","CROUSE CAFE INC",,"INDIANOLA","IA","25000.00"
"2020-04-10T00:00:00.000","CRUCOLI LLC","DELLA VITI","AMES","IA","20000.00"
"2020-04-10T00:00:00.000","DDJE LLC","DADS PUB","WATERLOO","IA","25000.00"
"2020-04-10T00:00:00.000","DEBRA LACINA","TEA THYME AT SADIES","FORT DODGE","IA","23413.00"
"2020-04-10T00:00:00.000","DEEKEN INC",,"BETTENDORF","IA","17000.00"
"2020-04-10T00:00:00.000","DELI ON WEST STREET LLC","WEST STREET DELI","AMES","IA","6000.00"
"2020-04-10T00:00:00.000","DENNYS LUX CLUB LLC",,"DUBUQUE","IA","10000.00"
"2020-04-10T00:00:00.000","D H  PUB LTD","THE PUB","DENISON","IA","23000.00"
"2020-04-10T00:00:00.000","DIVINE LOUNGE LLC","JUNIPER MOON","DES MOINES","IA","10000.00"
"2020-04-10T00:00:00.000","DO DROP / JUST ONE MORE LLC","JUST ONE MORE","JAMAICA","IA","5000.00"
"2020-04-10T00:00:00.000","DTW INC DBA TCB",,"IOWA CITY","IA","25000.00"
"2020-04-10T00:00:00.000","D &W COMPANY #1","PITA PIT BETTENDORF","BETTENDORF","IA","25000.00"
"2020-04-10T00:00:00.000","EBD4AK LLC","FARNEYS","BURLINGTON","IA","24000.00"
"2020-04-10T00:00:00.000","E & E PROPERTIES LLC","HAVERHILL SOCIAL CLUB","HAVERHILL","IA","25000.00"
"2020-04-10T00:00:00.000","ELK CREEK HOLDINGS LLC","THREE DAYS GRILLE AND SALOON","IOWA FALLS","IA","15000.00"
"2020-04-10T00:00:00.000","FARMERS DAUGHTERS MARKET",,"HIAWATHA","IA","10000.00"
"2020-04-10T00:00:00.000","FG RESTAURANT LLC","POPOLI RISTORANTE & SULLIVANS BAR","CEDAR RAPIDS","IA","25000.00"
"2020-04-10T00:00:00.000","FLYING MANGO INC",,"DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","FORTY TEN LLC DBA GROUNDED","GROUNDED","CLARION","IA","17000.00"
"2020-04-10T00:00:00.000","FOX & THE FORK INC",,"FORT DODGE","IA","25000.00"
"2020-04-10T00:00:00.000","FRANKIES LLC","SEVEN STARS FAMILY RESTAURANT","HAMPTON","IA","20000.00"
"2020-04-10T00:00:00.000","FUJIYAMA IA INC",,"CLINTON","IA","10000.00"
"2020-04-10T00:00:00.000","FUNDAMENTAL BREWING COMPANY LLC","FULL FLEDGED BREWING COMPANY","COUNCIL BLUFFS","IA","21000.00"
"2020-04-10T00:00:00.000","GERRIS INC",,"DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","GLYN MAWR VINEYARD AND WINERY LLC",,"OLIN","IA","10000.00"
"2020-04-10T00:00:00.000","G & M CR5 LLC",,"NEWPORT BEACH","CA","25000.00"
"2020-04-10T00:00:00.000","GOLDIES ICE CREAM SHOPPE LLC",,"PRAIRIE CITY","IA","25000.00"
"2020-04-10T00:00:00.000","GOOD VIBES CAFE",,"SOLON","IA","10000.00"
"2020-04-10T00:00:00.000","GRUPO JALISCO  LLC","LOS GIRASOLES","GRINNELL","IA","25000.00"
"2020-04-10T00:00:00.000","GUS INC","GUS & TONYS TOWN HOUSE","WEST UNION","IA","22378.00"
"2020-04-10T00:00:00.000","HD-2 INC",,"OSKALOOSA","IA","25000.00"
"2020-04-10T00:00:00.000","HELLO MARJORIE","HELLO MARJORIE","DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","HIPPIE CHICKS BAR & LOUNGE LLC","ROCK-A-BILLIES BAR OF NORTHWOOD","NORTHWOOD","IA","6000.00"
"2020-04-10T00:00:00.000","HUDSON RESTAURANTS - CB INC","RUNZA RESTAURANTS","COUNCIL BLUFFS","IA","25000.00"
"2020-04-10T00:00:00.000","IFOS LLC","GODFATHERS PIZZA","REMSEN","IA","25000.00"
"2020-04-10T00:00:00.000","IMBIBE LLC","THE JITNEY","MONTICELLO","IA","25000.00"
"2020-04-10T00:00:00.000","JC SCHARES LLC","ORAN TAO & CAFE","OELWEIN","IA","13815.00"
"2020-04-10T00:00:00.000","JHM LTD","SPORTSMANS LOUNGE","AMES","IA","10000.00"
"2020-04-10T00:00:00.000","JODYS CORNER TAP INC",,"MUSCATINE","IA","15000.00"
"2020-04-10T00:00:00.000","JOHN L GREINER","WHISTLE STOP CAFE","BOONE","IA","19500.00"
"2020-04-10T00:00:00.000","JONATHAN MAXWELL WRIGHT","CHICK-FIL-A SOUTHERN HILLS MALL","SIOUX CITY","IA","25000.00"
"2020-04-10T00:00:00.000","J & S GRUBBSTER INVESTMENTS LLC","GRUBBS PUB","DES MOINES","IA","19881.00"
"2020-04-10T00:00:00.000","KATHYS 14TH STREET TAVERN LC",,"DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","KEST EAST INC","DBA SUBWAY 30498","AUDUBON","IA","12000.00"
"2020-04-10T00:00:00.000","KEST-QUEST INC","DBA SUBWAY 11901","HARLAN","IA","10000.00"
"2020-04-10T00:00:00.000","KITCHEN RESTAURANTS LLC","STAR BAR","DES MOINES","IA","25000.00"
"2020-04-10T00:00:00.000","KOREAN BARBEQUE  RESTAURANT INC","ONNURI RESTAURANT","IOWA CITY","IA","25000.00"
"2020-04-10T00:00:00.000","KURT M EHLERS","NEXT PHASE BAR","DUBUQUE","IA","10000.00"
"2020-04-10T00:00:00.000","LISA ROSLANSKY","LISAS BAKE SHOP","SPIRIT LAKE","IA","20000.00"
"2020-04-10T00:00:00.000","LISETTE LENNINGER","RUDYS RESTAURANT","WINTERSET","IA","15000.00"
"2020-04-10T00:00:00.000","LONDON UNDERGROUND LLC",,"AMES","IA","8000.00"
"2020-04-10T00:00:00.000","LOST BAR AND GRILL LLC","SMOKEYS","DELHI","IA","10000.00"
"2020-04-10T00:00:00.000","LUCKYS ON SIXTEENTH LLC","LUCKYS ON SIXTEENTH","CEDAR RAPIDS","IA","25000.00"
"2020-04-10T00:00:00.000","MAF CORPORATION","VICTORY LANE MOTORSPORTS CAFE","DES MOINES","IA","5000.00"
"2020-04-10T00:00:00.000","MALTHAUS INC","CIRCLE C SALOON","LA MOTTE","IA","7000.00"
"2020-04-10T00:00:00.000","MANNYS DINER",,"KNOXVILLE","IA","20000.00"
"2020-04-10T00:00:00.000","MAR2 INC",,"URBANDALE","IA","18000.00"
"2020-04-10T00:00:00.000","MARC DAVID SHONKA",,"DES MOINES","IA","7800.00"
"2020-04-10T00:00:00.000","MARGARET EILEEN BUECH","MCKINLEY STREET TAVERNE","CLINTON","IA","15000.00"
"2020-04-10T00:00:00.000","MARQUETTE ENTERPRISES INC",,"MARQUETTE","IA","10000.00"
"2020-04-10T00:00:00.000","MCCUBBIN ENTERPRISES","SHINYTOP BREWING","FORT DODGE","IA","25000.00"
"2020-04-10T00:00:00.000","MEREDITH LLC",,"LE CLAIRE","IA","12000.00"
"2020-04-10T00:00:00.000","MEYERS CATERING","MEYERS RESTAURANT&CATERING","KEOKUK","IA","10000.00"
"2020-04-10T00:00:00.000","MIDTOWN FAMILY RESTAURANT 2 INC","MIDTOWN FAMILY RESTAURANT 2","IOWA CITY","IA","25000.00"
