"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"S16635100032","2014-01-02T00:00:00.000","2595","Hy-Vee Wine and Spirits / Denison","1620  4TH AVE, SOUTH","DENISON","51442","POINT (-95.348601 42.012395)","24","Crawford","1031080","VODKA 80 PROOF","380","Phillips Beverage Company","37336","Uv Vodka","12","750","6.50","9.74","12","116.88","9.00","2.38"
"S16640900126","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1082900","MISC. IMPORTED CORDIALS & LIQUEURS","410","The Patron Spirits Company","64736","Citronge","12","750","13.75","20.63","24","495.12","18.00","4.76"
"S16629400015","2014-01-02T00:00:00.000","3926","Liquor Downtown / Iowa City","315 S GILBERT ST","IOWA CITY","52240","POINT (-91.530181 41.657654)","52","Johnson","1031080","VODKA 80 PROOF","260","Diageo Americas","37996","Smirnoff Vodka 80 Prf","12","750","8.25","12.37","12","148.44","9.00","2.38"
"S16624500107","2014-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N DODGE ST","IOWA CITY","52240","POINT (-91.518868 41.676095)","52","Johnson","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75211","Kinky Liqueur","12","750","10.00","15.00","3","45.00","2.25","0.59"
"S16638100055","2014-01-02T00:00:00.000","2627","Hy-Vee Wine and Spirits #1","3424 MARTIN LUTHER KING JR PKW","DES MOINES","50310","POINT (-93.65129 41.626668)","77","Polk","1032200","IMPORTED VODKA - MISC","395","Proximo","35964","Three Olives Loopy Flavored Vodka","12","750","11.17","16.76","1","16.76","0.75","0.20"
"S16626200233","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1022100","TEQUILA","395","Proximo","89194","Jose Cuervo Especial Reposado Flask","24","375","5.50","8.25","3","24.75","1.12","0.30"
"S16642700009","2014-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","DES MOINES","50317","POINT (-93.570489 41.607817)","77","Polk","1081700","DISTILLED SPIRITS SPECIALTY","384","Piedmont Distillers","76038","Midnight Moon Cherry","6","750","10.42","15.63","6","93.78","4.50","1.19"
"S16630500192","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1081700","DISTILLED SPIRITS SPECIALTY","418","Gunsandmore.info","86764","Sipp'n Sweet Corn","12","375","10.50","15.75","5","78.75","1.88","0.50"
"S16638800116","2014-01-02T00:00:00.000","2599","Hy-Vee Wine and Spirits / Coralville","1914 8TH STREET","CORALVILLE","52241","POINT (-91.590715 41.682013)","52","Johnson","1062310","SPICED RUM","240","WILLIAM GRANT AND SONS, INC.","45887","Sailor Jerry Spiced Navy Rum","12","1000","11.20","16.79","12","201.48","12.00","3.17"
"S16626200204","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1012210","SINGLE MALT SCOTCH","370","Pernod Ricard USA/Austin Nichols","5036","Glenlivet 12 Yr Malt Scotch","12","750","22.07","33.11","3","99.33","2.25","0.59"
"S16626300064","2014-01-02T00:00:00.000","2487","Anamosa Family Foods","402 EAST MAIN","ANAMOSA","52205","POINT (-91.281344 42.108275)","53","Jones","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation","26586","Gentleman Jack","12","750","18.95","28.43","1","28.43","0.75","0.20"
"S16637200040","2014-01-02T00:00:00.000","3791","Pit Stop Liquor and Tobacco","111 E HARRISON ST","JEFFERSON","50129","POINT (-94.374156 42.014308)","37","Greene","1082900","MISC. IMPORTED CORDIALS & LIQUEURS","461","Campari(skyy)","65185","Irish Mist Honey","6","750","11.83","17.75","1","17.75","0.75","0.20"
"S16636900011","2014-01-02T00:00:00.000","4896","Barrys Mini Mart","403, CHESTNUT ST","HARPERS FERRY","52146","POINT (-91.38553 43.050183)","03","Allamakee","1062310","SPICED RUM","260","Diageo Americas","43338","Captain Morgan Spiced Rum","6","1750","16.75","25.62","3","76.86","5.25","1.39"
"S16630500227","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1051100","APRICOT BRANDIES","259","Heaven Hill Brands","52314","Christian Bros Brandy","24","375","3.23","4.85","2","9.70","0.75","0.20"
"S16634700016","2014-01-02T00:00:00.000","4478","U S Gas","3000, SW 9th ST","DES MOINES","50315","POINT (-93.625682 41.557862)","77","Polk","1032200","IMPORTED VODKA - MISC","260","Diageo Americas","64711","Ciroc Peach","12","375","9.00","13.50","12","162.00","4.50","1.19"
"S16637600016","2014-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N JEFFERSON","INDIANOLA","50125",,"91","Warren","1062300","FLAVORED RUM","370","Pernod Ricard USA/Austin Nichols","42703","Malibu Pineapple Rum","12","750","7.50","11.24","12","134.88","9.00","2.38"
"S16638800053","2014-01-02T00:00:00.000","2599","Hy-Vee Wine and Spirits / Coralville","1914 8TH STREET","CORALVILLE","52241","POINT (-91.590715 41.682013)","52","Johnson","1012200","SCOTCH WHISKIES","260","Diageo Americas","4616","Buchanan Special Reserve 18YR","6","750","39.07","58.61","2","117.22","1.50","0.40"
"S16638000010","2014-01-02T00:00:00.000","2612","Hy-Vee Store / Perry","1215  141 ST","PERRY","50220","POINT (-94.104501 41.830292)","25","Dallas","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75211","Kinky Liqueur","12","750","10.00","15.00","12","180.00","9.00","2.38"
"S16622700189","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","65","Jim Beam Brands","73533","Dekuyper 03","12","750","12.07","18.10","6","108.60","4.50","1.19"
"S16616600046","2014-01-02T00:00:00.000","4481","THE LIQUOR HOUSE","425 GILBERT ST","IOWA CITY","52240","POINT (-91.530225 41.656031)","52","Johnson","1062300","FLAVORED RUM","370","Pernod Ricard USA/Austin Nichols","42676","Malibu Passion Fruit Rum","12","750","7.50","11.24","3","33.72","2.25","0.59"
"S16640200010","2014-01-02T00:00:00.000","2528","Hy-Vee Food Store #3 / Des Moines","3221 SE 14TH ST","DES MOINES","50315",,"77","Polk","1011100","BLENDED WHISKIES","297","Laird And Company","23828","Five Star","6","1750","7.46","11.19","6","67.14","10.50","2.77"
"S16624500084","2014-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N DODGE ST","IOWA CITY","52240","POINT (-91.518868 41.676095)","52","Johnson","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis","45276","Paramount White Rum","12","750","4.17","6.26","3","18.78","2.25","0.59"
"S16616500002","2014-01-02T00:00:00.000","2844","CVS Pharmacy #8547 / Iowa City","2425 MUSCATINE AVE","IOWA CITY","52240","POINT (-91.50008800000002 41.649547)","52","Johnson","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands","19061","Jim Beam Mini","12","500","6.83","10.24","24","245.76","12.00","3.17"
"S16637600050","2014-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N JEFFERSON","INDIANOLA","50125",,"91","Warren","1031100","100 PROOF VODKA","300","Mccormick Distilling Company","36908","Mccormick Vodka Pet","6","1750","7.47","11.21","6","67.26","10.50","2.77"
"S16626300091","2014-01-02T00:00:00.000","2487","Anamosa Family Foods","402 EAST MAIN","ANAMOSA","52205","POINT (-91.281344 42.108275)","53","Jones","1052010","IMPORTED GRAPE BRANDIES","420","Moet Hennessy USA, Inc.","48105","Hennessy VS","12","375","9.50","14.25","4","57.00","1.50","0.40"
"S16622100001","2014-01-02T00:00:00.000","4265","Kwik Stop 3 / Waterloo","1104 WASHINGTON ST","WATERLOO","50702","POINT (-92.336965 42.489106)","07","Black Hawk","1051010","AMERICAN GRAPE BRANDIES","205","E AND J GALLO WINERY","52594","E & J Vs Brandy","24","375","3.00","4.50","24","108.00","9.00","2.38"
"S16626200219","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1022100","TEQUILA","395","Proximo","64615","Jose Cuervo Cinge","12","750","10.58","15.87","4","63.48","3.00","0.79"
"S16617600018","2014-01-02T00:00:00.000","2955","Dahl's / Beaver","1819 BEAVER","DES MOINES","50310","POINT (-93.672695 41.610525)","77","Polk","1031080","VODKA 80 PROOF","260","Diageo Americas","37996","Smirnoff Vodka 80 Prf","12","750","8.25","12.37","12","148.44","9.00","2.38"
"S16632000104","2014-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 MERLE HAY ROAD","JOHNSTON","50131","POINT (-93.697731 41.665172)","77","Polk","1052010","IMPORTED GRAPE BRANDIES","65","Jim Beam Brands","47776","Courvoisier Vsop Cognac","12","750","20.47","30.71","1","30.71","0.75","0.20"
"S16631200046","2014-01-02T00:00:00.000","2572","Hy-Vee Food Store / Cedar Falls","6301 UNIVERSITY","CEDAR FALLS","50613","POINT (-92.435236 42.512789)","07","Black Hawk","1031080","VODKA 80 PROOF","205","E AND J GALLO WINERY","36971","New Amsterdam Vodka","6","1750","13.32","19.98","6","119.88","10.50","2.77"
"S16624500049","2014-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N DODGE ST","IOWA CITY","52240","POINT (-91.518868 41.676095)","52","Johnson","1032080","IMPORTED VODKA","115","Constellation Wine Company, Inc.","34820","Svedka Vodka","12","750","8.25","12.38","3","37.14","2.25","0.59"
"S16617500014","2014-01-02T00:00:00.000","2954","Dahl's / Ingersoll","3425 INGERSOLL","DES MOINES","50300","POINT (-93.663337 41.586313)","77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis","45248","Paramount Gold Rum","6","1750","8.00","12.00","6","72.00","10.50","2.77"
"S16638600053","2014-01-02T00:00:00.000","4108","Oasis Grocery and Liquor /","2917 PAYNE","DES MOINES","50310","POINT (-93.658311 41.620075)","77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A., Inc.","43031","Bacardi Gold Rum Mini","12","500","4.74","7.11","1","7.11","0.50","0.13"
"S16626300022","2014-01-02T00:00:00.000","2487","Anamosa Family Foods","402 EAST MAIN","ANAMOSA","52205","POINT (-91.281344 42.108275)","53","Jones","1031080","VODKA 80 PROOF","260","Diageo Americas","37417","Popov Vodka 80 Prf","12","1000","5.50","8.25","12","99.00","12.00","3.17"
"S16625200123","2014-01-02T00:00:00.000","3692","Wilkie Liquors","724  1ST ST E","MT VERNON","52314","POINT (-91.960918 41.994458)","57","Linn","1062100","JAMAICA RUM","260","Diageo Americas","42166","Myers's Rum Original Dark","12","750","10.00","14.99","3","44.97","2.25","0.59"
"S16641300002","2014-01-02T00:00:00.000","4138","Fareway Stores #657 / Indianola","1309 W 2ND","INDIANOLA","50125","POINT (-93.579252 41.356616)","91","Warren","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41693","Uv Blue (raspberry) Vodka","12","750","6.50","9.74","12","116.88","9.00","2.38"
"S16622700042","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1012200","SCOTCH WHISKIES","35","Bacardi U.S.A., Inc.","4866","Dewars White Label Scotch","12","750","13.73","20.59","12","247.08","9.00","2.38"
"S16640100026","2014-01-02T00:00:00.000","3909","D And S Grocery","104 SE  A ST","MELCHER-DALLAS","50163","POINT (-93.24163400000002 41.222471)","63","Marion","1011300","TENNESSEE WHISKIES","85","Brown-Forman Corporation","26820","Jack Daniels Old #7 Black Lbl Flat","24","375","6.54","9.81","3","29.43","1.12","0.30"
"S16617800020","2014-01-02T00:00:00.000","4745","Walgreens #05042 / Cedar Rapids","3325 16TH AVE SW","CEDAR RAPIDS","52404","POINT (-91.715363 41.963477)","57","Linn","1081600","WHISKEY LIQUEUR","421","Sazerac Co., Inc.","64866","Fireball Cinnamon Whiskey","12","750","8.98","13.47","12","161.64","9.00","2.38"
"S16616000006","2014-01-02T00:00:00.000","4050","Five Star Snacks and Liquor","437 SULLIVAN","WATERLOO","50701","POINT (-92.355915 42.487326)","07","Black Hawk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A., Inc.","43124","Bacardi Superior Rum","24","375","4.31","6.47","24","155.28","9.00","2.38"
"S16637200064","2014-01-02T00:00:00.000","3791","Pit Stop Liquor and Tobacco","111 E HARRISON ST","JEFFERSON","50129","POINT (-94.374156 42.014308)","37","Greene","1062300","FLAVORED RUM","35","Bacardi U.S.A., Inc.","43134","Bacardi Limon","12","375","4.67","7.01","1","7.01","0.38","0.10"
"S16629600054","2014-01-02T00:00:00.000","3920","Smokin' Joe's #11 Tobacco and Liquor","1606 CAMANCHE AVE","CLINTON","52732","POINT (-90.204748 41.827845)","23","Clinton","1032080","IMPORTED VODKA","370","Pernod Ricard USA/Austin Nichols","34006","Absolut Swedish Vodka 80 Prf","12","750","11.49","17.24","1","17.24","0.75","0.20"
"S16632500012","2014-01-02T00:00:00.000","4260","Fareway Stores #699 / Osceola","215 S MAIN ST","OSCEOLA","50213","POINT (-93.765695 41.032474)","20","Clarke","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41696","Uv Green (apple) Vodka","12","750","6.50","9.74","4","38.96","3.00","0.79"
"S16626200268","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75212","Kinky Blue Mini","6","500","4.96","7.44","6","44.64","3.00","0.79"
"S16633300022","2014-01-02T00:00:00.000","3773","Benz Distributing","501 7TH AVE SE","CEDAR RAPIDS","52401","POINT (-91.659875 41.97574)","57","Linn","1032200","IMPORTED VODKA - MISC","370","Pernod Ricard USA/Austin Nichols","34029","Absolut Citron (lemon Vodka)","12","1000","15.00","22.49","12","269.88","12.00","3.17"
"S16630500009","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1012200","SCOTCH WHISKIES","240","WILLIAM GRANT AND SONS, INC.","6998","Clan Macgregor Scotch","6","1750","11.25","16.88","6","101.28","10.50","2.77"
"S16635100115","2014-01-02T00:00:00.000","2595","Hy-Vee Wine and Spirits / Denison","1620  4TH AVE, SOUTH","DENISON","51442","POINT (-95.348601 42.012395)","24","Crawford","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","259","Heaven Hill Brands","72722","Christian Bros Honey","12","750","4.43","7.15","2","14.30","1.50","0.40"
"S16637500106","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1051010","AMERICAN GRAPE BRANDIES","259","Heaven Hill Brands","52316","Christian Bros Brandy","12","750","5.42","8.38","3","25.14","2.25","0.59"
"S16635800024","2014-01-02T00:00:00.000","4349","Southside Food Mart","1101 ARMY POST RD","DES MOINES","50315","POINT (-93.628783 41.526511)","77","Polk","1011100","BLENDED WHISKIES","297","Laird And Company","23826","Five Star","12","750","3.46","5.19","12","62.28","9.00","2.38"
"S16630400010","2014-01-02T00:00:00.000","3756","Main Street Liquors / Manning","316 MAIN ST","MANNING","51455","POINT (-95.065122 41.908573)","14","Carroll","1011100","BLENDED WHISKIES","297","Laird And Company","23828","Five Star","6","1750","7.46","11.19","6","67.14","10.50","2.77"
"S16625200074","2014-01-02T00:00:00.000","3692","Wilkie Liquors","724  1ST ST E","MT VERNON","52314","POINT (-91.960918 41.994458)","57","Linn","1081300","PEPPERMINT SCHNAPPS","434","Luxco-St Louis","81207","Paramount Peppermint Schnapps","12","1000","4.06","6.09","12","73.08","12.00","3.17"
"S16634200007","2014-01-02T00:00:00.000","3785","Southside Tobacco and Liquor","2424 SW 9TH ST","DES MOINES","50315","POINT (-93.624729 41.56373)","77","Polk","1032080","IMPORTED VODKA","35","Bacardi U.S.A., Inc.","34422","Grey Goose Vodka","6","1000","21.77","32.66","6","195.96","6.00","1.59"
"S16629600061","2014-01-02T00:00:00.000","3920","Smokin' Joe's #11 Tobacco and Liquor","1606 CAMANCHE AVE","CLINTON","52732","POINT (-90.204748 41.827845)","23","Clinton","1011100","BLENDED WHISKIES","297","Laird And Company","23824","Five Star","24","375","2.00","2.99","7","20.93","2.62","0.69"
"S16638000040","2014-01-02T00:00:00.000","2612","Hy-Vee Store / Perry","1215  141 ST","PERRY","50220","POINT (-94.104501 41.830292)","25","Dallas","1081390","IMPORTED SCHNAPPS","421","Sazerac Co., Inc.","69657","Dr. Mcgillicuddy's Mentholmint","12","1000","11.00","16.50","3","49.50","3.00","0.79"
"S16635300028","2014-01-02T00:00:00.000","2448","Bottle Boutique","705 E. SECOND","INDIANOLA","50125","POINT (-93.55261600000001 41.358176)","91","Warren","1031080","VODKA 80 PROOF","461","Campari(skyy)","37986","Skyy Vodka","12","750","10.01","15.01","1","15.01","0.75","0.20"
"S16604900003","2014-01-02T00:00:00.000","4647","B and B EAST / Waterloo","1615 BISHOP AVE","WATERLOO","50707","POINT (-92.293057 42.49807)","07","Black Hawk","1011200","STRAIGHT BOURBON WHISKIES","55","Sazerac North America","21596","Ten High","12","750","4.10","6.15","4","24.60","3.00","0.79"
"S16633100012","2014-01-02T00:00:00.000","2550","Hy-Vee Food Store / Osceola","510 WEST MCLANE","OSCEOLA","50213","POINT (-93.77321 41.030569)","20","Clarke","1081600","WHISKEY LIQUEUR","284","Charles Jacquin/Independent Spirits","77472","Sweet Revenge","6","750","10.98","16.47","6","98.82","4.50","1.19"
"S16626200185","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1032200","IMPORTED VODKA - MISC","370","Pernod Ricard USA/Austin Nichols","34036","Absolut Pears","12","750","11.49","17.24","3","51.72","2.25","0.59"
"S16632000110","2014-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 MERLE HAY ROAD","JOHNSTON","50131","POINT (-93.697731 41.665172)","77","Polk","1012210","SINGLE MALT SCOTCH","65","Jim Beam Brands","5446","Laphroaig 10 Yr Single Malt Scotch","12","750","26.24","39.36","1","39.36","0.75","0.20"
"S16623000002","2014-01-02T00:00:00.000","4642","Liquor and Tobacco Outlet / Univ Ave","2844 UNIVERSITY AVE","WATERLOO","50701","POINT (-92.382928 42.498321)","07","Black Hawk","1031080","VODKA 80 PROOF","297","Laird And Company","35913","Five O'clock Vodka","48","200","1.13","1.69","48","81.12","9.60","2.54"
"S16630700088","2014-01-02T00:00:00.000","2561","Hy-Vee Food Store / Fleur / DSM","4605 FLEUR DRIVE","DES MOINES","50321","POINT (-93.64494300000001 41.542748)","77","Polk","1062310","SPICED RUM","260","Diageo Americas","43316","Captain Morgan Private Stock Rum","12","750","11.45","17.18","3","51.54","2.25","0.59"
"S16627400021","2014-01-02T00:00:00.000","2953","Dahl's / E. Euclid","1320 E. EUCLID","DES MOINES","50316","POINT (-93.602851 41.627778)","77","Polk","1031100","100 PROOF VODKA","300","Mccormick Distilling Company","36886","Mccormick Vodka","12","750","3.31","4.97","24","119.28","18.00","4.76"
"S16622700026","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1062100","JAMAICA RUM","260","Diageo Americas","42166","Myers's Rum Original Dark","12","750","10.00","14.99","12","179.88","9.00","2.38"
"S16640700028","2014-01-02T00:00:00.000","3698","Ingersoll Wine Merchants","1300  50TH ST","WEST DES MOINES","50266","POINT (-93.771159 41.590871)","77","Polk","1032200","IMPORTED VODKA - MISC","65","Jim Beam Brands","34395","Effen Cucumber","6","750","13.12","19.68","1","19.68","0.75","0.20"
"S16636800037","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1032200","IMPORTED VODKA - MISC","65","Jim Beam Brands","34189","Effen Black Cherry Vodka","6","750","13.12","19.68","6","118.08","4.50","1.19"
"S16638800133","2014-01-02T00:00:00.000","2599","Hy-Vee Wine and Spirits / Coralville","1914 8TH STREET","CORALVILLE","52241","POINT (-91.590715 41.682013)","52","Johnson","1081400","TRIPLE SEC","65","Jim Beam Brands","86112","Dekuyper Triple Sec","12","1000","2.22","3.33","12","39.96","12.00","3.17"
"S16637500019","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1031080","VODKA 80 PROOF","421","Sazerac Co., Inc.","36978","Nikolai Vodka","6","1750","6.92","10.38","6","62.28","10.50","2.77"
"S16632600094","2014-01-02T00:00:00.000","2527","Hy-Vee Food Store #5 / Des Moines","1107 SE ARMY POST RD","DES MOINES","50315","POINT (-93.602372 41.526289)","77","Polk","1081010","AMERICAN AMARETTO","434","Luxco-St Louis","76486","Paramount Amaretto","12","750","3.38","5.07","12","60.84","9.00","2.38"
"S16627500026","2014-01-02T00:00:00.000","3772","Shop N Save #1 / Mlk Pkwy","2127 M L KING JR PKWY","DES MOINES","50314",,"77","Polk","1052010","IMPORTED GRAPE BRANDIES","65","Jim Beam Brands","47785","Courvoisier Vs Coganc","12","375","8.09","12.14","12","145.68","4.50","1.19"
"S16625200155","2014-01-02T00:00:00.000","3692","Wilkie Liquors","724  1ST ST E","MT VERNON","52314","POINT (-91.960918 41.994458)","57","Linn","1081390","IMPORTED SCHNAPPS","421","Sazerac Co., Inc.","69656","Dr. Mcgillicuddy's Mentholmint","12","750","8.67","13.01","24","312.24","18.00","4.76"
"S16637600045","2014-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N JEFFERSON","INDIANOLA","50125",,"91","Warren","1012200","SCOTCH WHISKIES","260","Diageo Americas","5318","Johnnie Walker Double Black","6","750","22.47","33.70","6","202.20","4.50","1.19"
"S16632000005","2014-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 MERLE HAY ROAD","JOHNSTON","50131","POINT (-93.697731 41.665172)","77","Polk","1081200","CREAM LIQUEURS","330","Gemini Spirits","80458","Ryan's Cream Liqueur","6","1750","11.54","17.31","6","103.86","10.50","2.77"
"S16638100062","2014-01-02T00:00:00.000","2627","Hy-Vee Wine and Spirits #1","3424 MARTIN LUTHER KING JR PKW","DES MOINES","50310","POINT (-93.65129 41.626668)","77","Polk","1031080","VODKA 80 PROOF","55","Sazerac North America","37937","Skol Vodka","12","1000","4.42","6.63","3","19.89","3.00","0.79"
"S16635000011","2014-01-02T00:00:00.000","2509","Hy-Vee / Drugtown #1 / Cedar Rapids","1520 6TH ST SW","CEDAR RAPIDS","52404","POINT (-91.67706 41.962419)","57","Linn","1031080","VODKA 80 PROOF","301","Fifth Generation Inc.","38178","Titos Handmade Vodka","6","1750","18.52","27.78","6","166.68","10.50","2.77"
"S16617200086","2014-01-02T00:00:00.000","2285","John's Grocery","401 EAST MARKET ST","IOWA CITY","52240","POINT (-91.529854 41.663541)","52","Johnson","1012200","SCOTCH WHISKIES","260","Diageo Americas","5347","Johnnie Walker Red Label Scotch","12","1000","17.25","25.87","4","103.48","4.00","1.06"
"S16622900020","2014-01-02T00:00:00.000","3451","Barnes Foodland","622 10TH ST","DEWITT","52742","POINT (-90.540132 41.825139)","23","Clinton","1041100","AMERICAN DRY GINS","434","Luxco-St Louis","31658","Paramount Gin","6","1750","7.11","10.67","6","64.02","10.50","2.77"
"S16617500041","2014-01-02T00:00:00.000","2954","Dahl's / Ingersoll","3425 INGERSOLL","DES MOINES","50300","POINT (-93.663337 41.586313)","77","Polk","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41704","Uv Red (cherry) Vodka","12","750","6.50","9.74","4","38.96","3.00","0.79"
"S16640700050","2014-01-02T00:00:00.000","3698","Ingersoll Wine Merchants","1300  50TH ST","WEST DES MOINES","50266","POINT (-93.771159 41.590871)","77","Polk","1062310","SPICED RUM","260","Diageo Americas","43334","Captain Morgan Spiced Rum","24","375","5.00","7.50","2","15.00","0.75","0.20"
"S16635100012","2014-01-02T00:00:00.000","2595","Hy-Vee Wine and Spirits / Denison","1620  4TH AVE, SOUTH","DENISON","51442","POINT (-95.348601 42.012395)","24","Crawford","1031080","VODKA 80 PROOF","380","Phillips Beverage Company","37348","Phillips Vodka","6","1750","7.60","11.40","6","68.40","10.50","2.77"
"S16638800028","2014-01-02T00:00:00.000","2599","Hy-Vee Wine and Spirits / Coralville","1914 8TH STREET","CORALVILLE","52241","POINT (-91.590715 41.682013)","52","Johnson","1032200","IMPORTED VODKA - MISC","277","Stoli Group","34881","Stolichnaya Vanil Vodka 75 Proof","12","1000","16.80","25.19","12","302.28","12.00","3.17"
"S16622600014","2014-01-02T00:00:00.000","4935","Ali's Liquor","1117 E 4TH ST","WATERLOO","50703","POINT (-92.332774 42.507683)","07","Black Hawk","1031080","VODKA 80 PROOF","255","Wilson Daniels Ltd.","37889","Seagrams Extra Smooth","12","375","2.80","4.20","12","50.40","4.50","1.19"
"S16630500150","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1081390","IMPORTED SCHNAPPS","421","Sazerac Co., Inc.","69638","Dr. Mcgillicuddy's Cherry Schnapps","6","1750","14.66","21.99","6","131.94","10.50","2.77"
"S16628500016","2014-01-02T00:00:00.000","4204","Fareway Stores #025 / Clinton","1350 11TH ST NW","CLINTON","52733","POINT (-90.211315 41.860978)","23","Clinton","1031100","100 PROOF VODKA","300","Mccormick Distilling Company","36908","Mccormick Vodka Pet","6","1750","7.47","11.21","12","134.52","21.00","5.55"
"S16625400007","2014-01-02T00:00:00.000","4077","Xo Food And Liquor","428 FRANKLIN ST","WATERLOO","50703","POINT (-92.33464100000002 42.501602)","07","Black Hawk","1051010","AMERICAN GRAPE BRANDIES","115","Constellation Wine Company, Inc.","53213","Paul Masson Grande Amber Brandy","24","200","1.78","2.67","24","64.08","4.80","1.27"
"S16617400020","2014-01-02T00:00:00.000","2659","Hy-Vee Food Store / Corydon","303 E JEFFERSON ST","CORYDON","50060","POINT (-93.31531 40.757159)","93","Wayne","1062310","SPICED RUM","260","Diageo Americas","43336","Captain Morgan Original Spiced","12","750","8.25","12.62","12","151.44","9.00","2.38"
"S16628500006","2014-01-02T00:00:00.000","4204","Fareway Stores #025 / Clinton","1350 11TH ST NW","CLINTON","52733","POINT (-90.211315 41.860978)","23","Clinton","1012100","CANADIAN WHISKIES","115","Constellation Wine Company, Inc.","11788","Black Velvet","6","1750","10.45","15.67","6","94.02","10.50","2.77"
