"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0017-010V-672100V-05A","2010","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","010V - Iowa Veterans Home Capitals Request","672100V","Generator & Transportation Facility","05A - Appropriation","0","1080000","0"
"2011-0017-010V-672100V-05A","2011","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","010V - Iowa Veterans Home Capitals Request","672100V","Generator & Transportation Facility","05A - Appropriation","0","200000","0"
"2012-0017-010V-672100V-05A","2012","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","010V - Iowa Veterans Home Capitals Request","672100V","Generator & Transportation Facility","05A - Appropriation","750000","750000","250000"
"2013-0017-10V-672101V-05A","2013","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","10V - Iowa Veterans Home Capitals Request","672101V","Boiler Project","05A - Appropriation","0","975919","975919"
"2014-0017-10V-672102V-05A","2014","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","10V - Iowa Veterans Home Capitals Request","672102V","New Capitals Request","05A - Appropriation","0","450000","0"
"2016-0017-10V-672102V-05A","2016","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","10V - Iowa Veterans Home Capitals Request","672102V","New Capitals Request","05A - Appropriation","10800000","10800000","0"
"2016-0017-12V-672043V-05A","2016","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","12V - Emergency Fuel Tanks & Spill Containment","672043V","Emergency Fuel Tanks & Spill Containment","05A - Appropriation","0","0","1800000"
"2016-0017-13V-672046V-05A","2016","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","13V - Air Handlers - Dack, Malloy, Sheeler Buildings","672046V","Air Handlers - Dack & Malloy Buildings","05A - Appropriation","0","0","3255210"
"2016-0017-13V-672048V-05A","2016","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","13V - Air Handlers - Dack, Malloy, Sheeler Buildings","672048V","Air Handlers - Sheeler Building","05A - Appropriation","0","0","2744790"
"2016-0017-14V-672049V-05A","2016","Capital","Iowa Veterans Home Capitals","0017 - Rebuild Iowa Infrastructure Fund","14V - Laundry Renovation","672049V","Laundry Renovation","05A - Appropriation","0","0","3000000"
