"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","debt_title","debt_type","principal_remaining_prior_to_yearly_pymt","interest_remaining_prior_to_yearly_pymt","annual_appropriation","fiscal_year_debt_was_incurred","fiscal_year_debt_will_be_paid_in_full","coordinates"
"03G015","WAUKON","2014","3001","2012 Internal Loan - 3 WWHomestead","Internal Loans","50000","0","NO","2012-03-05T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2013 - Internal Loan - 4  Library","Internal Loans","250000","0","NO","2012-10-01T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2011 G. O. Bonds","General Obligation Bonds/Notes","960000","401098","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","FY 2018 Property Tax on Real Estate Purchase Police Station","Internal Loans","734","0","0","2017-09-12T00:00:00.000","2018","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","2014 - Fire Station - $70,000 Loan","General Obligation Bonds/Notes","49000","6374","0","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","2014 - Fire Station $360,000 Loan","General Obligation Bonds/Notes","263999","0","YES","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2010 Internal Loan - 3 Wellness Parking","Internal Loans","0","0","NO","2010-05-17T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2013 - Internal Loan - 1 Wellness Center Barrier","Internal Loans","18120","0","NO","2012-09-17T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2005 G. O. Bonds","General Obligation Bonds/Notes","1121900","0","NO","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","938676","0","NO","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2011 Internal Loan - 3","Internal Loans","10997","0","NO","2011-09-06T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","Innovative Ag Tax Rebate -1","Rebates","467136","0","NO","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","2014 - Fire Station $320,000 Loan","General Obligation Bonds/Notes","297000","0","YES","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","FY 2015 - Attorney Fees","Internal Loans","9338","0","NO","2015-06-30T00:00:00.000","2015","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2006 G. O. Bonds - Wellness Ct","General Obligation Bonds/Notes","2665000","803617","NO","2006-10-02T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","Aveka - co-sign loan","TIF Revenue Bonds/Notes","0","0","0","2015-04-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","FY 2018 Legal Fees","Internal Loans","4312","0","0","2017-07-17T00:00:00.000","2018","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","Fire Station (Equalization Payment)","Internal Loans","0","14475","YES","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2014 - Fire Station $360,000 Loan","General Obligation Bonds/Notes","297000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2013 - Westside G.O. Anticipation Note","General Obligation Bonds/Notes","500000","0","NO","2013-06-10T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2011 Internal Loan - 3 Wellness Center Maint","Internal Loans","0","0","NO","2011-09-06T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2014 - C Mart","Internal Loans","1500","0","NO","2014-02-03T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","Fareway Tax Rebate - 1","Rebates","21518","0","NO","2005-05-02T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2011 Internal Loan - 2 DOT","Internal Loans","4750","0","NO","2012-01-03T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2011 Internal Loan - 1 Pladsen","Internal Loans","0","0","NO","2010-11-01T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2006 G. O. Bonds","General Obligation Bonds/Notes","2815000","923947","NO","2006-10-02T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2013 - Internal Loan - 1 Wellness Center Barrier","Internal Loans","18120","0","NO","2012-09-17T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2012 Internal Loan - 5 (2012 Atty Fees)","Internal Loans","0","0","NO","2012-06-18T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2011 Internal Loan - 2 DOT","Internal Loans","4750","0","NO","2012-01-03T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","785000","255625","0","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","Fire Station (Letter of Credit)","Internal Loans","1440","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","FY 2018 Sports Complex Concession","Internal Loans","69721","0","0","2017-09-06T00:00:00.000","2018","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2009 Internal Loan - 1 9th St Water","Internal Loans","0","0","NO","2010-07-06T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2011 Internal Loan - 1","Internal Loans","93029","0","NO","2010-11-01T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","Innovative Ag Tax Rebate -1","Rebates","1079955","0","0","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2013- Internal Loan -5 Sports Field Equipment","Internal Loans","20170","0","NO","2013-06-17T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","Innovative Ag Tax Rebate -1","Rebates","550000","0","NO","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","Innovative Ag Tax Rebate -1","Rebates","65074","0","NO","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","130000","26310","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2011 G. O. Bonds","General Obligation Bonds/Notes","140000","29420","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","Fire Station (Letter of Credit)","Internal Loans","0","1440","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","890000","356635","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","130000","23200","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","2006 G. O. Bonds - Wellness Ct","General Obligation Bonds/Notes","2505000","697012","NO","2006-10-02T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2006 G. O. Bonds - Wellness Ct","General Obligation Bonds/Notes","175000","91980","NO","2006-10-02T00:00:00.000","2015","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","Innovative Ag Tax Rebate -1","Rebates","107824","0","NO","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2012 Internal Loan - 5","Internal Loans","3096","0","YES","2012-06-18T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","FY 2017 Legal Fees","Internal Loans","1316","0","NO","2017-03-20T00:00:00.000","2017","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","2014 - Fire Station - $70,000 Loan","General Obligation Bonds/Notes","56000","8194","YES","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","820000","283908","YES","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","West Side Dev Project - Ph 2","Internal Loans","148263","0","NO","2015-06-30T00:00:00.000","2015","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2012 Internal Loan - 2  Kitchen Kraft","Internal Loans","358","0","NO","2012-01-03T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2006 G. O. Bonds","General Obligation Bonds/Notes","2970000","1037527","NO","2006-10-02T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","Police Station - Site purchase/clear site","Internal Loans","55250","0","0","2017-01-24T00:00:00.000","2018","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2012 Internal Loan - 1 Sports field purchase","Internal Loans","0","0","NO","2011-08-15T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2014 - Fire Station $320,000 Loan","General Obligation Bonds/Notes","263999","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2010 Internal Loan - 1","Internal Loans","3000","0","NO","2010-10-18T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","Fire Station (Letter of Credit)","Internal Loans","0","4480","0","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2013- Internal Loan -5 Sports Field Equipment","Internal Loans","20170","0","NO","2013-06-17T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2012 Internal Loan - 2  Kitchen Kraft","Internal Loans","358","0","NO","2012-01-03T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","Fire Station (Equalization Payment)","Internal Loans","17475","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2012 Internal Loan - 2","Internal Loans","53563","0","NO","2012-01-03T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","Police Station - acquire property","Internal Loans","38797","0","NO","2017-01-24T00:00:00.000","2017","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2012 Internal Loan - 1","Internal Loans","112106","0","NO","2011-08-15T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","90000","11650","0","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2005 G. O. Bonds","General Obligation Bonds/Notes","1012700","0","NO","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2013 - Internal Loan -  2 DOT","Internal Loans","10090","0","NO","2013-06-17T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","Fareway Tax Rebate - 1","Rebates","0","0","NO","2005-05-02T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","2014 - Fire Station $320,000 Loan","General Obligation Bonds/Notes","320000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","Aveka - co-sign loan","TIF Revenue Bonds/Notes","0","0","NO","2015-04-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","Aveka - co-sign loan","TIF Revenue Bonds/Notes","0","0","NO","2015-04-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","West Side Dev Project - Ph 2","Internal Loans","0","0","NO","2015-06-30T00:00:00.000","2015","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2012 Internal Loan - 4 (2011 Atty Fees)","Internal Loans","0","0","NO","2011-06-20T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","Fareway Tax Rebate - 2","Rebates","9550","0","NO","2011-11-28T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2014 - Fire Station - $70,000 Loan","General Obligation Bonds/Notes","63228","10010","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2012 Internal Loan - 4","Internal Loans","4440","0","YES","2011-06-20T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","120000","20585","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","925000","371380","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2010 Internal Loan - 2","Internal Loans","560","0","NO","2010-12-20T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","2014 - Fire Station $360,000 Loan","General Obligation Bonds/Notes","261000","0","0","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","Reel Core Tax Rebate","Rebates","100000","0","1","2017-12-19T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2010 Internal Loan - 2 Airport","Internal Loans","0","0","NO","2010-12-20T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2011 Internal Loan - 2","Internal Loans","78788","0","NO","2012-01-03T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","Fire Station (Letter of Credit)","Internal Loans","1600","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","801561","180812","YES","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","801561","180812","NO","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2021","03001","2020 G. O. Refunding","General Obligation Bonds/Notes","13150","0","NO","2020-01-02T00:00:00.000","2031","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","Fire Station (Letter of Credit)","Internal Loans","0","11500","NO","2014-06-02T00:00:00.000","2024","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","McMillan Property Internal Advance #1","Internal Loans","38000","0","NO","2020-11-16T00:00:00.000","2021","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2015 G.O. - Refunding of 2006 GO Wellness","General Obligation Bonds/Notes","1375000","102660","NO","2015-10-20T00:00:00.000","2026","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","Innovative Ag Tax Rebate -1","Rebates","937882","0","NO","2010-06-14T00:00:00.000","2022","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","Innovative Ag Tax Rebate- 2","Rebates","217151","0","YES","2014-08-08T00:00:00.000","2022","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","486025","59548","NO","2005-05-20T00:00:00.000","2025","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2014 - Fire Station - $70,000 Loan","General Obligation Bonds/Notes","28000","2276","NO","2014-06-02T00:00:00.000","2024","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","FY 2021 Legal Fees","Internal Loans","1552","0","NO","2020-07-21T00:00:00.000","2021","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2020 G. O. Refunding- TIF % Utilities","TIF Revenue Bonds/Notes","673000","80212","NO","2020-01-02T00:00:00.000","2031","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","Fire Station (Equalization Payment)","Internal Loans","0","4640","NO","2014-06-02T00:00:00.000","2024","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2014 - Fire Station $320,000 Loan","General Obligation Bonds/Notes","136000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2015 G.O. - Refunding of 2006 GO Wellness","General Obligation Bonds/Notes","36543","0","NO","2015-10-20T00:00:00.000","2026","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2020 G. O. Refunding- TIF % Sports","TIF Revenue Bonds/Notes","62000","2222","NO","2020-01-02T00:00:00.000","2031","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","Reel Core Tax Rebate","Rebates","74000","0","YES","2017-12-19T00:00:00.000","2024","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","2014 - Fire Station $360,000 Loan","General Obligation Bonds/Notes","132000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2021","03001","McMillan Property Internal Advance #2","Internal Loans","8855","0","NO","2021-10-04T00:00:00.000","2021","POINT (-91.475695 43.2694208)"
"03G015","WAUKON","2020","3001","Reel Core Tax Rebate","Rebates","100000","0","YES","2017-12-19T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2020 G. O. Refunding- TIF % Sports","TIF Revenue Bonds/Notes","72000","3176","NO","2020-01-02T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","FY2019 Tennis Courts Project","Internal Loans","50941","0","NO","2019-05-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","0","12946","NO","2011-06-06T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2014 - Fire Station $320,000 Loan","General Obligation Bonds/Notes","168000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","651110","112863","NO","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","Fire Station (Letter of Credit)","Internal Loans","0","3360","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","Fire Station (Equalization Payment)","Internal Loans","0","6017","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2020 G. O. Refunding","General Obligation Bonds/Notes","13150","0","NO","2020-01-02T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2015 G.O. - Refunding of 2006 GO Wellness","General Obligation Bonds/Notes","1590000","132818","NO","2015-10-20T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","Innovative Ag Tax Rebate -1","Rebates","1027838","0","NO","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","745000","227973","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","Reel Core Tax Rebate","Rebates","100000","0","YES","2017-12-19T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","0","1040","NO","2011-06-06T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2014 - Fire Station $360,000 Loan","General Obligation Bonds/Notes","168000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","FY 2019 Legal Fees","Internal Loans","4410","0","NO","2018-09-18T00:00:00.000","2019","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","2014 - Fire Station $360,000 Loan","General Obligation Bonds/Notes","225000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","2015 G.O. - Refunding of 2006 GO Wellness","General Obligation Bonds/Notes","1805000","165555","NO","2015-10-20T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","80000","9130","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","Innovative Ag Tax Rebate -1","Rebates","992079","0","NO","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","Innovative Ag Tax Rebate- 2","Rebates","219182","0","YES","2014-08-08T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","Fire Station (Equalization Payment)","Internal Loans","0","37119","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","FY 2020 Legal Fees","Internal Loans","7378","0","NO","2019-07-17T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","2014 - Fire Station $320,000 Loan","General Obligation Bonds/Notes","200000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","Fire Station (Letter of Credit)","Internal Loans","0","12300","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2014 - Fire Station - $70,000 Loan","General Obligation Bonds/Notes","35000","3416","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","Aveka - co-sign loan","TIF Revenue Bonds/Notes","0","0","NO","2015-04-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","Innovative Ag Tax Rebate- 2","Rebates","224669","0","YES","2014-08-08T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","570483","84290","NO","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","2020 G. O. Refunding- TIF % Utilities","TIF Revenue Bonds/Notes","718000","91690","NO","2020-01-02T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","FY 2019 Property Tax on Real Estate Purchase Police Station","Internal Loans","774","0","NO","2018-08-21T00:00:00.000","2019","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","FY2019 Tennis Courts Project","Internal Loans","0","0","NO","2019-05-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2020","3001","Aveka - co-sign loan","TIF Revenue Bonds/Notes","0","0","NO","2015-04-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2019","3001","2014 - Fire Station - $70,000 Loan","General Obligation Bonds/Notes","42000","4781","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"04G016","CENTERVILLE","2012","4001","ADMINSTRATIVE EXPENSES","Internal Loans","1102","0","NO","2010-12-01T00:00:00.000","2012","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2017","4001","ATTORNEY COSTS","Internal Loans","0","0","NO","2015-04-07T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2018","4001","Outstanding LMI Obligation","Outstanding LMI Housing Obligation","22746","0","0","2018-08-01T00:00:00.000","2018","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2017","4001","1.4M GENERAL OBLIGATION BOND ISSUE","General Obligation Bonds/Notes","0","0","NO","2001-08-20T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2016","4001","1.4M GENERAL OBLIGATION BOND ISSUE","General Obligation Bonds/Notes","130000","3100","NO","2001-08-20T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2012","4001","SCHMIDT FAMILY FUNERAL HOME","Rebates","1463","81","NO","2004-11-04T00:00:00.000","2012","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2017","4001","LOW TO MODERATE INCOME OBLAGATIONS","Outstanding LMI Housing Obligation","0","0","NO","2001-08-20T00:00:00.000","2017","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2014","4001","1.4M GENERAL OBLIGATION BOND ISSUE","General Obligation Bonds/Notes","370255","14380","NO","2001-08-20T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2016","4001","ATTORNEY COSTS","Internal Loans","698","0","NO","2015-04-07T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2015","4001","ATTORNEY COSTS","Internal Loans","4685","0","NO","2015-04-07T00:00:00.000","2015","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2016","4001","LOW TO MODERATE INCOME OBLAGATIONS","Outstanding LMI Housing Obligation","22746","0","NO","2001-08-20T00:00:00.000","2017","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2013","4001","1.4M GENERAL OBLIGATION BOND ISSUE","General Obligation Bonds/Notes","440000","14380","NO","2001-08-20T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2012","4001","1.4M GENERAL OBLIGATION BOND ISSUE","General Obligation Bonds/Notes","531250","23628","NO","2001-08-20T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
"04G016","CENTERVILLE","2015","4001","1.4M GENERAL OBLIGATION BOND ISSUE","General Obligation Bonds/Notes","260000","7410","NO","2001-08-20T00:00:00.000","2016","POINT (-92.8740876 40.7341804)"
