"geography_id","type","name","variable","variable_description","data_collection_period","date","sex","industry_group","industry","value","location","row_id"
"1400000US19153010702","tract","Census Tract 107.02, Polk County, Iowa","B24032_005E","Male - Construction","2009-2013","2013-12-31T00:00:00.000","Male","Construction","Construction","39583.0","POINT (-93.3873686 41.5899391)","1400000US19153010702-2013-B24032_005E"
"1400000US19153010407","tract","Census Tract 104.07, Polk County, Iowa","B24032_007E","Male - Wholesale trade","2009-2013","2013-12-31T00:00:00.000","Male","Wholesale trade","Wholesale trade","148594.0","POINT (-93.746163 41.6407014)","1400000US19153010407-2013-B24032_007E"
"1400000US19155031400","tract","Census Tract 314, Pottawattamie County, Iowa","B24032_007E","Male - Wholesale trade","2009-2013","2013-12-31T00:00:00.000","Male","Wholesale trade","Wholesale trade","22000.0","POINT (-95.8992858 41.2072955)","1400000US19155031400-2013-B24032_007E"
"1400000US19063070300","tract","Census Tract 703, Emmet County, Iowa","B24032_007E","Male - Wholesale trade","2009-2013","2013-12-31T00:00:00.000","Male","Wholesale trade","Wholesale trade","9219.0","POINT (-94.8144985 43.3996984)","1400000US19063070300-2013-B24032_007E"
"1400000US19045000800","tract","Census Tract 8, Clinton County, Iowa","B24032_002E","Male - Agriculture forestry fishing and hunting and mining","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","NA","29554.0","POINT (-90.3381482 41.7825477)","1400000US19045000800-2016-B24032_002E"
"1400000US19099040700","tract","Census Tract 407, Jasper County, Iowa","B24032_002E","Male - Agriculture forestry fishing and hunting and mining","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","NA","26944.0","POINT (-93.2692159 41.5933589)","1400000US19099040700-2016-B24032_002E"
"1400000US19155021502","tract","Census Tract 215.02, Pottawattamie County, Iowa","B24032_002E","Male - Agriculture forestry fishing and hunting and mining","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","NA","79519.0","POINT (-95.2999093 41.4566794)","1400000US19155021502-2016-B24032_002E"
"1400000US19063070100","tract","Census Tract 701, Emmet County, Iowa","B24032_002E","Male - Agriculture forestry fishing and hunting and mining","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","NA","35313.0","POINT (-94.5321705 43.3635187)","1400000US19063070100-2016-B24032_002E"
"1400000US19043070500","tract","Census Tract 705, Clayton County, Iowa","B24032_003E","Male - Agriculture forestry fishing and hunting and mining - Agriculture forestry fishing and hunting","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","Agriculture forestry fishing and hunting","30147.0","POINT (-91.1990653 42.7039154)","1400000US19043070500-2016-B24032_003E"
"1400000US19187010300","tract","Census Tract 103, Webster County, Iowa","B24032_004E","Male - Agriculture forestry fishing and hunting and mining - Mining quarrying and oil and gas extraction","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","Mining quarrying and oil and gas extraction","35938.0","POINT (-94.2856379 42.3325989)","1400000US19187010300-2016-B24032_004E"
"1400000US19001960300","tract","Census Tract 9603, Adair County, Iowa","B24032_004E","Male - Agriculture forestry fishing and hunting and mining - Mining quarrying and oil and gas extraction","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","Mining quarrying and oil and gas extraction","36033.0","POINT (-94.5071226 41.2964752)","1400000US19001960300-2016-B24032_004E"
"1400000US19163010401","tract","Census Tract 104.01, Scott County, Iowa","B24032_004E","Male - Agriculture forestry fishing and hunting and mining - Mining quarrying and oil and gas extraction","2012-2016","2016-12-31T00:00:00.000","Male","Agriculture forestry fishing and hunting and mining","Mining quarrying and oil and gas extraction","58750.0","POINT (-90.7510685 41.5257746)","1400000US19163010401-2016-B24032_004E"
"1400000US19061001102","tract","Census Tract 11.02, Dubuque County, Iowa","B24032_012E","Male - Information","2014-2018","2018-12-31T00:00:00.000","Male","Information","Information","18750.0","POINT (-90.7197239 42.5297321)","1400000US19061001102-2018-B24032_012E"
"1400000US19127951000","tract","Census Tract 9510, Marshall County, Iowa","B24032_012E","Male - Information","2014-2018","2018-12-31T00:00:00.000","Male","Information","Information","29205.0","POINT (-92.8887045 42.0211532)","1400000US19127951000-2018-B24032_012E"
"1400000US19113010800","tract","Census Tract 108, Linn County, Iowa","B24032_012E","Male - Information","2014-2018","2018-12-31T00:00:00.000","Male","Information","Information","52734.0","POINT (-91.4173678 41.9057601)","1400000US19113010800-2018-B24032_012E"
"1400000US19193003500","tract","Census Tract 35, Woodbury County, Iowa","B24032_012E","Male - Information","2014-2018","2018-12-31T00:00:00.000","Male","Information","Information","47273.0","POINT (-96.1298036 42.304921)","1400000US19193003500-2018-B24032_012E"
"1400000US19085290500","tract","Census Tract 2905, Harrison County, Iowa","B24032_012E","Male - Information","2014-2018","2018-12-31T00:00:00.000","Male","Information","Information","44625.0","POINT (-95.7700615 41.5572572)","1400000US19085290500-2018-B24032_012E"
"1400000US19013002400","tract","Census Tract 24, Black Hawk County, Iowa","B24032_027E","Male - Public administration","2014-2018","2018-12-31T00:00:00.000","Male","Public administration","Public administration","44583.0","POINT (-92.4196365 42.5173835)","1400000US19013002400-2018-B24032_027E"
"1400000US19155031400","tract","Census Tract 314, Pottawattamie County, Iowa","B24032_027E","Male - Public administration","2014-2018","2018-12-31T00:00:00.000","Male","Public administration","Public administration","88333.0","POINT (-95.8992858 41.2072955)","1400000US19155031400-2018-B24032_027E"
"1400000US19113000600","tract","Census Tract 6, Linn County, Iowa","B24032_027E","Male - Public administration","2014-2018","2018-12-31T00:00:00.000","Male","Public administration","Public administration","61389.0","POINT (-91.6117365 42.0193178)","1400000US19113000600-2018-B24032_027E"
"1400000US19163010102","tract","Census Tract 101.02, Scott County, Iowa","B24032_027E","Male - Public administration","2014-2018","2018-12-31T00:00:00.000","Male","Public administration","Public administration","78250.0","POINT (-90.4007888 41.5853157)","1400000US19163010102-2018-B24032_027E"
"1400000US19061000702","tract","Census Tract 7.02, Dubuque County, Iowa","B24032_027E","Male - Public administration","2014-2018","2018-12-31T00:00:00.000","Male","Public administration","Public administration","58000.0","POINT (-90.6777129 42.4951057)","1400000US19061000702-2018-B24032_027E"
"1400000US19153010804","tract","Census Tract 108.04, Polk County, Iowa","B24032_027E","Male - Public administration","2014-2018","2018-12-31T00:00:00.000","Male","Public administration","Public administration","105300.0","POINT (-93.4767895 41.561718)","1400000US19153010804-2018-B24032_027E"
"1400000US19193000202","tract","Census Tract 2.02, Woodbury County, Iowa","B24032_001E","Male","2016-2020","2020-12-31T00:00:00.000","Male","Total","NA","39795.0",,"1400000US19193000202-2020-B24032_001E"
