"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-16676900021","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1051100","American Brandies","205","E & J Gallo Winery","52593","E & J VS","24","200","2.00","3.00","24","72.00","4.80","1.26"
"INV-16676700012","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1051100","American Brandies","434","LUXCO INC","55506","Paramount Cherry Brandy","12","750","5.48","8.22","12","98.64","9.00","2.37"
"INV-16676900013","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","64864","Fireball Cinnamon Whisky","24","375","5.33","8.00","24","192.00","9.00","2.37"
"INV-16677100028","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1091200","Neutral Grain Spirits","434","LUXCO INC","41846","Everclear Alcohol","12","750","9.00","13.50","12","162.00","9.00","2.37"
"INV-16677100012","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1062500","Flavored Rum","260","DIAGEO AMERICAS","43362","Captain Morgan Cannon Blast","6","750","9.06","13.59","6","81.54","4.50","1.18"
"INV-16676800018","2019-01-02T00:00:00.000","5092","Kum & Go #2035 / West Des Moines","7265 Vista Dr","West Des Moines","50265","POINT (-93.80783900000002 41.589057)","77","POLK","1032100","Imported Vodkas","370","PERNOD RICARD USA","34001","Absolut Swedish Vodka 80prf Mini","10","600","7.92","11.88","2","23.76","1.20","0.31"
"INV-16676700062","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1062500","Flavored Rum","370","PERNOD RICARD USA","42717","Malibu Coconut Rum","12","1000","10.99","16.49","3","47.22","3.00","0.79"
"INV-16676800005","2019-01-02T00:00:00.000","5092","Kum & Go #2035 / West Des Moines","7265 Vista Dr","West Des Moines","50265","POINT (-93.80783900000002 41.589057)","77","POLK","1011600","Straight Rye Whiskies","255","Infinium Spirits","27102","Templeton 4YR Rye","6","750","18.09","27.14","2","54.28","1.50","0.39"
"INV-16676700009","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1031100","American Vodkas","055","SAZERAC NORTH AMERICA","35948","Fleischmann's Royal Vodka 80 Prf","6","1750","6.50","9.75","6","64.62","10.50","2.77"
"INV-16676700045","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1082000","Imported Cordials & Liqueurs","389","REMY COINTREAU USA INC","64776","Cointreau Liqueur","12","750","19.99","29.99","1","29.99","0.75","0.19"
"INV-16677100002","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1701100","Temporary & Specialty Packages","461","Skyy Spirits Inc","77771","Wild Turkey American Honey Mini","12","500","5.00","7.50","1","7.50","0.50","0.13"
"INV-16676700054","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1081300","American Cordials & Liqueur","434","LUXCO INC","78456","Paramount Creme de Cacao Dark","12","750","5.00","7.50","2","15.00","1.50","0.39"
"INV-16679100092","2019-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N Jefferson","Indianola","50125",,"91","WARREN","1082000","Imported Cordials & Liqueurs","192","Mast-Jagermeister US, Inc","65254","Jagermeister Liqueur","24","375","6.52","9.78","3","29.34","1.12","0.29"
"INV-16676600010","2019-01-02T00:00:00.000","4829","Central City 2","1501 Michigan Ave","Des Moines","50314","POINT (-93.613739 41.60572)","77","POLK","1032200","Imported Flavored Vodka","370","PERNOD RICARD USA","34051","Absolut Raspberri","12","1000","14.99","22.49","12","269.88","12.00","3.17"
"INV-16677700038","2019-01-02T00:00:00.000","4819","Super Stop 2 / Altoona","2635 Adventureland Dr","Altoona","50009","POINT (-93.494642 41.65854)","77","POLK","1081400","American Schnapps","055","SAZERAC NORTH AMERICA","84207","99 Root Beer Mini","10","600","6.00","9.00","10","90.00","6.00","1.58"
"INV-16679200002","2019-01-02T00:00:00.000","4504","JIFFY EXPRESS #921 / INDIANOLA","311 North Jefferson","Indianola","50125",,"91","WARREN","1062400","Spiced Rum","260","DIAGEO AMERICAS","43338","Captain Morgan Spiced Rum","6","1750","18.00","27.00","6","162.00","10.50","2.77"
"INV-16678800109","2019-01-02T00:00:00.000","2527","Hy-Vee Food Store #5 / Des Moines","1107 SE Army Post Rd","Des Moines","50315","POINT (-93.602372 41.526289)","77","POLK","1031200","American Flavored Vodka","260","DIAGEO AMERICAS","77658","Smirnoff Cranberry","12","750","8.25","12.38","12","148.56","9.00","2.37"
"INV-16679800087","2019-01-02T00:00:00.000","2509","Hy-Vee / Drugtown #1 / Cedar Rapids","1520 6th St SW","Cedar Rapids","52404","POINT (-91.67706 41.962419)","57","LINN","1022200","100% Agave Tequila","461","Skyy Spirits Inc","89286","Espolon Reposado","6","750","14.00","21.00","3","63.00","2.25","0.59"
"INV-16687100027","2019-01-02T00:00:00.000","5437","Great Pastimes","228 N Main St.","Monticello","52310","POINT (-91.183413 42.24013200000001)","53","JONES","1071100","Cocktails /RTD","395","PROXIMO","58874","Jose Cuervo Authentic Pink Lemonade Margarita","6","1750","8.74","13.11","2","26.22","3.50","0.92"
"INV-16687500031","2019-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 Wilson Avenue West","Cedar Rapids","52404","POINT (-91.658577 41.955859)","57","LINN","1062500","Flavored Rum","065","Jim Beam Brands","44419","Cruzan Black Cherry","12","750","7.00","10.50","12","123.00","9.00","2.37"
"INV-16693400010","2019-01-02T00:00:00.000","5635","Brew, Gas, Coffee, Spirit, Cigaratte","404  11th St","Correctionville","51016","POINT (-95.785271 42.482223)","97","WOODBURY","1062400","Spiced Rum","259","Heaven Hill Brands","43073","Admiral Nelson Spiced 101","12","750","7.47","11.21","2","22.42","1.50","0.39"
"INV-16688300002","2019-01-02T00:00:00.000","5176","Smokin' Joe's #15 Tobacco and Liquor Outlet","455 Edgewood Rd NW","Cedar Rapids","52405","POINT (-91.715903 41.97805)","57","LINN","1052100","Imported Brandies","420","MOET HENNESSY USA","48099","Hennessy VS","24","200","6.24","9.36","24","224.64","4.80","1.26"
"INV-16678000070","2019-01-02T00:00:00.000","2532","Hy-Vee Food Store #2 / Des Moines","2540 E Euclid","Des Moines","50317","POINT (-93.569452 41.627838)","77","POLK","1031100","American Vodkas","380","Phillips Beverage","37336","UV Vodka","12","750","6.50","9.75","12","117.00","9.00","2.37"
"INV-16693900038","2019-01-02T00:00:00.000","5441","Liquor on the Corner","300 East Main","Cherokee","51012","POINT (-95.547298 42.749597)","18","CHEROKEE","1081200","Cream Liqueurs","300","McCormick Distilling Co.","65200","Tequila Rose Liqueur","12","750","9.99","14.99","3","44.97","2.25","0.59"
"INV-16680200092","2019-01-02T00:00:00.000","2590","Hy-Vee Food Store #5 / Cedar Rapids","3235 Oakland Road NE","Cedar Rapids","52402","POINT (-91.658105 42.010971)","57","LINN","1032200","Imported Flavored Vodka","370","PERNOD RICARD USA","34036","Absolut Pears","12","750","11.49","17.24","2","34.48","1.50","0.39"
"INV-16698600034","2019-01-02T00:00:00.000","5423","Stammer Liquor Corp","615 2nd Ave","Sheldon","51201","POINT (-95.854899 43.184242)","71","OBRIEN","1052100","Imported Brandies","420","MOET HENNESSY USA","48106","Hennessy VS","12","750","19.99","29.99","1","29.99","0.75","0.19"
"INV-16689800090","2019-01-02T00:00:00.000","2663","Hy-Vee Food Store / Urbandale","8701 Douglas","Urbandale","50322","POINT (-93.739105 41.629364)","77","POLK","1031200","American Flavored Vodka","259","Heaven Hill Brands","40053","Deep Eddy Lemon","12","750","9.00","13.50","12","162.00","9.00","2.37"
"INV-16679100107","2019-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N Jefferson","Indianola","50125",,"91","WARREN","1081200","Cream Liqueurs","260","DIAGEO AMERICAS","68031","Baileys Original Irish Cream Mini","4","1000","25.25","37.88","2","75.76","2.00","0.52"
"INV-16677600006","2019-01-02T00:00:00.000","2478","Prairie Meadows","One Prairie Meadows Drive","Altoona","50009",,"77","POLK","1031100","American Vodkas","301","FIFTH GENERATION INC","38177","Titos Handmade Vodka","12","1000","12.67","19.01","24","456.24","24.00","6.34"
"INV-16689600142","2019-01-02T00:00:00.000","2666","Hy-Vee Food Store #2 / State Ankeny","2510 SW State St","Ankeny","50023","POINT (-93.621824 41.705188)","77","Polk","1011100","Blended Whiskies","154","DUNKEL CORPORATION","28081","Prairie Fire Mini","8","800","11.90","17.85","8","142.80","6.40","1.69"
"INV-16690000008","2019-01-02T00:00:00.000","5124","Price Chopper  /  Johnston","5440 NW  86th St","Johnston","50131","POINT (-93.738772 41.65919800000001)","77","POLK","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10836","Crown Royal Black","12","750","17.00","25.50","12","306.00","9.00","2.37"
"INV-16680200032","2019-01-02T00:00:00.000","2590","Hy-Vee Food Store #5 / Cedar Rapids","3235 Oakland Road NE","Cedar Rapids","52402","POINT (-91.658105 42.010971)","57","LINN","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","86884","Southern Comfort","24","375","4.78","7.17","4","28.68","1.50","0.39"
"INV-16692600014","2019-01-02T00:00:00.000","2200","Sac Liquor Store","619 E Main St","Sac City","50583","POINT (-94.974011 42.421341)","81","SAC","1062500","Flavored Rum","035","BACARDI USA INC","43138","Bacardi Limon","6","1750","15.00","22.50","2","45.00","3.50","0.92"
"INV-16695500041","2019-01-02T00:00:00.000","5471","World Liquor & Tobacco + Vapors","1030 8th St","Boone","50036","POINT (-93.876918 42.063831)","8","BOONE","1082200","Imported Schnapps","421","SAZERAC COMPANY  INC","69631","Dr McGillicuddys Cherry Mini","12","500","5.00","7.50","12","90.00","6.00","1.58"
"INV-16683000022","2019-01-02T00:00:00.000","4697","Southside Liquor & Tobacco / Iowa City","601 Hollywood Blvd","Iowa City","52240","POINT (-91.52741 41.643807)","52","JOHNSON","1052100","Imported Brandies","420","MOET HENNESSY USA","48099","Hennessy VS","24","200","6.24","9.36","48","449.28","9.60","2.53"
"INV-16687400014","2019-01-02T00:00:00.000","4299","Hometown Market / Central City","9 Waterhouse Ave","Central City","52214","POINT (-91.530478 42.199296)","57","LINN","1082200","Imported Schnapps","421","SAZERAC COMPANY  INC","69611","Dr McGillicuddys Apple Pie","12","750","8.66","12.99","2","25.98","1.50","0.39"
"INV-16686700024","2019-01-02T00:00:00.000","5660","North Side Liquor & Tobacco / Dubuque","2013 Central Ave","Dubuque","52001","POINT (-90.670151 42.5116)","31","DUBUQUE","1082200","Imported Schnapps","421","SAZERAC COMPANY  INC","69656","Dr McGillicuddys Mentholmint","12","750","8.66","12.99","3","38.97","2.25","0.59"
"INV-16686000048","2019-01-02T00:00:00.000","4167","Iowa Street Market, Inc.","1256 Iowa St","Dubuque","52001","POINT (-90.668138 42.504959)","31","DUBUQUE","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10788","Crown Royal Vanilla Mini","10","300","7.35","11.03","1","11.03","0.30","0.07"
"INV-16679800049","2019-01-02T00:00:00.000","2509","Hy-Vee / Drugtown #1 / Cedar Rapids","1520 6th St SW","Cedar Rapids","52404","POINT (-91.67706 41.962419)","57","LINN","1062400","Spiced Rum","259","Heaven Hill Brands","43028","Admiral Nelson Spiced Rum","6","1750","11.55","17.33","6","103.98","10.50","2.77"
"INV-16702300011","2019-01-02T00:00:00.000","3705","Liquor Locker","507 1st Ave #100","Rock Rapids","51246",,"60","LYON","1052100","Imported Brandies","420","MOET HENNESSY USA","48106","Hennessy VS","12","750","19.99","29.99","2","59.98","1.50","0.39"
"INV-16679600008","2019-01-02T00:00:00.000","2647","Hy-Vee #7 / Cedar Rapids","5050 Edgewood Rd","Cedar Rapids","52411","POINT (-91.701581 42.030129)","57","LINN","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10781","Crown Royal Bourbon Mash","12","750","9.99","14.99","3","70.17","2.25","0.59"
"INV-16685600003","2019-01-02T00:00:00.000","5427","Beecher Liquor","1691 Asbury Rd","Dubuque","52001","POINT (-90.696886 42.500775000000004)","31","DUBUQUE","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10805","Crown Royal Regal Apple","24","375","8.00","12.00","24","288.00","9.00","2.37"
"INV-16681100015","2019-01-02T00:00:00.000","5097","Fareway Stores #151 / Cedar Rapids","3717 1st Ave SE","Cedar Rapids","52403",,"57","LINN","1031100","American Vodkas","380","Phillips Beverage","37348","Phillips Vodka","6","1750","7.60","11.40","6","68.40","10.50","2.77"
"INV-16698900017","2019-01-02T00:00:00.000","4434","Todd's","209 S Union St","Rock Rapids","51246","POINT (-96.175502 43.430056)","60","LYON","1011100","Blended Whiskies","260","DIAGEO AMERICAS","25604","Seagrams 7 Crown","12","375","3.50","5.25","6","31.50","2.25","0.59"
"INV-16677900016","2019-01-02T00:00:00.000","3870","Target Store T-1939 / Altoona","3414 8th St SW","Altoona","50009","POINT (-93.503783 41.644024)","77","POLK","1011200","Straight Bourbon Whiskies","065","Jim Beam Brands","19096","Jim Beam PET","12","750","10.50","15.75","12","189.00","9.00","2.37"
"INV-16693500003","2019-01-02T00:00:00.000","3650","Spirits, Stogies and Stuff","118 South Main St.","Holstein","51025","POINT (-95.544794 42.488704)","47","IDA","1082000","Imported Cordials & Liqueurs","100","AIKO IMPORTERS INC","65408","Le Prince D' Oranges","12","750","13.09","19.64","1","19.64","0.75","0.19"
"INV-16696700115","2019-01-02T00:00:00.000","2571","Hy-Vee Food Store #2 / Waterloo","2181 Logan Ave","Waterloo","50703","POINT (-92.337583 42.530476)","7","BLACK HAWK","1052100","Imported Brandies","389","REMY COINTREAU USA INC","49086","Remy Martin 1738 Accord Royal","6","750","27.97","41.96","1","41.96","0.75","0.19"
"INV-16686900011","2019-01-02T00:00:00.000","4171","Brothers Market, Inc. / Cascade","105 SE Nixon St","Cascade","52033","POINT (-90.993859 42.3036)","31","DUBUQUE","1051100","American Brandies","259","Heaven Hill Brands","52319","Christian Bros Brandy-Round","12","1000","7.11","10.67","12","128.04","12.00","3.17"
"INV-16696700077","2019-01-02T00:00:00.000","2571","Hy-Vee Food Store #2 / Waterloo","2181 Logan Ave","Waterloo","50703","POINT (-92.337583 42.530476)","7","BLACK HAWK","1051100","American Brandies","205","E & J Gallo Winery","73755","E & J Apple","12","750","6.50","9.75","1","9.75","0.75","0.19"
"INV-16684300008","2019-01-02T00:00:00.000","2624","Hy-Vee #2 / Dubuque","2395 NW Arterial Rd","Dubuque","52002","POINT (-90.741064 42.516633)","31","DUBUQUE","1011400","Tennessee Whiskies","085","Brown Forman Corp.","26827","Jack Daniels Old #7 Black Label","12","1000","18.89","28.34","12","340.08","12.00","3.17"
"INV-16685700098","2019-01-02T00:00:00.000","2465","Sid's Beverage Shop","2727 Dodge St","Dubuque","52003","POINT (-90.705328 42.491862)","31","DUBUQUE","1022100","Mixto Tequila","395","PROXIMO","89191","Jose Cuervo Especial Reposado Mini","12","500","11.50","17.25","1","17.25","0.50","0.13"
"INV-16680400022","2019-01-02T00:00:00.000","4636","Kwik Shop #561 / Cedar Rapids","2904 Center Point Rd NE","Cedar Rapids","52402","POINT (-91.662822 42.007194)","57","LINN","1062200","White Rum","035","BACARDI USA INC","43124","Bacardi Superior","24","375","4.50","6.75","10","67.50","3.75","0.99"
"INV-16689400037","2019-01-02T00:00:00.000","3625","Wal-Mart 0892 / Ankeny","1002 SE National Dr","Ankeny","50021","POINT (-93.582348 41.70486400000001)","77","POLK","1012100","Canadian Whiskies","115","CONSTELLATION BRANDS INC","11776","Black Velvet","12","750","5.23","7.85","12","94.20","9.00","2.37"
"INV-16681700121","2019-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N Dodge St","Iowa City","52240","POINT (-91.518868 41.676095)","52","JOHNSON","1032100","Imported Vodkas","035","BACARDI USA INC","34421","Grey Goose Mini","10","600","20.00","30.00","2","60.00","1.20","0.31"
"INV-16700200014","2019-01-02T00:00:00.000","5681","Quick Corner / Hawarden","901 10th St","Hawarden","51023","POINT (-96.48203600000001 42.9968)","84","SIOUX","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10807","Crown Royal Regal Apple","12","750","15.59","23.39","1","23.39","0.75","0.19"
"INV-16681700102","2019-01-02T00:00:00.000","2622","Hy-Vee Food Store / Iowa City","1125 N Dodge St","Iowa City","52240","POINT (-91.518868 41.676095)","52","JOHNSON","1081200","Cream Liqueurs","330","Gemini Spirits","80456","Ryan's Cream Liqueur","12","750","6.70","10.05","12","120.60","9.00","2.37"
"INV-16677400014","2019-01-02T00:00:00.000","4377","Quik Trip #562 / NE 14th / DSM","4801 NE 14th St","Des Moines","50313","POINT (-93.600266 41.648602)","77","POLK","1032100","Imported Vodkas","035","BACARDI USA INC","34359","Grey Goose","12","200","5.00","7.50","6","45.00","1.20","0.31"
"INV-16694500026","2019-01-02T00:00:00.000","5326","Als Liquor","215 W. Milwaukee Ave","Storm Lake","50588","POINT (-95.202405 42.647492)","11","BUENA VIST","1012200","Scotch Whiskies","370","PERNOD RICARD USA","4717","Chivas Regal 12 Yr","12","1000","25.98","38.97","1","37.49","1.00","0.26"
"INV-16688700006","2019-01-02T00:00:00.000","2843","CVS Pharmacy #8526 / Cedar Rapids","4116 Center Pointe Rd","Cedar Rapids","52402","POINT (-91.665139 42.020729)","57","LINN","1032100","Imported Vodkas","260","DIAGEO AMERICAS","34456","Ketel One","12","750","12.50","18.75","3","56.25","2.25","0.59"
"INV-16688100004","2019-01-02T00:00:00.000","3912","Smokin' Joe's #14 Tobacco and Liquor Outlet","225 Edgewood Rd","Cedar Rapids","52405",,"57","LINN","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10834","Crown Royal Black","24","375","8.25","12.38","1","12.38","0.37","0.09"
"INV-16681400004","2019-01-02T00:00:00.000","5462","7Star Liquor & Tobacco Outlet","502 E Ave NW","Cedar Rapids","52405","POINT (-91.680323 41.977958)","57","LINN","1081200","Cream Liqueurs","305","Mhw LTD","73052","Rumchata","12","375","7.00","10.50","2","21.00","0.75","0.19"
"INV-16692200080","2019-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 Merle Hay Road","Johnston","50131","POINT (-93.697731 41.665172)","77","POLK","1051100","American Brandies","434","LUXCO INC","55246","Arrow Wild Cherry Flav Brandy","12","750","5.38","8.07","24","193.68","18.00","4.75"
"INV-16688000007","2019-01-02T00:00:00.000","4956","The Cooler","4920, Johnson Ave NW","Cedar Rapids","52405","POINT (-91.734311 41.967997)","57","LINN","1062400","Spiced Rum","260","DIAGEO AMERICAS","43285","Captain Morgan Original Spiced Rum Pet","12","750","9.06","13.59","6","81.54","4.50","1.18"
"INV-16692400025","2019-01-02T00:00:00.000","2113","Jamboree Foods","1119 Market St. Box 71","Gowrie","50543","POINT (-94.289457 42.28057)","94","WEBSTER","1062400","Spiced Rum","259","Heaven Hill Brands","43027","Admiral Nelson Spiced Rum","12","1000","7.28","10.92","1","10.92","1.00","0.26"
"INV-16680000083","2019-01-02T00:00:00.000","2588","Hy-Vee Food and Drug #6 / Cedar Rapids","4035 Mt Vernon Rd SE","Cedar Rapids","52403","POINT (-91.60978 41.976835)","57","LINN","1062300","Aged Dark Rum","035","BACARDI USA INC","43109","Bacardi Black","12","750","8.25","12.38","2","24.76","1.50","0.39"
"INV-16697900012","2019-01-02T00:00:00.000","4642","Liquor and Tobacco Outlet / Univ Ave Waterloo","2844 University Ave","Waterloo","50701","POINT (-92.382928 42.498321)","7","BLACK HAWK","1031100","American Vodkas","297","Laird & Company","35914","Five O'Clock Vodka","24","375","1.93","2.90","24","69.60","9.00","2.37"
"INV-16686000154","2019-01-02T00:00:00.000","4167","Iowa Street Market, Inc.","1256 Iowa St","Dubuque","52001","POINT (-90.668138 42.504959)","31","DUBUQUE","1071100","Cocktails /RTD","285","Charles Jacquin Et Cie","56958","Bartenders Hot Sex","6","1750","9.31","13.97","2","27.94","3.50","0.92"
"INV-16687900051","2019-01-02T00:00:00.000","2529","Hy-Vee Drugstore #4 / Cedar Rapids","4825 Johnson Ave NW","Cedar Rapids","52405","POINT (-91.73337 41.968343)","57","LINN","1081400","American Schnapps","434","LUXCO INC","81204","Paramount Peppermint Schnapps","24","375","2.28","3.42","3","10.26","1.12","0.29"
"INV-16690500013","2019-01-02T00:00:00.000","2665","Hy-Vee / Waukee","1005 E Hickman Rd","Waukee","50263","POINT (-93.854477 41.615059)","25","DALLAS","1051100","American Brandies","434","LUXCO INC","55506","Paramount Cherry Brandy","12","750","5.48","8.22","12","98.64","9.00","2.37"
"INV-16697400033","2019-01-02T00:00:00.000","4265","Kwik Stop 3 / Waterloo","1104 Washington St","Waterloo","50702","POINT (-92.336965 42.489106)","7","BLACK HAWK","1052100","Imported Brandies","389","REMY COINTREAU USA INC","49083","Remy Martin 1738 Accord Royal","24","200","7.07","10.61","24","254.64","4.80","1.26"
"INV-16689600120","2019-01-02T00:00:00.000","2666","Hy-Vee Food Store #2 / State Ankeny","2510 SW State St","Ankeny","50023","POINT (-93.621824 41.705188)","77","Polk","1062400","Spiced Rum","035","BACARDI USA INC","43205","Bacardi Oakheart","12","750","7.50","11.25","12","135.00","9.00","2.37"
"INV-16693200035","2019-01-02T00:00:00.000","3932","Main Street Spirits / Mapleton","311 Main St","Mapleton","51034","POINT (-95.79375 42.165915)","67","MONONA","1031100","American Vodkas","297","Laird & Company","35926","Five O'Clock Vodka PET","12","750","3.37","5.06","4","20.24","3.00","0.79"
"INV-16685700063","2019-01-02T00:00:00.000","2465","Sid's Beverage Shop","2727 Dodge St","Dubuque","52003","POINT (-90.705328 42.491862)","31","DUBUQUE","1011100","Blended Whiskies","260","DIAGEO AMERICAS","27751","Seagrams 7 Crown Orchard Apple","12","750","7.00","10.50","2","21.00","1.50","0.39"
"INV-16686800002","2019-01-02T00:00:00.000","2649","Hy-Vee #3 / Dubuque","400 Locust St","Dubuque","52001","POINT (-90.666497 42.49721900000001)","31","DUBUQUE","1012100","Canadian Whiskies","115","CONSTELLATION BRANDS INC","11788","Black Velvet","6","1750","10.45","15.68","30","470.40","52.50","13.86"
"INV-16687500014","2019-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 Wilson Avenue West","Cedar Rapids","52404","POINT (-91.658577 41.955859)","57","LINN","1031200","American Flavored Vodka","259","Heaven Hill Brands","41279","Burnetts Grape","12","750","4.48","6.72","4","26.88","3.00","0.79"
"INV-16679600010","2019-01-02T00:00:00.000","2647","Hy-Vee #7 / Cedar Rapids","5050 Edgewood Rd","Cedar Rapids","52411","POINT (-91.701581 42.030129)","57","LINN","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10803","Crown Royal Regal Apple Mini","10","300","7.35","11.03","1","11.03","0.30","0.07"
"INV-16687300004","2019-01-02T00:00:00.000","4252","Fareway Stores #840 / Monticello","433 N Farley St","Monticello","52310","POINT (-91.191385 42.241939)","53","JONES","1032100","Imported Vodkas","239","RUSSIAN STANDARD VODKA","35109","Russian Standard","12","750","9.43","14.15","12","169.80","9.00","2.37"
"INV-16681100020","2019-01-02T00:00:00.000","5097","Fareway Stores #151 / Cedar Rapids","3717 1st Ave SE","Cedar Rapids","52403",,"57","LINN","1032100","Imported Vodkas","115","CONSTELLATION BRANDS INC","34821","Svedka 80prf","6","1750","13.00","19.50","6","117.00","10.50","2.77"
"INV-16694500007","2019-01-02T00:00:00.000","5326","Als Liquor","215 W. Milwaukee Ave","Storm Lake","50588","POINT (-95.202405 42.647492)","11","BUENA VIST","1011100","Blended Whiskies","260","DIAGEO AMERICAS","25608","Seagrams 7 Crown","6","1750","12.96","19.44","6","116.64","10.50","2.77"
"INV-16698400028","2019-01-02T00:00:00.000","2661","Hy-Vee Food Store / Sheldon","1989 Park St","Sheldon","51201","POINT (-95.831721 43.186038)","71","OBRIEN","1032200","Imported Flavored Vodka","370","PERNOD RICARD USA","36769","Absolut Grapefruit","12","750","11.49","17.24","3","51.72","2.25","0.59"
"INV-16677300004","2019-01-02T00:00:00.000","4361","Quik Trip #538 / NW 2nd / DSM","4575 NW 2nd","Des Moines","50313","POINT (-93.619906 41.643664)","77","POLK","1062200","White Rum","035","BACARDI USA INC","43121","Bacardi Superior Mini","12","500","5.54","8.31","1","8.31","0.50","0.13"
"INV-16689000022","2019-01-02T00:00:00.000","4637","Kwik Shop #560 / Cedar Rapids","3301 J St","Cedar Rapids","52404","POINT (-91.666812 41.944676)","57","LINN","1032100","Imported Vodkas","370","PERNOD RICARD USA","34006","Absolut Swedish Vodka 80prf","12","750","11.49","17.24","3","51.72","2.25","0.59"
"INV-16700200019","2019-01-02T00:00:00.000","5681","Quick Corner / Hawarden","901 10th St","Hawarden","51023","POINT (-96.48203600000001 42.9968)","84","SIOUX","1022100","Mixto Tequila","434","LUXCO INC","87936","Juarez Tequila Silver","12","750","7.50","11.25","1","11.25","0.75","0.19"
"INV-16702200051","2019-01-02T00:00:00.000","4891","Schottsy's Liquor","109 5th St","Sibley","51249","POINT (-95.759943 43.403935)","72","OSCEOLA","1012100","Canadian Whiskies","115","CONSTELLATION BRANDS INC","11771","Black Velvet Mini","10","600","6.80","10.20","1","10.20","0.60","0.15"
"INV-16680200107","2019-01-02T00:00:00.000","2590","Hy-Vee Food Store #5 / Cedar Rapids","3235 Oakland Road NE","Cedar Rapids","52402","POINT (-91.658105 42.010971)","57","LINN","1031100","American Vodkas","260","DIAGEO AMERICAS","38006","Smirnoff 80prf PET","12","750","8.25","12.38","12","148.56","9.00","2.37"
"INV-16678900016","2019-01-02T00:00:00.000","3651","Wal-Mart 1491 / Indianola","1500 North Jefferson","Indianola","50125",,"91","WARREN","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10807","Crown Royal Regal Apple","12","750","15.59","23.39","12","280.68","9.00","2.37"
"INV-16683900004","2019-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14th St","Des Moines","50320","POINT (-93.596754 41.554101)","77","POLK","1011200","Straight Bourbon Whiskies","260","DIAGEO AMERICAS","17092","Bulleit Bourbon Barrel Strength","6","750","24.99","37.49","1","37.49","0.75","0.19"
"INV-16678500018","2019-01-02T00:00:00.000","4622","Quik Trip #544 / SE 14th DM","3941, SE 14th St","Des Moines","50320","POINT (-93.596748 41.548497)","77","POLK","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","64870","Fireball Cinnamon","48","100","0.90","1.35","240","324.00","24.00","6.34"
"INV-16694500052","2019-01-02T00:00:00.000","5326","Als Liquor","215 W. Milwaukee Ave","Storm Lake","50588","POINT (-95.202405 42.647492)","11","BUENA VIST","1032100","Imported Vodkas","260","DIAGEO AMERICAS","34457","Ketel One","12","1000","16.50","24.75","1","24.75","1.00","0.26"
