"geography_id","type","name","variable","variable_description","data_collection_period","date","sex","age","value","change_rate","location","previous_data_collection_period"
"1600000US1980490","place","Van Wert, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","7.0",,"POINT (-93.792178 40.870742)","2005-2009"
"1400000US19169000800","tract","Census Tract 8, Story County, Iowa","B01001_012E","Male - 30 to 34 years","2008-2012","2012-12-31T00:00:00.000","Male","30 to 34 Years","0.0",,"POINT (-93.6458737 42.0267514)","2003-2007"
"1600000US1930900","place","Gilman, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","12.0",,"POINT (-92.78814 41.878809)","2005-2009"
"1600000US1902305","place","Ankeny, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","728.0",,"POINT (-93.602521 41.728724)","2005-2009"
"1600000US1929055","place","Fredonia, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","5.0",,"POINT (-91.339385 41.284514)","2005-2009"
"1600000US1939765","place","Johnston, Iowa","B01001_028E","Female - 5 to 9 years","2010-2014","2014-12-31T00:00:00.000","Female","05 to 09 Years","618.0",,"POINT (-93.714817 41.681219)","2005-2009"
"1600000US1937335","place","Houghton, Iowa","B01001_026E","Female","2010-2014","2014-12-31T00:00:00.000","Female","All","67.0",,"POINT (-91.610809 40.783667)","2005-2009"
"1600000US1972210","place","Sheffield, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","73.0",,"POINT (-93.207078 42.888717)","2005-2009"
"1600000US1975450","place","Stockton, Iowa","B01001_034E","Female - 22 to 24 years","2010-2014","2014-12-31T00:00:00.000","Female","22 to 24 Years","7.0",,"POINT (-90.856426 41.590827)","2005-2009"
"1600000US1984450","place","West Okoboji, Iowa","B01001_033E","Female - 21 years","2010-2014","2014-12-31T00:00:00.000","Female","21 Years","0.0",,"POINT (-95.166396 43.347705)","2005-2009"
"1600000US1949350","place","Marcus, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","15.0",,"POINT (-95.806814 42.822395)","2005-2009"
"1600000US1962130","place","Peosta, Iowa","B01001_033E","Female - 21 years","2010-2014","2014-12-31T00:00:00.000","Female","21 Years","12.0",,"POINT (-90.844727 42.447744)","2005-2009"
"1600000US1959970","place","Ossian, Iowa","B01001_033E","Female - 21 years","2010-2014","2014-12-31T00:00:00.000","Female","21 Years","14.0",,"POINT (-91.76457 43.146952)","2005-2009"
"1600000US1964065","place","Pomeroy, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","28.0",,"POINT (-94.677822 42.55195)","2005-2009"
"1600000US1912720","place","Chariton, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","159.0",,"POINT (-93.309448 41.017574)","2005-2009"
"1600000US1968025","place","Rock Falls, Iowa","B01001_025E","Male - 85 years and over","2010-2014","2014-12-31T00:00:00.000","Male","85 Years and Older","0.0",,"POINT (-93.087155 43.206988)","2005-2009"
"1600000US1948810","place","Manchester, Iowa","B01001_042E","Female - 60 and 61 years","2010-2014","2014-12-31T00:00:00.000","Female","60 to 61 Years","43.0",,"POINT (-91.456086 42.485339)","2005-2009"
"1600000US1937560","place","Humboldt, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","162.0",,"POINT (-94.22502 42.722928)","2005-2009"
"1400000US19153005000","tract","Census Tract 50, Polk County, Iowa","B01001_021E","Male - 67 to 69 years","2008-2012","2012-12-31T00:00:00.000","Male","67 to 69 Years","0.0",,"POINT (-93.6304944 41.6041972)","2003-2007"
"1600000US1945705","place","Little Cedar CDP, Iowa","B01001_039E","Female - 45 to 49 years","2010-2014","2014-12-31T00:00:00.000","Female","45 to 49 Years","0.0",,"POINT (-92.723642 43.369847)","2005-2009"
"1600000US1947595","place","Lynnville, Iowa","B01001_027E","Female - Under 5 years","2010-2014","2014-12-31T00:00:00.000","Female","04 Years and Under","4.0",,"POINT (-92.786891 41.572835)","2005-2009"
"1600000US1986700","place","Woden, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","2.0",,"POINT (-93.911424 43.230788)","2005-2009"
"1600000US1929055","place","Fredonia, Iowa","B01001_042E","Female - 60 and 61 years","2010-2014","2014-12-31T00:00:00.000","Female","60 to 61 Years","1.0",,"POINT (-91.339385 41.284514)","2005-2009"
"1400000US19153004800","tract","Census Tract 48, Polk County, Iowa","B01001_024E","Male - 80 to 84 years","2008-2012","2012-12-31T00:00:00.000","Male","80 to 84 Years","0.0",,"POINT (-93.6074949 41.601745)","2003-2007"
"1600000US1936705","place","Holland, Iowa","B01001_024E","Male - 80 to 84 years","2010-2014","2014-12-31T00:00:00.000","Male","80 to 84 Years","1.0",,"POINT (-92.798815 42.399955)","2005-2009"
"1600000US1949890","place","Martensdale, Iowa","B01001_038E","Female - 40 to 44 years","2010-2014","2014-12-31T00:00:00.000","Female","40 to 44 Years","11.0",,"POINT (-93.738793 41.373757)","2005-2009"
"1600000US1909910","place","California Junction CDP, Iowa","B01001_032E","Female - 20 years","2010-2014","2014-12-31T00:00:00.000","Female","20 Years","0.0",,"POINT (-95.994752 41.56017)","2005-2009"
"1600000US1950385","place","Matlock, Iowa","B01001_038E","Female - 40 to 44 years","2010-2014","2014-12-31T00:00:00.000","Female","40 to 44 Years","3.0",,"POINT (-95.934367 43.244319)","2005-2009"
"1600000US1969825","place","St. Benedict CDP, Iowa","B01001_043E","Female - 62 to 64 years","2010-2014","2014-12-31T00:00:00.000","Female","62 to 64 Years","0.0",,"POINT (-94.06095 43.044008)","2005-2009"
"1600000US1924375","place","Elberon, Iowa","B01001_031E","Female - 18 and 19 years","2010-2014","2014-12-31T00:00:00.000","Female","18 to 19 Years","5.0",,"POINT (-92.316115 42.005495)","2005-2009"
"1600000US1902125","place","Andrew, Iowa","B01001_042E","Female - 60 and 61 years","2010-2014","2014-12-31T00:00:00.000","Female","60 to 61 Years","3.0",,"POINT (-90.591931 42.153216)","2005-2009"
"1600000US1957720","place","Norway, Iowa","B01001_033E","Female - 21 years","2010-2014","2014-12-31T00:00:00.000","Female","21 Years","4.0",,"POINT (-91.922667 41.902221)","2005-2009"
"1600000US1951735","place","Middletown, Iowa","B01001_033E","Female - 21 years","2010-2014","2014-12-31T00:00:00.000","Female","21 Years","0.0",,"POINT (-91.262221 40.827341)","2005-2009"
"1600000US1931800","place","Graettinger, Iowa","B01001_028E","Female - 5 to 9 years","2010-2014","2014-12-31T00:00:00.000","Female","05 to 09 Years","19.0",,"POINT (-94.750424 43.23707)","2005-2009"
"1600000US1948855","place","Manilla, Iowa","B01001_039E","Female - 45 to 49 years","2010-2014","2014-12-31T00:00:00.000","Female","45 to 49 Years","19.0",,"POINT (-95.234561 41.892308)","2005-2009"
"1600000US1928920","place","Fraser, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","0.0",,"POINT (-93.974209 42.127167)","2005-2009"
"1600000US1952410","place","Millville, Iowa","B01001_027E","Female - Under 5 years","2010-2014","2014-12-31T00:00:00.000","Female","04 Years and Under","0.0",,,"2005-2009"
"1600000US1955335","place","Nashua, Iowa","B01001_033E","Female - 21 years","2010-2014","2014-12-31T00:00:00.000","Female","21 Years","13.0",,"POINT (-92.542538 42.950393)","2005-2009"
"1600000US1914250","place","Clermont, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","18.0",,"POINT (-91.652311 43.000163)","2005-2009"
"1600000US1933780","place","Hamburg, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","25.0",,"POINT (-95.655018 40.606088)","2005-2009"
"1600000US1954750","place","Mount Sterling CDP, Iowa","B01001_043E","Female - 62 to 64 years","2010-2014","2014-12-31T00:00:00.000","Female","62 to 64 Years","1.0",,"POINT (-91.933569 40.620477)","2005-2009"
"1600000US1937470","place","Hudson, Iowa","B01001_037E","Female - 35 to 39 years","2010-2014","2014-12-31T00:00:00.000","Female","35 to 39 Years","78.0",,"POINT (-92.451393 42.434841)","2005-2009"
"1600000US1902395","place","Aplington, Iowa","B01001_031E","Female - 18 and 19 years","2010-2014","2014-12-31T00:00:00.000","Female","18 to 19 Years","16.0",,"POINT (-92.88388 42.581981)","2005-2009"
"1600000US1903475","place","Atkins, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","55.0",,"POINT (-91.85856 41.994246)","2005-2009"
"1600000US1982290","place","Washburn CDP, Iowa","B01001_038E","Female - 40 to 44 years","2010-2014","2014-12-31T00:00:00.000","Female","40 to 44 Years","17.0",,"POINT (-92.266866 42.410291)","2005-2009"
"1600000US1933060","place","Grimes, Iowa","B01001_042E","Female - 60 and 61 years","2010-2014","2014-12-31T00:00:00.000","Female","60 to 61 Years","130.0",,"POINT (-93.802791 41.678816)","2005-2009"
"1600000US1910450","place","Cantril, Iowa","B01001_033E","Female - 21 years","2010-2014","2014-12-31T00:00:00.000","Female","21 Years","3.0",,"POINT (-92.068466 40.642841)","2005-2009"
"1600000US1969465","place","Ryan, Iowa","B01001_024E","Male - 80 to 84 years","2010-2014","2014-12-31T00:00:00.000","Male","80 to 84 Years","6.0",,"POINT (-91.485139 42.352409)","2005-2009"
"1600000US1954930","place","Moville, Iowa","B01001_043E","Female - 62 to 64 years","2010-2014","2014-12-31T00:00:00.000","Female","62 to 64 Years","15.0",,"POINT (-96.067907 42.489425)","2005-2009"
"1600000US1957630","place","Northwood, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","74.0",,"POINT (-93.216646 43.444053)","2005-2009"
"1600000US1976440","place","Superior, Iowa","B01001_032E","Female - 20 years","2010-2014","2014-12-31T00:00:00.000","Female","20 Years","0.0",,"POINT (-94.94663 43.433665)","2005-2009"
"1600000US1944400","place","Le Mars, Iowa","B01001_025E","Male - 85 years and over","2010-2014","2014-12-31T00:00:00.000","Male","85 Years and Older","84.0",,"POINT (-96.173311 42.781514)","2005-2009"
"1400000US19169000800","tract","Census Tract 8, Story County, Iowa","B01001_021E","Male - 67 to 69 years","2009-2013","2013-12-31T00:00:00.000","Male","67 to 69 Years","0.0",,"POINT (-93.6458737 42.0267514)","2004-2008"
"1400000US19153000400","tract","Census Tract 4, Polk County, Iowa","B01001_021E","Male - 67 to 69 years","2009-2013","2013-12-31T00:00:00.000","Male","67 to 69 Years","0.0",,"POINT (-93.6126601 41.6322323)","2004-2008"
"1600000US1986970","place","Woodward, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","39.0",,"POINT (-93.920751 41.852729)","2005-2009"
"1600000US1952815","place","Mingo, Iowa","B01001_040E","Female - 50 to 54 years","2010-2014","2014-12-31T00:00:00.000","Female","50 to 54 Years","3.0",,"POINT (-93.282618 41.766207)","2005-2009"
"1600000US1919855","place","Delta, Iowa","B01001_042E","Female - 60 and 61 years","2010-2014","2014-12-31T00:00:00.000","Female","60 to 61 Years","5.0",,"POINT (-92.330421 41.322588)","2005-2009"
"1600000US1961050","place","Palmer, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","6.0",,"POINT (-94.598473 42.629862)","2005-2009"
"1600000US1946515","place","Lorimor, Iowa","B01001_039E","Female - 45 to 49 years","2010-2014","2014-12-31T00:00:00.000","Female","45 to 49 Years","8.0",,"POINT (-94.057049 41.126676)","2005-2009"
"1600000US1947820","place","McCausland, Iowa","B01001_036E","Female - 30 to 34 years","2010-2014","2014-12-31T00:00:00.000","Female","30 to 34 Years","5.0",,"POINT (-90.445881 41.743407)","2005-2009"
"1600000US1904735","place","Bartlett CDP, Iowa","B01001_034E","Female - 22 to 24 years","2010-2014","2014-12-31T00:00:00.000","Female","22 to 24 Years","0.0",,"POINT (-95.794666 40.885338)","2005-2009"
"1600000US1906625","place","Birmingham, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","6.0",,"POINT (-91.947909 40.877541)","2005-2009"
"1600000US1966855","place","Ricketts, Iowa","B01001_027E","Female - Under 5 years","2010-2014","2014-12-31T00:00:00.000","Female","04 Years and Under","2.0",,"POINT (-95.574904 42.12809)","2005-2009"
"1400000US19153010407","tract","Census Tract 104.07, Polk County, Iowa","B01001_033E","Female - 21 years","2009-2013","2013-12-31T00:00:00.000","Female","21 Years","0.0",,"POINT (-93.746163 41.6407014)","2004-2008"
"1400000US19113001200","tract","Census Tract 12, Linn County, Iowa","B01001_033E","Female - 21 years","2009-2013","2013-12-31T00:00:00.000","Female","21 Years","0.0",,"POINT (-91.6802439 41.9847439)","2004-2008"
"1600000US1934770","place","Hartwick, Iowa","B01001_028E","Female - 5 to 9 years","2010-2014","2014-12-31T00:00:00.000","Female","05 to 09 Years","2.0",,"POINT (-92.345356 41.786146)","2005-2009"
"1600000US1902620","place","Aredale, Iowa","B01001_043E","Female - 62 to 64 years","2010-2014","2014-12-31T00:00:00.000","Female","62 to 64 Years","0.0",,"POINT (-93.005368 42.833195)","2005-2009"
"1600000US1986610","place","Wiota, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","4.0",,"POINT (-94.887475 41.401024)","2005-2009"
"1600000US1975000","place","Stanton, Iowa","B01001_032E","Female - 20 years","2010-2014","2014-12-31T00:00:00.000","Female","20 Years","4.0",,"POINT (-95.102951 40.981014)","2005-2009"
"1600000US1917490","place","Cromwell, Iowa","B01001_037E","Female - 35 to 39 years","2010-2014","2014-12-31T00:00:00.000","Female","35 to 39 Years","1.0",,"POINT (-94.461737 41.040313)","2005-2009"
"1600000US1944715","place","Letts, Iowa","B01001_039E","Female - 45 to 49 years","2010-2014","2014-12-31T00:00:00.000","Female","45 to 49 Years","14.0",,"POINT (-91.23563 41.329803)","2005-2009"
"1600000US1923340","place","Earlham, Iowa","B01001_027E","Female - Under 5 years","2010-2014","2014-12-31T00:00:00.000","Female","04 Years and Under","72.0",,"POINT (-94.122251 41.494482)","2005-2009"
"1600000US1929325","place","Frytown CDP, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","0.0",,"POINT (-91.732134 41.571949)","2005-2009"
"1600000US1931530","place","Goldfield, Iowa","B01001_024E","Male - 80 to 84 years","2010-2014","2014-12-31T00:00:00.000","Male","80 to 84 Years","23.0",,"POINT (-93.918191 42.735641)","2005-2009"
"1600000US1913755","place","Clarksville, Iowa","B01001_037E","Female - 35 to 39 years","2010-2014","2014-12-31T00:00:00.000","Female","35 to 39 Years","29.0",,"POINT (-92.668408 42.779238)","2005-2009"
"1600000US1973335","place","Sioux City, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","2658.0",,"POINT (-96.390525 42.495668)","2005-2009"
"1600000US1952590","place","Minden, Iowa","B01001_026E","Female","2010-2014","2014-12-31T00:00:00.000","Female","All","277.0",,"POINT (-95.541029 41.468363)","2005-2009"
"1600000US1910225","place","Cambridge, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","27.0",,"POINT (-93.53656 41.90168)","2005-2009"
"1600000US1905680","place","Belmond, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","114.0",,"POINT (-93.608451 42.846573)","2005-2009"
"1600000US1903970","place","Avoca, Iowa","B01001_038E","Female - 40 to 44 years","2010-2014","2014-12-31T00:00:00.000","Female","40 to 44 Years","17.0",,"POINT (-95.337317 41.48287)","2005-2009"
"1600000US1959520","place","Orchard, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","2.0",,"POINT (-92.775313 43.227386)","2005-2009"
"1600000US1966810","place","Rickardsville, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","2.0",,"POINT (-90.876216 42.581545)","2005-2009"
"1600000US1979185","place","Turin, Iowa","B01001_031E","Female - 18 and 19 years","2010-2014","2014-12-31T00:00:00.000","Female","18 to 19 Years","0.0",,"POINT (-95.966024 42.020857)","2005-2009"
"1600000US1969240","place","Runnells, Iowa","B01001_034E","Female - 22 to 24 years","2010-2014","2014-12-31T00:00:00.000","Female","22 to 24 Years","8.0",,"POINT (-93.360397 41.514055)","2005-2009"
"1600000US1936030","place","High Amana CDP, Iowa","B01001_042E","Female - 60 and 61 years","2010-2014","2014-12-31T00:00:00.000","Female","60 to 61 Years","0.0",,"POINT (-91.941906 41.801109)","2005-2009"
"1600000US1947010","place","Low Moor, Iowa","B01001_042E","Female - 60 and 61 years","2010-2014","2014-12-31T00:00:00.000","Female","60 to 61 Years","1.0",,"POINT (-90.354213 41.802344)","2005-2009"
"1600000US1932970","place","Greenville, Iowa","B01001_037E","Female - 35 to 39 years","2010-2014","2014-12-31T00:00:00.000","Female","35 to 39 Years","0.0",,"POINT (-95.146117 43.016978)","2005-2009"
"1600000US1977970","place","Thurman, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","10.0",,"POINT (-95.74881 40.820224)","2005-2009"
"1600000US1901270","place","Allerton, Iowa","B01001_043E","Female - 62 to 64 years","2010-2014","2014-12-31T00:00:00.000","Female","62 to 64 Years","14.0",,"POINT (-93.368641 40.708229)","2005-2009"
"1600000US1975000","place","Stanton, Iowa","B01001_039E","Female - 45 to 49 years","2010-2014","2014-12-31T00:00:00.000","Female","45 to 49 Years","17.0",,"POINT (-95.102951 40.981014)","2005-2009"
"1600000US1907930","place","Braddyville, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","22.0",,"POINT (-95.031186 40.580631)","2005-2009"
"1600000US1906490","place","Bevington, Iowa","B01001_043E","Female - 62 to 64 years","2010-2014","2014-12-31T00:00:00.000","Female","62 to 64 Years","0.0",,"POINT (-93.784239 41.359945)","2005-2009"
"1600000US1971625","place","Sergeant Bluff, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","114.0",,"POINT (-96.350919 42.397818)","2005-2009"
"1600000US1904240","place","Bagley, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","22.0",,"POINT (-94.430305 41.846364)","2005-2009"
"1600000US1952590","place","Minden, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","21.0",,"POINT (-95.541029 41.468363)","2005-2009"
"1600000US1948855","place","Manilla, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","19.0",,"POINT (-95.234561 41.892308)","2005-2009"
"1600000US1956415","place","New Providence, Iowa","B01001_028E","Female - 5 to 9 years","2010-2014","2014-12-31T00:00:00.000","Female","05 to 09 Years","3.0",,"POINT (-93.171839 42.281186)","2005-2009"
"1600000US1969105","place","Royal, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","17.0",,"POINT (-95.283721 43.064441)","2005-2009"
"1600000US1954030","place","Morley, Iowa","B01001_040E","Female - 50 to 54 years","2010-2014","2014-12-31T00:00:00.000","Female","50 to 54 Years","7.0",,"POINT (-91.245872 42.006028)","2005-2009"
"1600000US1983775","place","West Chester, Iowa","B01001_024E","Male - 80 to 84 years","2010-2014","2014-12-31T00:00:00.000","Male","80 to 84 Years","5.0",,"POINT (-91.816948 41.340039)","2005-2009"
"1600000US1929325","place","Frytown CDP, Iowa","B01001_024E","Male - 80 to 84 years","2010-2014","2014-12-31T00:00:00.000","Male","80 to 84 Years","0.0",,"POINT (-91.732134 41.571949)","2005-2009"
"1600000US1933780","place","Hamburg, Iowa","B01001_040E","Female - 50 to 54 years","2010-2014","2014-12-31T00:00:00.000","Female","50 to 54 Years","37.0",,"POINT (-95.655018 40.606088)","2005-2009"
"1600000US1972345","place","Sheldahl, Iowa","B01001_035E","Female - 25 to 29 years","2010-2014","2014-12-31T00:00:00.000","Female","25 to 29 Years","0.0",,"POINT (-93.69665 41.864285)","2005-2009"
"1600000US1954840","place","Mount Vernon, Iowa","B01001_043E","Female - 62 to 64 years","2010-2014","2014-12-31T00:00:00.000","Female","62 to 64 Years","59.0",,"POINT (-91.423763 41.92365)","2005-2009"
"1600000US1971085","place","Schaller, Iowa","B01001_026E","Female","2010-2014","2014-12-31T00:00:00.000","Female","All","410.0",,"POINT (-95.296271 42.496531)","2005-2009"
"1600000US1908875","place","Brunsville, Iowa","B01001_040E","Female - 50 to 54 years","2010-2014","2014-12-31T00:00:00.000","Female","50 to 54 Years","7.0",,"POINT (-96.266703 42.810961)","2005-2009"
"1600000US1917220","place","Cresco, Iowa","B01001_025E","Male - 85 years and over","2010-2014","2014-12-31T00:00:00.000","Male","85 Years and Older","54.0",,"POINT (-92.11635 43.371757)","2005-2009"
"1600000US1939180","place","Jacksonville CDP, Iowa","B01001_032E","Female - 20 years","2010-2014","2014-12-31T00:00:00.000","Female","20 Years","0.0",,"POINT (-95.151693 41.645074)","2005-2009"
"1600000US1966855","place","Ricketts, Iowa","B01001_041E","Female - 55 to 59 years","2010-2014","2014-12-31T00:00:00.000","Female","55 to 59 Years","16.0",,"POINT (-95.574904 42.12809)","2005-2009"
"1600000US1936885","place","Holy Cross, Iowa","B01001_036E","Female - 30 to 34 years","2010-2014","2014-12-31T00:00:00.000","Female","30 to 34 Years","13.0",,"POINT (-90.996183 42.601088)","2005-2009"
"1600000US1947865","place","McClelland, Iowa","B01001_026E","Female","2010-2014","2014-12-31T00:00:00.000","Female","All","78.0",,"POINT (-95.68343 41.328473)","2005-2009"
"1600000US1973335","place","Sioux City, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","2460.0",,"POINT (-96.390525 42.495668)","2005-2009"
"1600000US1932520","place","Gravity, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","0.0",,"POINT (-94.743501 40.760165)","2005-2009"
"1600000US1973785","place","Soldier, Iowa","B01001_025E","Male - 85 years and over","2010-2014","2014-12-31T00:00:00.000","Male","85 Years and Older","3.0",,"POINT (-95.780169 41.984207)","2005-2009"
"1600000US1969060","place","Rowley, Iowa","B01001_039E","Female - 45 to 49 years","2010-2014","2014-12-31T00:00:00.000","Female","45 to 49 Years","7.0",,"POINT (-91.844496 42.368488)","2005-2009"
"1600000US1914475","place","Clio, Iowa","B01001_029E","Female - 10 to 14 years","2010-2014","2014-12-31T00:00:00.000","Female","10 to 14 Years","3.0",,"POINT (-93.451392 40.635974)","2005-2009"
"1600000US1945975","place","Livermore, Iowa","B01001_032E","Female - 20 years","2010-2014","2014-12-31T00:00:00.000","Female","20 Years","0.0",,"POINT (-94.184041 42.86803)","2005-2009"
"1600000US1904330","place","Baldwin, Iowa","B01001_025E","Male - 85 years and over","2010-2014","2014-12-31T00:00:00.000","Male","85 Years and Older","0.0",,"POINT (-90.838515 42.073205)","2005-2009"
"1600000US1913350","place","Churdan, Iowa","B01001_024E","Male - 80 to 84 years","2010-2014","2014-12-31T00:00:00.000","Male","80 to 84 Years","5.0",,"POINT (-94.479051 42.153105)","2005-2009"
"1400000US19169001100","tract","Census Tract 11, Story County, Iowa","B01001_030E","Female - 15 to 17 years","2010-2014","2014-12-31T00:00:00.000","Female","15 to 17 Years","18.0",,"POINT (-93.6441195 42.0128435)","2005-2009"
"1600000US1950610","place","Maynard, Iowa","B01001_040E","Female - 50 to 54 years","2010-2014","2014-12-31T00:00:00.000","Female","50 to 54 Years","9.0",,"POINT (-91.878013 42.774088)","2005-2009"
"1600000US1985710","place","Willey, Iowa","B01001_026E","Female","2010-2014","2014-12-31T00:00:00.000","Female","All","37.0",,"POINT (-94.822365 41.978746)","2005-2009"
