"levyauthority","levyauthorityname","fiscal_year","ur_number","countoftd_number","starting_balance","sumofrevenue","sumofrevenue_interest","sumofproperty_tax_replacement","sumofsales_repayments","rebates_amount_sum_sumofamount","expenditure_amount_sum","sumofreturned","ending_balance","primary_lat_dec","primary_long_dec","geocoded_column"
"60G575","ROCK RAPIDS","2021","60118","3","0","27525","0","965","0","0","19175","0","9315","-96.1758598","43.4271945","POINT (43.4271945 -96.1758598)"
"59","LUCAS","2021","59006","4","0","196388","0","0","0","196388","0","0","0","-93.3277207","41.0293738","POINT (41.0293738 -93.3277207)"
"12G099","GREENE","2021","12009","1","25552","0","0","0","0","0","0","0","25552","-92.8024158","42.8958066","POINT (42.8958066 -92.8024158)"
"56G533","KEOKUK","2021","56301","13","44601","1247594","0","0","0","24834","1225180","0","42181","-91.384874","40.3972664","POINT (40.3972664 -91.384874)"
"25G240","WAUKEE","2021","25036","8","278357","697494","1376","0","0","0","484999","0","492228","-93.8852266","41.6116552","POINT (41.6116552 -93.8852266)"
"74G686","EMMETSBURG","2021","74011","3","90536","14360","429","0","0","57250","43501","0","4574","-94.6830357","43.1127427","POINT (43.1127427 -94.6830357)"
"77G721","MITCHELLVILLE","2021","77015","4","119958","91117","0","0","0","64757","0","0","146318","-93.357709","41.6685999","POINT (41.6685999 -93.357709)"
"95G913","LAKE MILLS","2021","95004","21","55421","1914900","2360","0","8357","0","874710","0","1106328","-93.5332681","43.419399","POINT (43.419399 -93.5332681)"
"57G539","CEDAR RAPIDS","2021","57944","2","-1395","280262","0","0","0","0","0","0","278867","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"61G583","WINTERSET","2021","61025","3","0","8049","0","0","0","0","0","0","8049","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"57G547","MARION","2021","57046","24","755504","2931004","3252","0","0","844460","2214135","0","631165","-91.5976773","42.0341658","POINT (42.0341658 -91.5976773)"
"78G733","CRESCENT","2021","78041","2","192246","0","0","0","0","0","0","0","192246","-95.8580668","41.364996","POINT (41.364996 -95.8580668)"
"92G882","AINSWORTH","2021","92010","0","15059","0","0","0","0","0","0","0","15059","-91.5523838","41.2889098","POINT (41.2889098 -91.5523838)"
"28G183","EDGEWOOD","2021","28009","5","0","38412","0","0","0","0","0","0","38412","-91.4012515","42.6444313","POINT (42.6444313 -91.4012515)"
"14","CARROLL","2021","14035","1","0","0","151173","0","0","0","0","0","151173","-94.8605593","42.0362382","POINT (42.0362382 -94.8605593)"
"44G419","WINFIELD","2021","44002","6","10752","73565","0","0","0","0","71150","0","13167","-91.4412683","41.123083","POINT (41.123083 -91.4412683)"
"84G798","ALTON","2021","84068","2","0","66734","0","3926","0","0","70660","0","0","-96.0105735","42.9874869","POINT (42.9874869 -96.0105735)"
"78G740","TREYNOR","2021","78903","0","0","0","0","0","0","0","0","0","0","-95.6130609","41.2324965","POINT (41.2324965 -95.6130609)"
"63G601","PLEASANTVILLE","2021","63021","3","0","15","0","0","0","0","0","0","15","-93.2693745","41.3858262","POINT (41.3858262 -93.2693745)"
"77G726","URBANDALE","2021","77047","17","1118342","276312","2049","0","0","298428","239731","0","858544","-93.7121656","41.6266555","POINT (41.6266555 -93.7121656)"
"82G785","RIVERDALE","2021","82055","2","3500","3573","0","0","0","0","0","0","7073","-90.4581879","41.5444778","POINT (41.5444778 -90.4581879)"
"57G539","CEDAR RAPIDS","2021","57935","1","0","0","0","0","0","0","0","0","0","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"39Z002","DIAMONDHEAD LAKE RIZ","2021","39005","2","0","228725","423","0","0","0","246921","0","-17773","0","0","POINT (0 0)"
"94G902","DAYTON","2021","94006","2","14427","0","0","4132","0","0","0","0","18559","-94.0685672","42.2613645","POINT (42.2613645 -94.0685672)"
"78G741","UNDERWOOD","2021","78016","5","0","0","0","0","0","0","0","0","0","-95.676674","41.3869388","POINT (41.3869388 -95.676674)"
"07G047","DUNKERTON","2021","07032","3","57841","71313","0","0","0","0","61636","0","67518","-92.1604569","42.5699858","POINT (42.5699858 -92.1604569)"
"36","FREMONT","2021","36004","4","0","0","0","0","0","0","0","0","0","-95.6046765","40.7455892","POINT (40.7455892 -95.6046765)"
"31G292","FARLEY","2021","31034","19","357799","455064","0","0","175467","222228","269066","0","497036","-91.0062451","42.4427782","POINT (42.4427782 -91.0062451)"
"22G184","ELKADER","2021","22019","6","-65821","312378","0","0","0","89152","111791","0","45614","-91.4054159","42.8538739","POINT (42.8538739 -91.4054159)"
"71G666","SUTHERLAND","2021","71006","4","8966","208139","0","0","0","0","73336","0","143769","-95.4975058","42.9741435","POINT (42.9741435 -95.4975058)"
"42G389","ALDEN","2021","42002","2","579","0","0","0","0","0","0","0","579","-93.3760389","42.5202571","POINT (42.5202571 -93.3760389)"
"46G433","RENWICK","2021","46015","2","25000","25000","0","0","0","25000","0","0","25000","-93.981062","42.8280253","POINT (42.8280253 -93.981062)"
"25G228","ADEL","2021","25011","6","51346","548351","0","0","0","0","499686","0","100011","-94.017453","41.6144325","POINT (41.6144325 -94.017453)"
"08G061","MADRID","2021","08004","4","28136","97454","0","0","0","30688","67989","0","26913","-93.8232813","41.8766526","POINT (41.8766526 -93.8232813)"
"15G128","ATLANTIC","2021","15008","2","18900","6200","0","0","0","0","20532","0","4568","-95.0138776","41.4036007","POINT (41.4036007 -95.0138776)"
"82G771","BLUE GRASS","2021","70011","5","0","150720","0","0","0","0","0","0","150720","-90.7659767","41.5089194","POINT (41.5089194 -90.7659767)"
"48G447","WILLIAMSBURG","2021","48003","13","738742","4033993","2060","0","0","2263","998075","0","3774457","-92.0090673","41.6611187","POINT (41.6611187 -92.0090673)"
"23G205","CLINTON","2021","23018","11","6341","164929","617","0","0","100406","68683","0","2798","-90.1887379","41.8444735","POINT (41.8444735 -90.1887379)"
"18","CHEROKEE","2021","18016","2","0","18346","0","0","0","18346","0","0","0","-95.6238055","42.7356226","POINT (42.7356226 -95.6238055)"
"77G727","WEST DES MOINES","2021","77098","3","-6516","114448","0","0","0","60134","0","0","47798","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"50G469","NEWTON","2021","50010","5","0","94675","26","0","0","0","724","0","93977","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"81G769","WALL LAKE","2021","81001","2","0","6808","0","0","0","0","4221","0","2587","-95.093047","42.2710952","POINT (42.2710952 -95.093047)"
"80G758","MOUNT AYR","2021","80003","3","5632","62073","0","0","0","0","33900","0","33805","-94.235232","40.7147147","POINT (40.7147147 -94.235232)"
"06G041","SHELLSBURG","2021","06008","8","24237","52143","0","0","0","0","50200","0","26180","-91.8693468","42.0944408","POINT (42.0944408 -91.8693468)"
"2","ADAMS","2021","02004","2","148485","172820","785","18722","0","0","340812","0","0","-94.6991849","41.0289839","POINT (41.0289839 -94.6991849)"
"10G077","JESUP","2021","10902","0","0","0","0","0","0","0","0","0","0","-92.0637884","42.475543","POINT (42.475543 -92.0637884)"
"61G583","WINTERSET","2021","61012","9","21308","248761","0","0","0","131318","48535","0","90216","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"34G326","MARBLE ROCK","2021","34006","2","0","220115","0","0","0","44097","176018","0","0","-92.8685276","42.965249","POINT (42.965249 -92.8685276)"
"15G128","ATLANTIC","2021","15013","2","0","37214","0","0","0","37214","0","0","0","-95.0138776","41.4036007","POINT (41.4036007 -95.0138776)"
"8","BOONE","2021","08008","17","71023","1149762","0","0","0","0","306685","0","914100","-93.931671","42.0365493","POINT (42.0365493 -93.931671)"
"97G938","SIOUX CITY","2021","97002","16","457925","3904046","0","0","1118548","250000","2708370","0","2522149","-96.4003069","42.4999942","POINT (42.4999942 -96.4003069)"
"45G422","ELMA","2021","45013","3","0","6191","0","0","0","6191","0","0","0","-92.4360102","43.2466362","POINT (43.2466362 -92.4360102)"
"30G275","OKOBOJI","2021","30007","2","20964","1544","0","0","0","0","0","0","22508","-95.1483293","43.3863521","POINT (43.3863521 -95.1483293)"
"30","DICKINSON","2021","30027","2","371619","0","0","0","0","0","0","0","371619","-95.1508301","43.3779848","POINT (43.3779848 -95.1508301)"
"50G469","NEWTON","2021","50044","3","104699","60068","1121","0","337500","0","334291","0","169097","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"57G539","CEDAR RAPIDS","2021","57069","1","0","0","0","0","0","0","0","0","0","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"77G727","WEST DES MOINES","2021","25042","2","-310025","0","0","0","0","184940","247986","0","-742951","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"74G691","WEST BEND","2021","74005","3","152909","41124","13","0","0","0","20000","0","174046","-94.4410835","42.9569139","POINT (42.9569139 -94.4410835)"
"56G530","FORT MADISON","2021","56027","3","300992","100921","7093","0","0","72866","26280","0","309860","-91.3151506","40.6297632","POINT (40.6297632 -91.3151506)"
"78G732","COUNCIL BLUFFS","2021","78047","1","0","0","0","0","0","0","0","0","0","-95.8608333","41.2619444","POINT (41.2619444 -95.8608333)"
"31G288","DUBUQUE","2021","31054","1","0","0","0","0","0","0","0","0","0","-90.6645718","42.5005583","POINT (42.5005583 -90.6645718)"
"46G429","HUMBOLDT","2021","46008","16","33107","491608","0","0","0","134138","380011","0","10566","-94.2152402","42.7208047","POINT (42.7208047 -94.2152402)"
"94G904","FORT DODGE","2021","94009","7","12697","334484","0","0","0","17055","106270","0","223856","-94.1680158","42.4974694","POINT (42.4974694 -94.1680158)"
"84G799","BOYDEN","2021","84055","0","0","0","0","0","0","0","0","0","0","-96.005853","43.1910907","POINT (43.1910907 -96.005853)"
"76G703","FONDA","2021","76007","3","22867","25259","0","0","0","0","25000","0","23126","-94.8460957","42.5813667","POINT (42.5813667 -94.8460957)"
"41G383","GARNER","2021","41008","0","69750","0","0","0","0","0","2923","0","66827","-93.6018782","43.1024603","POINT (43.1024603 -93.6018782)"
"60G570","GEORGE","2021","60011","3","68565","9303","0","0","0","0","7995","0","69873","-96.0022431","43.3438624","POINT (43.3438624 -96.0022431)"
"58G562","WAPELLO","2021","58002","11","5468","188434","0","0","0","2106","188676","0","3120","-91.1854273","41.1814193","POINT (41.1814193 -91.1854273)"
"12G094","APLINGTON","2021","12003","5","154209","0","0","0","2000","0","15300","0","140909","-92.8843642","42.5841454","POINT (42.5841454 -92.8843642)"
"77G727","WEST DES MOINES","2021","77076","2","0","0","0","0","0","0","0","0","0","-93.711332","41.5772115","POINT (41.5772115 -93.711332)"
"27G250","LAMONI","2021","27001","2","0","47743","0","0","0","47603","0","0","140","-93.9341158","40.622777","POINT (40.622777 -93.9341158)"
"82G773","DAVENPORT","2021","82031","1","113319","0","1601","0","0","0","0","0","114920","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
"34G323","CHARLES CITY","2021","34003","2","3688","0","17","0","0","0","0","0","3705","-92.6724112","43.0663613","POINT (43.0663613 -92.6724112)"
"21G180","SPENCER","2021","21003","27","1396911","1246727","14555","0","0","400562","364484","0","1893147","-95.1444393","43.1413578","POINT (43.1413578 -95.1444393)"
"35","FRANKLIN","2021","35014","3","43674","28928","0","0","0","0","26813","0","45789","-93.262473","42.7325458","POINT (42.7325458 -93.262473)"
"67G637","SOLDIER","2021","67005","2","0","0","0","0","0","0","0","0","0","-95.7794517","41.9852663","POINT (41.9852663 -95.7794517)"
"78G739","OAKLAND","2021","78025","9","0","152748","0","0","0","0","152748","0","0","-95.3966671","41.3091596","POINT (41.3091596 -95.3966671)"
"52G483","IOWA CITY","2021","52020","6","1318799","3506","0","0","0","0","160242","0","1162063","-91.5301683","41.6611277","POINT (41.6611277 -91.5301683)"
"38G361","WELLSBURG","2021","38012","4","4629","31545","0","0","0","0","20404","0","15770","-92.9385328","42.4591475","POINT (42.4591475 -92.9385328)"
"50G469","NEWTON","2021","50043","1","0","0","0","0","0","0","0","0","0","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"84G799","BOYDEN","2021","84056","8","0","245915","0","0","0","0","149164","0","96751","-96.005853","43.1910907","POINT (43.1910907 -96.005853)"
"49G458","SABULA","2021","49900","0","0","0","0","0","0","0","0","0","0","-90.1740169","42.0711347","POINT (42.0711347 -90.1740169)"
"07G054","WATERLOO","2021","07016","8","-285373","2108118","0","0","209088","594620","251493","0","1185720","-92.3429631","42.4927641","POINT (42.4927641 -92.3429631)"
"23G207","DE WITT","2021","23005","16","1453113","2536416","11923","0","6432","230106","2096334","0","1681444","-90.5381917","41.8233618","POINT (41.8233618 -90.5381917)"
"84G808","ORANGE CITY","2021","84059","3","125285","104029","0","2993","0","0","29048","0","203259","-96.0583523","43.0072087","POINT (43.0072087 -96.0583523)"
"31G295","LUXEMBURG","2021","31041","4","98708","21445","0","0","0","0","0","0","120153","-91.0740206","42.6027722","POINT (42.6027722 -91.0740206)"
"19G166","NASHUA","2021","19008","7","125754","137451","606","0","0","17054","0","0","246757","-92.5362956","42.9527536","POINT (42.9527536 -92.5362956)"
"07G049","EVANSDALE","2021","07004","4","14782","163630","339","0","0","0","162200","0","16551","-92.281017","42.4691543","POINT (42.4691543 -92.281017)"
"07G046","CEDAR FALLS","2021","07048","6","0","109080","0","0","0","0","109080","0","0","-92.4454654","42.5277622","POINT (42.5277622 -92.4454654)"
"83G795","SHELBY","2021","83003","4","9986","216698","0","0","0","0","226142","0","542","-95.45028","41.5161017","POINT (41.5161017 -95.45028)"
"49G454","MAQUOKETA","2021","49015","13","0","33445","0","0","0","27718","0","0","5727","-90.6656914","42.0689088","POINT (42.0689088 -90.6656914)"
"85G823","STORY CITY","2021","85018","12","85046","768896","1739","0","0","135144","618850","0","101687","-93.5957713","42.1872062","POINT (42.1872062 -93.5957713)"
"25","DALLAS","2021","25019","7","0","0","0","0","0","0","0","0","0","-94.0397374","41.6848862","POINT (41.6848862 -94.0397374)"
"25G239","VAN METER","2021","25004","16","841838","117511","0","0","0","118513","52988","0","787848","-93.9541171","41.5319334","POINT (41.5319334 -93.9541171)"
"06G032","ATKINS","2021","06001","20","5679","388010","0","0","0","0","374286","0","19403","-91.8621262","41.9969436","POINT (41.9969436 -91.8621262)"
"50G469","NEWTON","2021","50017","6","49215","39418","360","0","0","0","11250","0","77743","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"82F009","EASTERN IOWA COMMUNITY COLLEGE","2021","82002","3","0","5","0","0","0","0","0","0","5","-90.5776367","41.5236437","POINT (41.5236437 -90.5776367)"
"86G834","TOLEDO","2021","86004","12","0","0","0","0","0","0","0","0","0","-92.5768598","41.9955469","POINT (41.9955469 -92.5768598)"
"32G305","ESTHERVILLE","2021","32001","6","0","310822","0","0","107269","0","418091","0","0","-94.832764","43.4016255","POINT (43.4016255 -94.832764)"
"85G822","SLATER","2021","85030","4","0","8639","0","0","0","0","0","0","8639","-93.6785538","41.8777646","POINT (41.8777646 -93.6785538)"
"44G414","NEW LONDON","2021","44129","0","0","0","0","0","0","0","0","0","0","-91.3995992","40.9269776","POINT (40.9269776 -91.3995992)"
"65G617","GLENWOOD","2021","65006","2","116552","0","42054","0","0","52858","0","0","105748","-95.7425056","41.0469437","POINT (41.0469437 -95.7425056)"
"77G717","DES MOINES","2021","77104","3","17672","26992","30","0","0","23279","0","0","21415","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"61G577","EARLHAM","2021","61005","3","-5188","0","0","0","5188","0","0","0","0","-94.1241223","41.4919332","POINT (41.4919332 -94.1241223)"
"36","FREMONT","2021","36005","1","0","0","0","0","0","0","0","0","0","-95.6046765","40.7455892","POINT (40.7455892 -95.6046765)"
"25G240","WAUKEE","2021","25045","0","0","0","0","0","0","0","665","0","-665","-93.8852266","41.6116552","POINT (41.6116552 -93.8852266)"
"39","GUTHRIE","2021","39019","2","34854","991235","0","0","0","0","879468","0","146621","-94.501055","41.6837548","POINT (41.6837548 -94.501055)"
"14G114","ARCADIA","2021","14038","3","0","44376","0","0","0","0","0","0","44376","-95.0461023","42.0872073","POINT (42.0872073 -95.0461023)"
"30G281","WEST OKOBOJI","2021","30013","7","35624","453463","0","0","0","0","0","0","489087","-95.1624963","43.3532972","POINT (43.3532972 -95.1624963)"
"30G274","MILFORD","2021","30021","1","0","0","0","0","0","0","0","0","0","-95.149996","43.3246863","POINT (43.3246863 -95.149996)"
"39G369","STUART","2021","01007","2","-74171","0","0","0","0","0","55000","0","-129171","-94.3185737","41.5033213","POINT (41.5033213 -94.3185737)"
"34G325","FLOYD","2021","34011","7","2169","354714","402","0","0","0","120591","0","236694","-92.7363031","43.1277502","POINT (43.1277502 -92.7363031)"
"16","CEDAR","2021","16009","2","16748","35000","0","0","0","0","48275","0","3473","-91.1324125","41.7723207","POINT (41.7723207 -91.1324125)"
"97G938","SIOUX CITY","2021","97007","49","4563461","5393423","5644","0","0","811126","5143219","0","4008183","-96.4003069","42.4999942","POINT (42.4999942 -96.4003069)"
"82G771","BLUE GRASS","2021","82036","55","1723296","558463","0","0","0","153703","176000","0","1952056","-90.7659767","41.5089194","POINT (41.5089194 -90.7659767)"
"18G159","QUIMBY","2021","18011","0","0","0","0","0","0","0","0","0","0","-95.6419522","42.6302637","POINT (42.6302637 -95.6419522)"
"40G378","WEBSTER CITY","2021","40032","2","15035","67465","254","2243","0","58020","10000","0","16977","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"57G537","ALBURNETT","2021","57062","6","87633","7","0","0","0","0","36313","0","51327","-91.6185065","42.1483285","POINT (42.1483285 -91.6185065)"
"31G288","DUBUQUE","2021","31050","8","11720","114534","655","0","0","22111","72042","0","32756","-90.6645718","42.5005583","POINT (42.5005583 -90.6645718)"
"42G393","IOWA FALLS","2021","42020","2","0","62461","0","0","0","0","0","0","62461","-93.2513141","42.5224799","POINT (42.5224799 -93.2513141)"
"11G091","STORM LAKE","2021","11009","2","24290","11837","0","810","0","10320","0","0","26617","-95.2097179","42.6410915","POINT (42.6410915 -95.2097179)"
"82G770","BETTENDORF","2021","82047","3","820","59368","0","0","0","30702","0","0","29486","-90.51569","41.5244777","POINT (41.5244777 -90.51569)"
"25","DALLAS","2021","25026","1","0","0","0","0","0","0","0","0","0","-94.0397374","41.6848862","POINT (41.6848862 -94.0397374)"
"51G476","FAIRFIELD","2021","51012","3","43429","62839","0","0","0","0","17062","0","89206","-91.9626727","41.0086312","POINT (41.0086312 -91.9626727)"
"94","WEBSTER","2021","94007","28","165736","1785261","8363","85378","0","538232","410663","0","1095843","-94.1817881","42.4279662","POINT (42.4279662 -94.1817881)"
"55","KOSSUTH","2021","55007","4","343","90902","0","0","0","45451","45450","0","344","-94.2067199","43.20413","POINT (43.20413 -94.2067199)"
"78G741","UNDERWOOD","2021","78051","2","195784","65158","0","0","0","54591","0","0","206351","-95.676674","41.3869388","POINT (41.3869388 -95.676674)"
"73G677","ESSEX","2021","73005","3","61701","27413","0","0","0","0","0","0","89114","-95.3083218","40.8336066","POINT (40.8336066 -95.3083218)"
"48G442","MARENGO","2021","48002","12","102351","204950","0","0","0","0","196506","0","110795","-92.0707365","41.7980593","POINT (41.7980593 -92.0707365)"
"84G809","ROCK VALLEY","2021","84043","1","0","0","0","0","0","101744","0","0","-101744","-96.2950263","43.2052595","POINT (43.2052595 -96.2950263)"
"70G653","MUSCATINE","2021","70014","1","8384","0","18","0","0","3512","0","0","4890","-91.0432051","41.424473","POINT (41.424473 -91.0432051)"
"57G539","CEDAR RAPIDS","2021","57954","0","-337","0","0","0","0","0","0","0","-337","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"25G241","WOODWARD","2020","25030","6","11239","59908","0","0","0","0","54800","0","16347","41.8522961","-93.9208014","POINT (-93.9208014 41.8522961)"
"97","WOODBURY COUNTY","2019","97026","4","246769","356561","0","0","0","0","441650","0","161680","42.3897169","-96.0447673","POINT (-96.0447673 42.3897169)"
"99","WRIGHT COUNTY","2020","99028","2","15266","448641","0","0","0","0","286536","0","177371","42.7331189","-93.7351465","POINT (-93.7351465 42.7331189)"
"98","WORTH COUNTY","2019","98013","3","10089","126733","0","4582","0","107966","0","0","33438","43.3773984","-93.2608476","POINT (-93.2608476 43.3773984)"
"99","WRIGHT COUNTY","2019","99026","3","207796","332124","0","8058","0","0","310606","0","237372","42.7331189","-93.7351465","POINT (-93.7351465 42.7331189)"
"98","WORTH COUNTY","2019","98014","1","837","2588","20","519","0","0","0","0","3964","43.3773984","-93.2608476","POINT (-93.2608476 43.3773984)"
"98","WORTH COUNTY","2019","98012","11","3693466","2927085","57661","272604","0","0","2366102","1400","4583314","43.3773984","-93.2608476","POINT (-93.2608476 43.3773984)"
"97","WOODBURY COUNTY","2020","97026","5","161680","615608","309","0","0","0","602291","0","175306","42.3897169","-96.0447673","POINT (-96.0447673 42.3897169)"
"99","WRIGHT COUNTY","2020","99031","0","0","0","0","0","175500","0","175485","0","15","42.7331189","-93.7351465","POINT (-93.7351465 42.7331189)"
"98","WORTH COUNTY","2020","98012","11","4583314","2932634","64345","263692","61328","0","2982427","0","4922886","43.3773984","-93.2608476","POINT (-93.2608476 43.3773984)"
"31G301","WORTHINGTON","2020","31031","4","2569","48208","0","0","0","0","55183","0","-4406","42.398071","-91.1207613","POINT (-91.1207613 42.398071)"
"99","WRIGHT COUNTY","2020","99026","3","237372","362313","0","50017","0","0","502675","0","147027","42.7331189","-93.7351465","POINT (-93.7351465 42.7331189)"
"97","WOODBURY COUNTY","2020","97027","1","0","69292","0","0","0","69292","0","0","0","42.3897169","-96.0447673","POINT (-96.0447673 42.3897169)"
"97","WOODBURY COUNTY","2019","97027","1","-1867","99913","0","0","0","98046","0","0","0","42.3897169","-96.0447673","POINT (-96.0447673 42.3897169)"
"31G301","WORTHINGTON","2019","31031","3","5000","34246","0","0","0","0","0","0","39246","42.398071","-91.1207613","POINT (-91.1207613 42.398071)"
"99","WRIGHT COUNTY","2019","99028","2","0","0","0","0","175000","0","159734","0","15266","42.7331189","-93.7351465","POINT (-93.7351465 42.7331189)"
"25G241","WOODWARD","2019","25030","6","0","0","0","0","40100","0","40100","0","0","41.8522961","-93.9208014","POINT (-93.9208014 41.8522961)"
"98","WORTH COUNTY","2020","98014","1","3964","7736","24","498","0","0","0","0","12222","43.3773984","-93.2608476","POINT (-93.2608476 43.3773984)"
"98","WORTH COUNTY","2020","98013","3","33438","137831","0","0","0","96482","74345","0","442","43.3773984","-93.2608476","POINT (-93.2608476 43.3773984)"
"77G712","ALLEMAN","2021","77028","2","37","0","0","0","32123","0","32160","0","0","-93.611607","41.8199875","POINT (41.8199875 -93.611607)"
"77G717","DES MOINES","2021","77084","7","413857","4785881","0","0","0","0","2592502","0","2607236","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"14G117","COON RAPIDS","2021","14008","2","141022","151252","13","0","0","0","142688","0","149599","-94.6774786","41.8708192","POINT (41.8708192 -94.6774786)"
"82G786","WALCOTT","2021","82016","16","28999","11277","40","0","0","34762","0","0","5554","-90.7720884","41.5847516","POINT (41.5847516 -90.7720884)"
"33G314","HAWKEYE","2021","33015","3","69000","42500","0","0","30000","12500","69000","0","60000","-91.9501687","42.9385894","POINT (42.9385894 -91.9501687)"
"91G870","CARLISLE","2021","91010","7","0","72523","0","0","0","29487","0","0","43036","-93.4910468","41.5008234","POINT (41.5008234 -93.4910468)"
"50G471","PRAIRIE CITY","2021","50007","11","219657","58232","36","0","0","0","47604","0","230321","-93.2352053","41.599434","POINT (41.599434 -93.2352053)"
"47G439","HOLSTEIN","2021","47011","1","5068","0","0","0","0","0","0","0","5068","-95.545003","42.4891531","POINT (42.4891531 -95.545003)"
"69G649","VILLISCA","2021","69006","3","123964","26037","0","0","0","0","0","0","150001","-94.9760929","40.9297115","POINT (40.9297115 -94.9760929)"
"84G805","IRETON","2021","84063","3","0","79727","0","0","0","0","79727","0","0","-96.3183585","42.97471","POINT (42.97471 -96.3183585)"
"77G717","DES MOINES","2021","77094","3","227841","502197","250","0","0","636105","0","0","94183","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"77G717","DES MOINES","2021","77109","1","0","0","0","0","0","0","0","0","0","-93.6091064","41.6005448","POINT (41.6005448 -93.6091064)"
"53G492","ANAMOSA","2021","53011","9","13570","2140378","0","0","0","0","127307","0","2026641","-91.2851594","42.1083371","POINT (42.1083371 -91.2851594)"
"40G378","WEBSTER CITY","2021","40015","6","137702","9668","682","3142","0","9668","0","0","141526","-93.816054","42.4694184","POINT (42.4694184 -93.816054)"
"61G583","WINTERSET","2021","61019","3","-6133","11676","0","0","0","4850","2955","0","-2262","-94.0138393","41.3308237","POINT (41.3308237 -94.0138393)"
"50G469","NEWTON","2021","50037","1","4238","0","30","0","0","0","0","0","4268","-93.0479756","41.6997129","POINT (41.6997129 -93.0479756)"
"85G811","AMES","2021","85024","4","209000","0","8445","978240","0","0","332225","0","863460","-93.6199402","42.0347081","POINT (42.0347081 -93.6199402)"
"64G611","MARSHALLTOWN","2021","64009","3","72592","170957","1277","0","0","79915","164787","0","124","-92.9079774","42.0494323","POINT (42.0494323 -92.9079774)"
"57G539","CEDAR RAPIDS","2021","57948","1","-759","0","0","0","0","0","0","0","-759","-91.6440683","42.0083328","POINT (42.0083328 -91.6440683)"
"95G912","FOREST CITY","2019","95011","1","0","46193","0","0","0","45904","0","0","289","43.2569692","-93.6364115","POINT (-93.6364115 43.2569692)"
"37G349","JEFFERSON","2020","37001","12","558579","605118","0","0","0","253408","156340","0","753949","42.017241","-94.3797781","POINT (-94.3797781 42.017241)"
"15G127","ANITA","2020","15011","1","56699","73391","0","0","0","0","66019","0","64071","41.4437451","-94.7658827","POINT (-94.7658827 41.4437451)"
"61G580","PATTERSON","2019","61013","2","0","14925","0","0","0","0","13060","0","1865","41.3484882","-93.8771716","POINT (-93.8771716 41.3484882)"
"07G054","WATERLOO","2019","7016","7","138101","769848","3076","15499","0","299178","860547","0","-233201","42.4919737","-92.3521758","POINT (-92.3521758 42.4919737)"
"98G946","MANLY","2019","98003","5","76316","161676","0","78","0","0","121305","0","116765","43.2880706","-93.2009752","POINT (-93.2009752 43.2880706)"
"52G489","SWISHER","2019","52018","3","1428","330062","529","2558","0","0","334467","0","110","41.8441956","-91.6938947","POINT (-91.6938947 41.8441956)"
"97G938","SIOUX CITY","2019","97002","8","-1910529","4493414","0","428512","95270","250000","2635675","0","220992","42.4958196","-96.3901359","POINT (-96.3901359 42.4958196)"
"84G804","HULL","2020","84008","4","829942","892824","0","0","0","403000","617432","0","702334","43.1894543","-96.1336554","POINT (-96.1336554 43.1894543)"
"77G722","PLEASANT HILL","2020","77069","12","1973764","3647483","23282","107084","10369","2785","3811550","0","1947647","41.5725717","-93.487681","POINT (-93.487681 41.5725717)"
"74G691","WEST BEND","2019","55002","6","-66293","91999","176","0","0","47901","76000","0","-98019","42.9599409","-94.4456756","POINT (-94.4456756 42.9599409)"
"66G628","RICEVILLE","2020","45016","5","27933","43316","0","0","0","48934","0","0","22315","43.362157","-92.5541081","POINT (-92.5541081 43.362157)"
"33G313","FAYETTE","2019","33007","4","62156","58364","0","0","0","42565","5409","0","72546","42.8415054","-91.8036753","POINT (-91.8036753 42.8415054)"
"08G061","MADRID","2019","8004","3","70107","69108","0","0","0","11675","58034","0","69506","41.8756295","-93.820109","POINT (-93.820109 41.8756295)"
"83G795","SHELBY","2019","78015","4","1549","185418","0","0","0","21819","155162","0","9986","41.5066731","-95.4505587","POINT (-95.4505587 41.5066731)"
"38G354","CONRAD","2019","38002","2","2347","188847","0","0","0","0","173224","0","17970","42.2233803","-92.8741297","POINT (-92.8741297 42.2233803)"
"50G471","PRAIRIE CITY","2019","50007","10","278038","80108","5333","0","0","-15405","29125","0","349759","41.5952729","-93.2391586","POINT (-93.2391586 41.5952729)"
