"itemno","category_name","im_desc","vendor_no","vendor_name","bottle_volume_ml","pack","innerpack","age","proof","listdate","upc","scc","state_bottle_cost","state_case_cost","state_bottle_retail","date"
"100215","Temporary & Specialty Packages","Tequila Rose Liqueur w/2 Shot Glasses","300","McCormick Distilling Co.","750","6","1","0","30","2022-08-01T00:00:00.000","82000783664","10085592155359","12.50","75.00","18.75","2022-09-01T00:00:00.000"
"100220","Cocktails/RTD","Twisted Shotz Traditional Party Pack 3.0","305","Mhw LTD","2250","1","90","0","40","2021-11-01T00:00:00.000","811538019361","10766427003693","57.30","57.30","85.95","2022-09-01T00:00:00.000"
"100216","Temporary & Specialty Packages","Tarantula Azul Holiday w/2 Shot Glasses","300","McCormick Distilling Co.","750","6","1","0","70","2021-10-01T00:00:00.000","811538019361","10085592155458","8.99","53.94","13.49","2022-09-01T00:00:00.000"
"100280","Cocktails/RTD","The Bitter Truth Cocktail Bar Pack","557","Worldwide Libations, LLC","20","12","5","0","78","2020-08-01T00:00:00.000","88004036225","30810255020422","9.50","114.00","14.25","2022-09-01T00:00:00.000"
"100248","Temporary & Specialty Packages","Martell Blue Swift w/ 2 Glasses","370","PERNOD RICARD USA","750","6","1","0","80","2022-01-01T00:00:00.000","80432112250","10085592155359","20.98","125.88","31.47","2022-09-01T00:00:00.000"
"100306","100% Agave Tequila","Patron Extra Anejo","035","BACARDI USA INC","750","6","1","3","80","2019-05-01T00:00:00.000","80432112250","20721733003468","46.99","281.94","70.49","2022-09-01T00:00:00.000"
"100294","Temporary & Specialty Packages","Deep Eddy w/Thermos","259","Heaven Hill Brands","750","6","1","0","80","2020-08-01T00:00:00.000","856065002226","30810255020422","9.00","54.00","13.50","2022-09-01T00:00:00.000"
"100413","Whiskey Liqueur","Fireball Cinnamon Whiskey Party Bucket","421","SAZERAC COMPANY  INC","50","1","120","0","66","2020-04-01T00:00:00.000","811538019361","10088004034785","51.60","51.60","77.40","2022-09-01T00:00:00.000"
"100423","Whiskey Liqueur","Fireball Cinnamon Whiskey 100ml Carrier","421","SAZERAC COMPANY  INC","100","8","6","0","66","2019-09-01T00:00:00.000","856065002226","10088004029217","6.00","48.00","9.00","2022-09-01T00:00:00.000"
"100406","Temporary & Specialty Packages","Crystal Head Vodka Mini w/Red Bows","255","Infinium Spirits","2400","1","48","0","80","2020-09-01T00:00:00.000",,"40627040114153","215.76","215.76","323.64","2022-09-01T00:00:00.000"
"100433","Temporary & Specialty Packages","Suntory Toki w/Highball Glass","065","Jim Beam Brands","750","6","1","0","86","2021-07-01T00:00:00.000","812459014572","10080686957178","20.99","125.94","31.49","2022-09-01T00:00:00.000"
"100440","Temporary & Specialty Packages","Skyy Vodka w/50ml Infusion Watermelon","619","Campari America","1750","6","2","0","80","2020-05-01T00:00:00.000","812459014572","60721059017505","15.00","90.00","22.50","2022-09-01T00:00:00.000"
"100509","Temporary & Specialty Packages","Hypnotiq w/ Rock Glasses","259","Heaven Hill Brands","750","6","1","0","34","2022-08-01T00:00:00.000","482022903246","20096749001068","11.00","66.00","16.50","2022-09-01T00:00:00.000"
"100531","Temporary & Specialty Packages","Crystal Head Vodka Mini Patriotic Package","255","Infinium Spirits","150","18","3","0","80","2020-09-01T00:00:00.000","812459014572","30627040411651","13.49","242.82","20.24","2022-09-01T00:00:00.000"
"100533","Temporary & Specialty Packages","Bacardi Ocho Gift Tube","035","BACARDI USA INC","750","6","1","8","80","2022-08-01T00:00:00.000","812459014572","10080480010635","15.00","90.00","22.50","2022-09-01T00:00:00.000"
"100545","Temporary & Specialty Packages","Grey Goose w/2 Martini Glasses","035","BACARDI USA INC","1750","3","1","0","80","2020-09-01T00:00:00.000","856065002226","10080480985841","35.42","106.26","53.13","2022-09-01T00:00:00.000"
"100572","Scotch Whiskies","Johnnie Walker 200ml Collection Pack","260","DIAGEO AMERICAS","800","6","1","0","80","2018-12-01T00:00:00.000",,"10088076183121","62.50","375.00","93.75","2022-09-01T00:00:00.000"
"100568","Temporary & Specialty Packages","Bourbon Time","065","Jim Beam Brands","375","6","3","0","80","2021-05-01T00:00:00.000","80686000129","10080480010635","22.00","132.00","33.00","2022-09-01T00:00:00.000"
"100577","Temporary & Specialty Packages","Bacardi Reserva Ocho & Diez Pack","035","BACARDI USA INC","1500","3","2","0","80","2019-11-01T00:00:00.000","80686000129","10080480984219","30.72","92.16","46.08","2022-09-01T00:00:00.000"
"100600","Temporary & Specialty Packages","Woodford Reserve w/Mint Julep Cup","085","Brown Forman Corp.","750","6","1","0","90","2021-02-01T00:00:00.000","81128201982","10080480984219","22.49","134.94","33.74","2022-09-01T00:00:00.000"
"100603","Temporary & Specialty Packages","Ezra Brooks Bourbon Cream w/Tumbler","434","LUXCO INC","750","6","1","0","25","2020-10-01T00:00:00.000","856065002226","10088352133536","7.50","45.00","11.25","2022-09-01T00:00:00.000"
"100612","Scotch Whiskies","Johnnie Walker Mini Discovery Pack","260","DIAGEO AMERICAS","50","12","5","0","80","2018-12-01T00:00:00.000","856065002226","10088076183237","21.50","258.00","32.25","2022-09-01T00:00:00.000"
"100605","Temporary & Specialty Packages","Jameson w/Ginger Ale","370","PERNOD RICARD USA","1750","3","1","0","80","2021-10-01T00:00:00.000","856065002226","10080432114206","28.98","86.94","43.47","2022-09-01T00:00:00.000"
"100617","Temporary & Specialty Packages","Midnight Moon Apple Pie 750ml w/100prf 50ml","384","PIEDMONT DISTILLERS INC","750","6","2","0","70","2020-11-01T00:00:00.000","811538019361","10851767001826","11.50","69.00","17.25","2022-09-01T00:00:00.000"
"100618","Temporary & Specialty Packages","Crystal Head Vodka w/4 Skull Glasses","255","Infinium Spirits","750","4","1","0","80","2021-09-01T00:00:00.000","627040411643","20721733003468","27.57","110.28","41.36","2022-09-01T00:00:00.000"
"100619","Temporary & Specialty Packages","Dewars 15YR w/2 Rock Glasses","035","BACARDI USA INC","750","6","1","15","80","2020-10-01T00:00:00.000","811538019361","10080480985957","25.50","153.00","38.25","2022-09-01T00:00:00.000"
"100636","Temporary & Specialty Packages","Jim Beam Mini 12 Seasons","065","Jim Beam Brands","50","6","12","0","80","2021-11-01T00:00:00.000","811538019361","10080686021862","6.50","39.00","9.75","2022-09-01T00:00:00.000"
"100639","Temporary & Specialty Packages","Crown Royal w/NFL Jersey Bag","260","DIAGEO AMERICAS","750","12","1","0","80","2022-09-01T00:00:00.000","87000007253","20721733003468","17.49","209.88","26.24","2022-09-01T00:00:00.000"
"100667","Temporary & Specialty Packages","Zaya Gran Reserva Rum w/Ice Ball Tray","255","Infinium Spirits","750","6","1","16","80","2020-09-01T00:00:00.000","81128201982","90720815950231","13.98","83.88","20.97","2022-09-01T00:00:00.000"
"100686","Cocktails/RTD","Jose Cuervo Authentic Pink Lemonade Margarita","395","PROXIMO","200","6","4","0","20","2019-06-01T00:00:00.000","811538019644","10080686021862","4.64","27.84","6.96","2022-09-01T00:00:00.000"
"100672","Temporary & Specialty Packages","Cedar Ridge American Whiskey Sampler Collection","125","CEDAR RIDGE VINEYARDS LL","200","6","3","0","86","2018-11-01T00:00:00.000",,"10859824001468","0.33","1.98","0.50","2022-09-01T00:00:00.000"
"100700","Temporary & Specialty Packages","Crown Royal w/50ml Vanilla & 50ml Apple","260","DIAGEO AMERICAS","850","6","3","0","80","2022-05-01T00:00:00.000","82000790877","10080686021862","17.49","104.94","26.24","2022-09-01T00:00:00.000"
"100702","Temporary & Specialty Packages","Western Son Original 1.75L w/2-50mls","521","JEM Beverage Company / Western Son","1750","5","1","0","80","2020-09-01T00:00:00.000","850005399247","20721733003468","15.03","75.15","22.55","2022-09-01T00:00:00.000"
"100719","Temporary & Specialty Packages","Jameson Mini","370","PERNOD RICARD USA","50","30","4","0","80","2021-12-01T00:00:00.000","80432114841","10080686021862","2.31","69.30","3.47","2022-09-01T00:00:00.000"
"100737","Temporary & Specialty Packages","Jameson Black Barrel w/2 Glasses","370","PERNOD RICARD USA","750","6","1","0","80","2022-11-01T00:00:00.000","80432107263","90720815950231","13.99","83.94","20.99","2022-09-01T00:00:00.000"
"100740","Temporary & Specialty Packages","Ardbeg 10YR w/2 Outdoor Mugs","420","MOET HENNESSY USA","750","6","1","10","92","2020-05-01T00:00:00.000","850005399247","10081753841833","29.99","179.94","44.99","2022-09-01T00:00:00.000"
"100744","Tennessee Whiskies","Jack Daniels Tennessee Honey w/2 Rocks Glasses","085","Brown Forman Corp.","750","6","1","0","70","2021-07-01T00:00:00.000","850005399247","10082184102296","15.57","93.42","23.36","2022-09-01T00:00:00.000"
"100759","Temporary & Specialty Packages","Jim Beam Holiday 4 Pack Minis","065","Jim Beam Brands","200","1","48","0","80","2021-10-01T00:00:00.000","80686027010","90720815950231","24.00","24.00","36.00","2022-09-01T00:00:00.000"
"100771","Temporary & Specialty Packages","Platinum 7x Vodka Candy Cane","421","SAZERAC COMPANY  INC","50","1","60","0","80","2021-11-01T00:00:00.000","80432114841","10088004034907","25.80","25.80","38.70","2022-09-01T00:00:00.000"
"100776","Temporary & Specialty Packages","Patron Silver w/2 Mule Mugs","035","BACARDI USA INC","1750","3","1","0","80","2020-06-01T00:00:00.000",,"20721733004885","58.00","174.00","87.00","2022-09-01T00:00:00.000"
"100792","Temporary & Specialty Packages","Dalmore Port Wood Reserve w/Glasses","205","E & J Gallo Winery","750","6","1","0","93","2022-10-01T00:00:00.000","850005399247","10087647113895","50.00","300.00","75.00","2022-09-01T00:00:00.000"
"100793","Temporary & Specialty Packages","WhistlePig 18YR Double Malt","214","GoAmericaGo Beverages LLC / WhistlePig","750","3","1","18","92","2021-06-01T00:00:00.000","850001901154","10088004040724","200.00","600.00","300.00","2022-09-01T00:00:00.000"
"100795","Temporary & Specialty Packages","Johnnie Walker Black w/2-50mls","260","DIAGEO AMERICAS","750","6","1","0","80","2022-09-01T00:00:00.000","80432116227","10088076185941","21.99","131.94","32.99","2022-09-01T00:00:00.000"
"100807","Temporary & Specialty Packages","Templeton Rye 4YR w/4 Whiskey Stones","255","Infinium Spirits","750","6","1","4","80","2020-09-01T00:00:00.000","720815921436","10088004040724","18.09","108.54","27.14","2022-09-01T00:00:00.000"
"100808","Temporary & Specialty Packages","Barenjager Honey w/Collins Cocktail Glass","338","Marussia Beverages USA, Inc / Niche Import","750","6","1","0","70","2020-10-01T00:00:00.000","80368533006","10088004040724","14.92","89.52","22.38","2022-09-01T00:00:00.000"
"100813","Temporary & Specialty Packages","Frangelico Liqueur w/French Press","619","Campari America","750","6","1","0","80","2020-10-01T00:00:00.000","721059001373","10087647113895","14.50","87.00","21.75","2022-09-01T00:00:00.000"
"100815","Temporary & Specialty Packages","Baileys Mini Multi Pack","260","DIAGEO AMERICAS","50","12","12","0","34","2022-09-01T00:00:00.000","88076185890","20096749001068","6.25","75.00","9.38","2022-09-01T00:00:00.000"
"100843","Temporary & Specialty Packages","Glenlivet 12YR w/14YR 50ml","370","PERNOD RICARD USA","800","12","2","12","80","2020-03-01T00:00:00.000","80432400630","10087647113895","24.98","299.76","37.47","2022-09-01T00:00:00.000"
"100844","Temporary & Specialty Packages","Pendleton Canadian Whiskey w/Belt Buckle","395","PROXIMO","1750","6","1","3","80","2022-09-01T00:00:00.000","811538019361","10087647113895","26.50","159.00","39.75","2022-09-01T00:00:00.000"
"100847","Whiskey Liqueur","Fireball Cinnamon Whiskey Candy Canes","421","SAZERAC COMPANY  INC","50","1","120","0","66","2022-09-01T00:00:00.000",,"10088004035898","51.60","51.60","77.40","2022-09-01T00:00:00.000"
"100854","Temporary & Specialty Packages","Ardbeg 19YR Gift Box 2021 Edition","420","MOET HENNESSY USA","750","6","1","19","92","2021-09-01T00:00:00.000","81753835071","90720815950231","149.99","899.94","224.99","2022-09-01T00:00:00.000"
"100855","Temporary & Specialty Packages","Makers Mark Generations Tri-Pack","065","Jim Beam Brands","375","3","3","0","110","2021-10-01T00:00:00.000","81753835071","10085246501853","42.50","127.50","63.75","2022-09-01T00:00:00.000"
"100861","American Cordials & Liqueur","99 Party Bucket Minis","421","SAZERAC COMPANY  INC","50","1","120","0","99","2021-09-01T00:00:00.000","80432116227","10088004034228","51.60","51.60","77.40","2022-09-01T00:00:00.000"
"100856","Temporary & Specialty Packages","Old Forester Old Fashion w/2oz Syrup","085","Brown Forman Corp.","750","12","1","0","100","2020-08-01T00:00:00.000","81128001063","10088004034907","11.80","141.60","17.70","2022-09-01T00:00:00.000"
"100862","Temporary & Specialty Packages","99 Brand Candy Canes","421","SAZERAC COMPANY  INC","50","1","120","0","99","2022-09-01T00:00:00.000","81753835071","10088004035874","51.60","51.60","77.40","2022-09-01T00:00:00.000"
"100865","Temporary & Specialty Packages","Crown Royal Regal Apple w/ 2 Glasses VAP","260","DIAGEO AMERICAS","750","6","1","0","70","2022-09-01T00:00:00.000","82000792208","20096749001068","17.49","104.94","26.24","2022-09-01T00:00:00.000"
"100891","Temporary & Specialty Packages","Diplomatico Reserva Exclusiva w/ 2 Rocks Glasses","205","E & J Gallo Winery","750","6","1","0","80","2021-10-01T00:00:00.000","759400362941","10088004034228","22.50","135.00","33.75","2022-09-01T00:00:00.000"
"100892","Temporary & Specialty Packages","Diplomatico Reserva Exclusiva w/Glasses","205","E & J Gallo Winery","750","6","1","0","80","2020-11-01T00:00:00.000","81128001063","17594003626355","20.00","120.00","30.00","2022-09-01T00:00:00.000"
"100901","Temporary & Specialty Packages","Old Elk Blended Bourbon VAP","536","Old Elk Distilleries LLC","750","6","1","5","88","2021-11-01T00:00:00.000","852045007359","10088004035874","25.00","150.00","37.50","2022-09-01T00:00:00.000"
"100939","Cocktails/RTD","On the Rocks Combo Pack 200ml","065","Jim Beam Brands","200","6","4","0","40","2022-04-01T00:00:00.000","852045007359","10855880008304","13.00","78.00","19.50","2022-09-01T00:00:00.000"
"100938","Whiskey Liqueur","Fireball Valentine Pack","421","SAZERAC COMPANY  INC","50","1","120","0","66","2022-09-01T00:00:00.000","81128001063","10088004036956","51.60","51.60","77.40","2022-09-01T00:00:00.000"
"100941","Temporary & Specialty Packages","Hennessy XO 2020 EOY Ice Experience VAP","420","MOET HENNESSY USA","750","6","1","0","80","2021-05-01T00:00:00.000","759400362941","10081753841154","99.99","599.94","149.99","2022-09-01T00:00:00.000"
"100944","Temporary & Specialty Packages","Crown Royal w/2 Shot Glasses","260","DIAGEO AMERICAS","750","6","1","0","80","2022-06-01T00:00:00.000","852045007359","10082000792601","17.49","104.94","26.24","2022-09-01T00:00:00.000"
"100954","Temporary & Specialty Packages","Jim Beam White with Highball Glass","065","Jim Beam Brands","750","6","1","4","80","2022-05-01T00:00:00.000","80686027614","10081753841154","11.00","66.00","16.50","2022-09-01T00:00:00.000"
"100973","Temporary & Specialty Packages","Johnnie Walker Blue w/Gold Pen","260","DIAGEO AMERICAS","750","6","1","0","80","2020-10-01T00:00:00.000","88076184688","10088004040724","130.00","780.00","195.00","2022-09-01T00:00:00.000"
"100976","Temporary & Specialty Packages","Hussongs Combo Pack","300","McCormick Distilling Co.","750","1","8","0","80","2020-07-01T00:00:00.000","88076184688","20085592162354","143.52","143.52","215.28","2022-09-01T00:00:00.000"
"100978","Temporary & Specialty Packages","Bushmills Irish Whiskey 750ml w/Irish Coffee Glass","395","PROXIMO","750","6","1","0","80","2020-09-01T00:00:00.000","818844020739","10081753841154","13.99","83.94","20.99","2022-09-01T00:00:00.000"
"100983","Temporary & Specialty Packages","1800 Silver 750ml w/1800 Coconut 200ml","395","PROXIMO","750","6","2","0","80","2020-08-01T00:00:00.000","81128001063","11818844020728","15.46","92.76","23.19","2022-09-01T00:00:00.000"
"100994","Temporary & Specialty Packages","Makers Mark w/Shaker","065","Jim Beam Brands","750","6","1","0","90","2021-07-01T00:00:00.000","818844020739","10085246501723","18.00","108.00","27.00","2022-09-01T00:00:00.000"
"101018","Temporary & Specialty Packages","Glenlivet Trial Pack Minis","370","PERNOD RICARD USA","50","30","4","0","80","2021-11-01T00:00:00.000","818844020739","10080432116194","6.49","194.70","9.74","2022-09-01T00:00:00.000"
"101021","Temporary & Specialty Packages","Dewars 12YR w/Ginger Ale","035","BACARDI USA INC","750","6","1","12","80","2020-06-01T00:00:00.000","80480985684","20085592162354","25.50","153.00","38.25","2022-09-01T00:00:00.000"
"101024","Temporary & Specialty Packages","Belvedere Pure w/Cutting Board","420","MOET HENNESSY USA","750","6","1","0","80","2021-05-01T00:00:00.000","81753832841","11818844020728","14.99","89.94","22.49","2022-09-01T00:00:00.000"
"101025","Temporary & Specialty Packages","Hennessy VSOP 2020 EOY Manhattan VAP","420","MOET HENNESSY USA","750","6","1","0","80","2021-05-01T00:00:00.000","81753832957","10082000792601","30.99","185.94","46.49","2022-09-01T00:00:00.000"
"101028","Temporary & Specialty Packages","RumHaven w/Tiki Mug","205","E & J Gallo Winery","750","6","1","0","42","2021-08-01T00:00:00.000","818844020739","20085000023345","8.50","51.00","12.75","2022-09-01T00:00:00.000"
"101034","Temporary & Specialty Packages","Absolut Blue W/Aluminum Tumbler","370","PERNOD RICARD USA","750","6","1","0","80","2020-11-01T00:00:00.000","80432116227","20085592162354","8.99","53.94","13.49","2022-09-01T00:00:00.000"
"101037","Temporary & Specialty Packages","Romana Sambuca Italian Liquore Holiday Minis","421","SAZERAC COMPANY  INC","50","30","4","0","84","2021-09-01T00:00:00.000","818844020739","10088004050020","2.00","60.00","3.00","2022-09-01T00:00:00.000"
"101043","Temporary & Specialty Packages","Bombay Sapphire Gin w/Tonic","035","BACARDI USA INC","375","6","1","0","94","2020-06-01T00:00:00.000","80480985660","11818844020728","5.09","30.54","7.64","2022-09-01T00:00:00.000"
"101046","Whiskey Liqueur","Fireball Cinnamon Whiskey Party Cooler","421","SAZERAC COMPANY  INC","50","6","20","0","66","2020-10-01T00:00:00.000","88004039042","11818844020728","8.60","51.60","12.90","2022-09-01T00:00:00.000"
"101047","Whiskey Liqueur","Fireball Cinnamon Whiskey Party Cooler","421","SAZERAC COMPANY  INC","100","4","12","0","66","2020-10-01T00:00:00.000","88004039035","10080480985766","12.00","48.00","18.00","2022-09-01T00:00:00.000"
"101044","Temporary & Specialty Packages","Cazadores Reposado w/Margarita Mix","035","BACARDI USA INC","750","6","1","0","80","2021-06-01T00:00:00.000","81753832957","10080480985766","14.00","84.00","21.00","2022-09-01T00:00:00.000"
"101049","Temporary & Specialty Packages","FLAVORED RUMS MULTI PACK","035","BACARDI USA INC","50","4","30","0","70","2020-06-01T00:00:00.000","818844020739","10080480008410","24.90","99.60","37.35","2022-09-01T00:00:00.000"
"101066","Temporary & Specialty Packages","Makers Mark 46 w/Bottle Stopper","065","Jim Beam Brands","750","6","1","0","94","2020-11-01T00:00:00.000","85246501481","10080480008410","21.00","126.00","31.50","2022-09-01T00:00:00.000"
"101073","Temporary & Specialty Packages","Glenmorangie Original Giraffe Tin VAP","420","MOET HENNESSY USA","750","6","1","10","86","2021-05-01T00:00:00.000","85246501481","10081753841895","19.99","119.94","29.99","2022-09-01T00:00:00.000"
"101084","Tennessee Whiskies","Jack Daniels Holiday Calendar Pack","085","Brown Forman Corp.","50","3","20","0","77","2020-08-01T00:00:00.000","85246501481","10082184105020","30.00","90.00","45.00","2022-09-01T00:00:00.000"
"101086","Temporary & Specialty Packages","Elijah Craig w/Old Fashioned Cocktail Syrup","259","Heaven Hill Brands","750","6","1","0","94","2021-09-01T00:00:00.000","96749002788","10088004040779","16.00","96.00","24.00","2022-09-01T00:00:00.000"
"101088","Temporary & Specialty Packages","Dewars 200ml Variety Pack","035","BACARDI USA INC","200","6","3","12","80","2020-11-01T00:00:00.000","80480008444","10082184105020","12.50","75.00","18.75","2022-09-01T00:00:00.000"
"101100","Temporary & Specialty Packages","Avion Silver w/ 2 Skull Glasses","370","PERNOD RICARD USA","750","6","1","0","80","2021-11-01T00:00:00.000","80432115534","10082184105020","22.48","134.88","33.72","2022-09-01T00:00:00.000"
"101103","Temporary & Specialty Packages","Ketel One w/2 Bloody Mary Glasses","260","DIAGEO AMERICAS","750","6","1","0","80","2020-11-01T00:00:00.000","88004039042","10085156375131","11.33","67.98","17.00","2022-09-01T00:00:00.000"
"101104","Temporary & Specialty Packages","Bulleit Bourbon w/2 Ceramic Mugs","260","DIAGEO AMERICAS","750","6","1","0","90","2021-10-01T00:00:00.000","88004039042","10082000793882","16.50","99.00","24.75","2022-09-01T00:00:00.000"
"101106","Temporary & Specialty Packages","Bird Dog Black Cherry VAP","492","WESTERN SPIRITS BEVERAGE","750","6","1","0","80","2020-10-01T00:00:00.000","812459014572","10082000793882","10.00","60.00","15.00","2022-09-01T00:00:00.000"
"101121","Temporary & Specialty Packages","Bird Dog Blackberry VAP","492","WESTERN SPIRITS BEVERAGE","750","6","3","0","80","2020-10-01T00:00:00.000","80432116227","30812459014429","10.00","60.00","15.00","2022-09-01T00:00:00.000"
"101123","Temporary & Specialty Packages","Bird Dog Peach VAP","492","WESTERN SPIRITS BEVERAGE","750","6","3","0","80","2020-10-01T00:00:00.000","812459014435","10080480985766","10.00","60.00","15.00","2022-09-01T00:00:00.000"
"101126","Temporary & Specialty Packages","Jim Beam Flavors 50ml Variety Pack","065","Jim Beam Brands","50","12","10","0","65","2021-07-01T00:00:00.000","80686021742","10080480985766","5.00","60.00","7.50","2022-09-01T00:00:00.000"
"101139","Temporary & Specialty Packages","Midnight Moon Peppermint w/ Shot Glass","384","PIEDMONT DISTILLERS INC","750","6","1","0","80","2021-10-01T00:00:00.000","96749002788","10850015676038","11.50","69.00","17.25","2022-09-01T00:00:00.000"
"101140","Temporary & Specialty Packages","Ardbeg Blaaack General Release","420","MOET HENNESSY USA","750","6","1","0","92","2020-06-01T00:00:00.000","81753832834","10721059003213","59.99","359.94","89.99","2022-09-01T00:00:00.000"
"101141","Temporary & Specialty Packages","Jagermeister Sustainable Mug VAP","192","Mast-Jagermeister US, Inc","750","6","1","0","70","2020-09-01T00:00:00.000","83089000161","10850015676038","13.00","78.00","19.50","2022-09-01T00:00:00.000"
"101142","Temporary & Specialty Packages","Larceny  VAP w/Glass and Flask","259","Heaven Hill Brands","750","6","1","0","92","2021-09-01T00:00:00.000","96749002856","10082184105020","14.00","84.00","21.00","2022-09-01T00:00:00.000"
"101151","Whiskey Liqueur","Fireball Cinnamon Whiskey Adult Trick Or Treat Bag Mini","421","SAZERAC COMPANY  INC","50","1","120","0","66","2022-09-01T00:00:00.000","80686021742","10088004040724","51.60","51.60","77.40","2022-09-01T00:00:00.000"
"101155","Temporary & Specialty Packages","Ezra Brooks w/Glass & Ice Ball Mold","434","LUXCO INC","750","4","1","0","90","2020-10-01T00:00:00.000","88352135632","10082184105020","7.50","30.00","11.25","2022-09-01T00:00:00.000"
"101162","Temporary & Specialty Packages","Aviation American Gin VAP w/ Collins Glasses","260","DIAGEO AMERICAS","750","6","1","0","84","2021-12-01T00:00:00.000","81753832834","10857050005311","14.17","85.02","21.26","2022-09-01T00:00:00.000"
"101163","Temporary & Specialty Packages","RumChata w/ 100ml Lemon & Peppermint Bark","205","E & J Gallo Winery","950","6","3","0","28","2021-10-01T00:00:00.000","890355001568","10857050005311","14.00","84.00","21.00","2022-09-01T00:00:00.000"
"101168","Temporary & Specialty Packages","Caravella Limoncello W/ Pitcher","421","SAZERAC COMPANY  INC","750","6","1","0","56","2021-09-01T00:00:00.000","88004042158","10088004040724","11.25","67.50","16.88","2022-09-01T00:00:00.000"
"101172","Temporary & Specialty Packages","Bird Dog Kentucky Straight VAP w/ 2 Minis","492","WESTERN SPIRITS BEVERAGE","850","6","1","0","84","2021-11-01T00:00:00.000","890355001568","10812459014708","11.50","69.00","17.25","2022-09-01T00:00:00.000"
"101180","American Schnapps","99 Fruits Mini","421","SAZERAC COMPANY  INC","50","12","10","0","99","2020-07-01T00:00:00.000","88004040529","10088004040724","4.30","51.60","6.45","2022-09-01T00:00:00.000"
"101174","Temporary & Specialty Packages","Bulleit Bourbon Outdoor Kit w/Yeti","260","DIAGEO AMERICAS","1125","6","2","0","90","2020-11-01T00:00:00.000","88352135632","10082000794483","32.49","194.94","48.74","2022-09-01T00:00:00.000"
"101181","Temporary & Specialty Packages","Crown Royal Multibrand Advent Calendar","260","DIAGEO AMERICAS","50","6","12","0","80","2020-10-01T00:00:00.000","82000794479","10812459014708","22.49","134.94","33.74","2022-09-01T00:00:00.000"
"101182","Temporary & Specialty Packages","Johnnie Walker 12 days of Discovery","260","DIAGEO AMERICAS","50","6","12","0","80","2020-11-01T00:00:00.000","82184205495","10088076185217","49.99","299.94","74.99","2022-09-01T00:00:00.000"
"101183","Temporary & Specialty Packages","Disaronno Velvet Cream Liqueur w/Glass","130","DISARONNO INTERNATIONAL","750","6","1","0","34","2022-09-01T00:00:00.000","82000794479","10050037097013","16.53","99.18","24.80","2022-09-01T00:00:00.000"
"101187","Temporary & Specialty Packages","Hennessy VS NBA 2020 Giftbox","420","MOET HENNESSY USA","750","12","1","0","80","2020-11-01T00:00:00.000","81753833657","10050037097013","20.99","251.88","31.49","2022-09-01T00:00:00.000"
"101188","Temporary & Specialty Packages","Hennessy VSOP NBA 2020 Giftbox","420","MOET HENNESSY USA","750","12","1","0","80","2020-11-01T00:00:00.000","81753833664","10088004040724","30.99","371.88","46.49","2022-09-01T00:00:00.000"
