"fiscal_year","program","vendor","vendor_id","payment_id","payment_date","amount"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ACKLEY CITY OF","00002127328","GAX-625-625JJ312440202100440-1-0","2021-11-08T00:00:00.000","26496.45"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ACKLEY CITY OF","00002127328","GAX-625-625JJ295440202100440-1-0","2021-10-22T00:00:00.000","16819.34"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ACKLEY CITY OF","00002127328","GAX-625-625JJ267440202100440-1-0","2021-09-24T00:00:00.000","16819.34"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ACKLEY CITY OF","00002127328","GAX-625-625JJ236440202100440-1-0","2021-08-24T00:00:00.000","15850.69"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CITY OF","00002127331","GAX-625-625JJ312002202100002-1-0","2021-11-08T00:00:00.000","17594.98"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CITY OF","00002127331","GAX-625-625JJ295002202100002-1-0","2021-10-22T00:00:00.000","13064.72"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CITY OF","00002127331","GAX-625-625JJ267002202100002-1-0","2021-09-24T00:00:00.000","13064.72"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CITY OF","00002127331","GAX-625-625JJ236002202100002-1-0","2021-08-24T00:00:00.000","12435.28"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CO TREASURER","00002129081","GAX-625-625JJ312007202100007-1-0","2021-11-08T00:00:00.000","94159.72"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CO TREASURER","00002129081","GAX-625-625JJ295007202100007-1-0","2021-10-22T00:00:00.000","63133.68"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CO TREASURER","00002129081","GAX-625-625JJ267007202100007-1-0","2021-09-24T00:00:00.000","63133.69"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAIR CO TREASURER","00002129081","GAX-625-625JJ236007202100007-1-0","2021-08-24T00:00:00.000","66547.79"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAMS COUNTY","00002128078","GAX-625-625JJ312012202100012-1-0","2021-11-08T00:00:00.000","57636.89"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAMS COUNTY","00002128078","GAX-625-625JJ295012202100012-1-0","2021-10-22T00:00:00.000","24952.97"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAMS COUNTY","00002128078","GAX-625-625JJ267012202100012-1-0","2021-09-24T00:00:00.000","24952.97"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADAMS COUNTY","00002128078","GAX-625-625JJ236012202100012-1-0","2021-08-24T00:00:00.000","24814.96"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADEL CITY OF","00002127354","GAX-625-625JJ312256202100256-1-0","2021-11-08T00:00:00.000","249105.23"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADEL CITY OF","00002127354","GAX-625-625JJ295256202100256-1-0","2021-10-22T00:00:00.000","123735.63"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADEL CITY OF","00002127354","GAX-625-625JJ267256202100256-1-0","2021-09-24T00:00:00.000","123735.64"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ADEL CITY OF","00002127354","GAX-625-625JJ236256202100256-1-0","2021-08-24T00:00:00.000","88784.31"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AFTON CITY OF","00002127356","GAX-625-625JJ312943202100943-1-0","2021-11-08T00:00:00.000","13455.72"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AFTON CITY OF","00002127356","GAX-625-625JJ295942202100942-1-0","2021-10-22T00:00:00.000","11451.07"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AFTON CITY OF","00002127356","GAX-625-625JJ267942202100942-1-0","2021-09-24T00:00:00.000","11451.08"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AFTON CITY OF","00002127356","GAX-625-625JJ236942202100942-1-0","2021-08-24T00:00:00.000","10501.23"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AGENCY CITY OF","00002108867","GAX-625-625JJ312961202100961-1-0","2021-11-08T00:00:00.000","11422.60"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AGENCY CITY OF","00002108867","GAX-625-625JJ295960202100960-1-0","2021-10-22T00:00:00.000","7551.37"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AGENCY CITY OF","00002108867","GAX-625-625JJ267960202100960-1-0","2021-09-24T00:00:00.000","7551.37"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AGENCY CITY OF","00002108867","GAX-625-625JJ236960202100960-1-0","2021-08-24T00:00:00.000","7794.38"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AINSWORTH CITY OF","00002127358","GAX-625-625JJ312985202100985-1-0","2021-11-08T00:00:00.000","11770.35"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AINSWORTH CITY OF","00002127358","GAX-625-625JJ295984202100984-1-0","2021-10-22T00:00:00.000","5091.61"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AINSWORTH CITY OF","00002127358","GAX-625-625JJ267984202100984-1-0","2021-09-24T00:00:00.000","5091.62"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AINSWORTH CITY OF","00002127358","GAX-625-625JJ236984202100984-1-0","2021-08-24T00:00:00.000","6228.79"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AKRON CITY OF","00002127359","GAX-625-625JJ312776202100776-1-0","2021-11-08T00:00:00.000","36070.73"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AKRON CITY OF","00002127359","GAX-625-625JJ295774202100774-1-0","2021-10-22T00:00:00.000","18268.31"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AKRON CITY OF","00002127359","GAX-625-625JJ267774202100774-1-0","2021-09-24T00:00:00.000","18268.31"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","AKRON CITY OF","00002127359","GAX-625-625JJ236774202100774-1-0","2021-08-24T00:00:00.000","17846.03"
"2022","SAVE-LOCAL OPTION SALES TAX-CITIES & COUNTIES","ALBERT CITY CITY OF","00002127362","GAX-625-625JJ312098202100098-1-0","2021-11-08T00:00:00.000","9969.61"
