"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2010-0001-0J21-1672000-05A","2010","Justice System","Civil Rights Commission","0001 - General Fund","0J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1424772","1601519","1533179"
"2011-0001-0J21-1672000-05A","2011","Justice System","Civil Rights Commission","0001 - General Fund","0J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1533179","1533179","1379861"
"2011-0001-0J21-1672000-05I","2011","Justice System","Civil Rights Commission","0001 - General Fund","0J21 - Civil Rights Commission","1672000","Civil Rights Commission","05I - Chapter 8.31 Reductions","-153318","0","0"
"2012-0001-0J21-1672000-05A","2012","Justice System","Civil Rights Commission","0001 - General Fund","0J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1297069","1379861","1297069"
"2013-0001-J21-1672000-05A","2013","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","648535","648535","1297069"
"2013-0001-J21-1672000-05P","2013","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05P - Previously Enacted Appropriation","648534","648534","0"
"2014-0001-J21-1672000-05A","2014","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1297069","1297069","1297069"
"2014-0001-J21-1672000-05K","2014","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05K - DAS Distribution","0","0","2178"
"2015-0001-J21-1672000-05A","2015","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","518827","518827","1169540"
"2015-0001-J21-1672000-05K","2015","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05K - DAS Distribution","2178","2178","0"
"2015-0001-J21-1672000-05P","2015","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05P - Previously Enacted Appropriation","648535","648535","0"
"2016-0001-J21-1672000-05A","2016","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1169540","1169540","1169540"
"2017-0001-J21-1672000-05A","2017","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1169540","1169540","1169540"
"2017-0001-J21-1672000-05L","2017","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05L - Legislative Reductions",,,"-12478"
"2018-0001-J21-1672000-05A","2018","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1169540","1169540","1157062"
"2019-0001-J21-1672000-05A","2019","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1146631","1157062","1198266"
"2020-0001-J21-1672000-05A","2020","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1198266","1198266","1237756"
"2021-0001-J21-1672000-05A","2021","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1252899","1252899","1252899"
"2021-0001-J21-1672000-05J","2021","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05J - Salary Adjustment","19849",,
"2022-0001-J21-1672000-05A","2022","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1252899","1252899","1318718"
"2023-0001-J21-1672000-05A","2023","Justice System","Civil Rights Commission","0001 - General Fund","J21 - Civil Rights Commission","1672000","Civil Rights Commission","05A - Appropriation","1318718","1318718","1343051"
