"unique_line_id","fiscal_year","county_number","county_name","taxes_levied_on_property","uncollected_delinquent_taxes","credits_to_taxpayers","net_current_property_taxes","delinquent_property_taxes","penalties_and_interest","other_county_taxes","intergovernmental","licenses_and_permits","charges_for_services","use_of_money_and_property","miscellaneous","subtotal_revenue","operating_transfers_in","general_long_term_debt","fixed_asset_sales","total_revenues","beginning_fund_balances","total_resources","geocoded_column"
"2023_BUCHANAN_REVS_SA","2023","10","BUCHANAN","9647480","2750","440000","9204730","6270","41500","1485643","7133347","37430","695936","202081","125750","18932687","0","2725898","0","21658585","9588425","31247010","POINT (-91.8378392 42.4707777)"
"2023_KEOKUK_REVS_SA","2023","54","KEOKUK","6046635","20000","331800","5694835","1450","41000","733265","5357912","52000","518305","376339","125570","12900676","500","2245200","0","15146376","7176485","22322861","POINT (-92.1786426 41.336465)"
"2023_POTTAWATTAMIE_REVS_SA","2023","78","POTTAWATTAMIE","47266412","0","1647000","45619412","3000","147000","8682380","24326996","307300","3030375","246255","2368250","84730968","1745000","10852596","0","97328564","78279482","175608046","POINT (-95.5423935 41.3366123)"
"2023_WOODBURY_REVS_SA","2023","97","WOODBURY","37831351","0","1504648","36326703","18500","283000","7693350","9950547","34650","2475231","271050","647311","57700342","2676430","11273666","0","71650438","34610916","106261354","POINT (-96.0447673 42.3897169)"
"2023_CARROLL_REVS_SA","2023","14","CARROLL","9689311","0","622890","9066421","0","0","1688629","8900240","47200","2546153","168449","532880","22949972","0","3378471","0","26328443","9457803","35786246","POINT (-94.8605593 42.0362382)"
"2023_HARDIN_REVS_SA","2023","42","HARDIN","9390092","0","323900","9066192","0","3000","983638","7554476","36950","519760","176685","52925","18393626","0","2444425","0","20838051","11464408","32302459","POINT (-93.2404025 42.3838803)"
"2023_PALO ALTO_REVS_SA","2023","74","PALO ALTO","7225727","3100","316435","6906192","0","10000","2019104","4552504","19200","674362","169627","241137","14592126","0","2849734","0","17441860","20473315","37915175","POINT (-94.6781371 43.0820643)"
"2023_ALLAMAKEE_REVS_SA","2023","3","ALLAMAKEE","7799714","0","397885","7401829","0","0","1208684","5277156","25839","337810","122577","487333","14861228","3500","2104746","0","16969474","7358756","24328230","POINT (-91.3780923 43.2842838)"
"2023_FAYETTE_REVS_SA","2023","33","FAYETTE","10109414","2550","586024","9520840","2025","36967","1008235","9496099","38625","934911","138986","944605","22121293","0","2692243","0","24813536","13468841","38282377","POINT (-91.8443207 42.8625919)"
"2023_FRANKLIN_REVS_SA","2023","35","FRANKLIN","9985282","750","371173","9613359","0","0","1000934","9909373","22150","466312","145715","142285","21300128","0","3168473","0","24468601","10605615","35074216","POINT (-93.262473 42.7325458)"
"2023_HUMBOLDT_REVS_SA","2023","46","HUMBOLDT","6821402","0","329933","6491469","615","15575","817691","4653376","5000","366430","53340","658160","13061656","0","2065557","1000","15128213","8046489","23174702","POINT (-94.2071868 42.7764686)"
"2023_MILLS_REVS_SA","2023","65","MILLS","10433393","0","256386","10177007","0","26734","1989025","6890524","212400","476070","205125","265865","20242750","0","3209722","0","23452472","10724635","34177107","POINT (-95.62132670000001 41.0334523)"
"2023_CHEROKEE_REVS_SA","2023","18","CHEROKEE","5989991","0","320441","5669550","0","10000","1067669","4630411","60500","422345","109552","238274","12208301","0","2050000","5100","14263401","12071969","26335370","POINT (-95.6238055 42.7356226)"
"2023_CLINTON_REVS_SA","2023","23","CLINTON","21908594","0","0","21908594","5100","136400","2909930","16255971","41550","1155370","312331","257000","42982246","0","2144700","0","45126946","21347731","66474677","POINT (-90.5319724 41.8980358)"
"2023_HOWARD_REVS_SA","2023","45","HOWARD","6239649","0","328846","5910803","250","11848","1927422","5914555","21000","498177","128780","108941","14521776","0","2401019","0","16922795","8347509","25270304","POINT (-92.3171989 43.3567673)"
"2023_LYON_REVS_SA","2023","60","LYON","6967648","0","327600","6640048","0","25740","2198344","6841572","68900","1075445","123366","150050","17123465","0","7554417","0","24677882","8595665","33273547","POINT (-96.2102924 43.380497)"
"2023_DELAWARE_REVS_SA","2023","28","DELAWARE","11587323","3500","572859","11010964","325","30200","1503593","6158483","44250","590750","265631","146435","19750631","0","3135933","0","22886564","17401604","40288168","POINT (-91.3673502 42.471211)"
"2023_OSCEOLA_REVS_SA","2023","72","OSCEOLA","4711424","0","246142","4465282","1650","6000","658760","3487884","32800","345480","99744","38090","9135690","0","1640528","0","10776218","6704668","17480886","POINT (-95.6236852 43.3785704)"
"2023_CALHOUN_REVS_SA","2023","13","CALHOUN","8402722","58700","273100","8070922","500","21120","473832","5550280","10050","1093175","89655","112825","15422359","0","2304419","100","17726878","10393887","28120765","POINT (-94.6404136 42.385184800000005)"
"2023_KOSSUTH_REVS_SA","2023","55","KOSSUTH","9443995","0","482850","8961145","0","22000","1826178","7764128","26150","664850","172452","70020","19506923","33250","2988591","15000","22543764","13944363","36488127","POINT (-94.2067199 43.20413)"
"2023_JASPER_REVS_SA","2023","50","JASPER","16488803","75000","255000","16158803","100","40000","1724680","11104902","160000","1431777","175227","807194","31602683","0","5016231","1500000","38118914","24176559","62295473","POINT (-93.053765 41.6860394)"
"2023_TAYLOR_REVS_SA","2023","87","TAYLOR","4140982","3030","252104","3885848","1600","0","289946","5740498","5600","301220","45260","140360","10410332","0","961395","0","11371727","3986458","15358185","POINT (-94.6964148 40.73743240000001)"
"2023_SCOTT_REVS_SA","2023","82","SCOTT","61347324","18716","2387138","58941470","18716","590000","8708035","31829566","758595","7120085","334455","1056723","109357645","0","27938070","167000","137462715","35493364","172956079","POINT (-90.6232428 41.6370978)"
"2023_POLK_REVS_SA","2023","77","POLK","205511613","842981","7669289","196999343","21500","1315000","8078467","66106945","1241050","17937232","7351872","6606465","305657874","0","120900513","84000","426642387","222686872","649329259","POINT (-93.5735335 41.6855048)"
"2023_BOONE_REVS_SA","2023","8","BOONE","8142020","2300","352936","7786784","3350","67500","1852678","6094890","34350","1141750","161390","1517550","18660242","0","4667512","48000","23375754","9852643","33228397","POINT (-93.931671 42.0365493)"
"2023_HAMILTON_REVS_SA","2023","40","HAMILTON","10521678","0","512652","10009026","0","20730","1078413","7765156","57175","2464908","333598","1863512","23592518","0","3710093","25100","27327711","4978344","32306055","POINT (-93.7068085 42.3837722)"
"2023_WRIGHT_REVS_SA","2023","99","WRIGHT","9360342","0","471038","8889304","0","19050","3618534","5593820","18100","572990","257572","147039","19116409","0","2502097","4000","21622506","8300312","29922818","POINT (-93.7351465 42.7331189)"
"2023_WASHINGTON_REVS_SA","2023","92","WASHINGTON","12904026","0","725236","12178790","1008","53500","2381257","7788418","79750","2179705","194183","1756120","26612731","5155","2927735","250","29545871","13390219","42936090","POINT (-91.7178676 41.335591)"
"2023_MONONA_REVS_SA","2023","67","MONONA","7520756","0","0","7520756","870","10910","524787","8259303","8650","331600","77580","73156","16807612","0","1632155","50000","18489767","6574196","25063963","POINT (-95.9599235 42.0516663)"
"2023_APPANOOSE_REVS_SA","2023","4","APPANOOSE","4559100","0","321148","4237952","0","12000","1274196","4068215","4150","341500","30015","40190","10008218","102530","972759","0","11083507","13390141","24473648","POINT (-92.8686104 40.7431635)"
"2023_SAC_REVS_SA","2023","81","SAC","7989854","5800","444220","7539834","330","11375","729970","8688968","16500","1391948","63067","97100","18539092","0","1991528","11500","20542120","8114617","28656737","POINT (-95.1053946 42.3862604)"
"2023_FREMONT_REVS_SA","2023","36","FREMONT","5906108","200","296440","5609468","1090","24045","748307","11545588","19900","341705","107327","165255","18562685","92248","1419730","70000","20144663","6029901","26174564","POINT (-95.6046765 40.7455892)"
"2023_JACKSON_REVS_SA","2023","49","JACKSON","7992280","0","479565","7512715","145","3075","1345159","7806576","47285","645225","360293","224091","17944564","0","1435169","5025","19384758","15143708","34528466","POINT (-90.5742294 42.1717426)"
"2023_MARSHALL_REVS_SA","2023","64","MARSHALL","14686061","0","820788","13865273","1000","80000","2530357","8863312","54325","911551","233725","2655667","29195210","0","7179000","10600","36384810","21013943","57398753","POINT (-92.9987706 42.0358499)"
"2023_CHICKASAW_REVS_SA","2023","19","CHICKASAW","6694445","21203","325850","6347392","500","10200","915093","5333121","23233","871971","66927","201800","13770237","0","2326061","0","16096298","8944876","25041174","POINT (-92.3176637 43.06004140000001)"
"2023_WINNESHIEK_REVS_SA","2023","96","WINNESHIEK","10761219","180","584749","10176290","180","45350","1606171","10503634","44850","795820","179405","2241128","25592828","0","2846379","15000","28454207","10819376","39273583","POINT (-91.8437074 43.2906746)"
"2023_JEFFERSON_REVS_SA","2023","51","JEFFERSON","7410411","5400","406000","6999011","1080","56400","948608","7485157","24900","1857200","56000","65462","17493818","0","1200000","0","18693818","8068687","26762505","POINT (-91.9488774 41.0317596)"
"2023_MONROE_REVS_SA","2023","68","MONROE","5612726","0","244419","5368307","0","0","615125","4417614","3000","148000","37665","54500","10644211","0","1738657","5000","12387868","7980191","20368059","POINT (-92.8689877 41.0297826)"
"2023_CERRO GORDO_REVS_SA","2023","17","CERRO GORDO","18819106","0","919550","17899556","25000","244000","2930150","11037220","20050","1273400","282380","1038529","34750285","0","10832215","35000","45617500","27074144","72691644","POINT (-93.2608184 43.081557700000005)"
"2023_EMMET_REVS_SA","2023","32","EMMET","5226818","1500","289560","4935758","1500","16070","401517","4275872","22500","357453","39890","270079","10320639","0","1183687","0","11504326","8927264","20431590","POINT (-94.6784803 43.37802250000001)"
"2023_BUTLER_REVS_SA","2023","12","BUTLER","7642593","0","0","7642593","650","20700","2419051","7052926","63100","572939","232636","404440","18409035","0","5335000","0","23744035","14659587","38403622","POINT (-92.7901934 42.7315661)"
"2023_PAGE_REVS_SA","2023","73","PAGE","6443807","0","377600","6066207","1450","31040","799014","4338731","20400","310535","81255","220921","11869553","0","1476088","20000","13365641","9877981","23243622","POINT (-95.1501747 40.7391444)"
"2023_HENRY_REVS_SA","2023","44","HENRY","9956775","0","564345","9392430","1557","53300","1321974","6567059","32050","688800","56280","139300","18252750","625000","1882958","0","20760708","7725063","28485771","POINT (-91.5445241 40.9879383)"
"2023_UNION_REVS_SA","2023","88","UNION","5926696","0","249250","5677446","5650","24350","1104834","3860789","27581","472305","41504","665800","11880259","0","1057264","0","12937523","6134710","19072233","POINT (-94.2423792 41.0277304)"
"2023_HANCOCK_REVS_SA","2023","41","HANCOCK","6086286","0","277000","5809286","615","13000","800983","5524717","24600","421995","293488","183770","13072454","0","2646664","0","15719118","11700050","27419168","POINT (-93.7342723 43.0818861)"
"2023_DECATUR_REVS_SA","2023","27","DECATUR","3836572","0","236300","3600272","0","0","362125","3912025","400","284315","16000","119900","8295037","0","687323","0","8982360","4187677","13170037","POINT (-93.7862815 40.7376827)"
"2023_LEE_REVS_SA","2023","56","LEE","13859547","0","801940","13057607","9550","56010","3419965","11558447","324850","1249730","301772","2336718","32314649","0","2733332","0","35047981","17725705","52773686","POINT (-91.479264 40.6419764)"
"2023_CRAWFORD_REVS_SA","2023","24","CRAWFORD","9944473","9400","415650","9519423","10800","33150","884971","7645511","10750","1156070","254680","185772","19701127","100000","4022500","415250","24238877","11582213","35821090","POINT (-95.3819678 42.0372125)"
"2023_BREMER_REVS_SA","2023","9","BREMER","8693879","0","434173","8259706","365","25500","1526029","6949889","307918","898900","267116","424732","18660155","0","3407949","40000","22108104","18737570","40845674","POINT (-92.31805480000001 42.7745873)"
"2023_POCAHONTAS_REVS_SA","2023","76","POCAHONTAS","6964070","75","278000","6685995","75","11025","358660","5370546","35000","588629","113380","72360","13235670","0","1736605","1000","14973275","15769892","30743167","POINT (-94.67874660000001 42.73413510000001)"
"2023_LUCAS_REVS_SA","2023","59","LUCAS","3626616","0","97000","3529616","11800","26000","646201","4371502","1850","259310","67000","172800","9086079","0","803797","500","9890376","3511697","13402073","POINT (-93.3277207 41.0293738)"
"2023_SHELBY_REVS_SA","2023","83","SHELBY","7486014","0","300000","7186014","100","25000","792585","4420155","24300","318672","236516","408110","13411452","0","4539901","0","17951353","5589437","23540790","POINT (-95.31021130000002 41.6850926)"
"2023_GREENE_REVS_SA","2023","37","GREENE","6767057","0","313325","6453732","0","10000","1801306","4993141","94375","827701","61327","603810","14845392","0","2025342","0","16870734","5643984","22514718","POINT (-94.3968356 42.0362394)"
"2023_DUBUQUE_REVS_SA","2023","31","DUBUQUE","33979117","3660","1589000","32386457","3660","116000","5875779","11686169","126380","2678858","461483","1683586","55018372","0","5420163","0","60438535","54396890","114835425","POINT (-90.8824564 42.468832)"
"2023_JOHNSON_REVS_SA","2023","52","JOHNSON","64656960","0","1907098","62749862","0","344000","1067012","23976946","827550","5165580","1075883","1525930","96732763","20439000","18462818","32000","135666581","64466047","200132628","POINT (-91.5880849 41.6715511)"
"2023_CLARKE_REVS_SA","2023","20","CLARKE","4803162","812","209556","4592794","785","45000","319372","4883318","34100","322220","32017","277500","10507106","0","938190","0","11445296","4652050","16097346","POINT (-93.78515790000002 41.0290323)"
"2023_AUDUBON_REVS_SA","2023","5","AUDUBON","5460734","0","0","5460734","0","0","1010152","3967579","14500","289210","23161","33550","10798886","400000","4612268","20000","15831154","10375660","26206814","POINT (-94.9058222 41.6845893)"
"2023_RINGGOLD_REVS_SA","2023","80","RINGGOLD","3647879","0","152000","3495879","450","15500","413639","4964523","8000","236840","40540","322429","9497800","0","950000","500","10448300","4954622","15402922","POINT (-94.2439719 40.7352023)"
"2023_WINNEBAGO_REVS_SA","2023","95","WINNEBAGO","7066472","0","0","7066472","535","8020","2798169","3750089","18100","1206435","301407","1464854","16614081","0","2400915","0","19014996","13609274","32624270","POINT (-93.7341955 43.37756780000001)"
"2023_IOWA_REVS_SA","2023","48","IOWA","9347606","0","517524","8830082","0","20800","2157767","7087867","36650","2332368","436565","144616","21046715","0","1315000","0","22361715","13490900","35852615","POINT (-92.065524 41.6863229)"
"2023_CEDAR_REVS_SA","2023","16","CEDAR","9673543","0","506411","9167132","400","22200","1245054","6603017","41189","1258596","153712","146403","18637703","0","2849513","58000","21545216","18422993","39968209","POINT (-91.1324125 41.7723207)"
"2023_MONTGOMERY_REVS_SA","2023","69","MONTGOMERY","6629357","0","365280","6264077","0","24700","646136","4939234","13850","325915","67371","74941","12356224","0","1095000","0","13451224","5622696","19073920","POINT (-95.1563758 41.03014)"
"2023_MARION_REVS_SA","2023","63","MARION","14379278","0","759689","13619589","500","53000","1856478","10753128","51150","1635775","75960","204670","28250250","0","3009412","75000","31334662","20878225","52212887","POINT (-93.0994367 41.3344515)"
"2023_WARREN_REVS_SA","2023","91","WARREN","17980949","0","690500","17290449","1160","113176","2867871","13082575","123575","1745290","219050","559192","36002338","0","3385000","5000","39392338","21511678","60904016","POINT (-93.5613594 41.3343735)"
"2023_SIOUX_REVS_SA","2023","84","SIOUX","9521227","0","496190","9025037","550","59800","2360743","8602330","19500","1019985","227399","1368679","22684023","0","5073086","4250","27761359","30885238","58646597","POINT (-96.1778827 43.0826174)"
"2016_JOHNSON_REVS_SA","2016","52","JOHNSON","51265773","0","1296089","49969684","700","329000","874183","19634603","646225","4161787","219234","2629378","78464794","20826561","13930000","210650","113432005","21705515","135137520","POINT (-91.5880849 41.6715511)"
"2019_ADAMS_REVS_SA","2019","2","ADAMS","3650760","0","162822","3487938","0","0","551379","3031967","4638","462345","30275","57570","7626112","1036711","0","0","8662823","3175666","11838489","POINT (-94.6991849 41.02898390000001)"
"2010_MUSCATINE_REVS_SA","2010","70","MUSCATINE","13287293","0","413400","12873893","13500","135500","4970814","9741598","70350","861450","474500","103050","29244655","1352950","0","7000","30604605","5374000","35978605","POINT (-91.1127562 41.4839221)"
"2020_IDA_REVS_SA","2020","47","IDA","2812951","0","142500","2670451","100","15000","1276856","3454130","28150","242825","69060","212225","7968797","1487713","0","0","9456510","20012045","29468555","POINT (-95.5134962 42.3868747)"
"2018_CHEROKEE_REVS_SA","2018","18","CHEROKEE","5887897","0","316200","5571697","0","24350","1044709","4603536","62600","326682","63426","178500","11875500","2000000","0","1000","13876500","9245031","23121531","POINT (-95.6238055 42.7356226)"
"2016_FREMONT_REVS_SA","2016","36","FREMONT","4787633","0","309904","4477729","1400","24045","994383","3645623","26700","283375","76597","68720","9598572","1233191","604648","24000","11460411","8815934","20276345","POINT (-95.6046765 40.7455892)"
"2020_FRANKLIN_REVS_SA","2020","35","FRANKLIN","7189046","1000","362838","6825208","1000","0","3563750","4972391","30250","389066","121180","119475","16022320","3215805","0","55000","19293125","7822787","27115912","POINT (-93.262473 42.7325458)"
"2013_MONTGOMERY_REVS_SA","2013","69","MONTGOMERY","5118669","2100","217818","4898751","1010","15800","586490","3511583","8600","251340","70180","43500","9387254","1115251","0","0","10502505","6079012","16581517","POINT (-95.1563758 41.03014)"
"2011_HAMILTON_REVS_SA","2011","40","HAMILTON","6739481","5000","255336","6479145","3900","30400","1055729","6210679","12475","1047421","98869","1795268","16733886","2398486","0","0","19132372","4358959","23491331","POINT (-93.7068085 42.3837722)"
"2022_ALLAMAKEE_REVS_SA","2022","3","ALLAMAKEE","7927382","0","429282","7498100","0","0","987492","5314932","20314","343835","121737","335909","14622319","2111630","3500","0","16737449","5313725","22051174","POINT (-91.3780923 43.2842838)"
"2021_RINGGOLD_REVS_SA","2021","80","RINGGOLD","3595941","0","161550","3434391","505","25100","338077","4696573","500","535327","62340","634700","9727513","850000","0","0","10577513","4533083","15110596","POINT (-94.2439719 40.7352023)"
"2017_MONROE_REVS_SA","2017","68","MONROE","4851970","0","255342","4596628","445","5500","544428","4646834","2000","160250","47403","23445","10026933","2099640","0","5000","12131573","4098469","16230042","POINT (-92.8689877 41.0297826)"
"2011_ALLAMAKEE_REVS_SA","2011","3","ALLAMAKEE","4957289","0","234452","4722837","325","0","733152","4312889","19075","219000","136461","19500","10163239","1400961","0","5500","11569700","4533401","16103101","POINT (-91.3780923 43.2842838)"
"2014_SIOUX_REVS_SA","2014","84","SIOUX","8391625","0","295640","8095985","700","31000","1918301","6773315","9000","772845","105374","591576","18298096","2895920","0","5000","21199016","9418177","30617193","POINT (-96.1778827 43.0826174)"
"2021_CERRO GORDO_REVS_SA","2021","17","CERRO GORDO","19276786","0","934222","18342564","27500","203500","2833666","10108460","132150","1367670","711118","1107823","34834451","8594587","0","380000","43809038","18334912","62143950","POINT (-93.2608184 43.081557700000005)"
"2013_JEFFERSON_REVS_SA","2013","51","JEFFERSON","5571871","6000","170000","5395871","580","79000","751517","3580590","14689","493378","144430","124015","10584070","1000000","950000","0","12534070","2916635","15450705","POINT (-91.9488774 41.0317596)"
"2022_JASPER_REVS_SA","2022","50","JASPER","16500240","70000","250000","16180240","100","40000","1269225","9591893","205100","1302642","221117","4142401","32952718","6073545","0","0","39026263","18206169","57232432","POINT (-93.053765 41.6860394)"
"2018_KOSSUTH_REVS_SA","2018","55","KOSSUTH","8856655","0","480701","8375954","0","36025","1512210","7351620","14850","609000","157305","72950","18129914","2863123","20957","50000","21063994","9163915","30227909","POINT (-94.2067199 43.20413)"
"2019_CHICKASAW_REVS_SA","2019","19","CHICKASAW","6054980","1217","321525","5732238","112","25000","862558","4615883","7550","625364","79815","170400","12118920","2176300","0","0","14295220","6401146","20696366","POINT (-92.3176637 43.06004140000001)"
"2013_GREENE_REVS_SA","2013","37","GREENE","5119026","0","200500","4918526","0","5000","542900","3660049","55225","346625","28036","263700","9820061","1255000","0","0","11075061","3272802","14347863","POINT (-94.3968356 42.0362394)"
"2016_FRANKLIN_REVS_SA","2016","35","FRANKLIN","6516570","1250","305923","6209397","1250","21025","2366946","5728107","16750","617150","124836","98994","15184455","2000682","0","12000","17197137","6132942","23330079","POINT (-93.262473 42.7325458)"
"2020_HARDIN_REVS_SA","2020","42","HARDIN","8670671","0","454500","8216171","2150","0","1140845","6862467","31200","443450","232030","1504628","18432941","3089465","0","0","21522406","9885886","31408292","POINT (-93.2404025 42.3838803)"
