"id_number","term_at_admission_category","total_max_term","gender","county","race_ethnicity","age"
"494","3-5 Years","4Y","M","ESSEX","HS","30"
"495","11-14 Years","12Y","M","SUSSEX","WH","46"
"496","6-10 Years","6Y 13D","M","PASSAIC","HS","45"
"497","15-20 Years","15Y","M","HUDSON","HS","56"
"498","3-5 Years","3Y","M","CUMBERLAND","BL","41"
"499","3-5 Years","4Y","M","ESSEX","BL","32"
"500","21+ Years","40Y","M","ESSEX","BL","56"
"501","6-10 Years","10Y","M","BERGEN","BL","45"
"502","21+ Years","60Y","M","ESSEX","BL","57"
"503","21+ Years","61Y","M","MIDDLESEX","BL","61"
"504","21+ Years","30Y +","M","HUNTERDON","WH","58"
"505","15-20 Years","20Y","M","SALEM","BL","35"
"506","11-14 Years","11Y","M","BERGEN","BL","50"
"507","3-5 Years","4Y","M","CAMDEN","BL","26"
"508","1-2 Years","2Y 1M 21D","F","CAMDEN","BL","23"
"509","1-2 Years","2Y 5M 4D","M","CAMDEN","BL","25"
"510","1-2 Years","2Y 1M 13D","M","GLOUCESTER","BL","31"
"511","6-10 Years","8Y","M","UNION","BL","29"
"512","3-5 Years","5Y","M","CAMDEN","BL","45"
"514","21+ Years","30Y +","M","OCEAN","WH","46"
"515","6-10 Years","7Y","M","BERGEN","BL","56"
"516","21+ Years","50Y","M","UNION","BL","44"
"517","3-5 Years","4Y 3M 9D","M","BURLINGTON","BL","29"
"518","3-5 Years","5Y","M","MONMOUTH","BL","26"
"519","1-2 Years","1Y 11D","M","CAMDEN","BL","57"
"520","6-10 Years","10Y","M","MONMOUTH","BL","27"
"521","21+ Years","23Y","M","CAMDEN","BL","33"
"522","6-10 Years","6Y","M","CUMBERLAND","BL","28"
"523","1-2 Years","1Y 16D","M","PASSAIC","BL","46"
"524","3-5 Years","4Y","M","BURLINGTON","BL","44"
"525","21+ Years","30Y +","M","CAMDEN","BL","42"
"526","21+ Years","35Y","M","UNION","BL","34"
"527","21+ Years","30Y +","M","MERCER","WH","57"
"528","15-20 Years","15Y","M","PASSAIC","HS","34"
"529","6-10 Years","10Y","M","ESSEX","BL","27"
"530","21+ Years","30Y +","M","CAMDEN","HS","47"
"531","21+ Years","30Y +","M","HUDSON","OA","77"
"532","1-2 Years","1Y 8M 8D","M","MONMOUTH","BL","22"
"533","6-10 Years","10Y","M","ESSEX","WH","64"
"534","3-5 Years","5Y","M","MERCER","BL","25"
"535","3-5 Years","4Y","M","MERCER","WH","44"
"536","6-10 Years","8Y","M","CUMBERLAND","BL","68"
"537","3-5 Years","5Y","M","CUMBERLAND","HS","26"
"538","21+ Years","30Y","M","MIDDLESEX","BL","35"
"539","21+ Years","29Y","M","PASSAIC","BL","70"
"540","6-10 Years","10Y","M","CAMDEN","BL","23"
"541","6-10 Years","10Y","F","WARREN","WH","36"
"542","21+ Years","40Y","M","UNION","BL","52"
"543","11-14 Years","12Y","M","GLOUCESTER","WH","51"
"544","21+ Years","60Y","M","CAMDEN","BL","45"
"545","15-20 Years","18Y","M","ESSEX","BL","29"
"546","6-10 Years","10Y","M","ESSEX","BL","58"
"547","3-5 Years","5Y","M","CAMDEN","BL","28"
"548","15-20 Years","18Y","M","CUMBERLAND","HS","38"
"549","21+ Years","30Y +","M","HUDSON","BL","44"
"550","3-5 Years","5Y","M","CUMBERLAND","BL","27"
"551","6-10 Years","6Y","M","ATLANTIC","BL","38"
"552","3-5 Years","5Y","M","GLOUCESTER","BL","43"
"553","6-10 Years","6Y","M","OCEAN","BL","33"
"554","6-10 Years","6Y","M","BURLINGTON","BL","35"
"555","21+ Years","22Y","M","MERCER","BL","33"
"556","3-5 Years","5Y","M","CAMDEN","BL","54"
"557","21+ Years","30Y","M","ESSEX","BL","49"
"558","3-5 Years","3Y 9M 7D","M","ESSEX","BL","45"
"559","21+ Years","21Y","M","CAMDEN","HS","45"
"560","11-14 Years","12Y","M","MONMOUTH","BL","45"
"562","6-10 Years","6Y","M","CAPE MAY","BL","26"
"563","15-20 Years","18Y","M","BERGEN","HS","33"
"564","6-10 Years","7Y","M","PASSAIC","BL","28"
"565","15-20 Years","20Y","M","MONMOUTH","BL","45"
"566","15-20 Years","18Y","M","BURLINGTON","WH","55"
"567","1-2 Years","1Y 6M","M","CAMDEN","WH","29"
"568","6-10 Years","7Y","M","BURLINGTON","WH","57"
"569","21+ Years","26Y","M","ESSEX","BL","44"
"570","6-10 Years","10Y","F","MIDDLESEX","BL","37"
"571","6-10 Years","10Y","M","CAPE MAY","HS","47"
"572","6-10 Years","6Y","M","MONMOUTH","BL","55"
"573","21+ Years","54Y","M","BURLINGTON","BL","39"
"574","15-20 Years","17Y","M","ESSEX","WH","63"
"576","6-10 Years","10Y","M","HUDSON","WH","43"
"577","3-5 Years","5Y","M","BURLINGTON","WH","43"
"578","3-5 Years","3Y 21D","M","ATLANTIC","BL","41"
"579","21+ Years","22Y","M","BURLINGTON","BL","41"
"580","3-5 Years","5Y","M","MIDDLESEX","HS","42"
"581","21+ Years","25Y","M","ESSEX","BL","42"
"582","3-5 Years","4Y 9M 5D","M","ATLANTIC","WH","51"
"583","21+ Years","30Y +","M","CAMDEN","BL","56"
"584","3-5 Years","4Y","M","WARREN","WH","57"
"585","3-5 Years","4Y 4M 4D","M","MONMOUTH","WH","43"
"586","15-20 Years","16Y","M","CAMDEN","BL","36"
"587","6-10 Years","7Y","M","BERGEN","WH","40"
"588","6-10 Years","10Y","M","UNION","BL","28"
"589","3-5 Years","5Y","M","CAMDEN","BL","45"
"590","6-10 Years","10Y","M","UNION","BL","43"
"591","21+ Years","30Y","M","ATLANTIC","BL","42"
"592","21+ Years","56Y 6M","M","SALEM","BL","34"
"593","3-5 Years","4Y 4M 28D","M","ESSEX","BL","27"
"594","21+ Years","LIFE WOP_UNSPECIFIED","M","MONMOUTH","BL","56"
"595","1-2 Years","2Y 8M 4D","M","ESSEX","BL","46"
"597","3-5 Years","5Y","M","MERCER","HS","37"
"598","6-10 Years","6Y","M","OCEAN","HS","31"
"599","3-5 Years","5Y","M","MIDDLESEX","WH","50"
"600","6-10 Years","7Y","M","BERGEN","HS","33"
"601","3-5 Years","5Y","M","CAMDEN","BL","39"
"602","3-5 Years","3Y","M","BERGEN","WH","36"
"603","6-10 Years","9Y","M","CAPE MAY","WH","25"
"604","1-2 Years","2Y 4M 27D","M","MERCER","BL","33"
"605","1-2 Years","1Y 7M 22D","M","OCEAN","HS","44"
"606","6-10 Years","7Y","M","ESSEX","BL","23"
"607","15-20 Years","15Y","M","OCEAN","WH","57"
"608","6-10 Years","10Y","M","UNION","WH","37"
"609","1-2 Years","2Y 4M 24D","M","UNION","BL","25"
"610","6-10 Years","7Y","M","OCEAN","WH","46"
"611","15-20 Years","15Y","M","WARREN","BL","34"
"612","1-2 Years","2Y 4M 5D","M","HUDSON","WH","35"
"613","21+ Years","50Y","M","MORRIS","HS","42"
"614","3-5 Years","3Y","M","ESSEX","BL","23"
"615","6-10 Years","10Y","M","GLOUCESTER","BL","32"
"616","21+ Years","28Y","M","GLOUCESTER","BL","28"
"617","11-14 Years","13Y","M","BERGEN","HS","52"
"618","3-5 Years","5Y","M","UNION","WH","48"
"620","3-5 Years","4Y","M","BERGEN","BL","58"
"621","21+ Years","60Y","M","UNION","BL","56"
"622","11-14 Years","12Y","M","OCEAN","HS","56"
"623","3-5 Years","5Y","M","ATLANTIC","WH","24"
"624","3-5 Years","5Y","M","CAMDEN","BL","20"
"625","15-20 Years","20Y","M","SOMERSET","BL","44"
"626","3-5 Years","5Y","M","MIDDLESEX","WH","45"
"627","21+ Years","50Y","M","MONMOUTH","BL","69"
"628","6-10 Years","8Y","M","BERGEN","HS","61"
"629","6-10 Years","8Y","M","GLOUCESTER","HS","43"
"630","21+ Years","36Y","M","ATLANTIC","BL","42"
"631","15-20 Years","20Y","M","ATLANTIC","WH","58"
"632","15-20 Years","15Y","M","BERGEN","WH","39"
"633","21+ Years","30Y","M","OCEAN","WH","30"
"634","15-20 Years","15Y","M","OCEAN","BL","28"
"635","6-10 Years","9Y","M","MIDDLESEX","BL","47"
"636","3-5 Years","5Y","M","CAMDEN","WH","45"
"637","6-10 Years","10Y","M","ATLANTIC","BL","45"
"638","3-5 Years","5Y","M","MIDDLESEX","HS","47"
"639","11-14 Years","13Y","M","PASSAIC","BL","33"
"640","15-20 Years","15Y","M","CAPE MAY","HS","36"
"641","3-5 Years","3Y","M","OCEAN","BL","23"
"642","21+ Years","21Y 11M 11D","M","BERGEN","BL","32"
"643","3-5 Years","5Y","M","CAMDEN","WH","46"
"644","6-10 Years","7Y","M","ESSEX","BL","60"
"645","6-10 Years","8Y","M","PASSAIC","HS","43"
"646","21+ Years","65Y","M","ATLANTIC","BL","44"
"647","15-20 Years","17Y","M","ESSEX","HS","27"
"648","6-10 Years","10Y","M","BURLINGTON","BL","42"
"649","21+ Years","30Y +","M","ESSEX","BL","41"
"650","11-14 Years","11Y","M","MONMOUTH","BL","58"
"651","21+ Years","30Y +","M","ESSEX","BL","41"
"652","3-5 Years","5Y","M","BURLINGTON","BL","48"
"653","6-10 Years","8Y","M","PASSAIC","BL","39"
"654","15-20 Years","17Y","M","BURLINGTON","OA","36"
"655","21+ Years","22Y","M","ATLANTIC","BL","32"
"656","6-10 Years","10Y","M","ESSEX","BL","45"
"657","21+ Years","30Y","F","BURLINGTON","BL","29"
"658","21+ Years","30Y +","M","MIDDLESEX","BL","56"
"659","11-14 Years","13Y","M","MIDDLESEX","BL","41"
"660","1-2 Years","1Y 7M 17D","M","ESSEX","BL","31"
"661","3-5 Years","4Y","M","PASSAIC","BL","36"
"662","21+ Years","30Y +","M","ESSEX","BL","34"
"663","11-14 Years","14Y","M","ESSEX","BL","32"
"664","3-5 Years","4Y","M","CAMDEN","BL","35"
"665","21+ Years","55Y","M","ATLANTIC","BL","46"
"667","1-2 Years","1Y 4M 1D","M","PASSAIC","HS","61"
"668","6-10 Years","9Y","M","UNION","BL","35"
"669","15-20 Years","17Y","M","UNION","BL","59"
"670","21+ Years","30Y","M","OCEAN","BL","44"
"671","6-10 Years","7Y","M","ESSEX","BL","42"
"672","6-10 Years","7Y","M","ATLANTIC","BL","56"
"673","3-5 Years","3Y","M","CAMDEN","BL","44"
"674","3-5 Years","5Y","M","ATLANTIC","BL","57"
"675","21+ Years","30Y","M","MIDDLESEX","WH","35"
"676","6-10 Years","10Y","M","CAPE MAY","WH","44"
"677","11-14 Years","12Y","M","ESSEX","BL","30"
"678","3-5 Years","5Y","M","HUNTERDON","HS","29"
"679","6-10 Years","9Y","M","UNION","HS","28"
"680","11-14 Years","12Y","M","BURLINGTON","BL","44"
"681","15-20 Years","20Y","M","UNION","BL","56"
"682","6-10 Years","10Y","M","UNION","WH","78"
"683","6-10 Years","8Y","M","MIDDLESEX","BL","41"
"684","15-20 Years","19Y","M","UNION","BL","30"
"685","3-5 Years","5Y","F","UNION","BL","21"
"686","11-14 Years","13Y","M","MIDDLESEX","BL","32"
"687","15-20 Years","18Y 3M 12D","M","MERCER","BL","41"
"688","21+ Years","30Y +","M","BERGEN","OA","46"
"689","3-5 Years","5Y","F","MONMOUTH","BL","59"
"690","3-5 Years","4Y 8D","M","ATLANTIC","BL","44"
"691","6-10 Years","7Y","M","OCEAN","HS","36"
"693","11-14 Years","14Y","M","ESSEX","BL","33"
"694","11-14 Years","11Y 6M","M","MONMOUTH","BL","29"
"695","6-10 Years","9Y 6M","M","ATLANTIC","BL","42"
"696","1-2 Years","2Y 1M 15D","M","ESSEX","BL","36"
"697","6-10 Years","10Y","M","MIDDLESEX","BL","45"
"698","1-2 Years","2Y 11M 2D","M","CAMDEN","WH","33"
"699","6-10 Years","10Y","M","CUMBERLAND","BL","42"
"700","6-10 Years","6Y","M","CAMDEN","BL","45"
"701","15-20 Years","20Y","M","SOMERSET","OA","45"
"702","1-2 Years","1Y 6M","M","MERCER","BL","33"
"703","15-20 Years","20Y","M","MORRIS","WH","46"
"704","6-10 Years","8Y","M","ESSEX","BL","33"
"705","6-10 Years","10Y","M","PASSAIC","BL","45"
"706","3-5 Years","5Y","M","BERGEN","WH","40"
"707","6-10 Years","10Y","M","OCEAN","WH","46"
"708","6-10 Years","10Y","M","MORRIS","WH","45"
"709","3-5 Years","5Y","M","CUMBERLAND","BL","23"
"710","6-10 Years","10Y","M","PASSAIC","HS","43"
"711","21+ Years","35Y","M","MONMOUTH","BL","49"
"712","21+ Years","30Y +","M","MIDDLESEX","HW","61"
"713","3-5 Years","3Y","M","MORRIS","BL","25"
"714","15-20 Years","15Y","M","ATLANTIC","BL","42"
"715","21+ Years","21Y 6M","M","CAMDEN","BL","56"
"716","21+ Years","25Y 2M 17D","M","MONMOUTH","BL","43"
"717","3-5 Years","4Y 1M 23D","M","MIDDLESEX","WH","67"
"719","6-10 Years","7Y 6M","M","SOMERSET","BL","33"
"720","6-10 Years","8Y","M","ATLANTIC","BL","25"
"722","3-5 Years","5Y","M","MIDDLESEX","BL","23"
"723","6-10 Years","7Y","M","MIDDLESEX","BL","65"
"725","6-10 Years","9Y 13D","M","MIDDLESEX","BL","33"
"726","3-5 Years","3Y","M","SUSSEX","BL","57"
"727","11-14 Years","14Y","M","CAMDEN","WH","51"
"728","3-5 Years","4Y","M","ESSEX","BL","41"
"729","21+ Years","65Y","M","ESSEX","BL","43"
"730","6-10 Years","9Y","M","HUDSON","OA","27"
"731","15-20 Years","15Y","M","CAPE MAY","BL","32"
"732","6-10 Years","10Y","M","ESSEX","BL","30"
"733","3-5 Years","5Y","M","BURLINGTON","BL","27"
"734","3-5 Years","3Y","M","BURLINGTON","BL","35"
"735","21+ Years","30Y +","M","CAPE MAY","BL","66"
"736","6-10 Years","6Y","M","BERGEN","BL","45"
"737","3-5 Years","5Y","M","MONMOUTH","WH","27"
"738","6-10 Years","10Y","M","OCEAN","BL","89"
"739","21+ Years","50Y","M","MIDDLESEX","BL","36"
"740","3-5 Years","5Y","M","CAMDEN","BL","22"
"741","3-5 Years","4Y 13D","M","ESSEX","BL","29"
"742","15-20 Years","20Y","M","CAMDEN","HS","51"
"743","6-10 Years","8Y","M","MONMOUTH","BL","44"
"744","3-5 Years","5Y","M","UNION","WH","44"
"745","11-14 Years","13Y","M","MIDDLESEX","WH","32"
"747","21+ Years","30Y +","M","BERGEN","BL","48"
"748","3-5 Years","5Y","M","SOMERSET","BL","41"
"749","6-10 Years","9Y","M","HUDSON","HS","40"
"750","21+ Years","32Y 11M 13D","M","CUMBERLAND","BL","57"
"751","3-5 Years","3Y","M","BERGEN","BL","44"
"752","3-5 Years","3Y","M","CAMDEN","BL","22"
"753","1-2 Years","1Y 2M","M","HUDSON","BL","48"
"754","21+ Years","22Y","M","CAMDEN","BL","45"
"755","6-10 Years","10Y","M","CAPE MAY","BL","31"
"757","3-5 Years","3Y 7M 29D","M","UNION","BL","56"
"758","21+ Years","30Y +","M","MIDDLESEX","WH","52"
"759","21+ Years","30Y +","M","ESSEX","BL","46"
"760","21+ Years","30Y +","M","ATLANTIC","BL","61"
"761","21+ Years","30Y +","M","PASSAIC","BL","63"
"762","21+ Years","60Y","M","MERCER","BL","46"
"763","21+ Years","45Y","M","ESSEX","BL","47"
"764","21+ Years","30Y +","M","ESSEX","HS","47"
"765","21+ Years","30Y +","M","CAMDEN","BL","57"
"766","21+ Years","30Y +","M","ESSEX","BL","53"
"767","15-20 Years","17Y","M","UNION","BL","45"
"768","15-20 Years","18Y","M","PASSAIC","HS","67"
"769","3-5 Years","3Y","M","BURLINGTON","BL","32"
"770","21+ Years","50Y","M","ESSEX","BL","47"
"771","1-2 Years","2Y 7M 11D","M","CAPE MAY","WH","57"
"772","6-10 Years","7Y","M","MERCER","BL","47"
"773","11-14 Years","12Y","M","BERGEN","WH","59"
"774","6-10 Years","7Y 6M","M","ESSEX","BL","48"
"775","11-14 Years","12Y","M","CAMDEN","HS","60"
"776","15-20 Years","18Y","M","MIDDLESEX","BL","36"
"777","21+ Years","30Y +","M","BERGEN","WH","61"
"778","21+ Years","30Y +","M","HUDSON","HS","47"
"779","21+ Years","30Y +","M","OCEAN","BL","51"
"780","3-5 Years","5Y","M","CAPE MAY","WH","31"
"781","21+ Years","30Y +","M","MIDDLESEX","BL","53"
"782","21+ Years","30Y +","M","OCEAN","BL","49"
"783","15-20 Years","17Y","M","CUMBERLAND","BL","48"
"784","21+ Years","30Y +","M","CAMDEN","BL","54"
"785","15-20 Years","15Y","M","ESSEX","BL","25"
"786","21+ Years","49Y","M","ESSEX","HS","59"
"787","21+ Years","30Y +","M","ESSEX","BL","54"
"788","1-2 Years","1Y 11M 18D","M","CUMBERLAND","BL","42"
"789","21+ Years","30Y +","M","UNION","BL","44"
"790","21+ Years","33Y","M","UNION","BL","47"
"791","6-10 Years","10Y","M","PASSAIC","HS","32"
"792","6-10 Years","10Y","M","ATLANTIC","BL","25"
"793","6-10 Years","8Y","M","ATLANTIC","BL","26"
"794","6-10 Years","10Y","M","UNION","BL","31"
"795","15-20 Years","15Y","M","MERCER","BL","34"
"796","3-5 Years","3Y","M","CAMDEN","BL","27"
"797","21+ Years","50Y","M","HUDSON","BL","43"
"798","15-20 Years","20Y","M","PASSAIC","HS","32"
"799","3-5 Years","5Y","M","HUDSON","HS","44"
"800","21+ Years","LIFE WOP_UNSPECIFIED","M","OTHER","BL","53"
"801","6-10 Years","6Y","M","WARREN","WH","46"
"803","11-14 Years","14Y","M","UNION","HS","43"
"804","6-10 Years","10Y","M","CAMDEN","BL","54"
"805","21+ Years","30Y +","M","GLOUCESTER","BL","68"
"806","3-5 Years","4Y 2M 1D","M","HUDSON","HS","44"
"807","21+ Years","30Y +","M","OTHER","WH","52"
"808","15-20 Years","16Y","M","SALEM","WH","46"
"809","21+ Years","LIFE WOP_UNSPECIFIED","M","OTHER","WH","54"
"810","21+ Years","25Y","M","CAMDEN","BL","46"
"811","1-2 Years","1Y 2M","M","OCEAN","WH","44"
"812","15-20 Years","15Y","M","CAMDEN","HS","41"
"813","21+ Years","LIFE WOP_UNSPECIFIED","M","OTHER","BL","65"
"814","3-5 Years","5Y","F","CAPE MAY","WH","44"
"816","21+ Years","32Y","M","MERCER","BL","45"
"818","6-10 Years","8Y","F","ATLANTIC","WH","37"
"819","1-2 Years","1Y 6M","M","CUMBERLAND","WH","49"
"820","6-10 Years","10Y 2M 12D","M","CAMDEN","BL","63"
"821","3-5 Years","4Y 9M 12D","M","ESSEX","BL","42"
"822","21+ Years","30Y +","M","OTHER","BL","46"
"823","6-10 Years","6Y","M","BERGEN","BL","23"
"824","15-20 Years","15Y","M","ESSEX","BL","40"
"825","1-2 Years","1Y","M","CUMBERLAND","BL","34"
"826","11-14 Years","12Y","M","ESSEX","BL","27"
"827","3-5 Years","5Y","M","MERCER","BL","20"
"829","6-10 Years","10Y 28D","M","UNION","BL","32"
"830","21+ Years","22Y","M","CUMBERLAND","BL","28"
"831","21+ Years","27Y 11M 27D","M","PASSAIC","BL","27"
"832","1-2 Years","2Y 1M 25D","M","GLOUCESTER","BL","58"
"833","21+ Years","30Y +","M","ATLANTIC","BL","72"
"834","6-10 Years","7Y","M","MERCER","BL","23"
"835","15-20 Years","16Y","M","ATLANTIC","HS","32"
"836","21+ Years","30Y","M","BERGEN","HS","45"
"837","3-5 Years","3Y","M","OCEAN","BL","23"
"838","6-10 Years","6Y","M","GLOUCESTER","WH","28"
"839","3-5 Years","3Y","M","MIDDLESEX","BL","29"
"840","15-20 Years","15Y","M","PASSAIC","WH","45"
"841","1-2 Years","2Y 2M 12D","M","CAMDEN","HS","30"
"842","6-10 Years","10Y","M","CAMDEN","BL","29"
"843","6-10 Years","10Y","M","PASSAIC","WH","25"
"844","3-5 Years","4Y","M","UNION","WH","27"
"845","6-10 Years","10Y","M","HUDSON","BL","57"
"846","6-10 Years","9Y","M","BURLINGTON","BL","46"
"847","21+ Years","80Y","M","CAMDEN","WH","60"
"848","6-10 Years","7Y 6M","M","OCEAN","HS","37"
"849","21+ Years","27Y","M","CAMDEN","HS","26"
"851","3-5 Years","5Y","M","UNION","HS","44"
"852","1-2 Years","1Y 10M 2D","M","BURLINGTON","WH","35"
"853","1-2 Years","2Y 4M 11D","M","PASSAIC","HS","40"
"854","3-5 Years","5Y","M","HUDSON","BL","33"
"855","3-5 Years","5Y","M","CAMDEN","BL","25"
"856","21+ Years","30Y +","M","WARREN","WH","61"
"857","11-14 Years","12Y","M","ATLANTIC","BL","35"
"858","15-20 Years","15Y","M","ESSEX","BL","44"
"859","21+ Years","64Y","M","OTHER","WH","41"
"860","11-14 Years","12Y","M","ATLANTIC","HS","45"
"861","6-10 Years","8Y","M","ATLANTIC","WH","30"
"862","1-2 Years","1Y 7M 13D","M","BERGEN","WH","32"
"863","21+ Years","30Y","M","MERCER","HW","57"
"864","21+ Years","30Y","M","MERCER","BL","46"
"867","6-10 Years","7Y","M","SOMERSET","WH","69"
"869","11-14 Years","14Y","M","BURLINGTON","BL","33"
"870","6-10 Years","9Y","M","CUMBERLAND","BL","39"
"873","6-10 Years","7Y","M","MORRIS","HS","34"
"874","11-14 Years","11Y","M","UNION","BL","27"
"875","1-2 Years","1Y 11M 26D","M","OCEAN","BL","29"
"876","21+ Years","30Y +","M","OTHER","WH","56"
"877","3-5 Years","5Y","M","UNION","BL","44"
"878","3-5 Years","5Y","M","ATLANTIC","HS","25"
"880","21+ Years","21Y","M","BURLINGTON","BL","42"
"881","6-10 Years","9Y 6M","M","UNION","BL","32"
"882","6-10 Years","7Y","M","MERCER","BL","31"
"883","6-10 Years","10Y","M","MERCER","BL","30"
"884","6-10 Years","10Y","M","BERGEN","HS","54"
"885","6-10 Years","10Y","M","ATLANTIC","BL","42"
"886","3-5 Years","5Y","M","CAMDEN","BL","32"
"887","1-2 Years","1Y 4M","M","BURLINGTON","HS","32"
"888","21+ Years","30Y +","M","OTHER","HS","75"
"889","21+ Years","30Y +","M","UNION","BL","43"
"890","6-10 Years","8Y 6M","M","MIDDLESEX","WH","25"
"891","21+ Years","24Y","M","ESSEX","BL","41"
"892","6-10 Years","7Y","M","HUDSON","BL","31"
"893","3-5 Years","4Y","M","MIDDLESEX","BL","23"
"894","21+ Years","25Y","M","HUDSON","BL","42"
"895","11-14 Years","11Y","M","BERGEN","WH","22"
"896","3-5 Years","3Y","M","UNION","WH","66"
"898","6-10 Years","9Y","M","BERGEN","WH","47"
"899","6-10 Years","9Y","M","PASSAIC","WH","48"
"900","3-5 Years","5Y","M","UNION","BL","23"
"901","6-10 Years","6Y","M","OCEAN","WH","36"
"902","3-5 Years","4Y","M","CAMDEN","HS","25"
"903","6-10 Years","8Y","M","MONMOUTH","HS","41"
"904","11-14 Years","12Y","M","CAMDEN","BL","28"
"905","21+ Years","24Y","M","ATLANTIC","BL","44"
"906","21+ Years","30Y +","M","ESSEX","BL","44"
"907","21+ Years","60Y","M","CAMDEN","BL","35"
"908","6-10 Years","10Y","M","ATLANTIC","BL","41"
"909","21+ Years","60Y","M","OTHER","WH","54"
"910","21+ Years","68Y","M","PASSAIC","BL","40"
"911","21+ Years","22Y","M","HUDSON","BL","28"
"912","6-10 Years","10Y","M","SUSSEX","WH","30"
"913","21+ Years","125Y","M","OTHER","BL","63"
"914","1-2 Years","2Y 7M 13D","M","MIDDLESEX","WH","38"
"915","6-10 Years","10Y","M","MERCER","BL","40"
"916","1-2 Years","1Y 2M","M","UNION","BL","31"
"917","21+ Years","44Y","M","CAMDEN","BL","43"
"918","6-10 Years","6Y","M","MERCER","BL","29"
"919","6-10 Years","7Y","M","CAPE MAY","BL","35"
"920","15-20 Years","20Y","M","OCEAN","BL","43"
"921","1-2 Years","1Y 5M 3D","M","ATLANTIC","BL","41"
"922","21+ Years","107Y","M","CAMDEN","BL","36"
"923","6-10 Years","10Y","M","MERCER","BL","35"
"924","21+ Years","22Y","M","CAMDEN","WH","37"
"925","3-5 Years","5Y","M","CAMDEN","BL","22"
"926","6-10 Years","8Y","M","CAMDEN","BL","32"
"927","6-10 Years","7Y 6M","M","MONMOUTH","WH","44"
"928","3-5 Years","3Y 6M 4D","M","HUDSON","BL","42"
"929","21+ Years","50Y","M","SOMERSET","BL","58"
"930","6-10 Years","6Y","M","BERGEN","BL","22"
"931","21+ Years","46Y","M","OTHER","WH","57"
"932","15-20 Years","16Y","F","MIDDLESEX","BL","29"
"933","15-20 Years","20Y","M","BURLINGTON","WH","43"
"934","21+ Years","25Y","M","BERGEN","HS","66"
"935","1-2 Years","2Y 1D","M","UNION","BL","32"
"936","3-5 Years","5Y","M","UNION","BL","42"
"937","6-10 Years","8Y","M","ESSEX","BL","24"
"938","11-14 Years","14Y","M","OCEAN","BL","47"
"939","21+ Years","30Y +","M","MONMOUTH","BL","44"
"940","3-5 Years","3Y 6M","M","ESSEX","BL","45"
"941","21+ Years","30Y","M","UNION","HS","42"
"942","11-14 Years","12Y","F","CAMDEN","BL","44"
"943","3-5 Years","5Y","M","CAMDEN","BL","28"
"944","1-2 Years","1Y 4M","M","BERGEN","WH","59"
"945","21+ Years","30Y +","M","OTHER","WH","52"
"946","21+ Years","58Y","M","UNION","BL","26"
"947","21+ Years","30Y","F","CAMDEN","WH","30"
"948","21+ Years","30Y +","M","ESSEX","BL","69"
"949","21+ Years","30Y +","M","PASSAIC","BL","44"
"950","21+ Years","LIFE WOP_3 STRIKES","M","ATLANTIC","BL","57"
"951","21+ Years","LIFE WOP_UNSPECIFIED","M","OTHER","WH","76"
"952","3-5 Years","5Y 13D","M","SUSSEX","WH","22"
"953","3-5 Years","5Y","M","MIDDLESEX","BL","48"
"954","6-10 Years","8Y","M","BURLINGTON","WH","42"
"955","6-10 Years","9Y","M","MONMOUTH","BL","42"
"956","21+ Years","40Y","M","GLOUCESTER","BL","40"
"957","15-20 Years","18Y","M","ESSEX","BL","41"
"958","3-5 Years","5Y","M","HUDSON","BL","33"
"959","6-10 Years","10Y","M","MIDDLESEX","WH","44"
"960","15-20 Years","20Y","M","PASSAIC","BL","32"
"961","6-10 Years","7Y","M","UNION","BL","44"
"962","3-5 Years","5Y","M","GLOUCESTER","BL","37"
"963","3-5 Years","5Y","M","SOMERSET","HS","22"
"964","21+ Years","30Y +","M","PASSAIC","BL","46"
"965","21+ Years","30Y +","M","BERGEN","BL","57"
"966","3-5 Years","4Y","M","GLOUCESTER","WH","34"
"967","6-10 Years","7Y","M","BERGEN","BL","35"
"968","15-20 Years","15Y","M","PASSAIC","BL","34"
"969","21+ Years","78Y","M","OTHER","BL","46"
"970","3-5 Years","4Y","M","OCEAN","WH","42"
"971","21+ Years","30Y +","M","OTHER","HS","70"
"972","21+ Years","30Y","M","OTHER","WH","62"
"973","21+ Years","50Y","M","MIDDLESEX","BL","48"
"974","6-10 Years","8Y","M","MIDDLESEX","HS","26"
"975","3-5 Years","4Y 1M 27D","M","HUDSON","BL","24"
"976","21+ Years","30Y +","M","UNION","BL","58"
"977","6-10 Years","8Y","M","MIDDLESEX","WH","47"
"978","21+ Years","24Y","M","HUDSON","BL","28"
"979","21+ Years","25Y","M","CAMDEN","HS","38"
"980","21+ Years","30Y +","M","OTHER","HS","36"
"981","3-5 Years","4Y","M","MIDDLESEX","OA","68"
"982","21+ Years","30Y +","M","BURLINGTON","BL","58"
"983","1-2 Years","1Y 6M","M","BERGEN","BL","40"
"984","1-2 Years","1Y 1M 24D","M","MIDDLESEX","BL","43"
"985","6-10 Years","8Y","M","ATLANTIC","BL","43"
"986","6-10 Years","8Y","M","GLOUCESTER","BL","45"
"987","21+ Years","30Y +","M","CUMBERLAND","HS","46"
"988","21+ Years","59Y","M","CAMDEN","BL","44"
"989","21+ Years","30Y +","M","MIDDLESEX","BL","48"
"990","21+ Years","35Y","M","OTHER","HS","72"
"991","21+ Years","38Y","M","OTHER","BL","43"
