Location,Date Reported,Time Reported,Year Reported,Status,X,Y,Coordinates,Last Updated,DC Wards
@FAIRVIEW AVE @NEW YORK AVE NE,2018/06/25,11:28:01 AM,2018,COMP,-76.98911521186602,38.91424798280473,"(38.91424798280473, -76.98911521186602)",2019/12/01,6
"@13TH ST @BRENTWOOD RD (N), RHODE ISLAND AVE NE",2018/01/15,01:37:45 PM,2018,COMP,-76.98800667549375,38.92381471790486,"(38.92381471790486, -76.98800667549375)",2019/12/01,6
@RAUM ST @TRINIDAD AVE NE,2018/08/14,07:32:12 AM,2018,COMP,-76.98306323761436,38.907779273706026,"(38.907779273706026, -76.98306323761436)",2019/12/01,6
1720 NEW YORK AVE NE,2018/08/09,10:14:22 PM,2018,COMP,-76.97881747062839,38.91764271116441,"(38.91764271116441, -76.97881747062839)",2019/12/01,6
510 RIDGE RD SE,2018/09/03,12:35:32 PM,2018,COMP,-76.94599224398073,38.88235541291116,"(38.88235541291116, -76.94599224398073)",2019/12/01,3
@CATHEDRAL AVE @NEW MEXICO AVE NW,2018/01/13,09:36:38 PM,2018,COMP,-77.08399549480612,38.93028014448981,"(38.93028014448981, -77.08399549480612)",2019/12/01,7
125 L ST SE,2018/01/14,04:25:54 AM,2018,COMP,-77.00510536839728,38.87735011490308,"(38.87735011490308, -77.00510536839728)",2019/12/01,2
1219 FAIRMONT ST NW,2018/01/14,10:29:52 AM,2018,COMP,-77.02857687779323,38.92500093740827,"(38.92500093740827, -77.02857687779323)",2019/12/01,5
@CONGRESS ST @L ST NE,2018/01/05,11:33:18 PM,2018,COMP,-77.0027784399783,38.90373571949404,"(38.90373571949404, -77.0027784399783)",2019/12/01,2
1430 BANGOR ST SE,2018/09/27,10:10:07 AM,2018,COMP,-76.98688813976601,38.86070195397392,"(38.86070195397392, -76.98688813976601)",2019/12/01,1
1347 DOWNING ST NE,2018/05/09,01:56:28 PM,2018,COMP,-76.98536648104182,38.920679521068294,"(38.920679521068294, -76.98536648104182)",2019/12/01,6
@17TH ST @SHEPHERD ST NW,2018/12/01,01:29:12 PM,2018,COMP,-77.03802964157268,38.939744839834134,"(38.939744839834134, -77.03802964157268)",2019/12/01,8
4850 GLENBROOK RD NW,2018/07/03,11:27:41 PM,2018,COMP,-77.09554677324714,38.93524385854638,"(38.93524385854638, -77.09554677324714)",2019/12/01,7
512 FOXHALL PL SE,2018/01/07,08:12:19 AM,2018,COMP,-76.99861790707452,38.83340710895584,"(38.83340710895584, -76.99861790707452)",2019/12/01,1
146 WAYNE PL SE,2018/09/27,02:25:29 PM,2018,COMP,-77.00390448246306,38.83468625299508,"(38.83468625299508, -77.00390448246306)",2019/12/01,1
1317 49TH ST NE,2018/04/11,02:33:14 PM,2018,COMP,-76.93141130404763,38.90776937723753,"(38.90776937723753, -76.93141130404763)",2019/12/01,3
4800 CALVERT ST NW,2018/01/07,01:11:30 PM,2018,COMP,-77.09471068384451,38.92230859764175,"(38.92230859764175, -77.09471068384451)",2019/12/01,7
1900 ANACOSTIA DR SE,2018/11/29,03:52:48 PM,2018,COMP,-76.96990917024488,38.877994954325935,"(38.877994954325935, -76.96990917024488)",2019/12/01,3
5739 6TH ST NE,2018/11/13,09:59:04 PM,2018,COMP,-76.9977155259855,38.95907375452871,"(38.95907375452871, -76.9977155259855)",2019/12/01,8
@16TH ST @SWANN ST NW,2018/01/01,03:34:14 PM,2018,COMP,-77.0365058479756,38.91482832895548,"(38.91482832895548, -77.0365058479756)",2019/12/01,4
1461 FLORIDA AVE NW,2018/02/08,10:24:41 PM,2018,COMP,-77.03384465877895,38.91983776193138,"(38.91983776193138, -77.03384465877895)",2019/12/01,5
6316 EASTERN AVE NE,2018/07/18,06:09:35 PM,2018,COMP,-77.00424635425651,38.96684782073181,"(38.96684782073181, -77.00424635425651)",2019/12/01,8
250 E ST SW,2018/11/14,04:40:41 PM,2018,COMP,-77.0149254523456,38.88299753329651,"(38.88299753329651, -77.0149254523456)",2019/12/01,2
201 62ND ST NE,2018/01/24,10:29:10 PM,2018,COMP,-76.91208418494408,38.89210890671108,"(38.89210890671108, -76.91208418494408)",2019/12/01,3
2000 32ND PL SE,2018/01/03,12:56:05 PM,2018,COMP,-76.96029309140769,38.8654253574488,"(38.8654253574488, -76.96029309140769)",2019/12/01,3
@ATLANTIC ST @MARTIN LUTHER KING JR AVE SW,2018/10/05,02:23:10 PM,2018,COMP,-77.00993930580081,38.831641035542155,"(38.831641035542155, -77.00993930580081)",2019/12/01,1
1807 PHELPS PL NW,2018/03/23,01:38:13 PM,2018,COMP,-77.04800154726243,38.91438276352704,"(38.91438276352704, -77.04800154726243)",2019/12/01,4
2224 GOOD HOPE RD SE,2018/05/05,07:53:39 AM,2018,COMP,-76.9756415061646,38.86454674346378,"(38.86454674346378, -76.9756415061646)",2019/12/01,1
@27TH ST @I ST NW,2018/01/04,03:27:35 AM,2018,COMP,-77.05610826509658,38.900695471569335,"(38.900695471569335, -77.05610826509658)",2019/12/01,4
1711 H ST NE,2018/01/13,07:14:23 PM,2018,COMP,-76.97841922150603,38.90000430008138,"(38.90000430008138, -76.97841922150603)",2019/12/01,6
2848 VISTA ST NE,2018/01/10,05:07:21 PM,2018,COMP,-76.96807793559096,38.92687380131778,"(38.92687380131778, -76.96807793559096)",2019/12/01,6
@54TH ST @E ST SE,2018/11/30,08:06:48 PM,2018,COMP,-76.92449816499104,38.881703900184746,"(38.881703900184746, -76.92449816499104)",2019/12/01,3
2808 BUENA VISTA TER SE,2018/01/21,01:50:50 PM,2018,COMP,-76.96751051261867,38.85604982321972,"(38.85604982321972, -76.96751051261867)",2019/12/01,1
@1ST ST @N ST SW,2018/01/05,11:37:45 PM,2018,COMP,-77.01216944655972,38.874647073507624,"(38.874647073507624, -77.01216944655972)",2019/12/01,2
@4TH ST @TINGEY ST SE,2018/01/30,01:02:42 PM,2018,COMP,-77.00057620675068,38.87488192451062,"(38.87488192451062, -77.00057620675068)",2019/12/01,2
872 BURNS ST SE,2018/10/23,07:50:45 AM,2018,COMP,-76.93936994260588,38.8767399341464,"(38.8767399341464, -76.93936994260588)",2019/12/01,3
@21ST ST @C ST NW,2018/01/26,02:04:25 PM,2018,COMP,-77.04667340323216,38.89350193884831,"(38.89350193884831, -77.04667340323216)",2019/12/01,4
901 LONGFELLOW ST NW,2018/01/08,11:15:54 PM,2018,COMP,-77.02601705444519,38.95752146149813,"(38.95752146149813, -77.02601705444519)",2019/12/01,8
@11TH ST @GALLATIN ST NE,2018/01/13,06:38:49 AM,2018,COMP,-76.99168206199032,38.952407365392794,"(38.952407365392794, -76.99168206199032)",2019/12/01,6
1001 BLADENSBURG RD NE,2018/05/22,07:49:00 AM,2018,COMP,-76.98110452219227,38.90290545600289,"(38.90290545600289, -76.98110452219227)",2019/12/01,6
"@SOUTH CAPITOL ST @E ST, WASHINGTON AVE (S) BN",2018/10/12,02:22:57 PM,2018,COMP,-77.00907055225585,38.8832053276131,"(38.8832053276131, -77.00907055225585)",2019/12/01,2
925 W ST NW,2018/10/25,02:23:41 PM,2018,COMP,-77.02578403484966,38.91935336884398,"(38.91935336884398, -77.02578403484966)",2019/12/01,5
@CALVERT ST @TUNLAW RD NW,2018/06/23,11:06:59 PM,2018,COMP,-77.07470325468397,38.922548308202416,"(38.922548308202416, -77.07470325468397)",2019/12/01,7
@17TH PL @RANDOLPH ST NE,2018/01/12,08:49:03 AM,2018,COMP,-76.98082985099543,38.93829911898773,"(38.93829911898773, -76.98082985099543)",2019/12/01,6
1325 S ST NW,2018/01/22,02:30:05 PM,2018,COMP,-77.03055459153292,38.914396649298155,"(38.914396649298155, -77.03055459153292)",2019/12/01,5
@51ST ST @AYERS PL SE,2018/01/14,05:24:17 PM,2018,COMP,-76.92766082753234,38.88839012363151,"(38.88839012363151, -76.92766082753234)",2019/12/01,3
230 50TH ST NE,2018/01/05,07:03:40 PM,2018,COMP,-76.93021490225607,38.893265208785614,"(38.893265208785614, -76.93021490225607)",2019/12/01,3
@3RD ST @E ST SE,2018/01/05,05:56:41 PM,2018,COMP,-77.00204001062566,38.88323268716889,"(38.88323268716889, -77.00204001062566)",2019/12/01,2
@5TH ST @F ST NW,2018/01/04,05:10:41 PM,2018,COMP,-77.01892858649147,38.89733828511685,"(38.89733828511685, -77.01892858649147)",2019/12/01,4
1543 FORT DUPONT ST SE,2018/01/04,04:28:06 AM,2018,COMP,-76.94528871783439,38.867950654991624,"(38.867950654991624, -76.94528871783439)",2019/12/01,3
801 17TH ST NE,2018/08/11,07:37:37 AM,2018,COMP,-76.9782229974656,38.90080600753613,"(38.90080600753613, -76.9782229974656)",2019/12/01,6
4003 8TH ST NW,2018/11/08,02:09:05 PM,2018,COMP,-77.02301171859627,38.94021719229461,"(38.94021719229461, -77.02301171859627)",2019/12/01,8
1327 4TH ST NE,2018/05/29,10:37:25 AM,2018,COMP,-76.99835124424503,38.90969926698372,"(38.90969926698372, -76.99835124424503)",2019/12/01,6
1324 DEXTER TER SE,2018/10/02,08:28:36 AM,2018,COMP,-76.99013727777462,38.860864425193995,"(38.860864425193995, -76.99013727777462)",2019/12/01,1
@DARRINGTON ST @MARTIN LUTHER KING JR AVE SW,2018/11/06,10:01:22 AM,2018,COMP,-77.01258743384692,38.82700142013163,"(38.82700142013163, -77.01258743384692)",2019/12/01,1
1926 16TH ST NW,2018/01/10,05:42:45 AM,2018,COMP,-77.03685253833856,38.91632360352788,"(38.91632360352788, -77.03685253833856)",2019/12/01,4
@44TH ST @DEXTER ST NW,2018/01/23,01:02:25 PM,2018,COMP,-77.08654858986905,38.92430576726561,"(38.92430576726561, -77.08654858986905)",2019/12/01,7
5000 14TH ST NE,2018/08/14,01:12:21 PM,2018,COMP,-76.9859948756267,38.95041599432449,"(38.95041599432449, -76.9859948756267)",2019/12/01,6
328 15TH ST SE,2018/01/08,02:24:37 PM,2018,COMP,-76.98335686753197,38.8846638522648,"(38.8846638522648, -76.98335686753197)",2019/12/01,2
@4TH ST @TRENTON ST SE,2018/01/12,01:53:16 AM,2018,COMP,-77.00057592836552,38.840388668190116,"(38.840388668190116, -77.00057592836552)",2019/12/01,1
2714 26TH ST NE,2018/01/05,01:38:13 PM,2018,COMP,-76.97038515006567,38.925171837019704,"(38.925171837019704, -76.97038515006567)",2019/12/01,6
@BIRNEY PL @POMEROY RD SE,2018/09/07,06:00:25 AM,2018,COMP,-76.99685470525789,38.85686505978983,"(38.85686505978983, -76.99685470525789)",2019/12/01,1
725 17TH ST NW #L0812,2018/01/07,11:34:00 PM,2018,COMP,-77.03823877533404,38.899549617245206,"(38.899549617245206, -77.03823877533404)",2019/12/01,4
3401 PROSPECT ST NW,2018/11/29,03:31:03 PM,2018,COMP,-77.06798758485607,38.90611219222761,"(38.90611219222761, -77.06798758485607)",2019/12/01,4
@LOWELL ST @WISCONSIN AVE NW,2018/02/22,03:32:37 PM,2018,COMP,-77.07254544204532,38.9325488982018,"(38.9325488982018, -77.07254544204532)",2019/12/01,7
1335 R ST NW,2018/03/12,07:17:32 AM,2018,COMP,-77.0310624455082,38.91280880504557,"(38.91280880504557, -77.0310624455082)",2019/12/01,4
500 K ST NW,2018/01/05,10:30:02 PM,2018,COMP,-77.01917199621542,38.902274826139305,"(38.902274826139305, -77.01917199621542)",2019/12/01,2
@6TH ST @L ST NW,2018/03/14,08:06:46 AM,2018,COMP,-77.01989882323086,38.9041664588305,"(38.9041664588305, -77.01989882323086)",2019/12/01,2
145 TAYLOR ST NE,2018/12/12,09:01:32 PM,2018,COMP,-77.00532275953361,38.93940207963108,"(38.93940207963108, -77.00532275953361)",2019/12/01,6
@8TH ST @VIRGINIA AVE SE,2018/01/05,02:21:39 PM,2018,COMP,-76.99497524244128,38.878214924189145,"(38.878214924189145, -76.99497524244128)",2019/12/01,2
766 HARVARD ST NW,2018/04/07,07:02:25 PM,2018,COMP,-77.02510630646158,38.9267943894314,"(38.9267943894314, -77.02510630646158)",2019/12/01,5
@45TH ST @UPTON ST NW,2018/01/14,06:04:24 AM,2018,COMP,-77.08779306445942,38.94223137071515,"(38.94223137071515, -77.08779306445942)",2019/12/01,7
5437 POTOMAC AVE NW,2018/01/19,02:41:05 AM,2018,COMP,-77.10918029384891,38.928007251908994,"(38.928007251908994, -77.10918029384891)",2019/12/01,7
1719 27TH ST SE,2018/01/08,03:19:25 PM,2018,COMP,-76.96923316681759,38.868833234489536,"(38.868833234489536, -76.96923316681759)",2019/12/01,3
@SOUTH CAPITOL ST @M ST BN,2018/06/26,12:58:41 PM,2018,COMP,-77.00909274451828,38.87646704981047,"(38.87646704981047, -77.00909274451828)",2019/12/01,2
1110 SAVANNAH ST SE,2018/09/28,07:04:49 PM,2018,COMP,-76.99094606682986,38.84306382748731,"(38.84306382748731, -76.99094606682986)",2019/12/01,1
1009 NEW HAMPSHIRE AVE NW,2018/04/23,05:29:38 AM,2018,COMP,-77.04911235863291,38.903275012040446,"(38.903275012040446, -77.04911235863291)",2019/12/01,4
640 10TH ST NE,2018/11/02,02:18:15 PM,2018,COMP,-76.99301405745513,38.89854673024055,"(38.89854673024055, -76.99301405745513)",2019/12/01,2
1353 A ST NE,2018/11/27,08:46:27 PM,2018,COMP,-76.98655987424095,38.890726903286236,"(38.890726903286236, -76.98655987424095)",2019/12/01,2
@3RD ST @NEW YORK AVE NW,2018/02/04,01:21:19 PM,2018,COMP,-77.01521832463565,38.90520312263051,"(38.90520312263051, -77.01521832463565)",2019/12/01,2
4647 6TH ST SE,2018/12/26,09:34:53 AM,2018,COMP,-76.99958543321334,38.82288522660229,"(38.82288522660229, -76.99958543321334)",2019/12/01,1
@RANDOLPH ST @SOUTH DAKOTA AVE NE,2018/01/10,04:09:42 AM,2018,COMP,-76.97888053721296,38.93830779133088,"(38.93830779133088, -76.97888053721296)",2019/12/01,6
7700 EASTERN AVE NW,2018/01/10,03:08:36 PM,2018,COMP,-77.02494143486588,38.98296996998645,"(38.98296996998645, -77.02494143486588)",2019/12/01,8
3715 MACOMB ST NW,2018/07/08,10:11:04 AM,2018,COMP,-77.07310020216804,38.93367459085178,"(38.93367459085178, -77.07310020216804)",2019/12/01,7
2649 M L KING AVE SE,2018/09/13,11:43:15 AM,2018,COMP,-76.99607124254219,38.85721636463949,"(38.85721636463949, -76.99607124254219)",2019/12/01,1
1309 E ST SE,2018/06/26,06:27:30 PM,2018,COMP,-76.9878894236355,38.88264329442997,"(38.88264329442997, -76.9878894236355)",2019/12/01,2
2424 K ST NW,2018/07/12,08:51:08 AM,2018,COMP,-77.05239731600703,38.90228266583727,"(38.90228266583727, -77.05239731600703)",2019/12/01,4
3700 MASSACHUSETTS AVE NW,2018/01/19,10:40:36 PM,2018,COMP,-77.07368482211984,38.92768967241426,"(38.92768967241426, -77.07368482211984)",2019/12/01,7
@33RD PL @MACOMB ST NW,2018/01/03,04:57:55 AM,2018,COMP,-77.06525715753496,38.933490058579515,"(38.933490058579515, -77.06525715753496)",2019/12/01,7
2530 34TH ST SE,2018/01/04,12:11:55 AM,2018,COMP,-76.95672517452324,38.858676784032234,"(38.858676784032234, -76.95672517452324)",2019/12/01,3
3013 O ST SE,2018/01/10,10:54:51 AM,2018,COMP,-76.9638037904654,38.87271430037208,"(38.87271430037208, -76.9638037904654)",2019/12/01,3
@BRANCH AVE @U ST SE,2018/08/08,04:18:44 PM,2018,COMP,-76.95963635885556,38.865326039728444,"(38.865326039728444, -76.95963635885556)",2019/12/01,3
2204 GOOD HOPE RD SE,2018/01/05,04:21:56 AM,2018,COMP,-76.97620601388738,38.86482612069674,"(38.86482612069674, -76.97620601388738)",2019/12/01,1
@19TH ST @N ST NW,2018/10/23,06:08:57 AM,2018,COMP,-77.04344264196648,38.907240932305534,"(38.907240932305534, -77.04344264196648)",2019/12/01,4
5113 A ST SE,2018/01/11,09:21:35 PM,2018,COMP,-76.92724678966984,38.88749803679966,"(38.88749803679966, -76.92724678966984)",2019/12/01,3
@18TH ST @BLAGDEN AVE NW,2018/03/17,11:27:00 AM,2018,COMP,-77.0402947238968,38.94734707473705,"(38.94734707473705, -77.0402947238968)",2019/12/01,8
4316 19TH PL NE,2018/01/01,06:36:36 AM,2018,COMP,-76.97748358196675,38.942406303159906,"(38.942406303159906, -76.97748358196675)",2019/12/01,6
4640 GARFIELD ST NW,2018/12/12,03:21:30 PM,2018,COMP,-77.09184574131737,38.92733752817998,"(38.92733752817998, -77.09184574131737)",2019/12/01,7
@13TH ST @FARRAGUT ST NW,2018/04/11,02:37:56 AM,2018,COMP,-77.02969471584936,38.95080041772716,"(38.95080041772716, -77.02969471584936)",2019/12/01,8
610 RHODE ISLAND AVE NE,2018/01/01,01:34:54 AM,2018,COMP,-76.99784358671175,38.92121190853007,"(38.92121190853007, -76.99784358671175)",2019/12/01,6
4041 M L KING AVE SW,2018/09/12,05:40:11 AM,2018,COMP,-77.01124061113389,38.83079412194259,"(38.83079412194259, -77.01124061113389)",2019/12/01,1
@3RD ST @M ST NE,2018/10/21,03:48:18 PM,2018,COMP,-77.00204065163202,38.905645505094334,"(38.905645505094334, -77.00204065163202)",2019/12/01,2
@BARNES ST @GRANT PL NE,2018/01/19,12:25:25 PM,2018,COMP,-76.95087771937831,38.90094184357201,"(38.90094184357201, -76.95087771937831)",2019/12/01,3
"@10TH ST @L ST, FLORIDA AVE NE",2018/01/05,08:47:11 AM,2018,COMP,-76.99263309341025,38.90378957038072,"(38.90378957038072, -76.99263309341025)",2019/12/01,2
24 BRYANT ST NE,2018/06/21,04:53:19 PM,2018,COMP,-77.00800297588164,38.92148190409143,"(38.92148190409143, -77.00800297588164)",2019/12/01,6
@KNOX ST @KNOX TER (N) SE,2018/01/03,06:14:35 AM,2018,COMP,-76.96906688702863,38.853681029125724,"(38.853681029125724, -76.96906688702863)",2019/12/01,1
84 T ST NW,2018/12/29,07:27:16 PM,2018,COMP,-77.01184201373059,38.91541897317434,"(38.91541897317434, -77.01184201373059)",2019/12/01,6
@MACOMB ST @MASSACHUSETTS AVE NW,2018/01/25,03:05:09 PM,2018,COMP,-77.0797663800678,38.9334360155558,"(38.9334360155558, -77.0797663800678)",2019/12/01,7
3615 B ST SE,2018/09/19,10:07:50 PM,2018,COMP,-76.95411439971319,38.88734953089419,"(38.88734953089419, -76.95411439971319)",2019/12/01,3
2655 41ST ST NW,2018/06/25,12:12:11 PM,2018,COMP,-77.08004468780506,38.92449957777185,"(38.92449957777185, -77.08004468780506)",2019/12/01,7
2125 18TH ST SE,2018/12/13,10:26:49 PM,2018,COMP,-76.97922533132282,38.86338535054914,"(38.86338535054914, -76.97922533132282)",2019/12/01,1
@3RD ST @LIVINGSTON TER SE,2018/10/01,05:35:11 AM,2018,COMP,-77.00214203729244,38.826515621964774,"(38.826515621964774, -77.00214203729244)",2019/12/01,1
601 PENNSYLVANIA AVE NW,2018/01/03,07:25:59 PM,2018,COMP,-77.0205067298206,38.893302270684295,"(38.893302270684295, -77.0205067298206)",2019/12/01,4
@SOUTH CAPITOL ST @C ST BN,2018/01/02,01:23:47 PM,2018,COMP,-77.00905938592281,38.886033960740804,"(38.886033960740804, -77.00905938592281)",2019/12/01,2
@FLORIDA AVE @P ST NE,2018/09/09,01:30:51 PM,2018,COMP,-77.00637595272853,38.90964505459243,"(38.90964505459243, -77.00637595272853)",2019/12/01,6
3011 23RD ST SE,2018/07/14,02:18:42 AM,2018,COMP,-76.97343323343371,38.85369111280487,"(38.85369111280487, -76.97343323343371)",2019/12/01,1
@BURNS ST @G ST SE,2018/12/25,06:51:11 AM,2018,COMP,-76.94328556487501,38.880120049217325,"(38.880120049217325, -76.94328556487501)",2019/12/01,3
4705 6TH PL NE,2018/01/27,01:24:41 PM,2018,COMP,-76.99820041297542,38.947128798430924,"(38.947128798430924, -76.99820041297542)",2019/12/01,6
@GALENA PL @MACARTHUR BLVD NW,2018/01/12,10:16:20 AM,2018,COMP,-77.10572176211461,38.92887523017694,"(38.92887523017694, -77.10572176211461)",2019/12/01,7
@1ST ST @LOUISIANA AVE NW,2018/01/09,11:57:32 PM,2018,COMP,-77.0121725536486,38.892862026347316,"(38.892862026347316, -77.0121725536486)",2019/12/01,2
4027 M L KING AVE SW,2018/10/15,08:41:26 AM,2018,COMP,-77.01095272295527,38.831037377827734,"(38.831037377827734, -77.01095272295527)",2019/12/01,1
4517 43RD PL NW,2018/01/14,06:41:42 AM,2018,COMP,-77.08469791476173,38.94877367003831,"(38.94877367003831, -77.08469791476173)",2019/12/01,7
@FOXHALL RD @GARFIELD ST NW,2018/12/11,12:42:57 PM,2018,COMP,-77.09025448101393,38.92752794256314,"(38.92752794256314, -77.09025448101393)",2019/12/01,7
680 I ST SW,2018/02/05,08:05:45 AM,2018,COMP,-77.02221614148199,38.87882116591182,"(38.87882116591182, -77.02221614148199)",2019/12/01,2
20 7TH ST NE,2018/01/12,07:54:27 AM,2018,COMP,-76.99656505456477,38.89052944178322,"(38.89052944178322, -76.99656505456477)",2019/12/01,2
2515 33RD ST SE,2018/04/02,03:11:47 PM,2018,COMP,-76.96045807134122,38.858813234291304,"(38.858813234291304, -76.96045807134122)",2019/12/01,3
@MORRIS RD @WEST ST SE,2018/09/08,10:34:10 PM,2018,COMP,-76.98789064118856,38.86010750651167,"(38.86010750651167, -76.98789064118856)",2019/12/01,1
@4TH ST @CONSTITUTION AVE NE,2018/01/08,12:32:30 PM,2018,COMP,-77.00057634513452,38.89201587231911,"(38.89201587231911, -77.00057634513452)",2019/12/01,2
1246 I ST NE,2018/10/18,05:15:17 AM,2018,COMP,-76.9885061483906,38.901510123633905,"(38.901510123633905, -76.9885061483906)",2019/12/01,2
@11TH ST @FAIRMONT ST NW,2018/01/18,03:53:20 AM,2018,COMP,-77.02704300183628,38.92476708615362,"(38.92476708615362, -77.02704300183628)",2019/12/01,5
22 ATLANTIC ST SE,2018/10/20,06:58:23 AM,2018,COMP,-77.00693138932229,38.83157794507095,"(38.83157794507095, -77.00693138932229)",2019/12/01,1
@MINNESOTA AVE @PENNSYLVANIA AVE (E) SE,2018/01/03,01:51:52 PM,2018,COMP,-76.9706486108605,38.87346391867544,"(38.87346391867544, -76.9706486108605)",2019/12/01,3
"@RHODE ISLAND AVE @SUMMIT PL, V ST NE",2018/01/04,03:14:31 PM,2018,COMP,-77.00533890756982,38.91809492558913,"(38.91809492558913, -77.00533890756982)",2019/12/01,6
@2ND ST @D ST NE,2018/05/10,03:25:01 PM,2018,COMP,-77.00351584205293,38.89479039849826,"(38.89479039849826, -77.00351584205293)",2019/12/01,2
4028 ELY PL SE,2018/02/17,01:30:34 PM,2018,COMP,-76.94604865143012,38.88396794022103,"(38.88396794022103, -76.94604865143012)",2019/12/01,3
1115 MONTELLO AVE NE,2018/01/05,07:26:55 PM,2018,COMP,-76.98970488219776,38.90305967245042,"(38.90305967245042, -76.98970488219776)",2019/12/01,6
1715 LAMONT ST NW,2018/01/18,10:30:18 AM,2018,COMP,-77.03970922535757,38.93171788610434,"(38.93171788610434, -77.03970922535757)",2019/12/01,5
4370 DUBOIS PL SE,2018/02/01,05:39:28 PM,2018,COMP,-76.9424280574476,38.8858940058992,"(38.8858940058992, -76.9424280574476)",2019/12/01,3
2305 GREEN ST SE,2018/01/04,04:33:17 AM,2018,COMP,-76.98202548320818,38.862439931438495,"(38.862439931438495, -76.98202548320818)",2019/12/01,1
@29TH PL @TENNYSON ST NW,2018/01/10,09:19:27 AM,2018,COMP,-77.0554726655669,38.972834228358835,"(38.972834228358835, -77.0554726655669)",2019/12/01,8
@K ST @NEW JERSEY AVE NW,2018/01/17,12:18:12 AM,2018,COMP,-77.01371903221374,38.902509810960446,"(38.902509810960446, -77.01371903221374)",2019/12/01,2
555 4TH ST NW,2018/07/28,11:40:27 PM,2018,COMP,-77.01564306552315,38.896843311296514,"(38.896843311296514, -77.01564306552315)",2019/12/01,4
3814 ALTON PL NW,2018/04/02,08:36:22 PM,2018,COMP,-77.07642452950664,38.94689664058487,"(38.94689664058487, -77.07642452950664)",2019/12/01,7
@CORCORAN ST @MOUNT OLIVET RD (W) NE,2018/12/01,09:28:29 PM,2018,COMP,-76.98755914963508,38.9110678842105,"(38.9110678842105, -76.98755914963508)",2019/12/01,6
@CATHEDRAL AVE @SHERIER PL NW,2018/02/09,08:24:38 PM,2018,COMP,-77.10766030153465,38.92954908423619,"(38.92954908423619, -77.10766030153465)",2019/12/01,7
@62ND ST @CLAY ST NE,2018/01/04,01:22:29 PM,2018,COMP,-76.91229070584468,38.89289279055721,"(38.89289279055721, -76.91229070584468)",2019/12/01,3
"@13TH ST @BRENTWOOD RD (N), RHODE ISLAND AVE NE",2018/01/22,03:27:37 PM,2018,COMP,-76.98800667549375,38.92381471790486,"(38.92381471790486, -76.98800667549375)",2019/12/01,6
100 JOLIET ST SW,2018/09/13,02:12:05 PM,2018,COMP,-77.0101617244161,38.81888988544225,"(38.81888988544225, -77.0101617244161)",2019/12/01,1
@1ST ST @E ST NW,2018/11/19,11:00:49 PM,2018,COMP,-77.01216158251401,38.89612305648392,"(38.89612305648392, -77.01216158251401)",2019/12/01,2
4568 C ST SE,2018/06/07,02:20:50 AM,2018,COMP,-76.9369805266212,38.88662366801532,"(38.88662366801532, -76.9369805266212)",2019/12/01,3
1700 15TH ST NW,2018/01/03,01:25:21 AM,2018,COMP,-77.03475221960242,38.9128200046153,"(38.9128200046153, -77.03475221960242)",2019/12/01,4
4515 HILLSIDE RD SE,2018/07/23,06:52:12 AM,2018,COMP,-76.93435721241097,38.8763048210664,"(38.8763048210664, -76.93435721241097)",2019/12/01,3
1522 K ST NW,2018/01/13,11:24:00 PM,2018,COMP,-77.03565777799002,38.902153848947776,"(38.902153848947776, -77.03565777799002)",2019/12/01,4
2226 GOOD HOPE RD SE,2018/05/04,07:38:57 PM,2018,COMP,-76.97558390308109,38.86451970619009,"(38.86451970619009, -76.97558390308109)",2019/12/01,1
1807 PHELPS PL NW,2018/01/08,10:52:07 PM,2018,COMP,-77.04800154726243,38.91438276352704,"(38.91438276352704, -77.04800154726243)",2019/12/01,4
@7TH ST @L ST NE,2018/06/24,11:58:08 AM,2018,COMP,-76.99616091122131,38.90372668110278,"(38.90372668110278, -76.99616091122131)",2019/12/01,2
