Location,Date Reported,Time Reported,Year Reported,Status,X,Y,Coordinates,Last Updated,DC Wards
515 A ST SE,2016/12/23,01:06:01 PM,2016,COMP,-76.99887041959035,38.88847557726991,"(38.88847557726991, -76.99887041959035)",2019/12/01,2
1400 CANAL ST SW,2016/12/19,01:18:48 PM,2016,COMP,-77.01327540626119,38.872746180612495,"(38.872746180612495, -77.01327540626119)",2019/12/01,2
1101 30TH ST NW,2016/10/06,11:40:48 AM,2016,COMP,-77.05884342297652,38.90427044337918,"(38.90427044337918, -77.05884342297652)",2019/12/01,4
1112 TRINIDAD AVE NE,2016/12/03,12:56:59 PM,2016,COMP,-76.9872494296259,38.90217661154587,"(38.90217661154587, -76.9872494296259)",2019/12/01,6
1631 KALORAMA RD NW,2016/11/24,11:44:01 AM,2016,COMP,-77.03843531094786,38.92198032352567,"(38.92198032352567, -77.03843531094786)",2019/12/01,5
@CONNECTICUT AVE @WINDOM PL NW,2016/11/20,09:08:20 PM,2016,COMP,-77.06428761184408,38.94548063630758,"(38.94548063630758, -77.06428761184408)",2019/12/01,7
1352 SPRING RD NW,2016/06/21,08:56:01 PM,2016,COMP,-77.03155730091224,38.93653981320817,"(38.93653981320817, -77.03155730091224)",2019/12/01,5
2027 PARK RD NW,2016/12/16,07:51:03 PM,2016,COMP,-77.04518908791397,38.93413912986919,"(38.93413912986919, -77.04518908791397)",2019/12/01,5
1628 ARGONNE PL NW,2016/12/05,09:15:26 PM,2016,COMP,-77.03808019354942,38.92641253293015,"(38.92641253293015, -77.03808019354942)",2019/12/01,5
333 58TH ST NE,2016/12/21,02:32:18 PM,2016,COMP,-76.91752892759338,38.893996911426306,"(38.893996911426306, -76.91752892759338)",2019/12/01,3
1026 IRVING ST NE,2016/12/19,06:02:23 PM,2016,COMP,-76.99138496762225,38.92875157247902,"(38.92875157247902, -76.99138496762225)",2019/12/01,6
5627 MACARTHUR BLVD NW,2016/06/22,03:02:26 AM,2016,COMP,-77.10827565223764,38.932251009861304,"(38.932251009861304, -77.10827565223764)",2019/12/01,7
@ANACOSTIA AVE @BLAINE ST NE,2016/11/27,08:28:30 PM,2016,COMP,-76.96123503347634,38.89200043306676,"(38.89200043306676, -76.96123503347634)",2019/12/01,3
35 HANOVER PL NW,2016/12/17,11:42:06 AM,2016,COMP,-77.01012289445147,38.90804130478383,"(38.90804130478383, -77.01012289445147)",2019/12/01,6
@MORRIS RD @MOUNT VIEW PL SE,2016/12/14,01:50:13 PM,2016,COMP,-76.990448142867,38.86254902525796,"(38.86254902525796, -76.990448142867)",2019/12/01,1
2509 NORTH CAPITOL ST NE,2016/11/27,09:44:40 PM,2016,COMP,-77.00874115485014,38.92272499966649,"(38.92272499966649, -77.00874115485014)",2019/12/01,6
1828 S ST NW,2016/12/23,09:13:50 AM,2016,COMP,-77.04292783809508,38.91391630418367,"(38.91391630418367, -77.04292783809508)",2019/12/01,4
@14TH ST @HARVARD ST NW,2016/12/19,12:40:20 PM,2016,COMP,-77.03241782015188,38.92655837382982,"(38.92655837382982, -77.03241782015188)",2019/12/01,5
705 BURNS ST SE,2016/11/26,07:32:52 AM,2016,COMP,-76.94338589257801,38.879699726683796,"(38.879699726683796, -76.94338589257801)",2019/12/01,3
2020 36TH ST SE,2016/12/19,10:44:38 PM,2016,COMP,-76.95703252451965,38.86487468990188,"(38.86487468990188, -76.95703252451965)",2019/12/01,3
"@6TH PL @VARNUM PL, VARNUM ST NE",2016/12/01,02:00:03 PM,2016,COMP,-76.99713930206579,38.94254356104675,"(38.94254356104675, -76.99713930206579)",2019/12/01,6
1202 FLORIDA AVE NE,2016/11/28,06:05:41 PM,2016,COMP,-76.98986631581349,38.902834477720795,"(38.902834477720795, -76.98986631581349)",2019/12/01,6
@31ST ST @AVON LN NW,2016/12/15,09:35:43 PM,2016,COMP,-77.0623775625172,38.91147528813003,"(38.91147528813003, -77.0623775625172)",2019/12/01,4
@24TH ST @SHEPHERD ST NE,2016/07/21,02:01:58 PM,2016,COMP,-76.97216699677553,38.93965762960113,"(38.93965762960113, -76.97216699677553)",2019/12/01,6
@28TH PL @R ST SE,2016/04/20,11:52:04 AM,2016,COMP,-76.96675539000772,38.869472152297966,"(38.869472152297966, -76.96675539000772)",2019/12/01,3
25 T ST NE,2016/12/06,01:57:20 PM,2016,COMP,-77.00804841221482,38.91536524605273,"(38.91536524605273, -77.00804841221482)",2019/12/01,6
@17TH ST @I ST (W) NW,2016/10/04,03:38:04 PM,2016,COMP,-77.03945021921744,38.901341877790244,"(38.901341877790244, -77.03945021921744)",2019/12/01,4
1207 TAYLOR ST NW,2016/12/25,09:54:52 AM,2016,COMP,-77.0272452926239,38.94110810299233,"(38.94110810299233, -77.0272452926239)",2019/12/01,8
@12TH ST @M ST SE,2016/11/28,03:52:02 PM,2016,COMP,-76.99027341029633,38.87649402392698,"(38.87649402392698, -76.99027341029633)",2019/12/01,2
5331 16TH ST NW,2016/11/05,02:37:46 PM,2016,COMP,-77.03604177140252,38.95481632176046,"(38.95481632176046, -77.03604177140252)",2019/12/01,8
3519 13TH ST NW,2016/12/28,10:16:50 PM,2016,COMP,-77.02942218008948,38.93336043995682,"(38.93336043995682, -77.02942218008948)",2019/12/01,5
1015 18TH ST NW,2016/12/19,11:20:32 AM,2016,COMP,-77.04136175307802,38.90324259317692,"(38.90324259317692, -77.04136175307802)",2019/12/01,4
40 PORTER ST NE,2016/12/22,01:38:36 PM,2016,COMP,-77.00774808712721,38.91050977249946,"(38.91050977249946, -77.00774808712721)",2019/12/01,6
"@14TH ST @SOUTH DAKOTA AVE, WEBSTER ST NE",2016/12/01,12:07:28 PM,2016,COMP,-76.98558081536571,38.944245272782496,"(38.944245272782496, -76.98558081536571)",2019/12/01,6
900 BRENTWOOD RD NE #L0803,2016/11/25,11:12:17 AM,2016,COMP,-76.99549138189231,38.91732024423942,"(38.91732024423942, -76.99549138189231)",2019/12/01,6
@CHAMPLAIN ST @KALORAMA RD (S) NW,2016/12/14,09:20:00 AM,2016,COMP,-77.04075197164167,38.91984456558428,"(38.91984456558428, -77.04075197164167)",2019/12/01,5
326 10TH ST SE,2016/12/03,09:38:48 PM,2016,COMP,-76.99242753538181,38.8853224044817,"(38.8853224044817, -76.99242753538181)",2019/12/01,2
515 KENYON ST NW,2016/12/27,02:44:58 PM,2016,COMP,-77.02051738818926,38.930362576492435,"(38.930362576492435, -77.02051738818926)",2019/12/01,5
908 FRENCH ST NW,2016/12/27,12:57:03 PM,2016,COMP,-77.0247786658973,38.91318287880804,"(38.91318287880804, -77.0247786658973)",2019/12/01,2
5047 MASSACHUSETTS AVE NW,2016/12/19,09:49:14 PM,2016,COMP,-77.09843564957622,38.94751075851477,"(38.94751075851477, -77.09843564957622)",2019/12/01,7
707 EMERSON ST NE,2016/12/22,07:27:41 PM,2016,COMP,-76.9962968604304,38.94988528638498,"(38.94988528638498, -76.9962968604304)",2019/12/01,6
@6TH ST @O ST NW,2016/12/21,01:20:57 AM,2016,COMP,-77.0199000521791,38.90857154096138,"(38.90857154096138, -77.0199000521791)",2019/12/01,2
2610 10TH ST NE,2016/12/21,03:51:40 PM,2016,COMP,-76.99265412119246,38.923499811262936,"(38.923499811262936, -76.99265412119246)",2019/12/01,6
1753 VERBENA ST NW,2016/12/27,10:21:26 AM,2016,COMP,-77.03873947984529,38.993658954352725,"(38.993658954352725, -77.03873947984529)",2019/12/01,8
6314 16TH ST NW,2016/12/15,03:19:57 PM,2016,COMP,-77.0367402028545,38.96686014255556,"(38.96686014255556, -77.0367402028545)",2019/12/01,8
@10TH ST @RANDOLPH ST NW,2016/12/24,02:07:25 AM,2016,COMP,-77.02719822880513,38.9386848833216,"(38.9386848833216, -77.02719822880513)",2019/12/01,8
@1ST ST @VICTOR ST NE,2016/12/25,11:28:45 PM,2016,COMP,-77.0058714371215,38.94357940153716,"(38.94357940153716, -77.0058714371215)",2019/12/01,6
189 JOLIET ST SW,2016/11/27,10:01:42 AM,2016,COMP,-77.01050183393973,38.81931739779244,"(38.81931739779244, -77.01050183393973)",2019/12/01,1
1301 RHODE ISLAND AVE NW,2016/12/23,03:22:50 PM,2016,COMP,-77.0307612989036,38.90946101231433,"(38.90946101231433, -77.0307612989036)",2019/12/01,4
750 BURNS ST SE,2016/11/27,11:33:35 AM,2016,COMP,-76.94209910609995,38.879362762077214,"(38.879362762077214, -76.94209910609995)",2019/12/01,3
232 UPSHUR ST NW,2016/12/12,09:50:25 AM,2016,COMP,-77.01513389426947,38.94197509424557,"(38.94197509424557, -77.01513389426947)",2019/12/01,8
@3RD ST @NEW YORK AVE NW,2016/08/05,12:24:47 PM,2016,COMP,-77.01521832463565,38.90520312263051,"(38.90520312263051, -77.01521832463565)",2019/12/01,2
3519 13TH ST NW,2016/12/26,09:04:38 AM,2016,COMP,-77.02942218008948,38.93336043995682,"(38.93336043995682, -77.02942218008948)",2019/12/01,5
1133 15TH ST NW,2016/12/17,03:37:53 PM,2016,COMP,-77.03402201425246,38.904856842784476,"(38.904856842784476, -77.03402201425246)",2019/12/01,4
2929 MILLS AVE NE,2016/12/26,11:22:10 AM,2016,COMP,-76.97338248228544,38.92800116903806,"(38.92800116903806, -76.97338248228544)",2019/12/01,6
@SOUTH CAPITOL ST @OVERLOOK AVE BN,2016/11/15,04:49:02 PM,2016,COMP,-77.00919171346135,38.83958655561791,"(38.83958655561791, -77.00919171346135)",2019/12/01,1
@48TH ST @UPTON ST NW,2016/12/25,09:45:54 AM,2016,COMP,-77.09433340641436,38.942217267337234,"(38.942217267337234, -77.09433340641436)",2019/12/01,7
@CANAL RD @FOXHALL RD NW,2016/11/22,11:35:25 AM,2016,COMP,-77.07917071597538,38.905952007383895,"(38.905952007383895, -77.07917071597538)",2019/12/01,7
1335 BRANCH AVE SE,2016/11/25,02:46:40 PM,2016,COMP,-76.96123361473013,38.873398113981104,"(38.873398113981104, -76.96123361473013)",2019/12/01,3
1349 TALBERT TER SE,2016/12/22,06:25:41 PM,2016,COMP,-76.99104756552325,38.860387052283244,"(38.860387052283244, -76.99104756552325)",2019/12/01,1
3719 4TH ST SE,2016/12/07,03:11:44 PM,2016,COMP,-77.0018198427039,38.83682130829559,"(38.83682130829559, -77.0018198427039)",2019/12/01,1
"@EAST CAPITOL ST @ANACOSTIA FWY (W), KENILWORTH BN",2016/11/23,11:38:14 PM,2016,COMP,-76.95866581892447,38.889783492192166,"(38.889783492192166, -76.95866581892447)",2019/12/01,3
1212 FLORIDA AVE NE,2016/12/02,08:57:01 PM,2016,COMP,-76.98962422986959,38.902726356223205,"(38.902726356223205, -76.98962422986959)",2019/12/01,6
@19TH ST @E ST NE,2016/12/31,08:55:14 PM,2016,COMP,-76.9772561147719,38.896112467104246,"(38.896112467104246, -76.9772561147719)",2019/12/01,3
1910 11TH ST NW,2016/12/23,08:58:43 AM,2016,COMP,-77.02730486889537,38.91595688298634,"(38.91595688298634, -77.02730486889537)",2019/12/01,5
1020 19TH ST NW,2016/11/30,05:41:01 AM,2016,COMP,-77.04380908620328,38.903178029150666,"(38.903178029150666, -77.04380908620328)",2019/12/01,4
@6TH ST @MARYLAND AVE SW,2016/12/13,05:37:05 PM,2016,COMP,-77.01991705655199,38.88688841005701,"(38.88688841005701, -77.01991705655199)",2019/12/01,2
1031 IRVING ST NE,2016/12/24,09:39:03 AM,2016,COMP,-76.99141961275743,38.92836421764146,"(38.92836421764146, -76.99141961275743)",2019/12/01,6
232 UPSHUR ST NW,2016/11/28,02:50:39 PM,2016,COMP,-77.01513389426947,38.94197509424557,"(38.94197509424557, -77.01513389426947)",2019/12/01,8
