"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"4216 W LAWRENCE AVE","4216","W","LAWRENCE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4216%20and%20direction=%27W%27%20and%20street_name=%27LAWRENCE%27%20and%20street_type=%27AVE%27)",,,"41.96828750115801","-87.73371443814051","POINT (-87.73371443814051 41.96828750115801)"
"4220 S KEDZIE AVE","4220","S","KEDZIE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4220%20and%20direction=%27S%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,,,"41.81647460544572","-87.70445143238078","POINT (-87.70445143238078 41.81647460544572)"
"4224 N BERNARD ST","4224","N","BERNARD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4224%20and%20direction=%27N%27%20and%20street_name=%27BERNARD%27%20and%20street_type=%27ST%27)",,,,,,"41.95824366240416","-87.71442277854561","POINT (-87.71442277854561 41.95824366240416)"
"4238 N CENTRAL AVE","4238","N","CENTRAL","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4238%20and%20direction=%27N%27%20and%20street_name=%27CENTRAL%27%20and%20street_type=%27AVE%27)",,"41.95802263085954","-87.7673082574897","POINT (-87.7673082574897 41.95802263085954)"
"4252 W 77TH PL","4252","W","77TH","PL","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4252%20and%20direction=%27W%27%20and%20street_name=%2777TH%27%20and%20street_type=%27PL%27)",,,,,,,"41.75268520332047","-87.72897408461719","POINT (-87.72897408461719 41.75268520332047)"
"43 W 108TH ST","43","W","108TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=43%20and%20direction=%27W%27%20and%20street_name=%27108TH%27%20and%20street_type=%27ST%27)",,,,,,"41.69792027344156","-87.62496965641763","POINT (-87.62496965641763 41.69792027344156)"
"4319 W OGDEN AVE","4319","W","OGDEN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4319%20and%20direction=%27W%27%20and%20street_name=%27OGDEN%27%20and%20street_type=%27AVE%27)",,,,"41.84844224613966","-87.73188806529598","POINT (-87.73188806529598 41.84844224613966)"
"4343 S WABASH AVE","4343","S","WABASH","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4343%20and%20direction=%27S%27%20and%20street_name=%27WABASH%27%20and%20street_type=%27AVE%27)",,"41.81520395282909","-87.62447487135763","POINT (-87.62447487135763 41.81520395282909)"
"44 W 24TH ST","44","W","24TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=44%20and%20direction=%27W%27%20and%20street_name=%2724TH%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=44%20and%20direction=%27W%27%20and%20street_name=%2724TH%27%20and%20street_type=%27ST%27)",,,,"41.84932714200002","-87.62874042835028","POINT (-87.62874042835028 41.84932714200002)"
"4400 N SHERIDAN RD","4400","N","SHERIDAN","RD",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4400%20and%20direction=%27N%27%20and%20street_name=%27SHERIDAN%27%20and%20street_type=%27RD%27)",,,,"41.96182307153944","-87.65489608322333","POINT (-87.65489608322333 41.96182307153944)"
"4414 S CICERO AVE","4414","S","CICERO","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4414%20and%20direction=%27S%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,,,"41.812607096087284","-87.74343901998378","POINT (-87.74343901998378 41.812607096087284)"
"442 W 56TH ST","442","W","56TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=442%20and%20direction=%27W%27%20and%20street_name=%2756TH%27%20and%20street_type=%27ST%27)",,,,,,"41.79319292947278","-87.63726697624546","POINT (-87.63726697624546 41.79319292947278)"
"4420 W WASHINGTON ST","4420","W","WASHINGTON","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4420%20and%20direction=%27W%27%20and%20street_name=%27WASHINGTON%27%20and%20street_type=%27ST%27)",,,,"41.88202774300429","-87.73640250224382","POINT (-87.73640250224382 41.88202774300429)"
"4474 W LAWRENCE AVE","4474","W","LAWRENCE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4474%20and%20direction=%27W%27%20and%20street_name=%27LAWRENCE%27%20and%20street_type=%27AVE%27)",,,,,,"41.96821404611747","-87.7406196261859","POINT (-87.7406196261859 41.96821404611747)"
"4500 S RACINE AVE","4500","S","RACINE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4500%20and%20direction=%27S%27%20and%20street_name=%27RACINE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.8122769787028","-87.65538973549226","POINT (-87.65538973549226 41.8122769787028)"
"4523 W LAKE ST","4523","W","LAKE","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4523%20and%20direction=%27W%27%20and%20street_name=%27LAKE%27%20and%20street_type=%27ST%27)",,"41.88611582171422","-87.73908914827338","POINT (-87.73908914827338 41.88611582171422)"
"4530 N LEAVITT ST","4530","N","LEAVITT","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4530%20and%20direction=%27N%27%20and%20street_name=%27LEAVITT%27%20and%20street_type=%27ST%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4530%20and%20direction=%27N%27%20and%20street_name=%27LEAVITT%27%20and%20street_type=%27ST%27)",,,,"41.96415556210572","-87.68405772802018","POINT (-87.68405772802018 41.96415556210572)"
"4547 N WOLCOTT AVE","4547","N","WOLCOTT","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4547%20and%20direction=%27N%27%20and%20street_name=%27WOLCOTT%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4547%20and%20direction=%27N%27%20and%20street_name=%27WOLCOTT%27%20and%20street_type=%27AVE%27)",,,,"41.96471161529239","-87.67594666121371","POINT (-87.67594666121371 41.96471161529239)"
"4553 W ARMITAGE AVE","4553","W","ARMITAGE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4553%20and%20direction=%27W%27%20and%20street_name=%27ARMITAGE%27%20and%20street_type=%27AVE%27)",,"41.916882003348334","-87.74081748196383","POINT (-87.74081748196383 41.916882003348334)"
"4600 S CANAL ST","4600","S","CANAL","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4600%20and%20direction=%27S%27%20and%20street_name=%27CANAL%27%20and%20street_type=%27ST%27)",,,,,,,,,
"4652 N KENMORE AVE","4652","N","KENMORE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4652%20and%20direction=%27N%27%20and%20street_name=%27KENMORE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.967005987731966","-87.65635062821687","POINT (-87.65635062821687 41.967005987731966)"
"4657 S WESTERN AVE","4657","S","WESTERN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4657%20and%20direction=%27S%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,,,,,"41.80853879850391","-87.68428192382696","POINT (-87.68428192382696 41.80853879850391)"
"4700 S DORCHESTER AVE","4700","S","DORCHESTER","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4700%20and%20direction=%27S%27%20and%20street_name=%27DORCHESTER%27%20and%20street_type=%27AVE%27)",,,,,
"4722 S WASHTENAW AVE","4722","S","WASHTENAW","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4722%20and%20direction=%27S%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4722%20and%20direction=%27S%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,,,"41.80762246337577","-87.69189140091929","POINT (-87.69189140091929 41.80762246337577)"
"4733 S MICHIGAN AVE","4733","S","MICHIGAN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4733%20and%20direction=%27S%27%20and%20street_name=%27MICHIGAN%27%20and%20street_type=%27AVE%27)",,,,,,"41.80829432308543","-87.62266337553847","POINT (-87.62266337553847 41.80829432308543)"
"4735 S PULASKI RD","4735","S","PULASKI","RD",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4735%20and%20direction=%27S%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,"41.80682047231495","-87.72340605007402","POINT (-87.72340605007402 41.80682047231495)"
"4759 N LINCOLN AVE","4759","N","LINCOLN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4759%20and%20direction=%27N%27%20and%20street_name=%27LINCOLN%27%20and%20street_type=%27AVE%27)",,,,,,,"41.96820346794065","-87.68813935231346","POINT (-87.68813935231346 41.96820346794065)"
"4800 W 47TH ST","4800","W","47TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4800%20and%20direction=%27W%27%20and%20street_name=%2747TH%27%20and%20street_type=%27ST%27)",,,,"41.80772701677172","-87.74322936566276","POINT (-87.74322936566276 41.80772701677172)"
"4800 W WRIGHTWOOD AVE","4800","W","WRIGHTWOOD","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=4800%20and%20direction=%27W%27%20and%20street_name=%27WRIGHTWOOD%27%20and%20street_type=%27AVE%27)",,,,,,,"41.92801719371078","-87.74657166113441","POINT (-87.74657166113441 41.92801719371078)"
"4814 W HUTCHINSON ST","4814","W","HUTCHINSON","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4814%20and%20direction=%27W%27%20and%20street_name=%27HUTCHINSON%27%20and%20street_type=%27ST%27)",,,,"41.958084564942475","-87.74807925310785","POINT (-87.74807925310785 41.958084564942475)"
"4823 W RICE ST","4823","W","RICE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=4823%20and%20direction=%27W%27%20and%20street_name=%27RICE%27%20and%20street_type=%27ST%27)",,,,,,"41.89583317510064","-87.74678783106694","POINT (-87.74678783106694 41.89583317510064)"
"4820 S WOODLAWN AVE","4820","S","WOODLAWN","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4820%20and%20direction=%27S%27%20and%20street_name=%27WOODLAWN%27%20and%20street_type=%27AVE%27)",,,"41.80716738295829","-87.59693452653987","POINT (-87.59693452653987 41.80716738295829)"
"4830 N PAULINA ST","4830","N","PAULINA","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4830%20and%20direction=%27N%27%20and%20street_name=%27PAULINA%27%20and%20street_type=%27ST%27)",,,,"41.96982679301992","-87.67119302038039","POINT (-87.67119302038039 41.96982679301992)"
"4859 N MILWAUKEE AVE","4859","N","MILWAUKEE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=4859%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,,,"41.96939422175831","-87.76188717239603","POINT (-87.76188717239603 41.96939422175831)"
"4905 S WOODLAWN AVE","4905","S","WOODLAWN","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4905%20and%20direction=%27S%27%20and%20street_name=%27WOODLAWN%27%20and%20street_type=%27AVE%27)",,,"41.80579955144841","-87.59661885825801","POINT (-87.59661885825801 41.80579955144841)"
"4947 W PENSACOLA AVE","4947","W","PENSACOLA","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=4947%20and%20direction=%27W%27%20and%20street_name=%27PENSACOLA%27%20and%20street_type=%27AVE%27)",,,"41.959649998657845","-87.75166746457812","POINT (-87.75166746457812 41.959649998657845)"
"4951 N ELSTON AVE","4951","N","ELSTON","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=4951%20and%20direction=%27N%27%20and%20street_name=%27ELSTON%27%20and%20street_type=%27AVE%27)",,"41.970691634842275","-87.74412665390267","POINT (-87.74412665390267 41.970691634842275)"
"5023 N TROY ST","5023","N","TROY","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5023%20and%20direction=%27N%27%20and%20street_name=%27TROY%27%20and%20street_type=%27ST%27)",,,,"41.972818485524385","-87.70723052587861","POINT (-87.70723052587861 41.972818485524385)"
"5048 N OAKLEY AVE","5048","N","OAKLEY","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5048%20and%20direction=%27N%27%20and%20street_name=%27OAKLEY%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5048%20and%20direction=%27N%27%20and%20street_name=%27OAKLEY%27%20and%20street_type=%27AVE%27)",,,,"41.973627496772956","-87.68679660045619","POINT (-87.68679660045619 41.973627496772956)"
"5107 N KENMORE AVE","5107","N","KENMORE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5107%20and%20direction=%27N%27%20and%20street_name=%27KENMORE%27%20and%20street_type=%27AVE%27)",,,"41.97550634183647","-87.65624441356103","POINT (-87.65624441356103 41.97550634183647)"
"52 W 103RD ST","52","W","103RD","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=52%20and%20direction=%27W%27%20and%20street_name=%27103RD%27%20and%20street_type=%27ST%27)",,,,,,"41.70724665336454","-87.62561547222445","POINT (-87.62561547222445 41.70724665336454)"
"5360 S PRINCETON AVE","5360","S","PRINCETON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5360%20and%20direction=%27S%27%20and%20street_name=%27PRINCETON%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5360%20and%20direction=%27S%27%20and%20street_name=%27PRINCETON%27%20and%20street_type=%27AVE%27)",,,,"41.79644510478089","-87.63319386633113","POINT (-87.63319386633113 41.79644510478089)"
"5364 N MONTCLARE AVE","5364","N","MONTCLARE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=5364%20and%20direction=%27N%27%20and%20street_name=%27MONTCLARE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.979017012977685","-87.80483210967732","POINT (-87.80483210967732 41.979017012977685)"
"537 W 80TH ST","537","W","80TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=537%20and%20direction=%27W%27%20and%20street_name=%2780TH%27%20and%20street_type=%27ST%27)",,,,,,"41.74878320009679","-87.63809353122105","POINT (-87.63809353122105 41.74878320009679)"
"5400 N MAGNOLIA AVE","5400","N","MAGNOLIA","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5400%20and%20direction=%27N%27%20and%20street_name=%27MAGNOLIA%27%20and%20street_type=%27AVE%27)",,,,"41.980041207077136","-87.66139358864059","POINT (-87.66139358864059 41.980041207077136)"
"541 W ROSCOE ST","541","W","ROSCOE","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=541%20and%20direction=%27W%27%20and%20street_name=%27ROSCOE%27%20and%20street_type=%27ST%27)",,,,,,,"41.943225714332435","-87.64362113349992","POINT (-87.64362113349992 41.943225714332435)"
"5463 W DIVISION ST","5463","W","DIVISION","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5463%20and%20direction=%27W%27%20and%20street_name=%27DIVISION%27%20and%20street_type=%27ST%27)",,,"41.90205879347615","-87.76338193202326","POINT (-87.76338193202326 41.90205879347615)"
"548 E 63RD ST","548","E","63RD","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=548%20and%20direction=%27E%27%20and%20street_name=%2763RD%27%20and%20street_type=%27ST%27)",,,,"41.7804265410707","-87.61128928758515","POINT (-87.61128928758515 41.7804265410707)"
"550 N STATE ST","550","N","STATE","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=550%20and%20direction=%27N%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,"41.89242136613116","-87.62823487113711","POINT (-87.62823487113711 41.89242136613116)"
"5509 1/2 N LINCOLN AVE",,"N","LINCOLN","AVE",,,,,,,,"41.98165827016262","-87.69269291317912","POINT (-87.69269291317912 41.98165827016262)"
"5513 N CUMBERLAND AVE","5513","N","CUMBERLAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5513%20and%20direction=%27N%27%20and%20street_name=%27CUMBERLAND%27%20and%20street_type=%27AVE%27)",,,"41.979738730564335","-87.8364344879312","POINT (-87.8364344879312 41.979738730564335)"
"5522 S NORDICA AVE","5522","S","NORDICA","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=5522%20and%20direction=%27S%27%20and%20street_name=%27NORDICA%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5522%20and%20direction=%27S%27%20and%20street_name=%27NORDICA%27%20and%20street_type=%27AVE%27)",,,,"41.79132981746146","-87.79784661855847","POINT (-87.79784661855847 41.79132981746146)"
"5528 N KENMORE AVE","5528","N","KENMORE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5528%20and%20direction=%27N%27%20and%20street_name=%27KENMORE%27%20and%20street_type=%27AVE%27)",,,"41.982738878217155","-87.65673839746378","POINT (-87.65673839746378 41.982738878217155)"
"5685 N NORTHWEST HWY","5685","N","NORTHWEST","HWY",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=5685%20and%20direction=%27N%27%20and%20street_name=%27NORTHWEST%27%20and%20street_type=%27HWY%27)",,"41.98502273863045","-87.78578373081716","POINT (-87.78578373081716 41.98502273863045)"
"5700 W NORTH ST","5700","W","NORTH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=5700%20and%20direction=%27W%27%20and%20street_name=%27NORTH%27%20and%20street_type=%27ST%27)",,"41.90945678327865","-87.76793886734394","POINT (-87.76793886734394 41.90945678327865)"
"5815 N CLARK ST","5815","N","CLARK","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5815%20and%20direction=%27N%27%20and%20street_name=%27CLARK%27%20and%20street_type=%27ST%27)",,,,,,"41.98756930772288","-87.66956438131147","POINT (-87.66956438131147 41.98756930772288)"
"5825 N RIDGE AVE","5825","N","RIDGE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=5825%20and%20direction=%27N%27%20and%20street_name=%27RIDGE%27%20and%20street_type=%27AVE%27)",,,"41.98788069188603","-87.66678507548095","POINT (-87.66678507548095 41.98788069188603)"
"5857 N NICKERSON AVE","5857","N","NICKERSON","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=5857%20and%20direction=%27N%27%20and%20street_name=%27NICKERSON%27%20and%20street_type=%27AVE%27)",,"41.98778908173554","-87.80235766755543","POINT (-87.80235766755543 41.98778908173554)"
"5870 S ARCHER AVE","5870","S","ARCHER","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5870%20and%20direction=%27S%27%20and%20street_name=%27ARCHER%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=5870%20and%20direction=%27S%27%20and%20street_name=%27ARCHER%27%20and%20street_type=%27AVE%27)",,,,"41.795944758675674","-87.76160999887188","POINT (-87.76160999887188 41.795944758675674)"
"5924 S EMERALD AVE","5924","S","EMERALD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5924%20and%20direction=%27S%27%20and%20street_name=%27EMERALD%27%20and%20street_type=%27AVE%27)",,,,,,"41.78630298503632","-87.6438995866107","POINT (-87.6438995866107 41.78630298503632)"
"5937 W LAWRENCE AVE","5937","W","LAWRENCE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=5937%20and%20direction=%27W%27%20and%20street_name=%27LAWRENCE%27%20and%20street_type=%27AVE%27)",,,,,,"41.96755701690844","-87.7762260885726","POINT (-87.7762260885726 41.96755701690844)"
"6019 S MAY ST","6019","S","MAY","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6019%20and%20direction=%27S%27%20and%20street_name=%27MAY%27%20and%20street_type=%27ST%27)",,,,,,"41.7844835233195","-87.65326467955268","POINT (-87.65326467955268 41.7844835233195)"
"6027 S MARSHFIELD AVE","6027","S","MARSHFIELD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6027%20and%20direction=%27S%27%20and%20street_name=%27MARSHFIELD%27%20and%20street_type=%27AVE%27)",,,,,,"41.784090443750856","-87.66539864015854","POINT (-87.66539864015854 41.784090443750856)"
"607 E SCOTT ST","607","E","SCOTT","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=607%20and%20direction=%27E%27%20and%20street_name=%27SCOTT%27%20and%20street_type=%27ST%27)",,,,,
"6100 W 63RD ST","6100","W","63RD","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6100%20and%20direction=%27W%27%20and%20street_name=%2763RD%27%20and%20street_type=%27ST%27)",,"41.777924983384366","-87.77400199872393","POINT (-87.77400199872393 41.777924983384366)"
"6114 S WESTERN AVE","6114","S","WESTERN","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6114%20and%20direction=%27S%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,,"41.78241276542124","-87.68387449120098","POINT (-87.68387449120098 41.78241276542124)"
"613 W 16TH PL","613","W","16TH","PL",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=613%20and%20direction=%27W%27%20and%20street_name=%2716TH%27%20and%20street_type=%27PL%27)",,,,,,
"617 N KEDZIE AVE","617","N","KEDZIE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=617%20and%20direction=%27N%27%20and%20street_name=%27KEDZIE%27%20and%20street_type=%27AVE%27)",,"41.892444031870745","-87.70631595338745","POINT (-87.70631595338745 41.892444031870745)"
"6214 S OAKLEY AVE","6214","S","OAKLEY","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6214%20and%20direction=%27S%27%20and%20street_name=%27OAKLEY%27%20and%20street_type=%27AVE%27)",,"41.78056357272587","-87.6812974676491","POINT (-87.6812974676491 41.78056357272587)"
"6250 N MILWAUKEE AVE","6250","N","MILWAUKEE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6250%20and%20direction=%27N%27%20and%20street_name=%27MILWAUKEE%27%20and%20street_type=%27AVE%27)",,"41.994927366020654","-87.78575902613285","POINT (-87.78575902613285 41.994927366020654)"
"6300 S WENTWORTH ","6300","S","WENTWORTH",,,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6300%20and%20direction=%27S%27%20and%20street_name=%27WENTWORTH%27%20and%20street_type%20IS%20NULL)",,"41.77990261343949","-87.6302938055562","POINT (-87.6302938055562 41.77990261343949)"
"6331 S MARSHFIELD AVE","6331","S","MARSHFIELD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=6331%20and%20direction=%27S%27%20and%20street_name=%27MARSHFIELD%27%20and%20street_type=%27AVE%27)",,,,,,"41.77851066454975","-87.66531432937799","POINT (-87.66531432937799 41.77851066454975)"
"6338 N LEAVITT ST","6338","N","LEAVITT","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6338%20and%20direction=%27N%27%20and%20street_name=%27LEAVITT%27%20and%20street_type=%27ST%27)",,"41.99713474817151","-87.68512782727586","POINT (-87.68512782727586 41.99713474817151)"
"635 W BARRY AVE","635","W","BARRY","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=635%20and%20direction=%27W%27%20and%20street_name=%27BARRY%27%20and%20street_type=%27AVE%27)",,"41.93777399004808","-87.64570127756615","POINT (-87.64570127756615 41.93777399004808)"
"640 E 61ST ST","640","E","61ST","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=640%20and%20direction=%27E%27%20and%20street_name=%2761ST%27%20and%20street_type=%27ST%27)",,,,,,"41.78410807620848","-87.60928505230335","POINT (-87.60928505230335 41.78410807620848)"
"6400 S HAYNES CT","6400","S","HAYNES","CT",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=6400%20and%20direction=%27S%27%20and%20street_name=%27HAYNES%27%20and%20street_type=%27CT%27)",,,,
"6418 S MARYLAND AVE","6418","S","MARYLAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=6418%20and%20direction=%27S%27%20and%20street_name=%27MARYLAND%27%20and%20street_type=%27AVE%27)",,,"41.77803751033187","-87.60479499747947","POINT (-87.60479499747947 41.77803751033187)"
"6434 S PEORIA ST","6434","S","PEORIA","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6434%20and%20direction=%27S%27%20and%20street_name=%27PEORIA%27%20and%20street_type=%27ST%27)",,,,"41.77684164005642","-87.64728784285366","POINT (-87.64728784285366 41.77684164005642)"
"6436 W 63RD ST","6436","W","63RD","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=6436%20and%20direction=%27W%27%20and%20street_name=%2763RD%27%20and%20street_type=%27ST%27)",,,,"41.77776333471599","-87.78271906959887","POINT (-87.78271906959887 41.77776333471599)"
"6445 N OLIPHANT AVE","6445","N","OLIPHANT","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=6445%20and%20direction=%27N%27%20and%20street_name=%27OLIPHANT%27%20and%20street_type=%27AVE%27)",,,,,,,"41.998101498591524","-87.82068459524382","POINT (-87.82068459524382 41.998101498591524)"
"65 W HARRISON ST","65","W","HARRISON","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=65%20and%20direction=%27W%27%20and%20street_name=%27HARRISON%27%20and%20street_type=%27ST%27)",,,,,,,"41.874421110906226","-87.62992573386842","POINT (-87.62992573386842 41.874421110906226)"
"654 N SPRINGFIELD AVE","654","N","SPRINGFIELD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=654%20and%20direction=%27N%27%20and%20street_name=%27SPRINGFIELD%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=654%20and%20direction=%27N%27%20and%20street_name=%27SPRINGFIELD%27%20and%20street_type=%27AVE%27)",,,,"41.893400957054446","-87.72372915527947","POINT (-87.72372915527947 41.893400957054446)"
