Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JB152500,01/01/2001 12:00:00 AM,050XX N ASHLAND AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2032,47,02,,,2001,,,
G055473,01/01/2001 12:00:00 AM,018XX N TALMAN AV,0820,THEFT,$500 AND UNDER,STREET,false,false,1421,,06,1158368,1912249,2001,41.914955409,-87.693605188,"(41.914955409, -87.693605188)"
G057402,01/01/2001 12:00:00 AM,034XX W ADAMS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1123,,11,1153613,1898824,2001,41.87821192,-87.711432075,"(41.87821192, -87.711432075)"
G061760,01/01/2001 12:00:00 AM,062XX N PULASKI RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,1711,,11,1148516,1941445,2001,41.995267432,-87.729044138,"(41.995267432, -87.729044138)"
G067736,01/01/2001 12:00:00 AM,012XX N SPRINGFIELD AV,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2535,,08A,1150113,1908050,2001,41.903597909,-87.724042825,"(41.903597909, -87.724042825)"
G000065,01/01/2001 12:00:00 AM,045XX N CLARENDON AV,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2313,,14,1170063,1930105,2001,41.963705611,-87.650116531,"(41.963705611, -87.650116531)"
G000355,01/01/2001 12:00:00 AM,026XX S INDIANA AV,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2112,,14,1178078,1886818,2001,41.844745115,-87.621968071,"(41.844745115, -87.621968071)"
G000610,01/01/2001 12:00:00 AM,036XX W 80 ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0834,,14,1153701,1851269,2001,41.747712773,-87.712370684,"(41.747712773, -87.712370684)"
G000070,01/01/2001 12:00:00 AM,109XX S LONGWOOD DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2212,,14,1165016,1832136,2001,41.694977232,-87.671447845,"(41.694977232, -87.671447845)"
G000802,01/01/2001 12:00:00 AM,0000X W ILLINOIS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,1831,,14,1176114,1903564,2001,41.890741624,-87.628671125,"(41.890741624, -87.628671125)"
G000300,01/01/2001 12:00:00 AM,020XX W COULTER ST,0810,THEFT,OVER $500,APARTMENT,false,false,1034,,06,1162946,1888131,2001,41.848678639,-87.677463341,"(41.848678639, -87.677463341)"
G000008,01/01/2001 12:00:00 AM,078XX S ESSEX AV,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0421,,08B,1194175,1853638,2001,41.753316255,-87.563985474,"(41.753316255, -87.563985474)"
G001121,01/01/2001 12:00:00 AM,061XX S WASHTENAW AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0825,,14,1159469,1863817,2001,41.782030175,-87.690891368,"(41.782030175, -87.690891368)"
G001433,01/01/2001 12:00:00 AM,022XX W LUNT AV,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,2411,,14,1159944,1946400,2001,42.008635121,-87.686868567,"(42.008635121, -87.686868567)"
G001704,01/01/2001 12:00:00 AM,0000X W WACKER DR,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0122,,06,1176294,1902094,2001,41.886703808,-87.628054456,"(41.886703808, -87.628054456)"
G002481,01/01/2001 12:00:00 AM,121XX S RACINE AV,0810,THEFT,OVER $500,RESIDENCE,false,false,0524,,06,1170487,1824179,2001,41.673024796,-87.651647315,"(41.673024796, -87.651647315)"
G002603,01/01/2001 12:00:00 AM,058XX S CARPENTER ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0712,,11,1170355,1865979,2001,41.787732833,-87.650917495,"(41.787732833, -87.650917495)"
G001591,01/01/2001 12:00:00 AM,003XX N LOREL AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1523,,14,1140613,1901619,2001,41.886130325,-87.75909702,"(41.886130325, -87.75909702)"
G000960,01/01/2001 12:00:00 AM,048XX W VAN BUREN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1533,,14,1144373,1897538,2001,41.874861694,-87.745391944,"(41.874861694, -87.745391944)"
G003384,01/01/2001 12:00:00 AM,060XX S RHODES AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0313,,06,1180924,1864799,2001,41.784258071,-87.612201911,"(41.784258071, -87.612201911)"
G000035,01/01/2001 12:00:00 AM,027XX W NELSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1411,,14,1157359,1920111,2001,41.936549915,-87.697097823,"(41.936549915, -87.697097823)"
G007383,01/01/2001 12:00:00 AM,041XX W 24 PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1013,,26,1149237,1887440,2001,41.84705874,-87.7277947,"(41.84705874, -87.7277947)"
G011348,01/01/2001 12:00:00 AM,124XX S STATE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,true,0532,,06,1178560,1822349,2001,41.66782394,-87.622155017,"(41.66782394, -87.622155017)"
G013841,01/01/2001 12:00:00 AM,019XX N HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1813,,14,1170614,1912940,2001,41.916592082,-87.648594807,"(41.916592082, -87.648594807)"
G003560,01/01/2001 12:00:00 AM,061XX S ARTESIAN AV,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0825,,14,1161130,1863925,2001,41.782292325,-87.684798685,"(41.782292325, -87.684798685)"
G016827,01/01/2001 12:00:00 AM,010XX N KEDVALE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,1111,,06,1148493,1906380,2001,41.899046677,-87.730036643,"(41.899046677, -87.730036643)"
G025242,01/01/2001 12:00:00 AM,061XX S COTTAGE GROVE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0313,,06,1182574,1864705,2001,41.783961993,-87.606155349,"(41.783961993, -87.606155349)"
G177707,01/01/2001 12:00:00 AM,062XX N LINCOLN AV,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,DEPARTMENT STORE,false,false,1711,,12,1152513,1941309,2001,41.994815901,-87.714344716,"(41.994815901, -87.714344716)"
G177802,01/01/2001 12:00:00 AM,010XX W GRANVILLE AV,0560,ASSAULT,SIMPLE,APARTMENT,false,true,2433,,08A,1168051,1941384,2001,41.994699275,-87.657186625,"(41.994699275, -87.657186625)"
G074247,01/01/2001 12:00:00 AM,003XX N MASON AV,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1512,,06,1136750,1901645,2001,41.886271732,-87.773282434,"(41.886271732, -87.773282434)"
G074254,01/01/2001 12:00:00 AM,003XX N MASON AV,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,1512,,06,1136750,1901645,2001,41.886271732,-87.773282434,"(41.886271732, -87.773282434)"
G083329,01/01/2001 12:00:00 AM,045XX S LAPORTE AV,0820,THEFT,$500 AND UNDER,STREET,false,false,0814,,06,1144078,1874147,2001,41.810679064,-87.747061323,"(41.810679064, -87.747061323)"
G106773,01/01/2001 12:00:00 AM,023XX W HURON ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESIDENCE,false,false,1313,,11,1160422,1904564,2001,41.893824874,-87.686272003,"(41.893824874, -87.686272003)"
G117094,01/01/2001 12:00:00 AM,084XX S PRAIRIE AV,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0632,,10,1179544,1849083,2001,41.741163326,-87.617740827,"(41.741163326, -87.617740827)"
G129824,01/01/2001 12:00:00 AM,051XX S KEDZIE AV,0820,THEFT,$500 AND UNDER,OTHER,false,false,0911,,06,1155955,1870337,2001,41.799993307,-87.703599627,"(41.799993307, -87.703599627)"
G156662,01/01/2001 12:00:00 AM,002XX E DELAWARE PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1833,,26,1178492,1906652,2001,41.899161316,-87.619843746,"(41.899161316, -87.619843746)"
G304691,01/01/2001 12:00:00 AM,018XX W 63 ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0714,,06,1164805,1862921,2001,41.779460368,-87.671353407,"(41.779460368, -87.671353407)"
G318460,01/01/2001 12:00:00 AM,052XX S BISHOP ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0933,,26,1167598,1869900,2001,41.798552125,-87.660913825,"(41.798552125, -87.660913825)"
G318546,01/01/2001 12:00:00 AM,117XX S ELIZABETH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0524,,26,1170074,1826684,2001,41.679907896,-87.65308654,"(41.679907896, -87.65308654)"
