Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
G331192,01/01/2001 12:00:00 AM,031XX N LAKE SHORE DR,0810,THEFT,OVER $500,APARTMENT,false,false,2332,,06,1173387,1921111,2001,41.938952432,-87.638163582,"(41.938952432, -87.638163582)"
JB240630,01/01/2001 12:00:00 AM,038XX W 62ND ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,OTHER,false,false,0823,23,11,,,2001,,,
G387812,01/01/2001 12:00:00 AM,062XX S HONORE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0714,,06,1165053,1863171,2001,41.780141158,-87.670437143,"(41.780141158, -87.670437143)"
G268785,01/01/2001 12:00:00 AM,080XX S CHAMPLAIN AV,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0631,,06,1182001,1851822,2001,41.748623027,-87.608654109,"(41.748623027, -87.608654109)"
G287406,01/01/2001 12:00:00 AM,100XX W OHARE ST,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,AIRPORT/AIRCRAFT,true,false,1651,,12,1100635,1934208,2001,41.976200173,-87.905312411,"(41.976200173, -87.905312411)"
G485012,01/01/2001 12:00:00 AM,063XX S CENTRAL AV,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,false,false,0813,,26,1140208,1862044,2001,41.777537944,-87.761551613,"(41.777537944, -87.761551613)"
G496368,01/01/2001 12:00:00 AM,017XX W BARRY AV,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1931,,26,1164115,1920666,2001,41.937932595,-87.672253021,"(41.937932595, -87.672253021)"
G525288,01/01/2001 12:00:00 AM,004XX E 32 ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2122,,06,1179454,1883820,2001,41.836487007,-87.617010173,"(41.836487007, -87.617010173)"
G437744,01/01/2001 12:00:00 AM,031XX N SEMINARY AV,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1932,,06,1168442,1920901,2001,41.938484782,-87.656343697,"(41.938484782, -87.656343697)"
G650095,01/01/2001 12:00:00 AM,043XX N KENMORE AV,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2322,,06,1168431,1928861,2001,41.960327584,-87.65615298,"(41.960327584, -87.65615298)"
G681852,01/01/2001 12:00:00 AM,010XX N LAWNDALE AV,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,1112,,06,1151475,1906921,2001,41.900473169,-87.719069548,"(41.900473169, -87.719069548)"
G602154,01/01/2001 12:00:00 AM,042XX W 25 PL,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,OTHER,false,false,1013,,20,1148584,1886677,2001,41.844977579,-87.730210891,"(41.844977579, -87.730210891)"
G600951,01/01/2001 12:00:00 AM,105XX S PARNELL AV,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2233,,26,1174535,1835045,2001,41.702753949,-87.636509707,"(41.702753949, -87.636509707)"
G777241,01/01/2001 12:00:00 AM,103XX S SANGAMON ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2232,,20,1171848,1836249,2001,41.706117148,-87.646313643,"(41.706117148, -87.646313643)"
HH110686,01/01/2001 12:00:00 AM,062XX S MASON AV,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,0812,,06,1137865,1862231,2001,41.778093536,-87.770136754,"(41.778093536, -87.770136754)"
HH161620,01/01/2001 12:00:00 AM,057XX N SHERIDAN RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2022,,06,1168626,1938660,2001,41.987212087,-87.655150872,"(41.987212087, -87.655150872)"
HH368190,01/01/2001 12:00:00 AM,060XX W ARDMORE AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1622,45,02,1135010,1938218,2001,41.986663058,-87.778803492,"(41.986663058, -87.778803492)"
HH251439,01/01/2001 12:00:00 AM,001XX E 118 PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0532,,06,1179480,1826388,2001,41.678886683,-87.618665456,"(41.678886683, -87.618665456)"
HH255337,01/01/2001 12:00:00 AM,052XX S MAPLEWOOD AV,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,true,false,0911,,02,1160226,1869554,2001,41.797757721,-87.6879581,"(41.797757721, -87.6879581)"
HH560602,01/01/2001 12:00:00 AM,077XX S GREENWOOD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0624,8,20,1184849,1854098,2001,41.754802305,-87.598146873,"(41.754802305, -87.598146873)"
HH559258,01/01/2001 12:00:00 AM,048XX S DAMEN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0915,20,06,1163795,1872698,2001,41.806310965,-87.674781621,"(41.806310965, -87.674781621)"
G295358,01/01/2001 12:00:00 AM,100XX W OHARE FIELD,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,AIRPORT/AIRCRAFT,true,false,1651,,12,,,2001,,,
HH655999,01/01/2001 12:00:00 AM,044XX S CALIFORNIA AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0912,12,06,1158408,1874895,2001,41.812451386,-87.694479455,"(41.812451386, -87.694479455)"
HH691178,01/01/2001 12:00:00 AM,043XX S CAMPBELL AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,false,false,0914,12,11,1160452,1875882,2001,41.815117893,-87.686954793,"(41.815117893, -87.686954793)"
HH749904,01/01/2001 12:00:00 AM,095XX S WESTERN AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,false,false,2213,19,10,1162090,1841396,2001,41.720449455,-87.681904417,"(41.720449455, -87.681904417)"
HJ147906,01/01/2001 12:00:00 AM,020XX N CLARK ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,false,false,1814,43,06,1173925,1913900,2001,41.919153179,-87.636401731,"(41.919153179, -87.636401731)"
HH766202,01/01/2001 12:00:00 AM,049XX S WOODLAWN AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,2124,4,06,1185031,1872477,2001,41.805231607,-87.596903083,"(41.805231607, -87.596903083)"
HJ215839,01/01/2001 12:00:00 AM,033XX W 62ND ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0823,15,06,1154972,1863271,2001,41.780622885,-87.707393268,"(41.780622885, -87.707393268)"
HJ220522,01/01/2001 12:00:00 AM,071XX N PAULINA ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2423,49,20,1163844,1947579,2001,42.011788612,-87.672485973,"(42.011788612, -87.672485973)"
HJ222971,01/01/2001 12:00:00 AM,022XX S CENTRAL PARK AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1013,22,02,1152685,1888677,2001,41.850385805,-87.715107802,"(41.850385805, -87.715107802)"
HJ226442,01/01/2001 12:00:00 AM,024XX N MARMORA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,2515,30,20,1136692,1915585,2001,41.924525836,-87.773161135,"(41.924525836, -87.773161135)"
HJ293653,01/01/2001 12:00:00 AM,048XX S MAY ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0921,20,17,1169438,1872428,2001,41.80544954,-87.654092913,"(41.80544954, -87.654092913)"
HJ347945,01/01/2001 12:00:00 AM,058XX W DIVISION ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,1511,29,20,1137142,1907358,2001,41.9019419,-87.771705566,"(41.9019419, -87.771705566)"
HJ380339,01/01/2001 12:00:00 AM,039XX N MOZART ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,true,false,1733,33,02,1156711,1926359,2001,41.953708013,-87.699309457,"(41.953708013, -87.699309457)"
HJ385820,01/01/2001 12:00:00 AM,007XX S ST LOUIS AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,true,false,1133,24,20,1153197,1896571,2001,41.872037709,-87.713019328,"(41.872037709, -87.713019328)"
HJ564020,01/01/2001 12:00:00 AM,033XX W 64TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0823,15,06,1155377,1862028,2001,41.777203808,-87.705941698,"(41.777203808, -87.705941698)"
HJ560176,01/01/2001 12:00:00 AM,087XX S ELIZABETH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2222,21,06,1169564,1846653,2001,41.734716977,-87.654377051,"(41.734716977, -87.654377051)"
HJ515991,01/01/2001 12:00:00 AM,049XX S STATE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,false,false,0231,3,02,1177075,1872033,2001,41.804196589,-87.626095537,"(41.804196589, -87.626095537)"
HJ832911,01/01/2001 12:00:00 AM,074XX S SOUTH SHORE DR,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,false,true,0334,7,20,1195660,1856699,2001,41.761679294,-87.55844258,"(41.761679294, -87.55844258)"
HJ677840,01/01/2001 12:00:00 AM,045XX N MC VICKER AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1622,38,06,1135231,1929683,2001,41.96323831,-87.778194071,"(41.96323831, -87.778194071)"
HK164212,01/01/2001 12:00:00 AM,042XX W CONGRESS PKWY,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1132,24,06,1147877,1897385,2001,41.874375259,-87.732530526,"(41.874375259, -87.732530526)"
HK185693,01/01/2001 12:00:00 AM,078XX S LANGLEY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0624,6,06,1182216,1853077,2001,41.752061911,-87.607827503,"(41.752061911, -87.607827503)"
HK185974,01/01/2001 12:00:00 AM,010XX N HERMITAGE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1322,1,06,1164564,1907493,2001,41.901775541,-87.67097679,"(41.901775541, -87.67097679)"
HK188293,01/01/2001 12:00:00 AM,013XX W 100TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,2213,21,06,1169438,1838191,2001,41.71149872,-87.65508291,"(41.71149872, -87.65508291)"
HK189377,01/01/2001 12:00:00 AM,086XX S DAMEN AVE,1720,OFFENSE INVOLVING CHILDREN,CONTRIBUTE DELINQUENCY OF A CHILD,RESIDENCE,false,false,0614,18,20,1164559,1847620,2001,41.737477456,-87.672686062,"(41.737477456, -87.672686062)"
HK230896,01/01/2001 12:00:00 AM,088XX S BEVERLY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,false,false,2221,21,06,1165327,1845835,2001,41.732562934,-87.669922721,"(41.732562934, -87.669922721)"
HK408994,01/01/2001 12:00:00 AM,059XX N CLARK ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2012,40,02,1164565,1939287,2001,41.989019862,-87.67006944,"(41.989019862, -87.67006944)"
HK299011,01/01/2001 12:00:00 AM,076XX S EMERALD AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,0621,17,06,1172658,1854465,2001,41.756086589,-87.642812325,"(41.756086589, -87.642812325)"
HK563568,01/01/2001 12:00:00 AM,012XX W 49TH PL,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,RESIDENCE,true,false,0933,16,02,1168563,1871987,2001,41.804258318,-87.65731478,"(41.804258318, -87.65731478)"
HK499762,01/01/2001 12:00:00 AM,081XX S COLES AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0422,7,17,1198282,1851263,2001,41.746697322,-87.549014535,"(41.746697322, -87.549014535)"
HK577780,01/01/2001 12:00:00 AM,072XX S WENTWORTH AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0731,17,06,1176167,1857164,2001,41.763414952,-87.629871775,"(41.763414952, -87.629871775)"
HK655695,01/01/2001 12:00:00 AM,023XX S SAWYER AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1024,24,06,1155111,1887951,2001,41.848345304,-87.706223356,"(41.848345304, -87.706223356)"
HK830095,01/01/2001 12:00:00 AM,071XX S UNION AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0732,6,06,1172939,1857735,2001,41.765053677,-87.641686171,"(41.765053677, -87.641686171)"
HK760148,01/01/2001 12:00:00 AM,054XX S DREXEL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2131,5,06,1183119,1869343,2001,41.796676399,-87.604012947,"(41.796676399, -87.604012947)"
HL335382,01/01/2001 12:00:00 AM,021XX N LARAMIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,2522,37,06,1141402,1914068,2001,41.92027729,-87.755891867,"(41.92027729, -87.755891867)"
HL355644,01/01/2001 12:00:00 AM,035XX S DR MARTIN LUTHER KING JR DR,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,SIDEWALK,false,false,0211,4,02,1179347,1881844,2001,41.831067166,-87.617463217,"(41.831067166, -87.617463217)"
HL195515,01/01/2001 12:00:00 AM,032XX W AUGUSTA BLVD,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1121,26,06,1154614,1906513,2001,41.899291325,-87.70755072,"(41.899291325, -87.70755072)"
HL224755,01/01/2001 12:00:00 AM,057XX S INDIANA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,0233,20,06,1178616,1867057,2001,41.790507049,-87.620595237,"(41.790507049, -87.620595237)"
HL259842,01/01/2001 12:00:00 AM,036XX S HERMITAGE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0922,11,06,1165325,1880349,2001,41.827273854,-87.668953146,"(41.827273854, -87.668953146)"
HL260107,01/01/2001 12:00:00 AM,009XX S BELL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1224,25,26,1161571,1895713,2001,41.8695131,-87.682298704,"(41.8695131, -87.682298704)"
HL265830,01/01/2001 12:00:00 AM,113XX S HARVARD AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0522,34,06,1175936,1829795,2001,41.68831595,-87.631536251,"(41.68831595, -87.631536251)"
HL280962,01/01/2001 12:00:00 AM,089XX S BRANDON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0424,10,06,1198833,1846473,2001,41.733539408,-87.547155925,"(41.733539408, -87.547155925)"
HL415251,01/01/2001 12:00:00 AM,098XX S DR MARTIN LUTHER KING JR DR,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,0511,6,02,1180604,1839894,2001,41.715923338,-87.614138393,"(41.715923338, -87.614138393)"
HL476247,01/01/2001 12:00:00 AM,064XX S CAMPBELL AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,0825,15,20,1160770,1862000,2001,41.777017302,-87.686171667,"(41.777017302, -87.686171667)"
HL493872,01/01/2001 12:00:00 AM,014XX S TRUMBULL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1021,24,06,1153638,1892980,2001,41.862174853,-87.711495725,"(41.862174853, -87.711495725)"
HL648777,01/01/2001 12:00:00 AM,004XX W 126TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0523,9,06,1175398,1821071,2001,41.664387922,-87.633765126,"(41.664387922, -87.633765126)"
HL717150,01/01/2001 12:00:00 AM,056XX S WOLCOTT AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0715,15,06,1164699,1866938,2001,41.790485769,-87.671628682,"(41.790485769, -87.671628682)"
HL802696,01/01/2001 12:00:00 AM,016XX E 79TH ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0411,8,10,1188356,1852965,2001,41.751610292,-87.585331018,"(41.751610292, -87.585331018)"
HM236112,01/01/2001 12:00:00 AM,069XX S LOWE AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,OTHER,false,false,0732,6,06,1173205,1858851,2001,41.768110241,-87.640678266,"(41.768110241, -87.640678266)"
HM153772,01/01/2001 12:00:00 AM,031XX W WABANSIA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1421,26,06,1155175,1911091,2001,41.911842515,-87.705367074,"(41.911842515, -87.705367074)"
HM414773,01/01/2001 12:00:00 AM,055XX S TRIPP AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,true,false,0813,13,02,1149024,1867199,2001,41.791518681,-87.729098793,"(41.791518681, -87.729098793)"
HM417252,01/01/2001 12:00:00 AM,032XX S OAKLEY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,0913,12,06,1161574,1882962,2001,41.834522994,-87.682642417,"(41.834522994, -87.682642417)"
HM440784,01/01/2001 12:00:00 AM,022XX W 80TH ST,0842,THEFT,AGG: FINANCIAL ID THEFT,OTHER,false,false,0835,18,06,1162750,1851604,2001,41.748448075,-87.679202816,"(41.748448075, -87.679202816)"
HM344783,01/01/2001 12:00:00 AM,073XX N HOYNE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,2424,49,06,1160933,1948828,2001,42.015277064,-87.683161926,"(42.015277064, -87.683161926)"
