Loan Date,Lender,Block,Street Direction,Street Name,Street Type,City,State,Zip,Ward,Industry,Location,Historical Wards 2003-2015,Wards,Community Areas,Zip Codes,Census Tracts
03/11/2013,Accion,039XX,N,Seeley,Avenue,Chicago,IL,60618,47,Arts/Crafts Production,"(41.95382, -87.680104)",13,18,46,21538,613
02/16/2016,Accion,057XX,N,Winthrop,Avenue,Chicago,IL,60660,48,Arts/Crafts Production,"(41.986987, -87.658267)",40,16,76,4451,144
10/23/2015,CNI,019XX,W,87th,Street,Chicago,IL,60620,20,Professional/Off Svc,"(41.735767, -87.672396)",6,13,70,21554,532
07/17/2015,Accion,016XX,W,21st ,Street,Chicago,IL,60608,25,"Fashion, jewelry, art and sewing/ jewelry classes","(41.854223, -87.668174)",8,26,33,14920,343
08/07/2015,WBDC,003XX,W,18th,Street,Chicago,IL,60616,25,Construction/Repair,"(41.857814, -87.636747)",8,26,29,21194,97
05/31/2013,Accion,032XX,W.,84th,Street,Chicago,IL,60652,18,Other Services,"(41.740745, -87.70416)",6,30,69,4300,198
04/04/2014,CNI,045XX,S,Greenwood,Avenue,Chicago,IL,60653,4,Other Services,"(41.811751, -87.599458)",1,10,5,4301,395
07/10/2013,Accion,075XX,S,Clyde,Avenue,Chicago,IL,60649,8,Professional/Off Svc,"(41.757403, -87.573811)",9,35,39,22538,420
08/30/2013,Accion,017XX,N,Mason,Street,Chicago,IL,60639,29,Food/Beverage,"(41.912598, -87.774226)",52,7,26,22615,597
06/04/2015,WBDC,008XX,W,63rd,Street,Chicago,IL,60621,20,,"(41.779827, -87.646903)",19,2,66,21559,22
11/13/2014,Accion,025XX,W,Lawrence,Avenue,Chicago,IL,60625,40,Food/Beverage,"(41.968686, -87.69337)",13,24,6,21849,28
07/28/2014,Accion,059XX,S,Michigan,Avenue,Chicago,IL,60637,20,Construction/Repair,"(41.7859, -87.622384)",53,4,7,22260,164
03/21/2013,Accion,026XX,W,Toughy,Avenue,Chicago,IL,60645,50,Medical Services,"(42.012242, -87.697009)",42,27,20,22528,359
12/10/2012,Accion,030XX,N,Lincoln,Avenue,Chicago,IL,60657,32,Retail Stores,"(41.937149, -87.665352)",16,40,57,4449,712
07/16/2013,Accion,023XX,N,Milwaukee,Avenue,Chicago,IL,60647,1,Food/Beverage,"(41.923834, -87.6991)",15,41,23,22535,322
11/14/2013,Accion,016XX,W,21st ,Street,Chicago,IL,60608,25,Retail Stores,"(41.854223, -87.668174)",8,26,33,14920,343
03/29/2013,Accion,022XX,N,Menard,Street,Chicago,IL,60639,36,Food/Beverage,"(41.921776, -87.770924)",4,44,19,22615,57
07/29/2013,Accion,010XX,E,76th,Street,Chicago,IL,60619,8,Beauty/Salon Services,"(41.757054, -87.59882)",9,35,67,21546,497
09/10/2015,CNI,106XX,S,Yates,Avenue,Chicago,IL,60617,41,Other Services,"(41.701272, -87.564136)",47,37,48,21202,174
06/30/2014,Accion,038XX,W,Chicago,Avenue,Chicago,IL,60651,37,Professional/Off Svc,"(41.895503, -87.723239)",41,45,24,4299,456
06/26/2013,WBDC,033XX,W,Foster,Avenue,Chicago,IL,60625,39,Retail Sales - Other,"(41.975806, -87.713183)",28,38,13,21849,167
04/01/2015,CNI,077XX,S,Calumet,Avenue,Chicago,IL,60619,6,Other Services - Childcare,"(41.753228, -87.616736)",31,32,67,21546,475
12/16/2013,Accion,034XX,W,Armitage,Avenue,Chicago,IL,60647,26,Retail Sales - Other,"(41.917435, -87.713445)",10,49,23,22535,321
02/23/2015,Accion,034XX,N,Pulaski,Avenue,Chicago,IL,60641,30,Restaurant - Full Service,"(41.944183, -87.727479)",27,21,16,22618,329
07/15/2015,CNI,017XX,E,92nd,Street,Chicago,IL,60617,7,Other Services,"(41.72798, -87.580634)",9,35,44,21202,492
12/12/2014,Accion,000XX,N,LaSalle,Street,Chicago,IL,60602,42,Professional/Off Svc,"(41.883173, -87.632553)",22,36,38,14310,92
04/15/2013,CNI,016XX,E,87th,Street,Chicago,IL,60619,8,Professional/Off Svc,"(41.737058, -87.583181)",9,35,41,21202,431
05/25/2013,CNI,021XX,W,Division,Street,Chicago,IL,60647,32,Retail Sales - Other,"(41.903223, -87.681718)",16,11,25,21560,517
10/04/2013,WBDC,081XX,S,Langley,St,Chicago,IL,60619,6,Education,"(41.746075, -87.607663)",31,32,40,21546,11
03/09/2015,CNI,077XX,S,Albany,Avenue,Chicago,IL,60652,18,Other Services -Childcare,"(41.752004, -87.700162)",6,30,69,4300,498
10/20/2012,Accion,048XX,S,Michigan,Avenue,Chicago,IL,60615,3,Professional/Off Svc,"(41.805961, -87.622896)",12,9,4,21192,448
12/04/2012,CNI,016XX,W,87th,Street,Chicago,IL,60620,21,Retail Sales - Other,"(41.735873, -87.665125)",6,13,70,21554,532
02/16/2016,CNI,092XX,S,Commercial, Avenue ,Chicago,IL,60617,7,Transportation,"(41.726813, -87.551329)",47,47,44,21202,493
09/16/2014,CNI,081XX,S,Cornell,Avenue,Chicago,IL,60617,8,Construction,"(41.74669, -87.584328)",9,35,41,21202,431
11/18/2014,CNI,001XX,E,83rd,Street,Chicago,IL,60619,6,Service,"(41.74384, -87.619654)",31,32,40,21546,406
06/18/2014,WBDC,043XX,W,Fullerton,Avenue,Chicago,IL,60639,31,Professional/Off Svc,"(41.924479, -87.736194)",7,17,21,22615,439
04/01/2013,Accion,000XX,E,Jackson,Boulevard,Chicago ,IL,60604,42,Other Services,"(41.878363, -87.62579)",22,36,38,14912,367
10/09/2015,CNI,015XX,E,53rd ,Street,Chicago,IL,60615,5,Retail Sales - Other,"(41.799675, -87.587171)",1,10,8,21192,405
07/15/2015,CNI,028XX,E,79th,Street,Chicago,IL,60649,27,Other Services,"(41.751994, -87.554961)",43,37,39,22538,246
01/11/2013,CNI,108XX,S,Langley,Avenue,Chicago,IL,60628,9,Transportation,"(41.696426, -87.606215)",30,43,47,21861,254
11/08/2013,WBDC,044XX,N,Ravenswood,Avenue,Chicago,IL,60640,47,Medical Services,"(41.96302, -87.674712)",13,18,6,22616,225
01/29/2016,Accion,005XX,N,Michigan,Avenue,Chicago,IL,60611,42,Retail Sales - Other,"(41.892511, -87.624331)",22,36,37,21182,626
02/23/2015,CNI,112XX,S,Saint Lawrence,Avenue,Chicago,IL,60628,9,Food/Beverage,"(41.689529, -87.608493)",30,43,47,21861,601
03/29/2013,Accion,017XX,W,79th,Street,Chicago,IL,60620,17,Food/Beverage,"(41.750407, -87.667898)",17,31,70,21554,573
06/30/2014,Accion,016XX,W,21st ,Street,Chicago,IL,60608,25,Retail Stores,"(41.854223, -87.668174)",8,26,33,14920,343
11/10/2012,Accion,002XX,W,Eugenie,Street,Chicago,IL,60614,2,Food/Beverage,"(41.912962, -87.636673)",51,34,68,21190,271
01/30/2014,Accion,068XX,S.,Pulaski,Avenue,Chicago,IL,60629,13,Retail Sales - Other,"(41.768014, -87.722639)",23,15,63,21867,318
02/10/2016,CNI,040XX,S,Lake , Park ,Chicago,IL,60653,5,Manufacturing,"(41.821064, -87.601609)",1,10,2,4301,220
03/19/2013,Accion,036XX,N,Narragansett,Avenue,Chicago,IL,60634,36,Other Services,"(41.947201, -87.786459)",25,19,17,22254,444
04/25/2014,CNI,022XX,S,Michigan,Avenue,Chicago,IL,60616,2,Professional/Off Svc,"(41.851417, -87.623913)",48,9,34,21194,193
09/15/2014,CNI,003XX,E,Ohio,Street,Chicago,IL,60611,42,Real Estate Consultant,"(41.892742, -87.618288)",22,36,37,21182,159
11/10/2012,Accion,036XX,S,Canal,Street,Chicago,IL,60609,11,Clothing/Material Production,"(41.827516, -87.637921)",26,48,58,14924,223
12/10/2012,Accion,087XX,S,Racine,Avenue,Chicago,IL,60620,21,Retail Sales - Other,"(41.734425, -87.653443)",18,13,70,21554,533
05/09/2013,Accion,063XX,S.,Kolin,Avenue,Chicago,IL,60629,13,Construction/Repair,"(41.777017, -87.73141)",23,15,63,21867,6
12/20/2012,Accion,013XX,N,Paulina,Street,Chicago,IL,60622,1,Arts/Crafts Production,"(41.906544, -87.670165)",24,41,25,21560,482
05/22/2014,Accion,064XX,S,Pulaski,Avenue,Chicago,IL,60629,13,Food/Beverage,"(41.775287, -87.722819)",23,15,63,21867,6
07/02/2014,Accion,063XX,W,Cuyler,Avenue,Chicago,IL,60634,38,Food/Beverage,"(41.953949, -87.786167)",25,19,15,22254,131
