"loan_date","lender","block","street_direction","street_name","street_type","city","state","zip","ward","industry","latitude","longitude","location"
"2013-04-24T00:00:00.000","Accion","030XX","N","Central","Park","Chicago","IL","60618","35","Other Services","41.936721765","-87.717464528","(41.936722, -87.717465)"
"2013-04-24T00:00:00.000","Accion","040XX","N","Drake","Avenue","Chicago","IL","60618","35","Other Services","41.955304751","-87.716779636","(41.955305, -87.71678)"
"2013-04-26T00:00:00.000","Accion","011XX","W","111th","Street","Chicago","IL","60643","34","Food/Beverage","41.692353493","-87.651688246","(41.692353, -87.651688)"
"2013-04-26T00:00:00.000","Accion","020XX","N","Seminary","Avenue","Chicago","IL","60614","43","Wholesale","41.91956724","-87.655989859","(41.919567, -87.65599)"
"2013-04-27T00:00:00.000","Accion","092XX","S","Anthony","Avenue","Chicago","IL","60617","10","Day Care","41.726626307","-87.554414097","(41.726626, -87.554414)"
"2013-04-29T00:00:00.000","Accion","002XX","W","St. Paul","Street","Chicago","IL","60614","43","Professional/Off Svc","41.913707771","-87.636695887","(41.913708, -87.636696)"
"2013-04-30T00:00:00.000","Accion","017XX","N","Western","Avenue","Chicago","IL","60645","1","Day Care","41.913605732","-87.687454197","(41.913606, -87.687454)"
"2013-05-02T00:00:00.000","CNI","000XX","E","Washington","Street","Chicago","IL","60602","42","Professional/Off Svc","41.883330907","-87.62603979","(41.883331, -87.62604)"
"2013-05-06T00:00:00.000","Accion","011XX","W","Chicago","Avenue","Chicago","IL","60642","27","Food/Beverage","41.896342858","-87.657211671","(41.896343, -87.657212)"
"2013-05-07T00:00:00.000","Accion","093XX","S","Halsted","Street","Chicago","IL","60620","21","Beauty/Salon Services","41.72357081","-87.643414424","(41.723571, -87.643414)"
"2013-05-09T00:00:00.000","Accion","063XX","S.","Kolin","Avenue","Chicago","IL","60629","13","Construction/Repair","41.777016532","-87.731410259","(41.777017, -87.73141)"
"2013-05-10T00:00:00.000","Accion","009XX","E","47th","Street","Chicago","IL","60653","4","Beauty/Salon Services","41.809696835","-87.601757992","(41.809697, -87.601758)"
"2013-05-13T00:00:00.000","Accion","002XX","N","Pulaski","Avenue","Chicago","IL","60624","28","Food/Beverage","41.884873046","-87.725935624","(41.884873, -87.725936)"
"2013-05-18T00:00:00.000","Accion","040XX","S","Kedzie","Avenue","Chicago","IL","60632","12","Food/Beverage","41.819318843","-87.704557578","(41.819319, -87.704558)"
"2013-05-20T00:00:00.000","Accion","006XX","N","Milwaukee","Avenue","Chicago","IL","60642","27","Clothing/Material Production","41.893222744","-87.650960012","(41.893223, -87.65096)"
"2013-05-23T00:00:00.000","Accion","038XX","W","Chicago","Avenue","Chicago","IL","60651","37","Professional/Off Svc","41.895502619","-87.723239039","(41.895503, -87.723239)"
"2013-05-25T00:00:00.000","CNI","021XX","W","Division","Street","Chicago","IL","60647","32","Retail Sales - Other","41.903222949","-87.681718412","(41.903223, -87.681718)"
"2013-05-25T00:00:00.000","CNI","045XX","S","St Lawrence","Street","Chicago","IL","60653","3","Construction/Repair","41.811593819","-87.611651694","(41.811594, -87.611652)"
"2013-05-29T00:00:00.000","Accion","015XX","W","Victoria","Street","Chicago","IL","60660","48","Wholesale","41.987249381","-87.669538843","(41.987249, -87.669539)"
"2013-05-30T00:00:00.000","CNI","000XX","W","Polk","Street","Chicago","IL","60605","2","Transportation","41.872386434","-87.629583433","(41.872386, -87.629583)"
"2013-05-30T00:00:00.000","CNI","005XX","E","61st","Street","Chicago","IL","60637","20","Other Services","41.784071842","-87.611277409","(41.784072, -87.611277)"
"2013-05-30T00:00:00.000","CNI","039XX","W","87th","Street","Chicago","IL","60652","18","Transportation","41.734977335","-87.720972482","(41.734977, -87.720972)"
"2013-05-30T00:00:00.000","CNI","048XX","S","Forestville","Avenue","Chicago","IL","60615","4","Education","41.806118546","-87.612741496","(41.806119, -87.612741)"
"2013-05-31T00:00:00.000","Accion","032XX","W.","84th","Street","Chicago","IL","60652","18","Other Services","41.740745482","-87.704159892","(41.740745, -87.70416)"
"2013-05-31T00:00:00.000","Accion","043XX","N","Lincoln","Avenue","Chicago","IL","60618","47","Medical Services","41.9611988","-87.683869818","(41.961199, -87.68387)"
"2013-06-10T00:00:00.000","WBDC","014XX","N","Ashland","Avenue","Chicago","IL","60622","1","Professional/Off Svc","41.908377716","-87.667773189","(41.908378, -87.667773)"
"2013-06-12T00:00:00.000","WBDC","007XX","N","Sacramento","Street","Chicago","IL","60612","27","Other Services","41.895305694","-87.702341905","(41.895306, -87.702342)"
"2013-06-14T00:00:00.000","Accion","017XX","W","Chicago","Avenue","Chicago","IL","60622","1","Other Services","41.896110115","-87.671694946","(41.89611, -87.671695)"
"2013-06-25T00:00:00.000","WBDC","003XX","W","18th","Street","Chicago","IL","60616","25","Retail Sales - Other","41.857814473","-87.636746844","(41.857814, -87.636747)"
"2013-06-26T00:00:00.000","WBDC","033XX","W","Foster","Avenue","Chicago","IL","60625","39","Retail Sales - Other","41.975806213","-87.713183389","(41.975806, -87.713183)"
"2013-06-28T00:00:00.000","Accion","007XX","N","Austin","Avenue","Chicago","IL","60644","29","Medical Services","41.894322521","-87.775263449","(41.894323, -87.775263)"
"2013-07-03T00:00:00.000","CNI","034XX","W","76th","Place","Chicago","IL","60652","18","Construction/Repair","41.754695049","-87.709448594","(41.754695, -87.709449)"
"2013-07-10T00:00:00.000","Accion","075XX","S","Clyde","Avenue","Chicago","IL","60649","8","Professional/Off Svc","41.757403429","-87.573811245","(41.757403, -87.573811)"
"2013-07-15T00:00:00.000","WBDC","003XX","W","18th","Street","Chicago","IL","60616","25","Construction/Repair","41.857814473","-87.636746844","(41.857814, -87.636747)"
"2013-07-16T00:00:00.000","Accion","023XX","N","Milwaukee","Avenue","Chicago","IL","60647","1","Food/Beverage","41.92383417","-87.699100155","(41.923834, -87.6991)"
"2013-07-23T00:00:00.000","WBDC","054XX","W","Devon","Avenue","Chicago","IL","60646","39","Day Care","41.997458858","-87.765754186","(41.997459, -87.765754)"
"2013-07-29T00:00:00.000","Accion","010XX","E","76th","Street","Chicago","IL","60619","8","Beauty/Salon Services","41.75705433","-87.598819545","(41.757054, -87.59882)"
"2013-08-05T00:00:00.000","CNI","009XX","W","Washington","Street","Chicago","IL","60607","27","Other Services","41.883179433","-87.651753296","(41.883179, -87.651753)"
"2013-08-05T00:00:00.000","CNI","009XX","W","Washington","Street","Chicago","IL","60607","27","Construction/Repair","41.883179433","-87.651753296","(41.883179, -87.651753)"
"2013-08-05T00:00:00.000","CNI","009XX","W","Washington","Street","Chicago","IL","60607","27","Other Services","41.883179433","-87.651753296","(41.883179, -87.651753)"
"2013-08-08T00:00:00.000","WBDC","010XX","S","Western","Avenue","Chicago","IL","60612","25","Retail Sales - Other","41.868456183","-87.686235717","(41.868456, -87.686236)"
"2013-08-13T00:00:00.000","CNI","108XX","S","King Drive","Avenue","Chicago","IL","60628","9","Food/Beverage",,,
"2013-08-16T00:00:00.000","CNI","028XX","E","79th","Street","Chicago","IL","60649","7","Other Services","41.751993753","-87.554961229","(41.751994, -87.554961)"
"2013-08-21T00:00:00.000","Accion","033XX","N","Paulina","Street","Chicago","IL","60626","47","Professional/Off Svc","41.942987046","-87.671331836","(41.942987, -87.671332)"
"2013-08-25T00:00:00.000","Accion","033XX","N","Oleander","St.","Chicago","IL","60634","29","Construction/Repair","41.94107163","-87.815556357","(41.941072, -87.815556)"
"2013-08-28T00:00:00.000","Accion","045XX","W","Irving Pk.","Rd.","Chicago","IL","60657","45","Retail Sales - Other","41.953583501","-87.742578071","(41.953584, -87.742578)"
"2013-08-28T00:00:00.000","WBDC","064XX","S","Washtenaw","Avenue","Chicago","IL","60629","15","Transportation","41.77572258","-87.691015878","(41.775723, -87.691016)"
"2013-08-30T00:00:00.000","Accion","004XX","E","Randolph","Street","Chicago","IL","60601","42","Auto/Vehicle","41.884483688","-87.615456174","(41.884484, -87.615456)"
"2013-08-30T00:00:00.000","Accion","017XX","N","Mason","Street","Chicago","IL","60639","29","Food/Beverage","41.912597808","-87.774226348","(41.912598, -87.774226)"
"2013-08-30T00:00:00.000","Accion","030XX","N","Lincoln","Avenue","Chicago","IL","60641","47","Retail Sales - Other","41.937149264","-87.665352278","(41.937149, -87.665352)"
"2013-08-30T00:00:00.000","Accion","041XX","W","81st","Street","Chicago","IL","60652","18","Professional/Off Svc","41.745819843","-87.726010365","(41.74582, -87.72601)"
"2013-09-06T00:00:00.000","Accion","101XX","S","S","Lafayette","Chicago","IL","60628","9","Construction/Repair",,,
"2013-09-12T00:00:00.000","CNI","117XX","S","Elizabeth","Street","Chicago","IL","60628","34","Construction/Repair","41.67980097","-87.653079115","(41.679801, -87.653079)"
"2013-09-18T00:00:00.000","WBDC","019XX","W","87th","Street","Chicago","IL","60620","18","Professional/Off Svc","41.735766874","-87.672396457","(41.735767, -87.672396)"
"2013-09-19T00:00:00.000","WBDC","043XX","W","Fullerton","Avenue","Chicago","IL","60639","31","Professional/Off Svc","41.924479361","-87.736194413","(41.924479, -87.736194)"
"2013-10-02T00:00:00.000","WBDC","053XX","S","Hyde Park","Boulevard","Chicago","IL ","60653","5","Professional/Off Svc","41.79821668","-87.58416835","(41.798217, -87.584168)"
"2013-10-04T00:00:00.000","CNI","043XX","S","Vincennes","Avenue","Chicago","IL","60653","3","Food/Beverage","41.815184026","-87.614192226","(41.815184, -87.614192)"
"2013-10-04T00:00:00.000","WBDC","081XX","S","Langley","St","Chicago","IL","60619","6","Education","41.746075485","-87.607663164","(41.746075, -87.607663)"
"2013-10-07T00:00:00.000","CNI","108XX","S","Langley","Street","Chicago","IL","60628","9","Transportation","41.696425687","-87.606214973","(41.696426, -87.606215)"
"2013-10-07T00:00:00.000","WBDC","000XX","E","14th","Street","Chicago","IL","60605","2","Professional/Off Svc","41.864181307","-87.625403212","(41.864181, -87.625403)"
"2013-10-07T00:00:00.000","WBDC","006XX","W","Cermak","Avenue","Chicago","IL","60608","25","Other Services","41.852790641","-87.64364221","(41.852791, -87.643642)"
"2013-10-07T00:00:00.000","WBDC","011XX","S","State","Street","Chicago","IL","60605","2","Other Services","41.867936373","-87.627580413","(41.867936, -87.62758)"
"2013-10-07T00:00:00.000","WBDC","020XX","W","Belmont","Avenue","Chicago","IL","60618","32","Retail Sales - Other","41.939657595","-87.680360379","(41.939658, -87.68036)"
"2013-10-18T00:00:00.000","CNI","039XX","W","Lawrence","Avenue","Chicago","IL","60625","39","Professional/Off Svc","41.968356466","-87.727656367","(41.968356, -87.727656)"
"2013-10-30T00:00:00.000","CNI","107XX","S","Eberhart","Street","Chicago","IL","60628","9","Transportation","41.698513608","-87.611230373","(41.698514, -87.61123)"
"2013-10-31T00:00:00.000","Accion","029XX","W","Pershing","Rd.","Chicago","IL","60632","12","Food/Beverage","41.822807198","-87.69911434","(41.822807, -87.699114)"
"2013-10-31T00:00:00.000","WBDC","003XX","S","Michigan","Avenue","Chicago","IL","60604","2","Transportation","41.877066783","-87.62443921","(41.877067, -87.624439)"
"2013-11-06T00:00:00.000","WBDC","017XX","W","Lawrence","Avenue","Chicago","IL","60660","47",,"41.968945848","-87.67299374","(41.968946, -87.672994)"
"2013-11-08T00:00:00.000","WBDC","044XX","N","Ravenswood","Avenue","Chicago","IL","60640","47","Medical Services","41.963019851","-87.674712135","(41.96302, -87.674712)"
"2013-11-14T00:00:00.000","Accion","016XX","W","21st ","Street","Chicago","IL","60608","25","Retail Stores","41.854222612","-87.668174117","(41.854223, -87.668174)"
"2013-11-15T00:00:00.000","Accion","036XX","N","Halsted","Street","Chicago","IL","60613","46","Beauty/Salon Services","41.948799126","-87.649678275","(41.948799, -87.649678)"
"2013-11-19T00:00:00.000","Accion","012XX","S","Michigan","Avenue","Chicago","IL","60605","3","Food/Beverage","41.866073587","-87.624267673","(41.866074, -87.624268)"
"2013-11-25T00:00:00.000","Accion","055XX","S","State","Street","Chicago","IL","60621","3","Beauty/Salon Services","41.79291528","-87.625802131","(41.792915, -87.625802)"
"2013-11-27T00:00:00.000","Accion","045XX","S","Leamington","Street","Chicago","IL","60638","22","Professional/Off Svc","41.809651235","-87.751917263","(41.809651, -87.751917)"
"2013-11-30T00:00:00.000","Accion","041XX","S","Ashland","Avenue","Chicago","IL","60609","12","Other Services","41.818054515","-87.665341967","(41.818055, -87.665342)"
"2013-12-09T00:00:00.000","Accion","006XX","W","Cermak","Rd.","Chicago","IL","60616","25","Wholesale","41.852790641","-87.64364221","(41.852791, -87.643642)"
"2013-12-11T00:00:00.000","CNI","015XX","S","Western","Avenue","Chicago","IL","60608","28","IT/Manufacturing","41.859679009","-87.685989222","(41.859679, -87.685989)"
"2013-12-16T00:00:00.000","Accion","007XX","N","Franklin","Street","Chicago","IL","60654","42","Retail Stores","41.896317588","-87.635840254","(41.896318, -87.63584)"
"2013-12-16T00:00:00.000","Accion","034XX","W","Armitage","Avenue","Chicago","IL","60647","26","Retail Sales - Other","41.917434655","-87.713445161","(41.917435, -87.713445)"
"2013-12-17T00:00:00.000","Accion","008XX","S","Wabash","Avenue","Chicago","IL","60605","4","Retail Sales - Other","41.871184354","-87.62606949","(41.871184, -87.626069)"
"2014-01-30T00:00:00.000","Accion","068XX","S.","Pulaski","Avenue","Chicago","IL","60629","13","Retail Sales - Other","41.768013884","-87.722638914","(41.768014, -87.722639)"
"2014-03-03T00:00:00.000","CNI","000XX","N","Wacker","Drive","Chicago","IL","60606","42","Professional/Off Svc","41.883134296","-87.637191526","(41.883134, -87.637192)"
"2014-04-04T00:00:00.000","CNI","045XX","S","Greenwood","Avenue","Chicago","IL","60653","4","Other Services","41.811751058","-87.599457832","(41.811751, -87.599458)"
"2014-04-09T00:00:00.000","Accion","073XX","S","Artesian","Avenue","Chicago","IL","60629","18","Retail Sales - Other","41.759524141","-87.684473522","(41.759524, -87.684474)"
"2014-04-14T00:00:00.000","Accion","032XX","W","71st St.","Place","Chicago","IL","60629","17","Day Care",,,
"2014-04-24T00:00:00.000","Accion",,,,,"Chicago","IL","60621",,"Other Services",,,
"2014-04-25T00:00:00.000","CNI","022XX","S","Michigan","Avenue","Chicago","IL","60616","2","Professional/Off Svc","41.851416506","-87.623912577","(41.851417, -87.623913)"
"2014-04-29T00:00:00.000","Accion","011XX","W","Thorndale","Avenue","Chicago","IL","60660","48","Professional/Off Svc","41.99011704","-87.66017523","(41.990117, -87.660175)"
"2014-05-01T00:00:00.000","CNI","003XX","E","115th","Street","Chicago","IL","60628","9","Construction/Repair","41.685533059","-87.6135524","(41.685533, -87.613552)"
"2014-05-08T00:00:00.000","CNI","039XX","W","Lawrence","Avenue","Chicago","IL","60625","39","Construction/Repair","41.968356466","-87.727656367","(41.968356, -87.727656)"
"2014-05-20T00:00:00.000","Accion","055XX","W","Belmont","Avenue","Chicago","IL","60641","31","Professional/Off Svc","41.938688594","-87.766123438","(41.938689, -87.766123)"
"2014-05-21T00:00:00.000","Accion","080XX","S","Stony Island","Avenue","Chicago","IL","60617","8","Auto/Vehicle","41.748143549","-87.586046897","(41.748144, -87.586047)"
"2014-05-22T00:00:00.000","Accion","064XX","S","Pulaski","Avenue","Chicago","IL","60629","13","Food/Beverage","41.775286556","-87.722819282","(41.775287, -87.722819)"
"2014-06-13T00:00:00.000","Accion","006XX","E","71st ","Street","Chicago","IL","60637","6","Construction/Repair","41.765935086","-87.608486389","(41.765935, -87.608486)"
"2014-06-18T00:00:00.000","WBDC","043XX","W","Fullerton","Avenue","Chicago","IL","60639","31","Professional/Off Svc","41.924479361","-87.736194413","(41.924479, -87.736194)"
"2014-06-26T00:00:00.000","Accion","012XX","W","Lake","Street","Chicago","IL","60607","27","Entertainment","41.885583712","-87.658758596","(41.885584, -87.658759)"
"2014-06-30T00:00:00.000","Accion","016XX","W","21st ","Street","Chicago","IL","60608","25","Retail Stores","41.854222612","-87.668174117","(41.854223, -87.668174)"
"2014-06-30T00:00:00.000","Accion","017XX","W","North","Avenue","Chicago","IL","60622","32","Retail Stores","41.910676883","-87.672126285","(41.910677, -87.672126)"
"2014-06-30T00:00:00.000","Accion","038XX","W","Chicago","Avenue","Chicago","IL","60651","37","Professional/Off Svc","41.895502619","-87.723239039","(41.895503, -87.723239)"
"2014-07-02T00:00:00.000","Accion","063XX","W","Cuyler","Avenue","Chicago","IL","60634","38","Food/Beverage","41.953948536","-87.786167289","(41.953949, -87.786167)"
"2014-07-08T00:00:00.000","Accion","040XX","N","Drake","Avenue","Chicago","IL","60618","35","Other Services","41.955304751","-87.716779636","(41.955305, -87.71678)"
"2014-07-18T00:00:00.000","Accion","024XX","N","Western","Avenue","Chicago","IL","60647","1","Retail Stores","41.926433443","-87.687846644","(41.926433, -87.687847)"
"2014-07-24T00:00:00.000","Accion","034XX","W","Armitage","Avenue","Chicago","IL","60647","26","Retail Sales - Other","41.917434655","-87.713445161","(41.917435, -87.713445)"
"2014-07-25T00:00:00.000","Accion","046XX","S","Kolin","Avenue","Chicago","IL","60632","14","Retail Sales - Other","41.808075695","-87.732539098","(41.808076, -87.732539)"
"2014-07-28T00:00:00.000","Accion","059XX","S","Michigan","Avenue","Chicago","IL","60637","20","Construction/Repair","41.785900266","-87.622383571","(41.7859, -87.622384)"
"2014-07-29T00:00:00.000","Accion","018XX","E","87th","Street","Chicago","IL","60619","8","Beauty/Salon Services","41.737125223","-87.578601773","(41.737125, -87.578602)"
"2014-07-30T00:00:00.000","Accion","069XX","W","Grand","Avenue","Chicago","IL","60707","36","Auto/Vehicle","41.923672582","-87.799705607","(41.923673, -87.799706)"
"2014-08-14T00:00:00.000","Accion","000XX","E","102nd","Place","Chicago","IL","60628","9","Professional/Off Svc","41.708212377","-87.621623588","(41.708212, -87.621624)"
"2014-08-15T00:00:00.000","Accion","038XX","N","Lincoln","Avenue","Chicago","IL","60613","47","Education","41.951797588","-87.677279839","(41.951798, -87.67728)"
"2014-08-26T00:00:00.000","Accion","037XX","N","Saint Louis","Avenue","Chicago","IL","60618","35","Retail Stores","41.949861008","-87.715400981","(41.949861, -87.715401)"
"2014-09-03T00:00:00.000","Accion","059XX","W","Patterson","Avenue","Chicago","IL","60634","36","Medical Services","41.946795663","-87.776116779","(41.946796, -87.776117)"
"2014-09-15T00:00:00.000","CNI","003XX","E","Ohio","Street","Chicago","IL","60611","42","Real Estate Consultant","41.892741648","-87.618288156","(41.892742, -87.618288)"
"2014-09-16T00:00:00.000","CNI","050XX","S","State","Street","Chicago","IL","60609","3","Catering","41.802247471","-87.626043589","(41.802247, -87.626044)"
"2014-09-16T00:00:00.000","CNI","081XX","S","Cornell","Avenue","Chicago","IL","60617","8","Construction","41.746689547","-87.584327648","(41.74669, -87.584328)"
"2014-09-30T00:00:00.000","Accion","040XX","S","Indiana","Street","Chicago","IL","60653","3","Day Care","41.820488979","-87.621662243","(41.820489, -87.621662)"
"2014-10-17T00:00:00.000","Accion","054XX","W","Ferdinand","Street","Chicago","IL","60651","37","Auto/Vehicle","41.888993811","-87.762246174","(41.888994, -87.762246)"
"2014-10-20T00:00:00.000","Accion","111XX","S","Western","Avenue","Chicago","IL","60643","19","Medical Services","41.690214082","-87.681251795","(41.690214, -87.681252)"
"2014-10-22T00:00:00.000","Accion","053XX","S","Hyde Park","BLVD","Chicago","IL","60615","5","Retail Stores","41.79821668","-87.58416835","(41.798217, -87.584168)"
"2014-11-06T00:00:00.000","Accion","111XX","S","Longwood","Drive","Chicago","IL","60643","19","Professional/Off Svc","41.690441874","-87.672331394","(41.690442, -87.672331)"
"2014-11-10T00:00:00.000","Accion","106XX","S","Halsted","Street","Chicago","IL","60628","34","Day Care","41.69995513","-87.642763331","(41.699955, -87.642763)"
"2014-11-13T00:00:00.000","Accion","025XX","W","Lawrence","Avenue","Chicago","IL","60625","40","Food/Beverage","41.968685531","-87.693369954","(41.968686, -87.69337)"
"2014-11-18T00:00:00.000","Accion","095XX","S","Constance","Street","Chicago","IL","60617","7","Day Care","41.720988133","-87.579112453","(41.720988, -87.579112)"
"2014-11-18T00:00:00.000","CNI","001XX","E","83rd","Street","Chicago","IL","60619","6","Service","41.743840448","-87.619653944","(41.74384, -87.619654)"
"2014-11-19T00:00:00.000","Accion","037XX","W","Cermak","Rd.","CHICAGO","IL","60623","22","Retail Stores","41.851722608","-87.719448564","(41.851723, -87.719449)"
"2014-11-20T00:00:00.000","Accion","010XX","E","76th","Street","Chicago","IL","60619","8","Beauty/Salon Services","41.75705433","-87.598819545","(41.757054, -87.59882)"
"2014-11-24T00:00:00.000","Accion","048XX","S","Evans","Street","Chicago","IL","60615","4","Medical Services","41.806193422","-87.607859643","(41.806193, -87.60786)"
