"week_end","age_group","race_ethnicity","population_size","_1st_dose","_1st_dose_percent","vaccine_series_completed","vaccine_series_completed_percent","boosted","boosted_percent"
"2021-05-29T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-01-22T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-04-17T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-07-17T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-09-11T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-03-12T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-06-11T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-07-30T00:00:00.000","0-4","All","162797","13694","0.084","1940","0.012","0","0"
"2021-06-05T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-07-02T00:00:00.000","0-4","All","162797","5357","0.033","0","0","0","0"
"2021-09-04T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-08-21T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-12-25T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-01-01T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2020-12-26T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-06-26T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-03-20T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-04-16T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-11-06T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-08-13T00:00:00.000","0-4","All","162797","16276","0.1","3924","0.024","0","0"
"2021-02-13T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-10-02T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-10-30T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-12-11T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-07-31T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-06-12T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-12-04T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-04-09T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-12-18T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-04-10T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-04-02T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-03-06T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-04-23T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-08-06T00:00:00.000","0-4","All","162797","15004","0.092","2865","0.018","0","0"
"2021-05-22T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-05-15T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-04-03T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-02-06T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-07-10T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-04-24T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-10-16T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-06-04T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-05-08T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-03-27T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-08-28T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-05-21T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-03-19T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-05-07T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-01-29T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-01-30T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-07-03T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-01-16T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-09-18T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-07-09T00:00:00.000","0-4","All","162797","7746","0.048","1","0","0","0"
"2022-03-26T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-01-02T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-11-13T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-05-14T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-03-13T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-02-27T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-07-16T00:00:00.000","0-4","All","162797","10197","0.063","3","0","0","0"
"2021-10-09T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-05-01T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-01-15T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-10-23T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-04-30T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-11-20T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-06-19T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-08-14T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-01-09T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-01-23T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-02-26T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-05-28T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2021-07-24T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-03-05T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
"2022-02-12T00:00:00.000","0-4","All","162797","0","0.000","0","0.000","0","0.000"
