ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11556487,JC104662,12/31/2018 11:59:00 PM,112XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2211,022,19,74,14,1158309,1829936,2018,01/10/2019 03:16:50 PM,41.689078832,-87.696064026,"(41.689078832, -87.696064026)",33,4447,73,256,42,33,9,254
11561837,JC110056,12/31/2018 11:59:00 PM,013XX W 72ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0734,007,6,67,11,1168573,1857018,2018,01/17/2019 02:26:36 PM,41.763181359,-87.657709477,"(41.763181359, -87.657709477)",17,22257,65,408,32,23,17,216
11552699,JC100043,12/31/2018 11:57:00 PM,084XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0613,006,21,71,14,1171454,1848783,2018,01/10/2019 03:16:50 PM,41.740520866,-87.647390719,"(41.740520866, -87.647390719)",18,21554,70,530,13,59,20,233
11552724,JC100006,12/31/2018 11:56:00 PM,018XX S ALLPORT ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,OTHER,true,false,1233,012,25,31,08B,1168327,1891230,2018,01/10/2019 03:16:50 PM,41.857068095,-87.657625201,"(41.857068095, -87.657625201)",8,14920,33,365,26,43,15,150
11552731,JC100031,12/31/2018 11:55:00 PM,078XX S SANGAMON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0621,006,17,71,08B,1171332,1852934,2018,01/10/2019 03:16:50 PM,41.75191443,-87.647716532,"(41.75191443, -87.647716532)",17,21554,70,487,31,59,20,229
11552715,JC100026,12/31/2018 11:49:00 PM,052XX W GLADYS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,1522,015,29,25,04B,1140262,1897810,2018,03/28/2020 03:47:02 PM,41.87568438,-87.760479356,"(41.87568438, -87.760479356)",52,22216,26,68,7,32,25,97
11552741,JC100011,12/31/2018 11:48:00 PM,079XX S LAFLIN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0612,006,21,71,08B,1167710,1852264,2018,01/10/2019 03:16:50 PM,41.750154295,-87.661008708,"(41.750154295, -87.661008708)",18,21554,70,558,31,59,20,230
11552602,JC100089,12/31/2018 11:47:00 PM,018XX W BELMONT AVE,0460,BATTERY,SIMPLE,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",false,false,1931,019,32,5,08B,1163636,1921279,2018,01/10/2019 03:16:50 PM,41.939624824,-87.67399611,"(41.939624824, -87.67399611)",16,4449,46,648,40,22,5,172
11553488,JC101094,12/31/2018 11:45:00 PM,032XX N SHEFFIELD AVE,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1924,019,44,6,06,1169040,1921647,2018,01/10/2019 03:16:50 PM,41.940518859,-87.6541242,"(41.940518859, -87.6541242)",38,4449,57,731,25,22,5,28
11554852,JC101652,12/31/2018 11:45:00 PM,032XX W EVERGREEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1422,014,26,23,14,1154587,1908798,2018,01/10/2019 03:16:50 PM,41.905562114,-87.707588672,"(41.905562114, -87.707588672)",10,4299,24,455,49,5,7,190
11552570,JB574407,12/31/2018 11:44:00 PM,047XX N RACINE AVE,1330,CRIMINAL TRESPASS,TO LAND,MOVIE HOUSE/THEATER,true,false,1913,019,46,3,26,1167451,1931818,2018,01/10/2019 03:16:50 PM,41.968462892,-87.659670442,"(41.968462892, -87.659670442)",37,22616,31,611,39,15,5,6
11552603,JC100036,12/31/2018 11:43:00 PM,071XX S VINCENNES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,true,false,0731,007,6,69,15,1176589,1857611,2018,01/10/2019 03:16:50 PM,41.764632089,-87.628311641,"(41.764632089, -87.628311641)",31,21559,67,494,32,11,17,210
11552568,JC100004,12/31/2018 11:42:00 PM,030XX N MARMORA AVE,2022,NARCOTICS,POSS: COCAINE,ALLEY,true,false,2514,025,30,19,18,1136522,1919634,2018,01/10/2019 03:16:50 PM,41.935639786,-87.773688687,"(41.935639786, -87.773688687)",27,22254,19,82,21,52,6,177
11552739,JC100117,12/31/2018 11:40:00 PM,088XX S COTTAGE GROVE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,true,false,0632,006,8,44,15,1183113,1846339,2018,01/10/2019 03:16:50 PM,41.733551299,-87.604749489,"(41.733551299, -87.604749489)",31,21546,40,407,35,61,20,241
11552597,JC100013,12/31/2018 11:40:00 PM,010XX W PRATT BLVD,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,2432,024,49,1,08B,1167715,1945346,2018,01/10/2019 03:16:50 PM,42.005578346,-87.658307685,"(42.005578346, -87.658307685)",3,21853,10,267,5,9,11,39
11552578,JB574397,12/31/2018 11:30:00 PM,016XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1022,010,24,29,08B,1154634,1891606,2018,01/10/2019 03:16:50 PM,41.858384589,-87.707876278,"(41.858384589, -87.707876278)",36,21569,30,34,14,57,21,153
11552588,JC100023,12/31/2018 11:30:00 PM,060XX S CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0825,008,16,66,14,1158744,1864569,2018,01/10/2019 03:16:50 PM,41.784108602,-87.693528912,"(41.784108602, -87.693528912)",44,21867,64,111,2,58,13,274
11552637,JB574400,12/31/2018 11:30:00 PM,085XX S MORGAN ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0613,006,21,71,18,1171139,1848199,2018,01/10/2019 03:16:50 PM,41.738925174,-87.648561871,"(41.738925174, -87.648561871)",18,21554,70,530,13,59,20,233
11553037,JC100611,12/31/2018 11:30:00 PM,012XX W 102ND PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2232,022,34,73,14,1169550,1836967,2018,01/10/2019 03:16:50 PM,41.708137453,-87.654708065,"(41.708137453, -87.654708065)",18,22212,72,594,22,13,9,253
11552657,JC100019,12/31/2018 11:30:00 PM,004XX S CLINTON ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,CTA PLATFORM,false,false,0121,001,25,28,03,1172803,1898062,2018,01/10/2019 03:16:50 PM,41.875717757,-87.64099364,"(41.875717757, -87.64099364)",48,14917,29,97,26,44,22,91
11555648,JC102651,12/31/2018 11:30:00 PM,001XX W HUBBARD ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,false,false,1831,018,42,8,06,1175301,1903292,2018,01/10/2019 03:16:50 PM,41.890013524,-87.631664996,"(41.890013524, -87.631664996)",22,4446,37,670,36,55,14,73
11553209,JC100784,12/31/2018 11:30:00 PM,036XX W BELLE PLAINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,1723,017,35,16,14,1151511,1927011,2018,01/10/2019 03:16:50 PM,41.955601121,-87.718408105,"(41.955601121, -87.718408105)",2,21538,16,364,50,39,1,9
11553486,JC101095,12/31/2018 11:30:00 PM,032XX N Sheffield Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,false,false,1924,019,44,6,11,1169040,1921647,2018,01/10/2019 03:16:50 PM,41.940518859,-87.6541242,"(41.940518859, -87.6541242)",38,4449,57,731,25,22,5,28
11552595,JB574410,12/31/2018 11:27:00 PM,041XX W 79TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0834,008,18,70,04A,1150185,1851851,2018,01/10/2019 03:16:50 PM,41.74937879,-87.725239484,"(41.74937879, -87.725239484)",23,4300,69,235,30,8,13,232
11552601,JC100024,12/31/2018 11:26:00 PM,101XX S SANGAMON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENTIAL YARD (FRONT/BACK),true,false,2232,022,34,73,15,1171769,1837673,2018,01/10/2019 03:16:50 PM,41.710026548,-87.646561348,"(41.710026548, -87.646561348)",45,22212,72,594,22,13,9,253
11552589,JC100016,12/31/2018 11:23:00 PM,041XX N MILWAUKEE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1624,016,45,15,18,1142839,1927019,2018,01/10/2019 03:16:50 PM,41.955789401,-87.750288365,"(41.955789401, -87.750288365)",20,22618,15,259,50,21,12,15
11552630,JC100003,12/31/2018 11:15:00 PM,005XX N WELLS ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,true,false,1831,018,42,8,22,1174647,1903665,2018,01/10/2019 03:16:50 PM,41.891051707,-87.63405559,"(41.891051707, -87.63405559)",22,4446,37,652,36,55,14,73
11552572,JB574398,12/31/2018 11:12:00 PM,054XX W QUINCY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),true,false,1522,015,29,25,15,1140337,1898472,2018,01/10/2019 03:16:50 PM,41.87749962,-87.760187749,"(41.87749962, -87.760187749)",52,22216,26,68,7,32,25,97
11552669,JC100039,12/31/2018 11:08:00 PM,022XX S SAWYER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,true,false,1024,010,12,30,15,1155044,1888885,2018,01/10/2019 03:16:50 PM,41.850909651,-87.706444228,"(41.850909651, -87.706444228)",36,21569,32,291,1,57,21,130
11552575,JB574395,12/31/2018 11:03:00 PM,006XX N SAWYER AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,true,false,1121,011,27,23,18,1154597,1904000,2018,01/10/2019 03:16:50 PM,41.892395756,-87.70768047,"(41.892395756, -87.70768047)",41,21572,24,177,46,30,16,65
11552723,JC100127,12/31/2018 11:00:00 PM,107XX S BENSLEY AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0434,004,7,51,08B,1194565,1834273,2018,01/10/2019 03:16:50 PM,41.700167359,-87.563191209,"(41.700167359, -87.563191209)",47,21202,48,174,47,25,19,255
11552998,JC100568,12/31/2018 11:00:00 PM,057XX S TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0822,008,23,63,14,1154361,1866299,2018,01/10/2019 03:16:50 PM,41.78894435,-87.709552791,"(41.78894435, -87.709552791)",49,21867,61,801,6,58,13,129
11553064,JC100633,12/31/2018 11:00:00 PM,050XX W IRVING PARK RD,0810,THEFT,OVER $500,STREET,false,false,1624,016,45,15,06,1142100,1926124,2018,01/10/2019 03:16:50 PM,41.953347206,-87.753027408,"(41.953347206, -87.753027408)",20,22618,15,259,50,21,12,15
11552688,JC100042,12/31/2018 11:00:00 PM,056XX S SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,false,0715,007,15,67,08B,1163654,1867311,2018,01/10/2019 03:16:50 PM,41.791531335,-87.675449976,"(41.791531335, -87.675449976)",44,22257,65,274,3,23,17,270
11552787,JC100041,12/31/2018 11:00:00 PM,075XX S CARPENTER ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0612,006,17,71,14,1170622,1854728,2018,01/10/2019 03:16:50 PM,41.756852897,-87.65026616,"(41.756852897, -87.65026616)",17,21554,70,572,31,59,20,230
11553270,JC100863,12/31/2018 11:00:00 PM,074XX S CHAPPEL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0333,003,5,43,07,1191165,1856178,2018,01/10/2019 03:16:50 PM,41.76035956,-87.574933738,"(41.76035956, -87.574933738)",32,22538,39,418,35,24,18,89
11554125,JC101713,12/31/2018 11:00:00 PM,058XX S DAMEN AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,0715,007,15,67,06,1164024,1866007,2018,01/10/2019 03:16:50 PM,41.787945216,-87.674129916,"(41.787945216, -87.674129916)",44,22257,65,274,3,23,17,270
11554226,JC101958,12/31/2018 11:00:00 PM,100XX W OHARE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,false,false,1651,016,41,76,11,1100658,1934241,2018,01/10/2019 03:16:50 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)",34,16197,75,668,29,38,12,24
11556522,JC104574,12/31/2018 11:00:00 PM,053XX S MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0923,009,14,63,08B,1158282,1869111,2018,01/10/2019 03:16:50 PM,41.796581899,-87.695099168,"(41.796581899, -87.695099168)",49,22248,61,777,8,56,23,120
11558371,JC106930,12/31/2018 11:00:00 PM,003XX N HALSTED ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,false,false,1214,012,27,28,08B,1170994,1902180,2018,01/10/2019 03:16:50 PM,41.88705768,-87.647514742,"(41.88705768, -87.647514742)",41,4452,29,63,46,44,15,76
11558587,JC107094,12/31/2018 11:00:00 PM,027XX W ALTGELD ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,1431,014,1,22,06,1157837,1916506,2018,01/10/2019 03:16:50 PM,41.926647792,-87.695439685,"(41.926647792, -87.695439685)",24,22535,23,468,41,1,7,184
11552590,JB574385,12/31/2018 10:58:00 PM,072XX S BENNETT AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,false,false,0333,003,5,43,04B,1189962,1857296,2018,01/10/2019 03:16:50 PM,41.763456466,-87.579306774,"(41.763456466, -87.579306774)",32,22538,39,452,33,24,18,89
11552625,JB574374,12/31/2018 10:51:00 PM,018XX S DRAKE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENTIAL YARD (FRONT/BACK),true,false,1021,010,24,29,15,1153000,1890661,2018,01/10/2019 03:16:50 PM,41.855823906,-87.71389916,"(41.855823906, -87.71389916)",36,21569,30,800,14,57,21,153
11552585,JB574353,12/31/2018 10:50:00 PM,008XX W 59TH ST,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,GAS STATION,false,false,0712,007,16,68,04A,1171833,1865730,2018,01/10/2019 03:16:50 PM,41.78701723,-87.645505595,"(41.78701723, -87.645505595)",19,21559,66,113,2,11,17,261
11552564,JB574378,12/31/2018 10:49:00 PM,029XX W 62ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0823,008,16,66,08B,1157644,1863383,2018,01/10/2019 03:16:50 PM,41.780876438,-87.697594111,"(41.780876438, -87.697594111)",44,21867,64,183,2,58,13,276
11552543,JB574359,12/31/2018 10:46:00 PM,030XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1032,010,22,30,08B,1152187,1884122,2018,01/10/2019 03:16:50 PM,41.837896144,-87.717055526,"(41.837896144, -87.717055526)",14,21569,32,234,28,57,21,166
11552549,JB574379,12/31/2018 10:45:00 PM,004XX N LAWNDALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1122,011,27,23,07,1151645,1902648,2018,01/10/2019 03:16:50 PM,41.888744285,-87.718557585,"(41.888744285, -87.718557585)",41,21572,24,584,46,30,16,82
11552562,JB574383,12/31/2018 10:45:00 PM,102XX S UNION AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,2232,022,34,73,15,1173449,1836914,2018,01/10/2019 03:16:50 PM,41.707906807,-87.640431292,"(41.707906807, -87.640431292)",45,21861,72,593,22,19,9,253
11555436,JC103293,12/31/2018 10:45:00 PM,013XX W MADISON ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,1224,012,27,28,06,1167331,1900145,2018,01/10/2019 03:16:50 PM,41.881553034,-87.661024778,"(41.881553034, -87.661024778)",41,14917,29,91,46,44,15,92
