ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
11552569,JB574376,12/31/2018 10:40:00 PM,082XX S ARTESIAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0835,008,18,70,14,1161459,1849899,2018,01/10/2019 03:16:50 PM,41.743796129,-87.683980665,"(41.743796129, -87.683980665)",6,4300,69,243,30,8,13,226
11555372,JC103045,12/31/2018 10:36:00 PM,065XX S SPRINGFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,0833,008,13,65,14,1151502,1860763,2018,01/10/2019 03:16:50 PM,41.773809148,-87.720180626,"(41.773809148, -87.720180626)",23,21867,63,238,15,58,13,209
11552612,JB574357,12/31/2018 10:35:00 PM,005XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,true,false,0123,001,42,32,26,1177364,1897937,2018,02/02/2019 04:01:53 PM,41.875272573,-87.624251314,"(41.875272573, -87.624251314)",48,14913,38,367,36,35,22,144
11552598,JC100015,12/31/2018 10:33:00 PM,060XX S MASON AVE,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,SIDEWALK,true,false,0812,008,13,64,04A,1137767,1863898,2018,01/10/2019 03:16:50 PM,41.782669846,-87.77045603,"(41.782669846, -87.77045603)",23,22268,62,265,15,7,13,272
11552703,JC100114,12/31/2018 10:30:00 PM,002XX E ONTARIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,true,true,1834,018,42,8,08B,1178002,1904540,2018,01/10/2019 03:16:50 PM,41.893377059,-87.621707822,"(41.893377059, -87.621707822)",22,21182,37,159,36,6,14,74
11552574,JB574390,12/31/2018 10:30:00 PM,024XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,NURSING HOME/RETIREMENT HOME,false,true,2515,025,30,19,08B,1138633,1915735,2018,01/10/2019 03:16:50 PM,41.924902436,-87.766025313,"(41.924902436, -87.766025313)",27,22615,19,58,21,2,6,133
11553425,JC100845,12/31/2018 10:30:00 PM,048XX S THROOP ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,false,false,0933,009,20,61,05,1168479,1872627,2018,01/10/2019 03:16:50 PM,41.806016361,-87.657604399,"(41.806016361, -87.657604399)",53,14924,59,739,4,37,23,118
11553869,JC101447,12/31/2018 10:30:00 PM,080XX S CRANDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0414,004,8,46,14,1192921,1852162,2018,01/10/2019 03:16:50 PM,41.749296669,-87.568628899,"(41.749296669, -87.568628899)",9,21202,42,507,35,25,19,222
11554972,JC102765,12/31/2018 10:30:00 PM,006XX W DRUMMOND PL,0820,THEFT,$500 AND UNDER,STREET,false,false,1935,019,43,7,06,1171416,1917983,2018,01/17/2019 02:26:36 PM,41.930412701,-87.645499686,"(41.930412701, -87.645499686)",51,21190,68,794,34,16,5,178
11553867,JC101474,12/31/2018 10:30:00 PM,015XX N LOREL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,2532,025,37,25,14,1140407,1909749,2018,01/10/2019 03:16:50 PM,41.908443799,-87.759653877,"(41.908443799, -87.759653877)",4,4299,26,599,45,5,6,145
11552530,JB574366,12/31/2018 10:25:00 PM,004XX N HAMLIN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1122,011,27,23,18,1150980,1902625,2018,01/10/2019 03:16:50 PM,41.888694219,-87.721000335,"(41.888694219, -87.721000335)",41,21572,24,584,46,30,16,82
11552548,JB574360,12/31/2018 10:24:00 PM,070XX S JUSTINE ST,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,VEHICLE NON-COMMERCIAL,true,false,0734,007,17,67,15,1167220,1858114,2018,01/10/2019 03:16:50 PM,41.766217983,-87.662637159,"(41.766217983, -87.662637159)",17,22257,65,284,31,23,17,216
11552576,JB574363,12/31/2018 10:24:00 PM,057XX N KIMBALL AVE,0460,BATTERY,SIMPLE,STREET,true,false,1711,017,39,13,08B,1152679,1937834,2018,01/10/2019 03:16:50 PM,41.985277024,-87.713826554,"(41.985277024, -87.713826554)",28,4450,13,799,38,50,1,53
11552571,JB574356,12/31/2018 10:21:00 PM,064XX N NORTHWEST HWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1612,016,41,9,08B,1126680,1942486,2018,01/10/2019 03:16:50 PM,41.998518774,-87.809345816,"(41.998518774, -87.809345816)",34,22243,77,654,29,17,12,45
11552544,JB574346,12/31/2018 10:20:00 PM,062XX S ARTESIAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,0825,008,16,66,15,1161111,1863163,2018,01/10/2019 03:16:50 PM,41.780201686,-87.684889412,"(41.780201686, -87.684889412)",44,21867,64,111,2,58,13,274
11552551,JB574348,12/31/2018 10:20:00 PM,010XX W 103RD ST,0820,THEFT,$500 AND UNDER,GAS STATION,false,false,2232,022,34,73,06,1170999,1836512,2018,01/10/2019 03:16:50 PM,41.706857405,-87.64941498,"(41.706857405, -87.64941498)",45,22212,72,595,22,13,9,253
11552535,JB574341,12/31/2018 10:12:00 PM,014XX S KARLOV AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1011,010,24,29,15,1149283,1892793,2018,01/10/2019 03:16:50 PM,41.861747148,-87.727487266,"(41.861747148, -87.727487266)",36,21569,30,761,14,57,21,155
11552627,JB574349,12/31/2018 10:11:00 PM,020XX W 17TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1234,012,25,31,08B,1162991,1891723,2018,01/10/2019 03:16:50 PM,41.858534497,-87.677197453,"(41.858534497, -87.677197453)",8,14920,33,366,26,43,15,121
11552542,JB574338,12/31/2018 10:10:00 PM,008XX N MASSASOIT AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1511,015,29,25,15,1137876,1905001,2018,01/10/2019 03:16:50 PM,41.895460783,-87.769066386,"(41.895460783, -87.769066386)",52,4299,26,671,7,5,25,70
11553505,JC101102,12/31/2018 10:07:00 PM,078XX S HOYNE AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0611,006,18,71,03,1163724,1852701,2018,01/10/2019 03:16:50 PM,41.751438029,-87.675602996,"(41.751438029, -87.675602996)",6,21554,70,573,30,59,20,231
11584102,JC136966,12/31/2018 10:00:00 PM,031XX W 59TH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,OTHER,false,false,0824,008,14,63,11,,,2018,02/04/2019 04:25:57 PM,,,,,,,,,,,
11552902,JC100297,12/31/2018 10:00:00 PM,064XX N BELL AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,2412,024,50,2,08B,1160139,1942777,2018,01/10/2019 03:16:50 PM,41.998689453,-87.686251856,"(41.998689453, -87.686251856)",42,22528,20,320,27,12,11,46
11552978,JC100523,12/31/2018 10:00:00 PM,049XX S LEAMINGTON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,false,false,0814,008,22,56,14,1142864,1871304,2018,01/10/2019 03:16:50 PM,41.802900059,-87.751584811,"(41.802900059, -87.751584811)",35,22268,53,605,28,7,13,112
11552567,JB574342,12/31/2018 10:00:00 PM,054XX S KILBOURN AVE,0560,ASSAULT,SIMPLE,RESIDENCE,true,true,0815,008,23,62,08A,1147288,1868077,2018,01/10/2019 03:16:50 PM,41.793961357,-87.735442066,"(41.793961357, -87.735442066)",35,22248,60,793,6,56,13,105
11552867,JC100395,12/31/2018 10:00:00 PM,085XX W BRYN MAWR AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,1614,016,41,76,06,1118477,1936072,2018,01/10/2019 03:16:50 PM,41.981051826,-87.839658835,"(41.981051826, -87.839658835)",34,22243,75,64,29,31,12,44
11552919,JC100475,12/31/2018 10:00:00 PM,008XX W 53RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0934,009,20,61,14,1171548,1869666,2018,01/10/2019 03:16:50 PM,41.7978243,-87.646435251,"(41.7978243, -87.646435251)",53,14924,59,768,4,37,23,127
11552606,JB574380,12/31/2018 10:00:00 PM,078XX S CLAREMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0835,008,18,70,07,1162099,1852666,2018,01/10/2019 03:16:50 PM,41.751375919,-87.681558841,"(41.751375919, -87.681558841)",6,21554,69,498,30,59,13,226
11553018,JC100497,12/31/2018 10:00:00 PM,039XX N CENTRAL AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,1633,016,38,15,05,1138317,1925494,2018,01/10/2019 03:16:50 PM,41.951687874,-87.766949539,"(41.951687874, -87.766949539)",25,22618,15,231,19,21,12,27
11552522,JB574350,12/31/2018 10:00:00 PM,064XX N NOKOMIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1621,016,41,12,14,1140578,1942627,2018,01/10/2019 03:16:50 PM,41.998660925,-87.758215184,"(41.998660925, -87.758215184)",34,22532,12,782,29,18,12,38
11555980,JB574331,12/31/2018 10:00:00 PM,019XX N RICHMOND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,1421,014,1,22,08B,1156508,1912712,2018,01/10/2019 03:16:50 PM,41.916263786,-87.700426069,"(41.916263786, -87.700426069)",15,22535,23,350,41,1,7,171
11553536,JC101096,12/31/2018 10:00:00 PM,110XX S LOWE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,2233,022,34,49,04A,1173940,1831765,2018,01/10/2019 03:16:50 PM,41.693766324,-87.638785297,"(41.693766324, -87.638785297)",45,21861,45,525,22,19,9,258
11555280,JC103192,12/31/2018 10:00:00 PM,036XX W FLOURNOY ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1133,011,24,27,05,1152239,1896783,2018,01/10/2019 03:16:50 PM,41.872638404,-87.716530977,"(41.872638404, -87.716530977)",36,21572,28,704,14,30,16,141
11553275,JC100887,12/31/2018 10:00:00 PM,026XX W WILCOX ST,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,1125,011,27,27,04A,1158745,1899255,2018,01/10/2019 03:16:50 PM,41.879291035,-87.692576667,"(41.879291035, -87.692576667)",48,21184,28,38,46,28,16,138
11554560,JC102277,12/31/2018 10:00:00 PM,027XX W 68TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,0831,008,17,66,02,1159381,1859440,2018,05/12/2020 03:46:24 PM,41.770020864,-87.6913338,"(41.770020864, -87.6913338)",44,21867,64,383,31,58,13,208
11553845,JC101445,12/31/2018 10:00:00 PM,105XX S HALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2212,022,19,72,14,1165633,1834849,2018,01/10/2019 03:16:50 PM,41.702409126,-87.669112203,"(41.702409126, -87.669112203)",33,22212,71,630,42,13,9,257
