"service_request_type","service_request_number","date_service_request_was_received","location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_","is_the_building_dangerous_or_hazardous_","is_building_open_or_boarded_","if_the_building_is_open_where_is_the_entry_point_","is_the_building_currently_vacant_or_occupied_","is_the_building_vacant_due_to_fire_","any_people_using_property_homeless_childen_gangs_","address_street_number","address_street_direction","address_street_name","address_street_suffix","zip_code","x_coordinate","y_coordinate","ward","police_district","community_area","latitude","longitude","location"
"Vacant/Abandoned Building","18-03213387","2018-11-23T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","7821","S","YATES","BLVD","60649","1193554.55161471","1853575.68322331","7","4","43","41.75316045524389","-87.5662611756555","(41.753160455244, -87.566261175655)"
"Vacant/Abandoned Building","18-03211894","2018-11-23T00:00:00.000","Front",,"Open","FRONT DOOR AND FRONT GATE","Vacant","false","true","2545","S","HOMAN","AVE","60623","1154106.8136216","1886884.23610044","12","10","30","41.84543804067746","-87.70993722354665","(41.845438040677, -87.709937223547)"
"Vacant/Abandoned Building","18-03213266","2018-11-23T00:00:00.000","Front",,"Boarded","REAR","Vacant","false","false","149","W","74TH","ST","60621","1176534.24269161","1855918.4943945","6","7","69","41.75998889213867","-87.62856316538732","(41.759988892139, -87.628563165387)"
"Vacant/Abandoned Building","18-03212775","2018-11-23T00:00:00.000","Front",,"Open","FRONT, SIDE REAR","Vacant","true","false","10145","S","STATE","ST","60628","1178046.78452566","1837611.58007802","9","5","49","41.709718305131965","-87.62357303480769","(41.709718305132, -87.623573034808)"
"Vacant/Abandoned Building","18-03211372","2018-11-23T00:00:00.000","Rear",,"Open",,"Vacant","false","false","7203","S","PAULINA","ST","60636","1166258.31718585","1856936.57607462","17","7","67","41.76300749647648","-87.66619555203359","(41.763007496476, -87.666195552034)"
"Vacant/Abandoned Building","18-03211506","2018-11-23T00:00:00.000",,,,,,,,"1559","S","HOMAN","AVE","60623","1153955.14187218","1892105.07429514","24","10","29","41.85976764874017","-87.71035484119507","(41.85976764874, -87.710354841195)"
"Vacant/Abandoned Building","18-03211447","2018-11-23T00:00:00.000","Front",,"Open",,"Vacant","false","false","2258","W","62ND","ST","60636","1162224.00001918","1863484.87001639","16","8","66","41.78106183698717","-87.68080000380442","(41.781061836987, -87.680800003804)"
"Vacant/Abandoned Building","18-03206844","2018-11-22T00:00:00.000","Front",,"Open",,"Vacant","false","false","5359","S","HONORE","ST","60609","1164926.9703079","1869150.77972342","16","9","61","41.79655309171316","-87.67073023382612","(41.796553091713, -87.670730233826)"
"Vacant/Abandoned Building","18-03207607","2018-11-22T00:00:00.000","Rear",,"Open","SIDE DOOR","Vacant","false","true","1615","N","SPRINGFIELD","AVE","60647","1150134.24036924","1910452.5052831","26","25","23","41.910190204032666","-87.72390210467626","(41.910190204033, -87.723902104676)"
"Vacant/Abandoned Building","18-03198855","2018-11-21T00:00:00.000","Garage",,"Open",,"Vacant","false","false","5239","S","SANGAMON","ST","60609","1170866.91007381","1870075.51612206","20","9","61","41.79896296447295","-87.64892095583421","(41.798962964473, -87.648920955834)"
"Vacant/Abandoned Building","18-03201775","2018-11-21T00:00:00.000","Front",,"Open","387 E. 69TH STREET FRONT ENTRY WITH BROKEN WINDOWS AND OPEN DOORS","Vacant","false","false","387","E","69TH","ST","60637","1180013.67760927","1859352.43059068","6","3","69","41.76933304387404","-87.61570611702626","(41.769333043874, -87.615706117026)"
"Vacant/Abandoned Building","18-03203631","2018-11-21T00:00:00.000","Front",,"Open","FRONT AND REAR","Vacant","true","true","647","N","CHRISTIANA","AVE","60624","1153927.88996702","1904115.48892862","27","11","23","41.89272603137973","-87.71013476584376","(41.89272603138, -87.710134765844)"
"Vacant/Abandoned Building","18-03198866","2018-11-21T00:00:00.000","Front",,"Open",,"Vacant","false","false","5341","S","WOOD","ST","60609","1165255.01888866","1869272.97238217","16","9","61","41.79688145809351","-87.66952378713871","(41.796881458094, -87.669523787139)"
"Vacant/Abandoned Building","18-03199824","2018-11-21T00:00:00.000","Rear",,"Open","REAR","Vacant","false","false","4411","W","WEST END","AVE","60624","1146914.4111114","1900609.10897495","28","11","26","41.88324102652032","-87.73598236742733","(41.88324102652, -87.735982367427)"
"Vacant/Abandoned Building","18-03198856","2018-11-21T00:00:00.000","Rear",,"Open",,"Vacant","false","false","5139","S","HERMITAGE","AVE","60609","1165548.92570062","1870618.80177003","16","9","61","41.8005683419559","-87.66840782021679","(41.800568341956, -87.668407820217)"
"Vacant/Abandoned Building","18-03201380","2018-11-21T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","9546","S","NORMAL","AVE","60628","1174646.82289299","1841488.79009798","21","22","73","41.72043414600835","-87.6359091258169","(41.720434146008, -87.635909125817)"
"Vacant/Abandoned Building","18-03202865","2018-11-21T00:00:00.000","Front",,"Open","FRONT DOORS","Vacant","false","false","749","N","LATROBE","AVE","60644","1141222.13801156","1904471.01877659","37","15","25","41.893945404969045","-87.75678972518739","(41.893945404969, -87.756789725187)"
"Vacant/Abandoned Building","18-03198848","2018-11-21T00:00:00.000","Front",,"Open",,"Vacant","false","false","5144","S","HERMITAGE","AVE","60609","1165549.82570062","1870585.30177003","16","9","61","41.800476394871055","-87.66840546999063","(41.800476394871, -87.668405469991)"
"Vacant/Abandoned Building","18-03200212","2018-11-21T00:00:00.000","Front",,"Open","OPEN","Vacant","false","true","10520","S","AVENUE N",,"60617","1201181.58198982","1835805.369188","10","4","52","41.7042073989303","-87.538912725041","(41.70420739893, -87.538912725041)"
"Vacant/Abandoned Building","18-03198854","2018-11-21T00:00:00.000","Front",,"Open",,"Vacant","false","false","5136","S","HERMITAGE","AVE","60609","1165548.42570062","1870638.90177003","16","9","61","41.800623509356996","-87.6684090836617","(41.800623509357, -87.668409083662)"
"Vacant/Abandoned Building","18-03199482","2018-11-21T00:00:00.000","Front",,"Open",,"Vacant","false","false","7338","W","COYLE","AVE","60631","1126526.15252578","1945607.83901724","41","16","9","42.00708797022626","-87.80984156696154","(42.007087970226, -87.809841566962)"
"Vacant/Abandoned Building","18-03193079","2018-11-20T00:00:00.000","Front",,"Open",,"Vacant","false","false","8158","S","SOUTH SHORE","DR","60617","1198568.22417116","1851476.49837944","7","4","46","41.74727601303684","-87.54795862327009","(41.747276013037, -87.54795862327)"
"Vacant/Abandoned Building","18-03197992","2018-11-20T00:00:00.000","Front",,"Open","FRONT AND REAR WITH BROKEN WINDOWS","Occupied","true","false","4202","S","VINCENNES","AVE","60653","1180390.91963319","1877246.53076978","3","2","38","41.81842742812778","-87.6137743250708","(41.818427428128, -87.613774325071)"
"Vacant/Abandoned Building","18-03194030","2018-11-20T00:00:00.000","Front",,"Open","FRONT DOOR AND SIDE DOOR","Vacant","false","false","11236","S","HOMEWOOD","AVE","60643","1165405.4131994","1829951.86132969","19","22","75","41.688975359518444","-87.67008365072789","(41.688975359518, -87.670083650728)"
"Vacant/Abandoned Building","18-03197756","2018-11-20T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","7247","S","DAMEN","AVE","60636","1164278.43532247","1856597.28050763","17","7","67","41.762118330001556","-87.67346173319113","(41.762118330002, -87.673461733191)"
"Vacant/Abandoned Building","18-03196706","2018-11-20T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","8756","S","MARQUETTE","AVE","60617","1195774.91787749","1847437.8477854","7","4","46","41.73626313798627","-87.55832713456022","(41.736263137986, -87.55832713456)"
"Vacant/Abandoned Building","18-03192008","2018-11-20T00:00:00.000",,,,,,,,"6558","S","MORGAN","ST","60621","1170772.67516799","1861333.07102312","6","7","68","41.77497475197497","-87.64952152150825","(41.774974751975, -87.649521521508)"
"Vacant/Abandoned Building","18-03194094","2018-11-20T00:00:00.000","Front",,"Open",,"Vacant","false","true","4626","W","ADAMS","ST","60644","1145531.94691983","1898722.96989436","28","11","25","41.878091531042706","-87.74110670860908","(41.878091531043, -87.741106708609)"
"Vacant/Abandoned Building","18-03192172","2018-11-20T00:00:00.000",,,,,,,,"8756","S","MARQUETTE","AVE","60617","1195774.91787749","1847437.8477854","7","4","46","41.73626313798627","-87.55832713456022","(41.736263137986, -87.55832713456)"
"Vacant/Abandoned Building","18-03192400","2018-11-20T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","3101","S","DR MARTIN LUTHER KING JR","DR","60616","1179417.32872916","1884525.33567289","4","2","35","41.83842333784574","-87.61712315154675","(41.838423337846, -87.617123151547)"
"Vacant/Abandoned Building","18-03196089","2018-11-20T00:00:00.000","Rear",,"Open",,"Vacant","false","false","8729","S","COLFAX","AVE","60617","1195005.200015","1847598.89990621","7","4","46","41.73672406443121","-87.56114176280985","(41.736724064431, -87.56114176281)"
"Vacant/Abandoned Building","18-03191561","2018-11-20T00:00:00.000","Front",,"Open","FRONT","Vacant","false","true","5729","S","PAULINA","ST","60636","1165989.46158657","1866679.34971276","16","7","67","41.78974864791982","-87.66690423130196","(41.78974864792, -87.666904231302)"
"Vacant/Abandoned Building","18-03195230","2018-11-20T00:00:00.000","Front",,"Open","FRONT DOOR","Vacant","false","false","9936","S","ABERDEEN","ST","60643","1170736.02966946","1838833.38312228","34","22","73","41.713233360444676","-87.65031054288335","(41.713233360445, -87.650310542883)"
"Vacant/Abandoned Building","18-03195064","2018-11-20T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","3141","N","MENARD","AVE","60634","1137162.19728208","1920295.01711766","30","25","19","41.93744219501771","-87.77131995553556","(41.937442195018, -87.771319955536)"
"Vacant/Abandoned Building","18-03187134","2018-11-19T00:00:00.000","Front",,"Open","FRONT","Vacant","true","false","8216","S","KEDZIE","AVE","60652","1156476.71063201","1849946.94551848","18","8","70","41.74402942013804","-87.70223505786265","(41.744029420138, -87.702235057863)"
"Vacant/Abandoned Building","18-03185038","2018-11-19T00:00:00.000","Rear",,"Open","REAR DOOR","Vacant","false","true","822","S","KARLOV","AVE","60624","1149179.47238568","1896022.18090437","24","11","26","41.87061040849816","-87.72778368680585","(41.870610408498, -87.727783686806)"
"Vacant/Abandoned Building","18-03187894","2018-11-19T00:00:00.000","Front",,"Open","FRONT DOORS.. UNLASHED DOOR..","Vacant","false","true","7818","S","EAST END","AVE","60649","1188893.68307245","1853477.16921235","8","4","43","41.75300288660739","-87.58334433325797","(41.753002886607, -87.583344333258)"
"Vacant/Abandoned Building","18-03186833","2018-11-19T00:00:00.000","Front",,"Open",,"Vacant","false","false","11312","S","ABERDEEN","ST","60643","1171016.87391538","1829719.81712664","34","22","75","41.688218196368936","-87.6495469936688","(41.688218196369, -87.649546993669)"
"Vacant/Abandoned Building","18-03190346","2018-11-19T00:00:00.000","Rear",,"Boarded","REAR","Vacant","false","false","6430","S","RHODES","AVE","60637","1181007.24273002","1862496.44607061","20","3","42","41.77793772703678","-87.61196753453261","(41.777937727037, -87.611967534533)"
"Vacant/Abandoned Building","18-03183631","2018-11-19T00:00:00.000",,,,,,,,"7914","S","MOZART","ST","60652","1158753.30997516","1851988.10997569","18","8","70","41.74958457821459","-87.69383772313887","(41.749584578215, -87.693837723139)"
"Vacant/Abandoned Building","18-03186547","2018-11-19T00:00:00.000","Rear",,"Open","WINDOW","Vacant","false","true","8544","S","SEELEY","AVE","60620","1164177.52559392","1848006.97400844","18","6","71","41.73854739891365","-87.67407282348603","(41.738547398914, -87.674072823486)"
"Vacant/Abandoned Building","18-03184359","2018-11-19T00:00:00.000","Rear",,"Boarded",,"Vacant","false","false","2130","S","CHRISTIANA","AVE","60623","1154359.98000496","1889516.08002432","24","10","30","41.8526550829403","-87.70893789635866","(41.85265508294, -87.708937896359)"
"Vacant/Abandoned Building","18-03181889","2018-11-19T00:00:00.000","Front",,"Open","FRONT AND REAR","Vacant","false","false","10239","S","STATE","ST","60628","1178061.8266116","1836967.92993441","9","5","49","41.70795170076846","-87.62353737840257","(41.707951700768, -87.623537378403)"
"Vacant/Abandoned Building","18-03184109","2018-11-19T00:00:00.000","Front",,"Open",,"Vacant","false","true","4040","W","ROSCOE","ST","60641","1148922.0457765","1922458.249904","30","17","16","41.94315859730403","-87.72804392619706","(41.943158597304, -87.728043926197)"
"Vacant/Abandoned Building","18-03189218","2018-11-19T00:00:00.000","Front",,"Open","FRONT","Vacant","false","true","1113","S","MOZART","ST","60612","1157524.69999065","1895160.92001058","28","11","29","41.868081386086715","-87.69716883465766","(41.868081386087, -87.697168834658)"
"Vacant/Abandoned Building","18-03182513","2018-11-19T00:00:00.000","Front",,"Open","BASEMENT WINDOW FRONT","Vacant","false","true","8454","S","HALSTED","ST","60620","1172448.03078517","1848793.34220956","21","6","71","41.7405274461316","-87.64374839628078","(41.740527446132, -87.643748396281)"
"Vacant/Abandoned Building","18-03188032","2018-11-19T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","26","E","101ST","PL","60628","1178302.38452566","1837683.08007802","9","5","49","41.70990872564184","-87.6226348349403","(41.709908725642, -87.62263483494)"
"Vacant/Abandoned Building","18-03188668","2018-11-19T00:00:00.000","Rear",,"Open","REAR","Vacant","false","false","8536","S","CHAPPEL","AVE","60617","1191331.79206792","1848777.42558151","8","4","45","41.740047704042695","-87.57456164433903","(41.740047704043, -87.574561644339)"
"Vacant/Abandoned Building","18-03184860","2018-11-19T00:00:00.000","Front",,"Open","WINDOWS ARE BUSTED OUT","Vacant","false","true","8549","S","KINGSTON","AVE","60617","1194649.41691331","1848781.27800096","7","4","46","41.73997736271276","-87.56240640782976","(41.739977362713, -87.56240640783)"
"Vacant/Abandoned Building","18-03190037","2018-11-19T00:00:00.000","Front",,"Open","FRONT DOOR","Vacant","false","true","6719","S","MARSHFIELD","AVE","60636","1166494.39751037","1860152.09200743","16","7","67","41.77182627197359","-87.66523873073778","(41.771826271974, -87.665238730738)"
"Vacant/Abandoned Building","18-03190024","2018-11-19T00:00:00.000","Front",,"Open","FRONT DOOR","Vacant","false","true","6717","S","MARSHFIELD","AVE","60636","1166493.89751037","1860165.49200743","16","7","67","41.771863053984504","-87.66524018200876","(41.771863053985, -87.665240182009)"
"Vacant/Abandoned Building","18-03188150","2018-11-19T00:00:00.000","Rear",,"Open",,"Vacant","false","true","8538","S","CHAPPEL","AVE","60617","1191332.09206792","1848764.02558151","8","4","45","41.74001092595354","-87.5745609780737","(41.740010925954, -87.574560978074)"
"Vacant/Abandoned Building","18-03182664","2018-11-19T00:00:00.000","Front",,"Open","FRONT DOOR OPEN","Vacant","false","true","8106","S","KINGSTON","AVE","60617","1194588.64351769","1851716.55158812","7","4","46","41.74803348863574","-87.5625327367461","(41.748033488636, -87.562532736746)"
"Vacant/Abandoned Building","18-03189159","2018-11-19T00:00:00.000","Front",,"Open",,"Vacant","true","false","8350","S","GREEN","ST","60620","1172077.54001621","1849815.00371582","21","6","71","41.7433391606252","-87.64507589552353","(41.743339160625, -87.645075895524)"
"Vacant/Abandoned Building","18-03181891","2018-11-19T00:00:00.000","Front",,"Open","FRONT AND REAR","Vacant","false","false","10245","S","STATE","ST","60628","1178062.4266116","1836939.22993441","9","5","49","41.707872930454805","-87.62353604750463","(41.707872930455, -87.623536047505)"
"Vacant/Abandoned Building","18-03187287","2018-11-19T00:00:00.000","Front",,"Open",,"Vacant","true","false","444","E","63RD","ST","60637","1180392.51796934","1863339.20301294","20","3","42","41.780264462737634","-87.6141952745113","(41.780264462738, -87.614195274511)"
"Vacant/Abandoned Building","18-03181549","2018-11-18T00:00:00.000","Front",,"Boarded","WINDOW SECOND FLOOR","Vacant","true","false","1644","N","KEELER","AVE","60639","1148136.85039178","1910598.78261318","26","25","23","41.91063031259775","-87.73123601895907","(41.910630312598, -87.731236018959)"
"Vacant/Abandoned Building","18-03179432","2018-11-18T00:00:00.000","Rear",,"Open","REAR","Vacant","false","true","922","W","54TH","PL","60609","1171085.1307058","1868684.7448271","20","9","61","41.795141765757634","-87.64816134527663","(41.795141765758, -87.648161345277)"
"Vacant/Abandoned Building","18-03180838","2018-11-18T00:00:00.000","Front",,"Open","BACK DOOR","Vacant","false","false","12137","S","WALLACE","ST","60628","1174499.00721529","1824407.25672199","34","5","53","41.67356313512577","-87.63695638811217","(41.673563135126, -87.636956388112)"
"Vacant/Abandoned Building","18-03176304","2018-11-17T00:00:00.000","Front",,"Open","WINDOWS","Vacant","false","true","10804","S","UNION","AVE","60628","1173562.58487178","1833221.49630515","34","22","49","41.697771515512045","-87.64012418378171","(41.697771515512, -87.640124183782)"
"Vacant/Abandoned Building","18-03176192","2018-11-17T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","11921","S","NORMAL","AVE","60628","1175111.97788418","1825849.52800502","34","5","53","41.67750734184021","-87.63467006206179","(41.67750734184, -87.634670062062)"
"Vacant/Abandoned Building","18-03176436","2018-11-17T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","2550","W","THOMAS","ST","60622","1159538.39371214","1907236.28740258","1","12","24","41.901176094287486","-87.68944353992568","(41.901176094287, -87.689443539926)"
"Vacant/Abandoned Building","18-03172146","2018-11-16T00:00:00.000",,,,,,,,"6730","S","PAXTON","AVE","60649","1192034.04020631","1860773.65531829","5","3","43","41.77294932472394","-87.5715995778677","(41.772949324724, -87.571599577868)"
"Vacant/Abandoned Building","18-03168900","2018-11-16T00:00:00.000","Rear",,"Open","REAR OF BUILDING","Vacant","false","false","1518","S","CHRISTIANA","AVE","60623","1154279.47979942","1892390.71219347","24","10","29","41.860545007066385","-87.70915665955174","(41.860545007066, -87.709156659552)"
"Vacant/Abandoned Building","18-03168244","2018-11-16T00:00:00.000","Front",,"Open","OPEN AND DANGEROUS","Vacant","true","false","6558","S","MORGAN","ST","60621","1170772.67516799","1861333.07102312","6","7","68","41.77497475197497","-87.64952152150825","(41.774974751975, -87.649521521508)"
"Vacant/Abandoned Building","18-03168462","2018-11-16T00:00:00.000",,,,,,,,"3121","W","53RD","ST","60632","1156378.4399114","1869320.07388967","14","9","63","41.79719419776379","-87.70207412523473","(41.797194197764, -87.702074125235)"
"Vacant/Abandoned Building","18-03170151","2018-11-16T00:00:00.000","Front",,"Open",,"Vacant","true","false","5006","S","ELIZABETH","ST","60609","1168837.90991796","1871583.08310534","20","9","61","41.80314398725636","-87.65631820915902","(41.803143987256, -87.656318209159)"
"Vacant/Abandoned Building","18-03169297","2018-11-16T00:00:00.000","Front",,"Open",,"Vacant","true","false","7339","S","UNIVERSITY","AVE","60619","1185152.26578358","1856578.84960145","5","3","69","41.76160288059924","-87.59695768351574","(41.761602880599, -87.596957683516)"
"Vacant/Abandoned Building","18-03170266","2018-11-16T00:00:00.000","Rear",,"Open",,"Vacant","false","true","2221","S","LAWNDALE","AVE","60623","1152054.31473228","1888914.49192782","22","10","30","41.851049947611855","-87.71741629459522","(41.851049947612, -87.717416294595)"
"Vacant/Abandoned Building","18-03174412","2018-11-16T00:00:00.000","Front",,"Open","FRONT AND BACK DOOR","Vacant","false","true","9420","S","ADA","ST","60620","1168982.92001435","1842287.10168888","21","22","73","41.72274887132804","-87.65663162168148","(41.722748871328, -87.656631621681)"
"Vacant/Abandoned Building","18-03171845","2018-11-16T00:00:00.000","Front",,"Open",,"Vacant","false","true","5834","N","LINCOLN","AVE","60659","1155734.21997818","1938675.66007741","40","20","2","41.98752538987455","-87.70256685743456","(41.987525389875, -87.702566857435)"
"Vacant/Abandoned Building","18-03174513","2018-11-16T00:00:00.000","Front",,"Open",,"Vacant","true","false","7339","S","UNIVERSITY","AVE","60619","1185152.26578358","1856578.84960145","5","3","69","41.76160288059924","-87.59695768351574","(41.761602880599, -87.596957683516)"
"Vacant/Abandoned Building","18-03172960","2018-11-16T00:00:00.000","Rear",,"Open",,"Vacant","false","false","1510","W","FRY","ST","60642","1166157.95022634","1905758.64151789","1","12","24","41.896982420971554","-87.66517164988119","(41.896982420972, -87.665171649881)"
"Vacant/Abandoned Building","18-03165159","2018-11-15T00:00:00.000",,,,,,,,"7018","S","VERNON","AVE","60637","1180460.62128852","1858584.90807858","6","3","69","41.76721663829376","-87.61409136888423","(41.767216638294, -87.614091368884)"
"Vacant/Abandoned Building","18-03164748","2018-11-15T00:00:00.000","Front",,"Open",,"Vacant","false","false","2822","S","THROOP","ST","60608","1169426.76577119","1886126.11802346","11","9","60","41.84303877907506","-87.65373672436328","(41.843038779075, -87.653736724363)"
"Vacant/Abandoned Building","18-03165341","2018-11-15T00:00:00.000","Front",,"Boarded","SIDE OF THE HOUSE","Vacant","false","true","8738","S","WABASH","AVE","60619","1178238.12038827","1847072.70017397","9","6","44","41.73567651669671","-87.62258628039501","(41.735676516697, -87.622586280395)"
"Vacant/Abandoned Building","18-03162744","2018-11-15T00:00:00.000",,,,,,,,"9749","S","AVENUE N",,"60617","1201140.03643425","1841054.07590416","10","4","52","41.71861133426161","-87.53888752555314","(41.718611334262, -87.538887525553)"
"Vacant/Abandoned Building","18-03163257","2018-11-15T00:00:00.000","Front",,"Open",,"Vacant","false","true","6907","S","SANGAMON","ST","60621","1171168.50273259","1859033.40727819","6","7","68","41.76865555023146","-87.64813763948138","(41.768655550231, -87.648137639481)"
"Vacant/Abandoned Building","18-03166430","2018-11-15T00:00:00.000","Front",,"Open","FRONT DOOR","Vacant","false","true","37","E","101ST","PL","60628","1178415.58452566","1837686.28007802","9","5","49","41.70991494227256","-87.62222018461897","(41.709914942273, -87.622220184619)"
"Vacant/Abandoned Building","18-03164779","2018-11-15T00:00:00.000","Front",,"Open",,"Vacant","false","false","2847","S","ARCHER","AVE","60608","1168853.93111382","1885985.68821899","11","9","60","41.842665845960454","-87.65584294417012","(41.84266584596, -87.65584294417)"
"Vacant/Abandoned Building","18-03166696","2018-11-15T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","5831","W","NEWPORT","AVE","60634","1136884.9134786","1922345.49968907","36","16","15","41.943073918539625","-87.77228971553662","(41.94307391854, -87.772289715537)"
"Vacant/Abandoned Building","18-03166272","2018-11-15T00:00:00.000","Rear",,"Open","FRONT AND BACK OF THE PROPERTY","Vacant","false","true","4130","W","78TH","PL","60652","1150195.28001674","1852093.52558965","18","8","70","41.75004412336408","-87.72519553187536","(41.750044123364, -87.725195531875)"
"Vacant/Abandoned Building","18-03163073","2018-11-15T00:00:00.000","Front",,"Open","WINDOW","Vacant","false","true","6913","S","GREEN","ST","60621","1171828.23880447","1859011.34971189","6","7","68","41.76858057359901","-87.64572002877682","(41.768580573599, -87.645720028777)"
"Vacant/Abandoned Building","18-03164551","2018-11-15T00:00:00.000","Front",,"Open",,"Vacant","false","false","1825","W","115TH","ST","60643","1166301.74913187","1828408.36189398","34","22","75","41.684720746097845","-87.66684589893272","(41.684720746098, -87.666845898933)"
"Vacant/Abandoned Building","18-03158016","2018-11-14T00:00:00.000","Front",,"Open","FRONT WINDOW","Vacant","false","false","7114","S","WINCHESTER","AVE","60636","1164585.52397455","1857490.46016883","17","7","67","41.764562869089715","-87.67231105384197","(41.76456286909, -87.672311053842)"
"Vacant/Abandoned Building","18-03154492","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","false","12456","S","EGGLESTON","AVE","60628","1175556.4652159","1822311.42757174","34","5","53","41.667788326547026","-87.63314833252092","(41.667788326547, -87.633148332521)"
"Vacant/Abandoned Building","18-03154235","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","false","6222","S","WOOD","ST","60636","1165415.08537639","1863420.74038502","15","7","67","41.78081881008928","-87.66910260631552","(41.780818810089, -87.669102606316)"
"Vacant/Abandoned Building","18-03159421","2018-11-14T00:00:00.000","Front",,"Open","REAR","Vacant","false","false","6300","S","COTTAGE GROVE","AVE","60637","1182646.41712533","1863411.23581547","20","3","42","41.780410105256024","-87.60592997007146","(41.780410105256, -87.605929970071)"
"Vacant/Abandoned Building","18-03153130","2018-11-14T00:00:00.000","Rear",,"Boarded","FRONT","Vacant","false","false","11132","S","STATE","ST","60628","1178236.53759574","1831039.07920664","34","5","49","41.691678145327174","-87.62307663387358","(41.691678145327, -87.623076633874)"
"Vacant/Abandoned Building","18-03154820","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","false","12201","S","HARVARD","AVE","60628","1176154.65096729","1824015.92997371","34","5","53","41.6724523958162","-87.63090827325846","(41.672452395816, -87.630908273258)"
"Vacant/Abandoned Building","18-03156246","2018-11-14T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","11841","S","UNION","AVE","60628","1173779.00008909","1826356.0157735","34","5","53","41.67892678284261","-87.63953424428816","(41.678926782843, -87.639534244288)"
"Vacant/Abandoned Building","18-03152799","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","true","7326","S","ALBANY","AVE","60629","1156974.61407882","1855881.05186828","18","8","66","41.76030351843443","-87.70025068282459","(41.760303518434, -87.700250682825)"
"Vacant/Abandoned Building","18-03158242","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","true","5908","W","63RD","ST","60638","1138078.03473151","1862162.99431449","13","8","64","41.777903084223595","-87.76935737930825","(41.777903084224, -87.769357379308)"
"Vacant/Abandoned Building","18-03156415","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","false","9849","S","CHARLES","ST","60643","1167525.25869474","1839540.03441253","19","22","72","41.71524181390376","-87.66204933494178","(41.715241813904, -87.662049334942)"
"Vacant/Abandoned Building","18-03153294","2018-11-14T00:00:00.000",,,,,,,,"7634","S","ADA","ST","60620","1168769.77997013","1853926.38998531","17","6","71","41.75469332799522","-87.65707731816862","(41.754693327995, -87.657077318169)"
"Vacant/Abandoned Building","18-03157482","2018-11-14T00:00:00.000","Garage",,"Open",,"Vacant","false","false","9218","S","GREEN","ST","60620","1172266.01348204","1843677.82299633","21","22","73","41.726493759195975","-87.64456527707468","(41.726493759196, -87.644565277075)"
"Vacant/Abandoned Building","18-03156898","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","false","405","E","88TH","PL","60619","1180496.55927892","1846394.87562853","9","6","44","41.73376500738783","-87.61433302573626","(41.733765007388, -87.614333025736)"
"Vacant/Abandoned Building","18-03154908","2018-11-14T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","12236","S","YALE","AVE","60628","1176818.37891323","1823795.05291482","34","5","53","41.67183140181149","-87.62848563122331","(41.671831401811, -87.628485631223)"
"Vacant/Abandoned Building","18-03155079","2018-11-14T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","12322","S","PARNELL","AVE","60628","1174867.34738723","1823183.31082579","34","5","53","41.67019625308192","-87.63564450218749","(41.670196253082, -87.635644502187)"
"Vacant/Abandoned Building","18-03154418","2018-11-14T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","12452","S","EGGLESTON","AVE","60628","1175555.4652159","1822338.12757174","34","5","53","41.66786161797438","-87.63315119836481","(41.667861617974, -87.633151198365)"
"Vacant/Abandoned Building","18-03157439","2018-11-14T00:00:00.000","Front",,"Open","FRONT AND REAR","Vacant","false","false","8656","S","BURNHAM","AVE","60617","1196321.36652937","1848115.53570784","10","4","46","41.73810924823304","-87.55630276200023","(41.738109248233, -87.556302762)"
"Vacant/Abandoned Building","18-03156337","2018-11-14T00:00:00.000","Rear",,"Boarded",,"Vacant","false","false","2038","E","73RD","ST","60649","1191176.03020124","1856969.4462061","5","3","43","41.76253108629982","-87.57486773754674","(41.7625310863, -87.574867737547)"
"Vacant/Abandoned Building","18-03155450","2018-11-14T00:00:00.000","Front",,"Open",,"Vacant","false","true","1214","W","109TH","ST","60643","1170171.88608925","1832503.25988722","34","22","75","41.69587477788262","-87.65255989799849","(41.695874777883, -87.652559897998)"
"Vacant/Abandoned Building","18-03157302","2018-11-14T00:00:00.000","Front",,"Open","FRONT WINDOWS ARE BUSTED OUT. AND DOORS ARE UNLOCKED..","Vacant","false","true","8532","S","WABASH","AVE","60619","1178199.16436635","1848444.30761965","6","6","44","41.73944125848699","-87.62268750589665","(41.739441258487, -87.622687505897)"
