"vehicle_type","public_vehicle_number","status","vehicle_make","vehicle_model","vehicle_model_year","vehicle_color","vehicle_fuel_source","wheelchair_accessible","company_name","address","city","state","zip_code","taxi_affiliation","taxi_medallion_license_management","record_id"
"Horse Drawn Carriage","58","INACTIVE","MARTIN","VIS-A-VIS",,,"Horse","N","ROYAL CARRIAGE LIMITED.","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"58Horse Drawn Carriage"
"Horse Drawn Carriage","55","INACTIVE","MARTIN","VIS-A-VIS",,"BLACK","Horse","N","GOLD COAST HORSE & CARRIAGE","2026 W. CARROLL AVE.","CHICAGO","IL","60612",,,"55Horse Drawn Carriage"
"Horse Drawn Carriage","42","INACTIVE","ANDERSON","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"42Horse Drawn Carriage"
"Horse Drawn Carriage","35","INACTIVE",,,,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"35Horse Drawn Carriage"
"Horse Drawn Carriage","13","INACTIVE","MARTIN","VIS-A-VIS",,,"Horse","N","CHICAGO HORSE & CARRIAGE LTD","990 N. LAKE SHORE DR.","CHICAGO","IL","60611",,,"13Horse Drawn Carriage"
"Horse Drawn Carriage","7","INACTIVE","TROYER","VIS-A-VIS","2015",,"Horse","N","ANTIQUE COACH & CARRIAGE CO","1621 W. BERWYN AVE.","CHICAGO","IL","60640",,,"7Horse Drawn Carriage"
"Horse Drawn Carriage","14","INACTIVE","SCHROCK","VIS-A-VIS",,,"Horse","N","CHICAGO HORSE & CARRIAGE LTD","990 N. LAKE SHORE DR.","CHICAGO","IL","60611",,,"14Horse Drawn Carriage"
"Horse Drawn Carriage","22","INACTIVE","VICTORIA","VIS-A-VIS",,,"Horse","N","CHICAGO HORSE & CARRIAGE LTD","990 N. LAKE SHORE DR.","CHICAGO","IL","60611",,,"22Horse Drawn Carriage"
"Horse Drawn Carriage","17","INACTIVE","YODER","VIS-A-VIS",,,"Horse","N","CHICAGO HORSE & CARRIAGE LTD","990 N. LAKE SHORE DR.","CHICAGO","IL","60611",,,"17Horse Drawn Carriage"
"Horse Drawn Carriage","60","INACTIVE","MARTIN","VIS-A-VIS",,,"Horse","N","STEP-IN-TIME CARRIAGE, LTD","1541 N. WELLS ST.","CHICAGO","IL","60610",,,"60Horse Drawn Carriage"
"Horse Drawn Carriage","16","INACTIVE","CINDERELLA","VIS-A-VIS",,,"Horse","N","CHICAGO HORSE & CARRIAGE LTD","990 N. LAKE SHORE DR.","CHICAGO","IL","60611",,,"16Horse Drawn Carriage"
"Horse Drawn Carriage","4","INACTIVE","MARTIN","VIS-A-VIS","2015",,"Horse","N","ANTIQUE COACH & CARRIAGE CO","1621 W. BERWYN AVE.","CHICAGO","IL","60640",,,"4Horse Drawn Carriage"
"Horse Drawn Carriage","8","INACTIVE","TROYER","VIS-A-VIS","2015",,"Horse","N","ANTIQUE COACH & CARRIAGE CO","1621 W. BERWYN AVE.","CHICAGO","IL","60640",,,"8Horse Drawn Carriage"
"Horse Drawn Carriage","46","INACTIVE","KIMBALL","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"46Horse Drawn Carriage"
"Horse Drawn Carriage","48","INACTIVE","MARTIN","VIS-A-VIS","1995","BLACK","Horse","N","GREAT LAKES HORSE AND CARRIAGE LLC","2844 N. HARDING AVE.","CHICAGO","IL","60618",,,"48Horse Drawn Carriage"
"Horse Drawn Carriage","25","INACTIVE","MILLER","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"25Horse Drawn Carriage"
"Horse Drawn Carriage","5","INACTIVE","MARTIN","VIS-A-VIS","2015",,"Horse","N","ANTIQUE COACH & CARRIAGE CO","1621 W. BERWYN AVE.","CHICAGO","IL","60640",,,"5Horse Drawn Carriage"
"Horse Drawn Carriage","44","INACTIVE","MILLER","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"44Horse Drawn Carriage"
"Horse Drawn Carriage","32","INACTIVE",,,,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"32Horse Drawn Carriage"
"Horse Drawn Carriage","34","INACTIVE","SCHROCK","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"34Horse Drawn Carriage"
"Horse Drawn Carriage","26","INACTIVE","ANDERSON","VIS-A-VIS",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"26Horse Drawn Carriage"
"Horse Drawn Carriage","43","INACTIVE","SCHWARTZ","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"43Horse Drawn Carriage"
"Horse Drawn Carriage","39","INACTIVE","MILLER","LANDAU",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"39Horse Drawn Carriage"
"Horse Drawn Carriage","1","INACTIVE","MARTIN","VIS-A-VIS","2015",,"Horse","N","ANTIQUE COACH & CARRIAGE CO","1621 W. BERWYN AVE.","CHICAGO","IL","60640",,,"1Horse Drawn Carriage"
"Horse Drawn Carriage","19","INACTIVE","ANDERSON","VIS-A-VIS",,,"Horse","N","CHICAGO HORSE & CARRIAGE LTD","990 N. LAKE SHORE DR.","CHICAGO","IL","60611",,,"19Horse Drawn Carriage"
"Horse Drawn Carriage","31","INACTIVE","MILLER","LANDAU",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"31Horse Drawn Carriage"
"Horse Drawn Carriage","45","INACTIVE","SCHWARTZ","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"45Horse Drawn Carriage"
"Horse Drawn Carriage","47","INACTIVE","KIMBALL","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"47Horse Drawn Carriage"
"Horse Drawn Carriage","28","INACTIVE","MARTIN","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"28Horse Drawn Carriage"
"Horse Drawn Carriage","59","INACTIVE","MARTIN","VIS-A-VIS",,,"Horse","N","STEP-IN-TIME CARRIAGE, LTD","1541 N. WELLS ST.","CHICAGO","IL","60610",,,"59Horse Drawn Carriage"
"Horse Drawn Carriage","29","INACTIVE","ANDERSON","VIS-A-VIS",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"29Horse Drawn Carriage"
"Horse Drawn Carriage","27","INACTIVE","YODER","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"27Horse Drawn Carriage"
"Horse Drawn Carriage","57","INACTIVE","ANDERSON","VIS-A-VIS",,,"Horse","N","ROYAL CARRIAGE LIMITED.","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"57Horse Drawn Carriage"
"Horse Drawn Carriage","3","INACTIVE","MARTIN","VIS-A-VIS","2015",,"Horse","N","ANTIQUE COACH & CARRIAGE CO","1621 W. BERWYN AVE.","CHICAGO","IL","60640",,,"3Horse Drawn Carriage"
"Horse Drawn Carriage","33","INACTIVE","MILLER","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"33Horse Drawn Carriage"
"Horse Drawn Carriage","24","INACTIVE","MARTIN","VIS-A-VIS","2010","WHITE","Horse","N","GREAT LAKES HORSE AND CARRIAGE LLC","2844 N. HARDING AVE.","CHICAGO","IL","60618",,,"24Horse Drawn Carriage"
"Horse Drawn Carriage","23","INACTIVE","MARTIN","VIS-A-VIS","1995","BLACK","Horse","N","GREAT LAKES HORSE AND CARRIAGE LLC","2844 N. HARDING AVE.","CHICAGO","IL","60618",,,"23Horse Drawn Carriage"
"Horse Drawn Carriage","41","INACTIVE","YODER","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"41Horse Drawn Carriage"
"Horse Drawn Carriage","20","INACTIVE","TROYER","VIS-A-VIS",,,"Horse","N","CHICAGO HORSE & CARRIAGE LTD","990 N. LAKE SHORE DR.","CHICAGO","IL","60611",,,"20Horse Drawn Carriage"
"Horse Drawn Carriage","12","INACTIVE","STUDEBAKER","VIS-A-VIS","1991",,"Horse","N","ANTIQUE COACH & CARRIAGE CO","1621 W. BERWYN AVE.","CHICAGO","IL","60640",,,"12Horse Drawn Carriage"
"Horse Drawn Carriage","40","INACTIVE","YODER","COACH",,,"Horse","N","COACH HORSE LIVERY LIMITED","1410 N. ORLEANS ST.","CHICAGO","IL","60610",,,"40Horse Drawn Carriage"
