"date","block","zip_code","ward","community_area","area","district","beat","street_outreach_organization","unique_id","month","day_of_week","hour","incident_type_description","rounds","illinois_house_district","illinois_senate_district","latitude","longitude","location"
"2022-08-27T23:58:22.000","100  E 119TH ST","60628","9","WEST PULLMAN","2","5","0532","None","SST-552360","8","7","23","SINGLE GUNSHOT","1","29","15","41.67826064","-87.618068462","POINT (-87.618068461971 41.678260639647)"
"2022-08-27T23:56:30.000","5700  S CALIFORNIA AVE","60629","16","GAGE PARK","1","8","0824","SWOP - Gage Park","SST-474262","8","7","23","MULTIPLE GUNSHOTS","6","1","1","41.789230139","-87.692547859","POINT (-87.69254785878 41.789230138658)"
"2022-08-27T23:56:00.000","5700  S CALIFORNIA AVE","60629","16","GAGE PARK","1","8","0824","SWOP - Gage Park","SST-474261","8","7","23","MULTIPLE GUNSHOTS","6","1","1","41.789619098","-87.692807031","POINT (-87.692807031401 41.789619098158)"
"2022-08-27T23:54:04.000","8600  S ELIZABETH ST","60620","21","AUBURN GRESHAM","2","6","0613","None","SST-370869","8","7","23","MULTIPLE GUNSHOTS","2","27","14","41.736498605","-87.654876299","POINT (-87.654876298599 41.736498604858)"
"2022-08-27T23:47:31.000","1100  N LARAMIE AVE","60651","37","AUSTIN","4","15","1524","INVC - Austin","SST-378349","8","7","23","GUNSHOT OR FIRECRACKER","1","8","4","41.901179628","-87.756544305","POINT (-87.756544305299 41.901179627858)"
"2022-08-27T23:46:18.000","1100  NORTH LAWNDALE AVENUE","60651","27","HUMBOLDT PARK","4","11","1112","ALSO - Humboldt Park","SST-628319","8","7","23","MULTIPLE GUNSHOTS","3","10","5","41.901747103","-87.718932308","POINT (-87.718932308399 41.901747102658)"
"2022-08-27T23:46:16.000","1700  N MEADE AVE","60639","29","AUSTIN","3","25","2513","None","SST-622493","8","7","23","MULTIPLE GUNSHOTS","4","78","39","41.91151386","-87.777237838","POINT (-87.77723783798 41.911513859742)"
"2022-08-27T23:44:40.000","3600  W 56TH PL","60629","23","WEST ELSDON","1","8","0822","SWOP - Gage Park","SST-474257","8","7","23","MULTIPLE GUNSHOTS","4","22","11","41.79039534","-87.713773157","POINT (-87.71377315722 41.790395339942)"
"2022-08-27T23:35:17.000","4800  S ADA ST","60609","20","NEW CITY","1","9","0933","PBMR - New City","SST-133305","8","7","23","MULTIPLE GUNSHOTS","2","6","3","41.80446518","-87.658893235","POINT (-87.6588932353 41.8044651795)"
"2022-08-27T23:34:59.000","4800  S ADA ST","60609","20","NEW CITY","1","9","0933","PBMR - New City","SST-133303","8","7","23","SINGLE GUNSHOT","1","6","3","41.805072022","-87.65823744","POINT (-87.65823744038 41.805072021842)"
"2022-08-27T23:32:54.000","5700  SOUTH BISHOP STREET","60636","16","WEST ENGLEWOOD","1","7","0713","TADC - West Englewood | READI 60631","SST-773723","8","7","23","MULTIPLE GUNSHOTS","2","6","3","41.788887468","-87.6599318","POINT (-87.65993180048 41.788887467642)"
"2022-08-27T23:31:34.000","5700  SOUTH LOOMIS BOULEVARD","60636","16","WEST ENGLEWOOD","1","7","0713","READI 60631","SST-773722","8","7","23","MULTIPLE GUNSHOTS","11","6","3","41.790009396","-87.658744866","POINT (-87.65874486588 41.790009395558)"
"2022-08-27T23:31:05.000","4900  W GLADYS AVE","60644","29","AUSTIN","4","15","1533","READI 60644 | INVC - Austin","SST-378310","8","7","23","SINGLE GUNSHOT","1","8","4","41.876736752","-87.748485267","POINT (-87.748485266871 41.876736751947)"
"2022-08-27T23:30:31.000","1800  S KARLOV AVE","60623","24","NORTH LAWNDALE","4","10","1012","UCAN - North Lawndale | READI 60623 | CRED West Side","SST-381651","8","7","23","SINGLE GUNSHOT","1","9","5","41.856612377","-87.726606097","POINT (-87.726606096501 41.856612376858)"
"2022-08-27T23:11:55.000","3600  W 62ND PL","60629","23","WEST LAWN","1","8","0823","SWOP - Chicago Lawn","SST-474243","8","7","23","SINGLE GUNSHOT","1","22","11","41.779636506","-87.714321591","POINT (-87.71432159148 41.779636505842)"
"2022-08-27T23:11:24.000","6900  S OGLESBY AVE","60649","5","SOUTH SHORE","1","3","0331","Claretian Associates - South Shore","SST-440038","8","7","23","SINGLE GUNSHOT","1","25","13","41.770523741","-87.568451491","POINT (-87.56845149132 41.770523741258)"
"2022-08-27T23:09:13.000","3600  W 62ND PL","60629","23","WEST LAWN","1","8","0823","SWOP - Chicago Lawn","SST-474240","8","7","23","SINGLE GUNSHOT","1","22","11","41.780410287","-87.714488449","POINT (-87.714488448971 41.780410286547)"
"2022-08-27T23:09:04.000","6900  S OGLESBY AVE","60649","5","SOUTH SHORE","1","3","0331","Claretian Associates - South Shore","SST-440032","8","7","23","SINGLE GUNSHOT","1","25","13","41.770553927","-87.567483633","POINT (-87.56748363338 41.770553926658)"
"2022-08-27T23:04:49.000","3700  WEST AUGUSTA BOULEVARD","60651","27","HUMBOLDT PARK","4","11","1112","ALSO - Humboldt Park","SST-628279","8","7","23","SINGLE GUNSHOT","1","10","5","41.899583155","-87.721141201","POINT (-87.721141201499 41.899583154558)"
"2022-08-27T22:55:53.000","1700  W 33RD ST","60608","12","MCKINLEY PARK","1","9","0912","None","SST-133265","8","7","22","MULTIPLE GUNSHOTS","5","2","1","41.833144703","-87.668874835","POINT (-87.6688748346 41.8331447031)"
"2022-08-27T22:55:39.000","2700  W 38TH ST","60632","12","BRIGHTON PARK","1","9","0911","New Life Centers - Brighton Park","SST-133264","8","7","22","MULTIPLE GUNSHOTS","3","21","11","41.824616839","-87.693295442","POINT (-87.693295442101 41.824616838842)"
"2022-08-27T22:55:14.000","2700  W 38TH ST","60632","12","BRIGHTON PARK","1","9","0911","New Life Centers - Brighton Park","SST-133263","8","7","22","MULTIPLE GUNSHOTS","7","21","11","41.824849591","-87.693058795","POINT (-87.69305879528 41.824849590542)"
"2022-08-27T22:55:12.000","5600  S WESTERN AVE","60629","15","GAGE PARK","1","8","0824","SWOP - Gage Park","SST-474233","8","7","22","MULTIPLE GUNSHOTS","2","1","1","41.790495331","-87.684101189","POINT (-87.68410118898 41.790495331442)"
"2022-08-27T22:49:12.000","10500  S STATE ST","60628","34","ROSELAND","2","5","0512","CRED South Side","SST-552336","8","7","22","MULTIPLE GUNSHOTS","6","28","14","41.701966518","-87.62421659","POINT (-87.624216589599 41.701966517742)"
