Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
HN256403,01/01/2007 12:01:00 AM,030XX E 78TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0421,7,06,1197616,1854432,2007,41.755409918,-87.551349331,"(41.755409918, -87.551349331)"
HN264282,01/01/2007 12:01:00 AM,066XX S OAKLEY AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,0832,15,02,1162213,1860674,2007,41.773348654,-87.680918515,"(41.773348654, -87.680918515)"
HN264913,01/01/2007 12:01:00 AM,012XX S MICHIGAN AVE,0265,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,false,false,0133,2,02,1177422,1894769,2007,41.866578077,-87.624134464,"(41.866578077, -87.624134464)"
HN121797,01/01/2007 12:01:00 AM,016XX N WHIPPLE ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1421,26,20,1155713,1910762,2007,41.910928885,-87.703399492,"(41.910928885, -87.703399492)"
HN124647,01/01/2007 12:01:00 AM,086XX S KENTON AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0834,18,06,1147271,1846947,2007,41.735977339,-87.736042443,"(41.735977339, -87.736042443)"
HN126880,01/01/2007 12:01:00 AM,080XX S WOLCOTT AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0611,18,06,1165085,1851406,2007,41.747855703,-87.670652119,"(41.747855703, -87.670652119)"
HN137699,01/01/2007 12:01:00 AM,074XX N OCONTO AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1611,41,06,1127060,1948921,2007,42.016170598,-87.807802571,"(42.016170598, -87.807802571)"
HN141039,01/01/2007 12:01:00 AM,058XX S WESTERN AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0824,16,06,1161368,1865971,2007,41.787901896,-87.683869446,"(41.787901896, -87.683869446)"
HN146809,01/01/2007 12:01:00 AM,103XX S OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2212,19,14,1162876,1835969,2007,41.705540506,-87.679176494,"(41.705540506, -87.679176494)"
HN151448,01/01/2007 12:01:00 AM,046XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1722,45,06,1146377,1930793,2007,41.966078763,-87.737185223,"(41.966078763, -87.737185223)"
HN151729,01/01/2007 12:01:00 AM,0000X E 36TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,0211,3,11,1177520,1880982,2007,41.828743353,-87.624192644,"(41.828743353, -87.624192644)"
HN155441,01/01/2007 12:01:00 AM,008XX S BELL AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1224,25,20,1161516,1896227,2007,41.870924708,-87.682486317,"(41.870924708, -87.682486317)"
HN155563,01/01/2007 12:01:00 AM,049XX N MEADE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1622,45,06,1134532,1932483,2007,41.970934178,-87.780697693,"(41.970934178, -87.780697693)"
HN156849,01/01/2007 12:01:00 AM,050XX S JUSTINE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,true,false,0931,16,17,1166856,1871358,2007,41.802568941,-87.663593233,"(41.802568941, -87.663593233)"
HN163642,01/01/2007 12:01:00 AM,068XX S MAY ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,0724,17,02,1169832,1859405,2007,41.76970436,-87.653025811,"(41.76970436, -87.653025811)"
HN164831,01/01/2007 12:01:00 AM,021XX N LONG AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",false,false,2515,37,02,1140035,1913783,2007,41.919520368,-87.760921537,"(41.919520368, -87.760921537)"
HN175973,01/01/2007 12:01:00 AM,048XX W RICE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1531,37,11,1143919,1905217,2007,41.895942308,-87.746866179,"(41.895942308, -87.746866179)"
HN191862,01/01/2007 12:01:00 AM,040XX N PULASKI RD,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,false,false,1723,39,20,1149002,1926618,2007,41.954571732,-87.727642005,"(41.954571732, -87.727642005)"
HN419230,01/01/2007 12:01:00 AM,009XX W LAWRENCE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2024,48,11,1169177,1932067,2007,41.969108739,-87.653316794,"(41.969108739, -87.653316794)"
HN417135,01/01/2007 12:01:00 AM,062XX S WHIPPLE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,false,false,0823,15,02,1157121,1863128,2007,41.780187276,-87.699518438,"(41.780187276, -87.699518438)"
HN428114,01/01/2007 12:01:00 AM,005XX N DESPLAINES ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1323,27,06,1171836,1903814,2007,41.891522971,-87.644374529,"(41.891522971, -87.644374529)"
HN183314,01/01/2007 12:01:00 AM,005XX W 61ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0711,20,07,1173818,1864139,2007,41.782607546,-87.638274684,"(41.782607546, -87.638274684)"
HN175978,01/01/2007 12:01:00 AM,020XX W SCHILLER ST,0820,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",false,false,1424,1,06,1162642,1909430,2007,41.907131317,-87.677982167,"(41.907131317, -87.677982167)"
HN248468,01/01/2007 12:01:00 AM,060XX S CAMPBELL AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0825,15,20,1160740,1864491,2007,41.78385357,-87.686212924,"(41.78385357, -87.686212924)"
HN288748,01/01/2007 12:01:00 AM,010XX N SPAULDING AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,false,false,1121,26,20,1154115,1906936,2007,41.90046205,-87.709372247,"(41.90046205, -87.709372247)"
HN288398,01/01/2007 12:01:00 AM,028XX W CONGRESS PKWY,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1135,2,06,1157467,1897643,2007,41.874893636,-87.697313145,"(41.874893636, -87.697313145)"
HN282651,01/01/2007 12:01:00 AM,040XX W ROSCOE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1731,30,06,1148963,1922459,2007,41.943159862,-87.727893378,"(41.943159862, -87.727893378)"
HN300476,01/01/2007 12:01:00 AM,028XX S HAMLIN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,1031,22,06,1151500,1884909,2007,41.840069271,-87.719555832,"(41.840069271, -87.719555832)"
HN332791,01/01/2007 12:01:00 AM,027XX W MAYPOLE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1331,2,14,1158043,1900842,2007,41.883660267,-87.695110965,"(41.883660267, -87.695110965)"
HN341352,01/01/2007 12:01:00 AM,039XX W 63RD PL,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,0823,13,20,1151215,1862199,2007,41.77775537,-87.721195251,"(41.77775537, -87.721195251)"
HN338235,01/01/2007 12:01:00 AM,024XX N CLARK ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1933,43,06,1172519,1916842,2007,41.927257397,-87.641480286,"(41.927257397, -87.641480286)"
HN358958,01/01/2007 12:01:00 AM,015XX W OHIO ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,1324,26,02,1165942,1904104,2007,41.892446577,-87.666012067,"(41.892446577, -87.666012067)"
HN375621,01/01/2007 12:01:00 AM,069XX S WASHTENAW AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0831,18,06,1159575,1858422,2007,41.767223347,-87.690650556,"(41.767223347, -87.690650556)"
HN378561,01/01/2007 12:01:00 AM,044XX N LA CROSSE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1623,45,08A,1143233,1929150,2007,41.961629681,-87.748786475,"(41.961629681, -87.748786475)"
HN383987,01/01/2007 12:01:00 AM,011XX N CAMPBELL AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,APARTMENT,false,false,1312,26,06,1159524,1907778,2007,41.902662894,-87.689481476,"(41.902662894, -87.689481476)"
HN376235,01/01/2007 12:01:00 AM,038XX S WASHTENAW AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,0913,12,02,1159000,1879123,2007,41.824041442,-87.692192271,"(41.824041442, -87.692192271)"
HN388135,01/01/2007 12:01:00 AM,051XX S ABERDEEN ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0934,16,06,1169856,1870662,2007,41.800594368,-87.652611155,"(41.800594368, -87.652611155)"
HN398497,01/01/2007 12:01:00 AM,017XX N AUSTIN AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2513,29,02,1136137,1910990,2007,41.911926549,-87.775310338,"(41.911926549, -87.775310338)"
HN402748,01/01/2007 12:01:00 AM,051XX S ALBANY AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,true,false,0911,14,02,1156579,1870431,2007,41.800238688,-87.701308686,"(41.800238688, -87.701308686)"
HN528910,01/01/2007 12:01:00 AM,006XX N LAKE SHORE DR NB,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,true,false,1834,42,11,1179780,1905007,2007,41.894617876,-87.615163599,"(41.894617876, -87.615163599)"
HN512590,01/01/2007 12:01:00 AM,026XX N ORCHARD ST,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,1933,43,02,1171138,1918113,2007,41.930775542,-87.646517436,"(41.930775542, -87.646517436)"
HN554153,01/01/2007 12:01:00 AM,052XX S MARSHFIELD AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0932,16,17,1166229,1870028,2007,41.798932649,-87.665930589,"(41.798932649, -87.665930589)"
HN583015,01/01/2007 12:01:00 AM,066XX S LANGLEY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0321,20,06,1182034,1861097,2007,41.774073817,-87.608246709,"(41.774073817, -87.608246709)"
HN583153,01/01/2007 12:01:00 AM,015XX S HOMAN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,1021,24,06,1153953,1892145,2007,41.859877252,-87.71036164,"(41.859877252, -87.71036164)"
HN600334,01/01/2007 12:01:00 AM,013XX N CLEVELAND AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1821,27,06,1172751,1909062,2007,41.905903568,-87.640858621,"(41.905903568, -87.640858621)"
HN451671,01/01/2007 12:01:00 AM,028XX N SHERIDAN RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,MEDICAL/DENTAL OFFICE,false,false,2333,44,26,1173092,1919038,2007,41.933270602,-87.63930945,"(41.933270602, -87.63930945)"
HN469958,01/01/2007 12:01:00 AM,067XX S PEORIA ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,0723,17,20,1171470,1860113,2007,41.771611487,-87.647000925,"(41.771611487, -87.647000925)"
HN457224,01/01/2007 12:01:00 AM,113XX S LOOMIS ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2234,34,06,1169025,1829643,2007,41.688050553,-87.65684131,"(41.688050553, -87.65684131)"
HN477680,01/01/2007 12:01:00 AM,074XX S SOUTH SHORE DR,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,0334,7,02,1195764,1856629,2007,41.761484638,-87.55806373,"(41.761484638, -87.55806373)"
HN485631,01/01/2007 12:01:00 AM,023XX W 21ST ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,false,false,1223,25,20,1161122,1890016,2007,41.853889306,-87.684105268,"(41.853889306, -87.684105268)"
HN488271,01/01/2007 12:01:00 AM,009XX W FOSTER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,2024,48,11,1169175,1934732,2007,41.976421616,-87.653246357,"(41.976421616, -87.653246357)"
HN248118,01/01/2007 12:01:00 AM,114XX S HOMEWOOD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2212,19,20,1165305,1828746,2007,41.685668387,-87.67048523,"(41.685668387, -87.67048523)"
HN415854,01/01/2007 12:01:00 AM,060XX W GRACE ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1633,38,20,1135344,1924640,2007,41.949397804,-87.777898777,"(41.949397804, -87.777898777)"
HN503156,01/01/2007 12:01:00 AM,018XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1233,25,14,1169085,1891436,2007,41.857616973,-87.654836954,"(41.857616973, -87.654836954)"
HN506092,01/01/2007 12:01:00 AM,100XX W OHARE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,GOVERNMENT BUILDING/PROPERTY,false,false,1651,41,26,1100658,1934241,2007,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
HN517040,01/01/2007 12:01:00 AM,048XX W STRONG ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1623,45,06,1143243,1932475,2007,41.970753565,-87.74866629,"(41.970753565, -87.74866629)"
HN747122,01/01/2007 12:01:00 AM,025XX S HOMAN AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1024,22,02,1154104,1887006,2007,41.845772231,-87.709944306,"(41.845772231, -87.709944306)"
HN584411,01/01/2007 12:01:00 AM,073XX S DAMEN AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0735,17,17,1164292,1856082,2007,41.760704042,-87.673426505,"(41.760704042, -87.673426505)"
HN649062,01/01/2007 12:01:00 AM,047XX S KOMENSKY AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0815,14,17,1150159,1872911,2007,41.807171298,-87.724788636,"(41.807171298, -87.724788636)"
HN645865,01/01/2007 12:01:00 AM,071XX S YATES BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0334,7,06,1193451,1857991,2007,41.76527896,-87.566496412,"(41.76527896, -87.566496412)"
HN690746,01/01/2007 12:01:00 AM,019XX W WABANSIA AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,1434,32,04A,1163313,1911333,2007,41.912339189,-87.675463683,"(41.912339189, -87.675463683)"
HN690617,01/01/2007 12:01:00 AM,029XX W 38TH PL,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0913,14,06,1157359,1878960,2007,41.823627596,-87.698217005,"(41.823627596, -87.698217005)"
HN704812,01/01/2007 12:01:00 AM,069XX S MAPLEWOOD AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0832,18,06,1160571,1858573,2007,41.767617233,-87.686995617,"(41.767617233, -87.686995617)"
HN723951,01/01/2007 12:01:00 AM,023XX N MANGO AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,2515,37,02,1137665,1914996,2007,41.922892056,-87.769600087,"(41.922892056, -87.769600087)"
HN731080,01/01/2007 12:01:00 AM,078XX W CAHILL TER,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1631,36,06,1122580,1923270,2007,41.945855751,-87.82484835,"(41.945855751, -87.82484835)"
HN743799,01/01/2007 12:01:00 AM,035XX W WRIGHTWOOD AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1412,35,06,1152144,1917053,2007,41.928263118,-87.716344541,"(41.928263118, -87.716344541)"
HN740509,01/01/2007 12:01:00 AM,060XX S VERNON AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,APARTMENT,false,false,0313,20,11,1180307,1865162,2007,41.785268355,-87.614452924,"(41.785268355, -87.614452924)"
HP138398,01/01/2007 12:01:00 AM,022XX N LECLAIRE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2522,31,06,1142021,1914472,2007,41.921374449,-87.753607483,"(41.921374449, -87.753607483)"
HP148649,01/01/2007 12:01:00 AM,035XX W MEDILL AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,1413,26,17,1152235,1915391,2007,41.923700653,-87.716054111,"(41.923700653, -87.716054111)"
HP160327,01/01/2007 12:01:00 AM,097XX S AVENUE J,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0432,10,20,1202453,1841078,2007,41.718643636,-87.534077912,"(41.718643636, -87.534077912)"
HP170088,01/01/2007 12:01:00 AM,038XX N CICERO AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,FACTORY/MANUFACTURING BUILDING,false,false,1634,45,06,1143687,1924948,2007,41.950090523,-87.747222958,"(41.950090523, -87.747222958)"
HP183675,01/01/2007 12:01:00 AM,023XX N MERRIMAC AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2512,29,20,1134360,1914782,2007,41.922363794,-87.78174903,"(41.922363794, -87.78174903)"
HP229849,01/01/2007 12:01:00 AM,021XX N AUSTIN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2515,29,06,1136049,1913736,2007,41.919463469,-87.775568022,"(41.919463469, -87.775568022)"
HP236626,01/01/2007 12:01:00 AM,001XX W JACKSON BLVD,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,OTHER,false,false,0112,2,06,1175230,1898963,2007,41.87813609,-87.632055653,"(41.87813609, -87.632055653)"
HN759792,01/01/2007 12:01:00 AM,0000X E 113TH ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,0531,9,02,1178448,1830053,2007,41.688967414,-87.622332247,"(41.688967414, -87.622332247)"
HP348560,01/01/2007 12:01:00 AM,064XX S RACINE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0724,16,06,1169429,1862035,2007,41.776930144,-87.654426928,"(41.776930144, -87.654426928)"
HP389311,01/01/2007 12:01:00 AM,0000X E 101ST ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0511,9,06,1178568,1838023,2007,41.710835492,-87.621651827,"(41.710835492, -87.621651827)"
HP400817,01/01/2007 12:01:00 AM,005XX W EUGENIE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,1813,43,06,1172414,1911584,2007,41.912831524,-87.642021866,"(41.912831524, -87.642021866)"
HP523995,01/01/2007 12:01:00 AM,037XX W SHAKESPEARE AVE,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,false,false,2525,26,02,1151119,1914030,2007,41.91998792,-87.720190504,"(41.91998792, -87.720190504)"
HP524707,01/01/2007 12:01:00 AM,021XX N WESTERN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,1432,32,06,1160005,1914531,2007,41.921183719,-87.687527909,"(41.921183719, -87.687527909)"
HP525085,01/01/2007 12:01:00 AM,049XX N MASON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1622,45,06,1135522,1932683,2007,41.971465415,-87.777052532,"(41.971465415, -87.777052532)"
HP527930,01/01/2007 12:01:00 AM,050XX W PENSACOLA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1624,45,06,1142232,1928458,2007,41.959749453,-87.752484003,"(41.959749453, -87.752484003)"
HP537434,01/01/2007 12:01:00 AM,065XX S ALBANY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0831,15,06,1156845,1861085,2007,41.774586561,-87.700585417,"(41.774586561, -87.700585417)"
HP455545,01/01/2007 12:01:00 AM,013XX W 112TH ST,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,2234,34,02,1169305,1830493,2007,41.690377055,-87.655791778,"(41.690377055, -87.655791778)"
HP473949,01/01/2007 12:01:00 AM,059XX S KILBOURN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0813,13,06,1147384,1864873,2007,41.785167238,-87.735171777,"(41.785167238, -87.735171777)"
HP562346,01/01/2007 12:01:00 AM,047XX S KEDZIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,0821,14,06,1155835,1873178,2007,41.80779181,-87.703963414,"(41.80779181, -87.703963414)"
HP604904,01/01/2007 12:01:00 AM,067XX S NORMAL BLVD,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,false,false,0722,6,06,1174117,1859988,2007,41.771210098,-87.637301644,"(41.771210098, -87.637301644)"
HP706408,01/01/2007 12:01:00 AM,083XX S CLYDE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,false,false,0412,8,06,1191632,1850178,2007,41.743883738,-87.573416426,"(41.743883738, -87.573416426)"
HR118990,01/01/2007 12:01:00 AM,020XX W CERMAK RD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,1223,25,06,1163014,1889398,2007,41.852153988,-87.677178245,"(41.852153988, -87.677178245)"
HR119685,01/01/2007 12:01:00 AM,116XX S PEORIA ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,0524,34,20,1172293,1827790,2007,41.682894577,-87.64493165,"(41.682894577, -87.64493165)"
HR156413,01/01/2007 12:01:00 AM,028XX W BERWYN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2011,40,06,1156563,1935079,2007,41.97763919,-87.69961643,"(41.97763919, -87.69961643)"
HR158404,01/01/2007 12:01:00 AM,018XX N KILDARE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2534,30,20,1147435,1911812,2007,41.913972993,-87.733783227,"(41.913972993, -87.733783227)"
HR156753,01/01/2007 12:01:00 AM,014XX W HUBBARD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,FACTORY/MANUFACTURING BUILDING,false,false,1324,27,06,1166910,1903200,2007,41.889945222,-87.662482973,"(41.889945222, -87.662482973)"
HR166541,01/01/2007 12:01:00 AM,014XX W ALBION AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2432,40,06,1165546,1943947,2007,42.001786111,-87.666327693,"(42.001786111, -87.666327693)"
HR169791,01/01/2007 12:01:00 AM,027XX W 61ST ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,0825,15,06,1159198,1864090,2007,41.782784877,-87.691877465,"(41.782784877, -87.691877465)"
HR173163,01/01/2007 12:01:00 AM,015XX S INDIANA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,FACTORY/MANUFACTURING BUILDING,false,false,0133,2,06,1177914,1892619,2007,41.860667176,-87.622393663,"(41.860667176, -87.622393663)"
HR179845,01/01/2007 12:01:00 AM,075XX S ST LAWRENCE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0624,6,06,1181542,1855071,2007,41.757549229,-87.610235973,"(41.757549229, -87.610235973)"
HR186697,01/01/2007 12:01:00 AM,019XX N HALSTED ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESTAURANT,false,false,1813,43,06,1170646,1913201,2007,41.917307578,-87.648469583,"(41.917307578, -87.648469583)"
HR225711,01/01/2007 12:01:00 AM,049XX W JACKSON BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,1533,24,06,1143659,1898220,2007,41.876746578,-87.747996408,"(41.876746578, -87.747996408)"
HR231409,01/01/2007 12:01:00 AM,089XX S WALLACE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2223,21,06,1173869,1845664,2007,41.731908752,-87.638634675,"(41.731908752, -87.638634675)"
HP728447,01/01/2007 12:01:00 AM,016XX N LUNA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2532,37,06,1139156,1910287,2007,41.909943001,-87.764236387,"(41.909943001, -87.764236387)"
HP745976,01/01/2007 12:01:00 AM,007XX E 76TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0624,6,06,1182685,1854788,2007,41.756746208,-87.606055842,"(41.756746208, -87.606055842)"
HP747452,01/01/2007 12:01:00 AM,038XX W 77TH ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0833,18,06,1151909,1853125,2007,41.752841254,-87.718888634,"(41.752841254, -87.718888634)"
HP757855,01/01/2007 12:01:00 AM,019XX W HARRISON ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,HOSPITAL BUILDING/GROUNDS,false,false,1224,2,06,1163757,1897393,2007,41.874077392,-87.674225948,"(41.874077392, -87.674225948)"
HR102325,01/01/2007 12:01:00 AM,026XX N LAMON AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,2521,31,06,1143265,1917319,2007,41.929163737,-87.748965374,"(41.929163737, -87.748965374)"
HR108987,01/01/2007 12:01:00 AM,031XX N LOCKWOOD AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,2514,30,06,1140493,1920277,2007,41.937332182,-87.759078957,"(41.937332182, -87.759078957)"
HR249316,01/01/2007 12:01:00 AM,071XX S BELL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0832,18,06,1162638,1857329,2007,41.764160647,-87.679453777,"(41.764160647, -87.679453777)"
HR263341,01/01/2007 12:01:00 AM,0000X N CLARK ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,false,false,0113,42,06,1175536,1900458,2007,41.882231592,-87.630887175,"(41.882231592, -87.630887175)"
HR265865,01/01/2007 12:01:00 AM,120XX S WALLACE ST,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,0523,34,06,1174477,1825102,2007,41.675470111,-87.637016388,"(41.675470111, -87.637016388)"
