"vehicle_type","public_vehicle_number","status","vehicle_make","vehicle_model","vehicle_model_year","vehicle_color","vehicle_fuel_source","wheelchair_accessible","company_name","address","city","state","zip_code","taxi_affiliation","taxi_medallion_license_management","record_id"
"Jitney","1756","VIOLATION","MOVITRON","TENNER","2011","WHITE","Gasoline","N","INNOVA UEV LLC","10 S. RIVERSIDE PLZ.","CHICAGO","IL","60606",,,"1756Jitney"
"Jitney","885529","VIOLATION","TOYOTA","CAMRY","2014","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"885529Jitney"
"Jitney","1786","VIOLATION","MOVITRON","TENNER","2011","WHITE","Gasoline","N","INNOVA UEV LLC","10 S. RIVERSIDE PLZ.","CHICAGO","IL","60606",,,"1786Jitney"
"Jitney","409024","RESERVED","TOYOTA","CAMRY","2011","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"409024Jitney"
"Jitney","19236","INACTIVE","TOYOTA","CAMRY","2013","WHITE","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"19236Jitney"
"Jitney","16375","INACTIVE","FORD","CROWN VICTORIA","2009","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16375Jitney"
"Jitney","16438","INACTIVE","FORD","CROWN VICTORIA","2008","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16438Jitney"
"Jitney","89384","INACTIVE","LEXUS","350","2005","BLACK","Gasoline","N","SUREWAY RIDES INC","5807 W. DIVISION ST.","CHICAGO","IL","60651",,,"89384Jitney"
"Jitney","15993","INACTIVE","TOYOTA","CAMRY","2009","BLACK","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"15993Jitney"
"Jitney","16007","INACTIVE","FORD","CROWN VICTORIA","2009","BLACK","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16007Jitney"
"Jitney","11322","VIOLATION","TOYOTA","RAV4","2010","SILVER","Gasoline","N","FAMIEN MORRISON","7001 S. STATE ST.","CHICAGO","IL","60637",,,"11322Jitney"
"Jitney","16376","INACTIVE","FORD","CROWN VICTORIA","2009","BLACK","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16376Jitney"
"Jitney","16439","INACTIVE","FORD","CROWN VICTORIA","2010","BLACK","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16439Jitney"
"Jitney","16440","INACTIVE","FORD","CROWN VICTORIA","2009","BLACK","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16440Jitney"
"Jitney","15999","INACTIVE","FORD","CROWN VICTORIA","2008","WHITE","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"15999Jitney"
"Jitney","15998","INACTIVE","TOYOTA","CAMRY","2011","BLACK","Hybrid","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"15998Jitney"
"Jitney","16287","INACTIVE","FORD","CROWN VICTORIA","2008","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16287Jitney"
"Jitney","16447","INACTIVE","TOYOTA","CAMRY","2013","WHITE","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16447Jitney"
"Jitney","16374","INACTIVE","FORD","CROWN VICTORIA","2009","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16374Jitney"
"Jitney","15991","VIOLATION","TOYOTA","SCION","2011","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"15991Jitney"
"Jitney","20342","VIOLATION","TOYOTA","CAMRY","2011","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"20342Jitney"
"Jitney","14702","INACTIVE","DODGE","CARAVAN","2007","SILVER","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"14702Jitney"
"Jitney","16008","INACTIVE","TOYOTA","CAMRY","2011","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16008Jitney"
"Jitney","16803","INACTIVE","FORD","CROWN VICTORIA","2010","BLACK","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16803Jitney"
"Jitney","16802","INACTIVE","FORD","CROWN VICTORIA","2009","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16802Jitney"
"Jitney","16006","INACTIVE","TOYOTA","XB","2011","WHITE","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"16006Jitney"
"Jitney","17296","INACTIVE","CHRYSLER","TOWN AND COUNTRY","2007","SILVER","Gasoline","N","Majestic Livery Service Inc","7001 S. STATE ST.","CHICAGO","IL","60637",,,"17296Jitney"
"Jitney","80696","ACTIVE","SUBARU","OUTBACK","2012","WHITE","Gasoline","N","SUREWAY RIDES INC","5807 W. DIVISION ST.","CHICAGO","IL","60651",,,"80696Jitney"
"Jitney","409107","VIOLATION","TOYOTA","PRIUS","2012","BLACK","Gasoline","N","EAGLE LIVERY SERVICE  INC","7001 S. STATE ST.","CHICAGO","IL","60637",,,"409107Jitney"
