CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
12/14/2018,Open,,18-03358886,Pothole in Street,,,,6300 S BELL AVE,60636,1162487.07998543,1862820.69999476,16,8,66,3,41.77914283555344,-87.67999894142017,"(41.779142835553, -87.67999894142)",44,22257,64,370,2
12/14/2018,Open,,18-03358709,Pothole in Street,,,,5600 S DREXEL AVE,60637,1183191.76002074,1868070.96999494,5,2,41,,41.79309143660869,-87.60393042229163,"(41.793091436609, -87.603930422292)",32,22260,8,154,33
12/14/2018,Open,,18-03360046,Pothole in Street,Final Outcome,Pothole Patched,17,200 E 82ND ST,60619,1179018.08779296,1850679.86410084,6,6,44,,41.745668138759875,-87.61954110374394,"(41.74566813876, -87.619541103744)",31,21546,40,406,32
12/14/2018,Open,,18-03360183,Pothole in Street,,,,3500 W GRENSHAW ST,60624,1153212.24250248,1894835.84831018,24,11,29,,41.86738420111949,-87.71313391890325,"(41.867384201119, -87.713133918903)",36,21572,30,98,14
12/14/2018,Open,,18-03362057,Pothole in Street,,,,2517 N HALSTED ST,60614,1170511.07003315,1917091.01000108,43,19,7,35,41.927960793026365,-87.64870433110315,"(41.927960793026, -87.648704331103)",51,21190,68,794,34
12/14/2018,Open,,18-03361336,Pothole in Street,,,,6299 S INDIANA AVE,60637,1178697.3507273,1863268.17576991,20,3,40,,41.78022230061535,-87.62028638868955,"(41.780222300615, -87.62028638869)",53,22260,7,404,4
12/14/2018,Open,,18-03356482,Pothole in Street,,,,5915 S DAN RYAN EXPRESS SR,60621,1175658.67392241,1865738.90861405,20,7,68,,41.78674457993747,-87.63134708485649,"(41.786744579937, -87.631347084856)",53,21559,66,166,4
12/14/2018,Open,,18-03360045,Pothole in Street,,,,11100 S BISHOP ST,60643,1168533.94097783,1831137.35448258,34,22,75,,41.69207086882711,-87.65873985739503,"(41.692070868827, -87.658739857395)",45,22212,74,663,22
12/14/2018,Open,,18-03359839,Pothole in Street,,,,1600 N LAKE SHORE DR,60614,1176689.23258486,1911038.66657716,43,18,7,,41.911224555610815,-87.6264825724256,"(41.911224555611, -87.626482572426)",51,14926,37,271,34
12/14/2018,Open,,18-03361719,Pothole in Street,,,,2619 W 86TH ST,60652,1160334.77003401,1847433.71996999,18,8,70,,41.73693782564858,-87.68832517013396,"(41.736937825649, -87.688325170134)",6,4300,69,217,30
12/14/2018,Completed,12/14/2018,18-03360697,Pothole in Street,Final Outcome,Pothole Patched,26,2800 W DIVERSEY AVE,60647,1157229.59461954,1918486.81659225,33,14,21,,41.93220539506452,-87.6976792438691,"(41.932205395065, -87.697679243869)",15,22535,22,466,20
12/14/2018,Open,,18-03360307,Pothole in Street,,,,4300 N MAJOR AVE,60634,1137572.01162211,1928018.09501439,38,16,15,,41.958669586487076,-87.7697761600792,"(41.958669586487, -87.769776160079)",25,22254,15,26,19
12/14/2018,Open,,18-03362015,Pothole in Street,,,,5700 N OCTAVIA AVE,60631,1126634.84858547,1937237.65141036,41,16,10,,41.98417461451307,-87.80980477429797,"(41.984174614513, -87.809804774298)",34,22243,36,733,29
12/14/2018,Open,,18-03361038,Pothole in Street,,,,10144 S STATE ST,60628,1178046.68452566,1837616.48007802,9,5,49,,41.70946952750681,-87.62371458429658,"(41.709469527507, -87.623714584297)",30,21861,45,569,43
12/14/2018,Open,,18-03358710,Pothole in Street,,,,9000 S COTTAGE GROVE AVE,60619,1183136.66499763,1845474.30481671,8,6,44,51,41.73113028503603,-87.60483500332792,"(41.731130285036, -87.604835003328)",31,21546,40,430,35
12/14/2018,Open,,18-03361720,Pothole in Street,,,,1002 E 87TH ST,60619,1184313.61803435,1847500.74949482,8,4,44,50,41.73682220284279,-87.60024350062355,"(41.736822202843, -87.600243500624)",9,21546,40,141,35
12/14/2018,Open,,18-03361189,Pothole in Street,,,,3200 W BRYN MAWR AVE,60659,1154030.63927197,1937038.65998421,39,17,13,,41.98317645731145,-87.70893943216761,"(41.983176457311, -87.708939432168)",46,4450,13,799,38
12/13/2018,Completed,12/13/2018,18-03351101,Pothole in Street,Final Outcome,Pothole Patched,2,5917 N CENTRAL AVE,60646,1138359.95382641,1939168.74808686,39,16,11,,41.98916661302085,-87.76624002170944,"(41.989166613021, -87.766240021709)",20,22532,11,701,38
12/13/2018,Open,,18-03352011,Pothole in Street,,,,1254 W 122ND ST,60643,1170096.32630265,1823871.74730864,34,5,53,,41.672290736140916,-87.65367697296864,"(41.672290736141, -87.653676972969)",45,22212,50,662,22
12/13/2018,Open,,18-03349214,Pothole in Street,,,,3131 W AUGUSTA BLVD,60622,1155276.73391524,1906488.18428685,26,12,23,,41.8990964841824,-87.70553893175217,"(41.899096484182, -87.705538931752)",10,21560,24,150,49
12/13/2018,Open,,18-03350004,Pothole in Street,,,,1200 S LAKE SHORE DR,60605,1178894.63899043,1895103.61710212,4,1,33,,41.867484227164155,-87.61915038338188,"(41.867484227164, -87.619150383382)",48,14913,34,374,10
12/13/2018,Open,,18-03351591,Pothole in Street,,,,414 W BLACKHAWK ST,60610,1173225.01553281,1910279.98987375,2,18,8,,41.909343908049244,-87.63923316733165,"(41.909343908049, -87.639233167332)",51,14926,37,309,11
12/13/2018,Completed,12/17/2018,18-03354167,Pothole in Street,Final Outcome,Pothole Patched,1,7900 S HALSTED ST,60620,1172337.89732105,1852478.52150348,17,6,71,32,41.750549559438944,-87.64418836784098,"(41.750549559439, -87.644188367841)",17,21554,70,487,31
12/13/2018,Open,,18-03352783,Pothole in Street,,,,4505 N LEAVITT ST,60625,1160875.62032719,1929904.42837677,47,19,4,,41.963382891920055,-87.68374468563373,"(41.96338289192, -87.683744685634)",13,21849,6,667,18
12/13/2018,Completed,12/14/2018,18-03350333,Pothole in Street,Final Outcome,Pothole Patched,6,1451 W WINONA ST,60640,1165553.36431809,1934300.0166039,47,20,3,22,41.97521365259304,-87.66670048274115,"(41.975213652593, -87.666700482741)",37,22616,31,633,18
12/13/2018,Open,,18-03350320,Pothole in Street,,,,7900 S STONY ISLAND AVE,60617,1188221.70228264,1852925.66627643,8,4,45,50,41.75146060316686,-87.5859719929647,"(41.751460603167, -87.585971992965)",9,21546,41,133,35
12/13/2018,Open,,18-03352755,Pothole in Street,,,,1921 S HARDING AVE,60623,1150363.58937297,1890221.86081537,24,10,29,,41.85442031388458,-87.7234324079395,"(41.854420313885, -87.723432407939)",36,21569,30,752,14
12/13/2018,Completed,12/18/2018,18-03352764,Pothole in Street,Final Outcome,Pothole Patched,4,205 E MONROE DR,60603,1177798.61391507,1899973.44361656,42,1,32,,41.880743141405794,-87.62244934027387,"(41.880743141406, -87.622449340274)",22,14311,38,367,36
12/13/2018,Open,,18-03348493,Pothole in Street,,,,5858 W FULLERTON AVE,60639,1136856.40576842,1915349.7671892,30,25,19,,41.923976785020365,-87.77322788894183,"(41.92397678502, -87.773227888942)",27,22615,19,58,21
12/13/2018,Open,,18-03354502,Pothole in Street,,,,2601 W HOWARD ST,60645,1157737.57187888,1950317.02161435,50,24,2,,42.019317575105106,-87.69495336664424,"(42.019317575105, -87.694953366644)",42,22528,20,359,27
12/13/2018,Open,,18-03355283,Pothole in Street,,,,7520 N OCTAVIA AVE,60631,1126729.58937847,1949389.58996946,41,16,9,,42.017750082026986,-87.8091518937744,"(42.017750082027, -87.809151893774)",34,22243,77,653,29
12/13/2018,Open,,18-03354404,Pothole in Street,,,,7632 S FORD CITY DR ER,60652,1151319.93903258,1853547.75056763,18,8,70,,41.75414217356362,-87.72103392152559,"(41.754142173564, -87.721033921526)",6,4300,69,571,30
12/13/2018,Open,,18-03352052,Pothole in Street,,,,6317 N NEWARK AVE,60631,1129633.44758382,1941448.36830037,41,16,10,,41.99545675158231,-87.79831127189071,"(41.995456751582, -87.798311271891)",34,22243,36,657,29
12/13/2018,Open,,18-03354719,Pothole in Street,,,,5232 N ST LOUIS AVE,60625,1152112.12469652,1934542.62947034,39,17,13,,41.976663169399245,-87.71614590494319,"(41.976663169399, -87.716145904943)",28,21849,13,167,38
12/13/2018,Open,,18-03350406,Pothole in Street,,,,4409 N CALIFORNIA AVE,60625,1156914.13316571,1929169.18581,33,17,14,60,41.96156145557218,-87.69835049628945,"(41.961561455572, -87.698350496289)",2,21538,14,258,20
12/13/2018,Open,,18-03354930,Pothole in Street,,,,4616 S LECLAIRE AVE,60638,1143135.45557414,1873548.75279637,22,8,56,,41.80880349221437,-87.75067447729616,"(41.808803492214, -87.750674477296)",35,22268,53,604,28
12/13/2018,Completed,12/17/2018,18-03349687,Pothole in Street,Final Outcome,Pothole Patched,2,360 W RANDOLPH ST,60606,1173845.71869511,1901256.85469231,42,1,32,,41.884571351118886,-87.63711138408262,"(41.884571351119, -87.637111384083)",22,14914,38,92,36
12/13/2018,Open,,18-03347185,Pothole in Street,,,,400 S CENTRAL AVE,60644,1139126.01899696,1897454.09002589,29,15,25,,41.87468009194542,-87.76480397994328,"(41.874680091945, -87.764803979943)",52,22216,26,67,7
12/13/2018,Completed,12/13/2018,18-03352129,Pothole in Street,Final Outcome,Pothole Patched,1,2246 N GENEVA TER,60614,1171893.82679403,1915287.24989851,43,18,7,35,41.92330498643634,-87.6439801073231,"(41.923304986436, -87.643980107323)",51,21190,68,798,34
12/13/2018,Open,,18-03355576,Pothole in Street,,,,6253 S MICHIGAN AVE,60637,1178260.13996621,1863558.82097698,20,3,40,,41.78040369454447,-87.62183748916999,"(41.780403694544, -87.62183748917)",53,22260,7,404,4
12/13/2018,Open,,18-03354723,Pothole in Street,,,,2300 W HUBBARD ST,60612,1160993.49873237,1903028.93451284,27,12,24,,41.889709255056815,-87.68428068665004,"(41.889709255057, -87.68428068665)",10,21184,25,546,46
12/13/2018,Open,,18-03349227,Pothole in Street,,,,4952 N MONT CLARE AVE,60656,1127974.00691009,1932479.8169853,41,16,10,,41.97163990076417,-87.8049595296492,"(41.971639900764, -87.804959529649)",34,4448,36,700,29
12/13/2018,Open,,18-03351156,Pothole in Street,,,,3700 W NORTH AVE,60647,1151441.11287228,1910379.96948625,26,25,23,,41.91007656187643,-87.71898784853823,"(41.910076561876, -87.718987848538)",10,22535,24,391,49
12/13/2018,Open,,18-03352271,Pothole in Street,,,,4101 W LAWRENCE AVE,60630,1148184.28292467,1931584.01352369,39,17,14,,41.968104654363614,-87.73053778099141,"(41.968104654364, -87.730537780991)",28,21869,14,257,38
12/13/2018,Completed,12/14/2018,18-03352744,Pothole in Street,Final Outcome,Pothole Patched,1,4846 N ROCKWELL ST,60625,1158155.12968895,1932238.04479324,40,20,4,,41.96993814957115,-87.69399039544481,"(41.969938149571, -87.693990395445)",46,21849,6,28,24
12/13/2018,Completed,12/14/2018,18-03352832,Pothole in Street,Final Outcome,Pothole Patched,4,4858 N HAMILTON AVE,60625,1161129.84022464,1932282.91920621,47,20,4,31,41.970450636131446,-87.6830637029868,"(41.970450636131, -87.683063702987)",13,21849,6,54,18
12/13/2018,Open,,18-03350109,Pothole in Street,,,,618 W 110TH ST,60628,1174073.70060702,1831933.72192698,34,22,49,,41.694334406544726,-87.6384682661722,"(41.694334406545, -87.638468266172)",45,21861,45,525,22
12/13/2018,Open,,18-03352919,Pothole in Street,,,,337 W ARMITAGE AVE,60614,1173561.23998012,1913601.04031536,43,18,7,,41.918229032243815,-87.6378480432391,"(41.918229032244, -87.637848043239)",51,21190,68,271,34
12/13/2018,Open,,18-03350449,Pothole in Street,,,,58 W 104TH ST,60628,1177710.96788659,1836007.35280951,34,5,49,,41.70542319342193,-87.62565393241418,"(41.705423193422, -87.625653932414)",45,21861,45,524,22
12/13/2018,Completed,12/14/2018,18-03353075,Pothole in Street,Final Outcome,Pothole Patched,88,7300 W BARRY AVE,60707,1126877.13482359,1919811.54511649,29,25,17,,41.936402621544104,-87.80919628902681,"(41.936402621544, -87.809196289027)",39,4454,17,424,7
12/13/2018,Open,,18-03349317,Pothole in Street,,,,2440 W 63RD ST,60629,1161080.86527829,1862811.81449598,16,8,66,3,41.7793442633867,-87.68529586267398,"(41.779344263387, -87.685295862674)",44,21867,64,111,2
12/13/2018,Open,,18-03349537,Pothole in Street,,,,2900 W 62ND ST,60629,1158111.31710384,1863395.97079318,16,8,66,,41.781011521507125,-87.69594382001863,"(41.781011521507, -87.695943820019)",44,21867,64,183,2
12/13/2018,Completed,12/13/2018,18-03351124,Pothole in Street,Final Outcome,Pothole Patched,2,9058 S ABERDEEN ST,60620,1170576.23298452,1844734.15489858,21,22,73,,41.728762871734894,-87.6508509277934,"(41.728762871735, -87.650850927793)",18,21554,72,151,13
12/13/2018,Open,,18-03351358,Pothole in Street,,,,2320 W ROSEMONT AVE,60659,1159624.78778683,1941770.81633002,50,24,2,43,41.99604720117166,-87.68829406599615,"(41.996047201172, -87.688294065996)",42,4450,20,53,27
12/13/2018,Open,,18-03350130,Pothole in Street,,,,6857 S HALSTED ST,60621,1172150.97481732,1859388.43961062,6,7,68,,41.7689868427152,-87.6443642308397,"(41.768986842715, -87.64436423084)",31,21559,66,479,32
12/13/2018,Open,,18-03350311,Pothole in Street,,,,714 W 110TH ST,60628,1173454.00251511,1831918.92058418,34,22,49,,41.694307270873864,-87.6407122952174,"(41.694307270874, -87.640712295217)",45,21861,45,525,22
12/13/2018,Open,,18-03345747,Pothole in Street,,,,7000 S DAMEN AVE,60636,1164233.52811171,1858238.63622161,17,7,67,,41.76657593332905,-87.67372558256234,"(41.766575933329, -87.673725582562)",17,22257,65,283,31
12/13/2018,Completed,12/14/2018,18-03352680,Pothole in Street,Final Outcome,Pothole Patched,9,5009 N FRANCISCO AVE,60625,1156131.50188239,1933138.63138277,40,20,4,,41.9724772846176,-87.70111348597975,"(41.972477284618, -87.70111348598)",46,21849,6,620,24
12/13/2018,Open,,18-03346665,Pothole in Street,,,,10647 S AVENUE F,60617,1203500.14591509,1834966.90869705,10,4,52,,41.70132361904841,-87.53030451320228,"(41.701323619048, -87.530304513202)",47,21202,49,715,47
12/13/2018,Completed,12/17/2018,18-03353160,Pothole in Street,Final Outcome,Pothole Patched,6,900 W 80TH ST,60620,1171696.33480768,1851795.55588498,17,6,71,32,41.748891314493484,-87.6464781364197,"(41.748891314493, -87.64647813642)",17,21554,70,487,31
12/13/2018,Open,,18-03349224,Pothole in Street,,,,7321 N OKETO AVE,60631,1126063.51201538,1948046.95107013,41,16,9,,42.014057262329835,-87.81133961669948,"(42.01405726233, -87.811339616699)",34,22243,77,653,29
12/13/2018,Open,,18-03349931,Pothole in Street,,,,10824 S EGGLESTON AVE,60628,1175209.51670372,1833128.15081488,34,22,49,,41.69717103389238,-87.63423338615505,"(41.697171033892, -87.634233386155)",45,21861,45,525,22
12/13/2018,Open,,18-03349441,Pothole in Street,,,,2211 N OAK PARK AVE,60707,1130722.52230015,1913936.94227736,29,25,18,,41.920336171536384,-87.7949943024895,"(41.920336171536, -87.794994302489)",39,4454,18,136,7
12/13/2018,Completed,12/14/2018,18-03352699,Pothole in Street,Final Outcome,Pothole Patched,1,2647 W EASTWOOD AVE,60625,1157783.7118257,1930732.90703188,47,19,4,,41.96557627290253,-87.69558682665935,"(41.965576272903, -87.695586826659)",13,21849,6,666,18
12/13/2018,Open,,18-03354514,Pothole in Street,,,,4800 W AUGUSTA BLVD,60651,1144177.779918,1906218.88591175,37,15,25,,41.89878961375351,-87.74602339004822,"(41.898789613754, -87.746023390048)",4,4299,26,578,45
12/13/2018,Open,,18-03351343,Pothole in Street,,,,3900 W NORTH AVE,60647,1150110.00599979,1910351.38008228,26,25,23,,41.910023748014396,-87.72390638624772,"(41.910023748014, -87.723906386248)",27,22535,24,391,49
12/13/2018,Open,,18-03352535,Pothole in Street,,,,7800 S WOOD ST,60620,1165704.80112547,1852963.01792843,17,6,71,,41.75202238059488,-87.66848150603361,"(41.752022380595, -87.668481506034)",17,21554,70,573,31
12/13/2018,Completed,12/24/2018,18-03349474,Pothole in Street,Final Outcome,Pothole Patched,10,4854 S LAFLIN ST,60609,1167154.80022778,1872545.44943189,20,9,61,,41.805196995003556,-87.66259410895951,"(41.805196995004, -87.66259410896)",53,14924,59,677,4
12/13/2018,Open,,18-03350420,Pothole in Street,,,,6110 N DAMEN AVE,60659,1161891.94660552,1940418.13633065,40,24,2,,41.99221486235111,-87.68001855138365,"(41.992214862351, -87.680018551384)",46,4450,20,43,24
12/13/2018,Open,,18-03347299,Pothole in Street,,,,4120 N DRAKE AVE,60618,1151987.22412069,1927156.93422959,35,17,16,,41.95627814507649,-87.71680835809728,"(41.956278145076, -87.716808358097)",2,21538,16,23,12
12/13/2018,Open,,18-03350409,Pothole in Street,,,,100 W 104TH ST,60628,1177439.66788659,1836000.65280951,34,5,49,,41.70541947926773,-87.62596664748257,"(41.705419479268, -87.625966647483)",45,21861,45,524,22
12/13/2018,Open,,18-03351215,Pothole in Street,,,,1359 W 104TH ST,60643,1168963.4551001,1835802.00353342,34,22,72,,41.70483976955376,-87.65731445520075,"(41.704839769554, -87.657314455201)",18,22212,71,630,22
12/13/2018,Open,,18-03349448,Pothole in Street,,,,2400 W 31ST ST,60608,1160858.28581551,1884615.05821024,25,10,31,,41.839139331694184,-87.68539358845226,"(41.839139331694, -87.685393588452)",8,14920,33,204,26
12/13/2018,Open,,18-03349863,Pothole in Street,,,,10724 S EGGLESTON AVE,60628,1175188.53690292,1833791.44491419,34,22,49,,41.69896927775523,-87.63428886712119,"(41.698969277755, -87.634288867121)",45,21861,45,525,22
12/13/2018,Completed,12/26/2018,18-03351550,Pothole in Street,Final Outcome,Pothole Patched,21,5240 S OAK PARK AVE,60638,1131937.45789287,1869076.63362095,23,8,56,,41.79649931418967,-87.79184219909978,"(41.79649931419, -87.7918421991)",35,22268,53,588,6
12/13/2018,Open,,18-03351152,Pothole in Street,,,,1415 W 122ND ST,60643,1169049.90137492,1823810.48349483,34,5,53,,41.6720194207608,-87.6569346067756,"(41.672019420761, -87.656934606776)",45,22212,50,662,22
12/13/2018,Open,,18-03351269,Pothole in Street,,,,107 N KILPATRICK AVE,60644,1145040.20378076,1900121.53878497,28,11,25,,41.88212354639953,-87.74273591474777,"(41.8821235464, -87.742735914748)",11,22216,26,696,23
12/13/2018,Completed,12/14/2018,18-03352804,Pothole in Street,Final Outcome,Pothole Patched,3,2153 W AINSLIE ST,60625,1161022.14022464,1932516.21920621,47,20,4,31,41.970396860871645,-87.68379399497817,"(41.970396860872, -87.683793994978)",13,21849,6,54,18
12/13/2018,Open,,18-03354386,Pothole in Street,,,,7900 S CENTRAL PARK AVE,60652,1153826.96442304,1851955.84347554,18,8,70,,41.749552179401995,-87.71203736060635,"(41.749552179402, -87.712037360606)",6,4300,69,199,30
12/13/2018,Open,,18-03355615,Pothole in Street,,,,2456 N WESTERN AVE,60647,1159949.61322953,1916285.74009286,1,14,22,,41.926632749292224,-87.68785369959238,"(41.926632749292, -87.687853699592)",24,22535,23,240,41
12/13/2018,Open,,18-03350438,Pothole in Street,,,,1336 N ROCKWELL ST,60622,1158823.66419549,1908908.30013245,26,14,24,,41.90582366283705,-87.69217184241928,"(41.905823662837, -87.692171842419)",10,21560,25,288,49
12/13/2018,Open,,18-03349803,Pothole in Street,,,,10733 S MORGAN ST,60643,1171559.97071656,1833522.53997932,34,22,75,,41.6985667363424,-87.64729919081475,"(41.698566736342, -87.647299190815)",45,22212,74,315,22
12/13/2018,Completed,12/13/2018,18-03352886,Pothole in Street,Final Outcome,Pothole Patched,20,1132 W 91ST ST,60620,1170253.26917437,1844450.77837303,21,22,73,,41.72876787361288,-87.65197861212252,"(41.728767873613, -87.651978612123)",18,21554,72,151,13
12/13/2018,Open,,18-03353124,Pothole in Street,,,,2015 N RACINE AVE,60614,1167987.1220733,1913544.83009736,43,18,7,,41.91852164886568,-87.65809000011842,"(41.918521648866, -87.658090000118)",51,21190,68,797,34
12/13/2018,Open,,18-03355411,Pothole in Street,,,,800 E 50TH ST,60615,1182432.0224895,1872035.73636799,4,2,39,47,41.804198142550575,-87.6063525496676,"(41.804198142551, -87.606352549668)",1,21192,5,461,10
12/13/2018,Completed,12/14/2018,18-03352690,Pothole in Street,Final Outcome,Pothole Patched,2,4928 N FRANCISCO AVE,60625,1156144.38736716,1932698.16990476,40,20,4,,41.97153743859982,-87.70137821322922,"(41.9715374386, -87.701378213229)",46,21849,6,620,24
12/13/2018,Open,,18-03349133,Pothole in Street,,,,5471 N OCONTO AVE,60656,1126793.01946637,1935813.89922064,41,16,10,,41.980394153925744,-87.80878748583278,"(41.980394153926, -87.808787485833)",34,4448,36,735,29
12/13/2018,Completed,12/14/2018,18-03350362,Pothole in Street,Final Outcome,Pothole Patched,2,2649 W MONTROSE AVE,60618,1157742.33069692,1929122.08051075,33,17,16,,41.961158158806505,-87.6955571128361,"(41.961158158807, -87.695557112836)",2,21538,16,214,20
12/13/2018,Open,,18-03347638,Pothole in Street,,,,2718 N LONG AVE,60639,1139909.31989171,1917631.64969795,30,25,19,,41.930128427532125,-87.7614374819281,"(41.930128427532, -87.761437481928)",27,22615,19,79,21
12/13/2018,Completed,12/14/2018,18-03352838,Pothole in Street,Final Outcome,Pothole Patched,1,4854 N BELL AVE,60625,1160480.32042282,1932200.30722968,47,20,4,21,41.97027994185692,-87.68545931670924,"(41.970279941857, -87.685459316709)",13,21849,6,54,18
12/13/2018,Open,,18-03350764,Pothole in Street,,,,10 W 110TH ST,60628,1178146.44519049,1832029.7679951,34,5,49,,41.694509693406346,-87.62357620652708,"(41.694509693406, -87.623576206527)",45,21861,45,524,22
12/13/2018,Open,,18-03354536,Pothole in Street,,,,3242 W BELDEN AVE,60647,1154129.87228434,1915101.33540952,32,14,22,,41.92297718361298,-87.70916757049923,"(41.922977183613, -87.709167570499)",15,22535,23,321,40
12/13/2018,Open,,18-03352726,Pothole in Street,,,,3000 N KEARSARGE AVE,60641,1147696.88982247,1919608.05991357,31,25,21,,41.93534727554043,-87.7327711006816,"(41.93534727554, -87.732771100682)",7,22618,22,464,17
12/13/2018,Open,,18-03355334,Pothole in Street,,,,10536 S GREEN BAY AVE,60617,1200521.31567957,1835533.83898905,10,4,52,,41.703475012362375,-87.54148499018572,"(41.703475012362, -87.541484990186)",47,21202,49,528,47
12/13/2018,Open,,18-03353645,Pothole in Street,,,,400 N WACKER DR NB LSD ER,60611,1180082.9226221,1903087.54711456,42,18,8,,,,,,,,,
12/13/2018,Open,,18-03354417,Pothole in Street,,,,4799 N LARAMIE AVE,60630,1140793.1200065,1931419.06000462,45,16,15,,41.96785196497942,-87.75755212061048,"(41.967851964979, -87.75755212061)",20,21869,15,259,50
12/13/2018,Open,,18-03350006,Pothole in Street,,,,7900 S SOUTH SHORE DR,60617,1198500.49436963,1853188.5980964,7,4,46,49,41.75185560246702,-87.54825033733893,"(41.751855602467, -87.548250337339)",43,21202,42,505,37
12/13/2018,Open,,18-03350439,Pothole in Street,,,,5732 W LAWRENCE AVE,60630,1137209.69000323,1931335.76981862,45,16,15,,41.967845713857436,-87.77105842760949,"(41.967845713857, -87.771058427609)",20,21869,15,94,50
12/13/2018,Completed,12/14/2018,18-03352669,Pothole in Street,Final Outcome,Pothole Patched,2,2405 W SUNNYSIDE AVE,60625,1159503.73809922,1929816.27003421,47,19,4,21,41.96302821128456,-87.68898000332467,"(41.963028211285, -87.688980003325)",13,21849,6,621,18
12/13/2018,Open,,18-03348942,Pothole in Street,,,,398 E LOWER WACKER DR,60601,1179158.19671798,1902504.42402091,42,1,32,,41.88788503584082,-87.61766861893602,"(41.887885035841, -87.617668618936)",22,14309,38,580,36
12/13/2018,Open,,18-03355126,Pothole in Street,,,,1800 W 16TH ST,60608,1164637.37786603,1892102.69110438,28,12,28,,41.859649065354844,-87.67121219288346,"(41.859649065355, -87.671212192883)",48,14920,29,96,23
12/13/2018,Open,,18-03352858,Pothole in Street,,,,2948 N SAYRE AVE,60634,1129074.06450026,1918908.65011361,29,25,18,,41.93410917236244,-87.80123531762534,"(41.934109172362, -87.801235317625)",39,22254,18,397,7
12/13/2018,Open,,18-03346640,Pothole in Street,,,,2325 N JANSSEN AVE,60614,1166257.2915216,1915553.01421638,2,18,7,,41.92416503331658,-87.66438826247987,"(41.924165033317, -87.66438826248)",16,21190,68,210,11
12/13/2018,Completed,12/14/2018,18-03350363,Pothole in Street,Final Outcome,Pothole Patched,18,2726 W MONTROSE AVE,60618,1157283.1300334,1929114.62147918,33,17,14,60,41.96136734640747,-87.6971897757463,"(41.961367346407, -87.697189775746)",2,21538,14,258,20
12/13/2018,Open,,18-03349163,Pothole in Street,,,,4656 W LELAND AVE,60630,1144401.48002425,1930838.05158752,39,17,16,,41.96634190354003,-87.74509761113767,"(41.96634190354, -87.745097611138)",20,21869,16,362,38
12/13/2018,Completed,12/17/2018,18-03352237,Pothole in Street,Final Outcome,Pothole Patched,12,3419 W 61ST PL,60629,1154658.26630479,1863633.47752353,23,8,66,,41.781508394507554,-87.70886365766948,"(41.781508394508, -87.708863657669)",44,21867,64,344,6
12/13/2018,Completed,12/31/2018,18-03346591,Pothole in Street,Final Outcome,Pothole Patched,9,8518 S SPRINGFIELD AVE,60652,1151904.26190917,1847669.03310521,18,8,70,,41.73785306796871,-87.71924906462462,"(41.737853067969, -87.719249064625)",6,4300,69,198,30
12/13/2018,Open,,18-03347659,Pothole in Street,,,,4000 W GRAND AVE,60651,1149462.62783376,1908977.61522451,26,25,23,,41.90625887086,-87.72635347636164,"(41.90625887086, -87.726353476362)",27,4299,24,454,49
12/13/2018,Open,,18-03350009,Pothole in Street,,,,452 W 110TH ST,60628,1175138.72013234,1831959.80812965,34,22,49,,41.69437423369453,-87.63504675054556,"(41.694374233695, -87.635046750546)",45,21861,45,525,22
12/13/2018,Open,,18-03346506,Pothole in Street,,,,500 W 115TH ST,60628,1175027.97037143,1828642.48958245,34,22,49,,41.68528246753415,-87.63495801425802,"(41.685282467534, -87.634958014258)",45,21861,45,486,22
12/13/2018,Open,,18-03350057,Pothole in Street,,,,540 W 110TH ST,60628,1174552.77992176,1831945.35519841,34,22,49,,41.694353930275796,-87.6367871565001,"(41.694353930276, -87.6367871565)",45,21861,45,525,22
12/13/2018,Open,,18-03353980,Pothole in Street,,,,407 E 112TH ST,60628,1180978.35523407,1830784.62976733,9,5,49,,41.6908090704318,-87.612982857592,"(41.690809070432, -87.612982857592)",30,21861,45,253,43
12/13/2018,Open,,18-03351255,Pothole in Street,,,,1328 W 122ND ST,60643,1169562.39826875,1823856.84098966,34,5,53,,41.67227002141631,-87.65506319707815,"(41.672270021416, -87.655063197078)",45,22212,50,662,22
12/13/2018,Open,,18-03354371,Pothole in Street,,,,1909 W GRAND AVE,60622,1163584.36808493,1903507.97813392,1,12,24,,41.8907480761696,-87.67488756215282,"(41.89074807617, -87.674887562153)",10,21560,25,519,41
12/13/2018,Open,,18-03349729,Pothole in Street,,,,1700 N HUMBOLDT BLVD,60647,1156110.46082585,1911207.08752205,26,14,23,,41.91222465178207,-87.70207671808849,"(41.912224651782, -87.702076718088)",15,22535,24,389,49
12/13/2018,Open,,18-03346638,Pothole in Street,,,,519 W ARLINGTON PL,60614,1172420.47312762,1916731.14151165,43,19,7,23,41.92667594193231,-87.6419989198988,"(41.926675941932, -87.641998919899)",51,21190,68,185,34
12/13/2018,Open,,18-03351303,Pothole in Street,,,,5700 W FOSTER AVE,60630,1137100.96070622,1934229.19468207,45,16,11,,41.97578973966248,-87.77123510818363,"(41.975789739662, -87.771235108184)",20,21869,11,780,50
