ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
1594046383808271024,Troy St & Jackson Blvd,9,9,In Service,41.877505,-87.70485,"(41.877505, -87.70485)",11,21184,28,737,23
641,Central Park Ave & Bloomingdale Ave,11,11,In Service,41.914166,-87.716755,"(41.914166, -87.716755)",10,22535,23,388,41
1683527931525155814,Public Rack - Cornell Ave & 87th Pl,1,1,In Service,41.73688127,-87.58314552,"(41.73688127, -87.58314552)",9,21202,44,473,35
367,Racine Ave & 35th St,15,15,In Service,41.830688565,-87.656210661,"(41.83068856472101, -87.65621066093445)",26,14924,58,171,48
1673852313397164648,Public Rack - Francisco Ave & Touhy Ave,2,2,In Service,42.011865,-87.701317,"(42.011865, -87.701317)",42,22528,20,32,27
648,Carpenter St & 63rd St,7,7,In Service,41.77987,-87.650919,"(41.77987, -87.650919)",19,21559,66,434,2
427,Cottage Grove Ave & 63rd St,15,15,In Service,41.780530941,-87.605970204,"(41.78053094070882, -87.6059702038765)",53,22260,9,471,4
758,Lincoln Ave & Roscoe St*,16,16,In Service,41.943350247,-87.670667768,"(41.9433502470174, -87.67066776752472)",16,4449,57,239,18
644,Western Ave & Fillmore St,11,11,In Service,41.868563,-87.686234,"(41.868563, -87.686234)",11,21184,29,756,23
503,St. Louis Ave & Fullerton Ave,15,15,In Service,41.924815597,-87.714495063,"(41.92481559681187, -87.71449506282805)",10,22535,23,70,12
1673852313397164652,Public Rack - California Ave & Touhy Ave - midblock,1,1,In Service,42.012207,-87.700474,"(42.012207, -87.700474)",42,22528,20,359,27
643,Smith Park,15,15,In Service,41.892048,-87.689397,"(41.892048, -87.689397)",10,21184,25,545,49
640,Bernard St & Elston Ave,11,11,In Service,41.949923,-87.713949,"(41.949923, -87.713949)",15,21538,16,325,12
658,Leavitt St & Division St,15,15,In Service,41.902997,-87.683825,"(41.902997, -87.683825)",16,21560,25,541,11
637,Wood St & Chicago Ave,15,15,In Service,41.895634,-87.672069,"(41.895634, -87.672069)",24,21560,25,520,41
761,Bissell St & Armitage Ave*,16,16,In Service,41.918295563,-87.652183324,"(41.9182955629354, -87.65218332409859)",51,21190,68,744,34
690,State St & 95th St,15,15,In Service,41.7218499,-87.6228544,"(41.7218499, -87.6228544)",31,21546,45,554,43
566,Damen Ave & 74th St,11,11,In Service,41.759274039,-87.673634291,"(41.759274039331224, -87.67363429069519)",17,22257,65,433,31
1673852317692131950,Public Rack - California Ave & Touhy Ave - SW,1,1,In Service,42.011867,-87.700407,"(42.011867, -87.700407)",42,22528,20,32,27
650,Eggleston Ave & 69th St,11,11,In Service,41.768898,-87.635876,"(41.768898, -87.635876)",31,21559,66,479,32
1677249767994562566,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,1,1,In Service,41.982879,-87.710534,"(41.982879, -87.710534)",46,4450,13,167,38
674,Michigan Ave & 71st St,7,7,In Service,41.765286,-87.621748,"(41.765286, -87.621748)",31,21546,67,474,32
1436495096608724634,N Clark St & W Elm St,4,4,In Service,41.902901,-87.631282,"(41.902901, -87.631282)",22,14926,37,310,11
664,Leavitt St & Belmont Ave,15,15,In Service,41.939354,-87.683282,"(41.939354, -87.683282)",16,21538,46,110,40
656,Damen Ave & Walnut (Lake) St,15,15,In Service,41.885951,-87.677009,"(41.885951, -87.677009)",41,21184,29,37,46
1563698722681128992,Sayre & Diversey,9,9,In Service,41.9310084,-87.8010646,"(41.9310084, -87.8010646)",39,4454,18,397,7
1436495105198659242,W Armitage Ave & N Sheffield Ave,8,8,In Service,41.917805,-87.653449,"(41.917805, -87.653449)",16,21190,68,168,34
649,Stewart Ave & 63rd St,11,11,In Service,41.779835,-87.634774,"(41.779835, -87.634774)",53,21559,66,435,4
632,Clark St & Newport St,15,15,In Service,41.94454,-87.654678,"(41.94454, -87.654678)",38,4449,57,710,25
1436495100903691938,W Oakdale Ave & N Broadway,6,6,In Service,41.935581,-87.644042,"(41.935581, -87.644042)",38,4449,57,102,25
654,Racine Ave & Washington Blvd,11,11,In Service,41.883073,-87.656952,"(41.883073, -87.656952)",41,14917,29,63,46
446,Western & 28th - Velasquez Institute Vaccination Site,11,11,In Service,41.841517708,-87.685131441,"(41.84151770807, -87.6851314409)",8,14920,33,204,26
1448642162257565290,S Aberdeen St & W 106th St,3,3,In Service,41.701217,-87.649345,"(41.701217, -87.649345)",45,22212,72,595,22
1563698709796227086,Kostner Ave & Wrightwood Ave,9,9,In Service,41.9279399,-87.7359921,"(41.9279399, -87.7359921)",7,22615,21,439,17
1436495122378528446,N Paulina St & Lincoln Ave,6,6,In Service,41.943838,-87.671469,"(41.943838, -87.671469)",16,4449,57,239,18
1673852330577033842,Public Rack - Rockwell Ave & Touhy Ave,2,2,In Service,42.012344,-87.695383,"(42.012344, -87.695383)",42,22528,20,359,27
759,Wilton Ave & Diversey Pkwy*,32,32,In Service,41.932418,-87.652705,"(41.932418, -87.652705)",51,21190,68,769,34
763,Morgan St & Lake St*,20,20,In Service,41.885491706,-87.652289271,"(41.88549170626906, -87.65228927135468)",41,14917,29,63,46
1436495118083561146,N Sheffield Ave & W Wellington Ave,6,6,In Service,41.9362263,-87.6537676,"(41.9362263, -87.6537676)",38,4449,57,681,25
1674190140762761456,Public Rack - 2302 S Pulaski Rd,1,1,In Service,41.849437,-87.724879,"(41.849437, -87.724879)",14,21569,30,125,28
1674190153647663366,Public Rack - Al Raby School,3,3,In Service,41.886167,-87.714711,"(41.886167, -87.714711)",11,21572,28,176,23
1571105055115583500,Roscoe & Harlem,9,9,In Service,41.9416062,-87.8072964,"(41.9416062, -87.8072964)",39,22254,17,458,19
1674190183712434506,Public Rack - Avers Ave & Irving Park Rd,2,2,In Service,41.953789,-87.724161,"(41.953789, -87.724161)",28,21538,16,364,50
1571105042230683636,Oketo Ave & Addison St,9,9,In Service,41.9449659,-87.8118989,"(41.9449659, -87.8118989)",39,22254,17,458,19
1563698709796227088,Kilbourn & Belden,9,9,In Service,41.922352,-87.739024,"(41.922352, -87.739024)",7,22615,21,75,44
1575949510978564828,North Ave & New England Ave,9,9,In Service,41.9092204,-87.7971406,"(41.9092204, -87.7971406)",39,4454,26,598,7
1674190183712434508,Public Rack - Avers Ave & Ogden Ave,2,2,In Service,41.852642,-87.72103,"(41.852642, -87.72103)",36,21569,30,752,14
1674190188007401806,Public Rack - Avondale Ave & Addison St,4,4,In Service,41.94655,-87.719827,"(41.94655, -87.719827)",15,21538,16,326,21
1674190209482238320,Public Rack - California Ave & Cortez St,2,2,In Service,41.900105,-87.696817,"(41.900105, -87.696817)",10,21560,25,301,49
1674190209482238322,Public Rack - California Ave & Devon Ave - NE,1,1,In Service,41.99826,-87.699481,"(41.99826, -87.699481)",42,22528,20,40,27
1674190213777205620,Public Rack - California Ave & Devon Ave - NW,2,2,In Service,41.998481,-87.69985,"(41.998481, -87.69985)",42,22528,20,40,27
1674190213777205624,Public Rack - California Ave & Ogden Ave,1,1,In Service,41.8608706,-87.695681,"(41.8608706, -87.695681)",11,14920,30,16,23
1674190230957074838,Public Rack - Central Park Ave & Fillmore St,1,1,In Service,41.8680617,-87.7153897,"(41.8680617, -87.7153897)",36,21572,30,98,14
1674190230957074840,Public Rack - Central Park Ave & Ogden Ave,3,3,In Service,41.8543385,-87.7151584,"(41.8543385, -87.7151584)",36,21569,30,157,14
1674190235252042148,Public Rack - Chase Ave & Touhy Ave - NE,4,4,In Service,42.014539,-87.6901359,"(42.014539, -87.6901359)",3,22528,20,341,27
1674190235252042152,Public Rack - Chase Ave & Touhy Ave - NW,1,1,In Service,42.014271,-87.690408,"(42.014271, -87.690408)",42,22528,20,359,27
1674190239547009450,Public Rack - Chopin Park,1,1,In Service,41.942675,-87.761899,"(41.942675, -87.761899)",25,22618,15,361,21
1674190239547009458,Public Rack - Christiana Ave & Belmont Ave,6,6,In Service,41.93917,-87.71169,"(41.93917, -87.71169)",15,21538,22,216,12
1674190243841976756,Public Rack - Cicero Ave & Altgeld St,2,2,In Service,41.925734,-87.746414,"(41.925734, -87.746414)",7,22615,19,304,17
1674190243841976758,Public Rack - Cicero Ave & Cortland St - midblock,1,1,In Service,41.91582,-87.746074,"(41.91582, -87.746074)",7,22615,19,306,44
1674190248136944056,Public Rack - Cicero Ave & Le Moyne St - midblock,1,1,In Service,41.906919,-87.74623,"(41.906919, -87.74623)",4,4299,26,600,45
1674190252431911356,Public Rack - Cicero Ave & North Ave,1,1,In Service,41.909329,-87.745838,"(41.909329, -87.745838)",4,22615,26,62,45
1674190256726878654,Public Rack - Cicero Ave & Roscoe St,1,1,In Service,41.9424235,-87.74713,"(41.9424235, -87.74713)",25,22618,15,115,17
1674190256726878658,Public Rack - Cicero Ave & Wellington Ave,2,2,In Service,41.935779,-87.746581,"(41.935779, -87.746581)",7,22618,19,460,17
1674190256726878660,Public Rack - Cicero Ave & Wrightwood Ave,4,4,In Service,41.927944,-87.7466394,"(41.927944, -87.7466394)",7,22615,19,304,17
1674190286791649784,Public Rack - Eli Whitney Public School,1,1,In Service,41.840249,-87.725472,"(41.840249, -87.725472)",14,21569,32,248,28
1674190308266486306,Public Rack - Franklin Park,2,2,In Service,41.861493,-87.733404,"(41.861493, -87.733404)",36,21569,30,761,14
1674190325446355528,Public Rack - Hamlin Ave & Chicago Ave,1,1,In Service,41.895201,-87.721541,"(41.895201, -87.721541)",41,4299,24,584,46
1674190325446355532,Public Rack - Hamlin Ave & Fullerton Ave,2,2,In Service,41.924319,-87.721446,"(41.924319, -87.721446)",15,22535,23,74,12
1674190329741322832,Public Rack - Hamlin Ave & Grand Ave,3,3,In Service,41.903738,-87.720287,"(41.903738, -87.720287)",10,4299,24,454,49
1674190329741322834,Public Rack - Hamlin Ave & Montrose Ave,3,3,In Service,41.961216,-87.722416,"(41.961216, -87.722416)",28,21538,14,119,12
1674190364101061260,Public Rack - Karlov Ave & 26th St,1,1,In Service,41.844287,-87.727078,"(41.844287, -87.727078)",14,21569,32,194,28
1674190364101061262,Public Rack - Karlov Ave & Kamerling Ave,2,2,In Service,41.905621,-87.728636,"(41.905621, -87.728636)",41,4299,24,286,49
1674190368396028562,Public Rack - Kedvale Ave & Avondale Ave,2,2,In Service,41.952874,-87.731229,"(41.952874, -87.731229)",25,22618,16,295,50
1674190381280930480,Public Rack - Kedzie Ave & Argyle St,2,2,In Service,41.972097,-87.708572,"(41.972097, -87.708572)",2,21849,14,749,20
1674190385575897778,Public Rack - Kedzie Ave & Arthington St,1,1,In Service,41.8700949,-87.7062429,"(41.8700949, -87.7062429)",36,21572,28,36,14
1674190402755766968,Public Rack - Keeler Ave & 26th St,1,1,In Service,41.844058,-87.729873,"(41.844058, -87.729873)",14,21569,32,194,28
1674190407050734272,Public Rack - Kenton Ave & Palmer St,1,1,In Service,41.9206781,-87.7419523,"(41.9206781, -87.7419523)",7,22615,19,289,44
1674190407050734276,Public Rack - Keystone Ave & Irving Park Rd,2,2,In Service,41.953449,-87.729635,"(41.953449, -87.729635)",28,22618,16,295,50
1674190411345701574,Public Rack - Keystone Ave & North Ave,1,1,In Service,41.909623,-87.727951,"(41.909623, -87.727951)",27,22615,24,286,49
1448642162257565286,S Wentworth Ave & W 111th St,5,5,In Service,41.6926176,-87.6280518,"(41.6926176, -87.6280518)",45,21861,45,524,22
1674190415640668880,Public Rack - Kimball Ave & Carmen Ave,3,3,In Service,41.973896,-87.713297,"(41.973896, -87.713297)",28,21849,13,167,38
1674190424230603490,Public Rack - Kostner Ave & North Ave,2,2,In Service,41.908816,-87.736463,"(41.908816, -87.736463)",4,4299,24,286,45
1674190437115505410,Public Rack - Laramie Ave & Belmont Ave,2,2,In Service,41.9386855,-87.75563,"(41.9386855, -87.75563)",27,22618,19,355,17
1674190437115505412,Public Rack - Laramie Ave & Fullerton Ave,2,2,In Service,41.9240754,-87.7568589,"(41.9240754, -87.7568589)",4,22615,19,307,44
1674190441410472710,Public Rack - Laramie Ave & Grand Ave,1,1,In Service,41.917002,-87.755972,"(41.917002, -87.755972)",4,22615,19,307,44
1674190441410472712,Public Rack - Laramie Ave & Warwick Ave,5,5,In Service,41.948812,-87.75713,"(41.948812, -87.75713)",25,22618,15,231,50
1571105063705518104,Harlem Ave & Grace St,9,9,In Service,41.9488531,-87.806938,"(41.9488531, -87.806938)",39,22254,17,444,19
1674190445705440012,Public Rack - Lawndale Ave & Diversey Ave,1,1,In Service,41.931702,-87.719254,"(41.931702, -87.719254)",15,22535,23,107,12
1674190445705440014,Public Rack - Lawndale Ave & Polk St,2,2,In Service,41.8707651,-87.7183735,"(41.8707651, -87.7183735)",36,21572,28,704,14
1674190450000407314,Public Rack - Legler Regional Library,2,2,In Service,41.879312,-87.725428,"(41.879312, -87.725428)",11,21572,27,736,23
1674190454295374616,Public Rack - Linder Ave & Belmont Ave,2,2,In Service,41.938743,-87.763298,"(41.938743, -87.763298)",25,22618,15,361,21
1674190458590341924,Public Rack - Lorel Ave & Chicago Ave,2,2,In Service,41.89503,-87.759917,"(41.89503, -87.759917)",4,4299,26,562,45
1674190467180276528,Public Rack - Lowell Ave & Elston Ave,1,1,In Service,41.96614,-87.737,"(41.96614, -87.737)",28,21869,14,257,38
716,Eberhart Ave & 131st St,15,15,In Service,41.658413151,-87.610710897,"(41.658413151101065, -87.61071089698817)",30,4460,51,9,43
1594046405283107528,California & 16th St,9,9,In Service,41.859228,-87.695562,"(41.859228, -87.695562)",11,14920,30,16,23
1448642175142467180,S Michigan Ave & E 118th St,6,6,In Service,41.679804,-87.620843,"(41.679804, -87.620843)",30,21861,50,229,43
1561012870126088744,Central Park Ave & Douglas Blvd,9,9,In Service,41.862355,-87.7157109,"(41.862355, -87.7157109)",36,21569,30,33,14
1561012887305957948,Lawndale Ave & 16th St,9,9,In Service,41.8591606,-87.7176965,"(41.8591606, -87.7176965)",36,21569,30,33,14
1436495119852630436,N Damen Ave & W Chicago Ave,6,6,In Service,41.895809,-87.678519,"(41.895809, -87.678519)",24,21560,25,547,41
1674190407050734268,Public Rack - Keeler Ave & Madison St S,3,3,In Service,41.880531,-87.731063,"(41.880531, -87.731063)",11,21572,27,717,23
1448642183732401786,Woodlawn & 103rd - Olive Harvey Vaccination Site,10,10,In Service,41.707338,-87.59399,"(41.707338, -87.59399)",30,21861,47,254,43
1575949506683597522,Major Ave & Bloomingdale Ave,9,9,In Service,41.9125923,-87.7686995,"(41.9125923, -87.7686995)",52,22615,26,597,7
1561012887305957952,Tripp Ave & 15th St,9,9,In Service,41.860777,-87.7313639,"(41.860777, -87.7313639)",36,21569,30,761,14
1561012895895892552,Spaulding Ave & 16th St,9,9,In Service,41.85892,-87.707963,"(41.85892, -87.707963)",36,21569,30,34,14
1448642188027369090,Steelworkers Park,6,6,In Service,41.738246,-87.531067,"(41.738246, -87.531067)",47,21202,42,505,47
1448642183732401788,Maryland Ave & 104th St,10,10,In Service,41.705588,-87.602938,"(41.705588, -87.602938)",30,21861,47,254,43
1674190419935636188,Public Rack - Kolin Ave & Archer Ave,2,2,In Service,41.800514,-87.731802,"(41.800514, -87.731802)",35,22248,54,697,8
1677249815239202878,Public Rack - Maryland Ave & 87th ST,1,1,In Service,41.736995,-87.603968,"(41.736995, -87.603968)",9,21546,40,141,35
1448642188027369086,Indiana Ave & 133rd St,6,6,In Service,41.653564,-87.617054,"(41.653564, -87.617054)",30,4460,51,10,43
