ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
1622724289952663440,La Villita Park (Albany/30th),9,9,In Service,41.8392528,-87.7020207,"(41.8392528, -87.7020207)",29,21569,32,124,1
1674190424230603488,Public Rack - Kostner Ave & Lake St,1,1,In Service,41.885708,-87.735424,"(41.885708, -87.735424)",11,21572,27,619,23
1674190484360145744,Public Rack - Menard Ave & Adams Blvd,2,2,In Service,41.877684,-87.769356,"(41.877684, -87.769356)",52,22216,26,67,7
1448642179437434482,W 103rd St & S Avers Ave,10,10,In Service,41.705846,-87.717074,"(41.705846, -87.717074)",33,4447,73,316,42
1436495109493626544,W Washington Blvd & N Peoria St,6,6,In Service,41.883043,-87.649931,"(41.883043, -87.649931)",41,14917,29,63,26
1436495105198659246,N Carpenter St & W Lake St,6,6,In Service,41.885586,-87.6531893,"(41.885586, -87.6531893)",41,14917,29,63,46
1436495109493626546,N Green St & W Lake St,8,8,In Service,41.885579,-87.648484,"(41.885579, -87.648484)",41,14917,29,63,46
1436495115557663136,N Southport Ave & W Newport Ave,8,8,In Service,41.944019,-87.663975,"(41.944019, -87.663975)",38,4449,57,239,25
1563698701206292480,Lamon Ave & Belmont Ave,9,9,In Service,41.9390108,-87.7492834,"(41.9390108, -87.7492834)",27,22618,15,115,17
1561012874421056046,Harding Ave & 26th St,9,9,In Service,41.8444715,-87.7232647,"(41.8444715, -87.7232647)",14,21569,32,771,28
1500206163166594382,Ping Tom Park (East),6,6,In Service,41.8579886,-87.6319447,"(41.8579886, -87.6319447)",8,21194,34,330,26
1561012900190859852,Tripp Ave & 31st St,9,9,In Service,41.836966,-87.730502,"(41.836966, -87.730502)",14,21569,32,248,28
1561012895895892548,Kildare Ave & 26th St,9,9,In Service,41.8442315,-87.7321534,"(41.8442315, -87.7321534)",14,21569,32,205,28
1563698718386161684,Mason Ave & Belmont Ave,9,9,In Service,41.9383682,-87.7725029,"(41.9383682, -87.7725029)",27,22254,19,82,21
1521690221159885714,Hampden Ct & Diversey Ave,8,8,In Service,41.9325593,-87.6423847,"(41.9325593, -87.6423847)",51,21190,68,18,34
1521686986436309688,Damen Ave & Wabansia Ave,8,8,In Service,41.9122813,-87.6773211,"(41.9122813, -87.6773211)",16,22535,25,438,11
1521679584953491780,Kedzie Ave & 104th St,8,8,In Service,41.7037764,-87.7013952,"(41.7037764, -87.7013952)",33,4447,73,316,42
1563698692616359928,Lavergne & Fullerton,9,9,In Service,41.923982,-87.7511643,"(41.923982, -87.7511643)",7,22615,19,306,44
1674190462885309230,Public Rack - Lowe Park,2,2,In Service,41.799605,-87.641464,"(41.799605, -87.641464)",12,14924,59,84,9
1674190471475243834,Public Rack - Marshfield Ave & 45th St,1,1,In Service,41.812343,-87.666239,"(41.812343, -87.666239)",29,14924,59,706,3
1674190523014851472,Public Rack - N Sayre Ave & W Belden Ave,1,1,In Service,41.921425,-87.800825,"(41.921425, -87.800825)",39,4454,26,598,7
1677249789469399068,Public Rack - Kostner Ave & Armitage Ave,1,1,In Service,41.917211,-87.736136,"(41.917211, -87.736136)",27,22615,21,75,12
1677249793764366374,Public Rack - Corliss Ave & 133rd St,5,5,In Service,41.653138,-87.601057,"(41.653138, -87.601057)",30,4460,51,10,43
1563698701206292482,Cicero Ave & Grace St,6,6,In Service,41.94973,-87.7469526,"(41.94973, -87.7469526)",25,22618,15,139,21
1563698688321392630,Long Ave & Belden Ave,9,9,In Service,41.9227049,-87.760954,"(41.9227049, -87.760954)",4,22615,19,307,44
1561012874421056044,Pulaski Rd & 21st St,9,9,In Service,41.853452,-87.724541,"(41.853452, -87.724541)",36,21569,30,752,14
1563698705501259788,Kilpatrick Ave & Parker Ave,9,9,In Service,41.930736,-87.744082,"(41.930736, -87.744082)",7,22615,19,305,17
1561012891600925250,Homan Ave & Fillmore St,9,9,In Service,41.868114,-87.7109257,"(41.868114, -87.7109257)",36,21572,30,98,14
1563698688321392628,Long Ave & Belmont Ave,9,9,In Service,41.9383071,-87.761663,"(41.9383071, -87.761663)",27,22618,19,303,17
1563698675436490728,Meade Ave & Diversey Ave,9,9,In Service,41.9309018,-87.7784686,"(41.9309018, -87.7784686)",52,22615,19,78,21
1563698679731458030,Parkside Ave & Armitage Ave,9,9,In Service,41.9169054,-87.7671806,"(41.9169054, -87.7671806)",52,22615,19,57,44
1563698684026425330,Central Ave & Parker Ave,9,9,In Service,41.9301785,-87.7661217,"(41.9301785, -87.7661217)",27,22615,19,79,21
1561012870126088746,Keeler Ave & Roosevelt Rd,9,9,In Service,41.866402,-87.7300171,"(41.866402, -87.7300171)",36,21572,30,98,14
1563698718386161692,Mulligan Ave & Wellington Ave,9,9,In Service,41.9347409,-87.7844017,"(41.9347409, -87.7844017)",39,22254,19,81,44
1575949498093662918,Menard Ave & Division St,9,9,In Service,41.902269,-87.7704807,"(41.902269, -87.7704807)",52,4299,26,565,7
1571105063705518106,Meade Ave & Addison St,9,9,In Service,41.9459174,-87.7788824,"(41.9459174, -87.7788824)",25,22254,17,443,44
1563698696911327228,Lockwood Ave & Wrightwood Ave,9,9,In Service,41.9278148,-87.7583757,"(41.9278148, -87.7583757)",7,22615,19,80,17
1563698718386161690,Oak Park & Wellington,9,9,In Service,41.934586,-87.7959613,"(41.934586, -87.7959613)",39,22254,18,397,44
1563698692616359930,Lamon Ave & Armitage Ave,9,9,In Service,41.9166701,-87.7494873,"(41.9166701, -87.7494873)",7,22615,19,306,44
1571105050820616196,Narragansett Ave & School St,9,9,In Service,41.940128,-87.7864806,"(41.940128, -87.7864806)",39,22254,17,396,44
1571105050820616194,Central Ave & Roscoe St,9,9,In Service,41.942258,-87.7669331,"(41.942258, -87.7669331)",25,22254,15,342,44
1571105055115583502,Orange & Addison,9,9,In Service,41.9448846,-87.82423,"(41.9448846, -87.82423)",39,22254,17,457,19
1563698679731458032,Fullerton & Monitor,9,9,In Service,41.9237918,-87.7723116,"(41.9237918, -87.7723116)",27,22615,19,57,44
1622723153590485808,Mayfield & Roosevelt Rd,9,9,In Service,41.8658158,-87.7717805,"(41.8658158, -87.7717805)",52,22216,26,61,7
655,Hoyne Ave & Balmoral Ave,15,15,In Service,41.979851,-87.681932,"(41.979851, -87.681932)",46,21849,6,664,24
1674190531604786074,Public Rack - Newcastle Ave & Belden Ave,1,1,In Service,41.921017,-87.797388,"(41.921017, -87.797388)",39,4454,18,136,7
1677249815239202876,Public Rack - Cottage Grove Ave & 89th Pl,1,1,In Service,41.731767,-87.604899,"(41.731767, -87.604899)",31,21546,40,430,35
1677249819534170178,Public Rack - Drexel Ave & 87th St,1,1,In Service,41.736783,-87.602241,"(41.736783, -87.602241)",9,21546,40,141,35
1677249823829137482,Public Rack - Laflin St & 79th St,1,1,In Service,41.750326,-87.66168,"(41.750326, -87.66168)",18,21554,70,558,31
1677249828124104782,Public Rack - Halsted St & 80th St,1,1,In Service,41.748175,-87.644238,"(41.748175, -87.644238)",18,21554,70,487,13
1677249853893908600,Public Rack - Yates Blvd & Exchange Ave,2,2,In Service,41.765088,-87.565918,"(41.765088, -87.565918)",43,22538,39,417,37
1677249793764366368,Public Rack - Kildare Ave & Division Ave,1,1,In Service,41.902405,-87.732699,"(41.902405, -87.732699)",4,4299,24,99,45
1561012878716023346,Lawndale Ave & 30th St,12,12,In Service,41.8389124,-87.7168955,"(41.8389124, -87.7168955)",14,21569,32,234,28
1575949493798695616,Public Rack - Kildare Ave & Division St,9,9,In Service,41.902393,-87.733598,"(41.902393, -87.733598)",4,4299,24,99,45
1571105055115583496,Long & Irving Park,9,9,In Service,41.953038,-87.7621632,"(41.953038, -87.7621632)",25,22618,15,231,19
1563698701206292486,Kilbourn & Roscoe,9,9,In Service,41.9427319,-87.7395332,"(41.9427319, -87.7395332)",27,22618,16,328,21
1575949498093662914,Lavergne Ave & Division St,9,9,In Service,41.902513,-87.750869,"(41.902513, -87.750869)",4,4299,26,600,45
1571105059410550806,Harlem & Irving Park,9,9,In Service,41.9532568,-87.8071434,"(41.9532568, -87.8071434)",25,22254,17,442,19
1563698675436490730,Narragansett & Wrightwood,9,9,In Service,41.927294,-87.7852027,"(41.927294, -87.7852027)",52,22615,19,78,21
1563698705501259786,Kenosha & Wellington,9,9,In Service,41.9344421,-87.7337799,"(41.9344421, -87.7337799)",7,22618,21,411,17
1575949532952438778,Nordica & Medill,9,9,In Service,41.922278,-87.8020357,"(41.922278, -87.8020357)",39,4454,18,136,7
1575949506683597526,Narragansett & McLean,9,9,In Service,41.9158931,-87.7851104,"(41.9158931, -87.7851104)",52,22615,26,597,7
1582242302452717116,Kedzie Ave & 52nd St,9,9,In Service,41.7990641,-87.703446,"(41.7990641, -87.703446)",49,22248,61,777,8
1575949528158434034,Bloomingdale Ave & Harlem Ave,9,9,In Service,41.9120739,-87.8057657,"(41.9120739, -87.8057657)",39,4454,26,598,7
1575949493798695614,Lamon Ave & Chicago Ave,9,9,In Service,41.8952,-87.748223,"(41.8952, -87.748223)",4,4299,26,578,45
646,State St & 54th St,11,11,In Service,41.796642,-87.625923,"(41.796642, -87.625923)",12,14924,7,218,9
1575949489503728316,Monticello Ave & Chicago Ave,6,6,In Service,41.8952089,-87.7174329,"(41.8952089, -87.7174329)",41,21572,24,584,46
1571105068000485406,Narragansett & Irving Park,9,9,In Service,41.952614,-87.7853829,"(41.952614, -87.7853829)",25,22254,17,443,19
1575949515273532130,Kildare Ave & Chicago Ave,9,9,In Service,41.8954359,-87.7335726,"(41.8954359, -87.7335726)",4,4299,24,99,45
1571105042230683640,Panama Ave & Grace St,9,9,In Service,41.9476665,-87.829258,"(41.9476665, -87.829258)",39,22254,17,445,19
1677249793764366376,Public Rack - Ellis Ave & 132nd Pl,1,1,In Service,41.655139,-87.597597,"(41.655139, -87.597597)",30,4460,51,10,43
1575949523863466730,Long Ave & North Ave,9,9,In Service,41.909212,-87.760999,"(41.909212, -87.760999)",4,22615,26,599,45
1591541115825893018,MTV Hubbard St,6,6,In Service,41.8897772,-87.680351,"(41.8897772, -87.680351)",10,21184,25,547,46
1582242289567815208,Rockwell St & 63rd St,6,6,In Service,41.7787905,-87.6885894,"(41.7787905, -87.6885894)",44,21867,64,319,2
1582242285272847904,Maplewood Ave & 59th St,9,9,In Service,41.7863375,-87.6874351,"(41.7863375, -87.6874351)",19,21867,64,111,2
1582242306747684414,St Louis Ave & Norman Bobbins Ave,9,9,In Service,41.794422,-87.71137,"(41.794422, -87.71137)",49,22248,61,776,8
1582242298157749814,Kedzie Ave & 48th Pl,12,12,In Service,41.8047515,-87.7041145,"(41.8047515, -87.7041145)",49,22248,55,85,8
1582242315337619018,Kedzie Ave & 45th St,6,6,In Service,41.8113904,-87.7040052,"(41.8113904, -87.7040052)",49,22248,55,85,8
1582242280977880604,Richmond St & 59th St,9,9,In Service,41.7865155,-87.6973314,"(41.7865155, -87.6973314)",49,21867,61,764,2
1582242315337619020,California Ave & 36th St,9,9,In Service,41.8282301,-87.6945422,"(41.8282301, -87.6945422)",29,22248,55,638,1
1582242311042651720,Hoyne Ave & 34th St,9,9,In Service,41.8320245,-87.6778387,"(41.8320245, -87.6778387)",26,14920,56,2,1
1582242293862782510,Rockwell St & Archer Ave,9,9,In Service,41.823324,-87.689685,"(41.823324, -87.689685)",29,22248,55,638,1
1582242276682913304,Rockwell St & 57th St,6,6,In Service,41.7903484,-87.6889201,"(41.7903484, -87.6889201)",19,21867,61,112,3
1571105059410550802,Plainfield & Irving Park,9,9,In Service,41.952037,-87.833283,"(41.952037, -87.833283)",39,22254,17,445,19
1561012883010990646,Komensky Ave & 31st St,1,1,In Service,41.836708,-87.725641,"(41.836708, -87.725641)",14,21569,32,200,28
1677249875368745112,Public Rack - Pullman - Walmart,1,1,In Service,41.69696,-87.59829,"(41.69696, -87.59829)",30,21861,47,254,43
1582242319632586318,Sacramento Ave & Pershing Rd,9,9,In Service,41.8222791,-87.6996576,"(41.8222791, -87.6996576)",49,22248,55,196,1
1575949515273532128,Central Park & Augusta Blvd,9,9,In Service,41.8989108,-87.7164901,"(41.8989108, -87.7164901)",41,4299,24,456,46
677,Stewart Ave & 83rd St,15,15,In Service,41.743717,-87.634088,"(41.743717, -87.634088)",18,21554,40,1,13
