"creation_date","status","completion_date","service_request_number","type_of_service_request","current_activity","most_recent_action","number_of_potholes_filled_on_block","street_address","zip","x_coordinate","y_coordinate","ward","police_district","community_area","ssa","latitude","longitude","location"
"2018-12-18T00:00:00.000","Open",,"18-03388657","Pothole in Street",,,,"1899 S KOMENSKY AVE","60623","1149688.8000169","1890340.06988694","24","10","29",,"41.855111502863174","-87.72591769201104","(41.855111502863, -87.725917692011)"
"2018-12-18T00:00:00.000","Open",,"18-03387491","Pothole in Street",,,,"3530 W GOVERNORS PKWY","60624","1152676.87747382","1902496.78467038","27","11","23",,"41.88841687323832","-87.71482114026932","(41.888416873238, -87.714821140269)"
"2018-12-18T00:00:00.000","Open",,"18-03388378","Pothole in Street",,,,"1358 S KEDZIE AVE","60623","1155250.26342208","1893263.98597806","24","10","29",,"41.86252937656554","-87.70570454286509","(41.862529376566, -87.705704542865)"
"2018-12-18T00:00:00.000","Open",,"18-03388180","Pothole in Street",,,,"4100 S WESTERN BLVD","60609","1161201.93739524","1877426.20002426","12","9","58",,"41.81924669608576","-87.68430532227995","(41.819246696086, -87.68430532228)"
"2018-12-18T00:00:00.000","Open",,"18-03388493","Pothole in Street",,,,"5230 S NEW ENGLAND AVE","60638","1131270.95041735","1869126.33708118","23","8","56",,"41.7967447072089","-87.79428866380958","(41.796744707209, -87.79428866381)"
"2018-12-18T00:00:00.000","Open - Dup",,"18-03387472","Pothole in Street",,,,"600 S CENTRAL AVE","60644","1139150.09611752","1896761.21989853","29","15","25",,"41.872772222188686","-87.76473185047905","(41.872772222189, -87.764731850479)"
"2018-12-18T00:00:00.000","Open",,"18-03388112","Pothole in Street",,,,"5400 N WESTERN AVE","60625","1159364.4210923","1935786.95998239","40","20","4",,"41.979613525431304","-87.68944583164604","(41.979613525431, -87.689445831646)"
"2018-12-18T00:00:00.000","Open - Dup",,"18-03388379","Pothole in Street",,,,"1959 S TROY ST","60623","1155669.85011488","1890142.12140968","24","10","29",,"41.85370382163392","-87.7039464929227","(41.853703821634, -87.703946492923)"
"2018-12-18T00:00:00.000","Open",,"18-03387458","Pothole in Street",,,,"908 S CAMPBELL AVE","60612","1159861.46119611","1895933.91187577","28","11","28",,"41.86992746440123","-87.68871018865747","(41.869927464401, -87.688710188657)"
"2018-12-18T00:00:00.000","Open",,"18-03386479","Pothole in Street",,,,"1819 W HOWARD ST","60626","1162683.80480849","1950346.87997149","49","24","1","19","42.01929659502752","-87.67642786238677","(42.019296595028, -87.676427862387)"
