"locationname","timestamp","time","yearmonthday","yearmonth","year","rawflow","maintenanceflow"
"Dunk River","2021-09-20T23:00:00.000","2021-09-20 23:00","2021-09-20","2021-09","2021","2.00899685352893","0.493"
"Dunk River","2022-09-11T20:00:00.000","2022-09-11 20:00","2022-09-11","2022-09","2022","0.652556200347607","0.493"
"Southwest River Site 1","2021-09-29T16:00:00.000","2021-09-29 16:00","2021-09-29","2021-09","2021","0.344392892462956","0.129"
"Bradshaw River","2009-07-01T00:00:00.000","2009-07-01 00:00","2009-07-01","2009-07","2009","0.368799724179027","0.209"
"Bradshaw River","2009-07-01T01:00:00.000","2009-07-01 01:00","2009-07-01","2009-07","2009","0.371472719653601","0.209"
"Bradshaw River","2009-07-01T02:00:00.000","2009-07-01 02:00","2009-07-01","2009-07","2009","0.368799724179027","0.209"
"Bradshaw River","2009-07-01T03:00:00.000","2009-07-01 03:00","2009-07-01","2009-07","2009","0.368234016313908","0.209"
"Bradshaw River","2009-07-01T04:00:00.000","2009-07-01 04:00","2009-07-01","2009-07","2009","0.369069267697726","0.209"
"Bradshaw River","2009-07-01T05:00:00.000","2009-07-01 05:00","2009-07-01","2009-07","2009","0.367991708408507","0.209"
"Bradshaw River","2009-07-01T06:00:00.000","2009-07-01 06:00","2009-07-01","2009-07","2009","0.367991708408507","0.209"
"Bradshaw River","2009-07-01T07:00:00.000","2009-07-01 07:00","2009-07-01","2009-07","2009","0.370688680772461","0.209"
"Bradshaw River","2009-07-01T08:00:00.000","2009-07-01 08:00","2009-07-01","2009-07","2009","0.365278166223307","0.209"
"Bradshaw River","2009-07-01T09:00:00.000","2009-07-01 09:00","2009-07-01","2009-07","2009","0.357306245527703","0.209"
"Bradshaw River","2009-07-01T10:00:00.000","2009-07-01 10:00","2009-07-01","2009-07","2009","0.354660471115699","0.209"
"Bradshaw River","2009-07-01T11:00:00.000","2009-07-01 11:00","2009-07-01","2009-07","2009","0.349373408720972","0.209"
"Bradshaw River","2009-07-01T12:00:00.000","2009-07-01 12:00","2009-07-01","2009-07","2009","0.349399610251931","0.209"
"Bradshaw River","2009-07-01T13:00:00.000","2009-07-01 13:00","2009-07-01","2009-07","2009","0.346784517585555","0.209"
"Bradshaw River","2009-07-01T14:00:00.000","2009-07-01 14:00","2009-07-01","2009-07","2009","0.344179645936052","0.209"
"Bradshaw River","2009-07-01T15:00:00.000","2009-07-01 15:00","2009-07-01","2009-07","2009","0.341584992170421","0.209"
"Bradshaw River","2009-07-01T16:00:00.000","2009-07-01 16:00","2009-07-01","2009-07","2009","0.339000553145254","0.209"
"Bradshaw River","2009-07-01T17:00:00.000","2009-07-01 17:00","2009-07-01","2009-07","2009","0.338974760328779","0.209"
"Bradshaw River","2009-07-01T18:00:00.000","2009-07-01 18:00","2009-07-01","2009-07","2009","0.341584992170421","0.209"
"Bradshaw River","2009-07-01T19:00:00.000","2009-07-01 19:00","2009-07-01","2009-07","2009","0.344179645936052","0.209"
"Bradshaw River","2009-07-01T20:00:00.000","2009-07-01 20:00","2009-07-01","2009-07","2009","0.344179645936052","0.209"
"Bradshaw River","2009-07-01T21:00:00.000","2009-07-01 21:00","2009-07-01","2009-07","2009","0.352024927057845","0.209"
"Bradshaw River","2009-07-01T22:00:00.000","2009-07-01 22:00","2009-07-01","2009-07","2009","0.357279737133169","0.209"
"Bradshaw River","2009-07-01T23:00:00.000","2009-07-01 23:00","2009-07-01","2009-07","2009","0.359962253385942","0.209"
"Bradshaw River","2009-07-02T00:00:00.000","2009-07-02 00:00","2009-07-02","2009-07","2009","0.357306245527703","0.209"
"Bradshaw River","2009-07-02T01:00:00.000","2009-07-02 01:00","2009-07-02","2009-07","2009","0.359962253385942","0.209"
"Bradshaw River","2009-07-02T02:00:00.000","2009-07-02 02:00","2009-07-02","2009-07","2009","0.357306245527703","0.209"
"Bradshaw River","2009-07-02T03:00:00.000","2009-07-02 03:00","2009-07-02","2009-07","2009","0.359935642641672","0.209"
"Bradshaw River","2009-07-02T04:00:00.000","2009-07-02 04:00","2009-07-02","2009-07","2009","0.359962253385942","0.209"
"Bradshaw River","2009-07-02T05:00:00.000","2009-07-02 05:00","2009-07-02","2009-07","2009","0.362601784647671","0.209"
"Bradshaw River","2009-07-02T06:00:00.000","2009-07-02 06:00","2009-07-02","2009-07","2009","0.362601784647671","0.209"
"Bradshaw River","2009-07-02T07:00:00.000","2009-07-02 07:00","2009-07-02","2009-07","2009","0.354660471115699","0.209"
"Bradshaw River","2009-07-02T08:00:00.000","2009-07-02 08:00","2009-07-02","2009-07","2009","0.346784517585555","0.209"
"Bradshaw River","2009-07-02T09:00:00.000","2009-07-02 09:00","2009-07-02","2009-07","2009","0.346758418280239","0.209"
"Bradshaw River","2009-07-02T10:00:00.000","2009-07-02 10:00","2009-07-02","2009-07","2009","0.3441536488251","0.209"
"Bradshaw River","2009-07-02T11:00:00.000","2009-07-02 11:00","2009-07-02","2009-07","2009","0.339000553145254","0.209"
"Bradshaw River","2009-07-02T12:00:00.000","2009-07-02 12:00","2009-07-02","2009-07","2009","0.341584992170421","0.209"
"Bradshaw River","2009-07-02T13:00:00.000","2009-07-02 13:00","2009-07-02","2009-07","2009","0.341584992170421","0.209"
"Bradshaw River","2009-07-02T14:00:00.000","2009-07-02 14:00","2009-07-02","2009-07","2009","0.328764881212774","0.209"
"Bradshaw River","2009-07-02T15:00:00.000","2009-07-02 15:00","2009-07-02","2009-07","2009","0.331283006308876","0.209"
"Bradshaw River","2009-07-02T16:00:00.000","2009-07-02 16:00","2009-07-02","2009-07","2009","0.32620618573446","0.209"
"Bradshaw River","2009-07-02T17:00:00.000","2009-07-02 17:00","2009-07-02","2009-07","2009","0.32620618573446","0.209"
"Bradshaw River","2009-07-02T18:00:00.000","2009-07-02 18:00","2009-07-02","2009-07","2009","0.328764881212774","0.209"
"Bradshaw River","2009-07-02T19:00:00.000","2009-07-02 19:00","2009-07-02","2009-07","2009","0.328764881212774","0.209"
"Bradshaw River","2009-07-02T20:00:00.000","2009-07-02 20:00","2009-07-02","2009-07","2009","0.331283006308876","0.209"
"Bradshaw River","2009-07-02T21:00:00.000","2009-07-02 21:00","2009-07-02","2009-07","2009","0.333862306690217","0.209"
"Bradshaw River","2009-07-02T22:00:00.000","2009-07-02 22:00","2009-07-02","2009-07","2009","0.336400634990094","0.209"
"Bradshaw River","2009-07-02T23:00:00.000","2009-07-02 23:00","2009-07-02","2009-07","2009","0.336400634990094","0.209"
"Bradshaw River","2009-07-03T00:00:00.000","2009-07-03 00:00","2009-07-03","2009-07","2009","0.339000553145254","0.209"
"Bradshaw River","2009-07-03T01:00:00.000","2009-07-03 01:00","2009-07-03","2009-07","2009","0.336400634990094","0.209"
"Bradshaw River","2009-07-03T02:00:00.000","2009-07-03 02:00","2009-07-03","2009-07","2009","0.338594108724439","0.209"
"Bradshaw River","2009-07-03T03:00:00.000","2009-07-03 03:00","2009-07-03","2009-07","2009","0.338239442324072","0.209"
"Bradshaw River","2009-07-03T04:00:00.000","2009-07-03 04:00","2009-07-03","2009-07","2009","0.340439136840689","0.209"
"Bradshaw River","2009-07-03T05:00:00.000","2009-07-03 05:00","2009-07-03","2009-07","2009","0.340057630248501","0.209"
"Bradshaw River","2009-07-03T06:00:00.000","2009-07-03 06:00","2009-07-03","2009-07","2009","0.337073727567606","0.209"
"Bradshaw River","2009-07-03T07:00:00.000","2009-07-03 07:00","2009-07-03","2009-07","2009","0.334129105540582","0.209"
"Bradshaw River","2009-07-03T08:00:00.000","2009-07-03 08:00","2009-07-03","2009-07","2009","0.328680136782534","0.209"
"Bradshaw River","2009-07-03T09:00:00.000","2009-07-03 09:00","2009-07-03","2009-07","2009","0.330821843692415","0.209"
"Bradshaw River","2009-07-03T10:00:00.000","2009-07-03 10:00","2009-07-03","2009-07","2009","0.322856102249159","0.209"
"Bradshaw River","2009-07-03T11:00:00.000","2009-07-03 11:00","2009-07-03","2009-07","2009","0.32248498141946","0.209"
"Bradshaw River","2009-07-03T12:00:00.000","2009-07-03 12:00","2009-07-03","2009-07","2009","0.317136052182074","0.209"
"Bradshaw River","2009-07-03T13:00:00.000","2009-07-03 13:00","2009-07-03","2009-07","2009","0.31180896216643","0.209"
"Bradshaw River","2009-07-03T14:00:00.000","2009-07-03 14:00","2009-07-03","2009-07","2009","0.310951105012441","0.209"
"Bradshaw River","2009-07-03T15:00:00.000","2009-07-03 15:00","2009-07-03","2009-07","2009","0.315014902003172","0.209"
"Bradshaw River","2009-07-03T16:00:00.000","2009-07-03 16:00","2009-07-03","2009-07","2009","0.318631453941018","0.209"
"Bradshaw River","2009-07-03T17:00:00.000","2009-07-03 17:00","2009-07-03","2009-07","2009","0.317290207158459","0.209"
"Bradshaw River","2009-07-03T18:00:00.000","2009-07-03 18:00","2009-07-03","2009-07","2009","0.318643309480125","0.209"
"Bradshaw River","2009-07-03T19:00:00.000","2009-07-03 19:00","2009-07-03","2009-07","2009","0.313823123148337","0.209"
"Bradshaw River","2009-07-03T20:00:00.000","2009-07-03 20:00","2009-07-03","2009-07","2009","0.319179883795018","0.209"
"Bradshaw River","2009-07-03T21:00:00.000","2009-07-03 21:00","2009-07-03","2009-07","2009","0.322796024960359","0.209"
"Bradshaw River","2009-07-03T22:00:00.000","2009-07-03 22:00","2009-07-03","2009-07","2009","0.327243211641696","0.209"
"Bradshaw River","2009-07-03T23:00:00.000","2009-07-03 23:00","2009-07-03","2009-07","2009","0.324091668035309","0.209"
"Bradshaw River","2009-07-04T00:00:00.000","2009-07-04 00:00","2009-07-04","2009-07","2009","0.328243659871153","0.209"
"Bradshaw River","2009-07-04T01:00:00.000","2009-07-04 01:00","2009-07-04","2009-07","2009","0.322845042751885","0.209"
"Bradshaw River","2009-07-04T02:00:00.000","2009-07-04 02:00","2009-07-04","2009-07","2009","0.321218642448575","0.209"
"Bradshaw River","2009-07-04T03:00:00.000","2009-07-04 03:00","2009-07-04","2009-07","2009","0.320097004783472","0.209"
"Bradshaw River","2009-07-04T04:00:00.000","2009-07-04 04:00","2009-07-04","2009-07","2009","0.321983428440968","0.209"
"Bradshaw River","2009-07-04T05:00:00.000","2009-07-04 05:00","2009-07-04","2009-07","2009","0.328933605625916","0.209"
"Bradshaw River","2009-07-04T06:00:00.000","2009-07-04 06:00","2009-07-04","2009-07","2009","0.329320629133756","0.209"
