"locationname","timestamp","time","yearmonthday","yearmonth","year","rawflow","maintenanceflow"
"Bradshaw River","2009-07-04T07:00:00.000","2009-07-04 07:00","2009-07-04","2009-07","2009","0.323610565691329","0.209"
"Bradshaw River","2009-07-04T08:00:00.000","2009-07-04 08:00","2009-07-04","2009-07","2009","0.326771691746459","0.209"
"Bradshaw River","2009-07-04T09:00:00.000","2009-07-04 09:00","2009-07-04","2009-07","2009","0.328196385826891","0.209"
"Bradshaw River","2009-07-04T10:00:00.000","2009-07-04 10:00","2009-07-04","2009-07","2009","0.322773031061893","0.209"
"Bradshaw River","2009-07-04T11:00:00.000","2009-07-04 11:00","2009-07-04","2009-07","2009","0.320645476952426","0.209"
"Bradshaw River","2009-07-04T12:00:00.000","2009-07-04 12:00","2009-07-04","2009-07","2009","0.318525242982419","0.209"
"Bradshaw River","2009-07-04T13:00:00.000","2009-07-04 13:00","2009-07-04","2009-07","2009","0.305317455553597","0.209"
"Bradshaw River","2009-07-04T14:00:00.000","2009-07-04 14:00","2009-07-04","2009-07","2009","0.310081155064058","0.209"
"Bradshaw River","2009-07-04T15:00:00.000","2009-07-04 15:00","2009-07-04","2009-07","2009","0.306062313978733","0.209"
"Bradshaw River","2009-07-04T16:00:00.000","2009-07-04 16:00","2009-07-04","2009-07","2009","0.302775607676242","0.209"
"Bradshaw River","2009-07-04T17:00:00.000","2009-07-04 17:00","2009-07-04","2009-07","2009","0.307543225147679","0.209"
"Bradshaw River","2009-07-04T18:00:00.000","2009-07-04 18:00","2009-07-04","2009-07","2009","0.402574688434695","0.209"
"Bradshaw River","2009-07-04T19:00:00.000","2009-07-04 19:00","2009-07-04","2009-07","2009","0.406653805746415","0.209"
"Bradshaw River","2009-07-04T20:00:00.000","2009-07-04 20:00","2009-07-04","2009-07","2009","0.402024145452459","0.209"
"Bradshaw River","2009-07-04T21:00:00.000","2009-07-04 21:00","2009-07-04","2009-07","2009","0.407830696026847","0.209"
"Bradshaw River","2009-07-04T22:00:00.000","2009-07-04 22:00","2009-07-04","2009-07","2009","0.411395185681079","0.209"
"Bradshaw River","2009-07-04T23:00:00.000","2009-07-04 23:00","2009-07-04","2009-07","2009","0.408696577090401","0.209"
"Bradshaw River","2009-07-05T00:00:00.000","2009-07-05 00:00","2009-07-05","2009-07","2009","0.410268478211181","0.209"
"Bradshaw River","2009-07-05T01:00:00.000","2009-07-05 01:00","2009-07-05","2009-07","2009","0.424762890981","0.209"
"Bradshaw River","2009-07-05T02:00:00.000","2009-07-05 02:00","2009-07-05","2009-07","2009","0.426977144359878","0.209"
"Bradshaw River","2009-07-05T03:00:00.000","2009-07-05 03:00","2009-07-05","2009-07","2009","0.422748805481187","0.209"
"Bradshaw River","2009-07-05T04:00:00.000","2009-07-05 04:00","2009-07-05","2009-07","2009","0.417133222068456","0.209"
"Bradshaw River","2009-07-05T05:00:00.000","2009-07-05 05:00","2009-07-05","2009-07","2009","0.40956197326184","0.209"
"Bradshaw River","2009-07-05T06:00:00.000","2009-07-05 06:00","2009-07-05","2009-07","2009","0.396194072235412","0.209"
"Bradshaw River","2009-07-05T07:00:00.000","2009-07-05 07:00","2009-07-05","2009-07","2009","0.398021137595326","0.209"
"Bradshaw River","2009-07-05T08:00:00.000","2009-07-05 08:00","2009-07-05","2009-07","2009","0.391466720433567","0.209"
"Bradshaw River","2009-07-05T09:00:00.000","2009-07-05 09:00","2009-07-05","2009-07","2009","0.387978799050094","0.209"
"Bradshaw River","2009-07-05T10:00:00.000","2009-07-05 10:00","2009-07-05","2009-07","2009","0.385388938288485","0.209"
"Bradshaw River","2009-07-05T11:00:00.000","2009-07-05 11:00","2009-07-05","2009-07","2009","0.387162293566353","0.209"
"Bradshaw River","2009-07-05T12:00:00.000","2009-07-05 12:00","2009-07-05","2009-07","2009","0.381798664560509","0.209"
"Bradshaw River","2009-07-05T13:00:00.000","2009-07-05 13:00","2009-07-05","2009-07","2009","0.378957006362864","0.209"
"Bradshaw River","2009-07-05T14:00:00.000","2009-07-05 14:00","2009-07-05","2009-07","2009","0.373354624788702","0.209"
"Bradshaw River","2009-07-05T15:00:00.000","2009-07-05 15:00","2009-07-05","2009-07","2009","0.365699703679709","0.209"
"Bradshaw River","2009-07-05T16:00:00.000","2009-07-05 16:00","2009-07-05","2009-07","2009","0.37231050582488","0.209"
"Bradshaw River","2009-07-05T17:00:00.000","2009-07-05 17:00","2009-07-05","2009-07","2009","0.369991615755699","0.209"
"Bradshaw River","2009-07-05T18:00:00.000","2009-07-05 18:00","2009-07-05","2009-07","2009","0.357556204230444","0.209"
"Bradshaw River","2009-07-05T19:00:00.000","2009-07-05 19:00","2009-07-05","2009-07","2009","0.362512700193592","0.209"
"Bradshaw River","2009-07-05T20:00:00.000","2009-07-05 20:00","2009-07-05","2009-07","2009","0.366402674278373","0.209"
"Bradshaw River","2009-07-05T21:00:00.000","2009-07-05 21:00","2009-07-05","2009-07","2009","0.364933397884063","0.209"
"Bradshaw River","2009-07-05T22:00:00.000","2009-07-05 22:00","2009-07-05","2009-07","2009","0.367194748957904","0.209"
"Bradshaw River","2009-07-05T23:00:00.000","2009-07-05 23:00","2009-07-05","2009-07","2009","0.359606133513938","0.209"
"Bradshaw River","2009-07-06T00:00:00.000","2009-07-06 00:00","2009-07-06","2009-07","2009","0.371549861501397","0.209"
"Bradshaw River","2009-07-06T01:00:00.000","2009-07-06 01:00","2009-07-06","2009-07","2009","0.363085155145317","0.209"
"Bradshaw River","2009-07-06T02:00:00.000","2009-07-06 02:00","2009-07-06","2009-07","2009","0.357898346135856","0.209"
"Bradshaw River","2009-07-06T03:00:00.000","2009-07-06 03:00","2009-07-06","2009-07","2009","0.359338863459483","0.209"
"Bradshaw River","2009-07-06T04:00:00.000","2009-07-06 04:00","2009-07-06","2009-07","2009","0.354972166061018","0.209"
"Bradshaw River","2009-07-06T05:00:00.000","2009-07-06 05:00","2009-07-06","2009-07","2009","0.351447487360701","0.209"
"Bradshaw River","2009-07-06T06:00:00.000","2009-07-06 06:00","2009-07-06","2009-07","2009","0.349459240277466","0.209"
"Bradshaw River","2009-07-06T07:00:00.000","2009-07-06 07:00","2009-07-06","2009-07","2009","0.3405115469033","0.209"
"Bradshaw River","2009-07-06T08:00:00.000","2009-07-06 08:00","2009-07-06","2009-07","2009","0.337551303423042","0.209"
"Bradshaw River","2009-07-06T09:00:00.000","2009-07-06 09:00","2009-07-06","2009-07","2009","0.337686105209765","0.209"
"Bradshaw River","2009-07-06T10:00:00.000","2009-07-06 10:00","2009-07-06","2009-07","2009","0.329863107325373","0.209"
"Bradshaw River","2009-07-06T11:00:00.000","2009-07-06 11:00","2009-07-06","2009-07","2009","0.331294791420927","0.209"
"Bradshaw River","2009-07-06T12:00:00.000","2009-07-06 12:00","2009-07-06","2009-07","2009","0.320786563138623","0.209"
"Bradshaw River","2009-07-06T13:00:00.000","2009-07-06 13:00","2009-07-06","2009-07","2009","0.317692540470246","0.209"
"Bradshaw River","2009-07-06T14:00:00.000","2009-07-06 14:00","2009-07-06","2009-07","2009","0.317664564836767","0.209"
"Bradshaw River","2009-07-06T15:00:00.000","2009-07-06 15:00","2009-07-06","2009-07","2009","0.320160152981417","0.209"
"Bradshaw River","2009-07-06T16:00:00.000","2009-07-06 16:00","2009-07-06","2009-07","2009","0.313434211885757","0.209"
"Bradshaw River","2009-07-06T17:00:00.000","2009-07-06 17:00","2009-07-06","2009-07","2009","0.322185385520026","0.209"
"Bradshaw River","2009-07-06T18:00:00.000","2009-07-06 18:00","2009-07-06","2009-07","2009","0.322936363270541","0.209"
"Bradshaw River","2009-07-06T19:00:00.000","2009-07-06 19:00","2009-07-06","2009-07","2009","0.332308518236067","0.209"
"Bradshaw River","2009-07-06T20:00:00.000","2009-07-06 20:00","2009-07-06","2009-07","2009","0.348328378935317","0.209"
"Bradshaw River","2009-07-06T21:00:00.000","2009-07-06 21:00","2009-07-06","2009-07","2009","0.34673132667672","0.209"
"Bradshaw River","2009-07-06T22:00:00.000","2009-07-06 22:00","2009-07-06","2009-07","2009","0.347250302086687","0.209"
"Bradshaw River","2009-07-06T23:00:00.000","2009-07-06 23:00","2009-07-06","2009-07","2009","0.345447414561263","0.209"
"Bradshaw River","2009-07-07T00:00:00.000","2009-07-07 00:00","2009-07-07","2009-07","2009","0.342040813333816","0.209"
"Bradshaw River","2009-07-07T01:00:00.000","2009-07-07 01:00","2009-07-07","2009-07","2009","0.338703336284535","0.209"
"Bradshaw River","2009-07-07T02:00:00.000","2009-07-07 02:00","2009-07-07","2009-07","2009","0.336358310767636","0.209"
"Bradshaw River","2009-07-07T03:00:00.000","2009-07-07 03:00","2009-07-07","2009-07","2009","0.337409261902353","0.209"
"Bradshaw River","2009-07-07T04:00:00.000","2009-07-07 04:00","2009-07-07","2009-07","2009","0.34151012413588","0.209"
"Bradshaw River","2009-07-07T05:00:00.000","2009-07-07 05:00","2009-07-07","2009-07","2009","0.337917793483861","0.209"
"Bradshaw River","2009-07-07T06:00:00.000","2009-07-07 06:00","2009-07-07","2009-07","2009","0.337888904839354","0.209"
"Bradshaw River","2009-07-07T07:00:00.000","2009-07-07 07:00","2009-07-07","2009-07","2009","0.330232394029048","0.209"
"Bradshaw River","2009-07-07T08:00:00.000","2009-07-07 08:00","2009-07-07","2009-07","2009","0.317609855927527","0.209"
"Bradshaw River","2009-07-07T09:00:00.000","2009-07-07 09:00","2009-07-07","2009-07","2009","0.325157835110207","0.209"
"Bradshaw River","2009-07-07T10:00:00.000","2009-07-07 10:00","2009-07-07","2009-07","2009","0.317603777462489","0.209"
"Bradshaw River","2009-07-07T11:00:00.000","2009-07-07 11:00","2009-07-07","2009-07","2009","0.310191322509251","0.209"
"Bradshaw River","2009-07-07T12:00:00.000","2009-07-07 12:00","2009-07-07","2009-07","2009","0.305282991802337","0.209"
"Bradshaw River","2009-07-07T13:00:00.000","2009-07-07 13:00","2009-07-07","2009-07","2009","0.300415383401376","0.209"
"Bradshaw River","2009-07-07T14:00:00.000","2009-07-07 14:00","2009-07-07","2009-07","2009","0.295588470701431","0.209"
"Bradshaw River","2009-07-07T15:00:00.000","2009-07-07 15:00","2009-07-07","2009-07","2009","0.288402079609665","0.209"
"Bradshaw River","2009-07-07T16:00:00.000","2009-07-07 16:00","2009-07-07","2009-07","2009","0.288422902141671","0.209"
"Bradshaw River","2009-07-07T17:00:00.000","2009-07-07 17:00","2009-07-07","2009-07","2009","0.286053746841906","0.209"
"Bradshaw River","2009-07-07T18:00:00.000","2009-07-07 18:00","2009-07-07","2009-07","2009","0.286050868662508","0.209"
"Bradshaw River","2009-07-07T19:00:00.000","2009-07-07 19:00","2009-07-07","2009-07","2009","0.290790615233166","0.209"
"Bradshaw River","2009-07-07T20:00:00.000","2009-07-07 20:00","2009-07-07","2009-07","2009","0.312607401169437","0.209"
"Bradshaw River","2009-07-07T21:00:00.000","2009-07-07 21:00","2009-07-07","2009-07","2009","0.327649846858296","0.209"
"Bradshaw River","2009-07-07T22:00:00.000","2009-07-07 22:00","2009-07-07","2009-07","2009","0.337838687265012","0.209"
"Bradshaw River","2009-07-07T23:00:00.000","2009-07-07 23:00","2009-07-07","2009-07","2009","0.340441220837016","0.209"
"Bradshaw River","2009-07-08T00:00:00.000","2009-07-08 00:00","2009-07-08","2009-07","2009","0.343028195071126","0.209"
"Bradshaw River","2009-07-08T01:00:00.000","2009-07-08 01:00","2009-07-08","2009-07","2009","0.350856681502772","0.209"
"Bradshaw River","2009-07-08T02:00:00.000","2009-07-08 02:00","2009-07-08","2009-07","2009","0.353484465755802","0.209"
"Bradshaw River","2009-07-08T03:00:00.000","2009-07-08 03:00","2009-07-08","2009-07","2009","0.353481252479195","0.209"
"Bradshaw River","2009-07-08T04:00:00.000","2009-07-08 04:00","2009-07-08","2009-07","2009","0.353451678988134","0.209"
"Bradshaw River","2009-07-08T05:00:00.000","2009-07-08 05:00","2009-07-08","2009-07","2009","0.353474825971578","0.209"
"Bradshaw River","2009-07-08T06:00:00.000","2009-07-08 06:00","2009-07-08","2009-07","2009","0.350814419823111","0.209"
"Bradshaw River","2009-07-08T07:00:00.000","2009-07-08 07:00","2009-07-08","2009-07","2009","0.337836188267417","0.209"
"Bradshaw River","2009-07-08T08:00:00.000","2009-07-08 08:00","2009-07-08","2009-07","2009","0.325061840453183","0.209"
"Bradshaw River","2009-07-08T09:00:00.000","2009-07-08 09:00","2009-07-08","2009-07","2009","0.317533879465192","0.209"
"Bradshaw River","2009-07-08T10:00:00.000","2009-07-08 10:00","2009-07-08","2009-07","2009","0.305193073409442","0.209"
"Bradshaw River","2009-07-08T11:00:00.000","2009-07-08 11:00","2009-07-08","2009-07","2009","0.295502976943946","0.209"
"Bradshaw River","2009-07-08T12:00:00.000","2009-07-08 12:00","2009-07-08","2009-07","2009","0.288341383330141","0.209"
"Bradshaw River","2009-07-08T13:00:00.000","2009-07-08 13:00","2009-07-08","2009-07","2009","0.29073836567997","0.209"
"Bradshaw River","2009-07-08T14:00:00.000","2009-07-08 14:00","2009-07-08","2009-07","2009","0.283637444369045","0.209"
"Bradshaw River","2009-07-08T15:00:00.000","2009-07-08 15:00","2009-07-08","2009-07","2009","0.281265459219809","0.209"
"Bradshaw River","2009-07-08T16:00:00.000","2009-07-08 16:00","2009-07-08","2009-07","2009","0.278950445091685","0.209"
"Bradshaw River","2009-07-08T17:00:00.000","2009-07-08 17:00","2009-07-08","2009-07","2009","0.27659897759254","0.209"
"Bradshaw River","2009-07-08T18:00:00.000","2009-07-08 18:00","2009-07-08","2009-07","2009","0.271975908230087","0.209"
"Bradshaw River","2009-07-08T19:00:00.000","2009-07-08 19:00","2009-07-08","2009-07","2009","0.276616523885621","0.209"
"Bradshaw River","2009-07-08T20:00:00.000","2009-07-08 20:00","2009-07-08","2009-07","2009","0.295500646117816","0.209"
"Bradshaw River","2009-07-08T21:00:00.000","2009-07-08 21:00","2009-07-08","2009-07","2009","0.312556775298062","0.209"
"Bradshaw River","2009-07-08T22:00:00.000","2009-07-08 22:00","2009-07-08","2009-07","2009","0.322525585386104","0.209"
"Bradshaw River","2009-07-08T23:00:00.000","2009-07-08 23:00","2009-07-08","2009-07","2009","0.327569541500196","0.209"
"Bradshaw River","2009-07-09T00:00:00.000","2009-07-09 00:00","2009-07-09","2009-07","2009","0.330079806494293","0.209"
"Bradshaw River","2009-07-09T01:00:00.000","2009-07-09 01:00","2009-07-09","2009-07","2009","0.335210307718243","0.209"
"Bradshaw River","2009-07-09T02:00:00.000","2009-07-09 02:00","2009-07-09","2009-07","2009","0.33520718197765","0.209"
"Bradshaw River","2009-07-09T03:00:00.000","2009-07-09 03:00","2009-07-09","2009-07","2009","0.340352997833864","0.209"
"Bradshaw River","2009-07-09T04:00:00.000","2009-07-09 04:00","2009-07-09","2009-07","2009","0.340349847232366","0.209"
"Bradshaw River","2009-07-09T05:00:00.000","2009-07-09 05:00","2009-07-09","2009-07","2009","0.345536441363481","0.209"
"Bradshaw River","2009-07-09T06:00:00.000","2009-07-09 06:00","2009-07-09","2009-07","2009","0.337738263767449","0.209"
"Bradshaw River","2009-07-09T07:00:00.000","2009-07-09 07:00","2009-07-09","2009-07","2009","0.330083539058803","0.209"
"Bradshaw River","2009-07-09T08:00:00.000","2009-07-09 08:00","2009-07-09","2009-07","2009","0.315001179213274","0.209"
"Bradshaw River","2009-07-09T09:00:00.000","2009-07-09 09:00","2009-07-09","2009-07","2009","0.31249588445269","0.209"
"Bradshaw River","2009-07-09T10:00:00.000","2009-07-09 10:00","2009-07-09","2009-07","2009","0.302709212186878","0.209"
"Bradshaw River","2009-07-09T11:00:00.000","2009-07-09 11:00","2009-07-09","2009-07","2009","0.290674511749459","0.209"
"Bradshaw River","2009-07-09T12:00:00.000","2009-07-09 12:00","2009-07-09","2009-07","2009","0.281205549186785","0.209"
"Bradshaw River","2009-07-09T13:00:00.000","2009-07-09 13:00","2009-07-09","2009-07","2009","0.274250566163865","0.209"
"Bradshaw River","2009-07-09T14:00:00.000","2009-07-09 14:00","2009-07-09","2009-07","2009","0.274247750403184","0.209"
"Bradshaw River","2009-07-09T15:00:00.000","2009-07-09 15:00","2009-07-09","2009-07","2009","0.271940034005675","0.209"
"Bradshaw River","2009-07-09T16:00:00.000","2009-07-09 16:00","2009-07-09","2009-07","2009","0.269619566189911","0.209"
"Bradshaw River","2009-07-09T17:00:00.000","2009-07-09 17:00","2009-07-09","2009-07","2009","0.265080508155954","0.209"
"Bradshaw River","2009-07-09T18:00:00.000","2009-07-09 18:00","2009-07-09","2009-07","2009","0.262813339027523","0.209"
"Bradshaw River","2009-07-09T19:00:00.000","2009-07-09 19:00","2009-07-09","2009-07","2009","0.265074975426955","0.209"
"Bradshaw River","2009-07-09T20:00:00.000","2009-07-09 20:00","2009-07-09","2009-07","2009","0.278870909319526","0.209"
"Bradshaw River","2009-07-09T21:00:00.000","2009-07-09 21:00","2009-07-09","2009-07","2009","0.300250067506927","0.209"
"Bradshaw River","2009-07-09T22:00:00.000","2009-07-09 22:00","2009-07-09","2009-07","2009","0.307532675121568","0.209"
"Bradshaw River","2009-07-09T23:00:00.000","2009-07-09 23:00","2009-07-09","2009-07","2009","0.310011223681343","0.209"
"Bradshaw River","2009-07-10T00:00:00.000","2009-07-10 00:00","2009-07-10","2009-07","2009","0.310008222495309","0.209"
