"record","driller","community","well_name","well_field","pid","date","depth_ft","diam_in","casing_ft","wtr_lvl_ft","rate_igpm","drive_shoe","latitude","longitude","location_1","coordinates"
"116524","MACDOUGALL'S WELL DRILLING","Stanchel",,,"293621","1993-07-07T00:00:00.000","105","5","44","35","10","No","46.339686","-63.475589","(46.339686, -63.475589)","On land"
"217662","Manderson Well Drilling Ltd","Burton",,,"588006","2017-04-03T00:00:00.000","125","5","60",,,"No",,,,"None provided"
"112055","MOORE WELL DRILLING","Donaldston",,,,"1987-06-12T00:00:00.000","55","4","18","35","8","No","46.373973","-63.013002","(46.373973, -63.013002)","On land"
"106098","BERNARD'S WELL DRILLING","Lot 16",,,,"1978-08-05T00:00:00.000","70","4","30","50","5","No","46.480114","-63.914542","(46.480114, -63.914542)","On land"
"115841","MOORE WELL DRILLING","Breadalbane",,,"99309","1992-05-27T00:00:00.000","70","5","42","40","10","No","46.356662","-63.504333","(46.356662, -63.504333)","On land"
"113151","Watson MacDonald Well Drilling","Cape Egmont",,,,"1988-08-05T00:00:00.000","160","5","88","50","8","No","46.400077","-64.110936","(46.400077, -64.110936)","In the sea"
"216913","Manderson Well Drilling Ltd","Cap-Egmont",,,"885889","2015-10-12T00:00:00.000","57","5","40",,,"No","46.403557","-64.095482","(46.403557, -64.095482)","On land"
"123208","MOORE WELL DRILLING","Charlottetown",,,,"2005-06-14T00:00:00.000","70","5","42","10","20","No","46.416613","-62.642155","(46.416613, -62.642155)","On land"
"124594","MOORE WELL DRILLING","Charlottetown",,,,"2007-12-03T00:00:00.000","70","5","40","10","15","No","45.976961","-62.841217","(45.976961, -62.841217)","On land"
"116779","MOORE WELL DRILLING","New Glasgow",,,,"1993-06-16T00:00:00.000","150","5","48","65","7","No","46.416703","-63.327915","(46.416703, -63.327915)","On land"
"120744","MOORE WELL DRILLING","Charlottetown",,,,"2001-11-19T00:00:00.000","70","5","40","20","10","No","46.429583","-62.791750","(46.429583, -62.79175)","On land"
"111158","BERNARD'S WELL DRILLING","Brooklyn (Kings)",,,,"1985-09-30T00:00:00.000","74","4","30","30","0","No","46.797813","-64.115164","(46.797813, -64.115164)","On land"
"216933","Moore Well Drilling Inc","Mermaid",,,"604710","2017-11-30T00:00:00.000","130","5","63",,,"No","46.254318","-63.044989","(46.254318, -63.044989)","On land"
"115065","MOORE WELL DRILLING","Charlottetown",,,,"1991-03-28T00:00:00.000","80","5","41","35","10","No","46.251378","-63.212763","(46.251378, -63.212763)","On land"
"122369","MOORE WELL DRILLING","Charlottetown",,,,"2004-07-08T00:00:00.000","170","6","60","35","40","No","46.195768","-63.044064","(46.195768, -63.044064)","On land"
"108545","MOORE WELL DRILLING","Hampton",,,,"1981-05-14T00:00:00.000","39","4","22","19","10","No","46.192161","-63.457468","(46.192161, -63.457468)","On land"
"119132","Manderson  Well Drilling","Charlottetown",,,,"1999-08-03T00:00:00.000","125","5","41","43","12","No","46.465331","-63.996034","(46.465331, -63.996034)","On land"
"113984","ROY'S WELL DRILLING","Valleyfield",,,,"1989-10-24T00:00:00.000","90","4","44","65","8","No","46.111761","-62.732129","(46.111761, -62.732129)","On land"
"124665","Manderson  Well Drilling","Charlottetown",,,,"2008-05-15T00:00:00.000","105","5","40","28",,"No","46.369448","-63.813948","(46.369448, -63.813948)","In the sea"
"123611","MOORE WELL DRILLING","Charlottetown",,,,"2006-04-10T00:00:00.000","90","5","44","7","15","No","46.377210","-62.711330","(46.37721, -62.71133)","On land"
"219316","Manderson Well Drilling Ltd","Skinners Pond",,,"562470","2020-09-01T00:00:00.000","65","5","43",,,"No","46.973109","-64.097643","(46.973109, -64.097643)","On Land"
"111189","EASTERN WELL DRILLER","Cardigan",,,,"1985-04-19T00:00:00.000","100","4","48","26","0","No","46.244687","-62.632897","(46.244687, -62.632897)","On land"
"117764","MOORE WELL DRILLING","Charlottetown",,,,"1992-06-23T00:00:00.000","90","5","60","40","10","No","46.321770","-63.036372","(46.32177, -63.036372)","On land"
"109579","MOORE WELL DRILLING","Midgell",,,,"1983-04-06T00:00:00.000","105","4","42","35","8","No","46.409865","-62.642850","(46.409865, -62.64285)","On land"
"121946","MOORE WELL DRILLING","Charlottetown",,,,"2003-05-25T00:00:00.000","70","5","40","50","10","No","46.435123","-63.466005","(46.435123, -63.466005)","On land"
"126120","Manderson  Well Drilling","Charlottetown",,,,"2011-03-28T00:00:00.000","185","5","80","58","40","No",,,,"None provided"
"111801","H. MURPHY","Charlottetown",,,,"1986-05-23T00:00:00.000","140","4","44","24","8","No","46.380461","-63.758129","(46.380461, -63.758129)","On land"
"112041","EASTERN WELL DRILLIN","Charlottetown",,,,"1987-05-05T00:00:00.000","68","4","44","24","40","No","46.430473","-62.786540","(46.430473, -62.78654)","On land"
"111538","BERNARD'S WELL DRILLING","Ellerslie",,,,"1986-07-21T00:00:00.000","70","4","38","35","0","No","46.605043","-63.934923","(46.605043, -63.934923)","On land"
"124899","MOORE WELL DRILLING","Charlottetown",,,,"2008-08-30T00:00:00.000","90","5","40","15","20","No","46.385332","-63.279609","(46.385332, -63.279609)","On land"
"120091","MOORE WELL DRILLING","Charlottetown",,,,"1999-12-20T00:00:00.000","210","5","60","95","10","No","46.400777","-63.500837","(46.400777, -63.500837)","On land"
"123604","MOORE WELL DRILLING","Charlottetown",,,,"2006-02-09T00:00:00.000","130","6","60","30","50","No","46.217348","-63.080385","(46.217348, -63.080385)","On land"
"110994","H. MURPHY","New Annan",,,,"1985-08-21T00:00:00.000","100","4","83","13","10","No","46.416814","-63.702679","(46.416814, -63.702679)","On land"
"115997","MANDERSON WELL DRILLING","Charlottetown",,,"939146","1992-10-30T00:00:00.000","80","5","44","21","15","No","46.431452","-63.803091","(46.431452, -63.803091)","On land"
"114033","MOORE WELL DRILLING","Keppoch",,,,"1989-05-31T00:00:00.000","81","5","40","55","10","No","46.193926","-63.107566","(46.193926, -63.107566)","In the sea"
"120808","ROY'S WELL DRILLING","Charlottetown",,,"184960","2001-08-29T00:00:00.000","55","5","40","20","9","No","46.238039","-62.907911","(46.238039, -62.907911)","On land"
"124390","Watson MacDonald Well Drilling","Charlottetown",,,,"2007-10-15T00:00:00.000","100","5","60","60","10","No","46.888027","-64.092093","(46.888027, -64.092093)","On land"
"111615","Watson MacDonald Well Drilling","Hampton",,,,"1986-08-28T00:00:00.000","126","5","46","81","8","No","46.216476","-63.453780","(46.216476, -63.45378)","On land"
"106031","JOHN MOORE & SONS","Charlottetown",,,,"1978-10-19T00:00:00.000","115","5","50","45","7","No","46.282066","-63.158298","(46.282066, -63.158298)","On land"
"123089","MOORE WELL DRILLING","Charlottetown",,,,"2005-02-10T00:00:00.000","130","5","60","35","25","No","46.305532","-63.099993","(46.305532, -63.099993)","On land"
"113301","MOORE WELL DRILLING","Charlottetown",,,,"1988-08-24T00:00:00.000","100","8","44","45","10","No","46.231637","-63.178320","(46.231637, -63.17832)","On land"
"217540","Moore Well Drilling","Stanhope",,,"919555","2013-12-02T00:00:00.000","110","5","40",,,"No","46.405399","-63.115092","(46.405399, -63.115092)","On land"
"115578","MOORE WELL DRILLING","Charlottetown",,,,"1991-09-24T00:00:00.000","90","5","43","40","10","No","46.213776","-62.989628","(46.213776, -62.989628)","On land"
"111699","Watson MacDonald Well Drilling","Winsloe",,,,"1986-11-05T00:00:00.000","113","0","39","53","8","No","46.290125","-63.185650","(46.290125, -63.18565)","On land"
"112717","MOORE WELL DRILLING","Souris Line Road",,,,"1988-02-05T00:00:00.000","112","5","44","65","8","No","46.362624","-62.266816","(46.362624, -62.266816)","On land"
"125923","Manderson  Well Drilling","Charlottetown",,,,"2010-09-21T00:00:00.000","125","5","100","48","15","No",,,,"None provided"
"124164","Manderson  Well Drilling","Charlottetown",,,,"2006-08-15T00:00:00.000","215","6","40","24","65","No",,,,"None provided"
"218748","Manderson Well Drilling Ltd","Mermaid",,,"1103365","2019-07-23T00:00:00.000","85","5","40",,,"No","46.254293","-63.056611","(46.254293, -63.056611)","On Land"
"124071","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2007-04-08T00:00:00.000","86","5","40","12","20","No","46.417592","-63.722208","(46.417592, -63.722208)","On land"
"117890","MOORE WELL DRILLING","Charlottetown",,,,"1993-10-08T00:00:00.000","130","5","43","25","10","No","46.309815","-63.244159","(46.309815, -63.244159)","On land"
"216953","Watson MacDonald Well Drilling","Baltic (Kings)",,,"84319","2017-10-23T00:00:00.000","185","6","40",,,"No","46.522996","-63.673226","(46.522996, -63.673226)","On land"
"107969","H. MURPHY","Reads Corner",,,,"1979-07-13T00:00:00.000","80","4","44","32","6","No","46.402194","-63.737616","(46.402194, -63.737616)","On land"
"117877","MOORE WELL DRILLING","Charlottetown",,,,"1993-09-29T00:00:00.000","110","5","48","30","10","No","46.388258","-63.162572","(46.388258, -63.162572)","On land"
"122561","MOORE WELL DRILLING","Charlottetown",,,,"2004-08-31T00:00:00.000","70","5","45","15","20","No","46.415236","-62.823034","(46.415236, -62.823034)","In the sea"
"105517","H. MURPHY","Sherbrooke",,,,"1978-06-02T00:00:00.000","60","4","24","30","6","No","46.409901","-63.796269","(46.409901, -63.796269)","On land"
"116450","MANDERSON WELL DRILLING","Bloomfield",,,"378380","1993-09-10T00:00:00.000","115","5","48","35","12","No","46.779367","-64.245781","(46.779367, -64.245781)","On land"
"121653","MOORE WELL DRILLING","Charlottetown",,,"887521","2002-10-24T00:00:00.000","110","5","60","50","10","No","46.414872","-63.338314","(46.414872, -63.338314)","On land"
"109993","BERNARD'S WELL DRILLING","Birch Hill",,,,"1983-11-15T00:00:00.000","67","4","33","20","0","No","46.552397","-63.877925","(46.552397, -63.877925)","On land"
"112711","S. SANDERSON","Brackley Beach",,,,"1987-07-10T00:00:00.000","90","4","44","30","30","No","46.384633","-63.179467","(46.384633, -63.179467)","On land"
"117479","Watson MacDonald Well Drilling","Charlottetown",,,"842112","1996-10-21T00:00:00.000","223","5","71","125","7","No","46.210684","-63.299463","(46.210684, -63.299463)","On land"
"109064","MOORE WELL DRILLING","Victoria",,,,"1981-09-04T00:00:00.000","55","4","31","10","15","No","46.210926","-63.490033","(46.210926, -63.490033)","In the sea"
"109789","MOORE WELL DRILLING","Emyvale",,,,"1983-08-26T00:00:00.000","110","5","42","37","5","No","46.294194","-63.364836","(46.294194, -63.364836)","On land"
"219715","Manderson Well Drilling Ltd","Clinton",,,"808006","2021-05-04T00:00:00.000","225","5","80",,,"No","46.456871","-63.548058","(46.456871, -63.548058)","On Land"
"125066","Manderson  Well Drilling","Charlottetown",,,,"2008-09-12T00:00:00.000","144","5","40","6","36","No","46.484445","-63.954991","(46.484445, -63.954991)","On land"
"120995","Watson MacDonald Well Drilling","Charlottetown",,,,"2001-10-30T00:00:00.000","100","5","80","24",,"No","46.708502","-64.224526","(46.708502, -64.224526)","On land"
"120171","Reynold's Well Drilling","Charlottetown",,,,"2000-07-14T00:00:00.000","105","5","60","33","50","No","46.336762","-63.711190","(46.336762, -63.71119)","On land"
"127118","Reynold's Well Drilling","Charlottetown",,,,"2013-08-07T00:00:00.000","125","5","42","80",,"No","45.964766","-62.601672","(45.964766, -62.601672)","In the sea"
"216935","Moore Well Drilling Inc","Brackley Beach",,,"900472","2018-03-15T00:00:00.000","150","5","60",,,"No","46.412397","-63.203689","(46.412397, -63.203689)","On land"
"117015","MOORE WELL DRILLING","North Wiltshire",,,"292920","1995-08-09T00:00:00.000","130","5","51","65","10","No","46.286313","-63.288192","(46.286313, -63.288192)","On land"
"125207","Manderson  Well Drilling","Charlottetown",,,,"2009-05-26T00:00:00.000","85","5","40","11","14","No","46.467526","-63.582696","(46.467526, -63.582696)","On land"
"109187","MOORE WELL DRILLING","Donaldston",,,,"1982-05-28T00:00:00.000","60","5","41","15","9","No","46.350574","-62.987003","(46.350574, -62.987003)","On land"
"219896","Moore Well Drilling Inc","Charlottetown",,,"373126","2021-09-17T00:00:00.000","250","8","63",,,"No","46.253054","-63.138574","(46.253054, -63.138574)","On Land"
"117342","MOORE WELL DRILLING","Charlottetown",,,"130054","1995-05-11T00:00:00.000","45","5","22","0","0","No","46.336171","-62.968815","(46.336171, -62.968815)","On land"
"123307","Manderson  Well Drilling","Charlottetown",,,,"2005-08-23T00:00:00.000","85","5","45","16","12","No",,,,"None provided"
"107308","JOHN MOORE & SONS","Charlottetown",,,,"1979-10-13T00:00:00.000","110","4","48","60","8","No","46.282517","-63.157715","(46.282517, -63.157715)","On land"
"117014","MOORE WELL DRILLING","Point Prim",,,"332866","1995-07-25T00:00:00.000","30","5","22","5","0","No","46.053363","-62.780371","(46.053363, -62.780371)","On land"
"123715","Manderson  Well Drilling","Charlottetown",,,,"2006-05-09T00:00:00.000","85","5","42","12",,"No",,,,"None provided"
"112169","Watson MacDonald Well Drilling","Cornwall",,,,"1987-07-09T00:00:00.000","121","5","43","57","8","No","46.221654","-63.225615","(46.221654, -63.225615)","On land"
"118138","MOORE WELL DRILLING","Charlottetown",,,,"1996-10-18T00:00:00.000","210","6","37","35",,"No","46.507830","-63.682996","(46.50783, -63.682996)","On land"
"127406","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2013-05-01T00:00:00.000","90","5","60","29","20","No","46.445546","-63.550721","(46.445546, -63.550721)","On land"
"117123","MANDERSON WELL DRILLING","West Point",,,"812388","1995-10-20T00:00:00.000","122","5","98","32","12","No","46.641459","-64.344531","(46.641459, -64.344531)","On land"
"117941","MOORE WELL DRILLING","Charlottetown",,,,"1992-07-27T00:00:00.000","70","5","50","8","10","No","46.255520","-63.155692","(46.25552, -63.155692)","In the sea"
"217211","Moore Well Drilling Inc","Meadowbank",,,"611103","2016-10-07T00:00:00.000","130","5","60",,,"No","46.204866","-63.221103","(46.204866, -63.221103)","On land"
"218178","REYNOLDS WELL DRILLING","Commercial Cross",,,"1099456","2018-11-21T00:00:00.000","60","5","40",,,"No","46.103644","-62.624134","(46.103644, -62.624134)","On land"
"120044","MOORE WELL DRILLING","Charlottetown",,,,"2000-06-08T00:00:00.000","70","5","40","15","10","No","46.285766","-62.953266","(46.285766, -62.953266)","On land"
"119634","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2000-04-16T00:00:00.000","88","5","60","42",,"No","46.356184","-63.603115","(46.356184, -63.603115)","On land"
"118777","MOORE WELL DRILLING","Charlottetown",,,"860130","1998-03-17T00:00:00.000","200","6","40","25","50","No","46.809225","-64.144236","(46.809225, -64.144236)","On land"
"218219","Manderson Well Drilling Ltd","Shamrock",,,"1090679","2019-01-11T00:00:00.000","205","5","80",,,"No","46.316453","-63.534206","(46.316453, -63.534206)","On Land"
,"Thompson Well Drilling","Darnley",,,"821223","2015-05-19T00:00:00.000","90","5","40",,,"No","46.560141","-63.639286","(46.560141, -63.639286)","On land"
"217309","Watson MacDonald Well Drilling","Covehead Road",,,"1074640","2015-03-25T00:00:00.000","105","6","50",,,"No","46.349983","-63.097156","(46.349983, -63.097156)","On land"
"121865","Manderson  Well Drilling","Charlottetown",,,,"2003-08-27T00:00:00.000","85","5","40","13","15","No","46.943459","-63.763649","(46.943459, -63.763649)","In the sea"
"125479","Manderson  Well Drilling","Charlottetown",,,,"2009-10-11T00:00:00.000","105","5","60","26","20","No","46.463220","-63.653395","(46.46322, -63.653395)","On land"
"126851","Manderson  Well Drilling","Charlottetown",,,,"2012-10-10T00:00:00.000","85","5","60","9","15","No",,,,"None provided"
"125919","Manderson  Well Drilling","Charlottetown",,,,"2010-09-16T00:00:00.000","250","8","40","35","75","No",,,,"None provided"
"112864","MOORE WELL DRILLING","Brackley",,,,"1988-05-25T00:00:00.000","80","6","44","35","6","No","46.414300","-63.199083","(46.4143, -63.199083)","On land"
"125671","MOORE WELL DRILLING","Charlottetown",,,,"2010-01-17T00:00:00.000","90","5","44","5","15","No","46.433691","-62.635535","(46.433691, -62.635535)","On land"
"117970","MOORE WELL DRILLING","Charlottetown",,,,"1992-09-08T00:00:00.000","36","5","22","0",,"No","46.704426","-64.227050","(46.704426, -64.22705)","On land"
"107462","JOHN MOORE & SONS","North Rustico",,,,"1979-09-21T00:00:00.000","90","4","47","45","8","No","46.450878","-63.335933","(46.450878, -63.335933)","On land"
"120479","MOORE WELL DRILLING","Charlottetown",,,,"2001-05-09T00:00:00.000","90","5","40","20","10","No","46.399163","-63.049431","(46.399163, -63.049431)","On land"
"112157","MOORE WELL DRILLING","Charlottetown",,,,"1987-08-27T00:00:00.000","100","5","54","25","10","No","46.266314","-63.160264","(46.266314, -63.160264)","On land"
"114424","MANDERSON WELL DRILLING","Charlottetown",,,,"1990-06-26T00:00:00.000","84","5","35","6","8","No","46.406080","-63.827437","(46.40608, -63.827437)","On land"
"126621","MOORE WELL DRILLING","Charlottetown",,,,"2012-05-23T00:00:00.000","70","5","40","10","15","No","46.174407","-63.391249","(46.174407, -63.391249)","On land"
"120544","MOORE WELL DRILLING","Charlottetown",,,,"2001-06-28T00:00:00.000","130","5","40","50",,"No","46.010223","-62.815288","(46.010223, -62.815288)","On land"
"115482","REYNOLDS WELL DRILL","Charlottetown",,,"196568","1991-09-16T00:00:00.000","140","5","132","70","10","No","46.161029","-62.646406","(46.161029, -62.646406)","On land"
"219596","Moore Well Drilling Inc","Mermaid",,,"1113828","2020-04-17T00:00:00.000","150","5","60",,,"No","46.261494","-63.037552","(46.261494, -63.037552)","On Land"
"218357","Thompson Well Drilling","Ebenezer",,,"1010289","2010-10-25T00:00:00.000","170","5","60",,,"No","46.362455","-63.274517","(46.362455, -63.274517)","On land"
"124416","Watson MacDonald Well Drilling","Charlottetown",,,,"2007-05-20T00:00:00.000","80","5","40","17","10","No","46.747859","-64.161265","(46.747859, -64.161265)","In the sea"
"125510","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2009-12-18T00:00:00.000","279","5","80","96","20","No","46.264578","-63.337388","(46.264578, -63.337388)","On land"
"114145","MOORE WELL DRILLING","Charlottetown",,,,"1989-06-29T00:00:00.000","160","8","22","25","20","No","46.436496","-63.329987","(46.436496, -63.329987)","On land"
"110806","MOORE WELL DRILLING","Charlottetown",,,,"1985-09-02T00:00:00.000","90","4","44","20","10","No","46.264170","-63.035685","(46.26417, -63.035685)","On land"
"119815","MOORE WELL DRILLING","Charlottetown",,,,"2000-11-23T00:00:00.000","70","5","40","30","10","No","46.416084","-63.244190","(46.416084, -63.24419)","On land"
"119219","MOORE WELL DRILLING","Bedeque",,,"221069","1999-06-17T00:00:00.000","70","5","40","10","7","No","46.305795","-63.753202","(46.305795, -63.753202)","In the sea"
"218083","Manderson  Well Drilling","Arlington",,,"702837","2014-12-02T00:00:00.000","85","5","40",,,"No","46.540265","-63.923659","(46.540265, -63.923659)","On land"
"119169","MOORE WELL DRILLING","Charlottetown",,,"389172","1999-08-09T00:00:00.000","150","6","60","40","25","No","46.236267","-63.045394","(46.236267, -63.045394)","On land"
"112081","Watson MacDonald Well Drilling","Cornwall",,,,"1987-05-12T00:00:00.000","80","4","38","25","8","No","46.235190","-63.206216","(46.23519, -63.206216)","On land"
"220344","Moore Well Drilling Inc","Head of Hillsborough",,,"1132208","2021-10-08T00:00:00.000","170","5","60",,,"No","46.352270","-62.786200","(46.35227, -62.7862)","On Land"
"217802","Moore Well Drilling","Murray River",,,"451914","2014-12-05T00:00:00.000","130","5","60",,,"No","46.022656","-62.600769","(46.022656, -62.600769)","On land"
"120795","MOORE WELL DRILLING","Charlottetown",,,,"2001-12-20T00:00:00.000","70","5","40","20","10","No","46.413275","-62.727365","(46.413275, -62.727365)","On land"
"126747","Reynold's Well Drilling","Charlottetown",,,,"2012-11-02T00:00:00.000","110","5","40","60","10","No","46.356292","-62.184934","(46.356292, -62.184934)","On land"
"216902","Manderson Well Drilling Ltd","Conway",,,"28795","2015-09-29T00:00:00.000","105","5","40",,,"No","46.657233","-63.986722","(46.657233, -63.986722)","On land"
"125295","MOORE WELL DRILLING","Charlottetown",,,,"2009-05-29T00:00:00.000","70","5","47","3","15","Yes","46.395567","-63.039022","(46.395567, -63.039022)","On land"
"105181","D.B.&J. WELL DRILLING","New Haven",,,,"1978-05-02T00:00:00.000","165","4","45","30","6","No","46.222380","-63.300823","(46.22238, -63.300823)","On land"
"117134","REYNOLDS WELL DRILL","Murray River",,,"780718","1995-09-06T00:00:00.000","115","5","66","54","7","No","46.016002","-62.608577","(46.016002, -62.608577)","In the sea"
"124147","MOORE WELL DRILLING","Charlottetown",,,,"2007-09-26T00:00:00.000","90","5","44","35","10","No","46.415302","-62.872480","(46.415302, -62.87248)","On land"
"110425","MOORE WELL DRILLING","Cornwall",,,,"1984-11-02T00:00:00.000","80","5","50","25","15","No","46.229776","-63.213976","(46.229776, -63.213976)","On land"
"106589","JOHN MOORE & SONS","Cardigan",,,,"1978-06-30T00:00:00.000","62","4","29","25","8","No","46.236964","-62.610900","(46.236964, -62.6109)","On land"
,,,,,,"1986-11-20T00:00:00.000","75","5","43","30","8","No","46.456360","-63.306667","(46.45636, -63.306667)","In the sea"
"112504","REYNOLDS WELL DRILLI","Charlottetown",,,,"1987-12-15T00:00:00.000","57","5","42","15","10","No","46.177740","-62.537468","(46.17774, -62.537468)","On land"
"216895","Moore Well Drilling Inc","Priest Pond",,,"760868","2015-09-08T00:00:00.000","90","5","60",,,"Yes","46.482222","-62.150447","(46.482222, -62.150447)","On land"
"217685","Moore Well Drilling Inc","Georgetown",,,"1084516","2017-10-31T00:00:00.000","110","5","60",,,"No","46.176782","-62.497064","(46.176782, -62.497064)","On land"
"110643","Watson MacDonald Well Drilling","East Royalty",,,,"1984-12-14T00:00:00.000","135","5","61","40","20","No","46.273128","-63.105125","(46.273128, -63.105125)","On land"
"123059","Watson MacDonald Well Drilling","Charlottetown",,,,"2003-09-10T00:00:00.000","80","5","40","20",,"No","46.727922","-64.083622","(46.727922, -64.083622)","On land"
"117980","MOORE WELL DRILLING","Charlottetown",,,,"1992-09-24T00:00:00.000","90","5","42","0","10","No","46.466268","-63.303467","(46.466268, -63.303467)","On land"
"125105","THOMPSON'S WELL DRILLING","Charlottetown",,,"1005511","2009-01-06T00:00:00.000","95","5","60","16","20","No","46.413432","-63.666202","(46.413432, -63.666202)","On land"
"217460","Moore Well Drilling Inc","West Covehead",,,"918516","2015-12-04T00:00:00.000","110","5","60",,,"No","46.400500","-63.154000","(46.4005, -63.154)","On land"
"125056","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2008-08-21T00:00:00.000","101","5","57","50","20","No","46.207119","-63.836111","(46.207119, -63.836111)","In the sea"
"121789","Manderson  Well Drilling","Charlottetown",,,,"2003-06-05T00:00:00.000","135","5","60","35","25","No","46.321463","-63.603149","(46.321463, -63.603149)","On land"
"111765","BERNARD'S WELL DRILLING","Anglo Tignish",,,,"1986-11-12T00:00:00.000","90","4","45","35","0","No","46.965276","-64.009536","(46.965276, -64.009536)","On land"
"117102","MANDERSON WELL DRILLING","Travellers Rest",,,"747477","1995-04-10T00:00:00.000","81","5","44","36","20","No","46.403061","-63.742831","(46.403061, -63.742831)","On land"
"113917","Watson MacDonald Well Drilling","Long Creek",,,,"1989-09-27T00:00:00.000","51","5","32","27","8","No","46.168452","-63.272031","(46.168452, -63.272031)","On land"
"108412","BERNARD'S WELL DRILLING","St Gilbert",,,,"1980-07-28T00:00:00.000","50","4","36","23","5","No","46.483341","-64.061818","(46.483341, -64.061818)","On land"
"122020","MOORE WELL DRILLING","Charlottetown",,,,"2003-07-29T00:00:00.000","150","5","80","25","10","No","46.226369","-63.040199","(46.226369, -63.040199)","On land"
"112644","BERNARD'S WELL DRILLING","OLeary",,,,"1987-01-16T00:00:00.000","68","4","36","30","15","No","46.643137","-64.276624","(46.643137, -64.276624)","On land"
"123473","MOORE WELL DRILLING","Charlottetown",,,,"2005-10-21T00:00:00.000","150","5","60","45","10","No","46.249718","-62.085402","(46.249718, -62.085402)","In the sea"
"118427","MANDERSON WELL DRILLING","Charlottetown",,,"602375","1998-07-23T00:00:00.000","203","6","40","5","200","No","46.683096","-63.946717","(46.683096, -63.946717)","On land"
"112693","S. SANDERSON","St Peters",,,,"1987-11-29T00:00:00.000","80","4","44","22","30","No","46.411029","-62.587545","(46.411029, -62.587545)","On land"
"122295","MOORE WELL DRILLING","Charlottetown",,,,"2004-05-27T00:00:00.000","110","5","40","30","10","No","46.478807","-62.149313","(46.478807, -62.149313)","On land"
"123991","MOORE WELL DRILLING","Charlottetown",,,"639831","2007-05-03T00:00:00.000","210","5","40","140","10","No","46.209784","-63.299458","(46.209784, -63.299458)","On land"
"217553","Reynold's Well Driling","Charlottetown",,,"325001","2017-07-04T00:00:00.000","80","5","40",,,"No","45.991060","-62.763944","(45.99106, -62.763944)","On land"
"123747","Manderson  Well Drilling","Charlottetown",,,,"2006-07-10T00:00:00.000","125","5","80","66",,"No",,,,"None provided"
"127204","MOORE WELL DRILLING","Charlottetown",,,,"2013-07-12T00:00:00.000","90","5","43","20","15","No","46.251558","-63.064867","(46.251558, -63.064867)","On land"
"116290","MANDERSON WELL DRILLING","Burlington",,,"728642","1993-06-08T00:00:00.000","83","5","44","0","15","No","46.477659","-63.607061","(46.477659, -63.607061)","On land"
"114733","MOORE WELL DRILLING","Harrington",,,,"1990-09-19T00:00:00.000","100","5","44","45","10","No","46.341454","-63.166331","(46.341454, -63.166331)","On land"
"121729","MOORE WELL DRILLING","Charlottetown",,,,"2003-01-06T00:00:00.000","130","5","80","20","10","No","46.307293","-62.525989","(46.307293, -62.525989)","On land"
"114344","MANDERSON WELL DRILLING","Poplar Grove",,,,"1990-04-30T00:00:00.000","80","6","35","18","8","No","46.634232","-63.885780","(46.634232, -63.88578)","On land"
"115917","MOORE WELL DRILLING","Crapaud",,,"776773","1992-07-29T00:00:00.000","90","5","42","50","10","No","46.232517","-63.492171","(46.232517, -63.492171)","On land"
"122807","ROY'S WELL DRILLING","Charlottetown",,,"463737","2004-02-09T00:00:00.000","65","5","45","30",,"No","45.993078","-62.789519","(45.993078, -62.789519)","On land"
"118994","Watson MacDonald Well Drilling","Charlottetown",,,,"1998-07-29T00:00:00.000","80","5","40","22",,"No","46.880091","-64.074870","(46.880091, -64.07487)","On land"
"113501","BERNARD'S WELL DRILLING","Elmsdale",,,,"1988-08-02T00:00:00.000","94","4","66","35","0","No","46.823031","-64.113064","(46.823031, -64.113064)","On land"
"217704","REYNOLDS WELL DRILLING","Donaldston",,,"132159","2015-10-27T00:00:00.000","65","5","40",,,"No","46.356305","-62.992504","(46.356305, -62.992504)","On land"
"124684","Manderson  Well Drilling","Charlottetown",,,,"2008-06-20T00:00:00.000","68","5","40","9","22","No","46.399164","-64.049413","(46.399164, -64.049413)","On land"
"115255","MOORE WELL DRILLING","Cymbria",,,,"1991-06-25T00:00:00.000","50","5","40","30","10","No","46.406096","-63.251743","(46.406096, -63.251743)","On land"
"125622","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2010-06-28T00:00:00.000","90","5","40","20","20","No","46.619650","-63.909052","(46.61965, -63.909052)","On land"
"108302","BERNARD'S WELL DRILLING","Charlottetown",,,,"1978-11-27T00:00:00.000","60","4","25","38","5","No","46.945103","-64.051205","(46.945103, -64.051205)","On land"
"108206","D.B.&J. WELL DRILLING","Rosebank",,,,"1980-03-04T00:00:00.000","90","4","44","30","8","No","46.772045","-64.172263","(46.772045, -64.172263)","On land"
"118818","MOORE WELL DRILLING","Charlottetown",,,"757658","1998-05-25T00:00:00.000","110","5","40","30",,"No","46.312224","-63.151956","(46.312224, -63.151956)","On land"
"111862","H. MURPHY","Alberton",,,,"1986-10-15T00:00:00.000","80","4","44","25","8","No","46.808949","-64.080006","(46.808949, -64.080006)","On land"
"217652","Manderson Well Drilling Ltd","Darnley",,,"85803","2016-11-14T00:00:00.000","105","5","60",,,"No",,,,"None provided"
