"calendar_year","employment_type","job_description","division_name","regular_pay","over_time_pay","lump_sum_pay","assignment_and_incentive_pay","skills_pay","outside_pay","other_pay","retirement_contribution","deferred_compensation_plan","health_average","cash_in_lieu","total"
"2018","Permanent","Resource Rec & Recyc Supv","Resource Recovery & Recycling","89519.97","6757.04","10673.55","0.00","0.00","0.00","900.12","26000.18","232.56","17026.67","0.00","151110.09"
"2018","Permanent","Custodial Supervisor","Custodial Services","84887.94","979.48","7631.76","0.00","0.00","0.00","900.12","24654.85","232.56","17026.67","0.00","136313.38"
"2018","Permanent","Library Assistant II","Public and Branch Services","63216.03","0.00","482.96","1352.00","0.00","0.00","649.10","18756.88","300.04","17026.67","0.00","101783.67"
"2018","Permanent","Communications Oper-Police","Public Safety Communications","48321.95","26181.86","2075.51","1144.01","0.00","0.00","1282.45","14227.26","348.12","17026.67","0.00","110607.83"
"2018","Permanent","Equipment Operator I","Park Maintenance","60155.94","0.00","231.37","0.00","0.00","0.00","800.56","17531.37","782.84","17026.67","0.00","96528.75"
"2018","Permanent","Motor Coach Operator Supv","Transit Operations","85355.98","10299.98","688.59","0.00","0.00","0.00","719.94","24999.89","232.56","17026.67","0.00","139323.61"
"2018","Permanent","Police Officer","Police - Operations","110525.99","63584.14","7924.89","45280.35","0.00","0.00","7336.42","67661.79",,"17026.67",,"319340.25"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61376.04","17984.27","704.16","0.00","0.00","0.00","1433.88","18139.83","600.08","17026.67","0.00","117264.92"
"2018","Permanent","Water Maintenance Worker","Water Resources-Water","63183.15","2782.04","16599.50","0.00","0.00","0.00","1131.46","18431.88","782.84","17026.67","0.00","119937.53"
"2018","Permanent","Police Captain","Police - Operations","193231.86","369.56","19800.90","60817.44","0.00","0.00","13925.16","121087.56","0.00","1248.44","8808.02","419288.94"
"2018","Permanent","Community Svs Pgm Supv-Therapt","Community Recreation-SMARS","79139.98","190.24","0.00","0.00","0.00","0.00","0.00","22985.42","232.56","17026.67","0.00","119574.86"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61182.21","18298.78","1056.24","0.00","0.00","0.00","1401.88","18082.49","600.08","17026.67","0.00","117648.35"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","58245.97","20583.43","469.44","0.00","0.00","0.00","2421.08","17167.11","207.72","17026.67","0.00","116121.42"
"2018","Permanent","Custodian I","Custodial Services","68052.03","3005.89","7328.68","11.25","600.08","0.00","1395.10","20116.98","782.84","17026.67","0.00","118319.52"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","63132.06","3080.71","4347.92","0.00","0.00","0.00","1082.79","18446.93","782.84","17026.67","0.00","107899.92"
"2018","Permanent","Battalion Chief - Suppression","Fire Suppression & Rescue","195648.14","83545.74","9644.22","34290.97","0.00","3128.48","1259.96","90298.31","1080.04","17026.67","0.00","435922.53"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","60207.60","33655.95","2816.64","0.00","0.00","0.00","1490.96","17787.25","577.00","17026.67","0.00","133562.07"
"2018","Permanent","Transit Mechanic II","Transit Maintenance -Mechanics","79836.01","19848.61","5834.17","5080.97","0.00","0.00","1603.37","24801.59","782.84","17026.67","0.00","154814.23"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61400.00","23517.02","2229.84","0.00","0.00","0.00","2350.68","18413.88","600.08","17026.67","0.00","125538.17"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","44229.44","11248.04","7427.46","0.00","0.00","0.00","1353.44","12987.76","253.88","17026.67","0.00","94526.69"
"2018","Permanent","Library Services Officer","Library - Admin & Facilities","61320.93","353.33","3513.46","1250.00","0.00","0.00","2626.14","18346.98","669.32","17026.67","0.00","105106.82"
"2018","Permanent","Custodian I","Custodial Services","50411.95","3780.92","2520.60","5.00","0.00","0.00","1175.69","14817.34","685.82","17026.67","0.00","90423.99"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61400.00","20002.77","0.00","0.00","230.80","0.00","1185.16","18149.70","138.48","17026.67","0.00","118133.58"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61400.00","16981.55","234.72","0.00","0.00","0.00","1199.08","18081.65","600.08","17026.67","0.00","115523.75"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","38265.64","13108.21","0.00","0.00","0.00","0.00","1921.66","11190.70","461.60","17026.67","0.00","81974.48"
"2018","Permanent","Storekeeper","Transit Finance and Admin Svs","58242.00","2258.06","0.00","0.00","0.00","0.00","904.25","17023.50","782.84","17026.67","0.00","96237.32"
"2018","Permanent","Maintenance Assistant","Beach Maintenance","40596.38","2513.21","1072.28","128.82","0.00","0.00","2065.75","11873.28","782.84","17026.67","0.00","76059.23"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61400.00","51267.62","3051.36","0.00","0.00","0.00","1901.08","18284.04","600.08","17026.67","0.00","153530.85"
"2018","Permanent","Fire Engineer - Suppression","Fire Suppression & Rescue","126287.99","84985.13","514.48","17559.36","7215.94","0.00","1259.96","57589.37","1080.04","17026.67","0.00","313518.94"
"2018","Permanent","CUPA / Environmental Coord","Fire Prevention","98436.10","0.00","10411.50","0.00","600.08","0.00","1505.22","28764.07",,"17026.67",,"156743.64"
"2018","Permanent","City Council Member","City Council","66.48","0.00","0.00","0.00","0.00","0.00","4900.12","4331.35",,"17026.67",,"26324.62"
"2018","Permanent","Sr Sustainability Analyst","OSE Admin","113447.92","0.00","13526.49","0.00","0.00","0.00","1613.72","32949.81","0.00","1248.44","1799.98","164586.36"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","35886.40","24346.44","6471.75","0.00","0.00","0.00","1299.14","10473.82","346.20","17026.67","0.00","95850.42"
"2018","Permanent","Transit Scheduler","Transit Planning & Performance","105635.99","0.00","12595.05","0.00","0.00","0.00","218.72","30680.92",,"17026.67",,"166157.34"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61160.21","23542.36","0.00","0.00","0.00","0.00","2326.16","18013.01","600.08","17026.67","0.00","122668.49"
"2018","Permanent","Traffic Services Officer","Strategic Services Division","66915.69","16931.94","0.00","0.00","0.00","50.00","1529.08","19648.30","669.32","17026.67","0.00","122771.00"
"2018","Permanent","Police Sergeant","Police - Operations","130315.86","30047.05","5693.54","34583.20","1799.98","0.00","8272.94","77931.83","0.00","1248.44","8808.02","298700.86"
"2018","Permanent","Asst City Mgr/Ch Operating Off","City Manager - Administration","0.00","0.00","0.00","0.00","0.00","0.00","1586.14",,,,,"1586.14"
"2018","Permanent","Custodian II","Custodial Services","50554.39","10403.24","0.00","39.38","0.00","0.00","1169.15","14885.41","713.60","1248.44","1592.29","80605.90"
"2018","Permanent","Custodian I","Custodial Services","50375.57","793.75","193.89","0.00","0.00","0.00","1111.20","14805.70","782.84","17026.67","0.00","85089.62"
"2018","Permanent","Groundskeeper","Park Maintenance","56963.96","0.00","2108.76","0.00","0.00","0.00","797.63","16604.29","782.84","17026.67","0.00","94284.15"
"2018","Permanent","Transit Mechanic II","Transit Maintenance -Mechanics","79836.00","6117.25","5220.05","2091.25","0.00","0.00","1426.34","23938.78","782.84","17026.67","0.00","136439.18"
"2018","Permanent","Staff Assistant III","Community Recreation-Meetg Fac","58454.09","1507.71","0.00","0.00","553.92","0.00","575.47","17195.63","565.44","17026.67","0.00","95878.92"
"2018","Permanent","Billing Specialist","Revenue Services","72084.91","0.00","3304.25","0.00","0.00","0.00","745.77","20940.86","632.36","17026.67","0.00","114734.81"
"2018","Permanent","Crossing Guard Supervisor","Strategic Services Division","68676.00","4977.34","2377.25","0.00","600.08","0.00","719.94","20329.64","232.56","17026.67","0.00","114939.48"
"2018","Permanent","Maintenance Worker","Beach Maintenance","55091.90","3890.22","1907.03","0.00","0.00","0.00","797.75","16060.57","482.80","17026.67","0.00","95256.94"
"2018","Permanent","Police Officer","Criminal Investigations","110526.00","31289.20","11414.84","38396.03","0.00","0.00","7336.42","67661.79",,"17026.67",,"283650.95"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","61743.49","622.21","0.00","0.00","0.00","0.00","997.05","18051.35","782.84","17026.67","0.00","99223.61"
"2018","Permanent","Staff Assistant III - R/C","Rent Control - Administration","49502.99","0.00","0.00","0.00","2496.33","0.00","2999.88","15105.92","1275.04","1248.44","0.00","72628.60"
"2018","Permanent","Concrete Finisher","Street Maintenance","70560.01","16194.03","271.38","0.00","0.00","0.00","1264.52","20609.10","782.84","17026.67","0.00","126708.55"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","40036.72","11267.72","469.44","0.00","0.00","0.00","766.30","11911.02","392.36","17026.67","0.00","81870.23"
"2018","Permanent","Information Analyst","Rent Control - Public Info","0.00","0.00","13190.76","0.00","0.00","0.00","0.00",,,,,"13190.76"
"2018","Permanent","Cultural Affairs Venue Supv","Cultural Affairs","100895.98","0.00","7179.14","0.00","0.00","0.00","207.72","29304.23",,"17026.67",,"154613.74"
"2018","Permanent","Police Officer","Strategic Services Division","112970.53","34175.37","0.00","36762.54","0.00","0.00","6845.50","69129.22",,"17026.67",,"276909.83"
"2018","Permanent","Housing Specialist","Housing Services","87394.21","857.63","2566.32","0.00","0.00","0.00","893.69","25388.25","355.36","17026.67","0.00","134482.13"
"2018","Permanent","Librarian I","Library - Information Mgmt","81972.04","0.00","7566.63","0.00","0.00","0.00","207.72","23807.96",,"17026.67",,"130581.02"
"2018","Permanent","Police Officer","Police - Operations","110525.99","50746.37","6822.75","41736.02","1799.98","50.00","7336.42","68496.64",,"17026.67",,"304540.84"
"2018","Permanent","Asst Fire Marshal-Haz Mat","Fire Prevention","167768.30","36657.38","4465.25","38842.16","7215.94","17393.02","1297.96","81071.60","1080.04","17026.67","0.00","372818.32"
"2018","Permanent","Staff Assistant III","Airport","64151.07","1373.22","0.00","0.00","0.00","0.00","6152.64","18636.09","623.12","17026.67","0.00","107962.81"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61161.52","40631.26","938.88","0.00","0.00","0.00","1429.88","18075.12","600.08","1248.44","1799.98","125885.16"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","60352.27","15499.17","0.00","0.00","0.00","0.00","1429.88","17850.75","600.08","17026.67","0.00","112758.82"
"2018","Permanent","Librarian II","Public and Branch Services","93275.90","0.00","2385.60","125.68","0.00","0.00","207.72","27133.81",,"17026.67",,"140155.38"
"2018","Permanent","Parks Maintenance Supervisor","Park Maintenance","91871.98","66.25","353.35","0.00","0.00","0.00","900.12","26683.30","232.56","17026.67","0.00","137134.23"
"2018","Permanent","Workers' Comp Claims Examiner","Risk Management","98544.03","0.00","10991.44","0.00","0.00","0.00","207.72","28621.13",,"17026.67",,"155390.99"
"2018","Permanent","Fire Captain - Prevention","Fire Training","175229.64","12677.73","6573.64","36723.05","7215.94","1963.60","2510.35","82188.13","1080.04","17026.67","0.00","343188.78"
"2018","Permanent","Police Officer","Police - Operations","110525.94","26277.32","2414.20","31077.06","1799.98","0.00","7336.42","67159.60",,"17026.67",,"263617.19"
"2018","Permanent","Police Lieutenant","Public Safety Communications","154806.26","51095.03","4605.02","50495.23","0.00","0.00","11271.67","93926.07",,"17026.67",,"383225.95"
"2018","Permanent","Pier & Harbor Services Officer","Harbor Unit","97158.49","35580.48","3209.46","1504.25","0.00","200.00","1869.61","28857.73","669.32","17026.67","0.00","186076.01"
"2018","Permanent","Police Officer","Police - Operations","110525.95","47071.54","6376.50","36355.38","1799.98","0.00","7336.42","67159.60",,"17026.67",,"293652.04"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","60375.38","11113.33","704.16","0.00","0.00","0.00","1415.88","17852.50",,"17026.67",,"108487.91"
"2018","Permanent","Human Resources Analyst","Employment and Classification","113447.89","0.00","10035.78","0.00","0.00","0.00","1547.72","32949.81",,"17026.67",,"175007.86"
"2018","Permanent","Traffic Services Officer","Strategic Services Division","66915.72","22225.24","3862.73","0.00","0.00","0.00","3306.47","19648.31","669.32","1248.44","0.00","117876.23"
"2018","Permanent","Public Safety Dispatch Supv","Public Safety Communications","92856.02","56137.47","0.00","950.12","0.00","0.00","6219.94","27447.38","232.56","17026.67","0.00","200870.15"
"2018","Permanent","Librarian III","Public and Branch Services","107208.06","0.00","2886.37","0.00","0.00","0.00","207.72","31137.51",,"17026.67",,"158466.33"
"2018","Permanent","Mail Courier","Records & Election Svs-Sup Svs","55414.17","832.85","1067.86","0.00","0.00","0.00","2074.53","16097.99","526.10","17026.67","0.00","93040.17"
"2018","Permanent","Firefighter","Fire Suppression & Rescue","110587.88","59718.92","1334.84","18632.03","7215.94","5296.35","1259.96","52653.28","1080.04","17026.67","0.00","274805.91"
"2018","Permanent","Sewer Maintenance Worker II","Water Resources-Wastewater","63396.07","5775.69","1402.03","2184.96","600.08","0.00","958.03","18653.82","782.84","17026.67","0.00","110780.18"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61131.71","6724.26","0.00","4304.51","0.00","0.00","2703.90","19703.90","600.08","17026.67","0.00","112195.03"
"2018","Permanent","Admin Staff Assistant","Emergency Svs and Preparedness","73356.04","0.00","840.60","0.00","0.00","0.00","2528.00","21310.14","669.32","17026.67","0.00","115730.77"
"2018","Permanent","Community Svs Program Coord","Human Services - CREST","64163.10","0.00","480.97","8.00","600.08","0.00","1950.65","18816.13","588.54","17026.67","0.00","103634.14"
"2018","Permanent","Police Officer","Criminal Investigations","111171.21","43421.07","11414.84","34259.82","0.00","0.00","8936.42","65779.85",,"17026.67",,"292009.88"
"2018","Permanent","Motor Sweeper Operator","Resource Recovery & Recycling","73512.01","4055.52","3675.60","160.00","0.00","0.00","1194.77","21509.62","782.84","17026.67","0.00","121917.03"
"2018","Permanent","Custodian I","Custodial Services","50411.98","4817.01","2520.60","1721.50","0.00","0.00","1196.18","15314.86","602.66","17026.67","0.00","93611.46"
"2018","Permanent","Transit Mechanic II","Transit Maintenance -Mechanics","5667.99","0.00","0.00","0.00","0.00","0.00","53.26","1594.29",,"17026.67",,"24342.21"
"2018","Permanent","Liability Claims Adjuster","Risk Management","98544.07","0.00","11370.46","0.00","0.00","0.00","207.72","28621.14",,"17026.67",,"155770.06"
"2018","Permanent","Sr Admin Analyst-Architecture","Architecture Services","92437.37","0.00","4113.96","0.00","600.08","0.00","593.72","27052.04",,"17026.67",,"141823.84"
"2018","Permanent","Combination Building Insp III","Building & Safety","85993.32","0.00","0.00","0.00","0.00","0.00","1405.73","25336.41","553.92","17026.67","0.00","130316.05"
"2018","Permanent","Library Assistant II","Library - Information Mgmt","31607.96","0.00","0.00","0.00","600.08","0.00","319.21","9356.48","334.72","17026.67","0.00","59245.12"
"2018","Permanent","Librarian I","Reference Services","40985.99","0.00","2679.85","0.00","0.00","0.00","207.72","11903.97",,"17026.67",,"72804.20"
"2018","Permanent","Revenue Collections Asst","Counting Room Operations","39722.84","285.19","2358.63","0.00","0.00","0.00","2135.88","11543.31","502.02","1248.44","1799.98","59596.28"
"2018","Permanent","Revenue Collections Asst","Counting Room Operations","42239.76","300.24","4697.10","0.00","600.08","0.00","1792.40","12445.07","502.02","17026.67","0.00","79603.33"
"2018","Permanent","Community Svs Program Spec","Human Services - CREST","34529.60","0.00","736.43","5.75","0.00","0.00","348.20","10032.66",,"17026.67",,"62679.31"
"2018","Permanent","Community Svs Program Spec","Human Services - CREST","34529.53","760.01","0.00","0.00","0.00","0.00","349.86","10030.92","325.00","17026.67","0.00","63021.99"
"2018","Permanent","Community Svs Program Spec","Human Services - Sports","34529.56","13.94","0.00","5.00","0.00","0.00","332.58","10032.42","321.10","17026.67","0.00","62261.27"
"2018","Permanent","Community Svs Program Spec","Human Services - Sports","31852.29","0.00","131.90","0.00","0.00","0.00","315.09","9228.82","334.50","17026.67","0.00","58889.26"
"2018","Permanent","Library Assistant II","Public and Branch Services","8808.89","0.00","0.00","0.00","0.00","0.00","78.14","1692.87",,"17026.67",,"27606.57"
"2018","Permanent","Community Svs Program Coord","Human Services - VAP","32081.53","199.13","773.53","789.25","0.00","0.00","1012.34","9548.75","334.72","17026.67","0.00","61765.92"
"2018","Permanent","Community Svs Program Spec","Human Services - VAP","38848.91","364.81","216.41","92.50","600.08","0.00","479.34","11487.16",,"17026.67",,"69115.88"
"2018","Permanent","Guest Services Assistant","Community Recreation-Aquatics","31147.75","1067.90","119.49","127.25","0.00","0.00","320.17","9087.49",,"17026.67",,"58896.72"
"2018","Permanent","Guest Services Assistant","Community Recreation-Aquatics","31147.82","5423.16","0.00","103.50","0.00","0.00","411.07","6379.31",,"17026.67",,"60491.52"
"2018","Permanent","Community Svs Program Spec","Community Recreation-Skate","38642.66","1042.73","179.87","1046.61","0.00","0.00","402.95","8103.80",,"17026.67",,"66445.29"
"2018","Permanent","Sr Pool Lifeguard","Community Recreation-Aquatics","24437.30","2091.97","0.00","199.00","0.00","0.00","1435.56","4754.27","221.57","17026.67","0.00","50166.34"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","24779.32","2733.59","782.96","0.00","0.00","0.00","295.56","4915.46","0.00","1248.44","1257.68","36013.01"
"2018","Permanent","Custodian I","Beach House Maintenance","33785.35","2254.83","16.48","1359.23","0.00","0.00","1074.32","7173.97",,"17026.67",,"62690.85"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","5565.48","6163.04","903.76","0.00","0.00","0.00","312.00","1084.60","138.48","17026.67","0.00","31194.03"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21853.60","28044.40","0.00","268.79","0.00","0.00","310.00","4466.14","369.28","17026.67","0.00","72338.88"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21853.60","28317.57","0.00","281.14","0.00","0.00","338.00","4466.14","600.08","17026.67","0.00","72883.20"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21734.40","27571.31","0.00","85.85","0.00","0.00","356.00","4440.73","161.56","17026.67","0.00","71376.51"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21674.80","27025.55","0.00","55.12","0.00","0.00","2162.00","4428.02","600.08","17026.67","0.00","72972.24"
"2018","Permanent","Community Svs Program Spec","Community Recreation-Gym","23897.67","921.52","0.00","547.50","0.00","0.00","183.95","3741.63",,"17026.67",,"46318.94"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","15533.20","19352.55","1001.76","0.00","0.00","0.00","266.00","3118.63","438.52","1248.44","0.00","40959.10"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21368.45","26636.80","0.00","0.00","0.00","0.00","278.00","4362.70","600.08","17026.67","0.00","70272.70"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","13301.78","17188.95","834.80","0.00","0.00","0.00","240.00","2642.89","369.28","1248.44","1407.68","37233.82"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21356.97","26432.49","0.00","0.00","230.80","0.00","304.00","4409.46","207.72","17026.67","0.00","69968.11"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","15136.79","2435.52","983.31","0.00","0.00","0.00","192.51","2949.86","0.00","1248.44","692.30","23638.72"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","17465.04","20925.78","0.00","22.48","0.00","0.00","76.00","3600.66",,"17026.67",,"59116.62"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","9604.83","10778.88","417.40","26.08","0.00","0.00","154.00","1924.86",,"17026.67",,"39932.72"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","27901.34","1444.22","0.00","0.00","0.00","0.00","61.06","1004.97",,"17026.67",,"47438.26"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","3536.74","2212.48","258.24","0.00","0.00","0.00","-352.00","689.24",,,,"6344.70"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","774.72","645.60","0.00","0.00","0.00","0.00","0.00","150.98",,,,"1571.30"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","12600.00","13597.87","0.00","0.00","0.00","0.00","0.00","2650.84",,"1248.44",,"30097.14"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","10969.08","12413.08","0.00","23.10","0.00","0.00","340.00","2326.78","161.56","1248.44","899.99","28382.03"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","2050.85","2510.37","131.20","0.00","0.00","0.00","0.00","425.41","23.08","17026.67","0.00","22167.58"
"2018","Permanent","Customer Services Assistant","Transit Finance and Admin Svs","10855.89","2236.31","397.02","0.00","0.00","0.00","103.53","1690.23",,"17026.67",,"32309.65"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","8485.48","7660.78","0.00","17.06","0.00","0.00","42.00","1809.10","207.72","1248.44","623.07","20093.65"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","8402.00","7142.65","0.00","44.08","0.00","0.00","18.00","1796.69","207.72","17026.67","0.00","34637.81"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","6231.52","4771.10","0.00","19.91","0.00","0.00","4.00","1328.56","23.08","17026.67","0.00","29404.84"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","328.00","155.80","0.00","0.00","0.00","0.00","0.00","69.93",,"1248.44",,"1802.17"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","3458.80","3185.41","0.00","0.00","0.00","0.00","0.00","737.42",,"17026.67",,"24408.29"
"2018","Permanent","Dir of Community/Cultural Svs","CCS -Admin & Planning Services","245315.92","0.00","26300.70","0.00","0.00","0.00","1139.97","71249.56",,"17026.67",,"361032.81"
"2018","Permanent","Executive Asst to the City Att","City Attorney","113447.91","40.91","8535.87","0.00","1199.90","0.00","1149.67","33298.31","276.96","17026.67","0.00","174976.20"
"2018","Permanent","Communications Engineer","Infrastructure and Cloud Svs","88287.54","0.00","40195.94","0.00","0.00","0.00","23.08","25311.30",,"17026.67",,"170844.52"
"2018","Permanent","Pr Civil Engineer","Civil Engineering","162156.06","0.00","18086.63","0.00","0.00","0.00","207.72","47096.61","0.00","1248.44","1799.98","230595.43"
"2018","Permanent","Police Personnel Services Tech","Police Administrative Services","72677.52","7879.89","8053.10","68.97","0.00","0.00","885.28","21118.40","669.32","17026.67","0.00","128379.15"
"2018","Permanent","Farmers' Market Supervisor","Farmers Market","97188.06","560.70","11587.80","0.00","0.00","0.00","64.00","28227.30","232.56","17026.67","0.00","154887.09"
"2018","Permanent","Chief Deputy City Attorney","City Attorney","243375.65","0.00","28720.29","15316.20","0.00","0.00","0.00","75152.10",,"17026.67",,"379590.91"
"2018","Permanent","Environmental & Safety Insp Sp","Fire Prevention","94404.06","625.42","5048.40","0.00","1199.90","0.00","1735.75","27633.75","669.32","17026.67","0.00","148343.27"
"2018","Permanent","Police Officer","Police - Operations","110525.98","28050.85","14563.80","42972.23","0.00","200.00","7336.42","69235.01",,"17026.67",,"289910.96"
"2018","Permanent","Deputy City Attorney III","City Attorney","235176.01","0.00","27945.87","0.00","0.00","0.00","7316.08","70378.44",,"17026.67",,"357843.06"
"2018","Permanent","Police Officer","Police Administrative Services","17844.13","0.00","13448.69","8808.44","0.00","0.00","1759.08","10987.45",,"17026.67",,"69874.45"
"2018","Permanent","Public Works Construction Spec","Civil Engineering","106511.09","0.00","11844.24","0.00","0.00","0.00","1826.67","30941.78","669.32","17026.67","0.00","168819.77"
"2018","Permanent","Sr Mechanic","Fleet Management","85883.94","11122.60","330.32","0.00","0.00","0.00","6477.64","26349.23","782.84","17026.67","0.00","147973.24"
"2018","Permanent","Reprographics Specialist II","Records & Election Svs-Sup Svs","63215.97","1335.32","5340.63","0.00","0.00","0.00","711.22","18364.40","669.32","17026.67","0.00","106663.53"
"2018","Permanent","Battalion Chief - Suppression","Fire Suppression & Rescue","195648.13","92131.13","11902.51","35220.13","0.00","0.00","1259.96","90298.30","1080.04","17026.67","0.00","444566.87"
"2018","Permanent","Painter Crew Leader","Facilities Services","77255.99","0.00","0.00","0.00","0.00","0.00","1121.64","22540.93","782.84","17026.67","0.00","118728.07"
"2018","Permanent","Animal Control Supervisor","Strategic Services Division","72419.92","29442.39","4178.08","10.00","0.00","0.00","719.94","21245.74","232.56","17026.67","0.00","145275.30"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","51835.25","7896.84","0.00","0.00","0.00","0.00","1155.78","15288.58","553.92","17026.67","0.00","93757.04"
"2018","Permanent","Parks Maintenance Crew Leader","Park Maintenance","72209.78","0.00","0.00","0.00","600.08","0.00","850.71","21220.37","782.84","17026.67","0.00","112690.45"
"2018","Permanent","Pier Maintenance Worker","Pier Maintenance","60456.00","0.00","6452.51","0.00","0.00","0.00","1118.01","17688.73","782.84","17026.67","0.00","103524.75"
"2018","Permanent","Communications Oper-Police","Public Safety Communications","76534.13","45806.18","1416.01","69.50","0.00","0.00","1869.61","22463.04","572.30","17026.67","0.00","165757.44"
"2018","Permanent","Firefighter","Fire Suppression & Rescue","102140.96","107515.17","15633.33","26290.11","8609.21","3945.29","1201.81","51890.32","1038.50","17026.67","0.00","335291.36"
"2018","Permanent","Library Assistant II","Public and Branch Services","63215.99","0.00","7029.83","0.00","0.00","0.00","700.34","18364.41","669.32","17026.67","0.00","107006.56"
"2018","Permanent","Police Sergeant","Police - Operations","2093.19","0.00","11425.34","3622.97","0.00","0.00","36.92","1191.91",,"17026.67",,"35397.00"
"2018","Permanent","Human Resources Technician","Employment and Classification","72084.92","471.59","0.00","0.00","1199.90","0.00","738.08","21289.36","669.32","17026.67","0.00","113479.84"
"2018","Permanent","Pr Admin Analyst","Public Works Admin Services","124835.98","0.00","14884.29","0.00","0.00","0.00","207.72","36257.36",,"17026.67",,"193212.02"
"2018","Permanent","Legal Assistant","City Attorney","97211.94","0.00","1869.46","0.00","0.00","0.00","980.86","28234.24","276.96","17026.67","0.00","145600.12"
"2018","Permanent","Custodian I","Custodial Services","50411.96","978.43","2326.71","0.00","0.00","0.00","1146.54","14815.94","782.84","17026.67","0.00","87489.09"
"2018","Permanent","Police Officer","Police - Operations","110525.95","18941.72","8475.81","38575.19","1799.98","100.00","7336.42","70069.84",,"17026.67",,"272851.58"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","63132.03","3938.15","4560.39","0.00","0.00","0.00","2852.75","18446.92","782.84","17026.67","0.00","110739.75"
"2018","Permanent","Civil Engineering Associate","Civil Engineering","116352.11","0.00","4027.57","0.00","0.00","0.00","207.72","33793.31",,"17026.67",,"171407.37"
"2018","Permanent","Police Officer","Police - Operations","110526.00","104680.40","11414.84","62693.33","0.00","0.00","7336.42","69235.02",,"17026.67",,"382912.68"
"2018","Permanent","Plans Examiner III-Mech/Plumb","Building & Safety","106043.09","0.00","9463.02","0.00","0.00","0.00","1139.00","30805.85",,"17026.67",,"164477.63"
"2018","Permanent","Police Officer","Police Administrative Services","33588.95","0.00","26451.28","12549.68","0.00","0.00","3444.32","18680.43",,"17026.67",,"111741.33"
"2018","Permanent","Firefighter","Fire Suppression & Rescue","105414.53","111176.21","21250.41","44711.13","8903.43","2234.15","1240.58","60994.47","1080.04","17026.67","0.00","374031.62"
"2018","Permanent","Wastewater Treatment Plant Opr","Water Resources-Wastewater","72204.02","2856.35","7510.16","1109.59","0.00","0.00","1049.82","21044.97",,"17026.67",,"122801.57"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61400.00","26548.66","2112.48","0.00","0.00","0.00","1423.88","18146.57","600.08","17026.67","0.00","127258.34"
"2018","Permanent","Admin Services Officer","Strategy and Operations","135759.77","0.00","16091.02","0.00","600.08","0.00","522.72","39624.17",,"1248.44",,"193846.20"
"2018","Permanent","Custodian I","Pier Maintenance","50411.94","5635.00","5428.98","10.00","0.00","0.00","1222.59","14818.93","782.84","17026.67","0.00","95336.95"
