"calendar_year","employment_type","job_description","division_name","regular_pay","over_time_pay","lump_sum_pay","assignment_and_incentive_pay","skills_pay","outside_pay","other_pay","retirement_contribution","deferred_compensation_plan","health_average","cash_in_lieu","total"
"2015","Permanent","City Attorney","City Attorney","317052.38","0.00","8160.93","0.00","0.00","0.00","0.00","87385.68",,"15664.13",,"428263.11"
"2018","Permanent","Deputy Fire Chief","Fire - Administration","251982.56","0.00","21301.14","17638.79","0.00","0.00","16589.68","102640.44","1080.04","17026.67","0.00","428259.31"
"2018","Permanent","Police Sergeant","Strategic Services Division","146939.98","100193.48","13780.06","53548.33","0.00","0.00","9837.22","86850.01",,"17026.67",,"428175.75"
"2016","Permanent","Asst City Attorney","City Attorney","275868.04","0.00","20009.63","27586.78","0.00","0.00","0.00","87056.89",,"16412.35",,"426933.69"
"2018","Permanent","Police Sergeant","Police - Operations","146939.96","89768.88","4238.65","66845.95","0.00","0.00","9437.22","91898.66",,"17026.67",,"426155.99"
"2017","Permanent","Police Captain","Police Administrative Services","211729.20","0.00","16535.53","22877.95","0.00","0.00","13030.41","144905.43",,"16850.78",,"425929.30"
"2016","Permanent","Police Captain","Police Administrative Services","193327.34","0.00","16054.24","50688.56","0.00","0.00","12799.90","136123.62",,"16412.35",,"425406.01"
"2016","Permanent","City Attorney","City Attorney","309978.05","0.00","8283.37","0.00","0.00","0.00","100.00","88928.34",,"16412.35",,"423702.11"
"2017","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","147299.88","125593.62","7891.11","31136.02","7133.62","6938.86","3009.58","75742.10","456.94","16850.78",,"422052.51"
"2015","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","146262.08","134958.51","7540.79","29553.03","7083.35","15464.79","1408.42","61607.89",,"15664.13",,"419542.99"
"2018","Permanent","Police Captain","Police - Operations","193231.86","369.56","19800.90","60817.44","0.00","0.00","13925.16","121087.56","0.00","1248.44","8808.02","419288.94"
"2013","Permanent","Police Sergeant","Police - Operations","124532.34","138168.87","5669.17","49542.97","1799.98","0.00","8152.74","77106.13",,"13753.35",,"418725.55"
"2013","Permanent","Police Chief","Police Administrative Services","269659.13","0.00","981.78","0.00","0.00","0.00","960.00","132073.31",,"13753.35",,"417427.57"
"2018","Permanent","Police Sergeant","Strategic Services Division","145823.13","88439.29","9384.44","49617.42","0.00","0.00","19132.51","86201.82",,"17026.67",,"415625.27"
"2014","Permanent","Deputy Police Chief","Police Administrative Services","185557.33","0.00","7283.35","65283.79","1799.98","0.00","11854.82","134794.32","0.00","1137.88","7800.00","415511.47"
"2018","Permanent","Police Sergeant","Police - Operations","146939.98","83674.02","1395.46","64450.50","0.00","0.00","9437.22","91898.67",,"17026.67",,"414822.52"
"2014","Permanent","City Attorney","City Attorney","303120.03","0.00","13990.16","0.00","0.00","0.00","100.00","81788.08",,"15197.40",,"414195.67"
"2013","Permanent","City Attorney","City Attorney","301504.85","0.00","17314.62","0.00","0.00","0.00","4.79","79802.59",,"13753.35",,"412380.20"
"2017","Permanent","Police Captain","Criminal Investigations","202503.12","0.00","8173.82","28915.22","0.00","0.00","12854.21","139567.17",,"16850.78",,"408864.32"
"2018","Permanent","Police Sergeant","Criminal Investigations","143868.51","78796.28","6363.14","59604.96","0.00","0.00","14627.80","88548.21",,"17026.67",,"408835.57"
"2017","Permanent","Police Sergeant","Police Administrative Services","134542.28","102071.69","10425.97","34515.14","0.00","0.00","17542.92","92719.05",,"16850.78",,"408667.83"
"2014","Permanent","Asst City Attorney","City Attorney","267626.75","0.00","19422.97","26823.96","0.00","0.00","0.00","79452.40",,"15197.40",,"408523.48"
"2016","Permanent","Police Sergeant","Police - Operations","113599.39","119950.13","23791.74","45411.81","1523.06","0.00","8571.19","78304.58",,"16412.35",,"407564.25"
"2017","Permanent","Fire Chief","Fire - Administration","272251.37","0.00","15902.30","0.00","0.00","0.00","1259.96","101176.83",,"16850.78",,"407441.24"
"2016","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","145151.94","116333.93","14214.09","29532.49","7029.62","10153.08","1359.96","66601.12",,"16412.35",,"406788.58"
"2017","Permanent","Battalion Chief - Prevention","Fire Training","212259.62","60512.65","2376.73","9495.36","0.00","14382.95","3760.58","85445.70","456.94","16850.78",,"405541.31"
"2016","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","145151.93","126085.60","11856.86","29532.49","7029.62","2334.16","1259.96","65462.26",,"16412.35",,"405125.23"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","149000.17","110215.70","2019.81","38423.63","7215.94","2973.05","1259.96","75234.80","1080.04","17026.67","0.00","404449.77"
"2017","Permanent","Battalion Chief - Suppression","Fire Suppression & Rescue","177855.71","83444.82","18535.29","12676.47","2194.96","8017.33","3491.68","79485.31","456.94","16850.78",,"403009.29"
"2018","Permanent","Battalion Chief - Prevention","Fire - Administration","207571.44","59335.33","0.00","23201.89","1799.98","1983.11","1259.96","88841.71","1080.04","17026.67","0.00","402100.13"
"2012","Permanent","Deputy Police Chief","Police Administrative Services","174858.05","0.00","7489.11","73600.31","1799.98","0.00","10901.90","124122.55","0.00","1123.02","7800.00","401694.92"
"2015","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","146262.00","128087.42","1144.29","29681.96","7083.35","12609.37","1308.42","59636.08",,"15664.13",,"401477.01"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","149000.24","91646.03","5948.66","41403.41","7215.94","8240.48","1259.96","78193.58","1080.04","17026.67","0.00","401015.01"
"2013","Permanent","Asst City Attorney","City Attorney","264373.43","0.00","19230.92","26437.26","0.00","0.00","4.79","76972.05",,"13753.35",,"400771.80"
"2018","Permanent","Police Lieutenant","Police Administrative Services","179478.01","0.00","18535.92","56742.43","1799.98","0.00","13738.98","112984.68",,"17026.67",,"400306.67"
"2015","Permanent","Police Captain","Criminal Investigations","196571.12","0.00","15586.16","28821.79","0.00","0.00","12019.96","130932.95",,"15664.13",,"399596.11"
"2017","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","147299.89","100669.02","15175.18","31371.25","7133.62","1360.49","3526.12","75673.54","456.94","16850.78",,"399516.83"
"2018","Permanent","Police Sergeant","Police - Operations","146939.93","54682.77","10884.60","58563.62","0.00","0.00","19237.22","91898.66",,"17026.67",,"399233.46"
"2017","Permanent","Police Officer","Criminal Investigations","106073.97","132831.17","4728.35","54878.36","0.00","50.00","11978.63","71602.10",,"16850.78",,"398993.36"
"2017","Permanent","Battalion Chief - Suppression","Fire Suppression & Rescue","189852.01","83532.92","11661.90","7221.75","0.00","3207.81","3491.68","81114.29","456.94","16850.78",,"397390.08"
"2014","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","134607.48","125998.19","9337.72","27357.52","6518.90","11592.76","2048.14","64342.17",,"15197.40",,"397000.28"
"2014","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","134607.39","129023.45","13115.98","27357.52","6518.90","4367.80","2911.60","63341.84",,"15197.40",,"396441.88"
"2018","Permanent","Dir of Public Works","Public Works Admin Services","277740.06","0.00","19762.28","0.00","0.00","0.00","1180.62","80666.82",,"17026.67",,"396376.45"
"2018","Permanent","Chief Deputy City Attorney","City Attorney","243375.69","0.00","23333.58","15316.25","0.00","0.00","19424.17","77049.90",,"17026.67",,"395526.25"
"2015","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","146262.00","114467.16","13262.22","29553.03","7083.35","6270.76","1308.42","61607.87",,"15664.13",,"395478.93"
"2018","Permanent","Police Lieutenant","Criminal Investigations","183532.85","0.00","12016.38","55671.73","0.00","0.00","12208.51","114592.44",,"17026.67",,"395048.58"
"2015","Permanent","Police Captain","Police - Operations","194050.66","0.00","15586.16","28622.84","0.00","0.00","11746.50","129169.30",,"15664.13",,"394839.59"
"2018","Permanent","Police Officer","Criminal Investigations","110525.95","123695.49","5998.65","58043.79","0.00","0.00","10644.00","67661.77",,"17026.67",,"393596.32"
"2018","Permanent","Police Sergeant","Criminal Investigations","149638.78","56946.26","4605.02","56061.57","1799.98","0.00","13780.25","93549.81",,"17026.67",,"393408.34"
"2016","Permanent","Fire Captain - Prevention","Fire - Administration","150531.89","124344.82","0.00","26660.38","8829.60","0.00","1308.67","64351.68",,"16412.35",,"392439.39"
"2013","Permanent","Deputy Police Chief","Police Administrative Services","169969.01","0","7071.14","70995.05","1799.98","0","10747.16","122790.05","0","1141.46","7800","392313.85"
"2017","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","147299.93","100951.21","8877.98","26991.90","7133.62","8772.58","2109.77","72212.72","456.94","16850.78",,"391657.43"
"2017","Permanent","Deputy City Attorney III","City Attorney","231702.88","0.00","17704.01","23170.32","0.00","0.00","19499.97","81740.77",,"16850.78",,"390668.73"
"2015","Permanent","Dir of Public Wrks/Airport Dir","Public Works Admin Services","284553.62","0.00","11292.60","0.00","0.00","0.00","0.00","78406.24",,"15664.13",,"389916.59"
"2017","Permanent","Police Captain","Strategic Services Division","191220.34","0.00","10621.43","27734.54","0.00","0.00","11991.96","131403.71",,"16850.78",,"389822.76"
"2018","Permanent","Police Lieutenant","Strategic Services Division","186650.34","0.00","19494.90","43418.69","0.00","0.00","12838.41","110252.20",,"17026.67",,"389681.21"
"2015","Permanent","Battalion Chief - Suppression","Fire Suppression & Rescue","180931.38","92354.93","18679.40","10529.01","1551.66","2586.32","1308.42","65343.96",,"15664.13",,"388949.20"
"2015","Permanent","Police Captain","Criminal Investigations","167414.73","0.00","51872.32","29523.30","0.00","0.00","11666.50","112068.40",,"15664.13",,"388209.38"
"2017","Permanent","Dir of Public Works","Public Works Admin Services","268956.02","0.00","21100.15","0.00","0.00","0.00","100.00","80221.04",,"16850.78",,"387227.99"
"2018","Permanent","Fire Marshal","Fire Prevention","219223.38","15166.87","5522.19","24939.56","0.00","9705.28","1259.96","92801.17","1080.04","17026.67","0.00","386725.12"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","149000.21","97239.43","1214.02","37821.87","7215.94","0.00","1259.96","74725.66","1080.04","17026.67","0.00","386583.79"
"2017","Permanent","Police Lieutenant","Criminal Investigations","148526.60","64293.85","6318.83","29417.34","1799.98","0.00","14986.94","103261.26",,"16850.78",,"385455.58"
"2017","Permanent","Deputy City Attorney III","City Attorney","231702.80","0.00","21228.92","23170.27","0.00","0.00","9689.69","82217.43",,"16850.78",,"384859.89"
"2018","Permanent","Police Lieutenant","Strategic Services Division","179566.18","0.00","10354.50","53923.65","0.00","0.00","11314.42","112199.35",,"17026.67",,"384384.77"
"2012","Permanent","City Attorney","City Attorney","289665.29","0.00","5696.86","0.00","0.00","0.00","50.00","76016.90",,"12348.35",,"383777.39"
"2012","Permanent","Asst City Attorney","City Attorney","253997.59","0.00","18314.68","25465.20","0.00","0.00","0.00","73339.39",,"12348.35",,"383465.21"
"2018","Permanent","Police Lieutenant","Public Safety Communications","154806.26","51095.03","4605.02","50495.23","0.00","0.00","11271.67","93926.07",,"17026.67",,"383225.95"
"2018","Permanent","Police Officer","Police - Operations","110526.00","104680.40","11414.84","62693.33","0.00","0.00","7336.42","69235.02",,"17026.67",,"382912.68"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","149000.23","87233.79","404.67","39057.13","7215.94","4936.91","1259.96","75179.44","1080.04","17026.67","0.00","382394.77"
"2013","Permanent","Battalion Chief - Prevention","Fire Training","163068.93","94486.02","7191.76","25008.55","1799.98","3688.53","1263.44","72117.31",,"13753.35",,"382377.87"
"2016","Permanent","Battalion Chief - Suppression","Fire Suppression & Rescue","151890.49","106024.47","13176.53","21157.58","6206.51","1214.88","1259.96","64894.24",,"16412.35",,"382237.01"
"2016","Permanent","Police Sergeant","Police - Operations","140406.73","60904.74","1342.02","48057.06","1799.98","0.00","12586.85","99961.00",,"16412.35",,"381470.73"
"2017","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","146166.40","94102.33","3035.03","31202.41","7133.62","7753.31","2109.77","72370.18","456.94","16850.78",,"381180.77"
"2017","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","147299.91","112647.71","3642.04","21591.95","7133.62","0.00","2109.77","69644.81","207.70","16850.78",,"381128.29"
"2018","Permanent","Asst City Mgr/Ch Operating Off","City Manager - Administration","278295.74","0.00","3708.76","0.00","0.00","0.00","1143.97","80853.75",,"17026.67",,"381028.89"
"2012","Permanent","Police Sergeant","Police - Operations","120906.50","125149.75","1032.02","39347.62","1799.98","0.00","7943.32","72003.13",,"12348.35",,"380530.66"
"2017","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","147299.90","86156.59","8194.57","26785.14","7133.62","12522.04","2109.77","72828.82","456.94","16850.78",,"380338.17"
"2015","Permanent","Police Sergeant","Police - Operations","136388.82","73654.04","3474.37","46331.35","1869.21","0.00","12116.88","90478.97",,"15664.13",,"379977.76"
"2017","Permanent","Police Sergeant","Police - Operations","141017.37","61676.15","15533.79","28671.05","0.00","0.00","19287.81","96840.90",,"16850.78",,"379877.85"
"2015","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","146262.02","105998.23","9944.32","25775.23","7083.35","8062.00","1308.42","59669.05",,"15664.13",,"379766.74"
"2018","Permanent","Chief Deputy City Attorney","City Attorney","243375.65","0.00","28720.29","15316.20","0.00","0.00","0.00","75152.10",,"17026.67",,"379590.91"
"2016","Permanent","Police Captain","Strategic Services Division","174073.36","0.00","9276.86","44452.36","0.00","0.00","12576.23","122616.86",,"16412.35",,"379408.02"
"2018","Permanent","Police Lieutenant","Strategic Services Division","180368.79","0.00","10226.76","48563.96","0.00","0.00","12515.40","110184.11",,"17026.67",,"378885.69"
"2018","Permanent","Battalion Chief - Prevention","Fire Training","165390.53","72584.90","3035.05","33702.59","4403.64","1653.00","1259.96","78590.56","1080.04","17026.67","0.00","378726.94"
"2016","Permanent","Police Sergeant","Strategic Services Division","124285.91","95719.41","6326.48","43677.92","0.00","0.00","8793.93","84448.19","0.00","16412.35","-1200.00","378464.19"
"2018","Permanent","Police Sergeant","Criminal Investigations","143868.51","59673.33","0.00","49178.21","1799.98","0.00","18427.80","88256.52",,"17026.67",,"378231.02"
"2017","Permanent","Police Sergeant","Strategic Services Division","137915.38","70321.94","0.00","44344.92","0.00","0.00","18939.19","89802.34",,"16850.78",,"378174.55"
"2015","Permanent","Deputy City Attorney III","City Attorney","233496.04","0.00","21465.00","21680.93","0.00","0.00","11329.20","73963.73",,"15664.13",,"377599.03"
"2014","Permanent","Asst City Manager","City Manager - Administration","269759.92","0.00","19713.23","0.00","0.00","0.00","100.00","72786.83",,"15197.40",,"377557.38"
"2017","Permanent","Battalion Chief - Suppression","Fire - Administration","209804.23","37945.12","11216.30","7397.91","0.00","4277.08","3683.18","85883.20","456.94","16850.78",,"377514.74"
"2015","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","135210.04","128959.91","1544.79","27412.17","7083.35","5587.51","1308.42","54597.42",,"15664.13",,"377367.73"
"2016","Permanent","Deputy City Attorney III","City Attorney","228282.00","0.00","22671.46","22828.26","0.00","0.00","11499.00","75416.89",,"16412.35",,"377109.96"
"2014","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","134607.43","121125.21","3778.26","27443.44","6518.90","3049.52","2428.66","62495.80",,"15197.40",,"376644.62"
"2016","Permanent","Police Officer","Criminal Investigations","101484.01","124421.08","6056.72","47746.85","0.00","0.00","10212.90","70260.40",,"16412.35",,"376594.30"
"2015","Permanent","Deputy City Attorney III","City Attorney","233496.06","0.00","18043.48","23349.63","0.00","0.00","11688.23","73972.75",,"15664.13",,"376214.28"
"2018","Permanent","City Attorney","City Attorney","297214.18","0.00","0.00","0.00","0.00","0.00","1139.97","60665.80",,"17026.67",,"376046.62"
"2016","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","145151.95","100854.39","15392.69","23596.43","7029.62","2065.94","1259.96","64162.29",,"16412.35",,"375925.62"
"2017","Permanent","Deputy City Attorney III","City Attorney","231702.88","0.00","16806.23","20516.72","0.00","0.00","11499.00","78453.18",,"16850.78",,"375828.79"
"2016","Permanent","Police Sergeant","Criminal Investigations","117323.09","81607.35","9110.03","48730.20","0.00","0.00","19633.57","82905.69",,"16412.35",,"375722.28"
"2018","Permanent","Police Lieutenant","Police Administrative Services","175665.66","0.00","17142.19","46751.02","0.00","0.00","11613.17","106725.27",,"17026.67",,"374923.98"
"2017","Permanent","Deputy Fire Chief","Fire - Administration","241230.08","0.00","10770.10","5243.55","0.00","0.00","5954.69","94367.38","456.50","16850.78",,"374873.08"
"2016","Permanent","Police Lieutenant","Police - Operations","168941.11","0.00","12957.58","44467.30","0.00","0.00","12996.79","119026.38",,"16412.35",,"374801.50"
"2017","Permanent","Police Sergeant","Criminal Investigations","144918.42","49426.85","3422.70","46025.85","1799.98","0.00","13786.74","98473.42",,"16850.78",,"374704.74"
"2017","Permanent","Police Sergeant","Criminal Investigations","131069.54","72667.26","5686.89","49530.43","0.00","0.00","10907.45","87980.69",,"16850.78",,"374693.04"
"2018","Permanent","Firefighter","Fire Suppression & Rescue","105414.53","111176.21","21250.41","44711.13","8903.43","2234.15","1240.58","60994.47","1080.04","17026.67","0.00","374031.62"
"2016","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","151827.40","89198.12","2357.20","28945.04","7029.62","10432.58","1681.46","65646.79",,"16412.35",,"373530.56"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","149000.24","99045.79","7284.07","20995.55","7215.94","0.00","1259.96","70477.33","1080.04","17026.67","0.00","373385.59"
"2018","Permanent","Asst Fire Marshal-Haz Mat","Fire Prevention","167768.30","36657.38","4465.25","38842.16","7215.94","17393.02","1297.96","81071.60","1080.04","17026.67","0.00","372818.32"
"2016","Permanent","Police Sergeant","Police - Operations","134915.97","69223.86","0.00","48318.55","0.00","0.00","8743.60","95159.54",,"16412.35",,"372773.87"
"2018","Permanent","Fire Engineer - Suppression","Fire Suppression & Rescue","126288.03","115008.98","1543.45","37395.70","7215.94","0.00","1259.96","65810.46","1080.04","17026.67","0.00","372629.23"
"2018","Permanent","Chief Deputy City Attorney","City Attorney","243375.73","0.00","21171.97","15316.26","0.00","0.00","215.45","75152.14",,"17026.67",,"372258.22"
"2015","Permanent","Police Sergeant","Criminal Investigations","136583.96","64023.63","10919.44","46028.70","0.00","0.00","8516.88","89646.02",,"15664.13",,"371382.75"
"2018","Permanent","Police Lieutenant","Criminal Investigations","176749.36","0.00","8773.49","47752.75","0.00","0.00","12513.77","108045.65",,"17026.67",,"370861.69"
"2014","Permanent","Police Captain","Police - Operations","164483.95","0.00","7223.26","55880.73","0.00","0.00","10079.39","117769.41",,"15197.40",,"370634.14"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","149000.22","80818.15","607.01","37147.03","7215.94","1497.70","1259.96","74717.65","1080.04","17026.67","0.00","370370.37"
"2014","Permanent","Battalion Chief - Prevention","Fire Training","180381.23","65158.50","6015.53","19636.49","1799.98","8617.84","2224.89","71080.01",,"15197.40",,"370111.87"
"2018","Permanent","Police Lieutenant","Police - Operations","179478.00","369.56","10354.50","48048.23","0.00","0.00","12166.65","109595.05","0.00","1248.44","8808.02","370068.44"
"2018","Permanent","Police Sergeant","Police - Operations","145823.13","48172.35","6698.22","50460.78","0.00","0.00","12532.51","89136.74",,"17026.67",,"369850.40"
"2016","Permanent","Sr Fire Inspector","Fire Prevention","137867.97","124641.25","2264.67","14822.96","7029.62","12758.64","1259.96","52728.30",,"16412.35",,"369785.71"
"2015","Permanent","Police Sergeant","Strategic Services Division","136688.71","82060.15","5335.64","30081.08","0.00","0.00","8644.69","91096.99",,"15664.13",,"369571.39"
"2018","Permanent","Fire Engineer - Suppression","Fire Suppression & Rescue","125568.03","119164.92","1028.96","27111.33","7215.94","6018.58","1259.96","62935.23","1080.04","17026.67","0.00","368409.65"
"2017","Permanent","Battalion Chief - Suppression","Fire Suppression & Rescue","187985.55","64582.29","0.00","9484.74","3171.83","5564.77","2375.82","77884.54","456.94","16850.78",,"368357.26"
"2017","Permanent","Fire Engineer - Suppression","Fire Suppression & Rescue","124848.05","122736.44","514.48","30225.52","7133.62","1897.32","1259.96","62331.32","456.94","16850.78",,"368254.43"
"2018","Permanent","Police Lieutenant","Police - Operations","170501.97","0.00","17608.78","47678.38","0.00","0.00","11294.49","104136.38",,"17026.67",,"368246.67"
"2014","Permanent","Fire Captain - Prevention","Fire Suppression & Rescue","139948.62","91432.60","8520.15","32117.89","6518.90","8207.68","2171.31","63970.95",,"15197.40",,"368085.50"
"2016","Permanent","Police Lieutenant","Criminal Investigations","165128.84","0.00","13738.16","43641.81","0.00","0.00","12407.98","116348.85",,"16412.35",,"367677.99"
"2014","Permanent","Police Captain","Criminal Investigations","162672.98","0.00","7223.26","55529.48","0.00","0.00","10079.39","116652.75",,"15197.40",,"367355.26"
"2018","Permanent","Fire Captain - Prevention","Fire - Administration","163895.94","40736.87","778.96","47718.17","7215.94","4909.00","1259.96","82596.33","1080.04","17026.67","0.00","367217.88"
"2012","Permanent","Asst City Manager","City Manager - Administration","257779.40","0.00","13450.98","0.00","0.00","0.00","12490.20","70914.89",,"12348.35",,"366983.82"
"2016","Permanent","Police Lieutenant","Strategic Services Division","164796.06","0.00","13035.64","43194.71","1199.90","0.00","11492.21","116768.41",,"16412.35",,"366899.28"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","156078.89","58649.49","2337.03","40941.29","9015.92","1963.60","1259.96","78303.88","1080.04","17026.67","0.00","366656.77"
