"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"34.066341","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#",,"35.712139","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","#",,"37.600608","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","#",,"38.007489","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","#",,"35.531008","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","#",,"33.729843","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","#",,"32.016039","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","#",,"35.567906","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","#",,"38.243039","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","#",,"37.490697","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","#",,"34.757499","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","#",,"33.875104","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#",,"34.938323","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","#",,"31.322022","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","#",,"28.218093","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","MEDIAN AGE",,"LOS ANGELES CITY",,"CITY TOTAL",,,"2013",,,"04-11-2017","#",,"34.7","U.S. CENSUS BUREAU; BEACON ECONOMICS"
