"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"236931.84","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#",,"244936.64","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"11",,,"2013",,,"04-11-2017","#",,"289385.25","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"12",,,"2013",,,"04-11-2017","#",,"284395.28","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"13",,,"2013",,,"04-11-2017","#",,"252322.31","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"14",,,"2013",,,"04-11-2017","#",,"236878.34","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"15",,,"2013",,,"04-11-2017","#",,"275486.72","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"2",,,"2013",,,"04-11-2017","#",,"252255.69","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"3",,,"2013",,,"04-11-2017","#",,"264356.25","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"4",,,"2013",,,"04-11-2017","#",,"248331.03","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"5",,,"2013",,,"04-11-2017","#",,"264851.94","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"6",,,"2013",,,"04-11-2017","#",,"258000.39","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"7",,,"2013",,,"04-11-2017","#",,"260029.7","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"8",,,"2013",,,"04-11-2017","#",,"250221.55","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"9",,,"2013",,,"04-11-2017","#",,"265957.03","U.S. CENSUS BUREAU; BEACON ECONOMICS"
