"activity","category","name","address","website","latitude","longitude","offers_art"
"Hiking","Explore","Limekiln Canyon Park Hiking Trail","19585 Rinaldi St. Northridge CA 91326","https://www.laparks.org/park/limekiln-canyon","34.274965","-118.561853",
"Hiking","Explore","Chatsworth Park South Hiking Trail","22360 Devonshire St. Chatsworth CA 91311","https://www.laparks.org/park/chatsworth-park-south","34.257925","-118.614922",
"Hiking","Explore","Hansen Dam Park Hiking Trail","929 Academy Road Los Angeles CA 90012","https://www.laparks.org/playgrounds/hansendamUAPRC","34.080903","-118.237933",
"Hiking","Explore","Lake Balboa Jogging Path/Walking Paths","6300 Balboa Blvd. Van Nuys CA 91406","https://www.laparks.org/aquatic/balboa","34.1844","-118.50096",
"Hiking","Explore","Van Nuys Sherman Oaks Recreation Center Jogging Path","14201 Huston St. Sherman Oaks CA 91423","https://www.laparks.org/reccenter/vnso","34.15954","-118.44248",
"Hiking","Explore","North Hollywood Park Jogging Path","11430 Chandler Blvd. North Hollywood CA 91601","https://www.laparks.org/reccenter/north-hollywood","34.167922","-118.37983",
"Hiking","Explore","Runyon Canyon Park Hiking Trail","2000 N. Fuller Ave. Los Angeles CA 90046","https://www.laparks.org/park/runyon-canyon","34.10532","-118.34883",
"Hiking","Explore","Griffith Park Hiking Trail","4730 Crystal Springs Drive Los Angeles CA 90027","https://www.laparks.org/park/griffith","34.137875","-118.282589",
"Hiking","Explore","Ernest E. Debs Regional Park Hiking Trail","4235 Monterey Road Los Angeles CA 90032","https://www.laparks.org/park/ernest-e-debs-regional","34.096704","-118.190283",
"Hiking","Explore","Jim Gilliam Park Jogging Path","4000 S. La Brea Ave. Los Angeles CA 90008","https://www.laparks.org/reccenter/jim-gilliam","34.01465","-118.35525",
"Hiking","Explore","Peck Park Hiking Trail","560 North Western Ave. San Pedro CA 90732","https://www.laparks.org/park/peck","33.7478","-118.30907",
"Hiking","Explore","Elysian Park Hiking Trail","929 Academy Road Los Angeles CA 90012","https://www.laparks.org/park/elysian","34.080903","-118.237933",
"Dog Park","Play","Griffith Park Dog Park","Located at North End of the John Ferraro Soccer Field on North Zoo Drive Los Angeles CA 90027","https://www.laparks.org/dogpark/griffith","34.127194","-118.295647",
"Dog Park","Play","Hermon Park in the Arroyo Seco Dog Park","5566 Via Marisol Los Angeles Ca 90042","https://www.laparks.org/dogpark/hermon-arroyo-seco","34.104409","-118.186795",
"Dog Park","Play","Laurel Canyon Dog Park","8260 Mulholland Dr Los Angeles Ca 90046","https://www.laparks.org/dogpark/laurel-canyon","34.122189","-118.378716",
"Dog Park","Play","Runyon Canyon Dog Park","2000 N Fuller Avenue Los Angeles Ca 90046","https://www.laparks.org/dogpark/runyon-canyon","34.10532","-118.34883",
"Dog Park","Play","Sepulveda Basin Off-leash Dog Park","17550 Victory Blvd. Encino Ca 91406","https://www.laparks.org/dogpark/sepulveda","34.186464","-118.515098",
"Dog Park","Play","Silverlake Dog Park","1863 Silver Lake Blvd Los Angeles Ca 90026","https://www.laparks.org/dogpark/silverlake","34.092173","-118.265467",
"Dog Park","Play","Veterans' Barrington Park","333 South Barrington Ave. Los Angeles Ca 90049","https://www.laparks.org/park/veterans-barrington","34.06139","-118.46865",
"Dog Park","Play","Westminster Dog Park","1234 Pacific Avenue Venice Ca 90291","https://www.laparks.org/dogpark/westminster","33.989922","-118.473855",
"Dog Park","Play","Whitnall Off-leash Dog Park","5801 1/2 Whitnall Highway North Hollywood Ca 91601","https://www.laparks.org/dogpark/whitnall","34.17617","-118.36186",
"Dog Park","Play","Eagle Rock Dog Park","1100 Eagle Vista Drive Eagle Rock Ca 90041","http://dogsoftherock.com/","34.142468","-118.186352",
"Outdoor Fitness Zone","Play","105th Street Pocket Park","609 West 105th Street Los Angeles Ca 90044","https://www.laparks.org/park/105th-street-pocket-park","33.94085","-118.28526",
"Outdoor Fitness Zone","Play","111th Place Pocket Park","207 E. 111th Place Los Angeles Ca","https://www.laparks.org/park/111th-place-pocket-park","33.93404","-118.27122",
"Outdoor Fitness Zone","Play","61st Street Pocket Park","139 East 61st Street Los Angeles Ca 90003","https://www.laparks.org/park/61st-street-pocket-park","33.98435","-118.2725",
"Outdoor Fitness Zone","Play","76th Street Pocket Park","833 W. 76th Street Los Angeles Ca 90044","https://www.laparks.org/park/76th-street-pocket-park","33.97084","-118.2883",
"Outdoor Fitness Zone","Play","97th Street Park","554 West 97th Street Los Angeles Ca 90044","https://www.laparks.org/park/97th-street-park","33.94814","-118.28465",
"Outdoor Fitness Zone","Play","Algin Sutton Recreation Center","8800 South Hoover St. Los Angeles Ca 90044","https://www.laparks.org/reccenter/algin-sutton","33.95787","-118.28682",
"Outdoor Fitness Zone","Play","Amistad Pocket Park","13116 W. Kagel Canyon Street Pacoima Ca 91331","https://www.laparks.org/park/amistad-pocket-park","34.25298","-118.41816",
"Outdoor Fitness Zone","Play","Banning Recreation Center","1331 Eubank Ave. Wilmington Ca 90744","https://www.laparks.org/reccenter/banning","33.790186","-118.256248",
"Outdoor Fitness Zone","Play","Bellevue Recreation Center","826 Lucile Ave. Los Angeles Ca 90026","https://www.laparks.org/reccenter/bellevue","34.083937","-118.283353",
"Outdoor Fitness Zone","Play","Benny H. Potter West Adams Avenues Memorial Park","2413 Second Ave. Los Angeles Ca 90018","https://www.laparks.org/park/bennyHPotterPk","34.03459","-118.319048",
"Outdoor Fitness Zone","Play","Carlton Way Park","5927 Carlton Way Los Angeles Ca 90028","https://www.laparks.org/park/carlton-way-park","34.100567","-118.318893",
"Outdoor Fitness Zone","Play","Culver Slauson Park","5070 South Slauson Ave. Culver City Ca 90230","https://www.laparks.org/park/culver-slauson","33.99371","-118.40677",
"Outdoor Fitness Zone","Play","Dorothy & Benjamin Smith Park","7020 Franklin Ave. Los Angeles Ca 90028","https://www.laparks.org/park/dorothy-benjamin-smith","34.104007","-118.342778",
"Outdoor Fitness Zone","Play","Drum Barracks Park - Warren Oil Expansion","1037 N Banning Blvd Los Angeles Ca 90744","https://www.laparks.org/park/drum-barracks-park-warren-oil-expansion","33.78422","-118.25839",
"Outdoor Fitness Zone","Play","Eagle Rock Recreation Center","1100 Eagle Vista Dr. Los Angeles Ca 90041","https://www.laparks.org/reccenter/eagle-rock","34.142468","-118.186352",
"Outdoor Fitness Zone","Play","El Sereno Arroyo Playground","5520 Concord Ave Los Angeles Ca 90032","https://www.laparks.org/park/el-sereno-arroyo-playground","34.079815","-118.161806",
"Outdoor Fitness Zone","Play","El Sereno Recreation Center","4721 Klamath St. Los Angeles Ca 90032","https://www.laparks.org/reccenter/el-sereno","34.075777","-118.18299",
"Outdoor Fitness Zone","Play","Evergreen Recreation Center","2844 East 2nd St. Los Angeles Ca 90033","https://www.laparks.org/reccenter/evergreen","34.03905","-118.20448",
"Outdoor Fitness Zone","Play","Fox and Laurel Park","14353 Fox St San Fernando Ca 91340","https://www.laparks.org/park/fox-and-laurel-park","34.271803","-118.446258",
"Outdoor Fitness Zone","Play","Fred Roberts Recreation Center","4700 South Honduras St. Los Angeles Ca 90011","https://www.laparks.org/reccenter/fred-roberts","34.00089","-118.24395",
"Outdoor Fitness Zone","Play","Gage and Avalon Triangle Pocket Park","6301 South Avalon Boulevard Los Angeles Ca 90003","https://www.laparks.org/reccenter/fred-roberts","33.98233","-118.26544",
"Outdoor Fitness Zone","Play","Garvanza Park","6240 East Meridian Street Los Angeles Ca 90042","https://www.laparks.org/park/garvanza","34.12001","-118.18187",
"Outdoor Fitness Zone","Play","Genesee Avenue Park","2330 S. Genesee Ave. Los Angeles Ca 90019","https://www.laparks.org/park/genesee-avenue","34.03784","-118.368116",
"Outdoor Fitness Zone","Play","Gilbert W. Lindsay Recreation Center","429 E. 42nd Place Los Angeles Ca 90011","https://www.laparks.org/reccenter/gilbert-w-lindsay","34.00672","-118.26679",
"Outdoor Fitness Zone","Play","Gladys Jean Wesson Park (aka West Boulevard)","2508 West Boulevard Los Angeles  Ca 90016","https://www.laparks.org/park/gladys-jean-wesson-park-aka-west-boulevard","34.033443","-118.340833",
"Outdoor Fitness Zone","Play","Gladys Park","808 E 6th St, Los Angeles, CA 90021","https://www.laparks.org/park/6th-gladys-street","34.04042","-118.24265",
"Outdoor Fitness Zone","Play","Glassell Park","3650 Verdugo Rd. Los Angeles Ca 90065","https://www.laparks.org/park/glassell","34.116749","-118.23313",
"Outdoor Fitness Zone","Play","Hansen Dam Aquatic Center","11798 Foothill Blvd. Lake View Terrace Ca 91342","https://www.laparks.org/aquatic/year-round/hansen","34.273409","-118.393849",
"Outdoor Fitness Zone","Play","Hansen Dam Recreation Area","11770 Foothill Blvd. Lake View Terrace Ca 91342","https://www.laparks.org/playgrounds/hansendamUAPRC","34.272838","-118.392274",
"Outdoor Fitness Zone","Play","Harbor Highlands Park","825 Capitol St. San Pedro Ca 90731","https://www.laparks.org/park/harbor-highlands","33.757813","-118.29661",
"Outdoor Fitness Zone","Play","Hazard Recreation Center","2230 Norfolk St. Los Angeles Ca 90033","https://www.laparks.org/reccenter/hazard","34.060687","-118.200812",
"Outdoor Fitness Zone","Play","Hermon Park (arroyo Seco Park)","5566 Via Marisol Los Angeles Ca 90042","https://www.laparks.org/park/hermon-park-arroyo-seco-park","34.104409","-118.186795",
"Outdoor Fitness Zone","Play","Highland Park Adult Senior Citizen Center","6152 N. Figueroa Street La Ca 90042","https://www.laparks.org/scc/highland-adult","34.11391","-118.1857",
"Outdoor Fitness Zone","Play","Highland Park Recreation Center","6150 Piedmont Ave. Los Angeles Ca 90042","https://www.laparks.org/reccenter/highland","34.113123","-118.188663",
"Outdoor Fitness Zone","Play","Holleigh Bernson Memorial Park","20500 Sesnon Blvd, Northridge, CA 91326","https://www.laparks.org/park/holleigh-bernson-memorial-park","34.295429","-118.544429",
"Outdoor Fitness Zone","Play","Hollenbeck Park","415 South Saint Louis St. Los Angeles Ca 90033","https://www.laparks.org/park/hollenbeck","34.041775","-118.21595",
"Outdoor Fitness Zone","Play","Hoover Recreation Center","1010 W. 25th St. Los Angeles Ca 90007","https://www.laparks.org/reccenter/hoover","34.032532","-118.282805",
"Outdoor Fitness Zone","Play","Jackie Tatum / Harvard Recreation Center","1535 West 62nd St. Los Angeles Ca 90047","https://www.laparks.org/reccenter/jackie-tatum-harvard","33.98336","-118.30355",
"Outdoor Fitness Zone","Play","Julian C. Dixon Park ( Formerly 48th Street Park )","4800 South Hoover Los Angeles Ca 90037","https://www.laparks.org/park/julian-c-dixon","33.99943","-118.28694",
"Outdoor Fitness Zone","Play","Ken Malloy Harbor Regional Park: Machado Lake","25820 Vermont Ave. Harbor City Ca 90710","https://www.laparks.org/aquatic/lake/ken-malloy-harbor-regional-park-machado-lake","33.78902","-118.29358",
"Outdoor Fitness Zone","Play","La Mirada Park","5401 La Mirada Ave Los Angeles Ca 90029","https://www.laparks.org/park/la-mirada-park","34.094025","-118.307048",
"Outdoor Fitness Zone","Play","Leland Recreation Center","863 S. Herbert Ave. San Pedro Ca 90731","https://www.laparks.org/reccenter/leland","33.750785","-118.296001",
"Outdoor Fitness Zone","Play","Lemon Grove Recreation Center","4959 Lemon Grove Ave. Los Angeles Ca 90029","https://www.laparks.org/reccenter/lemon-grove","34.086356","-118.304625",
"Outdoor Fitness Zone","Play","Leslie N. Shaw Park","2223 W. Jefferson Los Angeles Ca 90018","https://www.laparks.org/park/leslie-n-shaw","34.0257","-118.31964",
"Outdoor Fitness Zone","Play","Lincoln Park","3501 Valley Blvd. Los Angeles Ca 90031","https://www.laparks.org/park/lincoln","34.065699","-118.202026",
"Outdoor Fitness Zone","Play","Lincoln Park Recreation Center / Senior Citizen Center","3501 Valley Blvd. Los Angeles Ca 90031","https://www.laparks.org/reccenter/lincoln","34.065699","-118.202026",
"Outdoor Fitness Zone","Play","Macarthur Park","2230 W. 6th St. Los Angeles Ca 90057","https://www.laparks.org/park/macarthur","34.06036","-118.27704",
"Outdoor Fitness Zone","Play","Macarthur Park Recreation Center","2230 W. 6th St. Los Angeles Ca 90057","https://www.laparks.org/reccenter/macarthur","34.06036","-118.27704",
"Outdoor Fitness Zone","Play","Mar Vista Recreation Center","11430 Woodbine Ave. Los Angeles Ca 90066","https://www.laparks.org/reccenter/mar-vista","34.018003","-118.428961",
"Outdoor Fitness Zone","Play","Mckinley Avenue Park","4916 South Mckinley Avenue Los Angeles Ca 90011","https://www.laparks.org/park/mckinley-avenue-park","33.99878","-118.26072",
"Outdoor Fitness Zone","Play","Mid-valley Senior Citizen Center","8825 Kester Avenue Panorama City Ca 91402","https://www.laparks.org/scc/midvalley","34.230883","-118.457617",
"Outdoor Fitness Zone","Play","Norman O. Houston Park","4800 South La Brea Los Angeles Ca 90008","https://www.laparks.org/park/norman-o-houston","33.99894","-118.35799",
"Outdoor Fitness Zone","Play","Normandie Recreation Center","1550 S. Normandie Ave. Los Angeles Ca 90006","https://www.laparks.org/reccenter/normandie","34.04457","-118.30011",
"Outdoor Fitness Zone","Play","North Hollywood Recreation Center","11430 Chandler Blvd. North Hollywood Ca 91601","https://www.laparks.org/reccenter/north-hollywood","34.167922","-118.37983",
"Outdoor Fitness Zone","Play","Orchard Avenue Park","4600 South Orchard Avenue Los Angeles Ca 90037","https://www.laparks.org/park/orchard-avenue-park","34.00158","-118.28883",
"Outdoor Fitness Zone","Play","Oro Vista Park","11101 Oro Vista Ave Sunland-tujunga Ca 91040","https://www.laparks.org/park/oro-vista-park","34.270678","-118.315839",
"Outdoor Fitness Zone","Play","Palms Recreation Center Aka Rosalind Wyman","2950 Overland Ave. Los Angeles Ca 90064","https://www.laparks.org/reccenter/palms","34.03288","-118.417685",
"Outdoor Fitness Zone","Play","Pan Pacific Park","7600 Beverly Blvd. Los Angeles Ca 90036","https://www.laparks.org/park/pan-pacific","34.07489","-118.354905",
"Outdoor Fitness Zone","Play","Patton Street Park","327 Patton St Los Angeles Ca 90026","https://www.laparks.org/park/patton-street-park","34.065968","-118.258883",
"Outdoor Fitness Zone","Play","Poinsettia Recreation Center","7341 Willoughby Ave. Los Angeles Ca 90046","https://www.laparks.org/reccenter/poinsettia","34.087231","-118.350224",
"Outdoor Fitness Zone","Play","Saint Andrews Recreation Center","8701 St. Andrews Pl. Los Angeles Ca 90047","https://www.laparks.org/reccenter/saint-andrews","33.95975","-118.31141",
"Outdoor Fitness Zone","Play","San Pedro Plaza Park","7000 S. Beacon St. San Pedro Ca 90731","https://www.laparks.org/park/san-pedro-plaza","33.7373","-118.280289",
"Outdoor Fitness Zone","Play","Seily Rodriguez Park","5707 Lexington Ave. Hollywood Ca 90038","https://www.laparks.org/park/seily-rodriguez","34.092881","-118.313853",
"Outdoor Fitness Zone","Play","Seoul International Park (ardmore Recreation Center)","3250 San Marino St. Los Angeles Ca 90006","https://www.laparks.org/reccenter/seoul-international-ardmore","34.054365","-118.301583",
"Outdoor Fitness Zone","Play","Shatto Recreation Center","3191 W. 4th St. Los Angeles Ca 90020","https://www.laparks.org/reccenter/shatto","34.06723","-118.28951",
"Outdoor Fitness Zone","Play","Slauson Multipurpose Center","5306 South Compton Ave. Los Angeles Ca 90011","https://www.laparks.org/reccenter/slauson-multipurpose","33.99463","-118.2476",
"Outdoor Fitness Zone","Play","South Park Recreation Center (a.k.a. Barry White)","345 E. 51st St. Los Angeles Ca 90011","https://www.laparks.org/reccenter/southpark","33.99665","-118.26853",
"Outdoor Fitness Zone","Play","State Street Recreation Center","716 N. State St. Los Angeles Ca 90033","https://www.laparks.org/reccenter/state-street","34.05291","-118.21318",
"Outdoor Fitness Zone","Play","Studio City Recreation Center","12621 Rye St. Studio City Ca 91604","https://www.laparks.org/reccenter/studio-city","34.151492","-118.407612",
"Outdoor Fitness Zone","Play","Sycamore Grove Park","4702 N. Figueroa St. Los Angeles Ca 90042","https://www.laparks.org/park/sycamore-grove","34.1007","-118.20339",
"Outdoor Fitness Zone","Play","Sylmar Park Recreation Center","13109 Borden Ave. Sylmar Ca 91342","https://www.laparks.org/reccenter/sylmar","34.308283","-118.444459",
"Outdoor Fitness Zone","Play","Tiara Street Park","11480 West Tiara Street Los Angeles Ca 91601","https://www.laparks.org/park/tiara-street-park","34.17839","-118.38171",
"Outdoor Fitness Zone","Play","Toberman Recreation Center","1725 Toberman St. Los Angeles Ca 90015","https://www.laparks.org/reccenter/toberman","34.039138","-118.278709",
"Outdoor Fitness Zone","Play","Trinity Recreation Center","2415 Trinity St. Los Angeles Ca 90011","https://www.laparks.org/reccenter/trinity","34.023905","-118.262643",
"Outdoor Fitness Zone","Play","Valley Plaza Recreation Center","12240 Archwood St. North Hollywood Ca 91606","https://www.laparks.org/reccenter/valley-plaza","34.192019","-118.400851",
"Outdoor Fitness Zone","Play","Van Ness Recreation Center","5720 2nd Ave. Los Angeles Ca 90043","https://www.laparks.org/reccenter/van-ness","33.990834","-118.319076",
"Outdoor Fitness Zone","Play","Van Nuys Sherman Oaks Recreation Center","14201 Huston St. Sherman Oaks Ca 91423","https://www.laparks.org/reccenter/vnso","34.15954","-118.44248",
"Outdoor Fitness Zone","Play","Vermont and Gage Park","960 W 62nd Pl Los Angeles Ca 90044","https://www.laparks.org/park/vermont-and-gage-park","33.98261","-118.29095",
"Outdoor Fitness Zone","Play","Wall Street Park","8620 Wall Street Los Angeles Ca 90003","https://www.laparks.org/park/wall-street-park","33.959565","-118.271553",
"Outdoor Fitness Zone","Play","Watts Serenity Park Aka Monitor Avenue","11300 Monitor Ave. Los Angeles Ca 90059","https://www.laparks.org/park/watts-serenity-park-aka-monitor-avenue","33.931916","-118.240082",
"Outdoor Fitness Zone","Play","West Adams Heights Park","1903 West Cordova Los Angeles  Ca 90018","https://www.laparks.org/park/west-adams-heights-park","34.03917","-118.30052",
"Outdoor Fitness Zone","Play","Westside Neighborhood Park","3085 Clyde Ave. Los Angeles Ca 90016","https://www.laparks.org/reccenter/westwood","34.026501","-118.368665",
"Outdoor Fitness Zone","Play","Westwood Recreation Center","1350 Sepulveda Blvd. Los Angeles Ca 90025","https://www.laparks.org/reccenter/westwood","34.05226","-118.44802",
"Outdoor Fitness Zone","Play","Wilmington Recreation Center","325 N. Neptune Ave. Wilmington Ca 90744","https://www.laparks.org/reccenter/wilmington","33.77315","-118.26864",
"Outdoor Fitness Zone","Play","Woodbridge Park","11240 Moorpark St. Studio City Ca 91602","https://www.laparks.org/park/woodbridge","34.150222","-118.376404",
"Outdoor Fitness Zone","Play","Woodley Park","6350 Woodley Ave. Van Nuys Ca 91436","https://www.laparks.org/park/woodley","34.184823","-118.483147",
"Outdoor Fitness Zone","Play","York Boulevard Park","4948 York Blvd Los Angeles Ca 90042","https://www.laparks.org/park/york-boulevard-park","34.121408","-118.207378",
"Tennis","Play","Balboa Courts","17015 Burbank Blvd. Encino Ca 91316","https://www.laparks.org/sports/tennis/facility/balboa","34.172376","-118.503156",
"Tennis","Play","Cheviot Hills Courts","2551 Motor Ave. Los Angeles Ca 90064","https://www.laparks.org/sports/tennis/facility/cheviot-hills","34.046375","-118.40785",
"Tennis","Play","Pacific Palisades","851 Alma Real Dr. Pacific Palisades Ca 90272","https://www.laparks.org/sports/tennis/facility/pacific-palisades","34.044099","-118.52485",
"Tennis","Play","Poinsettia Courts","7341 Willoughby Ave. Los Angeles Ca 90046","https://www.laparks.org/reccenter/poinsettia","34.087231","-118.350224",
"Tennis","Play","Riverside Courts (Griffith)","3401 Riverside Drive Los Angeles Ca 90027","https://www.laparks.org/sports/tennis/facility/riverside","34.116765","-118.271279",
"Tennis","Play","Van Nuys/Sherman Oaks Courts","14201 Huston Street Van Nuys Ca 91423","https://www.laparks.org/sports/tennis/facility/van-nuys-SO","34.15954","-118.44248",
"Tennis","Play","Vermont Canyon Courts (Griffith)","2715 Vermont Cyn. Los Angeles Ca 90027","https://www.laparks.org/sports/tennis/facility/vermont-canyon","34.121006","-118.293227",
"Tennis","Play","Westchester Courts","7000 W. Manchester Ave. Los Angeles Ca 90045","https://www.laparks.org/sports/tennis/facility/westchester","33.95957","-118.41378",
"Tennis","Play","Westwood Courts","1350 S Sepulveda Blvd, Los Angeles, CA 90025","https://www.laparks.org/sports/tennis/facility/westwood","34.05226","-118.44802",
"Golf","Play","Rancho Park Golf Course","10460 W. Pico Blvd. Los Angeles Ca 90064","http://golf.lacity.org/course_rancho_park/","34.04535","-118.41824",
"Golf","Play","Wilson Golf Course","4730 Crystal Springs Dr. Los Angeles Ca 90027","http://golf.lacity.org/course_hansen_dam/","34.137875","-118.282589",
"Golf","Play","Harding Golf Course","4730 Crystal Springs Dr. Los Angeles Ca 90027","http://golf.lacity.org/course_harding/","34.137875","-118.282589",
"Golf","Play","Encino Golf Course","16821 Burbank Blvd. Encino Ca 91436","http://golf.lacity.org/course_encino/","34.172533","-118.499698",
"Golf","Play","Balboa Golf Course","16821 Burbank Blvd. Encino Ca 91436","http://golf.lacity.org/course_balboa/","34.172533","-118.499698",
"Golf","Play","Hansen Dam Golf Course","10400 Glenoaks Blvd. Pacoima Ca 91331","http://golf.lacity.org/course_hansen_dam/","34.258585","-118.396001",
"Golf","Play","Woodley Lakes Golf Course","6331 Woodley Ave. Van Nuys Ca 91406","http://golf.lacity.org/course_woodley_lakes/","34.18649","-118.483795",
"Golf","Play","Harbor Park Golf Course","1235 N. Figueroa Pl. Wilmington Ca 90744","http://golf.lacity.org/course_harbor_park/","33.78749","-118.28217",
"Golf","Play","Roosevelt Golf Course","2650 N. Vermont Ave. Los Angeles Ca 90027","http://golf.lacity.org/course_woodley_lakes/","34.11792","-118.29204",
"Golf","Play","Penmar Golf Course","1233 Rose Avenue Venice Ca 90291","http://golf.lacity.org/course_penmar/","34.007848","-118.455916",
"Golf","Play","Rancho Park 3-Par Golf Course","10460 W. Pico Blvd. Los Angeles Ca 90064","http://golf.lacity.org/course_rancho_park/","34.04535","-118.41824",
"Golf","Play","Los Feliz 3-Par Golf Course","3207 Los Feliz Blvd. Los Angeles Ca 90039","http://golf.lacity.org/course_los_feliz_3_par/","34.123312","-118.269296",
"Skate","Play","Andres and Maria Cardenas Recreation Center (a.k.a. Blythe Street Park)","14740 Blythe St. Panorama City Ca 91402","https://www.laparks.org/reccenter/andres-maria-ca%CC%81rdenas","34.215089","-118.454189",
"Skate","Play","Charmette Bonpua (aka Rancho Cienega Safe Spot Skate Spot)","5001 Rodeo Rd. Los Angeles Ca 90016","https://www.laparks.org/skatepark/charmette-bonpua-aka-rancho-cienega-safe-spot-skate-spot","34.02168","-118.35178",
"Skate","Play","El Sereno Skate Park","4721 Klamath Place Los Angeles Ca 90032","https://www.laparks.org/skatepark/el-sereno-skate","34.075704","-118.181527",
"Skate","Play","Garvanza Skate Park","6240 Meridian St. Los Angeles Ca 90042","https://www.laparks.org/skatepark/garvanza-skate","34.119983","-118.181696",
"Skate","Play","Gilbert Lindsay Skate Park","429 East 42nd Place Los Angeles Ca 90011","https://www.laparks.org/skatepark/gilbert-lindsay-skate","34.00672","-118.26679",
"Skate","Play","Hansen Dam Skate Park","11770 Foothill Blvd. Lake View Terrace Ca 91342","https://www.laparks.org/skatepark/hansen-dam-skate","34.272838","-118.392274",
"Skate","Play","Hazard Recreation Center","2230 Norfolk St. Los Angeles Ca 90033","https://www.laparks.org/reccenter/hazard","34.060687","-118.200812",
"Skate","Play","Hollenbeck Safe Spot Skate Spot","415 S. Saint Louis St. Los Angeles Ca 90033","https://www.laparks.org/skatepark/hollenbeck-safe-spot-skate-spot","34.041775","-118.21595",
"Skate","Play","Imperial Courts Skate Park","2250 E. 114th St. Los Angeles Ca 90059","https://www.laparks.org/skatepark/imperial-courts-skate","33.93128","-118.23249",
"Skate","Play","Jackie Tatum Skate Plaza","1535 West 62nd St. Los Angeles Ca 90047","https://www.laparks.org/skatepark/jackie-tatum-skate-plaza","33.98336","-118.30355",
"Skate","Play","Lafayette Skate Park","625 South Lafayette Place Los Angeles 90057","https://www.laparks.org/skatepark/lafayette-skate","34.06184","-118.28322",
"Skate","Play","Lake Street Skate Park","227 N. Lake St. Los Angeles 90026","https://www.laparks.org/skatepark/lake-street-skate","34.06895","-118.27038",
"Skate","Play","Lanark Recreation Center","21816 Lanark St. Canoga Park Ca 91304","https://www.laparks.org/reccenter/lanark","34.217444","-118.603835",
"Skate","Play","Lincoln Park Skate Park","3501 Valley Blvd. Los Angeles Ca 90031","https://www.laparks.org/skatepark/lincoln-skate","34.065699","-118.202026",
"Skate","Play","North Hollywood Skate Park","11430 Chandler Blvd. North Hollywood Ca 91601","https://www.laparks.org/skatepark/north-hollywood-skate","34.167922","-118.37983",
"Skate","Play","Paul Rodriguez Skate Park (aka P-rod Skate Park - Ritchie Valens)","10731 Laurel Canyon Blvd. Pacoima Ca 91331","https://www.laparks.org/skatepark/paul-rodriguez-skate","34.265113","-118.439304",
"Skate","Play","Peck Park Community Center","560 North Western Ave. San Pedro Ca 90732","https://www.laparks.org/reccenter/peck-community","33.7478","-118.30907",
"Skate","Play","Pedlow Skate Park","17328 Victory Blvd Lake Balboa Ca 91406","https://www.laparks.org/skatepark/pedlow-skate","34.186469","-118.510349",
"Skate","Play","Ritchie Valens Recreation Center","10736 Laurel Canyon Blvd. Pacoima Ca 91331","https://www.laparks.org/reccenter/ritchie-valens","34.265586","-118.439092",
