"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2012",,,"04-11-2017","$",,"174.89","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2007",,,"04-11-2017","$",,"157.95","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2009",,,"04-11-2017","$",,"146.28999","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2015",,,"04-11-2017","$",,"206.53999","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2016",,,"04-11-2017","$",,"232.442","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2010",,,"04-11-2017","$",,"147.57001","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2013",,,"04-11-2017","$",,"179.95","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2014",,,"04-11-2017","$",,"193.25999","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2006",,,"04-11-2017","$",,"144.25999","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2008",,,"04-11-2017","$",,"167.36","PKF CONSULTING"
"HOTELS","DAILY RATE",,"LOS ANGELES CITY",,,,,"2011",,,"04-11-2017","$",,"160.50999","PKF CONSULTING"
