"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"Consumer Price Index","Total All Items",,"Nation","All",,"2014","2014-04","2014","2014-02","2014-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","236.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2014","2014-03","2014","2014-01","2014-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","244.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2014","2014-03","2014","2014-01","2014-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","241.1","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2014","2014-03","2014","2014-01","2014-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","235.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2013","2014-02","2014","2013-04","2013-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","234.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2013","2014-02","2014","2013-04","2013-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","242.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2013","2014-02","2014","2013-04","2013-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","240","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2013","2014-01","2014","2013-03","2013-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","239.1","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2013","2014-01","2014","2013-03","2013-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","241.7","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2013","2014-01","2014","2013-03","2013-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","233.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2013","2013-04","2013","2013-02","2013-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","241","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2013","2013-04","2013","2013-02","2013-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","238.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2013","2013-04","2013","2013-02","2013-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","232.1","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2013","2013-03","2013","2013-01","2013-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","232.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2013","2013-03","2013","2013-01","2013-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","241","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2013","2013-03","2013","2013-01","2013-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","239.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2012","2013-02","2013","2012-04","2012-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","240.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2012","2013-02","2013","2012-04","2012-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","231.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2012","2013-02","2013","2012-04","2012-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","238.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2012","2013-01","2013","2012-03","2012-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","229.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2012","2013-01","2013","2012-03","2012-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","236.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2012","2013-01","2013","2012-03","2012-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","238.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2012","2012-04","2012","2012-02","2012-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","235.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2012","2012-04","2012","2012-02","2012-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","228.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2012","2012-04","2012","2012-02","2012-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","237.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2012","2012-03","2012","2012-01","2012-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","235","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2012","2012-03","2012","2012-01","2012-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","228.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2012","2012-03","2012","2012-01","2012-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","236.1","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2011","2012-02","2012","2011-04","2011-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","234.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2011","2012-02","2012","2011-04","2011-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","233.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2011","2012-02","2012","2011-04","2011-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","227","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2011","2012-01","2012","2011-03","2011-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","231.7","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2011","2012-01","2012","2011-03","2011-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","226.1","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2011","2012-01","2012","2011-03","2011-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","232.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2011","2011-04","2011","2011-02","2011-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","224.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2011","2011-04","2011","2011-02","2011-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","232.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2011","2011-04","2011","2011-02","2011-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","232.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2011","2011-03","2011","2011-01","2011-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","222","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2011","2011-03","2011","2011-01","2011-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","231","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2011","2011-03","2011","2011-01","2011-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","230.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2010","2011-02","2011","2010-04","2010-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","219.7","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2010","2011-02","2011","2010-04","2010-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","227.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2010","2011-02","2011","2010-04","2010-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","228.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2010","2011-01","2011","2010-03","2010-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","217.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2010","2011-01","2011","2010-03","2010-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","226.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2010","2011-01","2011","2010-03","2010-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","225.7","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2010","2010-04","2010","2010-02","2010-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","226.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2010","2010-04","2010","2010-02","2010-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","225.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2010","2010-04","2010","2010-02","2010-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","217.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2010","2010-03","2010","2010-01","2010-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","225.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2010","2010-03","2010","2010-01","2010-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","217.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2010","2010-03","2010","2010-01","2010-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","226.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2009","2010-02","2010","2009-04","2009-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","226","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2009","2010-02","2010","2009-04","2009-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","225.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2009","2010-02","2010","2009-04","2009-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","217","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2009","2010-01","2010","2009-03","2009-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","215.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2009","2010-01","2010","2009-03","2009-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","224","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2009","2010-01","2010","2009-03","2009-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","224.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2009","2009-04","2009","2009-02","2009-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","223","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2009","2009-04","2009","2009-02","2009-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","221.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2009","2009-04","2009","2009-02","2009-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","213.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2009","2009-03","2009","2009-01","2009-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","221.7","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2009","2009-03","2009","2009-01","2009-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","222.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2009","2009-03","2009","2009-01","2009-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","212.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2008","2009-02","2009","2008-04","2008-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","224","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2008","2009-02","2009","2008-04","2008-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","223.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2008","2009-02","2009","2008-04","2008-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","213.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2008","2009-01","2009","2008-03","2008-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","227.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2008","2009-01","2009","2008-03","2008-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","227.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2008","2009-01","2009","2008-03","2008-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","218.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2008","2008-04","2008","2008-02","2008-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","225.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2008","2008-04","2008","2008-02","2008-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","215.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2008","2008-04","2008","2008-02","2008-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","225.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2008","2008-03","2008","2008-01","2008-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","212.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2008","2008-03","2008","2008-01","2008-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","222.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2008","2008-03","2008","2008-01","2008-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","222.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2007","2008-02","2008","2007-04","2007-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","220","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2007","2008-02","2008","2007-04","2007-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","220.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2007","2008-02","2008","2007-04","2007-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","210.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2007","2008-01","2008","2007-03","2007-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","207.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2007","2008-01","2008","2007-03","2007-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","216.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2007","2008-01","2008","2007-03","2007-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","217.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2007","2007-04","2007","2007-02","2007-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","216.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2007","2007-04","2007","2007-02","2007-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","216.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2007","2007-04","2007","2007-02","2007-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","206.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2007","2007-03","2007","2007-01","2007-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","215.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2007","2007-03","2007","2007-01","2007-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","215.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2007","2007-03","2007","2007-01","2007-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","204.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2006","2007-02","2007","2006-04","2006-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","212","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2006","2007-02","2007","2006-04","2006-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","202.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2006","2007-02","2007","2006-04","2006-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","212.1","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2006","2007-01","2007","2006-03","2006-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","211.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2006","2007-01","2007","2006-03","2006-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","203.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2006","2007-01","2007","2006-03","2006-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","211.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2006","2006-04","2006","2006-02","2006-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","201.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2006","2006-04","2006","2006-02","2006-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","209.9","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2006","2006-04","2006","2006-02","2006-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","210.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2006","2006-03","2006","2006-01","2006-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","208","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2006","2006-03","2006","2006-01","2006-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","199.5","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2006","2006-03","2006","2006-01","2006-01-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","207.8","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2005","2006-02","2006","2005-04","2005-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","206.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2005","2006-02","2006","2005-04","2005-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","198.4","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2005","2006-02","2006","2005-04","2005-10-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","206.3","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Los Angeles Msa","All",,"2005","2006-01","2006","2005-03","2005-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","203.2","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"Nation","All",,"2005","2006-01","2006","2005-03","2005-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","196.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2005","2006-01","2006","2005-03","2005-07-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","203.6","Bureau Of Labor Statistics"
"Consumer Price Index","Total All Items",,"State Of California","All",,"2005","2005-04","2005","2005-02","2005-04-01T00:00:00.000","2015-05-08T00:00:00.000","#","Index (1982-1984=100), Seasonally Adjusted","200.9","Bureau Of Labor Statistics"
