"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","620133.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1098648.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-02","2007","2007-04","10-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1260269","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-02","2005","2005-04","10-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1032379.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-02","2002","2002-04","10-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","299477.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","749399.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","808372.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","596202.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-02","2013","2013-04","10-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1236056.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1420443.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1036888.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1078482.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-04","2002","2002-02","4-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","599246.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-02","2000","2000-04","10-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","284208.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-02","2004","2004-04","10-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1037924.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-04","2007","2007-02","4-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","439290.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","400671.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-03","2002","2002-01","1-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","989794.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1123677.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","870355.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-03","2006","2006-01","1-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","332067.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-03","2001","2001-01","1-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2172112.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","555980.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1449254.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","464969.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","626131.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1392252.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","474877.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-01","2001","2001-03","7-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","802772.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-04","2005","2005-02","4-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","325553.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","610964.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2034462.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","435335.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-01","2004","2004-03","7-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","391000.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","725112.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-03","2004","2004-01","1-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","391056.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1034364.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","954580.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","930068.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1006378","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-01","2001","2001-03","7-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1073225.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1046399.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1910412.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-02","2002","2002-04","10-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","457895.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","697108.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2501859.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","850887.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2000","2000-04","2000","2000-02","4-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","291779.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2650918.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-04","2005","2005-02","4-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","912380.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","533436.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-04","2005","2005-02","4-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2173625.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","535882.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","419652.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1242076.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-02","2007","2007-04","10-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1288800.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-04","2003","2003-02","4-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1130127.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","685678.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1206155.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","401586.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1021274.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","422818.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","965125.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","320725.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-02","2001","2001-04","10-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","457074.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","471198.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1392736.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","776115.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","396129.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","997084.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1806938","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-03","2005","2005-01","1-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","319059.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-01","2000","2000-03","7-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2197020.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","761960.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","799273","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","688003.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1542653.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2000","2000-03","2000","2000-01","1-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","832237.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-02","2001","2001-04","10-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","281665.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-03","2006","2006-01","1-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","609948.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-03","2008","2008-01","1-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1197488.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","979751.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-02","2007","2007-04","10-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","476800.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2379503.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","406564","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","472998.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-02","2008","2008-04","10-1-2008","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","938155.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-04","2002","2002-02","4-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2042944.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","565675.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","922389.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1100322.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","431317.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-01","2001","2001-03","7-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","770041.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-04","2006","2006-02","4-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1122106.6","BOARD OF EQUALIZATION"
